actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
263,PT02M25.00S,2024-03-26T03:31:26.8Z,2,REGULAR,3pt,Jump Shot,[],1627783,70.87713534822602,84.31372549019608,1610612754,55,59,2024-03-26T03:31:42Z,2600000,False,172.0,221.0,1,right,MISS P. Siakam 28' pullup 3PT,[1627783],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Right Center,,28.0,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
264,PT02M23.00S,2024-03-26T03:31:28.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,55,59,2024-03-26T03:31:33Z,2610000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,263.0,,,,,,,,,,,,
266,PT02M07.00S,2024-03-26T03:31:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,9.904730617608408,55.63725490196079,1610612746,55,59,2024-03-26T03:31:55Z,2630000,False,-28.0,41.0,1,left,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,,4.94,Missed,,Harden,J. Harden,,,,,,,,,,,,,,,,
267,PT02M04.00S,2024-03-26T03:31:55.1Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,55,59,2024-03-26T03:31:55Z,2640000,False,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Mann,T. Mann,,,,266.0,3.0,2.0,1.0,,,,,,,,,
268,PT01M58.00S,2024-03-26T03:32:00.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629611,28.038764783180028,80.14705882352942,1610612746,58,59,2024-03-26T03:32:06Z,2650000,False,-151.0,211.0,1,left,T. Mann 25' 3PT step back (6 PTS),[1629611],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Left Center,,25.94,Made,6.0,Mann,T. Mann,,,,,,,,,,,,,,,,
269,PT01M47.00S,2024-03-26T03:32:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.61038107752957,47.549019607843135,1610612754,58,59,2024-03-26T03:32:15Z,2660000,False,-12.0,8.0,1,right,MISS P. Siakam Layup,[1627783],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,1.45,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
270,PT01M45.00S,2024-03-26T03:32:13.5Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,58,59,2024-03-26T03:32:15Z,2670000,False,,,0,,I. Zubac REBOUND (Off:2 Def:5),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,Zubac,I. Zubac,,,,269.0,7.0,5.0,2.0,,,,,,,,,
271,PT01M39.00S,2024-03-26T03:32:19.4Z,2,REGULAR,3pt,Jump Shot,[],1629611,26.72470433639947,86.27450980392157,1610612746,58,59,2024-03-26T03:32:23Z,2680000,False,-181.0,199.0,1,left,MISS T. Mann 26' 3PT,[1629611],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,26.9,Missed,,Mann,T. Mann,,,,,,,,,,,,,,,,
272,PT01M37.00S,2024-03-26T03:32:21.4Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,58,59,2024-03-26T03:32:23Z,2690000,False,,,0,,I. Zubac REBOUND (Off:3 Def:5),[1627826],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,,Zubac,I. Zubac,,,,271.0,8.0,5.0,3.0,,,,,,,,,
273,PT01M36.00S,2024-03-26T03:32:22.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627826,8.984888304862025,49.26470588235294,1610612746,60,59,2024-03-26T03:35:09Z,2700000,False,4.0,32.0,1,left,I. Zubac putback DUNK (8 PTS),[1627826],1610612746.0,LAC,putback,,,,,,Restricted Area,0-8 Center,,3.22,Made,8.0,Zubac,I. Zubac,,,,,,,,,,,,,,,,
274,PT01M22.00S,2024-03-26T03:32:37.3Z,2,REGULAR,3pt,Jump Shot,[],1626167,67.32917214191853,29.90196078431373,1610612754,60,62,2024-03-26T03:32:41Z,2710000,False,-100.0,255.0,1,right,M. Turner 27' 3PT  (11 PTS) (T. Haliburton 5 AST),"[1626167, 1630169]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,27.37,Made,11.0,Turner,M. Turner,T. Haliburton,1630169.0,5.0,,,,,,,,,,,,,
276,PT01M09.00S,2024-03-26T03:32:49.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202695,13.18988173455979,56.86274509803921,1610612746,62,62,2024-03-26T03:32:54Z,2730000,False,-34.0,71.0,1,left,K. Leonard 7' turnaround Hook (13 PTS),[202695],1610612746.0,LAC,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,7.93,Made,13.0,Leonard,K. Leonard,,,,,,,,,,,,,,,,
277,PT00M57.40S,2024-03-26T03:33:01.7Z,2,REGULAR,3pt,Jump Shot,[],1630169,76.52759526938239,90.44117647058823,1610612754,62,65,2024-03-26T03:33:05Z,2740000,False,202.0,168.0,1,right,T. Haliburton 26' 3PT pullup (15 PTS),[1630169],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Right Center,,26.29,Made,15.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
278,PT00M46.60S,2024-03-26T03:33:17.3Z,2,REGULAR,turnover,lost ball,[],202695,,,1610612746,62,65,2024-03-26T03:33:23Z,2750000,False,,,0,,K. Leonard lost ball TURNOVER (1 TO),"[202695, 1629614]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Left Center,,,,,Leonard,K. Leonard,,,,,,,,,,,,1.0,Nembhard,1629614.0,,
279,PT00M46.60S,2024-03-26T03:33:17.3Z,2,REGULAR,steal,,[],1629614,,,1610612754,62,65,2024-03-26T03:33:20Z,2760000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,,,,Mid-Range,16-24 Left Center,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,
280,PT00M42.10S,2024-03-26T03:33:21.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,90.71944809461235,49.50980392156863,1610612754,62,65,2024-03-26T03:33:29Z,2770000,False,-2.0,35.0,1,right,MISS P. Siakam running Layup,[1627783],1610612754.0,IND,running,,,,,,Restricted Area,0-8 Center,,3.48,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
281,PT00M39.40S,2024-03-26T03:33:24.4Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,62,65,2024-03-26T03:33:29Z,2780000,False,,,0,,I. Zubac REBOUND (Off:3 Def:6),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,Zubac,I. Zubac,,,,280.0,9.0,6.0,3.0,,,,,,,,,
282,PT00M31.10S,2024-03-26T03:33:32.8Z,2,REGULAR,3pt,Jump Shot,[],201935,30.535479632063073,31.862745098039213,1610612746,62,65,2024-03-26T03:33:37Z,2790000,False,91.0,235.0,1,left,MISS J. Harden 25' 3PT,[201935],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,25.14,Missed,,Harden,J. Harden,,,,,,,,,,,,,,,,
283,PT00M27.60S,2024-03-26T03:33:36.3Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,62,65,2024-03-26T03:33:37Z,2800000,False,,,0,,M. Turner REBOUND (Off:0 Def:5),[1626167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,,,Turner,M. Turner,,,,282.0,5.0,5.0,0.0,,,,,,,,,
284,PT00M16.40S,2024-03-26T03:33:47.6Z,2,REGULAR,3pt,Jump Shot,[],1630169,64.30683311432327,37.745098039215684,1610612754,62,65,2024-03-26T03:37:47Z,2810000,False,-61.0,283.0,1,right,MISS T. Haliburton 28' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Center,,28.96,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
285,PT00M13.30S,2024-03-26T03:33:50.5Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,62,65,2024-03-26T03:33:50Z,2820000,False,,,0,,I. Zubac REBOUND (Off:3 Def:7),[1627826],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,,Zubac,I. Zubac,,,,284.0,10.0,7.0,3.0,,,,,,,,,
286,PT00M06.60S,2024-03-26T03:33:58.9Z,2,REGULAR,foul,personal,[],1629614,,,1610612746,62,65,2024-03-26T03:34:05Z,2830000,False,,,0,,A. Nembhard personal FOUL (2 PF),"[1629614, 201935]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,1148.0,,,,Nembhard,A. Nembhard,,,,,,,,2.0,0.0,Harden,201935.0,,,,,
288,PT00M06.60S,2024-03-26T03:34:19.7Z,2,REGULAR,substitution,out,[],1630169,,,1610612746,62,65,2024-03-26T03:34:25Z,2850000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
289,PT00M06.60S,2024-03-26T03:34:19.7Z,2,REGULAR,substitution,in,[],1630167,,,1610612746,62,65,2024-03-26T03:34:25Z,2860000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,
290,PT00M01.30S,2024-03-26T03:34:36.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,8.722076215505908,48.0392156862745,1610612746,62,65,2024-03-26T03:34:56Z,2870000,False,10.0,29.0,1,left,MISS T. Mann driving Layup - blocked,"[1629611, 1626167]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,3.11,Missed,,Mann,T. Mann,,,,,,,,,,,,,,,Turner,1626167.0
291,PT00M01.30S,2024-03-26T03:34:36.5Z,2,REGULAR,block,,[],1626167,,,1610612746,62,65,2024-03-26T03:34:42Z,2880000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,
292,PT00M00.10S,2024-03-26T03:34:37.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,62,65,2024-03-26T03:34:56Z,2890000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,290.0,,,,,,,,,,,,
293,PT00M00.00S,2024-03-26T03:34:45.1Z,2,REGULAR,period,end,[],0,,,1610612746,62,65,2024-03-26T03:34:45Z,2900000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2024-03-26T03:49:19.1Z,3,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,62,65,2024-03-26T03:49:43Z,2910000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,
298,PT12M00.00S,2024-03-26T03:49:19.1Z,3,REGULAR,substitution,out,['startperiod'],1630167,,,1610612746,62,65,2024-03-26T03:49:43Z,2920000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,
299,PT12M00.00S,2024-03-26T03:49:19.1Z,3,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,62,65,2024-03-26T03:49:43Z,2930000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,
300,PT12M00.00S,2024-03-26T03:49:19.1Z,3,REGULAR,substitution,in,['startperiod'],1630169,,,1610612746,62,65,2024-03-26T03:49:43Z,2940000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
301,PT12M00.00S,2024-03-26T03:49:56.8Z,3,REGULAR,period,start,[],0,,,1610612754,62,65,2024-03-26T03:49:56Z,2950000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT11M47.00S,2024-03-26T03:50:08.4Z,3,REGULAR,3pt,Jump Shot,[],1626167,28.43298291721419,83.33333333333334,1610612754,62,68,2024-03-26T03:53:51Z,2960000,False,-167.0,215.0,1,left,M. Turner 27' 3PT  (14 PTS) (T. Haliburton 6 AST),"[1626167, 1630169]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,27.19,Made,14.0,Turner,M. Turner,T. Haliburton,1630169.0,6.0,,,,,,,,,,,,,
304,PT11M24.00S,2024-03-26T03:50:45.4Z,3,REGULAR,foul,personal,[],1629614,,,1610612746,62,68,2024-03-26T03:50:50Z,2980000,False,,,0,,A. Nembhard personal FOUL (3 PF),"[1629614, 202695]",1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,Nembhard,A. Nembhard,,,,,,,,3.0,0.0,Leonard,202695.0,,,,,
306,PT11M21.00S,2024-03-26T03:51:04.9Z,3,REGULAR,foul,personal,[],1627783,,,1610612746,62,68,2024-03-26T03:55:37Z,3000000,False,,,0,,P. Siakam personal FOUL (2 PF),"[1627783, 202695]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Right,1148.0,,,,Siakam,P. Siakam,,,,,,,,2.0,0.0,Leonard,202695.0,,,,,
308,PT11M15.00S,2024-03-26T03:51:24.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202695,91.50788436268068,48.529411764705884,1610612746,62,68,2024-03-26T03:55:59Z,3020000,False,-7.0,27.0,1,right,MISS K. Leonard reverse Layup,[202695],1610612746.0,LAC,reverse,,,,,,Restricted Area,0-8 Center,,2.83,Missed,,Leonard,K. Leonard,,,,,,,,,,,,,,,,
309,PT11M15.00S,2024-03-26T03:51:24.5Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,62,68,2024-03-26T03:53:55Z,3030000,False,,,0,,M. Turner REBOUND (Off:0 Def:6),[1626167],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,Turner,M. Turner,,,,308.0,6.0,6.0,0.0,,,,,,,,,
310,PT11M08.00S,2024-03-26T03:51:30.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629614,24.359395532194483,8.333333333333343,1610612754,62,68,2024-03-26T03:56:22Z,3040000,False,208.0,176.0,1,left,MISS A. Nembhard 27' running 3PT,[1629614],1610612754.0,IND,running,,,,,,Above the Break 3,24+ Right Center,,27.3,Missed,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,
311,PT11M04.00S,2024-03-26T03:51:34.9Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,62,68,2024-03-26T03:54:06Z,3050000,False,,,0,,M. Turner REBOUND (Off:1 Def:6),[1626167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,,,Turner,M. Turner,,,,310.0,7.0,6.0,1.0,,,,,,,,,
312,PT11M04.00S,2024-03-26T03:51:34.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,5.590000152587891,50.0,1610612754,62,70,2024-03-26T03:51:34Z,3060000,False,0.0,0.0,1,left,M. Turner tip Layup (16 PTS),[1626167],1610612754.0,IND,tip,,,,,,Mid-Range,8-16 Left,,0.0,Made,16.0,Turner,M. Turner,,,,,,,,,,,,,,,,
314,PT10M41.00S,2024-03-26T03:51:57.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,86.12023653088042,50.0,1610612746,64,70,2024-03-26T03:56:55Z,3080000,False,0.0,78.0,1,right,K. Leonard 7' pullup Jump Shot (15 PTS),[202695],1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),0-8 Center,,7.8,Made,15.0,Leonard,K. Leonard,,,,,,,,,,,,,,,,
315,PT10M36.00S,2024-03-26T03:52:02.2Z,3,REGULAR,3pt,Jump Shot,[],1626167,30.27266754270697,73.0392156862745,1610612754,64,73,2024-03-26T03:54:32Z,3090000,False,-115.0,232.0,1,left,M. Turner 25' 3PT  (19 PTS) (T. Haliburton 7 AST),"[1626167, 1630169]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,25.91,Made,19.0,Turner,M. Turner,T. Haliburton,1630169.0,7.0,,,,,,,,,,,,,
316,PT10M20.00S,2024-03-26T03:52:18.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,89.79960578186596,50.73529411764706,1610612746,66,73,2024-03-26T03:57:48Z,3100000,False,4.0,43.0,1,right,K. Leonard fadeaway Jump Shot (17 PTS),[202695],1610612746.0,LAC,fadeaway,,,,,,Restricted Area,0-8 Center,,4.36,Made,17.0,Leonard,K. Leonard,,,,,,,,,,,,,,,,
317,PT09M57.00S,2024-03-26T03:52:41.3Z,3,REGULAR,3pt,Jump Shot,[],1630169,23.4395532194481,89.95098039215686,1610612754,66,73,2024-03-26T03:58:10Z,3110000,False,-200.0,168.0,1,left,MISS T. Haliburton 26' step back 3PT,[1630169],1610612754.0,IND,step back,,,,,,Above the Break 3,24+ Left Center,,26.09,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,
318,PT09M57.00S,2024-03-26T03:52:41.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612746,66,73,2024-03-26T03:54:38Z,3120000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,,Harden,J. Harden,,,,317.0,1.0,1.0,0.0,,,,,,,,,
319,PT09M47.00S,2024-03-26T03:52:54.0Z,3,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612746,66,73,2024-03-26T03:53:00Z,3130000,False,,,0,,T. Haliburton shooting personal FOUL (2 PF) (Harden 2 FT),"[1630169, 201935]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),8-16 Center,202037.0,,,,Haliburton,T. Haliburton,,,,,,,,2.0,0.0,Harden,201935.0,,,,,
321,PT09M47.00S,2024-03-26T03:53:21.3Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,67,73,2024-03-26T03:53:21Z,3150000,False,,,0,,J. Harden Free Throw 1 of 2 (5 PTS),[201935],1610612746.0,LAC,,,,,,,,,,,Made,5.0,Harden,J. Harden,,,,,,,,,,,,,,,,
322,PT09M47.00S,2024-03-26T03:53:38.0Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,68,73,2024-03-26T03:53:38Z,3160000,False,,,0,,J. Harden Free Throw 2 of 2 (6 PTS),[201935],1610612746.0,LAC,,,,,,,,,,,Made,6.0,Harden,J. Harden,,,,,,,,,,,,,,,,
323,PT09M36.00S,2024-03-26T03:53:51.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627783,8.853482260183966,51.22549019607843,1610612754,68,75,2024-03-26T03:58:56Z,3170000,False,-6.0,31.0,1,left,P. Siakam DUNK (16 PTS) (J. Walker 2 AST),"[1627783, 1641716]",1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,3.13,Made,16.0,Siakam,P. Siakam,J. Walker,1641716.0,2.0,,,,,,,,,,,,,
325,PT09M10.00S,2024-03-26T03:54:16.8Z,3,REGULAR,3pt,Jump Shot,[],202331,68.24901445466492,71.32352941176471,1610612746,68,75,2024-03-26T03:54:43Z,3190000,False,107.0,246.0,1,right,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,26.81,Missed,,George,P. George,,,,,,,,,,,,,,,,
326,PT09M10.00S,2024-03-26T03:54:16.8Z,3,REGULAR,rebound,defensive,[],1641716,,,1610612754,68,75,2024-03-26T03:54:43Z,3200000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,,,Walker,J. Walker,,,,325.0,1.0,1.0,0.0,,,,,,,,,
327,PT09M04.00S,2024-03-26T03:54:26.8Z,3,REGULAR,foul,personal,[],202695,,,1610612754,68,75,2024-03-26T03:54:29Z,3210000,False,,,0,,K. Leonard personal FOUL (2 PF),"[202695, 1626167]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Left,202037.0,,,,Leonard,K. Leonard,,,,,,,,2.0,0.0,Turner,1626167.0,,,,,
331,PT08M58.00S,2024-03-26T03:55:02.1Z,3,REGULAR,3pt,Jump Shot,[],1641716,12.00722733245729,97.54901960784314,1610612754,68,78,2024-03-26T03:55:07Z,3240000,False,-238.0,60.0,1,left,J. Walker 24' 3PT  (8 PTS) (T. Haliburton 8 AST),"[1641716, 1630169]",1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,,24.53,Made,8.0,Walker,J. Walker,T. Haliburton,1630169.0,8.0,,,,,,,,,,,,,
333,PT08M30.00S,2024-03-26T03:55:28.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,93.87319316688567,44.607843137254896,1610612746,68,78,2024-03-26T03:55:36Z,3260000,False,-27.0,5.0,1,right,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,2.75,Missed,,George,P. George,,,,,,,,,,,,,,,,
334,PT08M25.00S,2024-03-26T03:55:33.6Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,68,78,2024-03-26T03:55:36Z,3270000,False,,,0,,I. Zubac REBOUND (Off:4 Def:7),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,Zubac,I. Zubac,,,,333.0,11.0,7.0,4.0,,,,,,,,,
335,PT08M25.00S,2024-03-26T03:55:35.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202695,92.82194480946123,50.0,1610612746,70,78,2024-03-26T04:00:54Z,3280000,False,0.0,15.0,1,right,K. Leonard driving Layup (19 PTS) (I. Zubac 2 AST),"[202695, 1627826]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,1.5,Made,19.0,Leonard,K. Leonard,I. Zubac,1627826.0,2.0,,,,,,,,,,,,,
337,PT08M25.00S,2024-03-26T03:55:38.8Z,3,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612746,70,78,2024-03-26T03:55:51Z,3300000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Leonard 1 FT),"[1626167, 202695]",1610612754.0,IND,shooting,,,,,,Restricted Area,0-8 Center,1148.0,,,,Turner,M. Turner,,,,,,,,2.0,0.0,Leonard,202695.0,,,,,
339,PT08M25.00S,2024-03-26T03:56:11.0Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],202695,,,1610612746,71,78,2024-03-26T03:56:11Z,3320000,False,,,0,,K. Leonard Free Throw 1 of 1 (20 PTS),[202695],1610612746.0,LAC,,,,,,,,,,,Made,20.0,Leonard,K. Leonard,,,,,,,,,,,,,,,,
340,PT08M14.00S,2024-03-26T03:56:22.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,8.196452036793687,50.98039215686275,1610612754,71,80,2024-03-26T03:56:26Z,3330000,False,-5.0,25.0,1,left,M. Turner cutting DUNK (21 PTS) (T. Haliburton 9 AST),"[1626167, 1630169]",1610612754.0,IND,cutting,,,,,,Restricted Area,0-8 Center,,2.5,Made,21.0,Turner,M. Turner,T. Haliburton,1630169.0,9.0,,,,,,,,,,,,,
343,PT08M01.00S,2024-03-26T03:56:39.7Z,3,REGULAR,violation,kicked ball,[],1629614,,,1610612746,71,80,2024-03-26T03:56:46Z,3360000,False,,,0,,A. Nembhard kicked ball VIOLATION,[1629614],1610612754.0,IND,,,,,,,,,202037.0,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,
344,PT08M01.00S,2024-03-26T03:56:49.2Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,71,80,2024-03-26T03:56:54Z,3370000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,
345,PT08M01.00S,2024-03-26T03:56:49.2Z,3,REGULAR,substitution,in,[],201566,,,1610612746,71,80,2024-03-26T03:56:54Z,3380000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
346,PT08M01.00S,2024-03-26T03:56:49.2Z,3,REGULAR,substitution,out,[],1629611,,,1610612746,71,80,2024-03-26T03:57:04Z,3390000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,
347,PT08M01.00S,2024-03-26T03:56:49.2Z,3,REGULAR,substitution,out,[],1626167,,,1610612746,71,80,2024-03-26T03:57:04Z,3400000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,
348,PT08M01.00S,2024-03-26T03:56:49.2Z,3,REGULAR,substitution,in,[],1626181,,,1610612746,71,80,2024-03-26T03:57:04Z,3410000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,
349,PT08M01.00S,2024-03-26T03:56:49.2Z,3,REGULAR,substitution,in,[],1630167,,,1610612746,71,80,2024-03-26T03:57:04Z,3420000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,
350,PT07M53.00S,2024-03-26T03:57:23.2Z,3,REGULAR,3pt,Jump Shot,[],202331,68.64323258869908,69.36274509803921,1610612746,71,80,2024-03-26T04:02:03Z,3430000,False,97.0,242.0,1,right,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Right Center,,26.09,Missed,,George,P. George,,,,,,,,,,,,,,,,
351,PT07M49.00S,2024-03-26T03:57:27.2Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,71,80,2024-03-26T03:57:28Z,3440000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,,,Siakam,P. Siakam,,,,350.0,3.0,2.0,1.0,,,,,,,,,
352,PT07M34.00S,2024-03-26T03:57:45.4Z,3,REGULAR,foul,personal,['2freethrow'],201566,,,1610612754,71,80,2024-03-26T03:58:01Z,3450000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Siakam 2 FT),"[201566, 1627783]",1610612746.0,LAC,shooting,,,,,,Mid-Range,8-16 Left,201246.0,,,,Westbrook,R. Westbrook,,,,,,,,1.0,0.0,Siakam,1627783.0,,,,,
