actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-04-06T02:42:32.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-06T02:42:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-04-06T02:42:34.0Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612746,0,0,2024-04-06T02:42:34Z,40000,False,,,0,,Jump Ball I. Zubac vs. O. Yurtseven: Tip to J. Harden,"[201935, 1627826, 1630209]",1610612746.0,LAC,startperiod,J. Harden,201935.0,Harden,J. Harden,Zubac,1627826.0,Yurtseven,1630209.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-04-06T02:42:51.5Z,1,REGULAR,3pt,Jump Shot,[],202331,23.308147174770042,9.068627450980387,1610612746,3,0,2024-04-06T02:42:57Z,70000,False,205.0,167.0,1,left,P. George 26' 3PT  (3 PTS) (I. Zubac 1 AST),"[202331, 1627826]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.39,Made,3.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2024-04-06T02:43:09.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,83.62352168199737,57.84313725490196,1610612762,3,0,2024-04-06T02:43:38Z,90000,False,39.0,101.0,1,right,MISS B. Sensabaugh 10' driving floating Shot,[1641729],1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,10.87,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2024-04-06T02:43:11.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,3,0,2024-04-06T02:43:14Z,100000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M10.00S,2024-04-06T02:43:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,15.423784494086718,58.33333333333333,1610612746,5,0,2024-04-06T02:43:27Z,110000,False,-42.0,92.0,1,left,J. Harden 10' step back Jump Shot (2 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,10.15,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M55.00S,2024-04-06T02:43:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,87.82851511169514,54.411764705882355,1610612762,5,2,2024-04-06T02:43:43Z,120000,False,22.0,62.0,1,right,O. Yurtseven 6' floating Jump Shot (2 PTS) (C. Sexton 1 AST),"[1630209, 1629012]",1610612762.0,UTA,floating,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,6.57,Made,2.0,C. Sexton,1629012.0,1.0,,,,,,,,,,,,,,
14,PT10M36.00S,2024-04-06T02:43:55.2Z,1,REGULAR,3pt,Jump Shot,[],200782,8.853482260183966,96.32352941176471,1610612746,8,2,2024-04-06T02:44:00Z,140000,False,-232.0,31.0,1,left,P. Tucker 3PT  (3 PTS) (J. Harden 1 AST),"[200782, 201935]",1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,23.36,Made,3.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
16,PT10M23.00S,2024-04-06T02:44:08.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,85.98883048620237,51.470588235294116,1610612762,8,2,2024-04-06T02:44:14Z,160000,False,7.0,79.0,1,right,MISS C. Sexton 7' driving floating Shot,[1629012],1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,7.95,Missed,,,,,,,,,,,,,,,,,,
17,PT10M21.00S,2024-04-06T02:44:10.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,2,2024-04-06T02:44:14Z,170000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,
