actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
85,PT05M13.00S,2024-03-18T01:52:41.4Z,1,REGULAR,turnover,offensive foul,[],201935,,,1610612746,15,16,2024-03-18T01:52:41Z,840000,False,,,0,,J. Harden offensive foul TURNOVER (1 TO),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,203591.0,,,,,,,,1.0,,
86,PT05M13.00S,2024-03-18T01:52:51.0Z,1,REGULAR,substitution,out,[],201935,,,1610612737,15,16,2024-03-18T01:52:53Z,850000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M13.00S,2024-03-18T01:52:51.0Z,1,REGULAR,substitution,in,[],1630538,,,1610612737,15,16,2024-03-18T01:52:53Z,860000,False,,,0,,SUB in: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M57.00S,2024-03-18T01:53:21.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,27.513140604467807,87.25490196078431,1610612737,15,19,2024-03-18T01:53:56Z,870000,False,-186.0,206.0,1,left,G. Mathews 27' 3PT pullup (3 PTS) (D. Murray 3 AST),"[1629726, 1627749]",1610612737.0,ATL,pullup,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,27.78,Made,3.0,,,,,,,,,,,,D. Murray,1627749.0,3.0,,,
90,PT04M42.00S,2024-03-18T01:53:39.2Z,1,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612746,15,19,2024-03-18T01:53:46Z,890000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Leonard 2 FT),"[1629631, 202695]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203591.0,1.0,0.0,Leonard,202695.0,,,,,,
92,PT04M42.00S,2024-03-18T01:54:11.5Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,15,19,2024-03-18T01:54:11Z,910000,False,,,0,,MISS K. Leonard Free Throw 1 of 2,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
93,PT04M42.00S,2024-03-18T01:54:11.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,15,19,2024-03-18T01:54:11Z,920000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,
94,PT04M42.00S,2024-03-18T01:54:12.2Z,1,REGULAR,substitution,out,[],1630249,,,1610612746,15,19,2024-03-18T01:54:14Z,930000,False,,,0,,SUB out: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M42.00S,2024-03-18T01:54:12.2Z,1,REGULAR,substitution,in,[],1630235,,,1610612746,15,19,2024-03-18T01:54:14Z,940000,False,,,0,,SUB in: T. Forrest,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M42.00S,2024-03-18T01:54:29.2Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,16,19,2024-03-18T01:54:29Z,950000,False,,,0,,K. Leonard Free Throw 2 of 2 (11 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
97,PT04M27.00S,2024-03-18T01:54:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630235,7.933639947437584,43.13725490196079,1610612737,16,19,2024-03-18T01:54:52Z,960000,False,34.0,22.0,1,left,MISS T. Forrest Layup,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
98,PT04M22.00S,2024-03-18T01:54:51.8Z,1,REGULAR,rebound,offensive,[],1628981,,,1610612737,16,19,2024-03-18T01:54:51Z,970000,False,,,0,,B. Fernando REBOUND (Off:1 Def:0),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,,,,,,97.0,1.0,0.0,1.0,,,,,,,,,,,
99,PT04M22.00S,2024-03-18T01:54:51.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628981,5.590000152587891,50.0,1610612737,16,21,2024-03-18T01:54:51Z,980000,False,0.0,0.0,1,left,B. Fernando tip DUNK (2 PTS),[1628981],1610612737.0,ATL,tip,,,Fernando,B. Fernando,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
100,PT04M13.00S,2024-03-18T01:55:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.29632063074901,49.26470588235294,1610612746,18,21,2024-03-18T01:55:05Z,990000,False,-4.0,20.0,1,right,T. Mann Layup (2 PTS) (P. George 1 AST),"[1629611, 202331]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.02,Made,2.0,,,,,,,,,,,,P. George,202331.0,1.0,,,
102,PT04M00.00S,2024-03-18T01:55:13.2Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612737,18,21,2024-03-18T01:55:17Z,1010000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 202331]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,George,202331.0
103,PT04M00.00S,2024-03-18T01:55:13.2Z,1,REGULAR,steal,,[],202331,,,1610612746,18,21,2024-03-18T01:55:15Z,1020000,False,,,0,,P. George STEAL (2 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
104,PT03M57.00S,2024-03-18T01:55:16.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,93.47897503285151,49.01960784313726,1610612746,20,21,2024-03-18T01:55:29Z,1030000,False,-5.0,9.0,1,right,P. George running DUNK (5 PTS),[202331],1610612746.0,LAC,running,,,George,P. George,,,,,Restricted Area,0-8 Center,1.01,Made,5.0,,,,,,,,,,,,,,,,,
105,PT03M40.00S,2024-03-18T01:55:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,8.065045992115643,48.28431372549019,1610612737,20,23,2024-03-18T01:56:06Z,1040000,False,9.0,23.0,1,left,D. Hunter driving Layup (2 PTS) (D. Murray 4 AST),"[1629631, 1627749]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,2.48,Made,2.0,,,,,,,,,,,,D. Murray,1627749.0,4.0,,,
107,PT03M40.00S,2024-03-18T01:55:39.6Z,1,REGULAR,foul,personal,['1freethrow'],1629611,,,1610612737,20,23,2024-03-18T01:55:56Z,1060000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Hunter 1 FT),"[1629611, 1629631]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,201639.0,1.0,0.0,Hunter,1629631.0,,,,,,
109,PT03M40.00S,2024-03-18T01:55:49.7Z,1,REGULAR,substitution,out,[],202331,,,1610612737,20,23,2024-03-18T01:55:54Z,1080000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M40.00S,2024-03-18T01:55:49.7Z,1,REGULAR,substitution,in,[],1629599,,,1610612737,20,23,2024-03-18T01:55:54Z,1090000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M40.00S,2024-03-18T01:56:04.8Z,1,REGULAR,freethrow,1 of 1,[],1629631,,,1610612737,20,24,2024-03-18T01:56:04Z,1100000,False,,,0,,D. Hunter Free Throw 1 of 1 (3 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
112,PT03M21.00S,2024-03-18T01:56:24.7Z,1,REGULAR,turnover,lost ball,[],1630538,,,1610612746,20,24,2024-03-18T01:56:28Z,1110000,False,,,0,,B. Hyland lost ball TURNOVER (1 TO),"[1630538, 1627749]",1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0
113,PT03M21.00S,2024-03-18T01:56:24.7Z,1,REGULAR,steal,,[],1627749,,,1610612737,20,24,2024-03-18T01:56:27Z,1120000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
114,PT03M13.00S,2024-03-18T01:56:33.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629726,33.820630749014455,50.49019607843137,1610612737,20,24,2024-03-18T02:00:23Z,1130000,False,-2.0,265.0,1,left,MISS G. Mathews 26' running 3PT,[1629726],1610612737.0,ATL,running,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,,
115,PT03M10.00S,2024-03-18T01:56:36.0Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,20,24,2024-03-18T01:56:36Z,1140000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Center,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,
116,PT03M03.00S,2024-03-18T01:56:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,82.57227332457293,60.53921568627451,1610612746,22,24,2024-03-18T01:56:47Z,1150000,False,53.0,111.0,1,right,K. Leonard 12' pullup Jump Shot (13 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,12.31,Made,13.0,,,,,,,,,,,,,,,,,
117,PT02M38.00S,2024-03-18T01:57:07.1Z,1,REGULAR,3pt,Jump Shot,[],1629631,29.352825229960573,83.57843137254902,1610612737,22,27,2024-03-18T01:57:15Z,1160000,False,-168.0,223.0,1,left,D. Hunter 27' 3PT  (6 PTS) (T. Forrest 1 AST),"[1629631, 1630235]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,27.95,Made,6.0,,,,,,,,,,,,T. Forrest,1630235.0,1.0,,,
119,PT02M15.00S,2024-03-18T01:57:30.2Z,1,REGULAR,3pt,Jump Shot,[],1630538,96.45203679369251,98.99662990196079,1610612746,22,27,2024-03-18T01:57:43Z,1180000,False,245.0,-19.0,1,right,MISS B. Hyland 24' 3PT - blocked,"[1630538, 1629726]",1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Right Corner 3,24+ Right,24.57,Missed,,Mathews,1629726.0,,,,,,,,,,,,,,,
120,PT02M15.00S,2024-03-18T01:57:30.2Z,1,REGULAR,block,,[],1629726,,,1610612746,22,27,2024-03-18T01:57:41Z,1190000,False,,,0,,G. Mathews BLOCK (1 BLK),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
121,PT02M15.00S,2024-03-18T01:57:30.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,22,27,2024-03-18T01:57:43Z,1200000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,119.0,,,,,,,,,,,,,,
123,PT02M15.00S,2024-03-18T01:57:53.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,22,27,2024-03-18T01:57:53Z,1220000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M15.00S,2024-03-18T02:00:15.3Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,22,27,2024-03-18T02:00:52Z,1230000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M15.00S,2024-03-18T02:00:15.3Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,22,27,2024-03-18T02:00:52Z,1240000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M15.00S,2024-03-18T02:00:15.3Z,1,REGULAR,substitution,out,[],1627749,,,1610612746,22,27,2024-03-18T02:00:52Z,1250000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M15.00S,2024-03-18T02:00:15.3Z,1,REGULAR,substitution,out,[],1629726,,,1610612746,22,27,2024-03-18T02:00:52Z,1260000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M15.00S,2024-03-18T02:00:15.3Z,1,REGULAR,substitution,in,[],200782,,,1610612746,22,27,2024-03-18T02:00:52Z,1270000,False,,,0,,SUB in: P. Tucker,[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M15.00S,2024-03-18T02:00:15.3Z,1,REGULAR,substitution,in,[],1628464,,,1610612746,22,27,2024-03-18T02:00:52Z,1280000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M15.00S,2024-03-18T02:00:15.3Z,1,REGULAR,substitution,in,[],203992,,,1610612746,22,27,2024-03-18T02:00:52Z,1290000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M15.00S,2024-03-18T02:00:15.3Z,1,REGULAR,substitution,in,[],1630552,,,1610612746,22,27,2024-03-18T02:00:52Z,1300000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M08.00S,2024-03-18T02:00:59.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628464,88.87976346911958,73.52941176470588,1610612746,22,27,2024-03-18T02:01:03Z,1310000,False,118.0,52.0,1,right,MISS D. Theis 12' Jump Shot,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Mid-Range,8-16 Right,12.86,Missed,,,,,,,,,,,,,,,,,,
133,PT02M06.00S,2024-03-18T02:01:01.5Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,22,27,2024-03-18T02:01:01Z,1320000,False,,,0,,J. Johnson REBOUND (Off:0 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,,,,132.0,5.0,5.0,0.0,,,,,,,,,,,
134,PT01M52.00S,2024-03-18T02:01:15.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,12.795663600525614,51.71568627450981,1610612737,22,27,2024-03-18T02:01:21Z,1330000,False,-9.0,68.0,1,left,MISS J. Johnson 6' driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.83,Missed,,,,,,,,,,,,,,,,,,
135,PT01M51.00S,2024-03-18T02:01:16.2Z,1,REGULAR,rebound,defensive,[],200782,,,1610612746,22,27,2024-03-18T02:01:21Z,1340000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,
136,PT01M32.00S,2024-03-18T02:01:35.6Z,1,REGULAR,3pt,Jump Shot,[],200782,91.24507227332458,95.34313725490196,1610612746,25,27,2024-03-18T02:01:40Z,1350000,False,227.0,30.0,1,right,P. Tucker 3PT  (3 PTS) (K. Leonard 1 AST),"[200782, 202695]",1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,22.87,Made,3.0,,,,,,,,,,,,K. Leonard,202695.0,1.0,,,
138,PT01M13.00S,2024-03-18T02:01:54.0Z,1,REGULAR,2pt,Jump Shot,[],1629631,28.56438896189225,52.94117647058824,1610612737,25,27,2024-03-18T02:01:58Z,1370000,False,-15.0,216.0,1,left,MISS D. Hunter 21' Jump Shot,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,21.65,Missed,,,,,,,,,,,,,,,,,,
139,PT01M11.00S,2024-03-18T02:01:56.0Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612746,25,27,2024-03-18T02:01:58Z,1380000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Mid-Range,16-24 Center,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,
140,PT01M02.00S,2024-03-18T02:02:05.1Z,1,REGULAR,turnover,lost ball,[],1630538,,,1610612746,25,27,2024-03-18T02:02:09Z,1390000,False,,,0,,B. Hyland lost ball TURNOVER (2 TO),"[1630538, 1628981]",1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Fernando,1628981.0
141,PT01M02.00S,2024-03-18T02:02:05.1Z,1,REGULAR,steal,,[],1628981,,,1610612737,25,27,2024-03-18T02:02:07Z,1400000,False,,,0,,B. Fernando STEAL (1 STL),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
142,PT00M58.80S,2024-03-18T02:02:10.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629631,9.773324572930349,52.205882352941174,1610612737,25,29,2024-03-18T02:02:15Z,1410000,False,-11.0,39.0,1,left,D. Hunter running Layup (8 PTS) (J. Johnson 2 AST),"[1629631, 1630552]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,4.09,Made,8.0,,,,,,,,,,,,J. Johnson,1630552.0,2.0,,,
144,PT00M40.00S,2024-03-18T02:02:33.6Z,1,REGULAR,3pt,Jump Shot,[],202695,67.19776609724047,45.833333333333336,1610612746,28,29,2024-03-18T02:02:38Z,1430000,False,-21.0,256.0,1,right,K. Leonard 25' 3PT  (16 PTS) (B. Hyland 1 AST),"[202695, 1630538]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.66,Made,16.0,,,,,,,,,,,,B. Hyland,1630538.0,1.0,,,
145,PT00M40.00S,2024-03-18T02:02:40.0Z,1,REGULAR,foul,personal,['1freethrow'],1630552,,,1610612746,28,29,2024-03-18T02:02:55Z,1440000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Leonard 1 FT),"[1630552, 202695]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,203591.0,1.0,0.0,Leonard,202695.0,,,,,,
147,PT00M40.00S,2024-03-18T02:03:08.3Z,1,REGULAR,freethrow,1 of 1,[],202695,,,1610612746,29,29,2024-03-18T02:03:08Z,1460000,False,,,0,,K. Leonard Free Throw 1 of 1 (17 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
148,PT00M29.20S,2024-03-18T02:03:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,7.539421813403408,49.754901960784316,1610612737,29,31,2024-03-18T02:03:31Z,1470000,False,1.0,18.0,1,left,B. Fernando Layup (4 PTS) (B. Bogdanovic 1 AST),"[1628981, 203992]",1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,1.84,Made,4.0,,,,,,,,,,,,B. Bogdanovic,203992.0,1.0,,,
150,PT00M10.80S,2024-03-18T02:03:47.8Z,1,REGULAR,3pt,Jump Shot,[],1630538,69.1688567674113,31.127450980392155,1610612746,29,31,2024-03-18T02:04:13Z,1490000,False,-94.0,237.0,1,right,MISS B. Hyland 25' step back 3PT,[1630538],1610612746.0,LAC,step back,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
151,PT00M08.30S,2024-03-18T02:03:50.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,29,31,2024-03-18T02:03:50Z,1500000,False,,,0,,J. Johnson REBOUND (Off:0 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,150.0,6.0,6.0,0.0,,,,,,,,,,,
152,PT00M00.00S,2024-03-18T02:04:01.9Z,1,REGULAR,period,end,[],0,,,1610612737,29,31,2024-03-18T02:04:01Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-03-18T02:06:34.1Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612737,29,31,2024-03-18T02:06:41Z,1520000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-03-18T02:06:34.1Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612737,29,31,2024-03-18T02:06:41Z,1530000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-03-18T02:06:52.2Z,2,REGULAR,period,start,[],0,,,1610612737,29,31,2024-03-18T02:06:52Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M48.00S,2024-03-18T02:07:07.2Z,2,REGULAR,foul,offensive,[],1628981,,,1610612737,29,31,2024-03-18T02:07:14Z,1560000,False,,,0,,B. Fernando offensive FOUL (1 PF),"[1628981, 1628464]",1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,,,,,,,,,,201639.0,1.0,0.0,Theis,1628464.0,,,,,,
159,PT11M48.00S,2024-03-18T02:07:07.2Z,2,REGULAR,turnover,offensive foul,[],1628981,,,1610612737,29,31,2024-03-18T02:07:07Z,1580000,False,,,0,,B. Fernando offensive foul TURNOVER (2 TO),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,,,,,,,,,,201639.0,,,,,,,,2.0,,
160,PT11M26.00S,2024-03-18T02:07:41.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,66.27792378449408,57.35294117647059,1610612746,29,31,2024-03-18T02:08:06Z,1590000,False,37.0,264.0,1,right,MISS J. Harden 26' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.7,Missed,,,,,,,,,,,,,,,,,,
161,PT11M24.00S,2024-03-18T02:07:43.3Z,2,REGULAR,rebound,offensive,[],200782,,,1610612746,29,31,2024-03-18T02:08:48Z,1600000,False,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Center,,,,,,160.0,2.0,1.0,1.0,,,,,,,,,,,
163,PT11M06.00S,2024-03-18T02:08:19.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630538,66.14651773981603,37.254901960784316,1610612746,29,31,2024-03-18T02:08:22Z,1620000,False,-64.0,266.0,1,right,MISS B. Hyland 27' 3PT,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,27.32,Missed,,,,,,,,,,,,,,,,,,
164,PT11M04.00S,2024-03-18T02:08:20.8Z,2,REGULAR,rebound,offensive,[],1629599,,,1610612746,29,31,2024-03-18T02:08:20Z,1630000,False,,,0,,A. Coffey REBOUND (Off:1 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Center,,,,,,163.0,2.0,1.0,1.0,,,,,,,,,,,
165,PT11M02.00S,2024-03-18T02:08:23.9Z,2,REGULAR,turnover,bad pass,[],1628464,,,1610612746,29,31,2024-03-18T02:08:27Z,1640000,False,,,0,,D. Theis bad pass TURNOVER (1 TO),"[1628464, 1630552]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Johnson,1630552.0
166,PT11M02.00S,2024-03-18T02:08:23.9Z,2,REGULAR,steal,,[],1630552,,,1610612737,29,31,2024-03-18T02:08:25Z,1650000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
167,PT10M55.00S,2024-03-18T02:08:29.7Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203992,28.301576872536145,80.88235294117646,1610612737,29,34,2024-03-18T02:08:36Z,1660000,False,-154.0,214.0,1,left,B. Bogdanovic 26' 3PT running (3 PTS) (D. Hunter 1 AST),"[203992, 1629631]",1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.35,Made,3.0,,,,,,,,,,,,D. Hunter,1629631.0,1.0,,,
169,PT10M46.00S,2024-03-18T02:08:39.5Z,2,REGULAR,3pt,Jump Shot,[],1629599,83.88633377135349,95.34313725490196,1610612746,29,34,2024-03-18T02:08:43Z,1680000,False,227.0,99.0,1,right,MISS A. Coffey 24' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,24.74,Missed,,,,,,,,,,,,,,,,,,
170,PT10M43.00S,2024-03-18T02:08:42.5Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612737,29,34,2024-03-18T02:08:43Z,1690000,False,,,0,,B. Fernando REBOUND (Off:1 Def:1),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,Above the Break 3,24+ Right Center,,,,,,169.0,2.0,1.0,1.0,,,,,,,,,,,
