actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
184,PT09M41.00S,2023-12-12T04:17:22.1Z,2,REGULAR,3pt,Jump Shot,[],1630703,10.95597897503285,97.05882352941177,1610612757,48,43,2023-12-12T04:17:27Z,1800000,False,-235.0,50.0,1,left,S. Henderson 24' 3PT  (10 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Left Corner 3,24+ Left,24.07,Made,10.0,,,,,,,,,,,,,,,,,
185,PT09M30.00S,2023-12-12T04:17:38.0Z,2,REGULAR,foul,personal,[],1631133,,,1610612746,48,43,2023-12-12T04:17:47Z,1810000,False,,,0,,J. Walker personal FOUL (1 PF),"[1631133, 1628464]",1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627962.0,,,,1.0,0.0,Theis,1628464.0
187,PT09M20.00S,2023-12-12T04:17:58.6Z,2,REGULAR,violation,kicked ball,[],1629680,,,1610612746,48,43,2023-12-12T04:18:18Z,1830000,False,,,0,,M. Thybulle kicked ball VIOLATION,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,1627962.0,,,,,,,
188,PT09M10.00S,2023-12-12T04:18:25.5Z,2,REGULAR,3pt,Jump Shot,[],202331,66.80354796320631,53.92156862745098,1610612746,48,43,2023-12-12T04:19:26Z,1840000,False,20.0,260.0,1,right,MISS P. George 26' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
189,PT09M08.00S,2023-12-12T04:18:27.3Z,2,REGULAR,rebound,offensive,[],202331,,,1610612746,48,43,2023-12-12T04:18:27Z,1850000,False,,,0,,P. George REBOUND (Off:1 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,188.0,3.0,2.0,1.0,,,,,,,,,,,,,
191,PT09M07.00S,2023-12-12T04:18:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,91.50788436268068,50.98039215686275,1610612746,48,43,2023-12-12T04:18:33Z,1870000,False,5.0,27.0,1,right,MISS D. Theis Layup - blocked,"[1628464, 1629014]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,Simons,1629014.0,,,,,,,,
192,PT09M07.00S,2023-12-12T04:18:28.4Z,2,REGULAR,block,,[],1629014,,,1610612746,48,43,2023-12-12T04:18:31Z,1880000,False,,,0,,A. Simons BLOCK (1 BLK),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
193,PT09M04.00S,2023-12-12T04:18:31.4Z,2,REGULAR,rebound,defensive,[],1630703,,,1610612757,48,43,2023-12-12T04:18:33Z,1890000,False,,,0,,S. Henderson REBOUND (Off:0 Def:2),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,191.0,2.0,2.0,0.0,,,,,,,,,,,,,
194,PT09M04.00S,2023-12-12T04:18:34.8Z,2,REGULAR,turnover,out-of-bounds,[],1630703,,,1610612757,48,43,2023-12-12T04:20:27Z,1900000,False,,,0,,S. Henderson lost ball out-of-bounds TURNOVER (2 TO),[1630703],1610612757.0,POR,lost ball,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627962.0,2.0,,,,,,
195,PT08M47.00S,2023-12-12T04:19:00.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641738,87.43429697766098,97.54901960784314,1610612746,48,43,2023-12-12T04:19:04Z,1910000,False,238.0,66.0,1,right,MISS K. Brown 24' 3PT,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,Right Corner 3,24+ Right,24.66,Missed,,,,,,,,,,,,,,,,,,
196,PT08M44.00S,2023-12-12T04:19:03.6Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,48,43,2023-12-12T04:19:04Z,1920000,False,,,0,,J. Walker REBOUND (Off:1 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,,195.0,3.0,2.0,1.0,,,,,,,,,,,,,
197,PT08M34.00S,2023-12-12T04:19:13.0Z,2,REGULAR,3pt,Jump Shot,[],1641871,29.747043363994734,20.833333333333343,1610612757,48,43,2023-12-12T04:19:18Z,1930000,False,146.0,227.0,1,left,MISS D. Reath 26' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,26.99,Missed,,,,,,,,,,,,,,,,,,
198,PT08M33.00S,2023-12-12T04:19:15.2Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,48,43,2023-12-12T04:19:15Z,1940000,False,,,0,,J. Walker REBOUND (Off:2 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,197.0,4.0,2.0,2.0,,,,,,,,,,,,,
199,PT08M30.00S,2023-12-12T04:19:18.7Z,2,REGULAR,turnover,out-of-bounds,[],1631133,,,1610612757,48,43,2023-12-12T04:19:25Z,1950000,False,,,0,,J. Walker bad pass out-of-bounds TURNOVER (1 TO),[1631133],1610612757.0,POR,bad pass,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627962.0,1.0,,,,,,
200,PT08M30.00S,2023-12-12T04:19:23.5Z,2,REGULAR,substitution,out,[],1628464,,,1610612746,48,43,2023-12-12T04:19:30Z,1960000,False,,,0,,SUB out: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M30.00S,2023-12-12T04:19:23.5Z,2,REGULAR,substitution,out,[],1641738,,,1610612746,48,43,2023-12-12T04:19:30Z,1970000,False,,,0,,SUB out: K. Brown,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M30.00S,2023-12-12T04:19:23.5Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,48,43,2023-12-12T04:19:30Z,1980000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M30.00S,2023-12-12T04:19:23.5Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,48,43,2023-12-12T04:19:30Z,1990000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M14.00S,2023-12-12T04:19:53.4Z,2,REGULAR,2pt,Hook,['fromturnover'],202331,86.90867279894876,66.17647058823529,1610612746,50,43,2023-12-12T04:19:57Z,2000000,False,81.0,71.0,1,right,P. George 10' driving Hook (7 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Mid-Range,8-16 Right,10.74,Made,7.0,,,,,,,,,,,,,,,,,
205,PT08M05.00S,2023-12-12T04:20:02.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,8.722076215505908,52.94117647058824,1610612757,50,43,2023-12-12T04:20:09Z,2010000,False,-15.0,29.0,1,left,MISS A. Simons driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
206,PT08M02.00S,2023-12-12T04:20:05.4Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,50,43,2023-12-12T04:20:09Z,2020000,False,,,0,,J. Walker REBOUND (Off:3 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,205.0,5.0,2.0,3.0,,,,,,,,,,,,,
207,PT08M01.00S,2023-12-12T04:20:06.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,6.356767411300922,48.28431372549019,1610612757,50,45,2023-12-12T04:22:52Z,2030000,False,9.0,7.0,1,left,J. Walker putback Layup (4 PTS),[1631133],1610612757.0,POR,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.13,Made,4.0,,,,,,,,,,,,,,,,,
208,PT07M50.00S,2023-12-12T04:20:17.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,90.5880420499343,50.98039215686275,1610612746,52,45,2023-12-12T04:20:21Z,2040000,False,5.0,36.0,1,right,N. Powell driving Layup (5 PTS) (J. Harden 3 AST),"[1626181, 201935]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,3.63,Made,5.0,,,,,J. Harden,201935.0,3.0,,,,,,,,,,
210,PT07M35.00S,2023-12-12T04:20:32.4Z,2,REGULAR,3pt,Jump Shot,[],1631133,27.11892247043363,12.009803921568633,1610612757,52,48,2023-12-12T04:20:36Z,2060000,False,190.0,202.0,1,left,J. Walker 27' 3PT  (7 PTS) (S. Henderson 3 AST),"[1631133, 1630703]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,27.76,Made,7.0,,,,,S. Henderson,1630703.0,3.0,,,,,,,,,,
212,PT07M19.00S,2023-12-12T04:20:48.6Z,2,REGULAR,3pt,Jump Shot,[],201935,72.19119579500656,78.43137254901961,1610612746,52,48,2023-12-12T04:20:52Z,2080000,False,142.0,209.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
213,PT07M17.00S,2023-12-12T04:20:50.6Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,52,48,2023-12-12T04:20:52Z,2090000,False,,,0,,J. Walker REBOUND (Off:3 Def:3),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,212.0,6.0,3.0,3.0,,,,,,,,,,,,,
214,PT07M10.00S,2023-12-12T04:20:58.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641871,11.350197109067011,52.69607843137255,1610612757,52,48,2023-12-12T04:21:06Z,2100000,False,-13.0,54.0,1,left,MISS D. Reath turnaround Hook - blocked,"[1641871, 201935]",1610612757.0,POR,turnaround,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,Harden,201935.0,,,,,,,,
215,PT07M10.00S,2023-12-12T04:20:58.2Z,2,REGULAR,block,,[],201935,,,1610612757,52,48,2023-12-12T04:21:01Z,2110000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
216,PT07M07.00S,2023-12-12T04:21:01.2Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,52,48,2023-12-12T04:21:06Z,2120000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,214.0,1.0,1.0,0.0,,,,,,,,,,,,,
217,PT07M04.00S,2023-12-12T04:21:03.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,75.607752956636,88.23529411764706,1610612746,52,48,2023-12-12T04:21:15Z,2130000,False,191.0,177.0,1,right,MISS N. Powell 26' running 3PT,[1626181],1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
218,PT07M03.00S,2023-12-12T04:21:04.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,52,48,2023-12-12T04:21:15Z,2140000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,217.0,,,,,,,,,,,,,,,,
219,PT07M03.00S,2023-12-12T04:21:10.8Z,2,REGULAR,foul,personal,[],1629680,,,1610612746,52,48,2023-12-12T04:21:20Z,2150000,False,,,0,,M. Thybulle loose ball personal FOUL (1 PF),"[1629680, 1629611]",1610612757.0,POR,loose ball,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,,,,1.0,0.0,Mann,1629611.0
221,PT07M03.00S,2023-12-12T04:21:20.4Z,2,REGULAR,substitution,out,[],1629014,,,1610612746,52,48,2023-12-12T04:21:29Z,2170000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M03.00S,2023-12-12T04:21:20.4Z,2,REGULAR,substitution,out,[],1629680,,,1610612746,52,48,2023-12-12T04:21:29Z,2180000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M03.00S,2023-12-12T04:21:20.4Z,2,REGULAR,substitution,out,[],1641871,,,1610612746,52,48,2023-12-12T04:21:29Z,2190000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M03.00S,2023-12-12T04:21:20.4Z,2,REGULAR,substitution,in,[],1629650,,,1610612746,52,48,2023-12-12T04:21:29Z,2200000,False,,,0,,SUB in: M. Brown,[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M03.00S,2023-12-12T04:21:20.4Z,2,REGULAR,substitution,in,[],1631101,,,1610612746,52,48,2023-12-12T04:21:29Z,2210000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M03.00S,2023-12-12T04:21:20.4Z,2,REGULAR,substitution,in,[],1641739,,,1610612746,52,48,2023-12-12T04:21:29Z,2220000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M55.00S,2023-12-12T04:21:37.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629611,88.09132720105124,2.205882352941174,1610612746,52,48,2023-12-12T04:21:42Z,2230000,False,-239.0,59.0,1,right,MISS T. Mann 24' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,24.63,Missed,,,,,,,,,,,,,,,,,,
228,PT06M52.00S,2023-12-12T04:21:40.5Z,2,REGULAR,rebound,defensive,[],1630703,,,1610612757,52,48,2023-12-12T04:21:42Z,2240000,False,,,0,,S. Henderson REBOUND (Off:0 Def:3),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Left Corner 3,24+ Left,,,,227.0,3.0,3.0,0.0,,,,,,,,,,,,,
230,PT06M44.00S,2023-12-12T04:21:48.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,8.459264126149804,50.245098039215684,1610612757,52,48,2023-12-12T04:22:00Z,2260000,False,-1.0,27.0,1,left,MISS M. Brown DUNK,[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
231,PT06M40.00S,2023-12-12T04:21:51.9Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,52,48,2023-12-12T04:21:51Z,2270000,False,,,0,,P. George REBOUND (Off:1 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,230.0,4.0,3.0,1.0,,,,,,,,,,,,,
232,PT06M29.00S,2023-12-12T04:22:02.1Z,2,REGULAR,3pt,Jump Shot,[],1626181,94.53022339027595,2.6960784313725554,1610612746,55,48,2023-12-12T04:22:06Z,2280000,False,-237.0,-1.0,1,right,N. Powell 3PT  (8 PTS) (P. George 4 AST),"[1626181, 202331]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.65,Made,8.0,,,,,P. George,202331.0,4.0,,,,,,,,,,
234,PT06M17.00S,2023-12-12T04:22:14.8Z,2,REGULAR,3pt,Jump Shot,[],1630703,30.27266754270697,23.039215686274503,1610612757,55,48,2023-12-12T04:25:25Z,2300000,False,135.0,232.0,1,left,MISS S. Henderson 26' pullup 3PT,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,26.84,Missed,,,,,,,,,,,,,,,,,,
235,PT06M17.00S,2023-12-12T04:22:14.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,55,48,2023-12-12T04:22:20Z,2310000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,234.0,,,,,,,,,,,,,,,,
237,PT06M17.00S,2023-12-12T04:22:21.6Z,2,REGULAR,substitution,out,[],1626181,,,1610612746,55,48,2023-12-12T04:22:27Z,2330000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M17.00S,2023-12-12T04:22:21.6Z,2,REGULAR,substitution,in,[],202695,,,1610612746,55,48,2023-12-12T04:22:27Z,2340000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M01.00S,2023-12-12T04:22:57.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,88.61695137976346,62.00980392156863,1610612746,55,48,2023-12-12T04:23:02Z,2350000,False,60.0,55.0,1,right,MISS K. Leonard 8' turnaround Shot,[202695],1610612746.0,LAC,turnaround,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Right,8.11,Missed,,,,,,,,,,,,,,,,,,
240,PT05M58.00S,2023-12-12T04:23:00.7Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612757,55,48,2023-12-12T04:23:02Z,2360000,False,,,0,,M. Brown REBOUND (Off:0 Def:1),[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,239.0,1.0,1.0,0.0,,,,,,,,,,,,,
241,PT05M44.00S,2023-12-12T04:23:18.0Z,2,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612757,55,48,2023-12-12T04:23:28Z,2370000,False,,,0,,T. Mann shooting personal FOUL (2 PF) (Sharpe 2 FT),"[1629611, 1631101]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2534.0,,,,2.0,0.0,Sharpe,1631101.0
243,PT05M44.00S,2023-12-12T04:23:44.8Z,2,REGULAR,freethrow,1 of 2,[],1631101,,,1610612757,55,49,2023-12-12T04:23:44Z,2390000,False,,,0,,S. Sharpe Free Throw 1 of 2 (10 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
244,PT05M44.00S,2023-12-12T04:23:59.2Z,2,REGULAR,freethrow,2 of 2,[],1631101,,,1610612757,55,50,2023-12-12T04:23:59Z,2400000,False,,,0,,S. Sharpe Free Throw 2 of 2 (11 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
245,PT05M23.00S,2023-12-12T04:24:21.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,89.4053876478318,50.49019607843137,1610612746,55,50,2023-12-12T04:24:26Z,2410000,False,2.0,47.0,1,right,MISS J. Harden driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,4.72,Missed,,,,,,,,,,,,,,,,,,
246,PT05M20.00S,2023-12-12T04:24:24.4Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,55,50,2023-12-12T04:24:24Z,2420000,False,,,0,,J. Walker REBOUND (Off:3 Def:4),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,245.0,7.0,4.0,3.0,,,,,,,,,,,,,
247,PT05M06.00S,2023-12-12T04:24:38.2Z,2,REGULAR,2pt,Jump Shot,[],1630703,23.570959264126145,26.225490196078425,1610612757,55,50,2023-12-12T04:24:43Z,2430000,False,119.0,169.0,1,left,MISS S. Henderson 20' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,20.67,Missed,,,,,,,,,,,,,,,,,,
248,PT05M03.00S,2023-12-12T04:24:41.3Z,2,REGULAR,rebound,offensive,[],1630703,,,1610612757,55,50,2023-12-12T04:24:41Z,2440000,False,,,0,,S. Henderson REBOUND (Off:1 Def:3),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,,,,247.0,4.0,3.0,1.0,,,,,,,,,,,,,
249,PT05M02.00S,2023-12-12T04:24:44.0Z,2,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612757,55,50,2023-12-12T04:25:16Z,2450000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1627826, 1631101]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,,,,1.0,0.0,Sharpe,1631101.0
251,PT05M02.00S,2023-12-12T04:25:22.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631101,,,1610612757,55,51,2023-12-12T04:25:48Z,2470000,False,,,0,,S. Sharpe Free Throw 1 of 2 (12 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
252,PT05M02.00S,2023-12-12T04:25:23.3Z,2,REGULAR,substitution,out,[],202331,,,1610612757,55,51,2023-12-12T04:25:26Z,2480000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M02.00S,2023-12-12T04:25:23.3Z,2,REGULAR,substitution,in,[],1626181,,,1610612757,55,51,2023-12-12T04:25:26Z,2490000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M02.00S,2023-12-12T04:25:22.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631101,,,1610612757,55,51,2023-12-12T04:25:48Z,2500000,False,,,0,,MISS S. Sharpe Free Throw 2 of 2,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
255,PT04M57.00S,2023-12-12T04:25:27.3Z,2,REGULAR,rebound,defensive,[],201935,,,1610612746,55,51,2023-12-12T04:25:48Z,2510000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,254.0,3.0,3.0,0.0,,,,,,,,,,,,,
256,PT04M47.00S,2023-12-12T04:25:57.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,86.25164257555848,53.431372549019606,1610612746,57,51,2023-12-12T04:26:02Z,2520000,False,17.0,77.0,1,right,N. Powell 7' driving floating Jump Shot (10 PTS) (J. Harden 4 AST),"[1626181, 201935]",1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,7.86,Made,10.0,,,,,J. Harden,201935.0,4.0,,,,,,,,,,
259,PT04M39.00S,2023-12-12T04:26:08.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612757,57,51,2023-12-12T04:26:15Z,2550000,False,,,0,,N. Powell shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1626181, 1631101]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1627962.0,,,,1.0,0.0,Sharpe,1631101.0
261,PT04M39.00S,2023-12-12T04:26:40.3Z,2,REGULAR,freethrow,1 of 2,[],1631101,,,1610612757,57,52,2023-12-12T04:26:40Z,2570000,False,,,0,,S. Sharpe Free Throw 1 of 2 (13 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
262,PT04M39.00S,2023-12-12T04:26:55.4Z,2,REGULAR,freethrow,2 of 2,[],1631101,,,1610612757,57,53,2023-12-12T04:26:55Z,2580000,False,,,0,,S. Sharpe Free Throw 2 of 2 (14 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
264,PT04M26.00S,2023-12-12T04:28:11.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,92.55913272010513,57.59803921568628,1610612746,59,53,2023-12-12T04:28:15Z,2600000,False,38.0,17.0,1,right,N. Powell driving floating Jump Shot (12 PTS) (J. Harden 5 AST),"[1626181, 201935]",1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,4.18,Made,12.0,,,,,J. Harden,201935.0,5.0,,,,,,,,,,
266,PT04M15.00S,2023-12-12T04:28:24.3Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1626181,,,1610612757,59,53,2023-12-12T04:28:31Z,2620000,False,,,0,,N. Powell shooting personal FOUL (2 PF) (Sharpe 3 FT),"[1626181, 1631101]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1627962.0,,,,2.0,0.0,Sharpe,1631101.0
268,PT04M15.00S,2023-12-12T04:28:49.6Z,2,REGULAR,freethrow,1 of 3,[],1631101,,,1610612757,59,54,2023-12-12T04:29:30Z,2640000,False,,,0,,S. Sharpe Free Throw 1 of 3 (15 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
269,PT04M15.00S,2023-12-12T04:28:49.6Z,2,REGULAR,freethrow,2 of 3,[],1631101,,,1610612757,59,55,2023-12-12T04:29:30Z,2650000,False,,,0,,S. Sharpe Free Throw 2 of 3 (16 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
270,PT04M15.00S,2023-12-12T04:28:49.6Z,2,REGULAR,freethrow,3 of 3,[],1631101,,,1610612757,59,55,2023-12-12T04:29:30Z,2660000,False,,,0,,MISS S. Sharpe Free Throw 3 of 3,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
