actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
164,PT10M30.00S,2024-04-11T03:08:56.0Z,2,REGULAR,turnover,lost ball,[],1628464,,,1610612746,29,34,2024-04-11T03:09:05Z,1640000,False,,,0,,D. Theis lost ball TURNOVER (2 TO),"[1628464, 201152]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,Mid-Range,8-16 Right,,2.0,Young,201152.0,,,,,,,,,,,,,,,,
165,PT10M30.00S,2024-04-11T03:08:56.0Z,2,REGULAR,steal,,[],201152,,,1610612756,29,34,2024-04-11T03:08:58Z,1650000,False,,,0,,T. Young STEAL (2 STL),[201152],1610612756.0,PHX,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
166,PT10M22.00S,2024-04-11T03:09:04.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201569,6.619579500657039,49.01960784313726,1610612756,29,36,2024-04-11T03:10:04Z,1660000,False,5.0,10.0,1,left,E. Gordon cutting Layup (5 PTS) (T. Young 1 AST),"[201569, 201152]",1610612756.0,PHX,cutting,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,5.0,1.09,T. Young,201152.0,1.0,,,,,,
168,PT10M07.00S,2024-04-11T03:09:19.6Z,2,REGULAR,turnover,lost ball,[],1628464,,,1610612746,29,36,2024-04-11T03:09:23Z,1680000,False,,,0,,D. Theis lost ball TURNOVER (3 TO),"[1628464, 201569]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Center,,3.0,Gordon,201569.0,,,,,,,,,,,,,,,,
169,PT10M07.00S,2024-04-11T03:09:19.6Z,2,REGULAR,steal,,[],201569,,,1610612756,29,36,2024-04-11T03:09:54Z,1690000,False,,,0,,E. Gordon STEAL (1 STL),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
170,PT10M03.00S,2024-04-11T03:09:23.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203078,9.379106438896187,47.05882352941176,1610612756,29,36,2024-04-11T03:09:29Z,1700000,False,15.0,36.0,1,left,MISS B. Beal running Layup - blocked,"[203078, 1630527]",1610612756.0,PHX,running,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,3.86,,,,,,,,Boston Jr.,1630527.0
171,PT10M03.00S,2024-04-11T03:09:23.5Z,2,REGULAR,block,,[],1630527,,,1610612756,29,36,2024-04-11T03:09:26Z,1710000,False,,,0,,B. Boston Jr. BLOCK (1 BLK),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
172,PT09M59.00S,2024-04-11T03:09:27.5Z,2,REGULAR,rebound,offensive,[],1628960,,,1610612756,29,36,2024-04-11T03:09:29Z,1720000,False,,,0,,G. Allen REBOUND (Off:1 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,170.0,3.0,2.0,1.0,,
173,PT09M59.00S,2024-04-11T03:09:28.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628960,29.352825229960573,80.63725490196079,1610612756,29,39,2024-04-11T03:11:53Z,1730000,False,-153.0,223.0,1,left,G. Allen 27' 3PT pullup (3 PTS),[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,3.0,27.09,,,,,,,,,
174,PT09M59.00S,2024-04-11T03:09:33.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,29,39,2024-04-11T03:09:33Z,1740000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M42.00S,2024-04-11T03:12:46.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630527,94.00459921156373,43.627450980392155,1610612746,31,39,2024-04-11T03:13:43Z,1750000,False,-32.0,4.0,1,right,B. Boston Jr. reverse DUNK (5 PTS) (K. Brown 1 AST),"[1630527, 1641738]",1610612746.0,LAC,reverse,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,5.0,3.21,K. Brown,1641738.0,1.0,,,,,,
177,PT09M16.00S,2024-04-11T03:13:15.5Z,2,REGULAR,violation,kicked ball,[],1628464,,,1610612756,31,39,2024-04-11T03:13:20Z,1770000,False,,,0,,D. Theis kicked ball VIOLATION,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,202053.0,,,,,,,,,,,,,,,,,,,
178,PT09M14.00S,2024-04-11T03:13:33.1Z,2,REGULAR,3pt,Jump Shot,[],201569,24.885019710906704,11.029411764705884,1610612756,31,39,2024-04-11T03:13:37Z,1780000,False,195.0,181.0,1,left,MISS E. Gordon 26' 3PT,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,26.63,,,,,,,,,
179,PT09M10.00S,2024-04-11T03:13:37.1Z,2,REGULAR,rebound,defensive,[],1629875,,,1610612746,31,39,2024-04-11T03:13:37Z,1790000,False,,,0,,X. Moon REBOUND (Off:0 Def:1),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,178.0,1.0,1.0,0.0,,
180,PT09M04.00S,2024-04-11T03:13:43.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629875,80.99540078843627,35.294117647058826,1610612746,33,39,2024-04-11T03:13:47Z,1800000,False,-74.0,126.0,1,right,X. Moon 14' pullup Jump Shot (2 PTS),[1629875],1610612746.0,LAC,pullup,,,Moon,X. Moon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,2.0,14.6,,,,,,,,,
181,PT08M46.00S,2024-04-11T03:14:00.9Z,2,REGULAR,3pt,Jump Shot,[],201569,19.49737187910644,5.392156862745097,1610612756,33,42,2024-04-11T03:14:06Z,1810000,False,223.0,131.0,1,left,E. Gordon 25' 3PT  (8 PTS) (T. Young 2 AST),"[201569, 201152]",1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,8.0,25.85,T. Young,201152.0,2.0,,,,,,
183,PT08M21.00S,2024-04-11T03:14:25.7Z,2,REGULAR,3pt,Jump Shot,[],1630527,73.11103810775296,17.15686274509804,1610612746,33,42,2024-04-11T03:14:31Z,1830000,False,-164.0,200.0,1,right,MISS B. Boston Jr. 25' step back 3PT,[1630527],1610612746.0,LAC,step back,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,25.9,,,,,,,,,
184,PT08M17.00S,2024-04-11T03:14:29.7Z,2,REGULAR,rebound,defensive,[],203078,,,1610612756,33,42,2024-04-11T03:14:31Z,1840000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,183.0,1.0,1.0,0.0,,
185,PT08M08.00S,2024-04-11T03:14:39.5Z,2,REGULAR,3pt,Jump Shot,[],1626220,28.695795006570307,83.08823529411765,1610612756,33,45,2024-04-11T03:14:43Z,1850000,False,-165.0,217.0,1,left,R. O'Neale 27' 3PT  (5 PTS) (B. Beal 2 AST),"[1626220, 203078]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,5.0,27.3,B. Beal,203078.0,2.0,,,,,,
187,PT07M57.00S,2024-04-11T03:14:53.5Z,2,REGULAR,foul,personal,[],201152,,,1610612746,33,45,2024-04-11T03:15:00Z,1870000,False,,,0,,T. Young personal FOUL (1 PF),"[201152, 1629599]",1610612756.0,PHX,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,202007.0,,,,1.0,0.0,Coffey,1629599.0,,,,,,,,,,,,
189,PT07M57.00S,2024-04-11T03:15:05.2Z,2,REGULAR,substitution,out,[],1628464,,,1610612746,33,45,2024-04-11T03:15:07Z,1890000,False,,,0,,SUB out: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT07M57.00S,2024-04-11T03:15:05.2Z,2,REGULAR,substitution,in,[],203486,,,1610612746,33,45,2024-04-11T03:15:07Z,1900000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT07M50.00S,2024-04-11T03:15:24.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,91.50788436268068,50.73529411764706,1610612746,35,45,2024-04-11T03:15:28Z,1910000,False,4.0,27.0,1,right,A. Coffey driving Layup (2 PTS) (M. Plumlee 1 AST),"[1629599, 203486]",1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,2.75,M. Plumlee,203486.0,1.0,,,,,,
193,PT07M34.00S,2024-04-11T03:15:41.4Z,2,REGULAR,3pt,Jump Shot,[],1626220,17.08278580814718,3.8985906862745026,1610612756,35,45,2024-04-11T03:15:50Z,1930000,False,231.0,108.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,25.46,,,,,,,,,
194,PT07M31.00S,2024-04-11T03:15:44.4Z,2,REGULAR,rebound,defensive,[],1641738,,,1610612746,35,45,2024-04-11T03:15:45Z,1940000,False,,,0,,K. Brown REBOUND (Off:0 Def:1),[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,193.0,1.0,1.0,0.0,,
195,PT07M20.00S,2024-04-11T03:15:55.7Z,2,REGULAR,3pt,Jump Shot,[],1641738,72.32260183968462,81.61764705882354,1610612746,35,45,2024-04-11T03:16:07Z,1950000,False,158.0,208.0,1,right,MISS K. Brown 26' 3PT,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,26.1,,,,,,,,,
196,PT07M20.00S,2024-04-11T03:15:55.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,35,45,2024-04-11T03:16:07Z,1960000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,195.0,,,,,
198,PT07M20.00S,2024-04-11T03:16:00.9Z,2,REGULAR,substitution,out,[],201569,,,1610612756,35,45,2024-04-11T03:16:09Z,1980000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M20.00S,2024-04-11T03:16:00.9Z,2,REGULAR,substitution,out,[],201152,,,1610612756,35,45,2024-04-11T03:16:09Z,1990000,False,,,0,,SUB out: T. Young,[201152],1610612756.0,PHX,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M20.00S,2024-04-11T03:16:00.9Z,2,REGULAR,substitution,in,[],203994,,,1610612756,35,45,2024-04-11T03:16:09Z,2000000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M20.00S,2024-04-11T03:16:00.9Z,2,REGULAR,substitution,in,[],201142,,,1610612756,35,45,2024-04-11T03:16:09Z,2010000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M03.00S,2024-04-11T03:16:30.7Z,2,REGULAR,turnover,bad pass,[],203078,,,1610612756,35,45,2024-04-11T03:18:13Z,2030000,False,,,0,,B. Beal bad pass TURNOVER (2 TO),"[203078, 1629599]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,2.0,Coffey,1629599.0,,,,,,,,,,,,,,,,
221,PT07M03.00S,2024-04-11T03:16:30.7Z,2,REGULAR,steal,,[],1629599,,,1610612746,35,45,2024-04-11T03:18:13Z,2040000,False,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
205,PT07M03.00S,2024-04-11T03:17:00.5Z,2,REGULAR,foul,personal,[],1628960,,,1610612746,35,45,2024-04-11T03:18:25Z,2050000,False,,,0,,G. Allen personal FOUL (2 PF),"[1628960, 1629599]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Left Center,202053.0,,,,2.0,0.0,Coffey,1629599.0,,,,,,,,,,,,
208,PT07M03.00S,2024-04-11T03:17:07.8Z,2,REGULAR,substitution,out,[],1629875,,,1610612746,35,45,2024-04-11T03:17:15Z,2080000,False,,,0,,SUB out: X. Moon,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M03.00S,2024-04-11T03:17:07.8Z,2,REGULAR,substitution,in,[],1630538,,,1610612746,35,45,2024-04-11T03:17:15Z,2090000,False,,,0,,SUB in: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M59.00S,2024-04-11T03:17:16.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641738,94.08672798948751,97.28094362745098,1610612746,35,45,2024-04-11T03:22:17Z,2100000,False,236.0,3.0,1,right,MISS K. Brown 3PT,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,23.64,,,,,,,,,
211,PT06M57.00S,2024-04-11T03:17:18.7Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,35,45,2024-04-11T03:22:17Z,2110000,False,,,0,,R. O'Neale REBOUND (Off:2 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,210.0,4.0,2.0,2.0,,
212,PT06M46.00S,2024-04-11T03:17:21.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201142,8.196452036793687,47.30392156862745,1610612756,35,45,2024-04-11T03:21:35Z,2120000,False,13.0,25.0,1,left,MISS K. Durant cutting Layup,[201142],1610612756.0,PHX,cutting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,2.8,,,,,,,,,
213,PT06M46.00S,2024-04-11T03:17:21.2Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,35,45,2024-04-11T03:17:30Z,2130000,False,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,212.0,2.0,2.0,0.0,,
214,PT06M44.00S,2024-04-11T03:17:26.5Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612746,35,45,2024-04-11T03:17:42Z,2140000,False,,,0,,G. Allen shooting personal FOUL (3 PF) (Coffey 2 FT),"[1628960, 1629599]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,202007.0,,,,3.0,0.0,Coffey,1629599.0,,,,,,,,,,,,
216,PT06M44.00S,2024-04-11T03:17:50.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629599,,,1610612746,36,45,2024-04-11T03:18:28Z,2160000,False,,,0,,A. Coffey Free Throw 1 of 2 (3 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,
217,PT06M44.00S,2024-04-11T03:17:57.5Z,2,REGULAR,substitution,out,[],1628960,,,1610612746,36,45,2024-04-11T03:18:05Z,2170000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M44.00S,2024-04-11T03:17:57.5Z,2,REGULAR,substitution,in,[],1626164,,,1610612746,36,45,2024-04-11T03:18:05Z,2180000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M44.00S,2024-04-11T03:17:50.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629599,,,1610612746,36,45,2024-04-11T03:18:28Z,2190000,False,,,0,,MISS A. Coffey Free Throw 2 of 2,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
222,PT06M40.00S,2024-04-11T03:17:54.2Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,36,45,2024-04-11T03:18:28Z,2200000,False,,,0,,R. O'Neale REBOUND (Off:2 Def:3),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,219.0,5.0,3.0,2.0,,
223,PT06M25.00S,2024-04-11T03:18:31.3Z,2,REGULAR,2pt,Jump Shot,[],203078,20.02299605781866,29.166666666666657,1610612756,36,47,2024-04-11T03:18:36Z,2210000,False,104.0,136.0,1,left,B. Beal 17' pullup Jump Shot (10 PTS),[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,,,,,,,,,Made,10.0,17.11,,,,,,,,,
224,PT06M05.00S,2024-04-11T03:18:51.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203486,81.52102496714849,59.31372549019608,1610612746,36,47,2024-04-11T03:18:57Z,2220000,False,47.0,121.0,1,right,MISS M. Plumlee 12' turnaround Hook,[203486],1610612746.0,LAC,turnaround,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,12.98,,,,,,,,,
225,PT06M02.00S,2024-04-11T03:18:54.7Z,2,REGULAR,rebound,defensive,[],201142,,,1610612756,36,47,2024-04-11T03:18:57Z,2230000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,224.0,2.0,2.0,0.0,,
226,PT05M55.00S,2024-04-11T03:19:02.3Z,2,REGULAR,2pt,Jump Shot,[],201142,17.263469119579497,22.303921568627445,1610612756,36,49,2024-04-11T03:19:07Z,2240000,False,138.0,110.0,1,left,K. Durant 17' pullup Jump Shot (6 PTS) (J. Nurkic 1 AST),"[201142, 203994]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,,,,,,Made,6.0,17.67,J. Nurkic,203994.0,1.0,,,,,,
228,PT05M36.00S,2024-04-11T03:19:20.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,92.69053876478318,50.245098039215684,1610612746,36,49,2024-04-11T03:19:25Z,2260000,False,1.0,16.0,1,right,MISS M. Plumlee Layup - blocked,"[203486, 201142]",1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,1.62,,,,,,,,Durant,201142.0
229,PT05M36.00S,2024-04-11T03:19:20.3Z,2,REGULAR,block,,[],201142,,,1610612746,36,49,2024-04-11T03:19:23Z,2270000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
230,PT05M33.00S,2024-04-11T03:19:23.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612756,36,49,2024-04-11T03:19:25Z,2280000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:7),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,228.0,9.0,7.0,2.0,,
231,PT05M26.00S,2024-04-11T03:19:31.0Z,2,REGULAR,3pt,Jump Shot,[],203078,32.37516425755584,42.15686274509803,1610612756,36,49,2024-04-11T03:19:36Z,2290000,False,39.0,252.0,1,left,MISS B. Beal 25' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,25.48,,,,,,,,,
232,PT05M20.00S,2024-04-11T03:19:36.3Z,2,REGULAR,rebound,offensive,[],203994,,,1610612756,36,49,2024-04-11T03:19:36Z,2300000,False,,,0,,J. Nurkic REBOUND (Off:3 Def:7),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,231.0,10.0,7.0,3.0,,
233,PT05M20.00S,2024-04-11T03:19:37.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203078,35.66031537450722,53.18627450980392,1610612756,36,49,2024-04-11T03:19:41Z,2310000,False,-16.0,283.0,1,left,MISS B. Beal 28' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,28.31,,,,,,,,,
234,PT05M16.00S,2024-04-11T03:19:41.0Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,36,49,2024-04-11T03:19:41Z,2320000,False,,,0,,A. Coffey REBOUND (Off:0 Def:3),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,233.0,3.0,3.0,0.0,,
236,PT05M09.00S,2024-04-11T03:19:47.5Z,2,REGULAR,3pt,Jump Shot,[],1629599,66.80354796320631,59.068627450980394,1610612746,36,49,2024-04-11T03:19:55Z,2340000,False,45.0,260.0,1,right,MISS A. Coffey 26' step back 3PT,[1629599],1610612746.0,LAC,step back,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,26.34,,,,,,,,,
237,PT05M05.00S,2024-04-11T03:19:51.5Z,2,REGULAR,rebound,defensive,[],203078,,,1610612756,36,49,2024-04-11T03:19:52Z,2350000,False,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,236.0,2.0,2.0,0.0,,
238,PT04M59.00S,2024-04-11T03:19:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.327858081471746,50.245098039215684,1610612756,36,51,2024-04-11T03:20:03Z,2360000,False,-1.0,26.0,1,left,B. Beal cutting Layup (12 PTS) (J. Nurkic 2 AST),"[203078, 203994]",1610612756.0,PHX,cutting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,12.0,2.58,J. Nurkic,203994.0,2.0,,,,,,
240,PT04M59.00S,2024-04-11T03:20:02.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,36,51,2024-04-11T03:20:02Z,2380000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M59.00S,2024-04-11T03:22:27.2Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,36,51,2024-04-11T03:22:58Z,2390000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M59.00S,2024-04-11T03:22:27.2Z,2,REGULAR,substitution,out,[],1626220,,,1610612746,36,51,2024-04-11T03:22:58Z,2400000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M59.00S,2024-04-11T03:22:27.2Z,2,REGULAR,substitution,in,[],1629875,,,1610612746,36,51,2024-04-11T03:22:58Z,2410000,False,,,0,,SUB in: X. Moon,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M59.00S,2024-04-11T03:22:27.2Z,2,REGULAR,substitution,in,[],201569,,,1610612746,36,51,2024-04-11T03:22:58Z,2420000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M39.00S,2024-04-11T03:23:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,91.77069645203679,50.98039215686275,1610612746,38,51,2024-04-11T03:23:16Z,2430000,False,5.0,25.0,1,right,M. Plumlee cutting finger roll Layup (2 PTS) (X. Moon 2 AST),"[203486, 1629875]",1610612746.0,LAC,cutting finger roll,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,2.54,X. Moon,1629875.0,2.0,,,,,,
247,PT04M13.00S,2024-04-11T03:23:37.0Z,2,REGULAR,3pt,Jump Shot,[],201142,33.163600525624176,68.38235294117646,1610612756,38,51,2024-04-11T03:23:41Z,2450000,False,-92.0,259.0,1,left,MISS K. Durant 27' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,27.5,,,,,,,,,
248,PT04M10.00S,2024-04-11T03:23:40.0Z,2,REGULAR,rebound,defensive,[],203486,,,1610612746,38,51,2024-04-11T03:23:41Z,2460000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,247.0,1.0,1.0,0.0,,
249,PT04M05.00S,2024-04-11T03:23:45.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630527,93.47897503285151,47.549019607843135,1610612746,38,51,2024-04-11T04:13:03Z,2470000,False,-12.0,9.0,1,right,MISS B. Boston Jr. running reverse Layup,[1630527],1610612746.0,LAC,running reverse,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,1.51,,,,,,,,,
250,PT04M02.00S,2024-04-11T03:23:48.3Z,2,REGULAR,rebound,offensive,[],1629875,,,1610612746,38,51,2024-04-11T03:23:53Z,2480000,False,,,0,,X. Moon REBOUND (Off:1 Def:1),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,249.0,2.0,1.0,1.0,,
251,PT04M02.00S,2024-04-11T03:23:53.3Z,2,REGULAR,violation,kicked ball,[],203994,,,1610612746,38,51,2024-04-11T03:24:01Z,2490000,False,,,0,,J. Nurkic kicked ball VIOLATION,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,2714.0,,,,,,,,,,,,,,,,,,,
