actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-17T03:11:29.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-17T03:11:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-17T03:11:32.9Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2024-01-17T03:11:32Z,40000,False,,,0,,Jump Ball C. Holmgren vs. M. Plumlee: Tip to J. Giddey,"[1630581, 1631096, 203486]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Holmgren,1631096.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-01-17T03:11:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,10.036136662286467,47.79411764705882,1610612760,0,0,2024-01-17T03:11:49Z,70000,False,11.0,42.0,1,left,MISS J. Giddey driving Layup - blocked,"[1630581, 203486]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,4.32,Missed,Plumlee,203486.0,,,,,,,,,,,,,,,,
8,PT11M46.00S,2024-01-17T03:11:42.9Z,1,REGULAR,block,,[],203486,,,1610612760,0,0,2024-01-17T03:11:46Z,80000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2024-01-17T03:11:46.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,0,0,2024-01-17T03:11:49Z,90000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M38.00S,2024-01-17T03:11:50.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,93.47897503285151,50.245098039215684,1610612746,2,0,2024-01-17T03:12:26Z,100000,False,1.0,9.0,1,right,T. Mann running Layup (2 PTS) (K. Leonard 1 AST),"[1629611, 202695]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,2.0,K. Leonard,202695.0,1.0,,,,,,,,
12,PT11M16.00S,2024-01-17T03:12:12.9Z,1,REGULAR,2pt,Jump Shot,[],1631096,18.971747700394218,72.79411764705883,1610612760,2,0,2024-01-17T03:12:17Z,120000,False,-114.0,126.0,1,left,MISS C. Holmgren 16' turnaround Shot,[1631096],1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,16.98,Missed,,,,,,,,,,,,,,,,,,
13,PT11M14.00S,2024-01-17T03:12:14.9Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,2,0,2024-01-17T03:12:17Z,130000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M09.00S,2024-01-17T03:12:20.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201935,72.32260183968462,80.63725490196079,1610612746,5,0,2024-01-17T03:12:33Z,140000,False,153.0,208.0,1,right,J. Harden 25' 3PT running pullup (3 PTS) (P. George 1 AST),"[201935, 202331]",1610612746.0,LAC,running pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.81,Made,,,,,,,3.0,P. George,202331.0,1.0,,,,,,,,
16,PT10M52.00S,2024-01-17T03:12:39.1Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612760,5,0,2024-01-17T03:12:46Z,160000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629611, 1628983]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627534.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,
