actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
255,PT03M41.00S,2023-03-11T02:00:32.0Z,2,REGULAR,foul,personal,['2freethrow'],203469,,,1610612739,44,47,2023-03-11T02:00:38Z,2540000,False,,,0,,C. Zeller shooting personal FOUL (2 PF) (Allen 2 FT),"[203469, 1628386]",1610612748.0,MIA,shooting,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,2.0,0.0,Allen,1628386.0,,,,,
257,PT03M41.00S,2023-03-11T02:00:52.6Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,44,48,2023-03-11T02:00:52Z,2560000,False,,,0,,J. Allen Free Throw 1 of 2 (1 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
258,PT03M41.00S,2023-03-11T02:01:08.8Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,44,49,2023-03-11T02:01:08Z,2570000,False,,,0,,J. Allen Free Throw 2 of 2 (2 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
306,PT03M33.00S,2023-03-11T02:01:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,6.044678055190539,57.13082107843137,1610612748,44,49,2023-03-11T02:09:28Z,2575000,False,-36.0,4.0,1,left,MISS G. Vincent driving reverse Layup - blocked,"[1629216, 1628386]",1610612748.0,MIA,driving reverse,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,3.6,Missed,,,,,,,,,,,,,,Allen,1628386.0
307,PT03M33.00S,2023-03-11T02:01:10.0Z,2,REGULAR,block,,[],1628386,,,1610612748,44,49,2023-03-11T02:08:04Z,2577500,False,,,0,,J. Allen BLOCK (2 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
308,PT03M32.00S,2023-03-11T02:01:11.0Z,2,REGULAR,rebound,offensive,[],1629216,,,1610612748,44,49,2023-03-11T02:09:28Z,2578750,False,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,306.0,,,,,1.0,0.0,1.0,,
259,PT03M22.00S,2023-03-11T02:01:27.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,6.783837056504599,56.61764705882353,1610612748,44,49,2023-03-11T02:08:04Z,2580000,False,-33.0,11.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,3.5,Missed,,,,,,,,,,,,,,,
260,PT03M21.00S,2023-03-11T02:01:28.5Z,2,REGULAR,rebound,offensive,[],203469,,,1610612748,44,49,2023-03-11T02:10:58Z,2590000,False,,,0,,C. Zeller REBOUND (Off:2 Def:1),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,259.0,,,,,3.0,1.0,2.0,,
317,PT03M21.00S,2023-03-11T02:01:29.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203469,6.389618922470433,51.470588235294116,1610612748,44,49,2023-03-11T02:11:21Z,2595000,False,-7.0,8.0,1,left,MISS C. Zeller tip Layup,[203469],1610612748.0,MIA,tip,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,1.06,Missed,,,,,,,,,,,,,,,
318,PT03M20.00S,2023-03-11T02:01:30.2Z,2,REGULAR,rebound,offensive,[],203469,,,1610612748,44,49,2023-03-11T02:11:21Z,2597500,False,,,0,,C. Zeller REBOUND (Off:3 Def:1),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,317.0,,,,,4.0,1.0,3.0,,
261,PT03M20.00S,2023-03-11T02:01:30.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203469,5.590000152587891,50.0,1610612748,44,49,2023-03-11T02:11:21Z,2600000,False,0.0,0.0,1,left,MISS C. Zeller tip Layup,[203469],1610612748.0,MIA,tip,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
262,PT03M20.00S,2023-03-11T02:01:30.9Z,2,REGULAR,rebound,offensive,[],201567,,,1610612748,44,49,2023-03-11T02:02:24Z,2610000,False,,,0,,K. Love REBOUND (Off:3 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,,261.0,,,,,5.0,2.0,3.0,,
263,PT03M20.00S,2023-03-11T02:01:35.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630596,,,1610612748,44,49,2023-03-11T02:01:43Z,2620000,False,,,0,,E. Mobley shooting personal FOUL (3 PF) (Love 2 FT),"[1630596, 201567]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,3.0,0.0,Love,201567.0,,,,,
265,PT03M20.00S,2023-03-11T02:02:04.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201567,,,1610612748,45,49,2023-03-11T02:02:04Z,2640000,False,,,0,,K. Love Free Throw 1 of 2 (1 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
266,PT03M20.00S,2023-03-11T02:02:05.4Z,2,REGULAR,substitution,out,[],203469,,,1610612748,45,49,2023-03-11T02:02:13Z,2650000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M20.00S,2023-03-11T02:02:05.4Z,2,REGULAR,substitution,out,[],1630596,,,1610612748,45,49,2023-03-11T02:02:13Z,2660000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M20.00S,2023-03-11T02:02:05.4Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,45,49,2023-03-11T02:02:13Z,2670000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M20.00S,2023-03-11T02:02:05.4Z,2,REGULAR,substitution,in,[],1630171,,,1610612748,45,49,2023-03-11T02:02:13Z,2680000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M20.00S,2023-03-11T02:02:25.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201567,,,1610612748,46,49,2023-03-11T02:02:25Z,2690000,False,,,0,,K. Love Free Throw 2 of 2 (2 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
271,PT03M01.00S,2023-03-11T02:02:45.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,88.64980289093299,51.9607843137255,1610612739,46,49,2023-03-11T02:02:52Z,2700000,False,10.0,54.0,1,right,MISS C. Osman driving floating Shot,[1626224],1610612739.0,CLE,driving floating,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,,,,5.51,Missed,,,,,,,,,,,,,,,
272,PT02M59.00S,2023-03-11T02:02:47.5Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,46,49,2023-03-11T02:02:52Z,2710000,False,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,271.0,,,,,5.0,5.0,0.0,,
273,PT02M58.00S,2023-03-11T02:02:53.2Z,2,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,46,49,2023-03-11T02:03:04Z,2720000,False,,,0,,T. Herro bad pass out-of-bounds TURNOVER (2 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,202026.0,,,,,,,,,,,,,
274,PT02M46.00S,2023-03-11T02:03:09.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,94.30026281208936,97.05882352941177,1610612739,46,49,2023-03-11T02:03:14Z,2730000,False,235.0,1.0,1,right,MISS C. Osman 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Right Corner 3,24+ Right,,,,23.53,Missed,,,,,,,,,,,,,,,
275,PT02M43.00S,2023-03-11T02:03:12.8Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,46,49,2023-03-11T02:03:14Z,2740000,False,,,0,,T. Herro REBOUND (Off:0 Def:6),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,,,,,,,,274.0,,,,,6.0,6.0,0.0,,
276,PT02M36.00S,2023-03-11T02:03:19.7Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,46,49,2023-03-11T02:03:25Z,2750000,False,,,0,,T. Herro bad pass TURNOVER (3 TO),"[1629639, 1630171]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,3.0,Okoro,1630171.0,,,,,,,,,,,,,,,,,
277,PT02M36.00S,2023-03-11T02:03:19.7Z,2,REGULAR,steal,,[],1630171,,,1610612739,46,49,2023-03-11T02:03:21Z,2760000,False,,,0,,I. Okoro STEAL (2 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
278,PT02M29.00S,2023-03-11T02:03:25.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628386,93.64323258869908,46.32352941176471,1610612739,46,51,2023-03-11T02:03:30Z,2770000,False,-18.0,7.0,1,right,J. Allen DUNK (4 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,1.98,Made,4.0,,,,,,,,,,,,,,
279,PT02M12.00S,2023-03-11T02:03:42.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,15.588042049934298,40.19607843137255,1610612748,48,51,2023-03-11T02:03:49Z,2780000,False,49.0,94.0,1,left,K. Love 10' fadeaway bank Jump Shot (4 PTS),[201567],1610612748.0,MIA,fadeaway bank,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,10.6,Made,4.0,,,,,,,,,,,,,,
280,PT01M54.00S,2023-03-11T02:04:00.8Z,2,REGULAR,3pt,Jump Shot,[],1627747,75.3777923784494,12.009803921568627,1610612739,48,51,2023-03-11T02:04:07Z,2790000,False,-190.0,179.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,26.1,Missed,,,,,,,,,,,,,,,
281,PT01M51.00S,2023-03-11T02:04:03.3Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,48,51,2023-03-11T02:04:03Z,2800000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,280.0,,,,,3.0,3.0,0.0,,
282,PT01M44.00S,2023-03-11T02:04:10.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201567,7.178055190538765,57.35294117647059,1610612748,48,51,2023-03-11T02:04:16Z,2810000,False,-37.0,15.0,1,left,MISS K. Love Hook,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,3.97,Missed,,,,,,,,,,,,,,,
283,PT01M43.00S,2023-03-11T02:04:12.3Z,2,REGULAR,rebound,offensive,[],201567,,,1610612748,48,51,2023-03-11T02:04:12Z,2820000,False,,,0,,K. Love REBOUND (Off:4 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,,282.0,,,,,6.0,2.0,4.0,,
284,PT01M42.00S,2023-03-11T02:04:14.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,6.521024967148489,2.450980392156863,1610612748,48,51,2023-03-11T02:13:45Z,2830000,False,238.0,9.0,1,left,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,23.79,Missed,,,,,,,,,,,,,,,
285,PT01M40.00S,2023-03-11T02:04:16.7Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,48,51,2023-03-11T02:13:45Z,2840000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Right Corner 3,24+ Right,,,,,,,,,,,284.0,,,,,1.0,1.0,0.0,,
286,PT01M37.00S,2023-03-11T02:04:25.4Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612739,48,51,2023-03-11T02:04:33Z,2850000,False,,,0,,G. Vincent shooting personal FOUL (2 PF) (Osman 2 FT),"[1629216, 1626224]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,2.0,0.0,Osman,1626224.0,,,,,
288,PT01M37.00S,2023-03-11T02:05:01.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1626224,,,1610612739,48,52,2023-03-11T02:05:01Z,2870000,False,,,0,,C. Osman Free Throw 1 of 2 (6 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
289,PT01M37.00S,2023-03-11T02:05:02.9Z,2,REGULAR,substitution,out,[],1629216,,,1610612739,48,52,2023-03-11T02:05:07Z,2880000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M37.00S,2023-03-11T02:05:02.9Z,2,REGULAR,substitution,in,[],203506,,,1610612739,48,52,2023-03-11T02:05:07Z,2890000,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M37.00S,2023-03-11T02:05:24.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1626224,,,1610612739,48,53,2023-03-11T02:05:24Z,2900000,False,,,0,,C. Osman Free Throw 2 of 2 (7 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
292,PT01M20.00S,2023-03-11T02:05:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.521024967148489,59.068627450980394,1610612748,48,53,2023-03-11T02:06:02Z,2910000,False,-45.0,9.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,4.61,Missed,,,,,,,,,,,,,,,
294,PT01M18.00S,2023-03-11T02:05:46.4Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,48,53,2023-03-11T02:06:02Z,2930000,False,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,292.0,,,,,4.0,3.0,1.0,,
295,PT01M18.00S,2023-03-11T02:05:55.0Z,2,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,48,53,2023-03-11T02:06:11Z,2940000,False,,,0,,J. Allen bad pass out-of-bounds TURNOVER (1 TO),[1628386],1610612739.0,CLE,bad pass,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,,,,,,,
296,PT01M14.00S,2023-03-11T02:06:11.2Z,2,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,48,53,2023-03-11T02:06:38Z,2950000,False,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (2 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,2.0,,,,,,201245.0,,,,,,,,,,,,,
297,PT01M01.00S,2023-03-11T02:06:29.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,92.46057818659659,49.01960784313725,1610612739,48,55,2023-03-11T02:07:05Z,2960000,False,-5.0,18.0,1,right,D. Mitchell driving Layup (21 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,1.9,Made,21.0,,,,,,,,,,,,,,
298,PT00M45.50S,2023-03-11T02:06:47.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.389618922470433,50.73529411764706,1610612748,50,55,2023-03-11T02:06:55Z,2970000,False,-4.0,8.0,1,left,B. Adebayo cutting DUNK (11 PTS) (V. Oladipo 1 AST),"[1628389, 203506]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,0.85,Made,11.0,,V. Oladipo,203506.0,1.0,,,,,,,,,,
300,PT00M35.10S,2023-03-11T02:07:11.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203506,,,1610612739,50,55,2023-03-11T02:07:20Z,2990000,False,,,0,,V. Oladipo personal FOUL (1 PF) (Mitchell 2 FT),"[203506, 1628378]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Right Center,,,,,,,201639.0,,,,,1.0,0.0,Mitchell,1628378.0,,,,,
302,PT00M35.10S,2023-03-11T02:07:42.0Z,2,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,50,56,2023-03-11T02:08:26Z,3010000,False,,,0,,D. Mitchell Free Throw 1 of 2 (22 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
303,PT00M35.10S,2023-03-11T02:07:42.8Z,2,REGULAR,substitution,out,[],1626224,,,1610612739,50,56,2023-03-11T02:07:45Z,3020000,False,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M35.10S,2023-03-11T02:07:42.8Z,2,REGULAR,substitution,in,[],1630205,,,1610612739,50,56,2023-03-11T02:07:45Z,3030000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M35.10S,2023-03-11T02:07:42.0Z,2,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,50,56,2023-03-11T02:08:26Z,3040000,False,,,0,,MISS D. Mitchell Free Throw 2 of 2,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
312,PT00M35.10S,2023-03-11T02:07:42.0Z,2,REGULAR,rebound,defensive,[],201567,,,1610612748,50,56,2023-03-11T02:08:26Z,3050000,False,,,0,,K. Love REBOUND (Off:4 Def:3),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,305.0,,,,,7.0,3.0,4.0,,
310,PT00M23.30S,2023-03-11T02:08:15.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,10.200394218134035,50.0,1610612748,50,56,2023-03-11T02:12:41Z,3060000,False,0.0,43.0,1,left,MISS B. Adebayo turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,4.34,Missed,,,,,,,,,,,,,,,
311,PT00M20.40S,2023-03-11T02:08:18.2Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,50,56,2023-03-11T02:12:41Z,3070000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,310.0,,,,,3.0,3.0,0.0,,
313,PT00M02.80S,2023-03-11T02:08:37.2Z,2,REGULAR,3pt,Jump Shot,[],1628378,71.69842312746385,18.137254901960784,1610612739,50,59,2023-03-11T02:08:44Z,3080000,False,-159.0,214.0,1,right,D. Mitchell 26' 3PT step back (25 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,26.64,Made,25.0,,,,,,,,,,,,,,
316,PT00M00.00S,2023-03-11T02:08:57.4Z,2,REGULAR,period,end,[],0,,,1610612748,50,59,2023-03-11T02:08:57Z,3110000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-03-11T02:09:38.8Z,3,REGULAR,substitution,out,['startperiod'],203506,,,1610612748,50,59,2023-03-11T02:23:50Z,3120000,False,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-03-11T02:09:38.8Z,3,REGULAR,substitution,out,['startperiod'],1630205,,,1610612748,50,59,2023-03-11T02:23:50Z,3130000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-03-11T02:09:38.8Z,3,REGULAR,substitution,in,['startperiod'],1629216,,,1610612748,50,59,2023-03-11T02:23:50Z,3140000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2023-03-11T02:09:38.8Z,3,REGULAR,substitution,in,['startperiod'],1630596,,,1610612748,50,59,2023-03-11T02:23:50Z,3150000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2023-03-11T02:24:15.3Z,3,REGULAR,period,start,[],0,,,1610612748,50,59,2023-03-11T02:24:15Z,3160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M45.00S,2023-03-11T02:24:29.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,82.47371879106439,62.5,1610612748,50,59,2023-03-11T02:24:33Z,3170000,False,62.0,112.0,1,right,MISS J. Butler 12' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,12.84,Missed,,,,,,,,,,,,,,,
325,PT11M43.00S,2023-03-11T02:24:31.4Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,50,59,2023-03-11T02:24:31Z,3180000,False,,,0,,J. Allen REBOUND (Off:1 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,324.0,,,,,5.0,4.0,1.0,,
326,PT11M29.00S,2023-03-11T02:24:45.3Z,3,REGULAR,3pt,Jump Shot,[],1627747,14.536793692509855,95.34313725490196,1610612739,50,59,2023-03-11T02:24:49Z,3190000,False,-227.0,84.0,1,left,MISS C. LeVert 24' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,,,,24.18,Missed,,,,,,,,,,,,,,,
327,PT11M26.00S,2023-03-11T02:24:47.4Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,50,59,2023-03-11T02:24:47Z,3200000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,,,,,,,326.0,,,,,4.0,4.0,0.0,,
328,PT11M19.00S,2023-03-11T02:24:55.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,90.62089356110381,40.931372549019606,1610612748,52,59,2023-03-11T02:27:19Z,3210000,False,-45.0,36.0,1,right,J. Butler turnaround Jump Shot (12 PTS),[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,5.77,Made,12.0,,,,,,,,,,,,,,
329,PT11M06.00S,2023-03-11T02:25:07.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.046649145860711,46.32352941176471,1610612739,52,61,2023-03-11T02:25:15Z,3220000,False,18.0,14.0,1,left,D. Mitchell driving Layup (27 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,2.29,Made,27.0,,,,,,,,,,,,,,
330,PT10M54.00S,2023-03-11T02:25:20.4Z,3,REGULAR,3pt,Jump Shot,[],201567,89.04402102496715,96.56862745098039,1610612748,52,61,2023-03-11T02:25:33Z,3230000,False,233.0,50.0,1,right,MISS K. Love 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,,,,23.82,Missed,,,,,,,,,,,,,,,
331,PT10M51.00S,2023-03-11T02:25:23.4Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,52,61,2023-03-11T02:25:33Z,3240000,False,,,0,,J. Allen REBOUND (Off:1 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,,,,,,,,330.0,,,,,6.0,5.0,1.0,,
332,PT10M42.00S,2023-03-11T02:25:32.9Z,3,REGULAR,3pt,Jump Shot,[],1630596,22.158344283837057,12.990196078431374,1610612739,52,61,2023-03-11T02:25:41Z,3250000,False,185.0,156.0,1,left,MISS E. Mobley 24' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,24.19,Missed,,,,,,,,,,,,,,,
333,PT10M39.00S,2023-03-11T02:25:35.9Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,52,61,2023-03-11T02:25:41Z,3260000,False,,,0,,T. Herro REBOUND (Off:0 Def:7),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,332.0,,,,,7.0,7.0,0.0,,
334,PT10M29.00S,2023-03-11T02:25:44.9Z,3,REGULAR,3pt,Jump Shot,[],201567,92.85479632063075,2.696078431372549,1610612748,55,61,2023-03-11T02:25:51Z,3270000,False,-237.0,15.0,1,right,K. Love 3PT  (7 PTS) (G. Vincent 2 AST),"[201567, 1629216]",1610612748.0,MIA,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,,,,23.7,Made,7.0,,G. Vincent,1629216.0,2.0,,,,,,,,,,
