actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-11-26T01:12:20.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-26T01:12:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-26T01:12:22.9Z,1,REGULAR,jumpball,recovered,[],1630557,,,1610612764,0,0,2022-11-26T01:12:22Z,40000,False,,,0,,Jump Ball K. Porzingis vs. B. Adebayo: Tip to C. Kispert,"[1630557, 204001, 1628389]",1610612764.0,WAS,startperiod,C. Kispert,1630557.0,Kispert,C. Kispert,Porzingis,204001.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-11-26T01:12:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,8.492115637319317,55.63725490196079,1610612764,0,2,2022-11-26T01:12:48Z,70000,False,-28.0,27.0,1,left,K. Kuzma driving floating Jump Shot (2 PTS),[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.92,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M22.00S,2022-11-26T01:12:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,94.03745072273325,53.92156862745098,1610612748,2,2,2022-11-26T01:13:05Z,80000,False,20.0,4.0,1,right,B. Adebayo alley-oop Layup (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.99,Made,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,,,
10,PT11M04.00S,2022-11-26T01:13:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.178055190538765,48.03921568627451,1610612764,2,2,2022-11-26T01:13:23Z,100000,False,10.0,15.0,1,left,MISS D. Avdija driving Layup - blocked,"[1630166, 1631107]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,Jovic,1631107.0,,,,,,,,,,,,
11,PT11M04.00S,2022-11-26T01:13:15.4Z,1,REGULAR,block,,[],1631107,,,1610612764,2,2,2022-11-26T01:13:18Z,110000,False,,,0,,N. Jovic BLOCK (1 BLK),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2022-11-26T01:13:19.4Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,2,2,2022-11-26T01:13:23Z,120000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,
13,PT11M00.00S,2022-11-26T01:13:19.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630557,6.1268068331143235,47.549019607843135,1610612764,2,4,2022-11-26T01:13:30Z,130000,False,12.0,5.0,1,left,C. Kispert Layup (2 PTS) (K. Kuzma 1 AST),"[1630557, 1628398]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.33,Made,2.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,
15,PT10M48.00S,2022-11-26T01:13:30.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,82.60512483574244,47.549019607843135,1610612748,4,4,2022-11-26T01:14:32Z,150000,False,-12.0,111.0,1,right,B. Adebayo 11' Jump Shot (4 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.17,Made,4.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,,,
17,PT10M24.00S,2022-11-26T01:13:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,5.601182654402102,46.07843137254902,1610612764,4,6,2022-11-26T01:14:09Z,170000,False,20.0,0.0,1,left,D. Avdija reverse Layup (2 PTS) (K. Kuzma 2 AST),"[1630166, 1628398]",1610612764.0,WAS,reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.96,Made,2.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,,,,
