actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-13T01:12:01.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-13T01:12:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-13T01:12:04.5Z,1,REGULAR,jumpball,recovered,[],1630163,,,1610612766,0,0,2022-11-13T01:12:04Z,40000,False,,,0,,Jump Ball M. Plumlee vs. B. Adebayo: Tip to L. Ball,"[1630163, 203486, 1628389]",1610612766.0,CHA,startperiod,L. Ball,1630163.0,Ball,L. Ball,Plumlee,203486.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-11-13T01:12:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.783837056504599,50.73529411764706,1610612766,0,0,2022-11-13T01:12:20Z,70000,False,-4.0,11.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,1.19,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2022-11-13T01:12:17.0Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,0,0,2022-11-13T01:12:20Z,80000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2022-11-13T01:12:30.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.77463863337714,47.30392156862745,1610612748,2,0,2022-11-13T01:12:45Z,90000,False,-13.0,6.0,1,right,B. Adebayo DUNK (2 PTS) (J. Butler 1 AST),"[1628389, 202710]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.48,Made,,,,,2.0,J. Butler,202710.0,1.0,,,,,,,,,,
11,PT11M16.00S,2022-11-13T01:12:44.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,7.178055190538765,0.9803921568627451,1610612766,2,0,2022-11-13T01:12:52Z,110000,False,245.0,15.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,24.56,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2022-11-13T01:12:51.8Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612766,2,0,2022-11-13T01:12:52Z,120000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M08.00S,2022-11-13T01:12:52.8Z,1,REGULAR,turnover,lost ball,[],1626162,,,1610612766,2,0,2022-11-13T01:12:59Z,130000,False,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 1629622]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Strus,1629622.0,,,,,,,
14,PT11M08.00S,2022-11-13T01:12:52.8Z,1,REGULAR,steal,,[],1629622,,,1610612748,2,0,2022-11-13T01:12:54Z,140000,False,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
15,PT10M57.00S,2022-11-13T01:13:03.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,89.04402102496715,50.98039215686274,1610612748,4,0,2022-11-13T01:13:11Z,150000,False,5.0,50.0,1,right,B. Adebayo floating Jump Shot (4 PTS) (C. Martin 1 AST),"[1628389, 1628997]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,,,,,4.0,C. Martin,1628997.0,1.0,,,,,,,,,,
17,PT10M47.00S,2022-11-13T01:13:13.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,29.77989487516426,21.568627450980394,1610612766,4,0,2022-11-13T01:13:18Z,170000,False,142.0,227.0,1,left,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,26.82,Missed,,,,,,,,,,,,,,,,,,
18,PT10M44.00S,2022-11-13T01:13:16.8Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,4,0,2022-11-13T01:13:18Z,180000,False,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,
