actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
42,PT08M38.00S,2023-03-02T00:46:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,5.590000152587891,50.0,1610612748,12,7,2023-03-02T00:46:55Z,420000,False,0.0,0.0,1,left,B. Adebayo tip Layup (6 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,6.0,,,,,,,,,,,,
43,PT08M29.00S,2023-03-02T00:47:05.4Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612755,12,7,2023-03-02T00:47:09Z,430000,False,,,0,,J. Harden lost ball TURNOVER (2 TO),"[201935, 1629216]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,Vincent,1629216.0,,,,,,
44,PT08M29.00S,2023-03-02T00:47:05.4Z,1,REGULAR,steal,,[],1629216,,,1610612748,12,7,2023-03-02T00:47:07Z,440000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M23.00S,2023-03-02T00:47:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,7.046649145860711,50.73529411764706,1610612748,14,7,2023-03-02T00:47:22Z,450000,False,-4.0,14.0,1,left,T. Herro cutting Layup (5 PTS) (J. Butler 2 AST),"[1629639, 202710]",1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,1.42,Made,5.0,J. Butler,202710.0,2.0,,,,,,,,,
47,PT08M07.00S,2023-03-02T00:47:26.9Z,1,REGULAR,3pt,Jump Shot,[],1630178,96.00854139290408,96.07843137254902,1610612755,14,10,2023-03-02T00:47:32Z,470000,False,230.0,-15.0,1,right,T. Maxey 3PT  (3 PTS) (P. Tucker 1 AST),"[1630178, 200782]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,,,,23.09,Made,3.0,P. Tucker,200782.0,1.0,,,,,,,,,
49,PT07M45.00S,2023-03-02T00:47:52.3Z,1,REGULAR,2pt,Jump Shot,[],202710,5.732588699080158,70.09803921568627,1610612748,16,10,2023-03-02T00:48:22Z,490000,False,-100.0,1.0,1,left,J. Butler 10' driving floating Jump Shot (4 PTS) (K. Love 1 AST),"[202710, 201567]",1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,,,,10.05,Made,4.0,K. Love,201567.0,1.0,,,,,,,,,
51,PT07M45.00S,2023-03-02T00:48:05.6Z,1,REGULAR,foul,personal,['1freethrow'],200782,,,1610612748,16,10,2023-03-02T00:48:21Z,510000,False,,,0,,P. Tucker shooting personal FOUL (1 PF) (Butler 1 FT),"[200782, 202710]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,1.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
53,PT07M45.00S,2023-03-02T00:48:24.0Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,17,10,2023-03-02T00:48:24Z,530000,False,,,0,,J. Butler Free Throw 1 of 1 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
54,PT07M22.00S,2023-03-02T00:48:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.59198423127464,60.049019607843135,1610612755,17,12,2023-03-02T00:48:52Z,540000,False,50.0,17.0,1,right,T. Maxey driving Layup (5 PTS) (T. Harris 1 AST),"[1630178, 202699]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.3,Made,5.0,T. Harris,202699.0,1.0,,,,,,,,,
56,PT07M05.00S,2023-03-02T00:49:04.0Z,1,REGULAR,2pt,Hook,[],201567,9.674770039421814,32.1078431372549,1610612748,19,12,2023-03-02T00:49:13Z,560000,False,89.0,38.0,1,left,K. Love 9' Hook (3 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,8-16 Right,,,,,,9.74,Made,3.0,,,,,,,,,,,,
57,PT06M49.00S,2023-03-02T00:49:20.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,94.95729303547962,96.56862745098039,1610612755,19,15,2023-03-02T00:49:25Z,570000,False,233.0,-5.0,1,right,T. Maxey 3PT  (8 PTS) (T. Harris 2 AST),"[1630178, 202699]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,,,,23.29,Made,8.0,T. Harris,202699.0,2.0,,,,,,,,,
59,PT06M26.00S,2023-03-02T00:49:43.5Z,1,REGULAR,2pt,Jump Shot,[],1629639,6.783837056504599,26.96078431372549,1610612748,19,15,2023-03-02T00:49:48Z,590000,False,115.0,11.0,1,left,MISS T. Herro 11' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,,,,11.58,Missed,,,,,,,,,,,,,
60,PT06M23.00S,2023-03-02T00:49:46.5Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,19,15,2023-03-02T00:49:48Z,600000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,59.0,1.0,1.0,0.0,,
61,PT06M18.00S,2023-03-02T00:49:51.3Z,1,REGULAR,3pt,Jump Shot,[],201935,69.59592641261499,22.794117647058822,1610612755,19,15,2023-03-02T00:50:08Z,610000,False,-136.0,233.0,1,right,MISS J. Harden 27' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,27.0,Missed,,,,,,,,,,,,,
62,PT06M14.00S,2023-03-02T00:49:55.3Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,19,15,2023-03-02T00:50:08Z,620000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,61.0,2.0,2.0,0.0,,
63,PT06M01.00S,2023-03-02T00:50:08.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.376478318002626,52.450980392156865,1610612748,19,15,2023-03-02T00:50:16Z,630000,False,-12.0,101.0,1,left,MISS B. Adebayo 10' turnaround Shot,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.21,Missed,,,,,,,,,,,,,
64,PT05M56.00S,2023-03-02T00:50:13.5Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,19,15,2023-03-02T00:50:16Z,640000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,
65,PT05M51.00S,2023-03-02T00:50:19.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202699,91.80354796320631,55.392156862745104,1610612755,19,17,2023-03-02T00:51:37Z,650000,False,27.0,25.0,1,right,T. Harris running Layup (4 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,3.65,Made,4.0,,,,,,,,,,,,
66,PT05M35.00S,2023-03-02T00:50:34.8Z,1,REGULAR,3pt,Jump Shot,[],1629216,3.892904073587385,96.32352941176471,1610612748,19,17,2023-03-02T00:50:39Z,660000,False,-232.0,-16.0,1,left,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,,,,,,23.21,Missed,,,,,,,,,,,,,
67,PT05M33.00S,2023-03-02T00:50:36.8Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,19,17,2023-03-02T00:50:39Z,670000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,66.0,2.0,2.0,0.0,,
68,PT05M22.00S,2023-03-02T00:50:47.3Z,1,REGULAR,3pt,Jump Shot,[],201935,75.3777923784494,86.02941176470588,1610612755,19,17,2023-03-02T00:51:06Z,680000,False,180.0,179.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,25.39,Missed,,,,,,,,,,,,,
69,PT05M22.00S,2023-03-02T00:50:47.3Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,19,17,2023-03-02T00:51:06Z,690000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,68.0,1.0,1.0,0.0,,
70,PT05M12.00S,2023-03-02T00:50:59.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,11.383048620236531,42.40196078431372,1610612748,21,17,2023-03-02T00:51:42Z,700000,False,38.0,55.0,1,left,J. Butler 6' driving bank Jump Shot (7 PTS),[202710],1610612748.0,MIA,driving bank,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.64,Made,7.0,,,,,,,,,,,,
71,PT05M12.00S,2023-03-02T00:51:04.9Z,1,REGULAR,foul,personal,['1freethrow'],1629001,,,1610612748,21,17,2023-03-02T00:51:16Z,710000,False,,,0,,D. Melton shooting personal FOUL (2 PF) (Butler 1 FT),"[1629001, 202710]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,2.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
73,PT05M12.00S,2023-03-02T00:51:19.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,21,17,2023-03-02T00:51:42Z,730000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M12.00S,2023-03-02T00:53:30.1Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,21,17,2023-03-02T00:54:04Z,740000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M12.00S,2023-03-02T00:53:30.1Z,1,REGULAR,substitution,out,[],1629001,,,1610612748,21,17,2023-03-02T00:54:04Z,750000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M12.00S,2023-03-02T00:53:30.1Z,1,REGULAR,substitution,in,[],1629622,,,1610612748,21,17,2023-03-02T00:54:04Z,760000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M12.00S,2023-03-02T00:53:30.1Z,1,REGULAR,substitution,in,[],1627863,,,1610612748,21,17,2023-03-02T00:54:04Z,770000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M12.00S,2023-03-02T00:54:27.0Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,22,17,2023-03-02T00:54:27Z,780000,False,,,0,,J. Butler Free Throw 1 of 1 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
79,PT04M51.00S,2023-03-02T00:54:49.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,67.09921156373193,32.1078431372549,1610612755,22,17,2023-03-02T00:54:55Z,790000,False,-89.0,257.0,1,right,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,27.19,Missed,,,,,,,,,,,,,
80,PT04M47.00S,2023-03-02T00:54:53.5Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,22,17,2023-03-02T00:54:55Z,800000,False,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,79.0,3.0,3.0,0.0,,
81,PT04M37.00S,2023-03-02T00:55:03.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,8.623521681997373,37.254901960784316,1610612748,22,17,2023-03-02T00:55:08Z,810000,False,64.0,29.0,1,left,MISS J. Butler 6' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.98,Missed,,,,,,,,,,,,,
82,PT04M33.00S,2023-03-02T00:55:07.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,22,17,2023-03-02T00:55:08Z,820000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,81.0,3.0,3.0,0.0,,
83,PT04M32.00S,2023-03-02T00:55:08.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,93.51182654402102,56.127450980392155,1610612755,22,19,2023-03-02T00:55:13Z,830000,False,31.0,8.0,1,right,T. Maxey running Layup (10 PTS) (J. Harden 1 AST),"[1630178, 201935]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,3.18,Made,10.0,J. Harden,201935.0,1.0,,,,,,,,,
86,PT04M16.00S,2023-03-02T00:55:26.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,22,19,2023-03-02T00:55:44Z,860000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M16.00S,2023-03-02T00:55:26.8Z,1,REGULAR,substitution,out,[],201935,,,1610612748,22,19,2023-03-02T00:55:44Z,870000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M16.00S,2023-03-02T00:55:26.8Z,1,REGULAR,substitution,out,[],200782,,,1610612748,22,19,2023-03-02T00:55:44Z,880000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
