actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-07T00:41:51.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-07T00:41:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-03-07T00:41:54.8Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612737,0,0,2023-03-07T00:41:54Z,40000,False,,,0,,Jump Ball C. Capela vs. B. Adebayo: Tip to T. Young,"[1629027, 203991, 1628389]",1610612737.0,ATL,startperiod,T. Young,1629027.0,Young,T. Young,Capela,203991.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-03-07T00:42:07.8Z,1,REGULAR,foul,personal,[],1629216,,,1610612737,0,0,2023-03-07T00:42:39Z,70000,False,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 1629027]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,1179.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
9,PT11M38.00S,2023-03-07T00:42:28.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,79.97700394218134,35.294117647058826,1610612737,0,2,2023-03-07T00:42:33Z,90000,False,-74.0,136.0,1,right,D. Murray 15' pullup Jump Shot (2 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,15.43,Made,2.0,,,,,,,,,,,,
10,PT11M19.00S,2023-03-07T00:42:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.507884362680684,43.627450980392155,1610612748,2,2,2023-03-07T00:42:52Z,100000,False,32.0,103.0,1,left,B. Adebayo 10' turnaround Jump Shot (2 PTS),[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.75,Made,2.0,,,,,,,,,,,,
11,PT11M11.00S,2023-03-07T00:42:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.24901445466492,53.18627450980392,1610612737,2,4,2023-03-07T00:43:01Z,110000,False,16.0,11.0,1,right,T. Young driving Layup (2 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,1.93,Made,2.0,,,,,,,,,,,,
12,PT10M58.00S,2023-03-07T00:43:09.2Z,1,REGULAR,3pt,Jump Shot,[],1629622,22.552562417871222,89.70588235294117,1610612748,5,4,2023-03-07T00:43:31Z,120000,False,-199.0,159.0,1,left,M. Strus 25' 3PT pullup (3 PTS) (G. Vincent 1 AST),"[1629622, 1629216]",1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,25.46,Made,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,
14,PT10M45.00S,2023-03-07T00:43:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,93.11760840998686,45.588235294117645,1610612737,5,6,2023-03-07T00:43:39Z,140000,False,-22.0,12.0,1,right,J. Collins driving finger roll Layup (2 PTS) (D. Murray 1 AST),"[1628381, 1627749]",1610612737.0,ATL,driving finger roll,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,2.52,Made,2.0,D. Murray,1627749.0,1.0,,,,,,,,,
16,PT10M21.00S,2023-03-07T00:43:45.5Z,1,REGULAR,2pt,Jump Shot,[],1629216,4.944152431011826,81.12745098039215,1610612748,7,6,2023-03-07T00:43:49Z,160000,False,-156.0,-6.0,1,left,G. Vincent 15' pullup Jump Shot (2 PTS) (J. Butler 1 AST),"[1629216, 202710]",1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,,,15.57,Made,2.0,J. Butler,202710.0,1.0,,,,,,,,,
18,PT10M05.00S,2023-03-07T00:44:01.8Z,1,REGULAR,3pt,Jump Shot,[],1628381,95.74572930354796,96.56862745098039,1610612737,7,6,2023-03-07T00:44:07Z,180000,False,233.0,-13.0,1,right,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,,,,,,23.31,Missed,,,,,,,,,,,,,
