shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
08:39,32,PT08M39.00S,2022-12-07T00:45:28.2Z,1,REGULAR,2pt,Jump Shot,[],1630191,92.77266754270697,10.807291666666668,1610612765,5,6,2022-12-07T00:45:45Z,320000,False,-196.0,15.0,1,right,I. Stewart 19' Jump Shot (2 PTS) (B. Bogdanovic 2 AST),"[1630191, 202711]",28,1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left,19.66,Made,,,,,2.0,B. Bogdanovic,202711.0,2.0,,,,,,,,,,
08:22,34,PT08M22.00S,2022-12-07T00:45:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,12.302890932982917,63.48039215686274,1610612748,7,6,2022-12-07T00:46:02Z,340000,False,-67.0,63.0,1,left,T. Herro 9' driving floating Jump Shot (2 PTS),[1629639],14,1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,9.23,Made,,,,,2.0,,,,,,,,,,,,,
08:11,35,PT08M11.00S,2022-12-07T00:45:56.3Z,1,REGULAR,3pt,Jump Shot,[],202711,68.80749014454665,67.40196078431373,1610612765,7,6,2022-12-07T00:54:52Z,350000,False,87.0,241.0,1,right,MISS B. Bogdanovic 25' pullup 3PT,[202711],44,1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
08:11,36,PT08M11.00S,2022-12-07T00:45:56.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,7,6,2022-12-07T00:46:08Z,360000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,35.0,3.0,3.0,0.0,,,,,,,,,,,,,,
08:02,37,PT08M02.00S,2022-12-07T00:46:05.4Z,1,REGULAR,3pt,Jump Shot,[],1629639,27.94021024967148,19.362745098039216,1610612748,10,6,2022-12-07T00:46:26Z,370000,False,153.0,210.0,1,left,T. Herro 26' 3PT step back (5 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",14,1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,26.0,Made,,,,,5.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,
07:43,39,PT07M43.00S,2022-12-07T00:46:30.1Z,1,REGULAR,foul,personal,[],1628997,,,1610612765,10,6,2022-12-07T00:46:50Z,390000,False,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 202711]",16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Bogdanovic,202711.0
07:30,41,PT07M30.00S,2022-12-07T00:46:55.4Z,1,REGULAR,3pt,Jump Shot,[],1630165,77.79237844940867,89.48376225490196,1610612765,10,6,2022-12-07T00:47:23Z,410000,False,197.0,156.0,1,right,MISS K. Hayes 25' 3PT,[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,25.18,Missed,,,,,,,,,,,,,,,,,,
07:24,42,PT07M24.00S,2022-12-07T00:47:01.4Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,10,6,2022-12-07T00:47:13Z,420000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],7,1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
07:12,44,PT07M12.00S,2022-12-07T00:47:29.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,5.469776609724048,49.01960784313725,1610612748,12,6,2022-12-07T00:47:35Z,440000,False,5.0,-1.0,1,left,B. Adebayo cutting DUNK (4 PTS) (K. Lowry 1 AST),"[1628389, 200768]",13,1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.5,Made,,,,,4.0,K. Lowry,200768.0,1.0,,,,,,,,,,
06:49,46,PT06M49.00S,2022-12-07T00:47:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,89.7503285151117,42.103247549019606,1610612765,12,6,2022-12-07T00:48:10Z,460000,False,-39.0,44.0,1,right,MISS B. Bogdanovic driving Layup,[202711],44,1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,5.9,Missed,,,,,,,,,,,,,,,,,,
06:48,47,PT06M48.00S,2022-12-07T00:47:54.4Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,12,6,2022-12-07T00:48:10Z,470000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
06:37,48,PT06M37.00S,2022-12-07T00:48:05.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,15.768725361366624,56.575520833333336,1610612748,14,6,2022-12-07T00:48:24Z,480000,False,-33.0,96.0,1,left,T. Herro 10' driving floating Jump Shot (7 PTS) (K. Lowry 2 AST),"[1629639, 200768]",14,1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,10.12,Made,,,,,7.0,K. Lowry,200768.0,2.0,,,,,,,,,,
06:33,49,PT06M33.00S,2022-12-07T00:48:14.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,14,6,2022-12-07T00:48:14Z,490000,False,,,0,,DET Timeout,[],,1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:11,50,PT06M11.00S,2022-12-07T00:51:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,93.11760840998686,51.9607843137255,1610612765,14,6,2022-12-07T00:51:41Z,500000,False,10.0,12.0,1,right,MISS J. Ivey cutting Layup,[1631093],23,1610612765.0,DET,cutting,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
06:10,51,PT06M10.00S,2022-12-07T00:51:35.0Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,14,6,2022-12-07T00:52:35Z,510000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],35,1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,50.0,1.0,0.0,1.0,,,,,,,,,,,,,,
06:10,61,PT06M10.00S,2022-12-07T00:51:38.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,91.01511169513797,50.73529411764706,1610612765,14,6,2022-12-07T00:53:03Z,515000,False,4.0,32.0,1,right,MISS M. Bagley III tip Layup,[1628963],35,1610612765.0,DET,tip,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,,,,,
06:09,62,PT06M09.00S,2022-12-07T00:51:39.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,14,6,2022-12-07T00:53:03Z,517500,False,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,61.0,4.0,4.0,0.0,,,,,,,,,,,,,,
06:03,52,PT06M03.00S,2022-12-07T00:51:42.3Z,1,REGULAR,3pt,Jump Shot,[],200768,30.042706964520367,76.7156862745098,1610612748,17,6,2022-12-07T00:51:47Z,520000,False,-134.0,230.0,1,left,K. Lowry 26' 3PT  (3 PTS) (M. Strus 1 AST),"[200768, 1629622]",7,1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,26.59,Made,,,,,3.0,M. Strus,1629622.0,1.0,,,,,,,,,,
05:44,54,PT05M44.00S,2022-12-07T00:52:00.8Z,1,REGULAR,3pt,Jump Shot,[],1631093,87.33574244415243,96.56862745098039,1610612765,17,6,2022-12-07T00:52:04Z,540000,False,233.0,67.0,1,right,MISS J. Ivey 24' 3PT,[1631093],23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,24.21,Missed,,,,,,,,,,,,,,,,,,
05:41,55,PT05M41.00S,2022-12-07T00:52:03.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,17,6,2022-12-07T00:52:04Z,550000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,54.0,5.0,5.0,0.0,,,,,,,,,,,,,,
05:38,56,PT05M38.00S,2022-12-07T00:52:14.8Z,1,REGULAR,foul,offensive,[],1628389,,,1610612748,17,6,2022-12-07T00:52:26Z,560000,False,,,0,,B. Adebayo off-the-ball offensive FOUL (2 PF),"[1628389, 1631093]",13,1610612748.0,MIA,off-the-ball,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,203054.0,2.0,0.0,Ivey,1631093.0
05:38,58,PT05M38.00S,2022-12-07T00:52:14.8Z,1,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,17,6,2022-12-07T00:52:14Z,580000,False,,,0,,B. Adebayo offensive foul TURNOVER (2 TO),[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,,,203054.0,,,,
05:38,59,PT05M38.00S,2022-12-07T00:52:23.9Z,1,REGULAR,substitution,out,[],1628389,,,1610612765,17,6,2022-12-07T00:52:27Z,590000,False,,,0,,SUB out: B. Adebayo,[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
05:38,60,PT05M38.00S,2022-12-07T00:52:23.9Z,1,REGULAR,substitution,in,[],1631107,,,1610612765,17,6,2022-12-07T00:52:27Z,600000,False,,,0,,SUB in: N. Jovic,[1631107],5,1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
05:18,63,PT05M18.00S,2022-12-07T00:53:02.4Z,1,REGULAR,turnover,lost ball,[],202711,,,1610612765,17,6,2022-12-07T00:53:08Z,610000,False,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[202711, 200768]",44,1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Lowry,200768.0,,,,,
05:18,64,PT05M18.00S,2022-12-07T00:53:02.4Z,1,REGULAR,steal,,[],200768,,,1610612748,17,6,2022-12-07T00:53:05Z,620000,False,,,0,,K. Lowry STEAL (2 STL),[200768],7,1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
05:05,65,PT05M05.00S,2022-12-07T00:53:15.3Z,1,REGULAR,turnover,bad pass,[],1631107,,,1610612748,17,6,2022-12-07T00:53:20Z,630000,False,,,0,,N. Jovic bad pass TURNOVER (1 TO),"[1631107, 202711]",5,1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,Bogdanovic,202711.0,,,,,
05:05,66,PT05M05.00S,2022-12-07T00:53:15.3Z,1,REGULAR,steal,,[],202711,,,1610612765,17,6,2022-12-07T00:53:17Z,640000,False,,,0,,B. Bogdanovic STEAL (1 STL),[202711],44,1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
04:59,67,PT04M59.00S,2022-12-07T00:53:21.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630165,88.12417871222075,2.696078431372549,1610612765,17,9,2022-12-07T00:53:40Z,650000,False,-237.0,59.0,1,right,K. Hayes 24' 3PT  (3 PTS) (J. Ivey 2 AST),"[1630165, 1631093]",7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Left Corner 3,24+ Left,24.38,Made,,,,,3.0,J. Ivey,1631093.0,2.0,,,,,,,,,,
04:38,71,PT04M38.00S,2022-12-07T00:53:47.8Z,1,REGULAR,substitution,out,[],1631093,,,1610612748,17,9,2022-12-07T00:53:59Z,690000,False,,,0,,SUB out: J. Ivey,[1631093],23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,72,PT04M38.00S,2022-12-07T00:53:47.8Z,1,REGULAR,substitution,out,[],1628963,,,1610612748,17,9,2022-12-07T00:53:59Z,700000,False,,,0,,SUB out: M. Bagley III,[1628963],35,1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,73,PT04M38.00S,2022-12-07T00:53:47.8Z,1,REGULAR,substitution,in,[],1629312,,,1610612748,17,9,2022-12-07T00:53:59Z,710000,False,,,0,,SUB in: H. Highsmith,[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,74,PT04M38.00S,2022-12-07T00:53:47.8Z,1,REGULAR,substitution,in,[],202692,,,1610612748,17,9,2022-12-07T00:53:59Z,720000,False,,,0,,SUB in: A. Burks,[202692],5,1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,75,PT04M38.00S,2022-12-07T00:53:47.8Z,1,REGULAR,substitution,in,[],1630180,,,1610612748,17,9,2022-12-07T00:53:59Z,730000,False,,,0,,SUB in: S. Bey,[1630180],41,1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,85,PT04M38.00S,2022-12-07T00:53:47.8Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,17,9,2022-12-07T00:55:29Z,735000,False,,,0,,SUB out: T. Herro,[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
04:34,76,PT04M34.00S,2022-12-07T00:54:14.8Z,1,REGULAR,3pt,Jump Shot,[],1631107,32.76527595269382,35.58517156862745,1610612748,17,9,2022-12-07T00:54:30Z,740000,False,72.0,255.0,1,left,MISS N. Jovic 26' 3PT,[1631107],5,1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,,
04:32,77,PT04M32.00S,2022-12-07T00:54:16.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,17,9,2022-12-07T00:54:30Z,750000,False,,,0,,TEAM defensive REBOUND,[],,1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Center,,,76.0,,,,,,,,,,,,,,,,,
04:18,79,PT04M18.00S,2022-12-07T00:54:39.0Z,1,REGULAR,3pt,Jump Shot,[],202692,69.59592641261499,21.07843137254902,1610612765,17,12,2022-12-07T00:54:43Z,770000,False,-145.0,233.0,1,right,A. Burks 27' 3PT  (3 PTS) (K. Hayes 1 AST),"[202692, 1630165]",5,1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,27.45,Made,,,,,3.0,K. Hayes,1630165.0,1.0,,,,,,,,,,
04:01,81,PT04M01.00S,2022-12-07T00:54:55.6Z,1,REGULAR,3pt,Jump Shot,[],200768,17.73981603153745,96.59160539215686,1610612748,17,12,2022-12-07T00:55:12Z,790000,False,-233.0,114.0,1,left,MISS K. Lowry 25' 3PT,[200768],7,1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
03:57,82,PT03M57.00S,2022-12-07T00:54:59.6Z,1,REGULAR,rebound,offensive,[],1628997,,,1610612748,17,12,2022-12-07T00:55:12Z,800000,False,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,81.0,1.0,0.0,1.0,,,,,,,,,,,,,,
03:52,83,PT03M52.00S,2022-12-07T00:55:05.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631107,31.488173455978973,64.95098039215686,1610612748,17,12,2022-12-07T00:55:15Z,810000,False,-75.0,243.0,1,left,MISS N. Jovic 25' 3PT,[1631107],5,1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
