actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
88,PT05M47.00S,2022-11-24T00:58:20.8Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,12,17,2022-11-24T00:58:40Z,830000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Left Corner 3,24+ Left,,,,,,,,,,87.0,3.0,3.0,0.0,,,,,,,
89,PT05M39.00S,2022-11-24T00:58:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.389618922470433,48.03921568627451,1610612764,12,19,2022-11-24T00:58:36Z,840000,False,10.0,8.0,1,left,D. Avdija driving Layup (5 PTS),[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.24,Made,5.0,,,,,,,,,,,,,,,,,
90,PT05M33.00S,2022-11-24T00:58:40.3Z,1,REGULAR,2pt,Jump Shot,[],200768,93.77463863337714,26.715686274509803,1610612748,14,19,2022-11-24T00:59:01Z,850000,False,-116.0,6.0,1,right,K. Lowry 11' driving floating Jump Shot (4 PTS),[200768],1610612748.0,MIA,driving floating,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,11.66,Made,4.0,,,,,,,,,,,,,,,,,
91,PT05M33.00S,2022-11-24T00:58:43.8Z,1,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612748,14,19,2022-11-24T00:59:08Z,860000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Lowry 1 FT),"[1630166, 200768]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,202049.0,1.0,0.0,Lowry,200768.0,,
93,PT05M33.00S,2022-11-24T00:58:51.1Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,14,19,2022-11-24T00:59:46Z,880000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M33.00S,2022-11-24T00:58:51.1Z,1,REGULAR,substitution,in,[],1631107,,,1610612748,14,19,2022-11-24T00:59:46Z,890000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M33.00S,2022-11-24T00:58:56.9Z,1,REGULAR,substitution,out,[],1628398,,,1610612748,14,19,2022-11-24T00:59:46Z,900000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M33.00S,2022-11-24T00:58:56.9Z,1,REGULAR,substitution,in,[],1631098,,,1610612748,14,19,2022-11-24T00:59:46Z,910000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M33.00S,2022-11-24T00:59:22.0Z,1,REGULAR,freethrow,1 of 1,[],200768,,,1610612748,15,19,2022-11-24T00:59:22Z,920000,False,,,0,,K. Lowry Free Throw 1 of 1 (5 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
98,PT05M14.00S,2022-11-24T00:59:42.6Z,1,REGULAR,3pt,Jump Shot,[],1630557,28.991458607095925,81.86274509803921,1610612764,15,19,2022-11-24T00:59:48Z,930000,False,-159.0,220.0,1,left,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,27.16,Missed,,,,,,,,,,,,,,,,,,
99,PT05M10.00S,2022-11-24T00:59:46.6Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,15,19,2022-11-24T01:06:06Z,940000,False,,,0,,K. Lowry REBOUND (Off:1 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,98.0,2.0,1.0,1.0,,,,,,,
100,PT05M05.00S,2022-11-24T00:59:50.9Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628389,76.2976346911958,52.69607843137255,1610612748,15,19,2022-11-24T00:59:58Z,950000,False,13.0,170.0,1,right,MISS B. Adebayo 17' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,17.08,Missed,,,,,,,,,,,,,,,,,,
101,PT05M00.00S,2022-11-24T00:59:55.9Z,1,REGULAR,rebound,defensive,[],203115,,,1610612764,15,19,2022-11-24T00:59:58Z,960000,False,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Center,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,
102,PT04M59.00S,2022-11-24T01:00:02.3Z,1,REGULAR,turnover,discontinued dribble,[],203115,,,1610612764,15,19,2022-11-24T01:00:10Z,970000,False,,,0,,W. Barton discontinued dribble TURNOVER (1 TO),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Center,,,,1.0,,,,,,,,,,2005.0,,,,,,
103,PT04M59.00S,2022-11-24T01:00:07.8Z,1,REGULAR,substitution,out,[],1628997,,,1610612748,15,19,2022-11-24T01:00:16Z,980000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M59.00S,2022-11-24T01:00:07.8Z,1,REGULAR,substitution,in,[],1629312,,,1610612748,15,19,2022-11-24T01:00:16Z,990000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M46.00S,2022-11-24T01:00:26.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631107,89.83245729303549,96.81372549019608,1610612748,15,19,2022-11-24T01:00:31Z,1000000,False,234.0,43.0,1,right,MISS N. Jovic 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Right Corner 3,24+ Right,23.8,Missed,,,,,,,,,,,,,,,,,,
106,PT04M44.00S,2022-11-24T01:00:28.6Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,15,19,2022-11-24T01:00:31Z,1010000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:4),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Right Corner 3,24+ Right,,,,,,,,,,105.0,4.0,4.0,0.0,,,,,,,
107,PT04M36.00S,2022-11-24T01:00:37.4Z,1,REGULAR,3pt,Jump Shot,[],204001,34.510512483574246,48.28431372549019,1610612764,15,19,2022-11-24T01:00:42Z,1020000,False,9.0,272.0,1,left,MISS K. Porzingis 27' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,27.2,Missed,,,,,,,,,,,,,,,,,,
108,PT04M32.00S,2022-11-24T01:00:41.4Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,15,19,2022-11-24T01:00:42Z,1030000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Center,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,
109,PT04M29.00S,2022-11-24T01:00:50.3Z,1,REGULAR,foul,personal,[],204001,,,1610612748,15,19,2022-11-24T01:01:04Z,1040000,False,,,0,,K. Porzingis personal FOUL (2 PF),"[204001, 1628389]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2005.0,2.0,0.0,Adebayo,1628389.0,,
111,PT04M14.00S,2022-11-24T01:01:18.9Z,1,REGULAR,3pt,Jump Shot,[],1631107,90.62089356110381,2.941176470588235,1610612748,15,19,2022-11-24T01:01:23Z,1060000,False,-235.0,36.0,1,right,MISS N. Jovic 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
112,PT04M11.00S,2022-11-24T01:01:21.9Z,1,REGULAR,rebound,defensive,[],203115,,,1610612764,15,19,2022-11-24T01:01:23Z,1070000,False,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Left Corner 3,24+ Left,,,,,,,,,,111.0,2.0,2.0,0.0,,,,,,,
113,PT04M00.00S,2022-11-24T01:01:31.9Z,1,REGULAR,2pt,Jump Shot,[],203115,22.552562417871222,69.36274509803921,1610612764,15,21,2022-11-24T01:01:36Z,1080000,False,-97.0,159.0,1,left,W. Barton 18' pullup Jump Shot (2 PTS),[203115],1610612764.0,WAS,pullup,,,Barton,W. Barton,,,,,Mid-Range,16-24 Left Center,18.66,Made,2.0,,,,,,,,,,,,,,,,,
114,PT03M47.00S,2022-11-24T01:01:45.8Z,1,REGULAR,3pt,Jump Shot,[],200768,64.60249671484888,23.52941176470588,1610612748,18,21,2022-11-24T01:01:51Z,1090000,False,-132.0,280.0,1,right,K. Lowry 30' 3PT  (8 PTS) (H. Highsmith 1 AST),"[200768, 1629312]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,30.99,Made,8.0,,,,H. Highsmith,1629312.0,1.0,,,,,,,,,,,
116,PT03M27.00S,2022-11-24T01:02:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,13.222733245729303,51.71568627450981,1610612764,18,21,2022-11-24T01:58:34Z,1110000,False,-9.0,72.0,1,left,MISS K. Porzingis 7' floating Shot,[204001],1610612764.0,WAS,floating,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,7.23,Missed,,,,,,,,,,,,,,,,,,
117,PT03M24.00S,2022-11-24T01:02:08.9Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,18,21,2022-11-24T01:02:11Z,1120000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,116.0,2.0,1.0,1.0,,,,,,,
118,PT03M22.00S,2022-11-24T01:02:13.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631107,93.51182654402102,52.20588235294118,1610612748,18,21,2022-11-24T01:02:21Z,1130000,False,11.0,8.0,1,right,MISS N. Jovic running Layup,[1631107],1610612748.0,MIA,running,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
120,PT03M22.00S,2022-11-24T01:02:13.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,18,21,2022-11-24T01:02:21Z,1150000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,118.0,,,,,,,,,,
122,PT03M22.00S,2022-11-24T01:02:21.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,18,21,2022-11-24T01:02:34Z,1170000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M22.00S,2022-11-24T01:02:21.8Z,1,REGULAR,substitution,out,[],1630557,,,1610612748,18,21,2022-11-24T01:02:34Z,1180000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M22.00S,2022-11-24T01:02:21.8Z,1,REGULAR,substitution,in,[],203473,,,1610612748,18,21,2022-11-24T01:02:34Z,1190000,False,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M22.00S,2022-11-24T01:02:21.8Z,1,REGULAR,substitution,in,[],1630692,,,1610612748,18,21,2022-11-24T01:02:34Z,1200000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M12.00S,2022-11-24T01:02:48.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,74.32654402102497,16.176470588235293,1610612748,18,21,2022-11-24T01:02:56Z,1210000,False,-169.0,189.0,1,right,MISS G. Vincent 25' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
127,PT03M04.00S,2022-11-24T01:02:56.3Z,1,REGULAR,rebound,defensive,[],1631098,,,1610612764,18,21,2022-11-24T01:02:56Z,1220000,False,,,0,,J. Davis REBOUND (Off:0 Def:1),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,
128,PT02M56.00S,2022-11-24T01:03:11.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612764,18,21,2022-11-24T01:03:30Z,1230000,False,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Porzingis 2 FT),"[203473, 204001]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1198.0,1.0,0.0,Porzingis,204001.0,,
130,PT02M56.00S,2022-11-24T01:03:27.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,18,21,2022-11-24T01:03:27Z,1250000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M56.00S,2022-11-24T01:05:35.9Z,1,REGULAR,substitution,out,[],1630166,,,1610612764,18,21,2022-11-24T01:05:55Z,1260000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M56.00S,2022-11-24T01:05:35.9Z,1,REGULAR,substitution,in,[],1628398,,,1610612764,18,21,2022-11-24T01:05:55Z,1270000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M56.00S,2022-11-24T01:06:16.2Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,18,21,2022-11-24T01:06:16Z,1280000,False,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT02M56.00S,2022-11-24T01:06:16.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,18,21,2022-11-24T01:06:16Z,1290000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,
135,PT02M56.00S,2022-11-24T01:06:16.2Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,18,21,2022-11-24T01:06:34Z,1300000,False,,,0,,MISS K. Porzingis Free Throw 2 of 2,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
136,PT02M53.00S,2022-11-24T01:06:19.2Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,18,21,2022-11-24T01:06:34Z,1310000,False,,,0,,N. Jovic REBOUND (Off:0 Def:3),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,135.0,3.0,3.0,0.0,,,,,,,
137,PT02M37.00S,2022-11-24T01:06:48.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203473,86.5473061760841,52.20588235294118,1610612748,18,21,2022-11-24T01:06:52Z,1320000,False,11.0,74.0,1,right,MISS D. Dedmon 7' turnaround Hook,[203473],1610612748.0,MIA,turnaround,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,7.48,Missed,,,,,,,,,,,,,,,,,,
138,PT02M35.00S,2022-11-24T01:06:50.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,18,21,2022-11-24T01:06:52Z,1330000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,
139,PT02M28.00S,2022-11-24T01:06:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,7.5722733245729295,45.34313725490196,1610612764,18,21,2022-11-24T01:07:02Z,1340000,False,23.0,19.0,1,left,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
140,PT02M26.00S,2022-11-24T01:06:59.2Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,18,21,2022-11-24T01:07:02Z,1350000,False,,,0,,N. Jovic REBOUND (Off:0 Def:4),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,139.0,4.0,4.0,0.0,,,,,,,
141,PT02M25.00S,2022-11-24T01:07:04.5Z,1,REGULAR,turnover,discontinued dribble,[],1631107,,,1610612748,18,21,2022-11-24T01:07:10Z,1360000,False,,,0,,N. Jovic discontinued dribble TURNOVER (2 TO),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,,,,2.0,,,,,,,,,,2005.0,,,,,,
142,PT02M25.00S,2022-11-24T01:07:08.8Z,1,REGULAR,substitution,out,[],204001,,,1610612764,18,21,2022-11-24T01:07:13Z,1370000,False,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M25.00S,2022-11-24T01:07:08.8Z,1,REGULAR,substitution,in,[],1629655,,,1610612764,18,21,2022-11-24T01:07:13Z,1380000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M14.00S,2022-11-24T01:07:50.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630692,13.091327201051248,4.166666666666666,1610612764,18,21,2022-11-24T01:07:55Z,1390000,False,229.0,71.0,1,left,MISS J. Goodwin 3PT,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Right Corner 3,24+ Right,23.98,Missed,,,,,,,,,,,,,,,,,,
145,PT02M11.00S,2022-11-24T01:07:52.9Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,18,21,2022-11-24T01:07:52Z,1400000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,,,,,,,,,,144.0,2.0,2.0,0.0,,,,,,,
147,PT02M04.00S,2022-11-24T01:08:07.2Z,1,REGULAR,substitution,out,[],1631107,,,1610612748,18,21,2022-11-24T01:08:12Z,1420000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M04.00S,2022-11-24T01:08:07.2Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,18,21,2022-11-24T01:08:12Z,1430000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M53.00S,2022-11-24T01:08:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,92.19776609724047,46.32352941176471,1610612748,20,21,2022-11-24T01:08:42Z,1440000,False,-18.0,21.0,1,right,D. Dedmon Layup (2 PTS) (G. Vincent 1 AST),"[203473, 1629216]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,2.78,Made,2.0,,,,G. Vincent,1629216.0,1.0,,,,,,,,,,,
151,PT01M43.00S,2022-11-24T01:08:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,9.411957950065702,47.05882352941176,1610612764,20,21,2022-11-24T01:08:54Z,1460000,False,15.0,36.0,1,left,MISS K. Kuzma driving floating Shot,[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,,
152,PT01M39.00S,2022-11-24T01:08:52.8Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,20,21,2022-11-24T01:08:54Z,1470000,False,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,
153,PT01M35.00S,2022-11-24T01:08:55.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200768,65.91655716162943,46.568627450980394,1610612748,23,21,2022-11-24T01:09:00Z,1480000,False,-17.0,268.0,1,right,K. Lowry 26' 3PT  (11 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,26.85,Made,11.0,,,,,,,,,,,,,,,,,
154,PT01M17.00S,2022-11-24T01:09:14.0Z,1,REGULAR,3pt,Jump Shot,[],203115,28.728646517739815,20.588235294117645,1610612764,23,21,2022-11-24T01:09:18Z,1490000,False,147.0,218.0,1,left,MISS W. Barton 26' 3PT,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Right Center,26.26,Missed,,,,,,,,,,,,,,,,,,
155,PT01M14.00S,2022-11-24T01:09:17.0Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,23,21,2022-11-24T01:09:18Z,1500000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:3),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,154.0,3.0,3.0,0.0,,,,,,,
156,PT00M57.50S,2022-11-24T01:09:41.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629655,,,1610612748,23,21,2022-11-24T01:09:50Z,1510000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Dedmon 2 FT),"[1629655, 203473]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1198.0,1.0,0.0,Dedmon,203473.0,,
158,PT00M57.50S,2022-11-24T01:10:00.5Z,1,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,24,21,2022-11-24T01:10:00Z,1530000,False,,,0,,D. Dedmon Free Throw 1 of 2 (3 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
159,PT00M57.50S,2022-11-24T01:10:17.5Z,1,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,25,21,2022-11-24T01:10:17Z,1540000,False,,,0,,D. Dedmon Free Throw 2 of 2 (4 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
160,PT00M40.00S,2022-11-24T01:10:38.3Z,1,REGULAR,3pt,Jump Shot,[],1628398,10.463206307490145,97.79411764705883,1610612764,25,21,2022-11-24T01:10:47Z,1550000,False,-239.0,46.0,1,left,MISS K. Kuzma 24' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,24.34,Missed,,,,,,,,,,,,,,,,,,
161,PT00M39.80S,2022-11-24T01:10:38.5Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,25,21,2022-11-24T01:10:47Z,1560000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Left Corner 3,24+ Left,,,,,,,,,,160.0,1.0,0.0,1.0,,,,,,,
162,PT00M39.80S,2022-11-24T01:10:45.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629655,5.590000152587891,50.0,1610612764,25,23,2022-11-24T01:10:45Z,1570000,False,0.0,0.0,1,left,D. Gafford tip DUNK (2 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
163,PT00M32.30S,2022-11-24T01:10:56.9Z,1,REGULAR,3pt,Jump Shot,[],200768,66.3107752956636,49.754901960784316,1610612748,28,23,2022-11-24T01:11:03Z,1580000,False,-1.0,264.0,1,right,K. Lowry 26' 3PT  (14 PTS) (G. Vincent 2 AST),"[200768, 1629216]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,26.42,Made,14.0,,,,G. Vincent,1629216.0,2.0,,,,,,,,,,,
165,PT00M15.60S,2022-11-24T01:11:16.1Z,1,REGULAR,3pt,Jump Shot,[],1628398,18.478975032851512,94.85294117647058,1610612764,28,26,2022-11-24T01:11:21Z,1600000,False,-224.0,121.0,1,left,K. Kuzma 25' 3PT  (10 PTS) (W. Barton 1 AST),"[1628398, 203115]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,25.5,Made,10.0,,,,W. Barton,203115.0,1.0,,,,,,,,,,,
167,PT00M00.20S,2022-11-24T01:11:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200768,92.85479632063075,46.568627450980394,1610612748,28,26,2022-11-24T01:11:49Z,1620000,False,-17.0,15.0,1,right,MISS K. Lowry driving Layup - blocked,"[200768, 1631098]",1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,Davis,1631098.0
168,PT00M00.20S,2022-11-24T01:11:34.0Z,1,REGULAR,block,,[],1631098,,,1610612748,28,26,2022-11-24T01:11:55Z,1630000,False,,,0,,J. Davis BLOCK (1 BLK),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
169,PT00M00.20S,2022-11-24T01:11:34.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,28,26,2022-11-24T01:11:49Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,167.0,,,,,,,,,,
170,PT00M00.00S,2022-11-24T01:12:00.9Z,1,REGULAR,period,end,[],0,,,1610612748,28,26,2022-11-24T01:12:00Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
