actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M29.00S,2022-11-11T00:44:15.4Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,4,3,2022-11-11T00:44:15Z,180000,False,,,0,,B. Adebayo Free Throw 1 of 2 (1 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
19,PT10M29.00S,2022-11-11T00:44:32.4Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,5,3,2022-11-11T00:44:32Z,190000,False,,,0,,B. Adebayo Free Throw 2 of 2 (2 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
20,PT10M14.00S,2022-11-11T00:44:48.8Z,1,REGULAR,turnover,bad pass,[],1628372,,,1610612766,5,3,2022-11-11T00:45:10Z,200000,False,,,0,,D. Smith Jr. bad pass TURNOVER (1 TO),"[1628372, 1629622]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,Strus,1629622.0,,
21,PT10M14.00S,2022-11-11T00:44:48.8Z,1,REGULAR,steal,,[],1629622,,,1610612748,5,3,2022-11-11T00:44:53Z,210000,False,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
22,PT10M07.00S,2022-11-11T00:44:55.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629622,93.9060446780552,52.69607843137255,1610612748,7,3,2022-11-11T00:45:07Z,220000,False,13.0,5.0,1,right,M. Strus running Layup (2 PTS),[1629622],1610612748.0,MIA,running,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,1.43,Made,,,,,2.0,,,,,,,,
23,PT09M51.00S,2022-11-11T00:45:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,7.440867279894875,50.73529411764706,1610612766,7,3,2022-11-11T00:45:15Z,230000,False,-4.0,17.0,1,left,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,1.78,Missed,,,,,,,,,,,,,
24,PT09M49.00S,2022-11-11T00:45:12.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,7,3,2022-11-11T00:45:15Z,240000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,
25,PT09M45.00S,2022-11-11T00:45:17.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202710,94.1688567674113,47.549019607843135,1610612748,7,3,2022-11-11T00:45:33Z,250000,False,-12.0,2.0,1,right,MISS J. Butler running Layup,[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,1.25,Missed,,,,,,,,,,,,,
26,PT09M42.00S,2022-11-11T00:45:20.2Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,7,3,2022-11-11T00:45:33Z,260000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,
27,PT09M42.00S,2022-11-11T00:45:26.4Z,1,REGULAR,foul,personal,[],202710,,,1610612766,7,3,2022-11-11T00:45:30Z,270000,False,,,0,,J. Butler personal FOUL (1 PF),"[202710, 1626162]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,1627962.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
29,PT09M26.00S,2022-11-11T00:46:02.8Z,1,REGULAR,turnover,out-of-bounds,[],1628372,,,1610612766,7,3,2022-11-11T00:46:14Z,290000,False,,,0,,D. Smith Jr. bad pass out-of-bounds TURNOVER (2 TO),[1628372],1610612766.0,CHA,bad pass,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,1627962.0,,,,,,,,,,,,,,,2.0,,,,
30,PT09M24.00S,2022-11-11T00:46:20.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,84.97043363994744,95.34313725490196,1610612748,7,3,2022-11-11T00:46:28Z,300000,False,227.0,89.0,1,right,MISS M. Strus 24' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,,,,,,24.35,Missed,,,,,,,,,,,,,
31,PT09M20.00S,2022-11-11T00:46:24.3Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,7,3,2022-11-11T00:46:24Z,310000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,
32,PT09M15.00S,2022-11-11T00:46:29.5Z,1,REGULAR,3pt,Jump Shot,[],1629023,30.042706964520367,17.892156862745097,1610612766,7,3,2022-11-11T00:49:16Z,320000,False,161.0,230.0,1,left,MISS P. Washington 28' pullup 3PT,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,28.04,Missed,,,,,,,,,,,,,
33,PT09M08.00S,2022-11-11T00:46:36.5Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,7,3,2022-11-11T00:46:43Z,330000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,
34,PT09M08.00S,2022-11-11T00:46:35.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,5.590000152587891,50.0,1610612766,7,5,2022-11-11T00:46:35Z,340000,False,0.0,0.0,1,left,M. Plumlee tip Layup (2 PTS),[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,,,,,2.0,,,,,,,,
36,PT08M54.00S,2022-11-11T00:47:06.7Z,1,REGULAR,3pt,Jump Shot,[],1629622,74.32654402102497,82.1078431372549,1610612748,10,5,2022-11-11T00:47:12Z,360000,False,161.0,189.0,1,right,M. Strus 24' 3PT  (5 PTS) (K. Lowry 1 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,24.78,Made,,,,,5.0,K. Lowry,200768.0,1.0,,,,,
38,PT08M42.00S,2022-11-11T00:47:19.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,6.1268068331143235,49.01960784313725,1610612766,10,7,2022-11-11T00:47:26Z,380000,False,5.0,5.0,1,left,K. Oubre Jr. cutting DUNK (5 PTS) (M. Plumlee 1 AST),"[1626162, 203486]",1610612766.0,CHA,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,0.71,Made,,,,,5.0,M. Plumlee,203486.0,1.0,,,,,
40,PT08M22.00S,2022-11-11T00:47:38.5Z,1,REGULAR,3pt,Jump Shot,[],200768,93.9060446780552,3.1862745098039214,1610612748,10,7,2022-11-11T00:47:43Z,400000,False,-234.0,5.0,1,right,MISS K. Lowry 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,,,,,,23.41,Missed,,,,,,,,,,,,,
41,PT08M18.00S,2022-11-11T00:47:42.5Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,10,7,2022-11-11T00:47:43Z,410000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,,,,40.0,2.0,1.0,1.0,,,,,,,,,
42,PT08M15.00S,2022-11-11T00:47:45.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628389,89.83245729303549,50.98039215686274,1610612748,10,7,2022-11-11T00:48:05Z,420000,False,5.0,43.0,1,right,MISS B. Adebayo turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,4.34,Missed,,,,,,,,,,,,,
43,PT08M14.00S,2022-11-11T00:47:49.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,10,7,2022-11-11T00:47:49Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,42.0,,,,,,,,,,,,
45,PT08M07.00S,2022-11-11T00:48:09.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,67.7562417871222,62.254901960784316,1610612748,10,7,2022-11-11T00:48:15Z,450000,False,61.0,251.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,25.8,Missed,,,,,,,,,,,,,
46,PT08M07.00S,2022-11-11T00:48:09.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,10,7,2022-11-11T00:48:15Z,460000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,45.0,,,,,,,,,,,,
48,PT07M53.00S,2022-11-11T00:48:29.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,11.514454664914586,39.705882352941174,1610612766,10,9,2022-11-11T00:48:38Z,480000,False,51.0,56.0,1,left,T. Rozier 7' driving floating Jump Shot (2 PTS),[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.59,Made,,,,,2.0,,,,,,,,
49,PT07M39.00S,2022-11-11T00:48:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.59198423127464,53.431372549019606,1610612748,10,9,2022-11-11T00:49:06Z,490000,False,17.0,17.0,1,right,MISS J. Butler running Layup - blocked,"[202710, 1626162]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,2.43,Missed,,,,,,,,,,,,Oubre Jr.,1626162.0
53,PT07M39.00S,2022-11-11T00:48:43.8Z,1,REGULAR,block,,[],1626162,,,1610612748,10,9,2022-11-11T00:48:51Z,495000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M37.00S,2022-11-11T00:48:45.8Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,10,9,2022-11-11T00:48:51Z,500000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,49.0,3.0,3.0,0.0,,,,,,,,,
51,PT07M34.00S,2022-11-11T00:48:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626162,8.360709592641262,50.98039215686274,1610612766,10,9,2022-11-11T00:48:58Z,510000,False,-5.0,26.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,2.66,Missed,,,,,,,,,,,,,
52,PT07M32.00S,2022-11-11T00:48:50.7Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,10,9,2022-11-11T00:48:50Z,520000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,
54,PT07M21.00S,2022-11-11T00:49:01.6Z,1,REGULAR,3pt,Jump Shot,[],1628997,93.77463863337714,96.81372549019608,1610612748,13,9,2022-11-11T00:49:09Z,530000,False,234.0,6.0,1,right,C. Martin 3PT  (6 PTS) (J. Butler 1 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,,,23.42,Made,,,,,6.0,J. Butler,202710.0,1.0,,,,,
56,PT07M03.00S,2022-11-11T00:49:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,16.90210249671485,51.9607843137255,1610612766,13,9,2022-11-11T00:49:27Z,550000,False,-10.0,106.0,1,left,MISS T. Rozier 10' driving floating Shot,[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.69,Missed,,,,,,,,,,,,,
57,PT07M01.00S,2022-11-11T00:49:21.1Z,1,REGULAR,rebound,offensive,[],1626179,,,1610612766,13,9,2022-11-11T00:49:21Z,560000,False,,,0,,T. Rozier REBOUND (Off:1 Def:0),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,56.0,1.0,0.0,1.0,,,,,,,,,
58,PT06M59.00S,2022-11-11T00:49:23.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,5.469776609724048,1.9607843137254901,1610612766,13,12,2022-11-11T00:49:30Z,570000,False,240.0,-1.0,1,left,T. Rozier 24' 3PT turnaround (5 PTS),[1626179],1610612766.0,CHA,turnaround,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,,,,,,24.02,Made,,,,,5.0,,,,,,,,
60,PT06M38.00S,2022-11-11T00:49:53.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,13,12,2022-11-11T00:49:53Z,590000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M30.00S,2022-11-11T00:52:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,70.51576872536137,23.03921568627451,1610612748,13,12,2022-11-11T00:52:55Z,600000,False,-135.0,225.0,1,right,MISS M. Strus 26' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,26.2,Missed,,,,,,,,,,,,,
62,PT06M29.00S,2022-11-11T00:52:51.9Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,13,12,2022-11-11T00:52:51Z,610000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:4),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,61.0,4.0,4.0,0.0,,,,,,,,,
63,PT06M20.00S,2022-11-11T00:53:00.4Z,1,REGULAR,turnover,bad pass,[],1626162,,,1610612766,13,12,2022-11-11T00:53:08Z,620000,False,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 202710]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Butler,202710.0,,
64,PT06M20.00S,2022-11-11T00:53:00.4Z,1,REGULAR,steal,,[],202710,,,1610612748,13,12,2022-11-11T00:53:04Z,630000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
65,PT06M12.00S,2022-11-11T00:53:07.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200768,76.5604467805519,87.5,1610612748,16,12,2022-11-11T00:53:23Z,640000,False,188.0,168.0,1,right,K. Lowry 25' 3PT pullup (3 PTS) (C. Martin 1 AST),"[200768, 1628997]",1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,25.16,Made,,,,,3.0,C. Martin,1628997.0,1.0,,,,,
67,PT05M56.00S,2022-11-11T00:53:28.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,9.280551905387648,44.11764705882353,1610612766,16,12,2022-11-11T00:55:35Z,660000,False,29.0,35.0,1,left,MISS P. Washington turnaround Hook,[1629023],1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.55,Missed,,,,,,,,,,,,,
68,PT05M56.00S,2022-11-11T00:53:28.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,16,12,2022-11-11T00:53:33Z,670000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,67.0,,,,,,,,,,,,
70,PT05M56.00S,2022-11-11T00:53:33.1Z,1,REGULAR,substitution,out,[],1628997,,,1610612748,16,12,2022-11-11T00:53:49Z,690000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M56.00S,2022-11-11T00:53:33.1Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,16,12,2022-11-11T00:53:49Z,700000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M56.00S,2022-11-11T00:53:33.1Z,1,REGULAR,substitution,out,[],1629622,,,1610612748,16,12,2022-11-11T00:53:49Z,710000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M56.00S,2022-11-11T00:53:33.1Z,1,REGULAR,substitution,out,[],1629023,,,1610612748,16,12,2022-11-11T00:53:49Z,720000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M56.00S,2022-11-11T00:53:33.1Z,1,REGULAR,substitution,out,[],1626179,,,1610612748,16,12,2022-11-11T00:53:49Z,730000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M56.00S,2022-11-11T00:53:33.1Z,1,REGULAR,substitution,in,[],203473,,,1610612748,16,12,2022-11-11T00:53:49Z,740000,False,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M56.00S,2022-11-11T00:53:33.1Z,1,REGULAR,substitution,in,[],1629130,,,1610612748,16,12,2022-11-11T00:53:49Z,750000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M56.00S,2022-11-11T00:53:33.1Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,16,12,2022-11-11T00:53:49Z,760000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M56.00S,2022-11-11T00:53:33.1Z,1,REGULAR,substitution,in,[],1629667,,,1610612748,16,12,2022-11-11T00:53:49Z,770000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M56.00S,2022-11-11T00:53:33.1Z,1,REGULAR,substitution,in,[],1630547,,,1610612748,16,12,2022-11-11T00:53:49Z,780000,False,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M42.00S,2022-11-11T00:54:06.7Z,1,REGULAR,3pt,Jump Shot,[],1629130,71.96123521681997,79.41176470588235,1610612748,19,12,2022-11-11T00:57:32Z,790000,False,147.0,211.0,1,right,D. Robinson 25' 3PT pullup (3 PTS) (J. Butler 2 AST),"[1629130, 202710]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,25.73,Made,,,,,3.0,J. Butler,202710.0,2.0,,,,,
82,PT05M27.00S,2022-11-11T00:54:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,7.046649145860711,55.63725490196079,1610612766,19,12,2022-11-11T00:54:33Z,810000,False,-28.0,14.0,1,left,MISS J. McDaniels running Layup,[1629667],1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,3.14,Missed,,,,,,,,,,,,,
83,PT05M26.00S,2022-11-11T00:54:22.5Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,19,12,2022-11-11T00:54:33Z,820000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,
84,PT05M23.00S,2022-11-11T00:54:29.0Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,19,12,2022-11-11T00:54:48Z,830000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 1628372]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Smith Jr.,1628372.0,,
85,PT05M23.00S,2022-11-11T00:54:29.0Z,1,REGULAR,steal,,[],1628372,,,1610612766,19,12,2022-11-11T00:54:30Z,840000,False,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
