actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
176,PT11M19.00S,2022-10-20T00:15:45.5Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612741,36,28,2022-10-20T00:16:32Z,1740000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Caruso 2 FT),"[1629216, 1627936]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Caruso,1627936.0
178,PT11M19.00S,2022-10-20T00:16:13.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627936,,,1610612741,36,28,2022-10-20T00:16:13Z,1760000,,,0,,MISS A. Caruso Free Throw 1 of 2,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
179,PT11M19.00S,2022-10-20T00:16:13.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,36,28,2022-10-20T00:16:13Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,
180,PT11M19.00S,2022-10-20T00:16:25.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627936,,,1610612741,36,29,2022-10-20T00:16:25Z,1780000,,,0,,A. Caruso Free Throw 2 of 2 (3 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
181,PT11M12.00S,2022-10-20T00:16:38.8Z,2,REGULAR,foul,offensive,[],202710,,,1610612748,36,29,2022-10-20T00:16:54Z,1790000,,,0,,J. Butler off-the-ball offensive FOUL (1 PF),"[202710, 201609]",1610612748.0,MIA,off-the-ball,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1627519.0,1.0,0.0,Dragic,201609.0
183,PT11M12.00S,2022-10-20T00:16:38.8Z,2,REGULAR,turnover,offensive foul,[],202710,,,1610612748,36,29,2022-10-20T00:16:38Z,1810000,,,0,,J. Butler offensive foul TURNOVER (1 TO),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,,,,1627519.0,,,,
184,PT10M54.00S,2022-10-20T00:17:03.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,11.251642575558476,2.2058823529411766,1610612741,36,29,2022-10-20T00:17:09Z,1820000,239.0,53.0,1,left,MISS A. Caruso 24' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,24.49,Missed,,,,,,,,,,,,,,,,,,
185,PT10M52.00S,2022-10-20T00:17:05.8Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,36,29,2022-10-20T00:17:09Z,1830000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,,,,184.0,2.0,2.0,0.0,,,,,,,,,,,,
186,PT10M38.00S,2022-10-20T00:17:52.5Z,2,REGULAR,jumpball,recovered,[],203083,,,1610612748,36,29,2022-10-20T00:22:35Z,1840000,,,0,,Jump Ball A. Caruso vs. G. Vincent: Tip to A. Drummond,"[203083, 1627936, 1629216]",1610612741.0,CHI,heldball,A. Drummond,203083.0,Drummond,A. Drummond,Caruso,1627936.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,,,,,,
189,PT10M38.00S,2022-10-20T00:17:52.5Z,2,REGULAR,turnover,lost ball,[],1629216,,,1610612748,36,29,2022-10-20T00:17:52Z,1870000,,,0,,G. Vincent lost ball TURNOVER (2 TO),"[1629216, 1627936]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,2.0,Caruso,1627936.0,,,,,,,,,
190,PT10M38.00S,2022-10-20T00:17:52.5Z,2,REGULAR,steal,,[],1627936,,,1610612741,36,29,2022-10-20T00:17:52Z,1880000,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M26.00S,2022-10-20T00:18:04.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201609,6.915243101182654,28.186274509803923,1610612741,36,29,2022-10-20T00:18:16Z,1890000,109.0,13.0,1,left,MISS G. Dragic 10' fadeaway Shot,[201609],1610612741.0,CHI,fadeaway,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Right,10.98,Missed,,,,,,,,,,,,,,,,,,
192,PT10M22.00S,2022-10-20T00:18:09.2Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,36,29,2022-10-20T00:18:09Z,1900000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Right,,,,,191.0,1.0,1.0,0.0,,,,,,,,,,,,
193,PT10M11.00S,2022-10-20T00:18:20.2Z,2,REGULAR,3pt,Jump Shot,[],1629130,74.58935611038108,11.519607843137255,1610612748,36,29,2022-10-20T00:18:26Z,1910000,-192.0,186.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
194,PT10M07.00S,2022-10-20T00:18:24.2Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,36,29,2022-10-20T00:18:26Z,1920000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,
195,PT09M59.00S,2022-10-20T00:18:32.2Z,2,REGULAR,turnover,bad pass,[],1627936,,,1610612741,36,29,2022-10-20T00:18:49Z,1930000,,,0,,A. Caruso bad pass TURNOVER (3 TO),"[1627936, 202710]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,3.0,Butler,202710.0,,,,,,,,,
196,PT09M59.00S,2022-10-20T00:18:32.2Z,2,REGULAR,steal,,[],202710,,,1610612748,36,29,2022-10-20T00:18:34Z,1940000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
197,PT09M55.00S,2022-10-20T00:18:41.5Z,2,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612748,36,29,2022-10-20T00:18:54Z,1950000,,,0,,A. Caruso shooting personal FOUL (1 PF) (Butler 2 FT),"[1627936, 202710]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627519.0,1.0,0.0,Butler,202710.0
199,PT09M55.00S,2022-10-20T00:19:05.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,37,29,2022-10-20T00:19:05Z,1970000,,,0,,J. Butler Free Throw 1 of 2 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
200,PT09M55.00S,2022-10-20T00:19:14.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,37,29,2022-10-20T00:19:14Z,1980000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M55.00S,2022-10-20T00:22:14.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,38,29,2022-10-20T00:22:14Z,1990000,,,0,,J. Butler Free Throw 2 of 2 (11 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,11.0,,,,,,,,
202,PT09M41.00S,2022-10-20T00:22:32.3Z,2,REGULAR,3pt,Jump Shot,[],201609,29.25427069645204,20.34313725490196,1610612741,38,32,2022-10-20T00:22:39Z,2000000,148.0,222.0,1,left,G. Dragic 26' 3PT  (6 PTS) (A. Caruso 1 AST),"[201609, 1627936]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Right Center,26.74,Made,,,,,,,,,,6.0,A. Caruso,1627936.0,1.0,,,,,
204,PT09M26.00S,2022-10-20T00:22:46.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,91.01511169513797,56.86274509803921,1610612748,38,32,2022-10-20T00:23:49Z,2020000,34.0,32.0,1,right,MISS G. Vincent driving floating Shot,[1629216],1610612748.0,MIA,driving floating,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
205,PT09M23.00S,2022-10-20T00:22:49.7Z,2,REGULAR,rebound,offensive,[],203473,,,1610612748,38,32,2022-10-20T00:22:53Z,2030000,,,0,,D. Dedmon REBOUND (Off:1 Def:0),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,,204.0,1.0,0.0,1.0,,,,,,,,,,,,
206,PT09M22.00S,2022-10-20T00:22:51.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,92.32917214191852,42.40196078431372,1610612748,40,32,2022-10-20T00:24:28Z,2040000,-38.0,20.0,1,right,D. Dedmon putback Layup (5 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,4.28,Made,,,,,,,,,,5.0,,,,,,,,
207,PT08M59.00S,2022-10-20T00:23:18.3Z,2,REGULAR,foul,personal,['2freethrow'],203473,,,1610612741,40,32,2022-10-20T00:23:27Z,2050000,,,0,,D. Dedmon shooting personal FOUL (3 PF) (Drummond 2 FT),"[203473, 203083]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627519.0,3.0,0.0,Drummond,203083.0
209,PT08M59.00S,2022-10-20T00:23:48.2Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612741,40,33,2022-10-20T00:23:48Z,2070000,,,0,,A. Drummond Free Throw 1 of 2 (4 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
210,PT08M59.00S,2022-10-20T00:23:49.1Z,2,REGULAR,substitution,out,[],203473,,,1610612741,40,33,2022-10-20T00:23:55Z,2080000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M59.00S,2022-10-20T00:23:49.1Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,40,33,2022-10-20T00:23:55Z,2090000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M59.00S,2022-10-20T00:23:49.1Z,2,REGULAR,substitution,in,[],1628389,,,1610612741,40,33,2022-10-20T00:23:55Z,2100000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M59.00S,2022-10-20T00:23:49.1Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,40,33,2022-10-20T00:23:55Z,2110000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M59.00S,2022-10-20T00:24:15.0Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612741,40,34,2022-10-20T00:24:15Z,2120000,,,0,,A. Drummond Free Throw 2 of 2 (5 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
215,PT08M45.00S,2022-10-20T00:24:31.4Z,2,REGULAR,3pt,Jump Shot,[],1629216,72.61826544021025,80.14705882352942,1610612748,40,34,2022-10-20T00:24:41Z,2130000,151.0,205.0,1,right,MISS G. Vincent 25' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
216,PT08M40.00S,2022-10-20T00:24:36.4Z,2,REGULAR,rebound,offensive,[],1629130,,,1610612748,40,34,2022-10-20T00:24:41Z,2140000,,,0,,D. Robinson REBOUND (Off:1 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,215.0,3.0,2.0,1.0,,,,,,,,,,,,
217,PT08M39.00S,2022-10-20T00:24:37.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,69.59592641261499,16.911764705882355,1610612748,43,34,2022-10-20T00:24:50Z,2150000,-165.0,233.0,1,right,M. Strus 28' 3PT  (6 PTS) (D. Robinson 1 AST),"[1629622, 1629130]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,28.6,Made,,,,,,,,,,6.0,D. Robinson,1629130.0,1.0,,,,,
219,PT08M21.00S,2022-10-20T00:24:54.3Z,2,REGULAR,3pt,Jump Shot,[],201609,26.363337713534822,13.23529411764706,1610612741,43,37,2022-10-20T00:25:01Z,2170000,184.0,195.0,1,left,G. Dragic 26' 3PT  (9 PTS) (A. Dosunmu 2 AST),"[201609, 1630245]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Right Center,26.82,Made,,,,,,,,,,9.0,A. Dosunmu,1630245.0,2.0,,,,,
221,PT08M07.00S,2022-10-20T00:25:08.1Z,2,REGULAR,3pt,Jump Shot,[],1629130,93.77463863337714,2.450980392156863,1610612748,43,37,2022-10-20T00:25:16Z,2190000,-238.0,6.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,23.78,Missed,,,,,,,,,,,,,,,,,,
222,PT08M05.00S,2022-10-20T00:25:10.1Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,43,37,2022-10-20T00:25:16Z,2200000,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,
223,PT08M03.00S,2022-10-20T00:25:15.6Z,2,REGULAR,turnover,out-of-bounds,[],1627936,,,1610612741,43,37,2022-10-20T00:25:22Z,2210000,,,0,,A. Caruso bad pass out-of-bounds TURNOVER (4 TO),[1627936],1610612741.0,CHI,bad pass,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,,,,,4.0,,,,,,,1626302.0,,,,
224,PT08M03.00S,2022-10-20T00:25:20.4Z,2,REGULAR,substitution,out,[],1627936,,,1610612748,43,37,2022-10-20T00:25:31Z,2220000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M03.00S,2022-10-20T00:25:20.4Z,2,REGULAR,substitution,in,[],1629750,,,1610612748,43,37,2022-10-20T00:25:31Z,2230000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M03.00S,2022-10-20T00:25:32.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,43,37,2022-10-20T00:25:39Z,2240000,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,1627519.0,,,,
227,PT07M47.00S,2022-10-20T00:25:53.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,72.48685939553219,16.176470588235293,1610612748,46,37,2022-10-20T00:26:01Z,2250000,-169.0,206.0,1,right,M. Strus 26' 3PT  (9 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,26.66,Made,,,,,,,,,,9.0,G. Vincent,1629216.0,2.0,,,,,
229,PT07M32.00S,2022-10-20T00:26:08.5Z,2,REGULAR,3pt,Jump Shot,[],201609,29.517082785808146,80.14705882352942,1610612741,46,40,2022-10-20T00:26:23Z,2270000,-151.0,225.0,1,left,G. Dragic 27' 3PT  (12 PTS) (A. Drummond 1 AST),"[201609, 203083]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Left Center,27.08,Made,,,,,,,,,,12.0,A. Drummond,203083.0,1.0,,,,,
231,PT07M15.00S,2022-10-20T00:26:25.0Z,2,REGULAR,turnover,bad pass,[],1628389,,,1610612748,46,40,2022-10-20T00:26:31Z,2290000,,,0,,B. Adebayo bad pass TURNOVER (2 TO),"[1628389, 1629750]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,Green,1629750.0,,,,,,,,,
232,PT07M15.00S,2022-10-20T00:26:25.0Z,2,REGULAR,steal,,[],1629750,,,1610612741,46,40,2022-10-20T00:28:56Z,2300000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
233,PT07M11.00S,2022-10-20T00:26:30.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,7.30946123521682,42.8921568627451,1610612741,46,42,2022-10-20T00:26:49Z,2310000,36.0,16.0,1,left,A. Dosunmu running Layup (7 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,3.9,Made,,,,,,,,,,7.0,,,,,,,,
234,PT07M11.00S,2022-10-20T00:26:38.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,46,42,2022-10-20T00:26:38Z,2320000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M11.00S,2022-10-20T00:28:27.2Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,46,42,2022-10-20T00:29:08Z,2330000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M11.00S,2022-10-20T00:28:27.2Z,2,REGULAR,substitution,out,[],202710,,,1610612748,46,42,2022-10-20T00:29:08Z,2340000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M11.00S,2022-10-20T00:28:27.2Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,46,42,2022-10-20T00:29:08Z,2350000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M11.00S,2022-10-20T00:28:27.2Z,2,REGULAR,substitution,out,[],201609,,,1610612748,46,42,2022-10-20T00:29:08Z,2360000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M11.00S,2022-10-20T00:28:27.2Z,2,REGULAR,substitution,in,[],200768,,,1610612748,46,42,2022-10-20T00:29:08Z,2370000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M11.00S,2022-10-20T00:28:27.2Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,46,42,2022-10-20T00:29:08Z,2380000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M11.00S,2022-10-20T00:28:27.2Z,2,REGULAR,substitution,in,[],1628997,,,1610612748,46,42,2022-10-20T00:29:08Z,2390000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M11.00S,2022-10-20T00:28:27.2Z,2,REGULAR,substitution,in,[],201942,,,1610612748,46,42,2022-10-20T00:29:08Z,2400000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M57.00S,2022-10-20T00:29:36.0Z,2,REGULAR,3pt,Jump Shot,[],1629622,71.04139290407359,20.833333333333336,1610612748,46,42,2022-10-20T00:29:45Z,2410000,-146.0,220.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
244,PT06M52.00S,2022-10-20T00:29:41.0Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,46,42,2022-10-20T00:29:45Z,2420000,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,243.0,1.0,1.0,0.0,,,,,,,,,,,,
245,PT06M48.00S,2022-10-20T00:29:45.3Z,2,REGULAR,2pt,Jump Shot,[],201942,23.078186596583443,52.69607843137255,1610612741,46,42,2022-10-20T00:30:02Z,2430000,-13.0,164.0,1,left,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,16.5,Missed,,,,,,,,,,,,,,,,,,
246,PT06M46.00S,2022-10-20T00:29:51.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,46,42,2022-10-20T00:29:51Z,2440000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Center,,,,,245.0,,,,,,,,,,,,,,,
248,PT06M46.00S,2022-10-20T00:29:52.8Z,2,REGULAR,substitution,out,[],203083,,,1610612741,46,42,2022-10-20T00:29:57Z,2460000,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M46.00S,2022-10-20T00:29:52.8Z,2,REGULAR,substitution,in,[],202696,,,1610612741,46,42,2022-10-20T00:29:57Z,2470000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M37.00S,2022-10-20T00:30:20.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630172,26.62614980289093,13.725490196078432,1610612741,46,42,2022-10-20T00:30:29Z,2480000,181.0,198.0,1,left,MISS P. Williams 26' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,26.84,Missed,,,,,,,,,,,,,,,,,,
251,PT06M33.00S,2022-10-20T00:30:24.5Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,46,42,2022-10-20T00:30:29Z,2490000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,250.0,3.0,3.0,0.0,,,,,,,,,,,,
252,PT06M21.00S,2022-10-20T00:30:36.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.24901445466492,53.18627450980392,1610612748,46,42,2022-10-20T00:30:50Z,2500000,16.0,11.0,1,right,MISS B. Adebayo DUNK,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
253,PT06M20.00S,2022-10-20T00:30:37.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,46,42,2022-10-20T00:31:06Z,2510000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,252.0,,,,,,,,,,,,,,,
254,PT06M20.00S,2022-10-20T00:30:43.1Z,2,REGULAR,foul,personal,[],1628389,,,1610612741,46,42,2022-10-20T00:31:03Z,2520000,,,0,,B. Adebayo loose ball personal FOUL (1 PF),"[1628389, 202696]",1610612748.0,MIA,loose ball,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Vucevic,202696.0
256,PT06M08.00S,2022-10-20T00:31:09.7Z,2,REGULAR,2pt,Jump Shot,[],201942,22.552562417871222,45.09803921568628,1610612741,46,42,2022-10-20T00:31:24Z,2540000,25.0,159.0,1,left,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,16.14,Missed,,,,,,,,,,,,,,,,,,
257,PT06M05.00S,2022-10-20T00:31:12.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,46,42,2022-10-20T00:31:24Z,2550000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,,,256.0,4.0,4.0,0.0,,,,,,,,,,,,
258,PT06M02.00S,2022-10-20T00:31:15.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628389,93.38042049934296,49.754901960784316,1610612748,48,42,2022-10-20T00:31:34Z,2560000,-1.0,10.0,1,right,B. Adebayo running DUNK (2 PTS),[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,,2.0,,,,,,,,
259,PT05M49.00S,2022-10-20T00:31:28.3Z,2,REGULAR,3pt,Jump Shot,[],202696,21.895532194480946,90.44117647058823,1610612741,48,42,2022-10-20T00:31:38Z,2570000,-202.0,153.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
260,PT05M49.00S,2022-10-20T00:31:28.3Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,48,42,2022-10-20T00:31:38Z,2580000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,,259.0,1.0,1.0,0.0,,,,,,,,,,,,
261,PT05M33.00S,2022-10-20T00:31:44.2Z,2,REGULAR,3pt,Jump Shot,[],1628997,71.96123521681997,78.18627450980392,1610612748,48,42,2022-10-20T00:32:02Z,2590000,141.0,211.0,1,right,MISS C. Martin 25' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
