actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
349,PT08M11.00S,2022-10-22T01:02:20.7Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,61,67,2022-10-22T01:02:27Z,3390000,,,0,,B. Adebayo REBOUND (Off:3 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,348.0,4.0,1.0,3.0,,,,,
350,PT08M11.00S,2022-10-22T01:02:25.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612748,61,67,2022-10-22T01:03:00Z,3400000,,,0,,M. Brogdon personal FOUL (1 PF) (Lowry 2 FT),"[1627763, 200768]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,202007.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,
352,PT08M11.00S,2022-10-22T01:03:01.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],200768,,,1610612748,61,67,2022-10-22T01:03:01Z,3420000,,,0,,MISS K. Lowry Free Throw 1 of 2,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
353,PT08M11.00S,2022-10-22T01:03:01.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,61,67,2022-10-22T01:03:01Z,3430000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,352.0,,,,,,,,
354,PT08M11.00S,2022-10-22T01:03:16.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],200768,,,1610612748,62,67,2022-10-22T01:03:16Z,3440000,,,0,,K. Lowry Free Throw 2 of 2 (10 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,Made,10.0,,,,,,,,,
355,PT07M56.00S,2022-10-22T01:03:32.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.601182654402102,52.450980392156865,1610612738,62,69,2022-10-22T01:03:38Z,3450000,-12.0,0.0,1,left,J. Brown cutting Layup (20 PTS) (M. Brogdon 2 AST),"[1627759, 1627763]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,1.23,Made,20.0,,,,,M. Brogdon,1627763.0,2.0,,
357,PT07M33.00S,2022-10-22T01:03:56.2Z,3,REGULAR,3pt,Jump Shot,[],1629639,92.46057818659659,96.32352941176471,1610612748,62,69,2022-10-22T01:04:06Z,3470000,232.0,18.0,1,right,MISS T. Herro fadeaway 3PT,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,,,,,,23.23,Missed,,,,,,,,,,
358,PT07M33.00S,2022-10-22T01:03:56.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,62,69,2022-10-22T01:04:06Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,357.0,,,,,,,,
359,PT07M33.00S,2022-10-22T01:04:04.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612748,62,69,2022-10-22T01:04:17Z,3490000,,,0,,M. Brogdon loose ball personal FOUL (2 PF) (Adebayo 2 FT),"[1627763, 1628389]",1610612738.0,BOS,loose ball,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,201245.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
361,PT07M33.00S,2022-10-22T01:04:29.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628389,,,1610612748,63,69,2022-10-22T01:04:29Z,3510000,,,0,,B. Adebayo Free Throw 1 of 2 (13 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,Made,13.0,,,,,,,,,
362,PT07M33.00S,2022-10-22T01:04:47.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628389,,,1610612748,64,69,2022-10-22T01:04:47Z,3520000,,,0,,B. Adebayo Free Throw 2 of 2 (14 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,Made,14.0,,,,,,,,,
363,PT07M15.00S,2022-10-22T01:05:12.3Z,3,REGULAR,foul,offensive,['inpenalty'],201143,,,1610612738,64,69,2022-10-22T01:05:29Z,3530000,,,0,,A. Horford offensive FOUL (1 PF),"[201143, 200768]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,201245.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,
365,PT07M15.00S,2022-10-22T01:05:12.3Z,3,REGULAR,turnover,offensive foul,[],201143,,,1610612738,64,69,2022-10-22T01:05:12Z,3550000,,,0,,A. Horford offensive foul TURNOVER (2 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,201245.0,,,,,2.0,,,,,,,,,,,,,,
366,PT06M55.00S,2022-10-22T01:05:50.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200768,69.99014454664915,73.2843137254902,1610612748,67,69,2022-10-22T01:05:55Z,3560000,116.0,230.0,1,right,K. Lowry 25' 3PT  (13 PTS) (B. Adebayo 2 AST),"[200768, 1628389]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.74,Made,13.0,,,,,B. Adebayo,1628389.0,2.0,,
368,PT06M43.00S,2022-10-22T01:06:03.2Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,67,69,2022-10-22T01:06:10Z,3580000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 1628997]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,3.0,Martin,1628997.0,,,,,,,,,,,,
369,PT06M43.00S,2022-10-22T01:06:03.2Z,3,REGULAR,steal,,[],1628997,,,1610612748,67,69,2022-10-22T01:06:05Z,3590000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
370,PT06M39.00S,2022-10-22T01:06:08.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628389,92.72339027595268,53.18627450980392,1610612748,69,69,2022-10-22T01:06:37Z,3600000,16.0,16.0,1,right,B. Adebayo cutting DUNK (16 PTS) (K. Lowry 4 AST),"[1628389, 200768]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,2.25,Made,16.0,,,,,K. Lowry,200768.0,4.0,,
372,PT06M39.00S,2022-10-22T01:06:13.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,69,69,2022-10-22T01:06:13Z,3620000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M19.00S,2022-10-22T01:09:52.2Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,69,69,2022-10-22T01:24:04Z,3630000,,,0,,M. Smart bad pass TURNOVER (4 TO),"[203935, 200768]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,4.0,Lowry,200768.0,,,,,,,,,,,,
374,PT06M19.00S,2022-10-22T01:09:52.2Z,3,REGULAR,steal,,[],200768,,,1610612748,69,69,2022-10-22T01:09:54Z,3640000,,,0,,K. Lowry STEAL (2 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
375,PT06M03.00S,2022-10-22T01:10:13.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,69,69,2022-10-22T01:10:21Z,3650000,,,0,,M. Smart shooting personal FOUL (2 PF) (Lowry 2 FT),"[203935, 200768]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,202007.0,2.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,
377,PT06M03.00S,2022-10-22T01:10:42.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],200768,,,1610612748,70,69,2022-10-22T01:10:42Z,3670000,,,0,,K. Lowry Free Throw 1 of 2 (14 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,Made,14.0,,,,,,,,,
378,PT06M03.00S,2022-10-22T01:10:58.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],200768,,,1610612748,71,69,2022-10-22T01:10:58Z,3680000,,,0,,K. Lowry Free Throw 2 of 2 (15 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,Made,15.0,,,,,,,,,
379,PT05M47.00S,2022-10-22T01:11:17.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.783837056504599,54.166666666666664,1610612738,71,69,2022-10-22T01:11:25Z,3690000,-21.0,11.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 200768]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,2.37,Missed,,,,,,,,,Lowry,200768.0
380,PT05M47.00S,2022-10-22T01:11:17.5Z,3,REGULAR,block,,[],200768,,,1610612738,71,69,2022-10-22T01:11:20Z,3700000,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
381,PT05M43.00S,2022-10-22T01:11:21.5Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,71,69,2022-10-22T01:11:25Z,3710000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,379.0,4.0,3.0,1.0,,,,,
382,PT05M42.00S,2022-10-22T01:11:22.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,7.178055190538765,56.372549019607845,1610612738,71,69,2022-10-22T01:15:37Z,3720000,-32.0,15.0,1,left,MISS J. Brown Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,3.53,Missed,,,,,,,,,,
383,PT05M40.00S,2022-10-22T01:11:24.1Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,71,69,2022-10-22T01:11:29Z,3730000,,,0,,C. Martin REBOUND (Off:2 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,382.0,5.0,3.0,2.0,,,,,
384,PT05M39.00S,2022-10-22T01:11:25.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,91.5407358738502,57.35294117647059,1610612748,71,69,2022-10-22T01:11:40Z,3740000,37.0,27.0,1,right,MISS C. Martin driving bank Shot - blocked,"[1628997, 1628369]",1610612748.0,MIA,driving bank,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.56,Missed,,,,,,,,,Tatum,1628369.0
385,PT05M39.00S,2022-10-22T01:11:25.6Z,3,REGULAR,block,,[],1628369,,,1610612748,71,69,2022-10-22T01:11:28Z,3750000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
386,PT05M39.00S,2022-10-22T01:11:25.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,71,69,2022-10-22T01:11:40Z,3760000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,384.0,,,,,,,,
387,PT05M39.00S,2022-10-22T01:11:40.2Z,3,REGULAR,foul,personal,[],1628997,,,1610612738,71,69,2022-10-22T01:11:55Z,3770000,,,0,,C. Martin loose ball personal FOUL (2 PF),"[1628997, 201143]",1610612748.0,MIA,loose ball,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,1162.0,2.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,
389,PT05M39.00S,2022-10-22T01:11:48.2Z,3,REGULAR,substitution,out,[],202710,,,1610612738,71,69,2022-10-22T01:11:56Z,3790000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M39.00S,2022-10-22T01:11:48.2Z,3,REGULAR,substitution,in,[],1629622,,,1610612738,71,69,2022-10-22T01:11:56Z,3800000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M24.00S,2022-10-22T01:12:10.4Z,3,REGULAR,3pt,Jump Shot,[],1627763,14.14257555847569,2.696078431372549,1610612738,71,69,2022-10-22T01:12:22Z,3810000,237.0,80.0,1,left,MISS M. Brogdon 24' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Right Corner 3,24+ Right,,,,,,,,,24.98,Missed,,,,,,,,,,
392,PT05M21.00S,2022-10-22T01:12:13.4Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,71,69,2022-10-22T01:12:22Z,3820000,,,0,,J. Tatum REBOUND (Off:1 Def:0),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,391.0,1.0,0.0,1.0,,,,,
393,PT05M21.00S,2022-10-22T01:12:20.9Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,71,69,2022-10-22T01:12:28Z,3830000,,,0,,J. Brown step out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,step,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,202007.0,,,,,1.0,,,,,,,,,,,,,,
394,PT05M12.00S,2022-10-22T01:12:34.5Z,3,REGULAR,foul,offensive,[],1628389,,,1610612748,71,69,2022-10-22T01:12:40Z,3840000,,,0,,B. Adebayo offensive FOUL (4 PF),"[1628389, 203935]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,202007.0,4.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
396,PT05M12.00S,2022-10-22T01:12:34.5Z,3,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,71,69,2022-10-22T01:12:34Z,3860000,,,0,,B. Adebayo offensive foul TURNOVER (5 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,202007.0,,,,,5.0,,,,,,,,,,,,,,
399,PT05M12.00S,2022-10-22T01:13:04.0Z,3,REGULAR,foul,technical,['1freethrow'],1628389,,,1610612738,71,69,2022-10-22T01:13:17Z,3890000,,,0,,B. Adebayo technical FOUL (1 Tech),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,202007.0,4.0,1.0,,,,,,,,,,,,,,,,,
400,PT05M12.00S,2022-10-22T01:13:19.1Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,71,70,2022-10-22T01:13:19Z,3900000,,,0,,J. Tatum technical Free Throw 1 of 1 (16 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,Made,16.0,,,,,,,,,
401,PT05M12.00S,2022-10-22T01:13:20.2Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,71,70,2022-10-22T01:13:22Z,3910000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M12.00S,2022-10-22T01:13:20.2Z,3,REGULAR,substitution,in,[],203473,,,1610612738,71,70,2022-10-22T01:13:22Z,3920000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M57.00S,2022-10-22T01:13:48.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628369,9.280551905387648,43.38235294117647,1610612738,71,72,2022-10-22T01:13:55Z,3930000,33.0,35.0,1,left,J. Tatum driving Hook (18 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.8,Made,18.0,,,,,,,,,
404,PT04M38.00S,2022-10-22T01:14:06.1Z,3,REGULAR,3pt,Jump Shot,[],200768,67.36202365308804,55.14705882352941,1610612748,71,72,2022-10-22T01:14:14Z,3940000,26.0,254.0,1,right,MISS K. Lowry 25' step back 3PT,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,,,,,,25.56,Missed,,,,,,,,,,
405,PT04M36.00S,2022-10-22T01:14:08.1Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,71,72,2022-10-22T01:14:14Z,3950000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,404.0,1.0,1.0,0.0,,,,,
406,PT04M25.00S,2022-10-22T01:14:20.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,29.25427069645204,79.41176470588235,1610612738,71,75,2022-10-22T01:14:43Z,3960000,-147.0,222.0,1,left,J. Tatum 26' 3PT pullup (21 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.67,Made,21.0,,,,,,,,,
407,PT04M25.00S,2022-10-22T01:14:28.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,71,75,2022-10-22T01:14:28Z,3970000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M25.00S,2022-10-22T01:16:37.4Z,3,REGULAR,substitution,out,[],201143,,,1610612748,71,75,2022-10-22T01:17:34Z,3980000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M25.00S,2022-10-22T01:16:37.4Z,3,REGULAR,substitution,in,[],203943,,,1610612748,71,75,2022-10-22T01:17:34Z,3990000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M04.00S,2022-10-22T01:18:07.1Z,3,REGULAR,3pt,Jump Shot,[],1629639,65.78515111695138,47.30392156862745,1610612748,71,75,2022-10-22T01:29:08Z,4000000,-13.0,269.0,1,right,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,,,26.94,Missed,,,,,,,,,,
411,PT04M00.00S,2022-10-22T01:18:10.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,71,75,2022-10-22T01:18:10Z,4010000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,410.0,2.0,1.0,1.0,,,,,
412,PT03M52.00S,2022-10-22T01:18:18.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,17.296320630749015,36.76470588235294,1610612738,71,77,2022-10-22T01:18:28Z,4020000,66.0,110.0,1,left,J. Brown 12' pullup Jump Shot (22 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,12.85,Made,22.0,,,,,M. Smart,203935.0,3.0,,
414,PT03M41.00S,2022-10-22T01:18:34.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203943,,,1610612748,71,77,2022-10-22T01:18:41Z,4040000,,,0,,N. Vonleh personal FOUL (2 PF) (Lowry 2 FT),"[203943, 200768]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,8-16 Right,1162.0,2.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,
416,PT03M41.00S,2022-10-22T01:19:04.7Z,3,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,72,77,2022-10-22T01:19:04Z,4060000,,,0,,K. Lowry Free Throw 1 of 2 (16 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,Made,16.0,,,,,,,,,
417,PT03M41.00S,2022-10-22T01:19:05.3Z,3,REGULAR,substitution,out,[],1629639,,,1610612748,72,77,2022-10-22T01:19:16Z,4070000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M41.00S,2022-10-22T01:19:05.3Z,3,REGULAR,substitution,out,[],1628997,,,1610612748,72,77,2022-10-22T01:19:16Z,4080000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M41.00S,2022-10-22T01:19:05.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612748,72,77,2022-10-22T01:19:16Z,4090000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M41.00S,2022-10-22T01:19:05.3Z,3,REGULAR,substitution,in,[],1629216,,,1610612748,72,77,2022-10-22T01:19:16Z,4100000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M41.00S,2022-10-22T01:19:05.3Z,3,REGULAR,substitution,in,[],202710,,,1610612748,72,77,2022-10-22T01:19:16Z,4110000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M41.00S,2022-10-22T01:19:05.3Z,3,REGULAR,substitution,in,[],1629684,,,1610612748,72,77,2022-10-22T01:19:16Z,4120000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M41.00S,2022-10-22T01:19:30.1Z,3,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,73,77,2022-10-22T01:19:30Z,4130000,,,0,,K. Lowry Free Throw 2 of 2 (17 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,Made,17.0,,,,,,,,,
424,PT03M27.00S,2022-10-22T01:19:46.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,5.601182654402102,4.166666666666666,1610612738,73,77,2022-10-22T01:20:03Z,4140000,229.0,0.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,,,,,,22.92,Missed,,,,,,,,,,
425,PT03M25.00S,2022-10-22T01:19:48.8Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,73,77,2022-10-22T01:20:03Z,4150000,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,424.0,6.0,4.0,2.0,,,,,
426,PT03M18.00S,2022-10-22T01:19:55.7Z,3,REGULAR,3pt,Jump Shot,[],203473,67.7562417871222,66.42156862745098,1610612748,73,77,2022-10-22T01:20:10Z,4160000,82.0,251.0,1,right,MISS D. Dedmon 26' 3PT,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.37,Missed,,,,,,,,,,
427,PT03M15.00S,2022-10-22T01:19:58.7Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,73,77,2022-10-22T01:20:10Z,4170000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,426.0,3.0,3.0,0.0,,,,,
428,PT03M09.00S,2022-10-22T01:20:03.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,7.5722733245729295,59.55882352941176,1610612738,73,77,2022-10-22T01:20:16Z,4180000,-48.0,19.0,1,left,MISS M. Brogdon driving floating bank Shot,[1627763],1610612738.0,BOS,driving floating bank,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.13,Missed,,,,,,,,,,
429,PT03M08.00S,2022-10-22T01:20:05.9Z,3,REGULAR,rebound,offensive,[],1627763,,,1610612738,73,77,2022-10-22T01:20:05Z,4190000,,,0,,M. Brogdon REBOUND (Off:1 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,428.0,2.0,1.0,1.0,,,,,
430,PT03M03.00S,2022-10-22T01:20:10.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,6.521024967148489,46.32352941176471,1610612738,73,79,2022-10-22T01:20:20Z,4200000,18.0,9.0,1,left,J. Tatum driving finger roll Layup (23 PTS) (G. Williams 2 AST),"[1628369, 1629684]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,2.04,Made,23.0,,,,,G. Williams,1629684.0,2.0,,
432,PT02M49.00S,2022-10-22T01:20:24.6Z,3,REGULAR,2pt,Jump Shot,[],203473,91.14651773981603,70.09803921568627,1610612748,73,79,2022-10-22T01:20:43Z,4220000,100.0,31.0,1,right,MISS D. Dedmon 10' turnaround fadeaway Shot,[203473],1610612748.0,MIA,turnaround fadeaway,,,Dedmon,D. Dedmon,,,,,Mid-Range,8-16 Right,,,,,,,,,10.51,Missed,,,,,,,,,,
433,PT02M48.00S,2022-10-22T01:20:25.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,73,79,2022-10-22T01:20:33Z,4230000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,432.0,3.0,2.0,1.0,,,,,
434,PT02M46.00S,2022-10-22T01:20:31.2Z,3,REGULAR,foul,offensive,['inpenalty'],203943,,,1610612738,73,79,2022-10-22T01:20:36Z,4240000,,,0,,N. Vonleh offensive FOUL (3 PF),"[203943, 1629622]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,1162.0,3.0,0.0,Strus,1629622.0,,,,,,,,,,,,,,,
