actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
343,PT08M17.00S,2022-11-03T00:56:48.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,62,56,2022-11-03T00:56:54Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,341.0,,,,,,,,,,,,,,,,,
345,PT08M11.00S,2022-11-03T00:57:05.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,9.280551905387648,4.411764705882353,1610612758,62,59,2022-11-03T00:57:11Z,3430000,228.0,35.0,1,left,D. Mitchell 3PT  (5 PTS) (K. Murray 3 AST),"[1630558, 1631099]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,23.05,Made,,,,,5.0,K. Murray,1631099.0,3.0,,,,,,,,,,
347,PT07M43.00S,2022-11-03T00:57:33.6Z,3,REGULAR,2pt,Jump Shot,[],1629639,94.30026281208936,23.774509803921568,1610612748,62,59,2022-11-03T00:57:37Z,3450000,-131.0,1.0,1,right,MISS T. Herro 13' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,13.11,Missed,,,,,,,,,,,,,,,,,,
348,PT07M42.00S,2022-11-03T00:57:34.6Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,62,59,2022-11-03T00:57:37Z,3460000,,,0,,D. Sabonis REBOUND (Off:0 Def:11),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,347.0,11.0,11.0,0.0,,,,,,,,,,,,,,
349,PT07M36.00S,2022-11-03T00:57:45.0Z,3,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612758,62,59,2022-11-03T00:57:53Z,3470000,,,0,,C. Martin shooting personal FOUL (2 PF) (Barnes 2 FT),"[1628997, 203084]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1193.0,,,,2.0,0.0,Barnes,203084.0,,
351,PT07M36.00S,2022-11-03T00:58:16.2Z,3,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,62,60,2022-11-03T00:58:16Z,3490000,,,0,,H. Barnes Free Throw 1 of 2 (9 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
352,PT07M36.00S,2022-11-03T00:58:32.8Z,3,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,62,61,2022-11-03T00:58:32Z,3500000,,,0,,H. Barnes Free Throw 2 of 2 (10 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
353,PT07M16.00S,2022-11-03T00:58:53.2Z,3,REGULAR,3pt,Jump Shot,[],1629639,72.88107752956637,85.7843137254902,1610612748,62,61,2022-11-03T00:59:00Z,3510000,179.0,202.0,1,right,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,27.01,Missed,,,,,,,,,,,,,,,,,,
354,PT07M14.00S,2022-11-03T00:58:55.2Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,62,61,2022-11-03T00:59:00Z,3520000,,,0,,D. Sabonis REBOUND (Off:0 Def:12),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,353.0,12.0,12.0,0.0,,,,,,,,,,,,,,
355,PT07M07.00S,2022-11-03T00:59:03.0Z,3,REGULAR,3pt,Jump Shot,[],1631099,22.026938239159,8.57843137254902,1610612758,62,61,2022-11-03T00:59:08Z,3530000,207.0,155.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.84,Missed,,,,,,,,,,,,,,,,,,
356,PT07M04.00S,2022-11-03T00:59:06.0Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,62,61,2022-11-03T00:59:08Z,3540000,,,0,,B. Adebayo REBOUND (Off:0 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,355.0,8.0,8.0,0.0,,,,,,,,,,,,,,
357,PT07M01.00S,2022-11-03T00:59:08.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629622,93.77463863337714,54.166666666666664,1610612748,64,61,2022-11-03T00:59:16Z,3550000,21.0,6.0,1,right,M. Strus running Layup (5 PTS) (K. Lowry 3 AST),"[1629622, 200768]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,5.0,K. Lowry,200768.0,3.0,,,,,,,,,,
359,PT06M44.00S,2022-11-03T00:59:25.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,7.30946123521682,59.068627450980394,1610612758,64,61,2022-11-03T00:59:29Z,3570000,-45.0,16.0,1,left,MISS D. Sabonis Hook,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
360,PT06M42.00S,2022-11-03T00:59:27.2Z,3,REGULAR,rebound,offensive,[],203084,,,1610612758,64,61,2022-11-03T00:59:27Z,3580000,,,0,,H. Barnes REBOUND (Off:2 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,359.0,3.0,1.0,2.0,,,,,,,,,,,,,,
361,PT06M41.00S,2022-11-03T00:59:28.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631099,32.53942181340342,38.23529411764706,1610612758,64,61,2022-11-03T00:59:35Z,3590000,59.0,253.0,1,left,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
362,PT06M38.00S,2022-11-03T00:59:31.5Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,64,61,2022-11-03T00:59:35Z,3600000,,,0,,T. Herro REBOUND (Off:0 Def:6),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,361.0,6.0,6.0,0.0,,,,,,,,,,,,,,
363,PT06M27.00S,2022-11-03T00:59:42.8Z,3,REGULAR,3pt,Jump Shot,[],200768,72.09264126149803,76.9607843137255,1610612748,64,61,2022-11-03T00:59:48Z,3610000,135.0,210.0,1,right,MISS K. Lowry 24' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,,
364,PT06M25.00S,2022-11-03T00:59:44.8Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,64,61,2022-11-03T00:59:48Z,3620000,,,0,,H. Barnes REBOUND (Off:2 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,363.0,4.0,2.0,2.0,,,,,,,,,,,,,,
365,PT06M22.00S,2022-11-03T00:59:52.1Z,3,REGULAR,foul,personal,[],200768,,,1610612758,64,61,2022-11-03T01:00:05Z,3630000,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 1627734]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626300.0,,,,1.0,0.0,Sabonis,1627734.0,,
367,PT06M22.00S,2022-11-03T01:00:01.0Z,3,REGULAR,substitution,out,[],1631099,,,1610612758,64,61,2022-11-03T01:00:05Z,3650000,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT06M22.00S,2022-11-03T01:00:01.0Z,3,REGULAR,substitution,in,[],1626168,,,1610612758,64,61,2022-11-03T01:00:05Z,3660000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M10.00S,2022-11-03T01:00:23.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,12.171484888304862,48.77450980392157,1610612758,64,63,2022-11-03T01:00:32Z,3670000,6.0,62.0,1,left,D. Sabonis 6' fadeaway Jump Shot (13 PTS),[1627734],1610612758.0,SAC,fadeaway,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,6.22,Made,,,,,13.0,,,,,,,,,,,,,
372,PT05M56.00S,2022-11-03T01:00:46.9Z,3,REGULAR,foul,personal,[],1628989,,,1610612748,64,63,2022-11-03T01:01:00Z,3700000,,,0,,K. Huerter personal FOUL (3 PF),"[1628989, 1629622]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2715.0,,,,3.0,0.0,Strus,1629622.0,,
374,PT05M48.00S,2022-11-03T01:01:06.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,93.38042049934296,46.07843137254902,1610612748,66,63,2022-11-03T01:01:12Z,3720000,-20.0,10.0,1,right,M. Strus cutting Layup (7 PTS) (B. Adebayo 4 AST),"[1629622, 1628389]",1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,7.0,B. Adebayo,1628389.0,4.0,,,,,,,,,,
376,PT05M23.00S,2022-11-03T01:01:31.1Z,3,REGULAR,2pt,Jump Shot,[],1630558,20.45006570302234,70.34313725490196,1610612758,66,63,2022-11-03T01:01:37Z,3740000,-102.0,140.0,1,left,MISS D. Mitchell 17' pullup Shot - blocked,"[1630558, 1629639]",1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,17.28,Missed,,,,,,,,,,,,,,,,,Herro,1629639.0
377,PT05M23.00S,2022-11-03T01:01:31.1Z,3,REGULAR,block,,[],1629639,,,1610612758,66,63,2022-11-03T01:01:33Z,3750000,,,0,,T. Herro BLOCK (2 BLK),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
378,PT05M20.00S,2022-11-03T01:01:34.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,66,63,2022-11-03T01:01:37Z,3760000,,,0,,B. Adebayo REBOUND (Off:0 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,376.0,9.0,9.0,0.0,,,,,,,,,,,,,,
379,PT05M12.00S,2022-11-03T01:01:47.6Z,3,REGULAR,foul,offensive,[],200768,,,1610612748,66,63,2022-11-03T01:02:19Z,3770000,,,0,,K. Lowry charge offensive FOUL (2 PF),"[200768, 1630558]",1610612748.0,MIA,charge,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2715.0,,,,2.0,0.0,Mitchell,1630558.0,,
381,PT05M12.00S,2022-11-03T01:01:47.6Z,3,REGULAR,turnover,offensive foul,[],200768,,,1610612748,66,63,2022-11-03T01:01:47Z,3790000,,,0,,K. Lowry offensive foul TURNOVER (2 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2715.0,2.0,,,,,,,,
382,PT05M12.00S,2022-11-03T01:01:56.6Z,3,REGULAR,substitution,out,[],1628389,,,1610612758,66,63,2022-11-03T01:02:09Z,3800000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT05M12.00S,2022-11-03T01:01:56.6Z,3,REGULAR,substitution,out,[],1629622,,,1610612758,66,63,2022-11-03T01:02:09Z,3810000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT05M12.00S,2022-11-03T01:01:56.6Z,3,REGULAR,substitution,out,[],1628989,,,1610612758,66,63,2022-11-03T01:02:09Z,3820000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT05M12.00S,2022-11-03T01:01:56.6Z,3,REGULAR,substitution,out,[],1630558,,,1610612758,66,63,2022-11-03T01:02:09Z,3830000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M12.00S,2022-11-03T01:01:56.6Z,3,REGULAR,substitution,in,[],1629130,,,1610612758,66,63,2022-11-03T01:02:09Z,3840000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M12.00S,2022-11-03T01:01:56.6Z,3,REGULAR,substitution,in,[],203473,,,1610612758,66,63,2022-11-03T01:02:09Z,3850000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M12.00S,2022-11-03T01:01:56.6Z,3,REGULAR,substitution,in,[],1628370,,,1610612758,66,63,2022-11-03T01:02:09Z,3860000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M12.00S,2022-11-03T01:01:56.6Z,3,REGULAR,substitution,in,[],203521,,,1610612758,66,63,2022-11-03T01:02:09Z,3870000,,,0,,SUB in: M. Dellavedova,[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT04M50.00S,2022-11-03T01:02:26.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,27.677398160315374,79.16666666666666,1610612758,66,66,2022-11-03T01:03:40Z,3880000,-146.0,208.0,1,left,M. Monk 25' 3PT pullup (10 PTS),[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,25.38,Made,,,,,10.0,,,,,,,,,,,,,
391,PT04M25.00S,2022-11-03T01:02:50.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.9060446780552,54.41176470588235,1610612748,68,66,2022-11-03T01:02:54Z,3890000,22.0,5.0,1,right,T. Herro cutting Layup (11 PTS) (D. Dedmon 1 AST),"[1629639, 203473]",1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,11.0,D. Dedmon,203473.0,1.0,,,,,,,,,,
393,PT04M16.00S,2022-11-03T01:03:00.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,6.389618922470433,54.41176470588235,1610612758,68,68,2022-11-03T01:03:14Z,3910000,-22.0,8.0,1,left,M. Monk driving Layup (12 PTS) (D. Sabonis 5 AST),"[1628370, 1627734]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,12.0,D. Sabonis,1627734.0,5.0,,,,,,,,,,
395,PT03M55.00S,2022-11-03T01:03:20.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628997,93.9060446780552,50.73529411764706,1610612748,70,68,2022-11-03T01:03:29Z,3930000,4.0,5.0,1,right,C. Martin cutting DUNK (6 PTS) (D. Robinson 1 AST),"[1628997, 1629130]",1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,6.0,D. Robinson,1629130.0,1.0,,,,,,,,,,
397,PT03M39.00S,2022-11-03T01:03:37.3Z,3,REGULAR,3pt,Jump Shot,[],1628370,27.54599211563732,80.88235294117648,1610612758,70,71,2022-11-03T01:03:43Z,3950000,-154.0,206.0,1,left,M. Monk 25' 3PT step back (15 PTS),[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,25.78,Made,,,,,15.0,,,,,,,,,,,,,
398,PT03M21.00S,2022-11-03T01:03:54.9Z,3,REGULAR,2pt,Jump Shot,[],1629639,81.553876478318,68.87254901960785,1610612748,72,71,2022-11-03T01:04:01Z,3960000,94.0,121.0,1,right,T. Herro 15' pullup Jump Shot (13 PTS) (K. Lowry 4 AST),"[1629639, 200768]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,15.34,Made,,,,,13.0,K. Lowry,200768.0,4.0,,,,,,,,,,
399,PT03M10.00S,2022-11-03T01:04:06.6Z,3,REGULAR,3pt,Jump Shot,[],1627734,27.54599211563732,20.833333333333336,1610612758,72,74,2022-11-03T01:04:20Z,3970000,146.0,206.0,1,left,D. Sabonis 25' 3PT  (16 PTS) (M. Monk 5 AST),"[1627734, 1628370]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,25.27,Made,,,,,16.0,M. Monk,1628370.0,5.0,,,,,,,,,,
402,PT03M10.00S,2022-11-03T01:04:25.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,72,74,2022-11-03T01:04:27Z,3990000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT03M10.00S,2022-11-03T01:06:31.1Z,3,REGULAR,substitution,out,[],200768,,,1610612748,72,74,2022-11-03T01:06:55Z,4000000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT03M10.00S,2022-11-03T01:06:31.1Z,3,REGULAR,substitution,out,[],1627734,,,1610612748,72,74,2022-11-03T01:06:55Z,4010000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M10.00S,2022-11-03T01:06:31.1Z,3,REGULAR,substitution,out,[],203084,,,1610612748,72,74,2022-11-03T01:06:55Z,4020000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M10.00S,2022-11-03T01:06:31.1Z,3,REGULAR,substitution,in,[],1629216,,,1610612748,72,74,2022-11-03T01:06:55Z,4030000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M10.00S,2022-11-03T01:06:31.1Z,3,REGULAR,substitution,in,[],1626158,,,1610612748,72,74,2022-11-03T01:06:55Z,4040000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M10.00S,2022-11-03T01:06:31.1Z,3,REGULAR,substitution,in,[],1631099,,,1610612748,72,74,2022-11-03T01:06:55Z,4050000,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT02M49.00S,2022-11-03T01:07:26.4Z,3,REGULAR,2pt,Jump Shot,[],1629130,77.4802890932983,55.88235294117647,1610612748,72,74,2022-11-03T01:07:34Z,4060000,29.0,159.0,1,right,MISS D. Robinson 16' fadeaway Shot,[1629130],1610612748.0,MIA,fadeaway,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Center,16.19,Missed,,,,,,,,,,,,,,,,,,
410,PT02M48.00S,2022-11-03T01:07:27.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,72,74,2022-11-03T01:07:34Z,4070000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,16-24 Center,,,409.0,,,,,,,,,,,,,,,,,
411,PT02M48.00S,2022-11-03T01:07:34.3Z,3,REGULAR,foul,personal,[],203473,,,1610612758,72,74,2022-11-03T01:07:52Z,4080000,,,0,,D. Dedmon loose ball personal FOUL (3 PF),"[203473, 1626158]",1610612748.0,MIA,loose ball,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,,,,3.0,0.0,Holmes,1626158.0,,
413,PT02M25.00S,2022-11-03T01:08:01.2Z,3,REGULAR,3pt,Jump Shot,[],1626168,6.389618922470433,2.941176470588235,1610612758,72,74,2022-11-03T01:08:07Z,4100000,235.0,8.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
414,PT02M23.00S,2022-11-03T01:08:03.2Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,72,74,2022-11-03T01:08:07Z,4110000,,,0,,T. Herro REBOUND (Off:0 Def:7),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,413.0,7.0,7.0,0.0,,,,,,,,,,,,,,
415,PT02M16.00S,2022-11-03T01:08:11.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.11760840998686,46.568627450980394,1610612748,72,74,2022-11-03T01:08:15Z,4120000,-17.0,12.0,1,right,MISS T. Herro driving Layup - blocked,"[1629639, 1628370]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,Monk,1628370.0
416,PT02M16.00S,2022-11-03T01:08:11.1Z,3,REGULAR,block,,[],1628370,,,1610612748,72,74,2022-11-03T01:08:13Z,4130000,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
417,PT02M13.00S,2022-11-03T01:08:14.1Z,3,REGULAR,rebound,defensive,[],203521,,,1610612758,72,74,2022-11-03T01:08:15Z,4140000,,,0,,M. Dellavedova REBOUND (Off:0 Def:1),[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,Restricted Area,0-8 Center,,,415.0,1.0,1.0,0.0,,,,,,,,,,,,,,
418,PT02M12.00S,2022-11-03T01:08:15.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,29.38567674113009,22.794117647058822,1610612758,72,74,2022-11-03T01:08:49Z,4150000,136.0,224.0,1,left,MISS M. Monk 26' running 3PT,[1628370],1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
419,PT02M08.00S,2022-11-03T01:08:19.7Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,72,74,2022-11-03T01:08:26Z,4160000,,,0,,D. Dedmon REBOUND (Off:1 Def:6),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Right Center,,,418.0,7.0,6.0,1.0,,,,,,,,,,,,,,
420,PT02M04.00S,2022-11-03T01:08:25.3Z,3,REGULAR,violation,kicked ball,[],1628370,,,1610612748,72,74,2022-11-03T01:08:40Z,4170000,,,0,,M. Monk kicked ball VIOLATION,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,2715.0,,,,,,,,,
421,PT02M04.00S,2022-11-03T01:09:12.3Z,3,REGULAR,foul,personal,['1freethrow'],1628370,,,1610612748,72,74,2022-11-03T01:15:15Z,4180000,,,0,,M. Monk away-from-play personal FOUL (2 PF) (Vincent 1 FT),"[1628370, 1629216]",1610612758.0,SAC,away-from-play,,,Monk,M. Monk,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2715.0,,,,2.0,0.0,Vincent,1629216.0,,
423,PT02M04.00S,2022-11-03T01:09:25.1Z,3,REGULAR,freethrow,1 of 1,[],1629130,,,1610612748,73,74,2022-11-03T01:09:25Z,4200000,,,0,,D. Robinson away-from-play Free Throw 1 of 1 (4 PTS),[1629130],1610612748.0,MIA,away-from-play,,,Robinson,D. Robinson,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
424,PT01M54.00S,2022-11-03T01:09:33.8Z,3,REGULAR,3pt,Jump Shot,[],1629130,87.20433639947439,3.1862745098039214,1610612748,73,74,2022-11-03T01:09:40Z,4210000,-234.0,68.0,1,right,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,24.37,Missed,,,,,,,,,,,,,,,,,,
425,PT01M51.00S,2022-11-03T01:09:36.8Z,3,REGULAR,rebound,offensive,[],1629639,,,1610612748,73,74,2022-11-03T01:09:40Z,4220000,,,0,,T. Herro REBOUND (Off:1 Def:7),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,424.0,8.0,7.0,1.0,,,,,,,,,,,,,,
426,PT01M50.00S,2022-11-03T01:09:38.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,92.19776609724047,3.1862745098039214,1610612748,73,74,2022-11-03T01:09:43Z,4230000,-234.0,21.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,23.5,Missed,,,,,,,,,,,,,,,,,,
427,PT01M50.00S,2022-11-03T01:09:38.4Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612758,73,74,2022-11-03T01:09:43Z,4240000,,,0,,T. Lyles REBOUND (Off:0 Def:4),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,,,426.0,4.0,4.0,0.0,,,,,,,,,,,,,,
428,PT01M45.00S,2022-11-03T01:09:46.6Z,3,REGULAR,turnover,discontinued dribble,[],1628370,,,1610612758,73,74,2022-11-03T01:09:53Z,4250000,,,0,,M. Monk discontinued dribble TURNOVER (2 TO),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2715.0,2.0,,,,,,,,
429,PT01M23.00S,2022-11-03T01:10:20.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,91.80354796320631,96.32352941176471,1610612748,73,74,2022-11-03T01:10:26Z,4260000,232.0,25.0,1,right,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
430,PT01M18.00S,2022-11-03T01:10:25.2Z,3,REGULAR,rebound,offensive,[],203473,,,1610612748,73,74,2022-11-03T01:10:26Z,4270000,,,0,,D. Dedmon REBOUND (Off:2 Def:6),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Right Corner 3,24+ Right,,,429.0,8.0,6.0,2.0,,,,,,,,,,,,,,
