actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-02-11T01:13:41.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-11T01:13:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-02-11T01:13:45.1Z,1,REGULAR,jumpball,recovered,[],1628997,,,1610612748,0,0,2023-02-11T01:13:45Z,40000,False,,,0,,Jump Ball B. Adebayo vs. J. Smith Jr.: Tip to C. Martin,"[1628997, 1628389, 1631095]",1610612748.0,MIA,startperiod,C. Martin,1628997.0,Martin,C. Martin,Adebayo,1628389.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-02-11T01:13:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,10.726018396846255,45.83333333333333,1610612748,0,0,2023-02-11T01:14:08Z,70000,False,21.0,48.0,1,left,MISS T. Herro cutting Layup - blocked,"[1629639, 1630231]",1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,Martin Jr.,1630231.0,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-02-11T01:13:59.8Z,1,REGULAR,block,,[],1630231,,,1610612748,0,0,2023-02-11T01:14:03Z,80000,False,,,0,,K. Martin Jr. BLOCK (1 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M37.00S,2023-02-11T01:14:03.8Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,0,0,2023-02-11T01:14:48Z,90000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M24.00S,2023-02-11T01:14:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,92.46057818659659,45.83333333333333,1610612745,0,0,2023-02-11T01:14:30Z,100000,False,-21.0,18.0,1,right,MISS J. Tate driving Layup,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,
12,PT11M24.00S,2023-02-11T01:14:22.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,0,0,2023-02-11T01:14:30Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,10.0,,,,,,,,,,,,,,,
14,PT11M17.00S,2023-02-11T01:14:37.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,87.77923784494087,4.633884803921575,1610612745,0,0,2023-02-11T01:17:18Z,140000,False,-227.0,62.0,1,right,MISS J. Green fadeaway 3PT,[1630224],1610612745.0,HOU,fadeaway,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.52,Missed,,,,,,,,,,,,,,,,,,
15,PT11M14.00S,2023-02-11T01:14:40.3Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,0,0,2023-02-11T01:14:44Z,150000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT11M03.00S,2023-02-11T01:14:51.5Z,1,REGULAR,3pt,Jump Shot,[],1628997,4.681340341655716,95.58823529411765,1610612748,3,0,2023-02-11T01:15:02Z,160000,False,-228.0,-8.0,1,left,C. Martin 3PT  (3 PTS) (T. Herro 1 AST),"[1628997, 1629639]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,22.81,Made,,,,,,,3.0,T. Herro,1629639.0,1.0,,,,,,,,
