actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-04T01:12:52.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-04T01:12:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-04T01:12:56.4Z,1,REGULAR,jumpball,recovered,[],203944,,,1610612752,0,0,2023-03-04T01:12:56Z,40000,False,,,0,,Jump Ball M. Robinson vs. B. Adebayo: Tip to J. Randle,"[203944, 1629011, 1628389]",1610612752.0,NYK,startperiod,J. Randle,203944.0,Randle,J. Randle,Robinson,1629011.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2023-03-04T01:13:14.5Z,1,REGULAR,3pt,Jump Shot,[],203944,85.49605781865965,96.07843137254902,1610612752,0,0,2023-03-04T01:13:20Z,70000,False,230.0,84.0,1,right,MISS J. Randle 24' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,24.52,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2023-03-04T01:13:17.5Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,0,0,2023-03-04T01:13:20Z,80000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2023-03-04T01:13:21.7Z,1,REGULAR,3pt,Jump Shot,[],1629639,25.18068331143233,12.990196078431374,1610612748,3,0,2023-03-04T01:13:42Z,90000,False,185.0,184.0,1,left,T. Herro 26' 3PT  (3 PTS) (G. Vincent 1 AST),"[1629639, 1629216]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,26.11,Made,,,,,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,,
11,PT11M07.00S,2023-03-04T01:13:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,84.31340341655716,43.38235294117647,1610612752,3,2,2023-03-04T01:13:52Z,110000,False,-33.0,95.0,1,right,R. Barrett 10' step back Jump Shot (2 PTS),[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,10.06,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M01.00S,2023-03-04T01:13:54.6Z,1,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,3,2,2023-03-04T01:21:29Z,120000,False,,,0,,B. Adebayo lost ball out-of-bounds TURNOVER (1 TO),[1628389],1610612748.0,MIA,lost ball,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,201246.0,1.0,,,,,,,,
13,PT10M41.00S,2023-03-04T01:14:15.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629628,90.3580814717477,61.76470588235294,1610612752,3,2,2023-03-04T01:14:21Z,130000,False,59.0,38.0,1,right,MISS R. Barrett 7' turnaround Shot,[1629628],1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.01,Missed,,,,,,,,,,,,,,,,,,
14,PT10M37.00S,2023-03-04T01:14:19.0Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,3,2,2023-03-04T01:14:21Z,140000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT10M33.00S,2023-03-04T01:14:22.2Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,3,2,2023-03-04T01:14:27Z,150000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1628973]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,Brunson,1628973.0,,,,,,
16,PT10M33.00S,2023-03-04T01:14:22.2Z,1,REGULAR,steal,,[],1628973,,,1610612752,3,2,2023-03-04T01:14:24Z,160000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
17,PT10M26.00S,2023-03-04T01:14:29.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203944,68.01905387647832,64.70588235294117,1610612752,3,5,2023-03-04T01:14:35Z,170000,False,74.0,248.0,1,right,J. Randle 25' 3PT  (3 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.88,Made,,,,,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
19,PT10M07.00S,2023-03-04T01:14:48.4Z,1,REGULAR,3pt,Jump Shot,[],202710,26.363337713534822,16.176470588235293,1610612748,6,5,2023-03-04T01:14:53Z,190000,False,169.0,195.0,1,left,J. Butler 25' 3PT  (3 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,25.83,Made,,,,,3.0,,,,,,,,,,,,,
20,PT09M44.00S,2023-03-04T01:15:11.7Z,1,REGULAR,3pt,Jump Shot,[],1629628,73.9323258869908,83.33333333333334,1610612752,6,5,2023-03-04T01:15:17Z,200000,False,167.0,193.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
21,PT09M40.00S,2023-03-04T01:15:15.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,5,2023-03-04T01:15:17Z,210000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M34.00S,2023-03-04T01:15:25.0Z,1,REGULAR,foul,offensive,[],1629216,,,1610612748,6,5,2023-03-04T01:15:36Z,220000,False,,,0,,G. Vincent off-the-ball offensive FOUL (1 PF),"[1629216, 1628973]",1610612748.0,MIA,off-the-ball,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Left,,,,,,,,,,,2534.0,,,,1.0,0.0,Brunson,1628973.0,,
24,PT09M34.00S,2023-03-04T01:15:25.0Z,1,REGULAR,turnover,offensive foul,[],1629216,,,1610612748,6,5,2023-03-04T01:15:25Z,240000,False,,,0,,G. Vincent offensive foul TURNOVER (1 TO),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Left,,,,,,,,,,,2534.0,1.0,,,,,,,,
