actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-11T00:32:33.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-11T00:32:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-11T00:32:35.1Z,1,REGULAR,jumpball,recovered,[],1629216,,,1610612748,0,0,2023-01-11T00:32:35Z,40000,False,,,0,,Jump Ball O. Robinson vs. E. Omoruyi: Tip to G. Vincent,"[1629216, 1631115, 1630647]",1610612748.0,MIA,startperiod,G. Vincent,1629216.0,Vincent,G. Vincent,Robinson,1631115.0,Omoruyi,1630647.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-01-11T00:32:51.9Z,1,REGULAR,2pt,Jump Shot,[],202710,5.732588699080158,24.754901960784316,1610612748,0,0,2023-01-11T00:32:57Z,70000,False,126.0,1.0,1,left,MISS J. Butler 12' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,12.62,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2023-01-11T00:32:56.9Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,0,0,2023-01-11T00:32:57Z,80000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2023-01-11T00:33:01.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,81.94809461235218,60.29411764705882,1610612760,0,0,2023-01-11T00:33:07Z,90000,False,51.0,117.0,1,right,MISS S. Gilgeous-Alexander 12' turnaround Shot,[1628983],1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.8,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2023-01-11T00:33:04.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,0,0,2023-01-11T00:33:07Z,100000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M20.00S,2023-01-11T00:33:11.9Z,1,REGULAR,3pt,Jump Shot,[],1629622,4.5499342969776615,97.54901960784314,1610612748,3,0,2023-01-11T00:33:16Z,110000,False,-238.0,-10.0,1,left,M. Strus 3PT  (3 PTS) (G. Vincent 1 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.79,Made,,,,,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,,
13,PT11M06.00S,2023-01-11T00:33:26.2Z,1,REGULAR,2pt,Jump Shot,[],1630581,88.51839684625493,69.36274509803921,1610612760,3,0,2023-01-11T00:33:35Z,130000,False,97.0,55.0,1,right,MISS J. Giddey 11' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,11.15,Missed,,,,,,,,,,,,,,,,,,
14,PT11M01.00S,2023-01-11T00:33:31.0Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,3,0,2023-01-11T00:33:31Z,140000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
15,PT10M55.00S,2023-01-11T00:33:37.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630647,94.03745072273325,52.450980392156865,1610612760,3,2,2023-01-11T00:33:45Z,150000,False,12.0,4.0,1,right,E. Omoruyi reverse Layup (2 PTS) (J. Giddey 1 AST),"[1630647, 1630581]",1610612760.0,OKC,reverse,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,
17,PT10M39.00S,2023-01-11T00:33:53.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631115,8.09789750328515,56.127450980392155,1610612748,5,2,2023-01-11T00:33:58Z,170000,False,-31.0,24.0,1,left,O. Robinson Hook (2 PTS),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,3.86,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M23.00S,2023-01-11T00:34:09.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631114,93.24901445466492,51.470588235294116,1610612760,5,4,2023-01-11T00:34:13Z,180000,False,7.0,11.0,1,right,J. Williams cutting DUNK (2 PTS) (E. Omoruyi 1 AST),"[1631114, 1630647]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,2.0,E. Omoruyi,1630647.0,1.0,,,,,,,,,,
20,PT10M06.00S,2023-01-11T00:34:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,9.674770039421814,54.166666666666664,1610612748,7,4,2023-01-11T00:37:10Z,200000,False,-21.0,38.0,1,left,M. Strus driving finger roll Layup (5 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,driving finger roll,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,4.37,Made,,,,,5.0,G. Vincent,1629216.0,2.0,,,,,,,,,,
21,PT09M57.00S,2023-01-11T00:34:35.2Z,1,REGULAR,3pt,Jump Shot,[],1629652,81.42247043363994,93.87254901960785,1610612760,7,4,2023-01-11T00:34:43Z,210000,False,219.0,122.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
