actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT03M40.00S,2023-02-14T00:58:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,90.22667542706965,54.166666666666664,1610612743,23,18,2023-02-14T01:00:14Z,860000,False,21.0,39.0,1,right,J. Green driving finger roll Layup (2 PTS) (N. Jokic 3 AST),"[201145, 203999]",1610612743.0,DEN,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,2.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,,,
88,PT03M26.00S,2023-02-14T00:58:28.7Z,1,REGULAR,3pt,Jump Shot,[],1631123,31.882391590013142,59.068627450980394,1610612748,26,18,2023-02-14T00:58:33Z,880000,False,-45.0,247.0,1,left,J. Bouyea 25' 3PT  (3 PTS) (J. Butler 5 AST),"[1631123, 202710]",1610612748.0,MIA,,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Center,25.13,Made,3.0,J. Butler,202710.0,5.0,,,,,,,,,,,,,,
90,PT03M11.00S,2023-02-14T00:58:43.9Z,1,REGULAR,3pt,Jump Shot,[],1631128,92.59198423127464,2.696078431372549,1610612743,26,18,2023-02-14T00:58:49Z,900000,False,-237.0,17.0,1,right,MISS C. Braun 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,23.71,Missed,,,,,,,,,,,,,,,,,,
91,PT03M08.00S,2023-02-14T00:58:46.9Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,26,18,2023-02-14T00:58:49Z,910000,False,,,0,,J. Butler REBOUND (Off:3 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,,,,90.0,4.0,1.0,3.0,,,,,,,,,,
92,PT02M58.00S,2023-02-14T00:58:56.9Z,1,REGULAR,3pt,Jump Shot,[],1631123,22.28975032851511,90.44117647058823,1610612748,26,18,2023-02-14T00:59:02Z,920000,False,-202.0,157.0,1,left,MISS J. Bouyea 25' 3PT,[1631123],1610612748.0,MIA,,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
93,PT02M55.00S,2023-02-14T00:58:59.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,26,18,2023-02-14T00:59:02Z,930000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,92.0,3.0,2.0,1.0,,,,,,,,,,
94,PT02M51.00S,2023-02-14T00:59:05.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201145,91.5407358738502,43.872549019607845,1610612743,26,18,2023-02-14T01:02:04Z,940000,False,-31.0,27.0,1,right,MISS J. Green running Layup - blocked,"[201145, 1629312]",1610612743.0,DEN,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,Highsmith,1629312.0,,,,,,
95,PT02M51.00S,2023-02-14T00:59:05.4Z,1,REGULAR,block,,[],1629312,,,1610612743,26,18,2023-02-14T00:59:07Z,950000,False,,,0,,H. Highsmith BLOCK (1 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
96,PT02M51.00S,2023-02-14T00:59:05.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,26,18,2023-02-14T00:59:13Z,960000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,94.0,,,,,,,,,,,,,
98,PT02M51.00S,2023-02-14T00:59:11.1Z,1,REGULAR,substitution,out,[],202710,,,1610612743,26,18,2023-02-14T00:59:33Z,980000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M51.00S,2023-02-14T00:59:11.1Z,1,REGULAR,substitution,out,[],1631115,,,1610612743,26,18,2023-02-14T00:59:33Z,990000,False,,,0,,SUB out: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M51.00S,2023-02-14T00:59:11.1Z,1,REGULAR,substitution,out,[],1629622,,,1610612743,26,18,2023-02-14T00:59:33Z,1000000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M51.00S,2023-02-14T00:59:11.1Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,26,18,2023-02-14T00:59:33Z,1010000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M51.00S,2023-02-14T00:59:11.1Z,1,REGULAR,substitution,out,[],1628971,,,1610612743,26,18,2023-02-14T00:59:33Z,1020000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M51.00S,2023-02-14T00:59:11.1Z,1,REGULAR,substitution,in,[],1629216,,,1610612743,26,18,2023-02-14T00:59:33Z,1030000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M51.00S,2023-02-14T00:59:11.1Z,1,REGULAR,substitution,in,[],1628389,,,1610612743,26,18,2023-02-14T00:59:33Z,1040000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M51.00S,2023-02-14T00:59:11.1Z,1,REGULAR,substitution,in,[],1628997,,,1610612743,26,18,2023-02-14T00:59:33Z,1050000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M51.00S,2023-02-14T00:59:11.1Z,1,REGULAR,substitution,in,[],203484,,,1610612743,26,18,2023-02-14T00:59:33Z,1060000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M51.00S,2023-02-14T00:59:11.1Z,1,REGULAR,substitution,in,[],202397,,,1610612743,26,18,2023-02-14T00:59:33Z,1070000,False,,,0,,SUB in: I. Smith,[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M39.00S,2023-02-14T00:59:49.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,89.30683311432325,49.754901960784316,1610612743,26,18,2023-02-14T00:59:57Z,1080000,False,-1.0,48.0,1,right,MISS N. Jokic driving Layup - blocked,"[203999, 1629312]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,Highsmith,1629312.0,,,,,,
109,PT02M39.00S,2023-02-14T00:59:49.5Z,1,REGULAR,block,,[],1629312,,,1610612743,26,18,2023-02-14T00:59:53Z,1090000,False,,,0,,H. Highsmith BLOCK (2 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT02M39.00S,2023-02-14T00:59:49.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,26,18,2023-02-14T00:59:57Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,108.0,,,,,,,,,,,,,
112,PT02M39.00S,2023-02-14T00:59:58.1Z,1,REGULAR,substitution,out,[],203999,,,1610612743,26,18,2023-02-14T01:00:01Z,1120000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M39.00S,2023-02-14T00:59:58.1Z,1,REGULAR,substitution,in,[],1628418,,,1610612743,26,18,2023-02-14T01:00:01Z,1130000,False,,,0,,SUB in: T. Bryant,[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M34.00S,2023-02-14T01:00:14.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202397,77.21747700394218,35.53921568627451,1610612743,26,18,2023-02-14T01:00:19Z,1140000,False,-72.0,162.0,1,right,MISS I. Smith 17' pullup Shot,[202397],1610612743.0,DEN,pullup,,,Smith,I. Smith,,,,,Mid-Range,16-24 Left Center,17.71,Missed,,,,,,,,,,,,,,,,,,
115,PT02M31.00S,2023-02-14T01:00:17.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,26,18,2023-02-14T01:00:19Z,1150000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,
116,PT02M27.00S,2023-02-14T01:00:23.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628389,7.703679369250986,46.07843137254902,1610612748,28,18,2023-02-14T01:03:53Z,1160000,False,20.0,20.0,1,left,B. Adebayo running Layup (4 PTS),[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.79,Made,4.0,,,,,,,,,,,,,,,,,
117,PT02M27.00S,2023-02-14T01:00:26.8Z,1,REGULAR,foul,personal,['1freethrow'],1628418,,,1610612748,28,18,2023-02-14T01:01:03Z,1170000,False,,,0,,T. Bryant shooting personal FOUL (1 PF) (Adebayo 1 FT),"[1628418, 1628389]",1610612743.0,DEN,shooting,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628954.0,,,,,,1.0,0.0,Adebayo,1628389.0
119,PT02M27.00S,2023-02-14T01:00:50.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628389,,,1610612748,29,18,2023-02-14T01:00:50Z,1190000,False,,,0,,B. Adebayo Free Throw 1 of 1 (5 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
120,PT02M06.00S,2023-02-14T01:01:13.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201145,87.59855453350855,43.13725490196079,1610612743,29,20,2023-02-14T01:01:19Z,1200000,False,-34.0,64.0,1,right,J. Green 7' turnaround Hook (4 PTS),[201145],1610612743.0,DEN,turnaround,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,7.27,Made,4.0,,,,,,,,,,,,,,,,,
121,PT01M51.00S,2023-02-14T01:01:30.9Z,1,REGULAR,foul,personal,[],1628418,,,1610612748,29,20,2023-02-14T01:02:04Z,1210000,False,,,0,,T. Bryant personal FOUL (2 PF),"[1628418, 1628997]",1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,,,,,,2.0,0.0,Martin,1628997.0
123,PT01M37.00S,2023-02-14T01:02:18.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,19.92444152431012,50.49019607843137,1610612748,31,20,2023-02-14T01:02:25Z,1230000,False,-2.0,135.0,1,left,B. Adebayo 13' pullup Jump Shot (7 PTS) (J. Bouyea 1 AST),"[1628389, 1631123]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,13.48,Made,7.0,J. Bouyea,1631123.0,1.0,,,,,,,,,,,,,,
125,PT01M27.00S,2023-02-14T01:02:30.4Z,1,REGULAR,foul,personal,[],1629312,,,1610612743,31,20,2023-02-14T01:02:59Z,1250000,False,,,0,,H. Highsmith personal FOUL (1 PF),"[1629312, 201145]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1626300.0,,,,,,1.0,0.0,Green,201145.0
127,PT01M15.00S,2023-02-14T01:02:56.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,91.14651773981603,49.50980392156863,1610612743,31,20,2023-02-14T01:03:03Z,1270000,False,-2.0,31.0,1,right,MISS T. Bryant Layup,[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,,,,,,,,,,,,,
128,PT01M14.00S,2023-02-14T01:02:58.0Z,1,REGULAR,rebound,offensive,[],1628418,,,1610612743,31,20,2023-02-14T01:02:58Z,1280000,False,,,0,,T. Bryant REBOUND (Off:1 Def:0),[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,127.0,1.0,0.0,1.0,,,,,,,,,,
129,PT01M12.00S,2023-02-14T01:02:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,92.32917214191852,48.77450980392157,1610612743,31,22,2023-02-14T01:05:27Z,1290000,False,-6.0,20.0,1,right,T. Bryant putback Layup (2 PTS),[1628418],1610612743.0,DEN,putback,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,2.05,Made,2.0,,,,,,,,,,,,,,,,,
130,PT01M02.00S,2023-02-14T01:03:08.8Z,1,REGULAR,2pt,Jump Shot,[],1628389,22.815374507227332,50.0,1610612748,31,22,2023-02-14T01:05:37Z,1300000,False,0.0,162.0,1,left,MISS B. Adebayo 16' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,16.2,Missed,,,,,,,,,,,,,,,,,,
131,PT01M00.00S,2023-02-14T01:03:10.8Z,1,REGULAR,rebound,defensive,[],202397,,,1610612743,31,22,2023-02-14T01:03:16Z,1310000,False,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,Mid-Range,16-24 Center,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,
132,PT00M46.60S,2023-02-14T01:03:29.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612743,31,22,2023-02-14T01:03:50Z,1320000,False,,,0,,G. Vincent shooting personal FOUL (1 PF) (Bryant 2 FT),"[1629216, 1628418]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,,,,,,1.0,0.0,Bryant,1628418.0
134,PT00M46.60S,2023-02-14T01:03:53.6Z,1,REGULAR,freethrow,1 of 2,[],1628418,,,1610612743,31,23,2023-02-14T01:03:53Z,1340000,False,,,0,,T. Bryant Free Throw 1 of 2 (3 PTS),[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
135,PT00M46.60S,2023-02-14T01:04:10.7Z,1,REGULAR,freethrow,2 of 2,[],1628418,,,1610612743,31,24,2023-02-14T01:04:10Z,1350000,False,,,0,,T. Bryant Free Throw 2 of 2 (4 PTS),[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
136,PT00M35.30S,2023-02-14T01:04:24.1Z,1,REGULAR,3pt,Jump Shot,[],1629312,22.026938239159,9.068627450980392,1610612748,31,24,2023-02-14T01:06:12Z,1360000,False,205.0,155.0,1,left,MISS H. Highsmith 25' pullup 3PT,[1629312],1610612748.0,MIA,pullup,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
137,PT00M33.70S,2023-02-14T01:04:25.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,31,24,2023-02-14T01:04:31Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,136.0,,,,,,,,,,,,,
138,PT00M33.70S,2023-02-14T01:04:30.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631128,,,1610612748,31,24,2023-02-14T01:04:44Z,1380000,False,,,0,,C. Braun loose ball personal FOUL (1 PF) (Adebayo 2 FT),"[1631128, 1628389]",1610612743.0,DEN,loose ball,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,,,,,,1.0,0.0,Adebayo,1628389.0
140,PT00M33.70S,2023-02-14T01:04:55.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628389,,,1610612748,32,24,2023-02-14T01:04:55Z,1400000,False,,,0,,B. Adebayo Free Throw 1 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
141,PT00M33.70S,2023-02-14T01:05:15.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628389,,,1610612748,33,24,2023-02-14T01:05:15Z,1410000,False,,,0,,B. Adebayo Free Throw 2 of 2 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
142,PT00M11.70S,2023-02-14T01:05:38.6Z,1,REGULAR,3pt,Jump Shot,[],203484,67.7562417871222,25.49019607843137,1610612743,33,27,2023-02-14T01:05:45Z,1420000,False,-123.0,251.0,1,right,K. Caldwell-Pope 27' 3PT  (5 PTS) (I. Smith 1 AST),"[203484, 202397]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,27.89,Made,5.0,I. Smith,202397.0,1.0,,,,,,,,,,,,,,
144,PT00M01.30S,2023-02-14T01:05:53.0Z,1,REGULAR,3pt,Jump Shot,[],1629216,32.670827858081466,54.90196078431373,1610612748,36,27,2023-02-14T01:05:58Z,1440000,False,-25.0,255.0,1,left,G. Vincent 25' 3PT pullup (6 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,25.58,Made,6.0,,,,,,,,,,,,,,,,,
145,PT00M00.00S,2023-02-14T01:05:59.7Z,1,REGULAR,period,end,[],0,,,1610612743,36,27,2023-02-14T01:05:59Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-02-14T01:08:52.6Z,2,REGULAR,period,start,[],0,,,1610612743,36,27,2023-02-14T01:08:52Z,1460000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M39.00S,2023-02-14T01:09:11.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628418,92.64126149802891,62.52297794117647,1610612743,36,29,2023-02-14T01:09:45Z,1470000,False,63.0,17.0,1,right,T. Bryant 6' turnaround Hook (6 PTS) (K. Caldwell-Pope 2 AST),"[1628418, 203484]",1610612743.0,DEN,turnaround,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,6.48,Made,6.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,,
149,PT11M16.00S,2023-02-14T01:09:34.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.302890932982917,48.03921568627451,1610612748,36,29,2023-02-14T01:09:42Z,1490000,False,10.0,63.0,1,left,MISS B. Adebayo 6' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.39,Missed,,,,,,,,,,,,,,,,,,
150,PT11M14.00S,2023-02-14T01:09:36.7Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,36,29,2023-02-14T01:09:42Z,1500000,False,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,149.0,1.0,0.0,1.0,,,,,,,,,,
151,PT11M13.00S,2023-02-14T01:09:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,6.521024967148489,54.166666666666664,1610612748,38,29,2023-02-14T01:09:46Z,1510000,False,-21.0,9.0,1,left,C. Martin putback Layup (6 PTS),[1628997],1610612748.0,MIA,putback,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.26,Made,6.0,,,,,,,,,,,,,,,,,
152,PT11M04.00S,2023-02-14T01:09:47.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,93.51182654402102,49.754901960784316,1610612743,38,31,2023-02-14T01:09:52Z,1520000,False,-1.0,8.0,1,right,J. Green cutting DUNK (6 PTS) (I. Smith 2 AST),"[201145, 202397]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.86,Made,6.0,I. Smith,202397.0,2.0,,,,,,,,,,,,,,
154,PT10M40.00S,2023-02-14T01:10:10.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.770696452036795,48.03921568627451,1610612748,40,31,2023-02-14T01:10:19Z,1540000,False,10.0,105.0,1,left,B. Adebayo 10' floating Jump Shot (11 PTS) (H. Highsmith 2 AST),"[1628389, 1629312]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,10.56,Made,11.0,H. Highsmith,1629312.0,2.0,,,,,,,,,,,,,,
156,PT10M16.00S,2023-02-14T01:10:35.4Z,2,REGULAR,2pt,Jump Shot,[],201145,87.72996057818659,17.647058823529413,1610612743,40,31,2023-02-14T01:10:42Z,1560000,False,-162.0,63.0,1,right,MISS J. Green 17' Jump Shot,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Mid-Range,16-24 Left,17.36,Missed,,,,,,,,,,,,,,,,,,
157,PT10M11.00S,2023-02-14T01:10:40.4Z,2,REGULAR,rebound,offensive,[],1631128,,,1610612743,40,31,2023-02-14T01:10:42Z,1570000,False,,,0,,C. Braun REBOUND (Off:1 Def:0),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left,,,,,,,156.0,1.0,0.0,1.0,,,,,,,,,,
158,PT10M06.00S,2023-02-14T01:10:45.6Z,2,REGULAR,turnover,bad pass,[],202397,,,1610612743,40,31,2023-02-14T01:10:49Z,1580000,False,,,0,,I. Smith bad pass TURNOVER (1 TO),"[202397, 1629216]",1610612743.0,DEN,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,Vincent,1629216.0,,,,
159,PT10M06.00S,2023-02-14T01:10:45.6Z,2,REGULAR,steal,,[],1629216,,,1610612748,40,31,2023-02-14T01:10:47Z,1590000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT09M59.00S,2023-02-14T01:10:52.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,5.206964520367937,96.07843137254902,1610612748,40,31,2023-02-14T01:10:58Z,1600000,False,-230.0,-4.0,1,left,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
161,PT09M55.00S,2023-02-14T01:10:56.2Z,2,REGULAR,rebound,defensive,[],203484,,,1610612743,40,31,2023-02-14T01:10:58Z,1610000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,,,,,,,160.0,2.0,2.0,0.0,,,,,,,,,,
162,PT09M47.00S,2023-02-14T01:11:04.2Z,2,REGULAR,turnover,bad pass,[],203484,,,1610612743,40,31,2023-02-14T01:11:09Z,1620000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1631123]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,Bouyea,1631123.0,,,,
163,PT09M47.00S,2023-02-14T01:11:04.2Z,2,REGULAR,steal,,[],1631123,,,1610612748,40,31,2023-02-14T01:11:05Z,1630000,False,,,0,,J. Bouyea STEAL (1 STL),[1631123],1610612748.0,MIA,,,,Bouyea,J. Bouyea,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT09M45.00S,2023-02-14T01:11:09.5Z,2,REGULAR,foul,offensive,[],1628997,,,1610612748,40,31,2023-02-14T01:11:31Z,1640000,False,,,0,,C. Martin charge offensive FOUL (1 PF),"[1628997, 201145]",1610612748.0,MIA,charge,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,,,,,,1.0,0.0,Green,201145.0
166,PT09M45.00S,2023-02-14T01:11:09.5Z,2,REGULAR,turnover,offensive foul,[],1628997,,,1610612748,40,31,2023-02-14T01:11:09Z,1660000,False,,,0,,C. Martin offensive foul TURNOVER (1 TO),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,1.0,,,,,,,,
167,PT09M28.00S,2023-02-14T01:11:41.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631128,94.95729303547962,96.32352941176471,1610612743,40,34,2023-02-14T01:11:49Z,1670000,False,232.0,-5.0,1,right,C. Braun 3PT  (3 PTS) (I. Smith 3 AST),"[1631128, 202397]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Right Corner 3,24+ Right,23.17,Made,3.0,I. Smith,202397.0,3.0,,,,,,,,,,,,,,
169,PT09M11.00S,2023-02-14T01:11:57.2Z,2,REGULAR,3pt,Jump Shot,[],1628997,27.808804204993432,78.92156862745098,1610612748,40,34,2023-02-14T01:37:14Z,1690000,False,-145.0,209.0,1,left,MISS C. Martin 25' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
170,PT09M08.00S,2023-02-14T01:12:00.2Z,2,REGULAR,rebound,defensive,[],203484,,,1610612743,40,34,2023-02-14T01:12:05Z,1700000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,,169.0,3.0,3.0,0.0,,,,,,,,,,
