actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-09T00:41:55.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-09T00:41:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-09T00:41:57.4Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2023-03-09T00:41:57Z,40000,False,,,0,,Jump Ball J. Allen vs. B. Adebayo: Tip to E. Mobley,"[1630596, 1628386, 1628389]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-03-09T00:42:15.6Z,1,REGULAR,3pt,Jump Shot,[],1629636,65.65374507227332,31.61764705882353,1610612739,0,3,2023-03-09T00:42:23Z,70000,False,-92.0,270.0,1,right,D. Garland 28' 3PT  (3 PTS) (E. Mobley 1 AST),"[1629636, 1630596]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,28.56,Made,3.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2023-03-09T00:42:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,6.521024967148489,53.67647058823529,1610612748,2,3,2023-03-09T00:42:39Z,90000,False,-18.0,9.0,1,left,K. Love cutting Layup (2 PTS) (B. Adebayo 1 AST),"[201567, 1628389]",1610612748.0,MIA,cutting,,,Love,K. Love,,,,,Restricted Area,0-8 Center,2.04,Made,2.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,
11,PT11M07.00S,2023-03-09T00:42:51.0Z,1,REGULAR,foul,personal,[],1628389,,,1610612739,2,3,2023-03-09T00:43:01Z,110000,False,,,0,,B. Adebayo personal FOUL (1 PF),"[1628389, 1628378]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,202056.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,
13,PT10M57.00S,2023-03-09T00:43:14.5Z,1,REGULAR,2pt,Jump Shot,[],1628378,81.2910643889619,30.14705882352941,1610612739,2,3,2023-03-09T00:43:33Z,130000,False,-99.0,123.0,1,right,MISS D. Mitchell 15' floating Shot - blocked,"[1628378, 1628389]",1610612739.0,CLE,floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,15.84,Missed,,,,,,,,,,Adebayo,1628389.0,,,,,,,
14,PT10M57.00S,2023-03-09T00:43:14.5Z,1,REGULAR,block,,[],1628389,,,1610612739,2,3,2023-03-09T00:43:18Z,140000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
15,PT10M57.00S,2023-03-09T00:43:14.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,2,3,2023-03-09T00:43:33Z,150000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,13.0,,,,,,
16,PT10M57.00S,2023-03-09T00:43:21.4Z,1,REGULAR,foul,personal,[],1628378,,,1610612748,2,3,2023-03-09T00:43:39Z,160000,False,,,0,,D. Mitchell loose ball personal FOUL (1 PF),"[1628378, 1628389]",1610612739.0,CLE,loose ball,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2534.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,
18,PT10M45.00S,2023-03-09T00:43:46.2Z,1,REGULAR,2pt,Jump Shot,[],201567,5.206964520367937,82.1078431372549,1610612748,4,3,2023-03-09T00:43:51Z,180000,False,-161.0,-4.0,1,left,K. Love 16' Jump Shot (4 PTS) (G. Vincent 1 AST),"[201567, 1629216]",1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,16-24 Left,16.05,Made,4.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,,,,
