actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
91,PT04M03.00S,2022-12-21T00:56:33.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201609,88.43626806833115,49.854473039215684,1610612741,14,20,2022-12-21T01:04:28Z,910000,False,-1.0,56.0,1,right,G. Dragic driving Hook (2 PTS) (Z. LaVine 2 AST),"[201609, 203897]",1610612741.0,CHI,driving,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,5.62,Made,,,,,2.0,Z. LaVine,203897.0,2.0,,,,,,,,
93,PT03M48.00S,2022-12-21T00:56:48.8Z,1,REGULAR,3pt,Jump Shot,[],1629130,11.350197109067011,97.54901960784314,1610612748,17,20,2022-12-21T00:56:53Z,930000,False,-238.0,54.0,1,left,D. Robinson 24' 3PT  (3 PTS) (T. Herro 3 AST),"[1629130, 1629639]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,24.38,Made,,,,,3.0,T. Herro,1629639.0,3.0,,,,,,,,
95,PT03M32.00S,2022-12-21T00:57:04.8Z,1,REGULAR,3pt,Jump Shot,[],203897,66.14651773981603,54.65686274509804,1610612741,17,23,2022-12-21T00:57:21Z,950000,False,23.0,266.0,1,right,Z. LaVine 26' 3PT  (6 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,26.67,Made,,,,,6.0,,,,,,,,,,,
96,PT03M16.00S,2022-12-21T00:57:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.4881734559789805,54.65686274509804,1610612748,19,23,2022-12-21T00:57:24Z,960000,False,-23.0,8.0,1,left,B. Adebayo cutting Layup (10 PTS) (M. Strus 1 AST),"[1628389, 1629622]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,10.0,M. Strus,1629622.0,1.0,,,,,,,,
98,PT03M05.00S,2022-12-21T00:57:31.7Z,1,REGULAR,3pt,Jump Shot,[],203897,67.78088042049934,24.241727941176478,1610612741,19,26,2022-12-21T00:58:03Z,980000,False,-129.0,250.0,1,right,Z. LaVine 28' 3PT  (9 PTS) (P. Williams 2 AST),"[203897, 1630172]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,28.16,Made,,,,,9.0,P. Williams,1630172.0,2.0,,,,,,,,
100,PT02M55.00S,2022-12-21T00:57:44.6Z,1,REGULAR,turnover,traveling,[],1629130,,,1610612748,19,26,2022-12-21T00:57:51Z,1000000,False,,,0,,D. Robinson traveling TURNOVER (1 TO),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,203591.0,,,,
101,PT02M55.00S,2022-12-21T00:57:50.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,19,26,2022-12-21T00:57:50Z,1010000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M55.00S,2022-12-21T00:57:51.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612741,19,26,2022-12-21T01:00:28Z,1020000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M55.00S,2022-12-21T00:57:51.8Z,1,REGULAR,substitution,out,[],1629312,,,1610612741,19,26,2022-12-21T01:00:28Z,1030000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M55.00S,2022-12-21T00:57:51.8Z,1,REGULAR,substitution,out,[],1629622,,,1610612741,19,26,2022-12-21T01:00:28Z,1040000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M55.00S,2022-12-21T00:57:51.8Z,1,REGULAR,substitution,in,[],1631288,,,1610612741,19,26,2022-12-21T01:00:28Z,1050000,False,,,0,,SUB in: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M55.00S,2022-12-21T00:57:51.8Z,1,REGULAR,substitution,in,[],203506,,,1610612741,19,26,2022-12-21T01:00:28Z,1060000,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M55.00S,2022-12-21T00:57:51.8Z,1,REGULAR,substitution,in,[],203473,,,1610612741,19,26,2022-12-21T01:00:28Z,1070000,False,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M44.00S,2022-12-21T01:00:53.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203897,77.973061760841,68.38235294117646,1610612741,19,28,2022-12-21T01:00:59Z,1080000,False,92.0,155.0,1,right,Z. LaVine 17' step back Jump Shot (11 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,17.99,Made,,,,,11.0,,,,,,,,,,,
110,PT02M28.00S,2022-12-21T01:01:09.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,15.160972404730614,98.03921568627452,1610612748,19,28,2022-12-21T01:01:13Z,1090000,False,-240.0,90.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left,25.65,Missed,,,,,,,,,,,,,,,,
111,PT02M25.00S,2022-12-21T01:01:11.5Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,19,28,2022-12-21T01:01:11Z,1100000,False,,,0,,D. Dedmon REBOUND (Off:1 Def:0),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Left,,,110.0,1.0,0.0,1.0,,,,,,,,,,,,
112,PT02M24.00S,2022-12-21T01:01:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,6.619579500657039,53.92156862745098,1610612748,21,28,2022-12-21T01:01:17Z,1110000,False,-20.0,10.0,1,left,D. Dedmon putback Layup (2 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,2.0,,,,,,,,,,,
113,PT02M09.00S,2022-12-21T01:01:27.7Z,1,REGULAR,turnover,lost ball,[],1627884,,,1610612741,21,28,2022-12-21T01:01:33Z,1120000,False,,,0,,D. Jones Jr. lost ball TURNOVER (1 TO),"[1627884, 203506]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Oladipo,203506.0,,,,,
114,PT02M09.00S,2022-12-21T01:01:27.7Z,1,REGULAR,steal,,[],203506,,,1610612748,21,28,2022-12-21T01:01:30Z,1130000,False,,,0,,V. Oladipo STEAL (2 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,
115,PT02M04.00S,2022-12-21T01:01:32.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,25.410643889618925,15.196078431372555,1610612748,21,28,2022-12-21T01:01:37Z,1140000,False,174.0,186.0,1,left,MISS T. Herro 25' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,
116,PT02M00.00S,2022-12-21T01:01:36.6Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,21,28,2022-12-21T01:01:37Z,1150000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,
117,PT01M59.00S,2022-12-21T01:01:38.0Z,1,REGULAR,turnover,lost ball,[],1630172,,,1610612741,21,28,2022-12-21T01:01:45Z,1160000,False,,,0,,P. Williams lost ball TURNOVER (2 TO),"[1630172, 203473]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2.0,Dedmon,203473.0,,,,,
118,PT01M59.00S,2022-12-21T01:01:38.0Z,1,REGULAR,steal,,[],203473,,,1610612748,21,28,2022-12-21T01:01:40Z,1170000,False,,,0,,D. Dedmon STEAL (1 STL),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,
119,PT01M51.00S,2022-12-21T01:01:45.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631288,6.750985545335084,43.872549019607845,1610612748,21,28,2022-12-21T01:01:52Z,1180000,False,31.0,11.0,1,left,MISS J. Cain Layup,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,
120,PT01M46.00S,2022-12-21T01:01:50.1Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612741,21,28,2022-12-21T01:01:52Z,1190000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,
121,PT01M44.00S,2022-12-21T01:01:58.6Z,1,REGULAR,foul,personal,['3freethrow'],203473,,,1610612741,21,28,2022-12-21T01:02:12Z,1200000,False,,,0,,D. Dedmon shooting personal FOUL (1 PF) (White 3 FT),"[203473, 1629632]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,203591.0,1.0,0.0,White,1629632.0
123,PT01M44.00S,2022-12-21T01:02:23.2Z,1,REGULAR,freethrow,1 of 3,[],1629632,,,1610612741,21,29,2022-12-21T01:02:23Z,1220000,False,,,0,,C. White Free Throw 1 of 3 (4 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
124,PT01M44.00S,2022-12-21T01:02:38.2Z,1,REGULAR,freethrow,2 of 3,[],1629632,,,1610612741,21,30,2022-12-21T01:02:38Z,1230000,False,,,0,,C. White Free Throw 2 of 3 (5 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
125,PT01M44.00S,2022-12-21T01:02:38.8Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,21,30,2022-12-21T01:02:44Z,1240000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M44.00S,2022-12-21T01:02:38.8Z,1,REGULAR,substitution,in,[],202696,,,1610612741,21,30,2022-12-21T01:02:44Z,1250000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M44.00S,2022-12-21T01:02:59.0Z,1,REGULAR,freethrow,3 of 3,[],1629632,,,1610612741,21,31,2022-12-21T01:02:59Z,1260000,False,,,0,,C. White Free Throw 3 of 3 (6 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
128,PT01M31.00S,2022-12-21T01:03:14.4Z,1,REGULAR,2pt,Jump Shot,[],1629639,7.802233902759525,69.8529411764706,1610612748,21,31,2022-12-21T01:03:31Z,1270000,False,-99.0,21.0,1,left,MISS T. Herro 10' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,10.15,Missed,,,,,,,,,,,,,,,,
129,PT01M26.00S,2022-12-21T01:03:19.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,21,31,2022-12-21T01:03:19Z,1280000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,128.0,4.0,4.0,0.0,,,,,,,,,,,,
130,PT01M21.00S,2022-12-21T01:03:24.5Z,1,REGULAR,3pt,Jump Shot,[],203897,67.7233902759527,57.84313725490196,1610612741,21,31,2022-12-21T01:12:03Z,1290000,False,39.0,251.0,1,right,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,
131,PT01M17.00S,2022-12-21T01:03:28.5Z,1,REGULAR,rebound,defensive,[],1631288,,,1610612748,21,31,2022-12-21T01:11:56Z,1300000,False,,,0,,J. Cain REBOUND (Off:0 Def:1),[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Center,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,
132,PT01M02.00S,2022-12-21T01:03:43.9Z,1,REGULAR,3pt,Jump Shot,[],203473,28.43298291721419,23.284313725490193,1610612748,21,31,2022-12-21T01:03:47Z,1310000,False,134.0,215.0,1,left,MISS D. Dedmon 25' 3PT,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,,,,,,,,,,,,,,,
133,PT01M00.00S,2022-12-21T01:03:45.9Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,21,31,2022-12-21T01:03:47Z,1320000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,
134,PT00M56.20S,2022-12-21T01:03:54.2Z,1,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,21,31,2022-12-21T01:04:05Z,1330000,False,,,0,,N. Vucevic step out-of-bounds TURNOVER (1 TO),[202696],1610612741.0,CHI,step,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1.0,,,,,,,
135,PT00M56.20S,2022-12-21T01:03:59.9Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,21,31,2022-12-21T01:04:05Z,1340000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M56.20S,2022-12-21T01:03:59.9Z,1,REGULAR,substitution,in,[],1629622,,,1610612748,21,31,2022-12-21T01:04:05Z,1350000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M45.00S,2022-12-21T01:04:17.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,32.37516425755584,54.16666666666667,1610612748,21,31,2022-12-21T01:04:30Z,1360000,False,-21.0,252.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,25.27,Missed,,,,,,,,,,,,,,,,
138,PT00M41.50S,2022-12-21T01:04:21.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,21,31,2022-12-21T01:04:30Z,1370000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,137.0,5.0,5.0,0.0,,,,,,,,,,,,
139,PT00M32.10S,2022-12-21T01:04:30.4Z,1,REGULAR,3pt,Jump Shot,[],203897,81.7838370565046,95.09803921568627,1610612741,21,31,2022-12-21T01:04:36Z,1380000,False,225.0,119.0,1,right,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,
140,PT00M30.10S,2022-12-21T01:04:32.5Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,21,31,2022-12-21T01:04:32Z,1390000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,139.0,6.0,5.0,1.0,,,,,,,,,,,,
141,PT00M21.10S,2022-12-21T01:04:41.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201609,80.02628120893561,92.13388480392157,1610612741,21,31,2022-12-21T01:05:00Z,1400000,False,211.0,135.0,1,right,MISS G. Dragic 25' 3PT,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,
142,PT00M18.20S,2022-12-21T01:04:44.3Z,1,REGULAR,rebound,defensive,[],1631288,,,1610612748,21,31,2022-12-21T01:05:00Z,1410000,False,,,0,,J. Cain REBOUND (Off:0 Def:2),[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Right Center,,,141.0,2.0,2.0,0.0,,,,,,,,,,,,
143,PT00M08.60S,2022-12-21T01:04:59.7Z,1,REGULAR,turnover,traveling,[],203473,,,1610612748,21,31,2022-12-21T01:05:04Z,1420000,False,,,0,,D. Dedmon traveling TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,,,202027.0,,,,
144,PT00M02.30S,2022-12-21T01:05:23.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,73.63666228646518,16.911764705882348,1610612741,21,31,2022-12-21T01:05:44Z,1430000,False,-165.0,195.0,1,right,MISS C. White 25' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,
145,PT00M02.20S,2022-12-21T01:05:23.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,21,31,2022-12-21T01:05:44Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,144.0,,,,,,,,,,,,,,,
146,PT00M00.00S,2022-12-21T01:05:33.6Z,1,REGULAR,period,end,[],0,,,1610612741,21,31,2022-12-21T01:05:33Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-12-21T01:07:14.6Z,2,REGULAR,substitution,out,['startperiod'],1631288,,,1610612741,21,31,2022-12-21T01:08:06Z,1460000,False,,,0,,SUB out: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-12-21T01:07:14.6Z,2,REGULAR,substitution,out,['startperiod'],203897,,,1610612741,21,31,2022-12-21T01:08:06Z,1470000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-12-21T01:07:14.6Z,2,REGULAR,substitution,in,['startperiod'],1629312,,,1610612741,21,31,2022-12-21T01:08:06Z,1480000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-12-21T01:07:14.6Z,2,REGULAR,substitution,in,['startperiod'],1627936,,,1610612741,21,31,2022-12-21T01:08:06Z,1490000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-12-21T01:08:11.2Z,2,REGULAR,period,start,[],0,,,1610612748,21,31,2022-12-21T01:08:11Z,1500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M37.00S,2022-12-21T01:08:37.4Z,2,REGULAR,foul,personal,['2freethrow'],201609,,,1610612748,21,31,2022-12-21T01:09:30Z,1510000,False,,,0,,G. Dragic shooting personal FOUL (1 PF) (Dedmon 2 FT),"[201609, 203473]",1610612741.0,CHI,shooting,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203591.0,1.0,0.0,Dedmon,203473.0
154,PT11M37.00S,2022-12-21T01:09:04.3Z,2,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,22,31,2022-12-21T01:09:23Z,1530000,False,,,0,,D. Dedmon Free Throw 1 of 2 (3 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
155,PT11M37.00S,2022-12-21T01:09:04.3Z,2,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,22,31,2022-12-21T01:09:23Z,1540000,False,,,0,,MISS D. Dedmon Free Throw 2 of 2,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Missed,,,,,,,,,,,,,,,,
156,PT11M35.00S,2022-12-21T01:09:06.3Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,22,31,2022-12-21T01:09:23Z,1550000,False,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,
157,PT11M28.00S,2022-12-21T01:09:29.0Z,2,REGULAR,2pt,Jump Shot,[],201609,92.69053876478318,26.715686274509807,1610612741,22,31,2022-12-21T01:15:11Z,1560000,False,-116.0,16.0,1,right,MISS G. Dragic 11' pullup Shot,[201609],1610612741.0,CHI,pullup,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Left,11.75,Missed,,,,,,,,,,,,,,,,
158,PT11M26.00S,2022-12-21T01:09:31.0Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,22,31,2022-12-21T04:03:56Z,1570000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Left,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,
159,PT11M20.00S,2022-12-21T01:09:36.5Z,2,REGULAR,3pt,Jump Shot,[],1629130,22.125492772667542,12.990196078431367,1610612748,22,31,2022-12-21T01:09:45Z,1580000,False,185.0,155.0,1,left,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,24.17,Missed,,,,,,,,,,,,,,,,
160,PT11M17.00S,2022-12-21T01:09:39.5Z,2,REGULAR,rebound,defensive,[],201609,,,1610612741,22,31,2022-12-21T01:09:45Z,1590000,False,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Right Center,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,
161,PT11M13.00S,2022-12-21T01:09:43.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201609,93.2161629434954,54.16666666666667,1610612741,22,31,2022-12-21T01:09:52Z,1600000,False,21.0,11.0,1,right,MISS G. Dragic running Layup,[201609],1610612741.0,CHI,running,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,
162,PT11M13.00S,2022-12-21T01:09:43.3Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,22,31,2022-12-21T01:09:52Z,1610000,False,,,0,,D. Dedmon REBOUND (Off:1 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,161.0,2.0,1.0,1.0,,,,,,,,,,,,
163,PT11M06.00S,2022-12-21T01:09:50.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,6.8823915900131425,98.03921568627452,1610612748,22,31,2022-12-21T01:09:55Z,1620000,False,-240.0,12.0,1,left,MISS M. Strus 24' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,24.05,Missed,,,,,,,,,,,,,,,,
164,PT11M06.00S,2022-12-21T01:09:50.9Z,2,REGULAR,rebound,offensive,[],203506,,,1610612748,22,31,2022-12-21T01:09:55Z,1630000,False,,,0,,V. Oladipo REBOUND (Off:1 Def:0),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Left Corner 3,24+ Left,,,163.0,1.0,0.0,1.0,,,,,,,,,,,,
165,PT10M59.00S,2022-12-21T01:09:57.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203506,7.145203679369246,50.49019607843137,1610612748,22,31,2022-12-21T01:10:02Z,1640000,False,-2.0,15.0,1,left,MISS V. Oladipo driving Layup,[203506],1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,
166,PT10M58.00S,2022-12-21T01:09:58.9Z,2,REGULAR,rebound,offensive,[],203506,,,1610612748,22,31,2022-12-21T01:09:58Z,1650000,False,,,0,,V. Oladipo REBOUND (Off:2 Def:0),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,,,165.0,2.0,0.0,2.0,,,,,,,,,,,,
167,PT10M56.00S,2022-12-21T01:10:00.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,32.77554204993429,75.71231617647058,1610612748,22,31,2022-12-21T01:10:06Z,1660000,False,-129.0,256.0,1,left,MISS D. Robinson 28' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,28.61,Missed,,,,,,,,,,,,,,,,
168,PT10M51.00S,2022-12-21T01:10:05.5Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,22,31,2022-12-21T01:10:06Z,1670000,False,,,0,,A. Caruso REBOUND (Off:0 Def:3),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,167.0,3.0,3.0,0.0,,,,,,,,,,,,
169,PT10M47.00S,2022-12-21T01:10:12.0Z,2,REGULAR,turnover,out-of-bounds,[],1627936,,,1610612741,22,31,2022-12-21T01:10:17Z,1680000,False,,,0,,A. Caruso bad pass out-of-bounds TURNOVER (1 TO),[1627936],1610612741.0,CHI,bad pass,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1.0,,,1628480.0,,,,
