shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
04:22,83,PT04M22.00S,2022-12-09T00:54:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,86.99080157687253,55.805759803921575,1610612748,14,18,2022-12-09T00:55:19Z,830000,False,29.0,70.0,1,right,MISS B. Adebayo 7' floating Shot,[1628389],13,1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,,,,,,,,,,,,,,,,,,
04:19,84,PT04M19.00S,2022-12-09T00:54:58.8Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,14,18,2022-12-09T00:55:08Z,840000,False,,,0,,P. George REBOUND (Off:1 Def:2),[202331],13,1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,83.0,3.0,2.0,1.0,,,,,,,,,,,,,,
04:10,85,PT04M10.00S,2022-12-09T00:55:07.2Z,1,REGULAR,3pt,Jump Shot,[],202331,29.911300919842315,26.715686274509803,1610612746,14,18,2022-12-09T00:55:44Z,850000,False,116.0,229.0,1,left,MISS P. George 25' pullup 3PT,[202331],13,1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
04:07,86,PT04M07.00S,2022-12-09T00:55:10.2Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,14,18,2022-12-09T00:55:13Z,860000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,,
03:59,87,PT03M59.00S,2022-12-09T00:55:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,88.12417871222075,40.68627450980392,1610612748,16,18,2022-12-09T00:57:44Z,870000,False,-47.0,59.0,1,right,J. Butler 7' turnaround Jump Shot (10 PTS),[202710],22,1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,7.53,Made,,,,,10.0,,,,,,,,,,,,,
03:58,88,PT03M58.00S,2022-12-09T00:55:29.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,16,18,2022-12-09T00:55:29Z,880000,False,,,0,,LAC Timeout,[],,1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:58,89,PT03M58.00S,2022-12-09T00:57:37.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612746,16,18,2022-12-09T00:58:05Z,890000,False,,,0,,SUB out: B. Adebayo,[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
03:58,90,PT03M58.00S,2022-12-09T00:57:37.8Z,1,REGULAR,substitution,out,[],1628997,,,1610612746,16,18,2022-12-09T00:58:05Z,900000,False,,,0,,SUB out: C. Martin,[1628997],16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
03:58,91,PT03M58.00S,2022-12-09T00:57:37.8Z,1,REGULAR,substitution,in,[],203506,,,1610612746,16,18,2022-12-09T00:58:05Z,910000,False,,,0,,SUB in: V. Oladipo,[203506],4,1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
03:58,92,PT03M58.00S,2022-12-09T00:57:37.8Z,1,REGULAR,substitution,in,[],203473,,,1610612746,16,18,2022-12-09T00:58:05Z,920000,False,,,0,,SUB in: D. Dedmon,[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
03:36,93,PT03M36.00S,2022-12-09T00:58:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202694,9.149145860709593,54.90196078431373,1610612746,16,20,2022-12-09T00:58:44Z,930000,False,-25.0,34.0,1,left,M. Morris Sr. driving Layup (5 PTS),[202694],8,1610612746.0,LAC,driving,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,4.15,Made,,,,,5.0,,,,,,,,,,,,,
03:09,94,PT03M09.00S,2022-12-09T00:59:07.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203506,88.12417871222075,54.90196078431373,1610612748,16,20,2022-12-09T00:59:12Z,940000,False,25.0,59.0,1,right,MISS V. Oladipo 6' driving Hook,[203506],4,1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,6.4,Missed,,,,,,,,,,,,,,,,,,
03:04,95,PT03M04.00S,2022-12-09T00:59:12.2Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,16,20,2022-12-09T00:59:12Z,950000,False,,,0,,P. George REBOUND (Off:1 Def:3),[202331],13,1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,94.0,4.0,3.0,1.0,,,,,,,,,,,,,,
02:58,96,PT02M58.00S,2022-12-09T00:59:18.2Z,1,REGULAR,2pt,Jump Shot,[],202322,7.966491458607096,88.23529411764706,1610612746,16,20,2022-12-09T00:59:51Z,960000,False,-191.0,22.0,1,left,MISS J. Wall 19' step back Shot,[202322],11,1610612746.0,LAC,step back,,,Wall,J. Wall,,,,,Mid-Range,16-24 Left,19.25,Missed,,,,,,,,,,,,,,,,,,
02:54,97,PT02M54.00S,2022-12-09T00:59:22.2Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,16,20,2022-12-09T00:59:28Z,970000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],31,1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Left,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,
02:50,98,PT02M50.00S,2022-12-09T00:59:25.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",202710,88.64980289093299,42.15686274509804,1610612748,18,20,2022-12-09T00:59:43Z,980000,False,-39.0,54.0,1,right,J. Butler 6' driving floating Jump Shot (12 PTS),[202710],22,1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,,,,,12.0,,,,,,,,,,,,,
02:43,99,PT02M43.00S,2022-12-09T00:59:32.8Z,1,REGULAR,3pt,Jump Shot,[],202331,29.25427069645204,84.06862745098039,1610612746,18,23,2022-12-09T00:59:42Z,990000,False,-170.0,222.0,1,left,P. George 28' 3PT  (8 PTS) (J. Wall 1 AST),"[202331, 202322]",13,1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,28.02,Made,,,,,8.0,J. Wall,202322.0,1.0,,,,,,,,,,
02:23,101,PT02M23.00S,2022-12-09T00:59:53.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203473,90.09526938239159,59.55882352941176,1610612748,20,23,2022-12-09T01:00:01Z,1010000,False,48.0,41.0,1,right,D. Dedmon 6' bank Hook (2 PTS),[203473],21,1610612748.0,MIA,bank,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,6.27,Made,,,,,2.0,,,,,,,,,,,,,
02:09,103,PT02M09.00S,2022-12-09T01:00:06.9Z,1,REGULAR,3pt,Jump Shot,[],202694,21.50131406044678,94.6078431372549,1610612746,20,23,2022-12-09T01:00:13Z,1030000,False,-223.0,150.0,1,left,MISS M. Morris Sr. 26' 3PT,[202694],8,1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,26.85,Missed,,,,,,,,,,,,,,,,,,
02:06,104,PT02M06.00S,2022-12-09T01:00:09.9Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,20,23,2022-12-09T01:00:13Z,1040000,False,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Left Center,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
01:50,105,PT01M50.00S,2022-12-09T01:00:26.5Z,1,REGULAR,3pt,Jump Shot,[],203506,65.52233902759527,36.029411764705884,1610612748,20,23,2022-12-09T01:00:32Z,1050000,False,-70.0,272.0,1,right,MISS V. Oladipo 28' 3PT,[203506],4,1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Center,28.05,Missed,,,,,,,,,,,,,,,,,,
01:46,106,PT01M46.00S,2022-12-09T01:00:30.5Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,20,23,2022-12-09T01:00:32Z,1060000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:3),[202694],8,1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,,,105.0,3.0,3.0,0.0,,,,,,,,,,,,,,
01:34,107,PT01M34.00S,2022-12-09T01:00:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,8.492115637319317,50.245098039215684,1610612746,20,25,2022-12-09T01:00:54Z,1070000,False,-1.0,27.0,1,left,I. Zubac cutting Layup (6 PTS) (J. Wall 2 AST),"[1627826, 202322]",40,1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,6.0,J. Wall,202322.0,2.0,,,,,,,,,,
01:34,109,PT01M34.00S,2022-12-09T01:00:54.7Z,1,REGULAR,foul,personal,['1freethrow'],203473,,,1610612746,20,25,2022-12-09T01:01:29Z,1090000,False,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Zubac 1 FT),"[203473, 1627826]",21,1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Zubac,1627826.0
01:34,111,PT01M34.00S,2022-12-09T01:01:03.0Z,1,REGULAR,substitution,out,[],1630696,,,1610612746,20,25,2022-12-09T01:01:16Z,1110000,False,,,0,,SUB out: D. Smith,[1630696],9,1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
01:34,112,PT01M34.00S,2022-12-09T01:01:03.0Z,1,REGULAR,substitution,out,[],202710,,,1610612746,20,25,2022-12-09T01:01:16Z,1120000,False,,,0,,SUB out: J. Butler,[202710],22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
01:34,113,PT01M34.00S,2022-12-09T01:01:03.0Z,1,REGULAR,substitution,out,[],202694,,,1610612746,20,25,2022-12-09T01:01:16Z,1130000,False,,,0,,SUB out: M. Morris Sr.,[202694],8,1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
01:34,114,PT01M34.00S,2022-12-09T01:01:03.0Z,1,REGULAR,substitution,out,[],202331,,,1610612746,20,25,2022-12-09T01:01:16Z,1140000,False,,,0,,SUB out: P. George,[202331],13,1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
01:34,115,PT01M34.00S,2022-12-09T01:01:03.0Z,1,REGULAR,substitution,in,[],1628997,,,1610612746,20,25,2022-12-09T01:01:16Z,1150000,False,,,0,,SUB in: C. Martin,[1628997],16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
01:34,116,PT01M34.00S,2022-12-09T01:01:03.0Z,1,REGULAR,substitution,in,[],1629639,,,1610612746,20,25,2022-12-09T01:01:16Z,1160000,False,,,0,,SUB in: T. Herro,[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
01:34,117,PT01M34.00S,2022-12-09T01:01:03.0Z,1,REGULAR,substitution,in,[],202704,,,1610612746,20,25,2022-12-09T01:01:16Z,1170000,False,,,0,,SUB in: R. Jackson,[202704],1,1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
01:34,118,PT01M34.00S,2022-12-09T01:01:03.0Z,1,REGULAR,substitution,in,[],203496,,,1610612746,20,25,2022-12-09T01:01:16Z,1180000,False,,,0,,SUB in: R. Covington,[203496],23,1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
01:34,119,PT01M34.00S,2022-12-09T01:01:25.2Z,1,REGULAR,freethrow,1 of 1,[],1627826,,,1610612746,20,26,2022-12-09T01:01:25Z,1190000,False,,,0,,I. Zubac Free Throw 1 of 1 (7 PTS),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
01:21,120,PT01M21.00S,2022-12-09T01:01:39.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203473,82.9993429697766,43.872549019607845,1610612748,20,26,2022-12-09T01:01:45Z,1200000,False,-31.0,107.0,1,right,MISS D. Dedmon 11' turnaround fadeaway Shot,[203473],21,1610612748.0,MIA,turnaround fadeaway,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),8-16 Center,11.16,Missed,,,,,,,,,,,,,,,,,,
01:17,121,PT01M17.00S,2022-12-09T01:01:43.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,20,26,2022-12-09T01:01:45Z,1210000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,120.0,4.0,4.0,0.0,,,,,,,,,,,,,,
01:10,122,PT01M10.00S,2022-12-09T01:01:50.3Z,1,REGULAR,turnover,bad pass,[],202322,,,1610612746,20,26,2022-12-09T01:01:58Z,1220000,False,,,0,,J. Wall bad pass TURNOVER (1 TO),"[202322, 203473]",11,1610612746.0,LAC,,,,Wall,J. Wall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Dedmon,203473.0,,,,,,,
01:10,123,PT01M10.00S,2022-12-09T01:01:50.3Z,1,REGULAR,steal,,[],203473,,,1610612748,20,26,2022-12-09T01:01:53Z,1230000,False,,,0,,D. Dedmon STEAL (1 STL),[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
01:03,124,PT01M03.00S,2022-12-09T01:01:57.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629622,88.25558475689881,52.94117647058824,1610612748,20,26,2022-12-09T01:02:17Z,1240000,False,15.0,58.0,1,right,MISS M. Strus driving Layup - blocked,"[1629622, 203496]",31,1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,Covington,203496.0,,,,,
01:03,125,PT01M03.00S,2022-12-09T01:01:57.6Z,1,REGULAR,block,,[],203496,,,1610612748,20,26,2022-12-09T01:02:02Z,1250000,False,,,0,,R. Covington BLOCK (1 BLK),[203496],23,1610612746.0,LAC,,,,Covington,R. Covington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
00:57,126,PT00M57.90S,2022-12-09T01:02:02.7Z,1,REGULAR,rebound,defensive,[],202322,,,1610612746,20,26,2022-12-09T01:02:17Z,1260000,False,,,0,,J. Wall REBOUND (Off:0 Def:1),[202322],11,1610612746.0,LAC,,,,Wall,J. Wall,,,,,In The Paint (Non-RA),0-8 Center,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
00:53,127,PT00M53.10S,2022-12-09T01:02:08.8Z,1,REGULAR,3pt,Jump Shot,[],1628379,7.30946123521682,2.941176470588235,1610612746,20,26,2022-12-09T01:02:46Z,1270000,False,235.0,16.0,1,left,MISS L. Kennard step back 3PT,[1628379],5,1610612746.0,LAC,step back,,,Kennard,L. Kennard,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,,
00:50,128,PT00M50.10S,2022-12-09T01:02:11.8Z,1,REGULAR,rebound,offensive,[],203496,,,1610612746,20,26,2022-12-09T01:02:29Z,1280000,False,,,0,,R. Covington REBOUND (Off:1 Def:0),[203496],23,1610612746.0,LAC,,,,Covington,R. Covington,,,,,Right Corner 3,24+ Right,,,127.0,1.0,0.0,1.0,,,,,,,,,,,,,,
00:49,129,PT00M49.20S,2022-12-09T01:02:17.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628379,9.280551905387648,47.30392156862745,1610612746,20,28,2022-12-09T01:02:35Z,1290000,False,13.0,35.0,1,left,L. Kennard cutting Layup (2 PTS) (R. Jackson 1 AST),"[1628379, 202704]",5,1610612746.0,LAC,cutting,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,3.72,Made,,,,,2.0,R. Jackson,202704.0,1.0,,,,,,,,,,
00:36,131,PT00M36.50S,2022-12-09T01:02:33.0Z,1,REGULAR,turnover,traveling,[],1629639,,,1610612748,20,28,2022-12-09T01:02:48Z,1310000,False,,,0,,T. Herro traveling TURNOVER (1 TO),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,,,1627519.0,,,,
00:36,132,PT00M36.50S,2022-12-09T01:02:40.7Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,20,28,2022-12-09T01:02:49Z,1320000,False,,,0,,SUB out: I. Zubac,[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
00:36,133,PT00M36.50S,2022-12-09T01:02:40.7Z,1,REGULAR,substitution,in,[],201587,,,1610612746,20,28,2022-12-09T01:02:49Z,1330000,False,,,0,,SUB in: N. Batum,[201587],33,1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
00:32,134,PT00M32.40S,2022-12-09T01:02:56.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202322,26.231931668856767,58.333333333333336,1610612746,20,28,2022-12-09T01:05:17Z,1340000,False,-42.0,194.0,1,left,MISS J. Wall 19' pullup Shot,[202322],11,1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Center,19.85,Missed,,,,,,,,,,,,,,,,,,
00:26,135,PT00M26.50S,2022-12-09T01:03:01.9Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,20,28,2022-12-09T01:03:01Z,1350000,False,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Mid-Range,16-24 Center,,,134.0,2.0,2.0,0.0,,,,,,,,,,,,,,
00:16,136,PT00M16.30S,2022-12-09T01:03:15.4Z,1,REGULAR,foul,personal,[],203496,,,1610612748,20,28,2022-12-09T01:03:26Z,1360000,False,,,0,,R. Covington personal FOUL (1 PF),"[203496, 203506]",23,1610612746.0,LAC,,,,Covington,R. Covington,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Oladipo,203506.0
00:08,138,PT00M08.00S,2022-12-09T01:03:42.7Z,1,REGULAR,3pt,Jump Shot,[],1629622,71.69842312746385,17.15686274509804,1610612748,20,28,2022-12-09T01:03:49Z,1380000,False,-164.0,214.0,1,right,MISS M. Strus 26' 3PT,[1629622],31,1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,26.93,Missed,,,,,,,,,,,,,,,,,,
00:05,139,PT00M05.00S,2022-12-09T01:03:45.7Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,20,28,2022-12-09T01:04:27Z,1390000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1,1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
00:00,140,PT00M00.30S,2022-12-09T01:03:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202322,9.674770039421814,56.61764705882353,1610612746,20,28,2022-12-09T01:04:29Z,1400000,False,-33.0,38.0,1,left,MISS J. Wall running Layup,[202322],11,1610612746.0,LAC,running,,,Wall,J. Wall,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
00:00,141,PT00M00.30S,2022-12-09T01:03:52.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,20,28,2022-12-09T01:04:30Z,1410000,False,,,0,,TEAM offensive REBOUND,[],,1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,140.0,,,,,,,,,,,,,,,,,
00:00,142,PT00M00.00S,2022-12-09T01:03:58.2Z,1,REGULAR,period,end,[],0,,,1610612746,20,28,2022-12-09T01:03:58Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,143,PT12M00.00S,2022-12-09T01:05:43.2Z,2,REGULAR,substitution,out,['startperiod'],203473,,,1610612746,20,28,2022-12-09T01:06:25Z,1430000,False,,,0,,SUB out: D. Dedmon,[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,144,PT12M00.00S,2022-12-09T01:05:43.2Z,2,REGULAR,substitution,in,['startperiod'],1628389,,,1610612746,20,28,2022-12-09T01:06:25Z,1440000,False,,,0,,SUB in: B. Adebayo,[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,145,PT12M00.00S,2022-12-09T01:06:35.4Z,2,REGULAR,period,start,[],0,,,1610612746,20,28,2022-12-09T01:06:35Z,1450000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:40,146,PT11M40.00S,2022-12-09T01:06:56.9Z,2,REGULAR,violation,kicked ball,[],1628389,,,1610612746,20,28,2022-12-09T01:07:04Z,1460000,False,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,1627519.0,,,,
11:30,147,PT11M30.00S,2022-12-09T01:07:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203496,8.492115637319317,55.14705882352941,1610612746,20,30,2022-12-09T01:07:23Z,1470000,False,-26.0,27.0,1,left,R. Covington Layup (2 PTS) (J. Wall 3 AST),"[203496, 202322]",23,1610612746.0,LAC,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,3.75,Made,,,,,2.0,J. Wall,202322.0,3.0,,,,,,,,,,
11:22,148,PT11M22.00S,2022-12-09T01:07:25.1Z,2,REGULAR,2pt,Jump Shot,[],1628997,90.01314060446781,11.542585784313726,1610612748,22,30,2022-12-09T01:07:33Z,1480000,False,-192.0,41.0,1,right,C. Martin 19' Jump Shot (2 PTS) (T. Herro 1 AST),"[1628997, 1629639]",16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left,19.67,Made,,,,,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,
11:00,152,PT11M00.00S,2022-12-09T01:07:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,17.47700394218134,39.21185661764706,1610612746,22,32,2022-12-09T01:08:02Z,1520000,False,54.0,112.0,1,left,L. Kennard 12' Jump Shot (4 PTS) (J. Wall 4 AST),"[1628379, 202322]",5,1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,12.41,Made,,,,,4.0,J. Wall,202322.0,4.0,,,,,,,,,,
10:42,154,PT10M42.00S,2022-12-09T01:08:05.0Z,2,REGULAR,2pt,Jump Shot,[],203506,73.53810775295663,29.411764705882355,1610612748,24,32,2022-12-09T01:09:57Z,1540000,False,-103.0,196.0,1,right,V. Oladipo 22' pullup Jump Shot (2 PTS) (C. Martin 1 AST),"[203506, 1628997]",4,1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,Mid-Range,16-24 Left Center,22.15,Made,,,,,2.0,C. Martin,1628997.0,1.0,,,,,,,,,,
10:18,157,PT10M18.00S,2022-12-09T01:08:40.1Z,2,REGULAR,2pt,Jump Shot,[],202704,19.92444152431012,28.676470588235293,1610612746,24,34,2022-12-09T01:08:45Z,1560000,False,107.0,135.0,1,left,R. Jackson 17' pullup Jump Shot (5 PTS),[202704],1,1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Right Center,17.19,Made,,,,,5.0,,,,,,,,,,,,,
09:52,159,PT09M52.00S,2022-12-09T01:09:06.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,91.5407358738502,55.14705882352941,1610612748,26,34,2022-12-09T01:09:35Z,1570000,False,26.0,27.0,1,right,C. Martin driving finger roll Layup (4 PTS),[1628997],16,1610612748.0,MIA,driving finger roll,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,4.0,,,,,,,,,,,,,
09:45,160,PT09M45.00S,2022-12-09T01:09:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,9.543363994743759,56.372549019607845,1610612746,26,34,2022-12-09T01:09:40Z,1580000,False,-32.0,37.0,1,left,MISS R. Jackson alley-oop Layup,[202704],1,1610612746.0,LAC,alley-oop,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,,,,
09:41,161,PT09M41.00S,2022-12-09T01:09:16.6Z,2,REGULAR,rebound,defensive,[],203506,,,1610612748,26,34,2022-12-09T01:09:40Z,1590000,False,,,0,,V. Oladipo REBOUND (Off:0 Def:1),[203506],4,1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,,,
09:36,162,PT09M36.00S,2022-12-09T01:09:22.2Z,2,REGULAR,3pt,Jump Shot,[],1628997,69.99014454664915,75.98039215686273,1610612748,29,34,2022-12-09T01:09:26Z,1600000,False,130.0,230.0,1,right,C. Martin 26' 3PT  (7 PTS) (V. Oladipo 1 AST),"[1628997, 203506]",16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,26.38,Made,,,,,7.0,V. Oladipo,203506.0,1.0,,,,,,,,,,
09:36,164,PT09M36.00S,2022-12-09T01:09:28.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,29,34,2022-12-09T01:09:28Z,1620000,False,,,0,,LAC Timeout,[],,1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:36,165,PT09M36.00S,2022-12-09T01:11:37.9Z,2,REGULAR,substitution,out,[],1628379,,,1610612746,29,34,2022-12-09T01:12:18Z,1630000,False,,,0,,SUB out: L. Kennard,[1628379],5,1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
