actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
18,PT10M01.00S,2022-11-01T23:44:56.8Z,1,REGULAR,3pt,Jump Shot,[],201939,87.72996057818659,94.85294117647058,1610612744,3,6,2022-11-01T23:45:00Z,180000,224.0,63.0,1,right,S. Curry 3PT  (3 PTS) (A. Wiggins 1 AST),"[201939, 203952]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,,23.29,Made,3.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,
20,PT09M45.00S,2022-11-01T23:45:13.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.90210249671485,49.01960784313725,1610612748,3,6,2022-11-01T23:45:20Z,200000,5.0,106.0,1,left,MISS B. Adebayo 10' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,10.65,Missed,,,,,,,,,,,,,,,
21,PT09M41.00S,2022-11-01T23:45:17.8Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,3,6,2022-11-01T23:45:20Z,210000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,
22,PT09M38.00S,2022-11-01T23:45:20.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201939,93.77463863337714,52.94117647058824,1610612744,3,8,2022-11-01T23:46:22Z,220000,15.0,6.0,1,right,S. Curry reverse Layup (5 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,reverse,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,1.59,Made,5.0,D. Green,203110.0,1.0,,,,,,,,,,,
24,PT09M24.00S,2022-11-01T23:45:41.8Z,1,REGULAR,foul,personal,[],203110,,,1610612748,3,8,2022-11-01T23:45:48Z,240000,,,0,,D. Green personal FOUL (1 PF),"[203110, 1628389]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,201638.0,1.0,0.0,Adebayo,1628389.0,,,,,,
26,PT09M11.00S,2022-11-01T23:46:09.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629639,12.040078843626807,49.754901960784316,1610612748,3,8,2022-11-01T23:46:16Z,260000,1.0,61.0,1,left,MISS T. Herro 6' driving Hook - blocked,"[1629639, 203952]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,6.07,Missed,,,,,,,,,,,,,,Wiggins,203952.0
27,PT09M11.00S,2022-11-01T23:46:09.9Z,1,REGULAR,block,,[],203952,,,1610612748,3,8,2022-11-01T23:46:12Z,270000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M07.00S,2022-11-01T23:46:13.9Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,3,8,2022-11-01T23:46:16Z,280000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,
29,PT09M04.00S,2022-11-01T23:46:17.5Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,3,8,2022-11-01T23:46:24Z,290000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1629639]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Left,1.0,Herro,1629639.0,,,,,,,,,,,,,,,,,
30,PT09M04.00S,2022-11-01T23:46:17.5Z,1,REGULAR,steal,,[],1629639,,,1610612748,3,8,2022-11-01T23:46:21Z,300000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
31,PT08M57.00S,2022-11-01T23:46:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,6.1268068331143235,48.03921568627451,1610612748,3,8,2022-11-01T23:46:30Z,310000,10.0,5.0,1,left,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,1.1,Missed,,,,,,,,,,,,,,,
32,PT08M53.00S,2022-11-01T23:46:27.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,3,8,2022-11-01T23:46:30Z,320000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,
33,PT08M50.00S,2022-11-01T23:46:31.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,94.69448094612353,53.67647058823529,1610612744,3,8,2022-11-01T23:46:44Z,330000,18.0,-3.0,1,right,MISS A. Wiggins driving finger roll Layup,[203952],1610612744.0,GSW,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,1.86,Missed,,,,,,,,,,,,,,,
34,PT08M46.00S,2022-11-01T23:46:34.9Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,3,8,2022-11-01T23:46:34Z,340000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,33.0,1.0,1.0,0.0,,
35,PT08M39.00S,2022-11-01T23:46:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.040078843626807,50.245098039215684,1610612748,5,8,2022-11-01T23:46:58Z,350000,-1.0,61.0,1,left,B. Adebayo 6' floating Jump Shot (2 PTS) (K. Lowry 1 AST),"[1628389, 200768]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,6.07,Made,2.0,K. Lowry,200768.0,1.0,,,,,,,,,,,
37,PT08M17.00S,2022-11-01T23:47:03.5Z,1,REGULAR,3pt,Jump Shot,[],203952,67.7562417871222,28.186274509803923,1610612744,5,11,2022-11-01T23:47:10Z,370000,-109.0,251.0,1,right,A. Wiggins 27' 3PT  (6 PTS) (K. Thompson 1 AST),"[203952, 202691]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,27.33,Made,6.0,K. Thompson,202691.0,1.0,,,,,,,,,,,
39,PT07M54.00S,2022-11-01T23:47:27.0Z,1,REGULAR,3pt,Jump Shot,[],202710,33.196452036793694,55.392156862745104,1610612748,5,11,2022-11-01T23:47:31Z,390000,-27.0,260.0,1,left,MISS J. Butler 26' step back 3PT,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,26.09,Missed,,,,,,,,,,,,,,,
40,PT07M51.00S,2022-11-01T23:47:30.3Z,1,REGULAR,rebound,offensive,[],1628997,,,1610612748,5,11,2022-11-01T23:47:30Z,400000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,39.0,2.0,1.0,1.0,,
41,PT07M49.00S,2022-11-01T23:47:39.6Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612748,5,11,2022-11-01T23:47:48Z,410000,,,0,,K. Looney shooting personal FOUL (2 PF) (Butler 2 FT),"[1626172, 202710]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203177.0,2.0,0.0,Butler,202710.0,,,,,,
43,PT07M49.00S,2022-11-01T23:47:59.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612748,6,11,2022-11-01T23:47:59Z,430000,,,0,,J. Butler Free Throw 1 of 2 (1 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
44,PT07M49.00S,2022-11-01T23:48:14.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612748,7,11,2022-11-01T23:48:14Z,440000,,,0,,J. Butler Free Throw 2 of 2 (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
45,PT07M38.00S,2022-11-01T23:48:29.7Z,1,REGULAR,2pt,Jump Shot,[],202691,81.15965834428384,30.392156862745097,1610612744,7,11,2022-11-01T23:51:39Z,450000,-98.0,125.0,1,right,MISS K. Thompson 15' step back Shot - blocked,"[202691, 1629639]",1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,15.85,Missed,,,,,,,,,,,,,,Herro,1629639.0
46,PT07M38.00S,2022-11-01T23:48:29.7Z,1,REGULAR,block,,[],1629639,,,1610612744,7,11,2022-11-01T23:48:33Z,460000,,,0,,T. Herro BLOCK (1 BLK),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
47,PT07M38.00S,2022-11-01T23:48:29.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,7,11,2022-11-01T23:48:35Z,470000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,45.0,,,,,
49,PT07M33.00S,2022-11-01T23:48:43.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,93.11760840998686,47.794117647058826,1610612744,7,13,2022-11-01T23:48:47Z,490000,-11.0,12.0,1,right,D. Green cutting Layup (2 PTS) (S. Curry 2 AST),"[203110, 201939]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,1.64,Made,2.0,S. Curry,201939.0,2.0,,,,,,,,,,,
51,PT07M17.00S,2022-11-01T23:48:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,14.668199737187912,52.20588235294118,1610612748,7,13,2022-11-01T23:49:05Z,510000,-11.0,85.0,1,left,MISS T. Herro 8' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,8.61,Missed,,,,,,,,,,,,,,,
52,PT07M13.00S,2022-11-01T23:49:03.7Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,7,13,2022-11-01T23:49:03Z,520000,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,51.0,1.0,0.0,1.0,,
53,PT07M04.00S,2022-11-01T23:49:12.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,6.389618922470433,47.05882352941176,1610612748,7,13,2022-11-01T23:49:17Z,530000,15.0,8.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,1.65,Missed,,,,,,,,,,,,,,,
54,PT07M02.00S,2022-11-01T23:49:14.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,7,13,2022-11-01T23:49:17Z,540000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,53.0,2.0,2.0,0.0,,
55,PT06M55.00S,2022-11-01T23:49:25.4Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,7,13,2022-11-01T23:49:33Z,550000,,,0,,S. Curry bad pass out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,201638.0,,,,,,,,,,
56,PT06M55.00S,2022-11-01T23:49:32.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,7,13,2022-11-01T23:49:33Z,560000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M32.00S,2022-11-01T23:52:47.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628997,7.5722733245729295,75.73529411764706,1610612748,9,13,2022-11-01T23:52:52Z,570000,-129.0,19.0,1,left,C. Martin 13' pullup Jump Shot (5 PTS) (K. Lowry 2 AST),"[1628997, 200768]",1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,,13.01,Made,5.0,K. Lowry,200768.0,2.0,,,,,,,,,,,
59,PT06M13.00S,2022-11-01T23:53:07.0Z,1,REGULAR,3pt,Jump Shot,[],203952,93.38042049934296,1.4705882352941175,1610612744,9,13,2022-11-01T23:53:11Z,590000,-243.0,10.0,1,right,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,24.28,Missed,,,,,,,,,,,,,,,
60,PT06M10.00S,2022-11-01T23:53:10.0Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,9,13,2022-11-01T23:53:11Z,600000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,59.0,1.0,1.0,0.0,,
61,PT06M01.00S,2022-11-01T23:53:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,18.2161629434954,50.73529411764706,1610612748,9,13,2022-11-01T23:54:18Z,610000,-4.0,119.0,1,left,MISS B. Adebayo 11' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,11.88,Missed,,,,,,,,,,,,,,,
62,PT05M58.00S,2022-11-01T23:53:21.5Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,9,13,2022-11-01T23:53:23Z,620000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,61.0,2.0,2.0,0.0,,
63,PT05M52.00S,2022-11-01T23:53:28.0Z,1,REGULAR,3pt,Jump Shot,[],202691,70.38436268068331,75.24509803921569,1610612744,9,13,2022-11-01T23:53:33Z,630000,126.0,226.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,25.88,Missed,,,,,,,,,,,,,,,
64,PT05M49.00S,2022-11-01T23:53:31.0Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,9,13,2022-11-01T23:53:33Z,640000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,63.0,3.0,2.0,1.0,,
65,PT05M38.00S,2022-11-01T23:53:41.4Z,1,REGULAR,2pt,Jump Shot,[],1629639,15.900131406044679,23.28048406862745,1610612748,9,13,2022-11-01T23:55:09Z,650000,134.0,97.0,1,left,MISS T. Herro 16' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right,,,,16.51,Missed,,,,,,,,,,,,,,,
66,PT05M35.00S,2022-11-01T23:53:44.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,9,13,2022-11-01T23:54:06Z,660000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,65.0,2.0,2.0,0.0,,
67,PT05M31.00S,2022-11-01T23:53:52.4Z,1,REGULAR,foul,personal,[],1628389,,,1610612744,9,13,2022-11-01T23:57:12Z,670000,,,0,,B. Adebayo personal FOUL (1 PF),"[1628389, 1626172]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,1.0,0.0,Looney,1626172.0,,,,,,
78,PT05M31.00S,2022-11-01T23:55:07.5Z,1,REGULAR,substitution,out,[],1628389,,,1610612744,9,13,2022-11-02T00:02:17Z,685000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M31.00S,2022-11-01T23:55:07.5Z,1,REGULAR,substitution,out,[],1628997,,,1610612744,9,13,2022-11-02T00:02:17Z,687500,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M31.00S,2022-11-01T23:55:07.5Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,9,13,2022-11-02T00:02:17Z,688750,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M31.00S,2022-11-01T23:55:07.5Z,1,REGULAR,substitution,out,[],202691,,,1610612744,9,13,2022-11-02T00:02:17Z,689375,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M31.00S,2022-11-01T23:55:07.5Z,1,REGULAR,substitution,in,[],1629622,,,1610612744,9,13,2022-11-02T00:02:17Z,689687,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M31.00S,2022-11-01T23:55:07.5Z,1,REGULAR,substitution,in,[],203473,,,1610612744,9,13,2022-11-02T00:02:17Z,689843,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M31.00S,2022-11-01T23:55:07.5Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,9,13,2022-11-02T00:02:17Z,689921,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M31.00S,2022-11-01T23:55:07.5Z,1,REGULAR,substitution,in,[],1630164,,,1610612744,9,13,2022-11-02T00:02:17Z,689960,,,0,,SUB in: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M17.00S,2022-11-01T23:55:10.9Z,1,REGULAR,3pt,Jump Shot,[],203110,72.48685939553219,17.892156862745097,1610612744,9,16,2022-11-02T02:11:36Z,690000,-161.0,206.0,1,right,D. Green 26' 3PT  (5 PTS) (S. Curry 3 AST),"[203110, 201939]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,26.12,Made,5.0,S. Curry,201939.0,3.0,,,,,,,,,,,
71,PT05M06.00S,2022-11-01T23:55:13.8Z,1,REGULAR,foul,personal,['2freethrow'],1630164,,,1610612748,9,16,2022-11-02T02:12:02Z,710000,,,0,,J. Wiseman shooting personal FOUL (1 PF) (Dedmon 2 FT),"[1630164, 203473]",1610612744.0,GSW,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,203177.0,1.0,0.0,Dedmon,203473.0,,,,,,
73,PT05M06.00S,2022-11-01T23:55:18.3Z,1,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,10,16,2022-11-01T23:55:18Z,730000,,,0,,D. Dedmon Free Throw 1 of 2 (1 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
74,PT05M06.00S,2022-11-01T23:55:18.3Z,1,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,11,16,2022-11-02T00:00:01Z,740000,,,0,,D. Dedmon Free Throw 2 of 2 (2 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
75,PT04M44.00S,2022-11-01T23:55:52.7Z,1,REGULAR,3pt,Jump Shot,[],201939,68.9388961892247,69.36274509803921,1610612744,11,19,2022-11-01T23:56:14Z,750000,97.0,239.0,1,right,S. Curry 25' 3PT  (8 PTS) (A. Wiggins 2 AST),"[201939, 203952]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,25.83,Made,8.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,
77,PT04M29.00S,2022-11-01T23:56:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,7.30946123521682,45.588235294117645,1610612748,13,19,2022-11-01T23:56:18Z,770000,22.0,16.0,1,left,D. Dedmon Layup (4 PTS) (K. Lowry 3 AST),"[203473, 200768]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,2.74,Made,4.0,K. Lowry,200768.0,3.0,,,,,,,,,,,
87,PT04M16.00S,2022-11-01T23:56:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,93.64323258869908,46.32352941176471,1610612744,13,21,2022-11-01T23:56:34Z,790000,-18.0,7.0,1,right,A. Wiggins Layup (8 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,1.98,Made,8.0,,,,,,,,,,,,,,
89,PT04M05.00S,2022-11-01T23:56:37.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630164,,,1610612748,13,21,2022-11-01T23:56:48Z,810000,,,0,,J. Wiseman shooting personal FOUL (2 PF) (Butler 2 FT),"[1630164, 202710]",1610612744.0,GSW,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,1662.0,2.0,0.0,Butler,202710.0,,,,,,
