actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-08T23:12:14.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-08T23:12:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-08T23:12:16.9Z,1,REGULAR,jumpball,recovered,[],1629639,,,1610612748,0,0,2023-01-08T23:12:16Z,40000,False,,,0,,Jump Ball B. Adebayo vs. N. Claxton: Tip to T. Herro,"[1629639, 1628389, 1629651]",1610612748.0,MIA,startperiod,T. Herro,1629639.0,Herro,T. Herro,Adebayo,1628389.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-01-08T23:12:26.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.652431011826544,54.41176470588235,1610612748,0,0,2023-01-08T23:12:32Z,70000,False,-22.0,10.0,1,left,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2023-01-08T23:12:28.3Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,0,0,2023-01-08T23:12:32Z,80000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M42.00S,2023-01-08T23:12:31.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,78.79434954007884,94.11764705882352,1610612751,0,0,2023-01-08T23:12:37Z,90000,False,221.0,147.0,1,right,MISS K. Durant 26' running pullup 3PT,[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
10,PT11M38.00S,2023-01-08T23:12:35.1Z,1,REGULAR,rebound,offensive,[],202681,,,1610612751,0,0,2023-01-08T23:12:35Z,100000,False,,,0,,K. Irving REBOUND (Off:1 Def:0),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M35.00S,2023-01-08T23:12:38.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627732,93.9060446780552,53.92156862745098,1610612751,0,0,2023-01-08T23:15:36Z,110000,False,20.0,5.0,1,right,MISS B. Simmons driving bank Hook,[1627732],1610612751.0,BKN,driving bank,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
12,PT11M31.00S,2023-01-08T23:12:42.9Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,0,0,2023-01-08T23:12:44Z,120000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M30.00S,2023-01-08T23:12:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,93.11760840998686,53.67647058823529,1610612751,0,2,2023-01-08T23:13:07Z,130000,False,18.0,12.0,1,right,N. Claxton tip Layup (2 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,2.0,,,,,,,,,,,,,
14,PT11M16.00S,2023-01-08T23:12:57.9Z,1,REGULAR,3pt,Jump Shot,[],202710,8.229303547963205,96.07843137254902,1610612748,0,2,2023-01-08T23:13:01Z,140000,False,-230.0,25.0,1,left,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
