actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
158,PT10M09.00S,2022-11-08T01:59:26.8Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,33,32,2022-11-08T01:59:28Z,1550000,,,0,,K. Lowry REBOUND (Off:0 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,157.0,4.0,4.0,0.0,,,,,,,
159,PT09M57.00S,2022-11-08T01:59:39.4Z,2,REGULAR,3pt,Jump Shot,[],1629130,22.421156373193167,10.784313725490197,1610612748,36,32,2022-11-08T01:59:48Z,1560000,196.0,158.0,1,left,D. Robinson 25' 3PT step back (6 PTS) (M. Strus 1 AST),"[1629130, 1629622]",1610612748.0,MIA,step back,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,25.2,Made,6.0,M. Strus,1629622.0,1.0,,,,,,,,,,,
161,PT09M36.00S,2022-11-08T01:59:59.4Z,2,REGULAR,turnover,lost ball,[],1631101,,,1610612757,36,32,2022-11-08T02:00:05Z,1580000,,,0,,S. Sharpe lost ball TURNOVER (1 TO),"[1631101, 1629622]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Left,1.0,Strus,1629622.0,,,,,,,,,,,,,,,,,
162,PT09M36.00S,2022-11-08T01:59:59.4Z,2,REGULAR,steal,,[],1629622,,,1610612748,36,32,2022-11-08T02:01:54Z,1590000,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
163,PT09M33.00S,2022-11-08T02:00:04.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",200768,22.683968462549277,88.97058823529412,1610612748,39,32,2022-11-08T02:00:13Z,1600000,-195.0,161.0,1,left,K. Lowry 25' 3PT running pullup (9 PTS) (M. Strus 2 AST),"[200768, 1629622]",1610612748.0,MIA,running pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,25.26,Made,9.0,M. Strus,1629622.0,2.0,,,,,,,,,,,
164,PT09M33.00S,2022-11-08T02:00:13.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,39,32,2022-11-08T02:00:13Z,1610000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT09M33.00S,2022-11-08T02:00:38.7Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,39,32,2022-11-08T02:02:58Z,1620000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT09M33.00S,2022-11-08T02:00:38.7Z,2,REGULAR,substitution,out,[],1629642,,,1610612757,39,32,2022-11-08T02:02:58Z,1630000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT09M33.00S,2022-11-08T02:00:38.7Z,2,REGULAR,substitution,in,[],1628404,,,1610612757,39,32,2022-11-08T02:02:58Z,1640000,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M33.00S,2022-11-08T02:00:38.7Z,2,REGULAR,substitution,in,[],203081,,,1610612757,39,32,2022-11-08T02:02:58Z,1650000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M11.00S,2022-11-08T02:03:39.8Z,2,REGULAR,foul,technical,['1freethrow'],1628389,,,1610612757,39,32,2022-11-08T02:03:50Z,1660000,,,0,,B. Adebayo defensive-3-second technical FOUL (1 Tech),[1628389],1610612748.0,MIA,defensive-3-second,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,1201.0,0.0,1.0,,,,
171,PT09M11.00S,2022-11-08T02:03:57.6Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,39,33,2022-11-08T02:03:57Z,1670000,,,0,,D. Lillard technical Free Throw 1 of 1 (7 PTS),[203081],1610612757.0,POR,technical,,,Lillard,D. Lillard,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
172,PT08M58.00S,2022-11-08T02:04:30.3Z,2,REGULAR,foul,offensive,[],1628404,,,1610612757,39,33,2022-11-08T02:04:44Z,1680000,,,0,,J. Hart charge offensive FOUL (2 PF),"[1628404, 1629130]",1610612757.0,POR,charge,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1201.0,2.0,0.0,Robinson,1629130.0,,
174,PT08M58.00S,2022-11-08T02:04:30.3Z,2,REGULAR,turnover,offensive foul,[],1628404,,,1610612757,39,33,2022-11-08T02:04:30Z,1700000,,,0,,J. Hart offensive foul TURNOVER (3 TO),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,3.0,,,,,,,,,,,,,1201.0,,,,,,
175,PT08M39.00S,2022-11-08T02:05:01.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628389,6.652431011826544,50.49019607843137,1610612748,41,33,2022-11-08T02:05:07Z,1710000,-2.0,10.0,1,left,B. Adebayo cutting DUNK (4 PTS) (G. Vincent 1 AST),"[1628389, 1629216]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,1.03,Made,4.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,
177,PT08M24.00S,2022-11-08T02:05:15.1Z,2,REGULAR,3pt,Jump Shot,[],1628404,73.14388961892247,15.686274509803921,1610612757,41,33,2022-11-08T02:05:20Z,1730000,-172.0,200.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,26.35,Missed,,,,,,,,,,,,,,,
178,PT08M21.00S,2022-11-08T02:05:18.1Z,2,REGULAR,rebound,offensive,[],1630570,,,1610612757,41,33,2022-11-08T02:05:20Z,1740000,,,0,,T. Watford REBOUND (Off:1 Def:0),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,177.0,1.0,0.0,1.0,,,,,,,
179,PT08M15.00S,2022-11-08T02:05:25.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631101,88.12417871222075,96.81372549019608,1610612757,41,36,2022-11-08T02:05:31Z,1750000,234.0,59.0,1,right,S. Sharpe 24' 3PT  (5 PTS) (T. Watford 1 AST),"[1631101, 1630570]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,,24.14,Made,5.0,T. Watford,1630570.0,1.0,,,,,,,,,,,
181,PT08M00.00S,2022-11-08T02:05:48.4Z,2,REGULAR,foul,personal,[],203081,,,1610612748,41,36,2022-11-08T02:06:03Z,1770000,,,0,,D. Lillard personal FOUL (1 PF),"[203081, 1629130]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1627963.0,1.0,0.0,Robinson,1629130.0,,
183,PT08M00.00S,2022-11-08T02:06:04.0Z,2,REGULAR,foul,technical,['1freethrow'],200768,,,1610612748,41,36,2022-11-08T02:06:13Z,1790000,,,0,,K. Lowry technical FOUL (1 Tech),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,1627963.0,1.0,1.0,,,,
184,PT08M00.00S,2022-11-08T02:06:20.3Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612748,41,37,2022-11-08T02:06:20Z,1800000,,,0,,D. Lillard technical Free Throw 1 of 1 (8 PTS),[203081],1610612757.0,POR,technical,,,Lillard,D. Lillard,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
185,PT08M00.00S,2022-11-08T02:06:24.3Z,2,REGULAR,substitution,out,[],1630570,,,1610612748,41,37,2022-11-08T02:06:40Z,1810000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M00.00S,2022-11-08T02:06:24.3Z,2,REGULAR,substitution,out,[],1629234,,,1610612748,41,37,2022-11-08T02:06:40Z,1820000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M00.00S,2022-11-08T02:06:24.3Z,2,REGULAR,substitution,in,[],203924,,,1610612748,41,37,2022-11-08T02:06:40Z,1830000,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M00.00S,2022-11-08T02:06:24.3Z,2,REGULAR,substitution,in,[],203994,,,1610612748,41,37,2022-11-08T02:06:40Z,1840000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT07M52.00S,2022-11-08T02:07:09.1Z,2,REGULAR,2pt,Jump Shot,[],1629216,6.915243101182654,69.36274509803921,1610612748,43,37,2022-11-08T02:07:23Z,1850000,-97.0,13.0,1,left,G. Vincent 9' driving floating Jump Shot (11 PTS) (D. Robinson 1 AST),"[1629216, 1629130]",1610612748.0,MIA,driving floating,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,9.76,Made,11.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,
190,PT07M52.00S,2022-11-08T02:07:14.3Z,2,REGULAR,foul,personal,['1freethrow'],203081,,,1610612748,43,37,2022-11-08T02:07:24Z,1860000,,,0,,D. Lillard shooting personal FOUL (2 PF) (Vincent 1 FT),"[203081, 1629216]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1201.0,2.0,0.0,Vincent,1629216.0,,
192,PT07M52.00S,2022-11-08T02:07:29.0Z,2,REGULAR,freethrow,1 of 1,[],1629216,,,1610612748,43,37,2022-11-08T02:07:32Z,1880000,,,0,,MISS G. Vincent Free Throw 1 of 1,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
193,PT07M51.00S,2022-11-08T02:07:30.0Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,43,37,2022-11-08T02:07:32Z,1890000,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,192.0,5.0,5.0,0.0,,,,,,,
194,PT07M51.00S,2022-11-08T02:07:35.8Z,2,REGULAR,foul,personal,[],1629622,,,1610612757,43,37,2022-11-08T02:07:44Z,1900000,,,0,,M. Strus personal FOUL (3 PF),"[1629622, 203994]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627963.0,3.0,0.0,Nurkic,203994.0,,
196,PT07M51.00S,2022-11-08T02:07:45.7Z,2,REGULAR,substitution,out,[],1629622,,,1610612757,43,37,2022-11-08T02:07:51Z,1920000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M51.00S,2022-11-08T02:07:45.7Z,2,REGULAR,substitution,in,[],1628997,,,1610612757,43,37,2022-11-08T02:07:51Z,1930000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M27.00S,2022-11-08T02:08:21.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612757,43,37,2022-11-08T02:08:27Z,1940000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,202058.0,,,,,,
199,PT07M18.00S,2022-11-08T02:08:44.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,22.946780551905388,88.23529411764706,1610612748,43,37,2022-11-08T02:08:50Z,1950000,-191.0,163.0,1,left,MISS G. Vincent 25' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,25.14,Missed,,,,,,,,,,,,,,,
200,PT07M14.00S,2022-11-08T02:08:48.9Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,43,37,2022-11-08T02:08:50Z,1960000,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,
201,PT07M03.00S,2022-11-08T02:08:59.2Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612757,43,37,2022-11-08T02:09:03Z,1970000,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 1629216]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,2.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,
202,PT07M03.00S,2022-11-08T02:08:59.2Z,2,REGULAR,steal,,[],1629216,,,1610612748,43,37,2022-11-08T02:09:01Z,1980000,,,0,,G. Vincent STEAL (2 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
203,PT06M55.00S,2022-11-08T02:09:07.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,33.459264126149804,45.83333333333333,1610612748,43,37,2022-11-08T02:09:12Z,1990000,21.0,262.0,1,left,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,,,,26.28,Missed,,,,,,,,,,,,,,,
204,PT06M51.00S,2022-11-08T02:09:11.0Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,43,37,2022-11-08T02:09:12Z,2000000,,,0,,J. Nurkic REBOUND (Off:0 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,,,,,203.0,6.0,6.0,0.0,,,,,,,
205,PT06M46.00S,2022-11-08T02:09:16.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203924,87.99277266754271,1.2254901960784315,1610612757,43,40,2022-11-08T02:13:23Z,2010000,-244.0,60.0,1,right,J. Grant 25' 3PT running (13 PTS) (J. Hart 3 AST),"[203924, 1628404]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,,,,25.13,Made,13.0,J. Hart,1628404.0,3.0,,,,,,,,,,,
207,PT06M34.00S,2022-11-08T02:09:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,5.995400788436268,51.9607843137255,1610612748,43,40,2022-11-08T02:09:33Z,2030000,-10.0,4.0,1,left,MISS B. Adebayo cutting Layup,[1628389],1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,1.05,Missed,,,,,,,,,,,,,,,
208,PT06M29.00S,2022-11-08T02:09:34.3Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,43,40,2022-11-08T02:09:33Z,2040000,,,0,,B. Adebayo REBOUND (Off:2 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,207.0,2.0,0.0,2.0,,,,,,,
209,PT06M29.00S,2022-11-08T02:09:33.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,5.590000152587891,50.0,1610612748,45,40,2022-11-08T02:09:33Z,2050000,0.0,0.0,1,left,B. Adebayo tip Layup (6 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,0.0,Made,6.0,,,,,,,,,,,,,,
210,PT06M17.00S,2022-11-08T02:09:45.2Z,2,REGULAR,3pt,Jump Shot,[],203924,76.82325886990802,8.333333333333332,1610612757,45,40,2022-11-08T02:09:50Z,2060000,-208.0,165.0,1,right,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,26.6,Missed,,,,,,,,,,,,,,,
211,PT06M14.00S,2022-11-08T02:09:48.2Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,45,40,2022-11-08T02:09:50Z,2070000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,210.0,3.0,3.0,0.0,,,,,,,
212,PT06M08.00S,2022-11-08T02:09:54.5Z,2,REGULAR,turnover,bad pass,[],1629216,,,1610612748,45,40,2022-11-08T02:09:58Z,2080000,,,0,,G. Vincent bad pass TURNOVER (2 TO),"[1629216, 203994]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,2.0,Nurkic,203994.0,,,,,,,,,,,,,,,,,
213,PT06M08.00S,2022-11-08T02:09:54.5Z,2,REGULAR,steal,,[],203994,,,1610612757,45,40,2022-11-08T02:09:56Z,2090000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
214,PT06M03.00S,2022-11-08T02:09:59.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203924,92.59198423127464,48.529411764705884,1610612757,45,42,2022-11-08T02:14:54Z,2100000,-7.0,17.0,1,right,J. Grant running DUNK (15 PTS) (J. Hart 4 AST),"[203924, 1628404]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,1.86,Made,15.0,J. Hart,1628404.0,4.0,,,,,,,,,,,
216,PT05M45.00S,2022-11-08T02:10:17.1Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,45,42,2022-11-08T02:10:34Z,2120000,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 1628404]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Right Center,2.0,Hart,1628404.0,,,,,,,,,,,,,,,,,
217,PT05M45.00S,2022-11-08T02:10:17.1Z,2,REGULAR,steal,,[],1628404,,,1610612757,45,42,2022-11-08T02:10:20Z,2130000,,,0,,J. Hart STEAL (2 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
218,PT05M37.00S,2022-11-08T02:10:24.8Z,2,REGULAR,turnover,bad pass,[],1628404,,,1610612757,45,42,2022-11-08T02:10:31Z,2140000,,,0,,J. Hart bad pass TURNOVER (4 TO),"[1628404, 1628997]",1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,4.0,Martin,1628997.0,,,,,,,,,,,,,,,,,
219,PT05M37.00S,2022-11-08T02:10:24.8Z,2,REGULAR,steal,,[],1628997,,,1610612748,45,42,2022-11-08T02:27:19Z,2150000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
220,PT05M29.00S,2022-11-08T02:10:39.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628389,6.652431011826544,52.94117647058824,1610612748,47,42,2022-11-08T02:10:54Z,2160000,-15.0,10.0,1,left,B. Adebayo Layup (8 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,1.78,Made,8.0,,,,,,,,,,,,,,
221,PT05M29.00S,2022-11-08T02:10:44.1Z,2,REGULAR,foul,personal,['1freethrow'],203924,,,1610612748,47,42,2022-11-08T02:10:51Z,2170000,,,0,,J. Grant shooting personal FOUL (1 PF) (Adebayo 1 FT),"[203924, 1628389]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627963.0,1.0,0.0,Adebayo,1628389.0,,
223,PT05M29.00S,2022-11-08T02:10:53.1Z,2,REGULAR,substitution,out,[],1631101,,,1610612748,47,42,2022-11-08T02:11:16Z,2190000,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M29.00S,2022-11-08T02:10:53.1Z,2,REGULAR,substitution,in,[],1626159,,,1610612748,47,42,2022-11-08T02:11:16Z,2200000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M29.00S,2022-11-08T02:11:04.8Z,2,REGULAR,substitution,out,[],200768,,,1610612748,47,42,2022-11-08T02:11:16Z,2210000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M29.00S,2022-11-08T02:11:04.8Z,2,REGULAR,substitution,in,[],202710,,,1610612748,47,42,2022-11-08T02:11:16Z,2220000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M29.00S,2022-11-08T02:11:15.6Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628389,,,1610612748,47,42,2022-11-08T02:11:19Z,2230000,,,0,,MISS B. Adebayo Free Throw 1 of 1,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
228,PT05M27.00S,2022-11-08T02:11:17.6Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,47,42,2022-11-08T02:11:19Z,2240000,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,227.0,3.0,3.0,0.0,,,,,,,
229,PT05M07.00S,2022-11-08T02:11:36.0Z,2,REGULAR,3pt,Jump Shot,[],203081,71.82982917214193,78.92156862745098,1610612757,47,45,2022-11-08T02:11:41Z,2250000,145.0,212.0,1,right,D. Lillard 25' 3PT  (11 PTS) (J. Nurkic 2 AST),"[203081, 203994]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,25.69,Made,11.0,J. Nurkic,203994.0,2.0,,,,,,,,,,,
231,PT04M43.00S,2022-11-08T02:11:59.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.828515111695138,64.70588235294117,1610612748,49,45,2022-11-08T02:12:04Z,2270000,-74.0,68.0,1,left,B. Adebayo 10' fadeaway Jump Shot (10 PTS),[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,,,,10.02,Made,10.0,,,,,,,,,,,,,,
232,PT04M29.00S,2022-11-08T02:12:14.3Z,2,REGULAR,turnover,lost ball,[],203924,,,1610612757,49,45,2022-11-08T02:12:19Z,2280000,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 1628389]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,1.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,
233,PT04M29.00S,2022-11-08T02:12:14.3Z,2,REGULAR,steal,,[],1628389,,,1610612748,49,45,2022-11-08T02:13:47Z,2290000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
234,PT04M23.00S,2022-11-08T02:12:19.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,28.07161629434954,17.401960784313726,1610612748,49,45,2022-11-08T02:12:25Z,2300000,163.0,211.0,1,left,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,26.69,Missed,,,,,,,,,,,,,,,
235,PT04M19.00S,2022-11-08T02:12:23.8Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,49,45,2022-11-08T02:12:25Z,2310000,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,234.0,5.0,5.0,0.0,,,,,,,
236,PT04M14.00S,2022-11-08T02:12:29.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.51182654402102,55.14705882352941,1610612757,49,45,2022-11-08T02:12:36Z,2320000,26.0,8.0,1,right,MISS D. Lillard driving Layup,[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,2.71,Missed,,,,,,,,,,,,,,,
237,PT04M10.00S,2022-11-08T02:12:32.5Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,49,45,2022-11-08T02:12:32Z,2330000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,236.0,2.0,1.0,1.0,,,,,,,
238,PT04M05.00S,2022-11-08T02:12:37.5Z,2,REGULAR,3pt,Jump Shot,[],1629130,13.87976346911958,96.32352941176471,1610612748,52,45,2022-11-08T02:13:06Z,2340000,-232.0,78.0,1,left,D. Robinson 24' 3PT  (9 PTS) (J. Butler 3 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,,,,24.44,Made,9.0,J. Butler,202710.0,3.0,,,,,,,,,,,
240,PT03M44.00S,2022-11-08T02:12:59.0Z,2,REGULAR,3pt,Jump Shot,[],203924,93.11760840998686,95.83333333333334,1610612757,52,45,2022-11-08T02:13:08Z,2360000,229.0,12.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,,,,22.95,Missed,,,,,,,,,,,,,,,
241,PT03M44.00S,2022-11-08T02:12:59.0Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,52,45,2022-11-08T02:13:08Z,2370000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,,,,,,,240.0,3.0,2.0,1.0,,,,,,,
242,PT03M37.00S,2022-11-08T02:13:12.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,52,45,2022-11-08T02:13:12Z,2380000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
