actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
74,PT05M34.00S,2022-11-08T01:42:03.4Z,1,REGULAR,2pt,Jump Shot,[],1628389,7.703679369250986,69.36274509803921,1610612748,17,16,2022-11-08T01:42:20Z,710000,-97.0,20.0,1,left,B. Adebayo 9' Jump Shot (2 PTS) (K. Lowry 2 AST),"[1628389, 200768]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,9.88,Made,2.0,K. Lowry,200768.0,2.0,,,,,,,,,,,
76,PT05M20.00S,2022-11-08T01:42:23.0Z,1,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612757,17,16,2022-11-08T01:42:39Z,730000,,,0,,M. Strus shooting personal FOUL (2 PF) (Lillard 2 FT),"[1629622, 203081]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1201.0,2.0,0.0,Lillard,203081.0,,
78,PT05M20.00S,2022-11-08T01:42:35.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,17,16,2022-11-08T01:42:35Z,750000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M20.00S,2022-11-08T01:43:29.1Z,1,REGULAR,substitution,out,[],200768,,,1610612757,17,16,2022-11-08T01:45:16Z,760000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M20.00S,2022-11-08T01:43:29.1Z,1,REGULAR,substitution,out,[],1628389,,,1610612757,17,16,2022-11-08T01:45:16Z,770000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M20.00S,2022-11-08T01:43:29.1Z,1,REGULAR,substitution,out,[],1629622,,,1610612757,17,16,2022-11-08T01:45:16Z,780000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M20.00S,2022-11-08T01:43:29.1Z,1,REGULAR,substitution,in,[],1629130,,,1610612757,17,16,2022-11-08T01:45:16Z,790000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M20.00S,2022-11-08T01:43:29.1Z,1,REGULAR,substitution,in,[],1629216,,,1610612757,17,16,2022-11-08T01:45:16Z,800000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M20.00S,2022-11-08T01:43:29.1Z,1,REGULAR,substitution,in,[],203473,,,1610612757,17,16,2022-11-08T01:45:16Z,810000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M20.00S,2022-11-08T01:45:39.1Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,17,17,2022-11-08T01:45:39Z,820000,,,0,,D. Lillard Free Throw 1 of 2 (2 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
86,PT05M20.00S,2022-11-08T01:45:54.3Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,17,18,2022-11-08T01:45:54Z,830000,,,0,,D. Lillard Free Throw 2 of 2 (3 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
87,PT04M57.00S,2022-11-08T01:46:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,5.732588699080158,47.549019607843135,1610612748,17,18,2022-11-08T01:46:24Z,840000,12.0,1.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,1.24,Missed,,,,,,,,,,,,,,,
88,PT04M55.00S,2022-11-08T01:46:19.9Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,17,18,2022-11-08T01:46:24Z,850000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,
89,PT04M50.00S,2022-11-08T01:46:25.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203081,76.16622864651774,88.48039215686273,1610612757,17,21,2022-11-08T01:46:33Z,860000,192.0,172.0,1,right,D. Lillard 25' 3PT step back (6 PTS) (J. Grant 1 AST),"[203081, 203924]",1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,25.77,Made,6.0,J. Grant,203924.0,1.0,,,,,,,,,,,
91,PT04M26.00S,2022-11-08T01:46:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,8.492115637319317,54.65686274509803,1610612748,17,21,2022-11-08T01:46:54Z,880000,-23.0,27.0,1,left,MISS D. Dedmon Layup - blocked,"[203473, 203924]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,3.59,Missed,,,,,,,,,,,,,,Grant,203924.0
92,PT04M26.00S,2022-11-08T01:46:48.8Z,1,REGULAR,block,,[],203924,,,1610612748,17,21,2022-11-08T01:46:51Z,890000,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
93,PT04M23.00S,2022-11-08T01:46:51.8Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,17,21,2022-11-08T01:46:54Z,900000,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,91.0,2.0,2.0,0.0,,,,,,,
94,PT04M09.00S,2022-11-08T01:47:05.1Z,1,REGULAR,3pt,Jump Shot,[],203994,92.19776609724047,96.81372549019608,1610612757,17,21,2022-11-08T01:47:10Z,910000,234.0,21.0,1,right,MISS J. Nurkic 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Right Corner 3,24+ Right,,,,23.5,Missed,,,,,,,,,,,,,,,
95,PT04M06.00S,2022-11-08T01:47:08.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,17,21,2022-11-08T01:47:10Z,920000,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,,,,,,,94.0,3.0,3.0,0.0,,,,,,,
96,PT04M01.00S,2022-11-08T01:47:14.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,28.728646517739815,74.26470588235294,1610612748,17,21,2022-11-08T01:47:21Z,930000,-121.0,218.0,1,left,MISS D. Robinson 24' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,24.9,Missed,,,,,,,,,,,,,,,
97,PT03M56.00S,2022-11-08T01:47:19.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,17,21,2022-11-08T01:47:21Z,940000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,96.0,4.0,4.0,0.0,,,,,,,
98,PT03M50.00S,2022-11-08T01:47:24.4Z,1,REGULAR,turnover,bad pass,[],203994,,,1610612757,17,21,2022-11-08T01:47:28Z,950000,,,0,,J. Nurkic bad pass TURNOVER (1 TO),"[203994, 1629216]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left,1.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,
99,PT03M50.00S,2022-11-08T01:47:24.4Z,1,REGULAR,steal,,[],1629216,,,1610612748,17,21,2022-11-08T01:47:26Z,960000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
100,PT03M46.00S,2022-11-08T01:47:29.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629216,34.247700394218136,51.470588235294116,1610612748,20,21,2022-11-08T01:55:37Z,970000,-7.0,269.0,1,left,G. Vincent 26' 3PT running pullup (3 PTS),[1629216],1610612748.0,MIA,running pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,26.95,Made,3.0,,,,,,,,,,,,,,
101,PT03M33.00S,2022-11-08T01:47:42.3Z,1,REGULAR,3pt,Jump Shot,[],203081,64.99671484888306,44.36274509803921,1610612757,20,21,2022-11-08T01:47:46Z,980000,-28.0,277.0,1,right,MISS D. Lillard 27' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,27.79,Missed,,,,,,,,,,,,,,,
102,PT03M31.00S,2022-11-08T01:47:44.3Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,20,21,2022-11-08T01:47:46Z,990000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Center,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,
103,PT03M13.00S,2022-11-08T01:48:02.1Z,1,REGULAR,3pt,Jump Shot,[],1628997,3.1044678055190538,2.2058823529411766,1610612748,20,21,2022-11-08T01:48:06Z,1000000,239.0,-23.0,1,left,MISS C. Martin 24' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,24.01,Missed,,,,,,,,,,,,,,,
104,PT03M11.00S,2022-11-08T01:48:04.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,20,21,2022-11-08T01:48:06Z,1010000,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Right Corner 3,24+ Right,,,,,,,,,,103.0,4.0,4.0,0.0,,,,,,,
105,PT02M57.00S,2022-11-08T01:48:26.0Z,1,REGULAR,turnover,offensive-kicked-ball,[],203081,,,1610612757,20,21,2022-11-08T01:48:48Z,1020000,,,0,,D. Lillard offensive-kicked-ball TURNOVER (1 TO),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,,,,,,,,,,
106,PT02M57.00S,2022-11-08T01:48:38.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,20,21,2022-11-08T01:48:38Z,1030000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M57.00S,2022-11-08T01:48:51.0Z,1,REGULAR,substitution,out,[],203081,,,1610612748,20,21,2022-11-08T01:51:04Z,1040000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M57.00S,2022-11-08T01:48:51.0Z,1,REGULAR,substitution,out,[],1628404,,,1610612748,20,21,2022-11-08T01:51:04Z,1050000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M57.00S,2022-11-08T01:48:51.0Z,1,REGULAR,substitution,out,[],203994,,,1610612748,20,21,2022-11-08T01:51:04Z,1060000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M57.00S,2022-11-08T01:48:51.0Z,1,REGULAR,substitution,in,[],1629234,,,1610612748,20,21,2022-11-08T01:51:04Z,1070000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M57.00S,2022-11-08T01:48:51.0Z,1,REGULAR,substitution,in,[],1629642,,,1610612748,20,21,2022-11-08T01:51:04Z,1080000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M57.00S,2022-11-08T01:48:51.0Z,1,REGULAR,substitution,in,[],1629014,,,1610612748,20,21,2022-11-08T01:51:04Z,1090000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M35.00S,2022-11-08T01:51:41.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,6.783837056504599,48.77450980392157,1610612748,22,21,2022-11-08T01:51:47Z,1100000,6.0,11.0,1,left,J. Butler driving bank Jump Shot (6 PTS),[202710],1610612748.0,MIA,driving bank,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,1.28,Made,6.0,,,,,,,,,,,,,,
114,PT02M13.00S,2022-11-08T01:52:02.2Z,1,REGULAR,3pt,Jump Shot,[],1629642,93.38042049934296,2.450980392156863,1610612757,22,24,2022-11-08T01:52:08Z,1110000,-238.0,10.0,1,right,N. Little 3PT  (3 PTS) (J. Grant 2 AST),"[1629642, 203924]",1610612757.0,POR,,,,Little,N. Little,,,,,Left Corner 3,24+ Left,,,,23.79,Made,3.0,J. Grant,203924.0,2.0,,,,,,,,,,,
116,PT01M59.00S,2022-11-08T01:52:16.5Z,1,REGULAR,3pt,Jump Shot,[],1629216,17.16491458607096,97.79411764705883,1610612748,25,24,2022-11-08T01:52:22Z,1130000,-239.0,109.0,1,left,G. Vincent 26' 3PT  (6 PTS) (D. Dedmon 1 AST),"[1629216, 203473]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,26.26,Made,6.0,D. Dedmon,203473.0,1.0,,,,,,,,,,,
118,PT01M44.00S,2022-11-08T01:52:31.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,72.88107752956637,17.892156862745097,1610612757,25,24,2022-11-08T01:57:55Z,1150000,-161.0,202.0,1,right,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,25.83,Missed,,,,,,,,,,,,,,,
119,PT01M40.00S,2022-11-08T01:52:35.5Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,25,24,2022-11-08T01:52:40Z,1160000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,118.0,2.0,2.0,0.0,,,,,,,
120,PT01M27.00S,2022-11-08T01:52:49.4Z,1,REGULAR,3pt,Jump Shot,[],1629216,28.33442838370565,20.098039215686274,1610612748,28,24,2022-11-08T01:52:54Z,1170000,150.0,214.0,1,left,G. Vincent 26' 3PT  (9 PTS) (J. Butler 2 AST),"[1629216, 202710]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,26.09,Made,9.0,J. Butler,202710.0,2.0,,,,,,,,,,,
122,PT01M05.00S,2022-11-08T01:53:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,93.38042049934296,48.03921568627451,1610612757,28,26,2022-11-08T01:53:16Z,1190000,-10.0,10.0,1,right,J. Winslow Layup (2 PTS),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,1.38,Made,2.0,,,,,,,,,,,,,,
123,PT00M47.80S,2022-11-08T01:53:29.3Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,28,26,2022-11-08T02:02:45Z,1200000,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 1626159]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,1.0,Winslow,1626159.0,,,,,,,,,,,,,,,,,
124,PT00M47.80S,2022-11-08T01:53:29.3Z,1,REGULAR,steal,,[],1626159,,,1610612757,28,26,2022-11-08T01:53:32Z,1210000,,,0,,J. Winslow STEAL (1 STL),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
125,PT00M42.20S,2022-11-08T01:53:34.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629014,92.59198423127464,52.94117647058824,1610612757,28,26,2022-11-08T01:53:42Z,1220000,15.0,17.0,1,right,MISS A. Simons running Layup - blocked,"[1629014, 1629216]",1610612757.0,POR,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,2.25,Missed,,,,,,,,,,,,,,Vincent,1629216.0
126,PT00M42.20S,2022-11-08T01:53:34.9Z,1,REGULAR,block,,[],1629216,,,1610612757,28,26,2022-11-08T01:53:37Z,1230000,,,0,,G. Vincent BLOCK (1 BLK),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT00M39.70S,2022-11-08T01:53:37.4Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,28,26,2022-11-08T02:07:32Z,1240000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,
128,PT00M39.70S,2022-11-08T01:53:43.1Z,1,REGULAR,foul,offensive,[],202710,,,1610612748,28,26,2022-11-08T01:53:55Z,1250000,,,0,,J. Butler charge offensive FOUL (2 PF),"[202710, 203924]",1610612748.0,MIA,charge,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,202058.0,2.0,0.0,Grant,203924.0,,
130,PT00M39.70S,2022-11-08T01:53:43.1Z,1,REGULAR,turnover,offensive foul,[],202710,,,1610612748,28,26,2022-11-08T01:53:43Z,1270000,,,0,,J. Butler offensive foul TURNOVER (2 TO),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,,,,,202058.0,,,,,,
131,PT00M39.70S,2022-11-08T01:53:53.2Z,1,REGULAR,substitution,out,[],1628997,,,1610612757,28,26,2022-11-08T01:54:11Z,1280000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M39.70S,2022-11-08T01:53:53.2Z,1,REGULAR,substitution,out,[],202710,,,1610612757,28,26,2022-11-08T01:54:11Z,1290000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M39.70S,2022-11-08T01:53:53.2Z,1,REGULAR,substitution,out,[],203924,,,1610612757,28,26,2022-11-08T01:54:11Z,1300000,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M39.70S,2022-11-08T01:53:53.2Z,1,REGULAR,substitution,in,[],1629622,,,1610612757,28,26,2022-11-08T01:54:11Z,1310000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M39.70S,2022-11-08T01:53:53.2Z,1,REGULAR,substitution,in,[],200768,,,1610612757,28,26,2022-11-08T01:54:11Z,1320000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M39.70S,2022-11-08T01:53:53.2Z,1,REGULAR,substitution,in,[],1630570,,,1610612757,28,26,2022-11-08T01:54:11Z,1330000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M29.30S,2022-11-08T01:54:18.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626159,95.6143232588699,98.0392156862745,1610612757,28,26,2022-11-08T01:54:22Z,1340000,240.0,-11.0,1,right,MISS J. Winslow 24' 3PT,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Right Corner 3,24+ Right,,,,24.05,Missed,,,,,,,,,,,,,,,
138,PT00M27.20S,2022-11-08T01:54:20.4Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,28,26,2022-11-08T01:54:22Z,1350000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,
139,PT00M22.40S,2022-11-08T01:54:25.3Z,1,REGULAR,turnover,bad pass,[],1629216,,,1610612748,28,26,2022-11-08T01:54:29Z,1360000,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 1629234]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Right,1.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,,
140,PT00M22.40S,2022-11-08T01:54:25.3Z,1,REGULAR,steal,,[],1629234,,,1610612757,28,26,2022-11-08T01:54:27Z,1370000,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
141,PT00M00.00S,2022-11-08T01:54:50.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629014,90.62089356110381,54.90196078431373,1610612757,28,28,2022-11-08T01:55:11Z,1380000,25.0,36.0,1,right,A. Simons driving floating Jump Shot (5 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,4.33,Made,5.0,,,,,,,,,,,,,,
142,PT00M00.00S,2022-11-08T01:54:56.2Z,1,REGULAR,period,end,[],0,,,1610612748,28,28,2022-11-08T01:54:56Z,1390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-11-08T01:56:22.4Z,2,REGULAR,substitution,out,['startperiod'],203473,,,1610612748,28,28,2022-11-08T01:57:32Z,1400000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-11-08T01:56:22.4Z,2,REGULAR,substitution,out,['startperiod'],1626159,,,1610612748,28,28,2022-11-08T01:57:32Z,1410000,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-11-08T01:56:22.4Z,2,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,28,28,2022-11-08T01:57:32Z,1420000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-11-08T01:56:22.4Z,2,REGULAR,substitution,in,['startperiod'],1631101,,,1610612748,28,28,2022-11-08T01:57:32Z,1430000,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-11-08T01:57:37.1Z,2,REGULAR,period,start,[],0,,,1610612757,28,28,2022-11-08T01:57:37Z,1440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M36.00S,2022-11-08T01:58:01.1Z,2,REGULAR,3pt,Jump Shot,[],1629642,72.09264126149803,13.725490196078432,1610612757,28,28,2022-11-08T01:58:07Z,1450000,-181.0,210.0,1,right,MISS N. Little 27' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,,,,27.73,Missed,,,,,,,,,,,,,,,
149,PT11M31.00S,2022-11-08T01:58:06.1Z,2,REGULAR,rebound,offensive,[],1631101,,,1610612757,28,28,2022-11-08T01:58:07Z,1460000,,,0,,S. Sharpe REBOUND (Off:1 Def:0),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,148.0,1.0,0.0,1.0,,,,,,,
150,PT11M27.00S,2022-11-08T01:58:09.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1631101,76.16622864651774,33.82352941176471,1610612757,28,30,2022-11-08T01:58:23Z,1470000,-81.0,172.0,1,right,S. Sharpe 18' pullup Jump Shot (2 PTS),[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,18.96,Made,2.0,,,,,,,,,,,,,,
151,PT11M13.00S,2022-11-08T01:58:23.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,7.178055190538765,52.450980392156865,1610612748,30,30,2022-11-08T01:58:30Z,1480000,-12.0,15.0,1,left,M. Strus reverse Layup (5 PTS) (B. Adebayo 1 AST),"[1629622, 1628389]",1610612748.0,MIA,reverse,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,1.94,Made,5.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,
153,PT10M56.00S,2022-11-08T01:58:39.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,89.30683311432325,37.99019607843137,1610612757,30,32,2022-11-08T02:05:03Z,1500000,-60.0,48.0,1,right,T. Watford 7' floating Jump Shot (2 PTS) (A. Simons 2 AST),"[1630570, 1629014]",1610612757.0,POR,floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,7.68,Made,2.0,A. Simons,1629014.0,2.0,,,,,,,,,,,
155,PT10M39.00S,2022-11-08T01:58:56.2Z,2,REGULAR,3pt,Jump Shot,[],1629130,30.17411300919842,9.068627450980392,1610612748,33,32,2022-11-08T01:59:02Z,1520000,205.0,231.0,1,left,D. Robinson 30' 3PT  (3 PTS) (K. Lowry 3 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,30.87,Made,3.0,K. Lowry,200768.0,3.0,,,,,,,,,,,
157,PT10M14.00S,2022-11-08T01:59:21.8Z,2,REGULAR,3pt,Jump Shot,[],1629014,68.15045992115637,75.73529411764706,1610612757,33,32,2022-11-08T01:59:28Z,1540000,129.0,247.0,1,right,MISS A. Simons 27' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,27.84,Missed,,,,,,,,,,,,,,,
