actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
15,PT10M57.00S,2022-10-23T00:12:05.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,94.03745072273325,52.450980392156865,1610612761,0,2,2022-10-23T00:12:14Z,150000,12.0,4.0,1,right,P. Siakam running Layup (2 PTS) (F. VanVleet 1 AST),"[1627783, 1627832]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,1.28,Made,,,,,2.0,F. VanVleet,1627832.0,1.0,,,,,,,
17,PT10M50.00S,2022-10-23T00:12:13.7Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,0,2,2022-10-23T00:12:18Z,170000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1627832]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,1.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,,
18,PT10M50.00S,2022-10-23T00:12:13.7Z,1,REGULAR,steal,,[],1627832,,,1610612761,0,2,2022-10-23T00:12:15Z,180000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
19,PT10M44.00S,2022-10-23T00:12:20.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,90.22667542706965,63.48039215686274,1610612761,0,2,2022-10-23T00:13:19Z,190000,67.0,39.0,1,right,MISS P. Siakam 7' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,7.81,Missed,,,,,,,,,,,,,,,
20,PT10M43.00S,2022-10-23T00:12:21.5Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,0,2,2022-10-23T00:13:19Z,200000,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,
21,PT10M43.00S,2022-10-23T00:12:33.6Z,1,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612761,0,2,2022-10-23T00:12:54Z,210000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Barnes 2 FT),"[1628389, 1630567]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627962.0,1.0,0.0,Barnes,1630567.0,,
24,PT10M43.00S,2022-10-23T00:13:29.7Z,1,REGULAR,substitution,out,[],200768,,,1610612761,0,2,2022-10-23T00:13:33Z,240000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M43.00S,2022-10-23T00:13:29.7Z,1,REGULAR,substitution,in,[],1629216,,,1610612761,0,2,2022-10-23T00:13:33Z,250000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M43.00S,2022-10-23T00:13:49.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630567,,,1610612761,0,3,2022-10-23T00:13:49Z,260000,,,0,,S. Barnes Free Throw 1 of 2 (1 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
27,PT10M43.00S,2022-10-23T00:13:49.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630567,,,1610612761,0,3,2022-10-23T00:14:10Z,270000,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
28,PT10M41.00S,2022-10-23T00:13:51.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,3,2022-10-23T00:14:10Z,280000,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,
29,PT10M20.00S,2022-10-23T00:14:28.0Z,1,REGULAR,3pt,Jump Shot,[],1629216,20.318659658344284,93.38235294117648,1610612748,3,3,2022-10-23T00:14:33Z,290000,-217.0,138.0,1,left,G. Vincent 25' 3PT  (3 PTS) (C. Martin 1 AST),"[1629216, 1628997]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,25.73,Made,,,,,3.0,C. Martin,1628997.0,1.0,,,,,,,
31,PT10M04.00S,2022-10-23T00:14:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,91.40932982917214,63.725490196078425,1610612761,3,5,2022-10-23T00:16:03Z,310000,69.0,28.0,1,right,S. Barnes 7' driving bank Jump Shot (3 PTS),[1630567],1610612761.0,TOR,driving bank,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,7.42,Made,,,,,3.0,,,,,,,,,,
32,PT09M46.00S,2022-10-23T00:15:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,7.178055190538765,47.549019607843135,1610612748,5,5,2022-10-23T00:15:10Z,320000,12.0,15.0,1,left,B. Adebayo cutting Layup (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,1.94,Made,,,,,2.0,T. Herro,1629639.0,1.0,,,,,,,
34,PT09M25.00S,2022-10-23T00:15:23.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,94.69448094612353,51.71568627450981,1610612761,5,5,2022-10-23T00:15:29Z,340000,9.0,-3.0,1,right,MISS S. Barnes cutting DUNK,[1630567],1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,0.9,Missed,,,,,,,,,,,,,,,
35,PT09M22.00S,2022-10-23T00:15:26.9Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612748,5,5,2022-10-23T00:15:29Z,350000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,
36,PT09M19.00S,2022-10-23T00:15:29.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,24.917871222076215,7.352941176470589,1610612748,8,5,2022-10-23T00:15:44Z,360000,213.0,182.0,1,left,T. Herro 28' 3PT pullup (3 PTS) (G. Vincent 1 AST),"[1629639, 1629216]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,28.01,Made,,,,,3.0,G. Vincent,1629216.0,1.0,,,,,,,
38,PT09M03.00S,2022-10-23T00:15:45.0Z,1,REGULAR,2pt,Jump Shot,[],1629018,75.77201051248358,64.4607843137255,1610612761,8,5,2022-10-23T00:15:53Z,380000,72.0,175.0,1,right,MISS G. Trent Jr. 18' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,,,,18.95,Missed,,,,,,,,,,,,,,,
39,PT09M01.00S,2022-10-23T00:15:47.0Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,8,5,2022-10-23T00:15:53Z,390000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,
40,PT08M58.00S,2022-10-23T00:15:50.0Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,8,5,2022-10-23T00:15:57Z,400000,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1629018]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,1.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,,
41,PT08M58.00S,2022-10-23T00:15:50.0Z,1,REGULAR,steal,,[],1629018,,,1610612761,8,5,2022-10-23T00:15:52Z,410000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
44,PT08M57.00S,2022-10-23T00:16:03.4Z,1,REGULAR,foul,personal,['2freethrow'],202710,,,1610612761,8,5,2022-10-23T00:16:16Z,440000,,,0,,J. Butler shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[202710, 1629018]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627962.0,1.0,0.0,Trent Jr.,1629018.0,,
46,PT08M57.00S,2022-10-23T00:16:18.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629018,,,1610612761,8,6,2022-10-23T00:16:18Z,460000,,,0,,G. Trent Jr. Free Throw 1 of 2 (1 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
47,PT08M57.00S,2022-10-23T00:16:18.9Z,1,REGULAR,substitution,out,[],1629216,,,1610612761,8,6,2022-10-23T00:16:23Z,470000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M57.00S,2022-10-23T00:16:18.9Z,1,REGULAR,substitution,in,[],200768,,,1610612761,8,6,2022-10-23T00:16:23Z,480000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M57.00S,2022-10-23T00:16:18.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629018,,,1610612761,8,7,2022-10-23T00:16:35Z,490000,,,0,,G. Trent Jr. Free Throw 2 of 2 (2 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
50,PT08M45.00S,2022-10-23T00:16:51.4Z,1,REGULAR,foul,personal,[],1629018,,,1610612748,8,7,2022-10-23T00:17:03Z,500000,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1628389]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1627529.0,1.0,0.0,Adebayo,1628389.0,,
52,PT08M39.00S,2022-10-23T00:17:14.5Z,1,REGULAR,3pt,Jump Shot,[],200768,19.136005256241788,95.09803921568627,1610612748,11,7,2022-10-23T00:17:29Z,520000,-225.0,127.0,1,left,K. Lowry 25' 3PT  (3 PTS) (J. Butler 1 AST),"[200768, 202710]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,25.9,Made,,,,,3.0,J. Butler,202710.0,1.0,,,,,,,
54,PT08M23.00S,2022-10-23T00:17:30.4Z,1,REGULAR,2pt,Jump Shot,[],1627783,94.56307490144546,21.323529411764707,1610612761,11,7,2022-10-23T00:17:43Z,540000,-143.0,-1.0,1,right,MISS P. Siakam 14' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,14.34,Missed,,,,,,,,,,,,,,,
55,PT08M19.00S,2022-10-23T00:17:34.4Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,11,7,2022-10-23T00:17:43Z,550000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,
56,PT08M05.00S,2022-10-23T00:17:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,4.944152431011826,43.627450980392155,1610612748,11,7,2022-10-23T00:17:54Z,560000,32.0,-6.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,3.25,Missed,,,,,,,,,,,,,,,
57,PT08M03.00S,2022-10-23T00:17:50.3Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,11,7,2022-10-23T00:17:54Z,570000,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,
58,PT08M00.00S,2022-10-23T00:17:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,92.46057818659659,45.588235294117645,1610612761,11,7,2022-10-23T00:18:54Z,580000,-22.0,18.0,1,right,MISS O. Anunoby running Layup,[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,2.88,Missed,,,,,,,,,,,,,,,
59,PT08M00.00S,2022-10-23T00:17:54.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,11,7,2022-10-23T00:18:54Z,590000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,58.0,,,,,,,,,,,,,,
60,PT08M00.00S,2022-10-23T00:18:04.3Z,1,REGULAR,foul,personal,[],200768,,,1610612761,11,7,2022-10-23T00:18:20Z,600000,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 1630567]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204059.0,1.0,0.0,Barnes,1630567.0,,
62,PT07M49.00S,2022-10-23T00:18:30.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,86.5473061760841,3.6764705882352944,1610612761,11,10,2022-10-23T00:18:39Z,620000,-232.0,74.0,1,right,O. Anunoby 24' 3PT  (3 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,24.31,Made,,,,,3.0,P. Siakam,1627783.0,1.0,,,,,,,
64,PT07M29.00S,2022-10-23T00:18:53.0Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612748,11,10,2022-10-23T00:19:02Z,640000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1627783, 1628389]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627529.0,1.0,0.0,Adebayo,1628389.0,,
66,PT07M29.00S,2022-10-23T00:19:19.4Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,12,10,2022-10-23T00:19:19Z,660000,,,0,,B. Adebayo Free Throw 1 of 2 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
67,PT07M29.00S,2022-10-23T00:19:37.4Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,13,10,2022-10-23T00:19:37Z,670000,,,0,,B. Adebayo Free Throw 2 of 2 (4 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
68,PT07M18.00S,2022-10-23T00:19:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,92.46057818659659,47.05882352941176,1610612761,13,10,2022-10-23T00:19:58Z,680000,-15.0,18.0,1,right,MISS O. Anunoby driving Layup,[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,2.36,Missed,,,,,,,,,,,,,,,
69,PT07M16.00S,2022-10-23T00:19:52.5Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,13,10,2022-10-23T00:19:58Z,690000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,
70,PT07M15.00S,2022-10-23T00:20:05.4Z,1,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612748,13,10,2022-10-23T00:20:25Z,700000,,,0,,S. Barnes shooting personal FOUL (1 PF) (Martin 2 FT),"[1630567, 1628997]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627962.0,1.0,0.0,Martin,1628997.0,,
72,PT07M15.00S,2022-10-23T00:20:31.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628997,,,1610612748,14,10,2022-10-23T00:20:31Z,720000,,,0,,C. Martin Free Throw 1 of 2 (1 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
73,PT07M15.00S,2022-10-23T00:20:32.3Z,1,REGULAR,substitution,out,[],1629018,,,1610612748,14,10,2022-10-23T00:20:56Z,730000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M15.00S,2022-10-23T00:20:32.3Z,1,REGULAR,substitution,in,[],1630173,,,1610612748,14,10,2022-10-23T00:20:56Z,740000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M15.00S,2022-10-23T00:20:31.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628997,,,1610612748,15,10,2022-10-23T00:21:19Z,750000,,,0,,C. Martin Free Throw 2 of 2 (2 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
76,PT07M02.00S,2022-10-23T00:21:22.3Z,1,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612761,15,10,2022-10-23T00:21:31Z,760000,,,0,,C. Martin shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1628997, 1630173]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627962.0,1.0,0.0,Achiuwa,1630173.0,,
78,PT07M02.00S,2022-10-23T00:21:45.6Z,1,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,15,11,2022-10-23T00:21:45Z,780000,,,0,,P. Achiuwa Free Throw 1 of 2 (1 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
79,PT07M02.00S,2022-10-23T00:21:46.2Z,1,REGULAR,substitution,out,[],1628389,,,1610612761,15,11,2022-10-23T00:21:54Z,790000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT07M02.00S,2022-10-23T00:21:46.2Z,1,REGULAR,substitution,in,[],203473,,,1610612761,15,11,2022-10-23T00:21:54Z,800000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT07M02.00S,2022-10-23T00:22:09.3Z,1,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,15,12,2022-10-23T00:22:09Z,810000,,,0,,P. Achiuwa Free Throw 2 of 2 (2 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
82,PT06M41.00S,2022-10-23T00:22:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.652431011826544,47.794117647058826,1610612748,17,12,2022-10-23T00:22:40Z,820000,11.0,10.0,1,left,J. Butler driving Layup (2 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,1.49,Made,,,,,2.0,,,,,,,,,,
83,PT06M16.00S,2022-10-23T00:22:56.4Z,1,REGULAR,2pt,Jump Shot,[],1627783,73.14388961892247,49.50980392156863,1610612761,17,14,2022-10-23T00:23:01Z,830000,-2.0,200.0,1,right,P. Siakam 19' step back Jump Shot (4 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,19.99,Made,,,,,4.0,,,,,,,,,,
84,PT06M09.00S,2022-10-23T00:23:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,7.178055190538765,53.18627450980392,1610612748,19,14,2022-10-23T00:24:05Z,840000,-16.0,15.0,1,left,C. Martin driving Layup (4 PTS) (K. Lowry 1 AST),"[1628997, 200768]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,2.19,Made,,,,,4.0,K. Lowry,200768.0,1.0,,,,,,,
86,PT06M00.00S,2022-10-23T00:23:18.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612761,19,14,2022-10-23T00:23:27Z,860000,,,0,,C. Martin shooting personal FOUL (2 PF) (Siakam 2 FT),"[1628997, 1627783]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627529.0,2.0,0.0,Siakam,1627783.0,,
88,PT06M00.00S,2022-10-23T00:23:30.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,19,14,2022-10-23T00:23:30Z,880000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M00.00S,2022-10-23T00:23:34.9Z,1,REGULAR,substitution,out,[],1628997,,,1610612761,19,14,2022-10-23T00:26:10Z,890000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M00.00S,2022-10-23T00:23:34.9Z,1,REGULAR,substitution,in,[],1629622,,,1610612761,19,14,2022-10-23T00:26:10Z,900000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
