actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
182,PT11M35.00S,2023-01-25T01:08:09.8Z,2,REGULAR,3pt,Jump Shot,[],1628401,69.46452036793693,22.54901960784314,1610612738,32,33,2023-01-25T01:08:14Z,1730000,False,-137.0,235.0,1,right,D. White 27' 3PT  (11 PTS) (P. Pritchard 3 AST),"[1628401, 1630202]",1610612738.0,BOS,,White,D. White,,Above the Break 3,24+ Left Center,27.17,Made,,,,,11.0,P. Pritchard,1630202.0,3.0,,,,,,,,,
184,PT11M23.00S,2023-01-25T01:08:27.5Z,2,REGULAR,foul,personal,[],1629057,,,1610612748,32,33,2023-01-25T01:08:41Z,1750000,False,,,0,,R. Williams III personal FOUL (2 PF),"[1629057, 1628389]",1610612738.0,BOS,202901.0,Williams III,R. Williams III,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Adebayo,1628389.0,,,,,
186,PT11M09.00S,2023-01-25T01:08:58.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612748,32,33,2023-01-25T01:09:07Z,1770000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
187,PT10M57.00S,2023-01-25T01:09:18.6Z,2,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,32,33,2023-01-25T01:09:23Z,1780000,False,,,0,,G. Williams bad pass out-of-bounds TURNOVER (1 TO),[1629684],1610612738.0,BOS,202026.0,Williams,G. Williams,bad pass,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,
188,PT10M45.00S,2023-01-25T01:09:31.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629216,7.30946123521682,56.61764705882353,1610612748,32,33,2023-01-25T01:09:36Z,1790000,False,-33.0,16.0,1,left,MISS G. Vincent driving Layup - blocked,"[1629216, 1629057]",1610612748.0,MIA,,Vincent,G. Vincent,driving,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,
189,PT10M45.00S,2023-01-25T01:09:31.5Z,2,REGULAR,block,,[],1629057,,,1610612748,32,33,2023-01-25T01:09:34Z,1800000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,Williams III,R. Williams III,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
190,PT10M42.00S,2023-01-25T01:09:34.5Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,32,33,2023-01-25T01:09:36Z,1810000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,,Restricted Area,0-8 Center,,,188.0,2.0,1.0,1.0,,,,,,,,,,,,,
191,PT10M36.00S,2023-01-25T01:09:40.7Z,2,REGULAR,turnover,lost ball,[],1629684,,,1610612738,32,33,2023-01-25T01:09:54Z,1820000,False,,,0,,G. Williams lost ball TURNOVER (2 TO),"[1629684, 1629312]",1610612738.0,BOS,,Williams,G. Williams,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,2.0,,,Highsmith,1629312.0
192,PT10M36.00S,2023-01-25T01:09:40.7Z,2,REGULAR,steal,,[],1629312,,,1610612748,32,33,2023-01-25T01:09:54Z,1830000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
193,PT10M31.00S,2023-01-25T01:09:47.6Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612748,32,33,2023-01-25T01:09:57Z,1840000,False,,,0,,D. White shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1628401, 1628389]",1610612738.0,BOS,202901.0,White,D. White,shooting,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Adebayo,1628389.0,,,,,
195,PT10M31.00S,2023-01-25T01:10:21.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628389,,,1610612748,32,33,2023-01-25T01:10:21Z,1860000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,,,,Missed,,,,,,,,,,,,,,,,,
196,PT10M31.00S,2023-01-25T01:10:21.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,32,33,2023-01-25T01:10:21Z,1870000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,195.0,,,,,,,,,,,,,,,,
197,PT10M31.00S,2023-01-25T01:10:39.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628389,,,1610612748,33,33,2023-01-25T01:10:39Z,1880000,False,,,0,,B. Adebayo Free Throw 2 of 2 (3 PTS),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,,,,Made,,,,,3.0,,,,,,,,,,,,
198,PT10M24.00S,2023-01-25T01:10:49.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,91.80354796320631,54.90196078431373,1610612738,33,33,2023-01-25T01:10:56Z,1890000,False,25.0,25.0,1,right,MISS D. White driving floating Shot - blocked,"[1628401, 1628389]",1610612738.0,BOS,,White,D. White,driving floating,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,Adebayo,1628389.0,,
199,PT10M24.00S,2023-01-25T01:10:49.3Z,2,REGULAR,block,,[],1628389,,,1610612738,33,33,2023-01-25T01:10:52Z,1900000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
200,PT10M21.00S,2023-01-25T01:10:52.3Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,33,33,2023-01-25T01:10:56Z,1910000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,Restricted Area,0-8 Center,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,
201,PT10M12.00S,2023-01-25T01:11:00.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,8.754927726675426,52.450980392156865,1610612748,35,33,2023-01-25T01:12:15Z,1920000,False,-12.0,30.0,1,left,B. Adebayo Hook (5 PTS) (G. Vincent 2 AST),"[1628389, 1629216]",1610612748.0,MIA,,Adebayo,B. Adebayo,,Restricted Area,0-8 Center,3.22,Made,,,,,5.0,G. Vincent,1629216.0,2.0,,,,,,,,,
203,PT09M57.00S,2023-01-25T01:11:15.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,90.22667542706965,50.245098039215684,1610612738,35,35,2023-01-25T01:11:22Z,1940000,False,1.0,39.0,1,right,D. White driving floating Jump Shot (13 PTS),[1628401],1610612738.0,BOS,,White,D. White,driving floating,Restricted Area,0-8 Center,3.94,Made,,,,,13.0,,,,,,,,,,,,
204,PT09M48.00S,2023-01-25T01:11:25.5Z,2,REGULAR,2pt,Jump Shot,[],1629639,23.99802890932983,51.9607843137255,1610612748,35,35,2023-01-25T01:11:28Z,1950000,False,-10.0,173.0,1,left,MISS T. Herro 17' pullup Shot,[1629639],1610612748.0,MIA,,Herro,T. Herro,pullup,Mid-Range,16-24 Center,17.34,Missed,,,,,,,,,,,,,,,,,
205,PT09M45.00S,2023-01-25T01:11:28.5Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,35,35,2023-01-25T01:11:28Z,1960000,False,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,Williams III,R. Williams III,,Mid-Range,16-24 Center,,,204.0,2.0,2.0,0.0,,,,,,,,,,,,,
206,PT09M28.00S,2023-01-25T01:11:45.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,93.9060446780552,47.549019607843135,1610612738,35,37,2023-01-25T01:11:48Z,1970000,False,-12.0,5.0,1,right,R. Williams III Layup (2 PTS) (P. Pritchard 4 AST),"[1629057, 1630202]",1610612738.0,BOS,,Williams III,R. Williams III,,Restricted Area,0-8 Center,1.32,Made,,,,,2.0,P. Pritchard,1630202.0,4.0,,,,,,,,,
208,PT09M14.00S,2023-01-25T01:12:04.7Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612748,35,37,2023-01-25T01:12:15Z,1990000,False,,,0,,D. White shooting personal FOUL (3 PF) (Vincent 2 FT),"[1628401, 1629216]",1610612738.0,BOS,202026.0,White,D. White,shooting,Mid-Range,16-24 Left,,,,,,,,,,,3.0,0.0,Vincent,1629216.0,,,,,
210,PT09M14.00S,2023-01-25T01:12:31.7Z,2,REGULAR,freethrow,1 of 2,[],1629216,,,1610612748,36,37,2023-01-25T01:12:31Z,2010000,False,,,0,,G. Vincent Free Throw 1 of 2 (3 PTS),[1629216],1610612748.0,MIA,,Vincent,G. Vincent,,,,,Made,,,,,3.0,,,,,,,,,,,,
211,PT09M14.00S,2023-01-25T01:12:34.0Z,2,REGULAR,substitution,out,[],1628401,,,1610612748,36,37,2023-01-25T01:12:38Z,2020000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,White,D. White,,,,,,,,,,,,,,,,,,,,,,
212,PT09M14.00S,2023-01-25T01:12:34.0Z,2,REGULAR,substitution,in,[],1628382,,,1610612748,36,37,2023-01-25T01:12:38Z,2030000,False,,,0,,SUB in: J. Jackson,[1628382],1610612738.0,BOS,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,
213,PT09M14.00S,2023-01-25T01:12:47.3Z,2,REGULAR,freethrow,2 of 2,[],1629216,,,1610612748,37,37,2023-01-25T01:12:47Z,2040000,False,,,0,,G. Vincent Free Throw 2 of 2 (4 PTS),[1629216],1610612748.0,MIA,,Vincent,G. Vincent,,,,,Made,,,,,4.0,,,,,,,,,,,,
214,PT08M56.00S,2023-01-25T01:13:07.5Z,2,REGULAR,3pt,Jump Shot,[],1628382,93.11760840998686,2.450980392156863,1610612738,37,37,2023-01-25T01:13:14Z,2050000,False,-238.0,12.0,1,right,MISS J. Jackson 3PT,[1628382],1610612738.0,BOS,,Jackson,J. Jackson,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,
215,PT08M54.00S,2023-01-25T01:13:09.5Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,37,37,2023-01-25T01:13:14Z,2060000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:2),[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,Left Corner 3,24+ Left,,,214.0,2.0,2.0,0.0,,,,,,,,,,,,,
216,PT08M43.00S,2023-01-25T01:13:21.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.16491458607096,50.98039215686274,1610612748,39,37,2023-01-25T01:13:26Z,2070000,False,-5.0,109.0,1,left,B. Adebayo 10' Jump Shot (7 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,,Adebayo,B. Adebayo,,In The Paint (Non-RA),8-16 Center,10.9,Made,,,,,7.0,T. Herro,1629639.0,2.0,,,,,,,,,
218,PT08M29.00S,2023-01-25T01:13:34.5Z,2,REGULAR,3pt,Jump Shot,[],1630202,66.17936925098554,50.245098039215684,1610612738,39,37,2023-01-25T01:13:38Z,2090000,False,1.0,265.0,1,right,MISS P. Pritchard 26' step back 3PT,[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,step back,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,
219,PT08M27.00S,2023-01-25T01:13:36.5Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,39,37,2023-01-25T01:13:38Z,2100000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,Above the Break 3,24+ Center,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,,
220,PT08M22.00S,2023-01-25T01:13:40.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628389,6.652431011826544,52.69607843137255,1610612748,39,37,2023-01-25T01:13:48Z,2110000,False,-13.0,10.0,1,left,MISS B. Adebayo running Layup,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,running,Restricted Area,0-8 Center,1.68,Missed,,,,,,,,,,,,,,,,,
221,PT08M20.00S,2023-01-25T01:13:42.9Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,39,37,2023-01-25T01:13:48Z,2120000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,,Restricted Area,0-8 Center,,,220.0,3.0,2.0,1.0,,,,,,,,,,,,,
223,PT08M15.00S,2023-01-25T01:13:55.7Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,39,37,2023-01-25T01:14:03Z,2140000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,
224,PT08M15.00S,2023-01-25T01:13:55.7Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,39,37,2023-01-25T01:14:03Z,2150000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,
225,PT08M15.00S,2023-01-25T01:13:55.7Z,2,REGULAR,substitution,in,[],1628436,,,1610612738,39,37,2023-01-25T01:14:03Z,2160000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,
226,PT08M15.00S,2023-01-25T01:13:55.7Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,39,37,2023-01-25T01:14:03Z,2170000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,
227,PT08M06.00S,2023-01-25T01:14:19.4Z,2,REGULAR,3pt,Jump Shot,[],1630573,71.17279894875165,21.813725490196077,1610612738,39,37,2023-01-25T01:14:23Z,2180000,False,-141.0,218.0,1,right,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,Hauser,S. Hauser,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,
228,PT08M04.00S,2023-01-25T01:14:21.4Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,39,37,2023-01-25T01:14:23Z,2190000,False,,,0,,M. Strus REBOUND (Off:1 Def:3),[1629622],1610612748.0,MIA,,Strus,M. Strus,,Above the Break 3,24+ Left Center,,,227.0,4.0,3.0,1.0,,,,,,,,,,,,,
229,PT07M55.00S,2023-01-25T01:14:30.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,19.136005256241788,52.20588235294118,1610612748,41,37,2023-01-25T01:14:34Z,2200000,False,-11.0,127.0,1,left,B. Adebayo 12' pullup Jump Shot (9 PTS),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,pullup,In The Paint (Non-RA),8-16 Center,12.79,Made,,,,,9.0,,,,,,,,,,,,
230,PT07M35.00S,2023-01-25T01:14:50.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.64323258869908,48.28431372549019,1610612738,41,39,2023-01-25T01:14:55Z,2210000,False,-9.0,7.0,1,right,J. Tatum driving Layup (15 PTS) (S. Hauser 1 AST),"[1628369, 1630573]",1610612738.0,BOS,,Tatum,J. Tatum,driving,Restricted Area,0-8 Center,1.13,Made,,,,,15.0,S. Hauser,1630573.0,1.0,,,,,,,,,
232,PT07M24.00S,2023-01-25T01:15:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,10.5946123521682,36.029411764705884,1610612748,41,39,2023-01-25T01:15:05Z,2230000,False,70.0,47.0,1,left,MISS B. Adebayo 8' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,turnaround fadeaway,In The Paint (Non-RA),8-16 Right,8.43,Missed,,,,,,,,,,,,,,,,,
233,PT07M21.00S,2023-01-25T01:15:04.4Z,2,REGULAR,rebound,defensive,[],1628382,,,1610612738,41,39,2023-01-25T01:15:05Z,2240000,False,,,0,,J. Jackson REBOUND (Off:0 Def:2),[1628382],1610612738.0,BOS,,Jackson,J. Jackson,,In The Paint (Non-RA),8-16 Right,,,232.0,2.0,2.0,0.0,,,,,,,,,,,,,
234,PT07M17.00S,2023-01-25T01:15:15.3Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,41,39,2023-01-25T01:15:26Z,2250000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1628389]",1610612738.0,BOS,,Tatum,J. Tatum,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,1.0,,,Adebayo,1628389.0
337,PT07M17.00S,2023-01-25T01:15:15.3Z,2,REGULAR,steal,,[],1628389,,,1610612748,41,39,2023-01-25T01:42:55Z,2255000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
235,PT07M16.00S,2023-01-25T01:15:20.1Z,2,REGULAR,foul,personal,[],1628369,,,1610612748,41,39,2023-01-25T01:24:04Z,2260000,False,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 1628389]",1610612738.0,BOS,202026.0,Tatum,J. Tatum,,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,0.0,Adebayo,1628389.0,,,,,
239,PT06M57.00S,2023-01-25T01:15:46.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,9.411957950065702,95.83333333333334,1610612748,44,39,2023-01-25T01:15:55Z,2300000,False,-229.0,36.0,1,left,G. Vincent 3PT  (7 PTS) (M. Strus 1 AST),"[1629216, 1629622]",1610612748.0,MIA,,Vincent,G. Vincent,,Left Corner 3,24+ Left,23.2,Made,,,,,7.0,M. Strus,1629622.0,1.0,,,,,,,,,
241,PT06M45.00S,2023-01-25T01:15:58.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,74.19513797634691,88.23529411764706,1610612738,44,39,2023-01-25T01:44:45Z,2320000,False,191.0,190.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,,Tatum,J. Tatum,pullup,Above the Break 3,24+ Right Center,26.96,Missed,,,,,,,,,,,,,,,,,
242,PT06M44.00S,2023-01-25T01:15:59.6Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,44,39,2023-01-25T01:16:42Z,2330000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,Above the Break 3,24+ Right Center,,,241.0,3.0,3.0,0.0,,,,,,,,,,,,,
243,PT06M43.00S,2023-01-25T01:16:07.2Z,2,REGULAR,turnover,bad pass,[],1628389,,,1610612748,44,39,2023-01-25T01:16:33Z,2340000,False,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1628436]",1610612748.0,MIA,,Adebayo,B. Adebayo,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,Kornet,1628436.0
244,PT06M43.00S,2023-01-25T01:16:07.2Z,2,REGULAR,steal,,[],1628436,,,1610612738,44,39,2023-01-25T01:16:09Z,2350000,False,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612738.0,BOS,,Kornet,L. Kornet,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
245,PT06M41.00S,2023-01-25T01:16:10.4Z,2,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,44,39,2023-01-25T01:16:22Z,2360000,False,,,0,,M. Strus shooting personal FOUL (2 PF) (Kornet 2 FT),"[1629622, 1628436]",1610612748.0,MIA,202901.0,Strus,M. Strus,shooting,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Kornet,1628436.0,,,,,
247,PT06M41.00S,2023-01-25T01:16:27.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,44,39,2023-01-25T01:16:27Z,2380000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M41.00S,2023-01-25T01:16:31.5Z,2,REGULAR,substitution,out,[],1629216,,,1610612738,44,39,2023-01-25T01:19:15Z,2390000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,
249,PT06M41.00S,2023-01-25T01:16:31.5Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,44,39,2023-01-25T01:19:15Z,2400000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,
250,PT06M41.00S,2023-01-25T01:16:31.5Z,2,REGULAR,substitution,out,[],1629622,,,1610612738,44,39,2023-01-25T01:19:15Z,2410000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,
251,PT06M41.00S,2023-01-25T01:16:31.5Z,2,REGULAR,substitution,in,[],203506,,,1610612738,44,39,2023-01-25T01:19:15Z,2420000,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,
252,PT06M41.00S,2023-01-25T01:16:31.5Z,2,REGULAR,substitution,in,[],200768,,,1610612738,44,39,2023-01-25T01:19:15Z,2430000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,
253,PT06M41.00S,2023-01-25T01:16:31.5Z,2,REGULAR,substitution,in,[],1631115,,,1610612738,44,39,2023-01-25T01:19:15Z,2440000,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,
254,PT06M41.00S,2023-01-25T01:19:43.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628436,,,1610612738,44,39,2023-01-25T01:19:43Z,2450000,False,,,0,,MISS L. Kornet Free Throw 1 of 2,[1628436],1610612738.0,BOS,,Kornet,L. Kornet,,,,,Missed,,,,,,,,,,,,,,,,,
255,PT06M41.00S,2023-01-25T01:19:43.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,44,39,2023-01-25T01:19:43Z,2460000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,254.0,,,,,,,,,,,,,,,,
256,PT06M41.00S,2023-01-25T01:19:55.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628436,,,1610612738,44,40,2023-01-25T01:19:55Z,2470000,False,,,0,,L. Kornet Free Throw 2 of 2 (1 PTS),[1628436],1610612738.0,BOS,,Kornet,L. Kornet,,,,,Made,,,,,1.0,,,,,,,,,,,,
257,PT06M19.00S,2023-01-25T01:20:19.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,18.74178712220762,50.73529411764706,1610612748,44,40,2023-01-25T01:20:23Z,2480000,False,-4.0,124.0,1,left,MISS K. Lowry 12' turnaround fadeaway Shot,[200768],1610612748.0,MIA,,Lowry,K. Lowry,turnaround fadeaway,In The Paint (Non-RA),8-16 Center,12.38,Missed,,,,,,,,,,,,,,,,,
258,PT06M18.00S,2023-01-25T01:20:20.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,44,40,2023-01-25T01:20:45Z,2490000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,Tatum,J. Tatum,,In The Paint (Non-RA),8-16 Center,,,257.0,4.0,4.0,0.0,,,,,,,,,,,,,
259,PT06M11.00S,2023-01-25T01:20:27.2Z,2,REGULAR,3pt,Jump Shot,[],1628382,94.43166885676742,4.411764705882353,1610612738,44,43,2023-01-25T01:20:40Z,2500000,False,-228.0,0.0,1,right,J. Jackson 3PT  (3 PTS) (J. Tatum 2 AST),"[1628382, 1628369]",1610612738.0,BOS,,Jackson,J. Jackson,,Left Corner 3,24+ Left,22.79,Made,,,,,3.0,J. Tatum,1628369.0,2.0,,,,,,,,,
261,PT05M55.00S,2023-01-25T01:20:42.5Z,2,REGULAR,3pt,Jump Shot,[],1629639,29.77989487516426,19.852941176470587,1610612748,44,43,2023-01-25T01:45:18Z,2520000,False,151.0,227.0,1,left,MISS T. Herro 27' step back 3PT,[1629639],1610612748.0,MIA,,Herro,T. Herro,step back,Above the Break 3,24+ Right Center,27.28,Missed,,,,,,,,,,,,,,,,,
262,PT05M52.00S,2023-01-25T01:20:45.2Z,2,REGULAR,rebound,offensive,[],203506,,,1610612748,44,43,2023-01-25T01:20:45Z,2530000,False,,,0,,V. Oladipo REBOUND (Off:2 Def:0),[203506],1610612748.0,MIA,,Oladipo,V. Oladipo,,Above the Break 3,24+ Right Center,,,261.0,2.0,0.0,2.0,,,,,,,,,,,,,
263,PT05M46.00S,2023-01-25T01:20:52.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203506,13.354139290407357,95.58823529411765,1610612748,44,43,2023-01-25T01:20:59Z,2540000,False,-228.0,73.0,1,left,MISS V. Oladipo 3PT,[203506],1610612748.0,MIA,,Oladipo,V. Oladipo,,Left Corner 3,24+ Left,23.93,Missed,,,,,,,,,,,,,,,,,
264,PT05M43.00S,2023-01-25T01:20:55.5Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,44,43,2023-01-25T01:20:59Z,2550000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,,Left Corner 3,24+ Left,,,263.0,4.0,3.0,1.0,,,,,,,,,,,,,
265,PT05M23.00S,2023-01-25T01:21:14.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,85.49605781865965,50.245098039215684,1610612738,44,45,2023-01-25T01:21:20Z,2560000,False,1.0,84.0,1,right,P. Pritchard 8' driving floating Jump Shot (4 PTS),[1630202],1610612738.0,BOS,,Pritchard,P. Pritchard,driving floating,In The Paint (Non-RA),8-16 Center,8.38,Made,,,,,4.0,,,,,,,,,,,,
266,PT05M08.00S,2023-01-25T01:21:30.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,5.338370565045992,40.44117647058824,1610612748,44,45,2023-01-25T01:30:10Z,2570000,False,48.0,-2.0,1,left,MISS T. Herro floating Shot - blocked,"[1629639, 1628436]",1610612748.0,MIA,,Herro,T. Herro,floating,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,Kornet,1628436.0,,
416,PT05M08.00S,2023-01-25T01:21:30.7Z,2,REGULAR,block,,[],1628436,,,1610612748,44,45,2023-01-25T02:03:27Z,2575000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,Kornet,L. Kornet,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
