actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
422,PT04M27.00S,2023-01-22T22:11:38.9Z,3,REGULAR,rebound,offensive,[],1629637,,,1610612740,60,61,2023-01-22T22:11:41Z,4120000,False,,,0,,J. Hayes REBOUND (Off:1 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,421.0,3.0,2.0,1.0,,,,,,,,,,
423,PT04M25.00S,2023-01-22T22:11:41.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,94.30026281208936,97.30392156862744,1610612740,60,61,2023-01-22T22:11:47Z,4130000,False,237.0,1.0,1,right,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Right Corner 3,24+ Right,,,,23.65,Missed,,,,,,,,,,,,,,,
424,PT04M21.00S,2023-01-22T22:11:45.7Z,3,REGULAR,rebound,offensive,[],1630530,,,1610612740,60,61,2023-01-22T22:11:47Z,4140000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,,,423.0,1.0,0.0,1.0,,,,,,,,,,
425,PT04M13.00S,2023-01-22T22:11:54.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626204,94.03745072273325,55.63725490196079,1610612740,60,61,2023-01-22T22:22:00Z,4150000,False,28.0,4.0,1,right,MISS L. Nance Jr. driving Layup,[1626204],1610612740.0,NOP,driving,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,2.84,Missed,,,,,,,,,,,,,,,
426,PT04M13.00S,2023-01-22T22:11:54.6Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612740,60,61,2023-01-22T22:22:23Z,4160000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:4),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,425.0,5.0,4.0,1.0,,,,,,,,,,
427,PT04M13.00S,2023-01-22T22:12:04.6Z,3,REGULAR,foul,personal,['2freethrow'],200768,,,1610612740,60,61,2023-01-22T22:12:43Z,4170000,False,,,0,,K. Lowry shooting personal FOUL (2 PF) (Nance Jr. 2 FT),"[200768, 1626204]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Nance Jr.,1626204.0
429,PT04M13.00S,2023-01-22T22:12:44.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626204,,,1610612740,60,62,2023-01-22T22:12:44Z,4190000,False,,,0,,L. Nance Jr. Free Throw 1 of 2 (1 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
430,PT04M13.00S,2023-01-22T22:12:58.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626204,,,1610612740,60,63,2023-01-22T22:12:58Z,4200000,False,,,0,,L. Nance Jr. Free Throw 2 of 2 (2 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
431,PT03M58.00S,2023-01-22T22:13:16.2Z,3,REGULAR,turnover,lost ball,[],1629639,,,1610612748,60,63,2023-01-22T22:13:23Z,4210000,False,,,0,,T. Herro lost ball TURNOVER (3 TO),"[1629639, 1628984]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,3.0,Graham,1628984.0,,,,,,,,,,,,,,,,,
432,PT03M58.00S,2023-01-22T22:13:16.2Z,3,REGULAR,steal,,[],1628984,,,1610612740,60,63,2023-01-22T22:13:18Z,4220000,False,,,0,,D. Graham STEAL (5 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
433,PT03M55.00S,2023-01-22T22:13:18.9Z,3,REGULAR,turnover,bad pass,[],1628984,,,1610612740,60,63,2023-01-22T22:13:27Z,4230000,False,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 200768]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,16-24 Left Center,1.0,Lowry,200768.0,,,,,,,,,,,,,,,,,
434,PT03M55.00S,2023-01-22T22:13:18.9Z,3,REGULAR,steal,,[],200768,,,1610612748,60,63,2023-01-22T22:13:20Z,4240000,False,,,0,,K. Lowry STEAL (4 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
436,PT03M52.00S,2023-01-22T22:13:43.8Z,3,REGULAR,violation,kicked ball,[],203468,,,1610612748,60,63,2023-01-22T22:14:06Z,4260000,False,,,0,,C. McCollum kicked ball VIOLATION,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,2002.0,,,,
437,PT03M49.00S,2023-01-22T22:14:12.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,13.222733245729303,96.32352941176471,1610612748,63,63,2023-01-22T22:14:17Z,4270000,False,-232.0,72.0,1,left,T. Herro 24' 3PT  (20 PTS) (K. Lowry 1 AST),"[1629639, 200768]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,,24.25,Made,20.0,,,,,K. Lowry,200768.0,1.0,,,,,,,
439,PT03M35.00S,2023-01-22T22:14:26.9Z,3,REGULAR,3pt,Jump Shot,[],203468,93.64323258869908,99.26470588235294,1610612740,63,63,2023-01-22T22:14:34Z,4290000,False,246.0,7.0,1,right,MISS C. McCollum 24' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,,24.64,Missed,,,,,,,,,,,,,,,
440,PT03M31.00S,2023-01-22T22:14:30.9Z,3,REGULAR,rebound,defensive,[],1631115,,,1610612748,63,63,2023-01-22T22:14:34Z,4300000,False,,,0,,O. Robinson REBOUND (Off:1 Def:2),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,439.0,3.0,2.0,1.0,,,,,,,,,,
441,PT03M10.00S,2023-01-22T22:14:54.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612748,63,63,2023-01-22T22:15:01Z,4310000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Butler 2 FT),"[203468, 202710]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Butler,202710.0
443,PT03M10.00S,2023-01-22T22:15:26.3Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,64,63,2023-01-22T22:15:26Z,4330000,False,,,0,,J. Butler Free Throw 1 of 2 (14 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
444,PT03M10.00S,2023-01-22T22:15:27.1Z,3,REGULAR,substitution,out,[],200768,,,1610612748,64,63,2023-01-22T22:15:40Z,4340000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M10.00S,2023-01-22T22:15:27.1Z,3,REGULAR,substitution,out,[],203468,,,1610612748,64,63,2023-01-22T22:15:40Z,4350000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M10.00S,2023-01-22T22:15:27.1Z,3,REGULAR,substitution,out,[],1629637,,,1610612748,64,63,2023-01-22T22:15:40Z,4360000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M10.00S,2023-01-22T22:15:27.1Z,3,REGULAR,substitution,out,[],1630530,,,1610612748,64,63,2023-01-22T22:15:40Z,4370000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M10.00S,2023-01-22T22:15:27.1Z,3,REGULAR,substitution,in,[],1629216,,,1610612748,64,63,2023-01-22T22:15:40Z,4380000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M10.00S,2023-01-22T22:15:27.1Z,3,REGULAR,substitution,in,[],202685,,,1610612748,64,63,2023-01-22T22:15:40Z,4390000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M10.00S,2023-01-22T22:15:27.1Z,3,REGULAR,substitution,in,[],1630700,,,1610612748,64,63,2023-01-22T22:15:40Z,4400000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M10.00S,2023-01-22T22:15:27.1Z,3,REGULAR,substitution,in,[],1630631,,,1610612748,64,63,2023-01-22T22:15:40Z,4410000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M10.00S,2023-01-22T22:15:52.4Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,65,63,2023-01-22T22:15:52Z,4420000,False,,,0,,J. Butler Free Throw 2 of 2 (15 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
453,PT02M51.00S,2023-01-22T22:16:12.4Z,3,REGULAR,3pt,Jump Shot,[],1630631,87.20433639947439,97.79411764705883,1610612740,65,66,2023-01-22T22:16:17Z,4430000,False,239.0,68.0,1,right,J. Alvarado 24' 3PT  (3 PTS) (L. Nance Jr. 2 AST),"[1630631, 1626204]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,,,,24.84,Made,3.0,,,,,L. Nance Jr.,1626204.0,2.0,,,,,,,
455,PT02M38.00S,2023-01-22T22:16:30.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612748,65,66,2023-01-22T22:16:37Z,4450000,False,,,0,,J. Alvarado shooting personal FOUL (2 PF) (Butler 2 FT),"[1630631, 202710]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627961.0,2.0,0.0,Butler,202710.0
457,PT02M38.00S,2023-01-22T22:16:56.1Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,66,66,2023-01-22T22:17:13Z,4470000,False,,,0,,J. Butler Free Throw 1 of 2 (16 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
458,PT02M38.00S,2023-01-22T22:16:56.1Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,66,66,2023-01-22T22:17:13Z,4480000,False,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
459,PT02M35.00S,2023-01-22T22:16:59.1Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612740,66,66,2023-01-22T22:17:13Z,4490000,False,,,0,,D. Daniels REBOUND (Off:1 Def:3),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,458.0,4.0,3.0,1.0,,,,,,,,,,
460,PT02M19.00S,2023-01-22T22:17:26.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,93.24901445466492,52.94117647058824,1610612740,66,68,2023-01-22T22:17:33Z,4500000,False,15.0,11.0,1,right,L. Nance Jr. DUNK (4 PTS) (D. Daniels 5 AST),"[1626204, 1630700]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,1.84,Made,4.0,,,,,D. Daniels,1630700.0,5.0,,,,,,,
462,PT02M00.00S,2023-01-22T22:17:46.9Z,3,REGULAR,3pt,Jump Shot,[],203506,28.991458607095925,22.794117647058822,1610612748,66,68,2023-01-22T22:17:57Z,4520000,False,136.0,220.0,1,left,MISS V. Oladipo 25' step back 3PT,[203506],1610612748.0,MIA,step back,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Right Center,,,,25.86,Missed,,,,,,,,,,,,,,,
463,PT01M56.00S,2023-01-22T22:17:50.9Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,66,68,2023-01-22T22:17:51Z,4530000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:11),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,,462.0,12.0,11.0,1.0,,,,,,,,,,
464,PT01M43.00S,2023-01-22T22:18:02.7Z,3,REGULAR,turnover,bad pass,[],1630700,,,1610612740,66,68,2023-01-22T22:18:08Z,4540000,False,,,0,,D. Daniels bad pass TURNOVER (3 TO),"[1630700, 1629216]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Right Center,3.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,
465,PT01M43.00S,2023-01-22T22:18:02.7Z,3,REGULAR,steal,,[],1629216,,,1610612748,66,68,2023-01-22T22:18:05Z,4550000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
466,PT01M40.00S,2023-01-22T22:18:09.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612748,66,68,2023-01-22T22:18:35Z,4560000,False,,,0,,J. Alvarado shooting personal FOUL (3 PF) (Robinson 2 FT),"[1630631, 1631115]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Robinson,1631115.0
468,PT01M40.00S,2023-01-22T22:18:42.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631115,,,1610612748,67,68,2023-01-22T22:19:08Z,4580000,False,,,0,,O. Robinson Free Throw 1 of 2 (1 PTS),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
469,PT01M40.00S,2023-01-22T22:18:44.3Z,3,REGULAR,substitution,out,[],1629639,,,1610612748,67,68,2023-01-22T22:18:52Z,4590000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M40.00S,2023-01-22T22:18:44.3Z,3,REGULAR,substitution,out,[],202710,,,1610612748,67,68,2023-01-22T22:18:52Z,4600000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M40.00S,2023-01-22T22:18:44.3Z,3,REGULAR,substitution,in,[],1628997,,,1610612748,67,68,2023-01-22T22:18:52Z,4610000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT01M40.00S,2023-01-22T22:18:44.3Z,3,REGULAR,substitution,in,[],1629622,,,1610612748,67,68,2023-01-22T22:18:52Z,4620000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M40.00S,2023-01-22T22:18:42.3Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631115,,,1610612748,67,68,2023-01-22T22:19:08Z,4630000,False,,,0,,MISS O. Robinson Free Throw 2 of 2,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
474,PT01M36.00S,2023-01-22T22:18:46.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,67,68,2023-01-22T22:19:08Z,4640000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:12),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,473.0,13.0,12.0,1.0,,,,,,,,,,
475,PT01M17.00S,2023-01-22T22:19:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,92.72339027595268,55.88235294117647,1610612740,67,68,2023-01-22T22:19:34Z,4650000,False,29.0,16.0,1,right,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,3.34,Missed,,,,,,,,,,,,,,,
476,PT01M08.00S,2023-01-22T22:19:34.1Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,67,68,2023-01-22T22:19:54Z,4660000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:12),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,475.0,14.0,12.0,2.0,,,,,,,,,,
477,PT01M08.00S,2023-01-22T22:19:33.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612740,67,68,2023-01-22T22:19:40Z,4670000,False,0.0,0.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
478,PT01M07.00S,2023-01-22T22:19:34.0Z,3,REGULAR,rebound,defensive,[],1629216,,,1610612748,67,68,2023-01-22T22:19:34Z,4680000,False,,,0,,G. Vincent REBOUND (Off:1 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,,,,477.0,2.0,1.0,1.0,,,,,,,,,,
479,PT01M01.00S,2023-01-22T22:19:40.3Z,3,REGULAR,turnover,bad pass,[],1629216,,,1610612748,67,68,2023-01-22T22:20:07Z,4690000,False,,,0,,G. Vincent bad pass TURNOVER (2 TO),"[1629216, 1626204]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,2.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,
480,PT01M01.00S,2023-01-22T22:19:40.3Z,3,REGULAR,steal,,[],1626204,,,1610612740,67,68,2023-01-22T22:19:42Z,4700000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
481,PT00M59.60S,2023-01-22T22:19:44.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626204,92.85479632063075,53.67647058823529,1610612740,67,70,2023-01-22T22:19:50Z,4710000,False,18.0,15.0,1,right,L. Nance Jr. running DUNK (6 PTS),[1626204],1610612740.0,NOP,running,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,2.36,Made,6.0,,,,,,,,,,,,,,
482,PT00M43.80S,2023-01-22T22:20:03.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203506,4.944152431011826,47.05882352941176,1610612748,69,70,2023-01-22T22:20:12Z,4720000,False,15.0,-6.0,1,left,V. Oladipo driving finger roll Layup (6 PTS),[203506],1610612748.0,MIA,driving finger roll,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,,,,1.59,Made,6.0,,,,,,,,,,,,,,
483,PT00M29.70S,2023-01-22T22:20:19.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,94.03745072273325,52.450980392156865,1610612740,69,72,2023-01-22T22:20:24Z,4730000,False,12.0,4.0,1,right,J. Valanciunas alley-oop Layup (14 PTS) (L. Nance Jr. 3 AST),"[202685, 1626204]",1610612740.0,NOP,alley-oop,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,1.28,Made,14.0,,,,,L. Nance Jr.,1626204.0,3.0,,,,,,,
485,PT00M12.10S,2023-01-22T22:20:38.7Z,3,REGULAR,3pt,Jump Shot,[],1629622,12.565703022339028,5.147058823529411,1610612748,69,72,2023-01-22T22:20:42Z,4750000,False,224.0,66.0,1,left,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,,,,23.37,Missed,,,,,,,,,,,,,,,
486,PT00M10.10S,2023-01-22T22:20:40.7Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,69,72,2023-01-22T22:20:40Z,4760000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:13),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Right Corner 3,24+ Right,,,,,,,485.0,15.0,13.0,2.0,,,,,,,,,,
487,PT00M00.70S,2023-01-22T22:20:49.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,92.46057818659659,51.9607843137255,1610612740,69,72,2023-01-22T22:20:59Z,4770000,False,10.0,18.0,1,right,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,2.08,Missed,,,,,,,,,,,,,,,
488,PT00M00.70S,2023-01-22T22:20:49.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,69,72,2023-01-22T22:26:19Z,4780000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,487.0,,,,,,,,,,,,,
489,PT00M00.00S,2023-01-22T22:21:02.6Z,3,REGULAR,period,end,[],0,,,1610612740,69,72,2023-01-22T22:26:19Z,4790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2023-01-22T22:21:13.4Z,4,REGULAR,substitution,out,['startperiod'],1631115,,,1610612740,69,72,2023-01-22T22:26:19Z,4800000,False,,,0,,SUB out: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2023-01-22T22:21:13.4Z,4,REGULAR,substitution,out,['startperiod'],1628984,,,1610612740,69,72,2023-01-22T22:26:19Z,4810000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2023-01-22T22:21:13.4Z,4,REGULAR,substitution,out,['startperiod'],1630700,,,1610612740,69,72,2023-01-22T22:26:19Z,4820000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2023-01-22T22:21:13.4Z,4,REGULAR,substitution,out,['startperiod'],1626204,,,1610612740,69,72,2023-01-22T22:26:19Z,4830000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2023-01-22T22:21:13.4Z,4,REGULAR,substitution,in,['startperiod'],1628389,,,1610612740,69,72,2023-01-22T22:26:19Z,4840000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2023-01-22T22:21:13.4Z,4,REGULAR,substitution,in,['startperiod'],1630529,,,1610612740,69,72,2023-01-22T22:26:19Z,4850000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2023-01-22T22:21:13.4Z,4,REGULAR,substitution,in,['startperiod'],1629637,,,1610612740,69,72,2023-01-22T22:26:19Z,4860000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2023-01-22T22:21:13.4Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612740,69,72,2023-01-22T22:26:19Z,4870000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2023-01-22T22:23:40.3Z,4,REGULAR,period,start,[],0,,,1610612748,69,72,2023-01-22T22:23:40Z,4880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT11M43.00S,2023-01-22T22:23:56.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,6.783837056504599,54.41176470588235,1610612748,71,72,2023-01-22T22:24:03Z,4890000,False,-22.0,11.0,1,left,G. Vincent cutting Layup (2 PTS) (B. Adebayo 1 AST),"[1629216, 1628389]",1610612748.0,MIA,cutting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,2.48,Made,2.0,,,,,B. Adebayo,1628389.0,1.0,,,,,,,
501,PT11M30.00S,2023-01-22T22:24:10.3Z,4,REGULAR,2pt,Jump Shot,[],202685,74.72076215505913,38.970588235294116,1610612740,71,72,2023-01-22T22:24:15Z,4910000,False,-55.0,185.0,1,right,MISS J. Valanciunas 19' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,,19.31,Missed,,,,,,,,,,,,,,,
502,PT11M27.00S,2023-01-22T22:24:13.3Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,71,72,2023-01-22T22:24:15Z,4920000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,,,,,501.0,8.0,6.0,2.0,,,,,,,,,,
503,PT11M19.00S,2023-01-22T22:24:20.9Z,4,REGULAR,3pt,Jump Shot,[],1629216,27.151773981603156,76.7156862745098,1610612748,71,72,2023-01-22T22:25:09Z,4930000,False,-134.0,203.0,1,left,MISS G. Vincent 24' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,24.28,Missed,,,,,,,,,,,,,,,
