actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
331,PT11M43.00S,2022-10-25T00:52:41.0Z,3,REGULAR,turnover,bad pass,[],1627783,,,1610612761,43,48,2022-10-25T00:52:52Z,3240000,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 1629639]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,2.0,Herro,1629639.0,,,,,,,,,,,,,,,,,
332,PT11M43.00S,2022-10-25T00:52:41.0Z,3,REGULAR,steal,,[],1629639,,,1610612748,43,48,2022-10-25T00:52:43Z,3250000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
333,PT11M40.00S,2022-10-25T00:52:43.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,91.80354796320631,56.61764705882353,1610612748,45,48,2022-10-25T00:52:56Z,3260000,33.0,25.0,1,right,T. Herro running DUNK (12 PTS),[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,4.12,Made,12.0,,,,,,,,,,,,,,
334,PT11M25.00S,2022-10-25T00:52:58.2Z,3,REGULAR,turnover,bad pass,[],1627832,,,1610612761,45,48,2022-10-25T00:53:03Z,3270000,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 1628389]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,
335,PT11M25.00S,2022-10-25T00:52:58.2Z,3,REGULAR,steal,,[],1628389,,,1610612748,45,48,2022-10-25T00:53:01Z,3280000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
336,PT11M19.00S,2022-10-25T00:53:04.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,92.32917214191852,56.127450980392155,1610612748,45,48,2022-10-25T00:53:28Z,3290000,31.0,20.0,1,right,MISS J. Butler running Layup - blocked,"[202710, 1631132]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,3.63,Missed,,,,,,,,,,,,,,Koloko,1631132.0
337,PT11M19.00S,2022-10-25T00:53:04.8Z,3,REGULAR,block,,[],1631132,,,1610612748,45,48,2022-10-25T00:53:10Z,3300000,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
338,PT11M15.00S,2022-10-25T00:53:08.8Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,45,48,2022-10-25T00:54:11Z,3310000,,,0,,O. Anunoby REBOUND (Off:0 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,336.0,4.0,4.0,0.0,,,,,,,,,
339,PT11M15.00S,2022-10-25T00:53:13.3Z,3,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612761,45,48,2022-10-25T00:54:06Z,3320000,,,0,,T. Herro shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1629639, 1627832]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1628951.0,,,,,1.0,0.0,VanVleet,1627832.0,,,,,
341,PT11M15.00S,2022-10-25T00:53:40.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627832,,,1610612761,45,49,2022-10-25T00:53:40Z,3340000,,,0,,F. VanVleet Free Throw 1 of 2 (14 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
342,PT11M15.00S,2022-10-25T00:53:53.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627832,,,1610612761,45,50,2022-10-25T00:53:53Z,3350000,,,0,,F. VanVleet Free Throw 2 of 2 (15 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
343,PT10M58.00S,2022-10-25T00:54:11.8Z,3,REGULAR,2pt,Jump Shot,[],202710,86.81011826544021,74.26470588235294,1610612748,45,50,2022-10-25T00:54:18Z,3360000,121.0,71.0,1,right,MISS J. Butler 14' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,14.08,Missed,,,,,,,,,,,,,,,
344,PT10M53.00S,2022-10-25T00:54:16.8Z,3,REGULAR,rebound,defensive,[],1631132,,,1610612761,45,50,2022-10-25T00:54:18Z,3370000,,,0,,C. Koloko REBOUND (Off:0 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Right,,,,,,,,343.0,2.0,2.0,0.0,,,,,,,,,
345,PT10M43.00S,2022-10-25T00:54:25.6Z,3,REGULAR,3pt,Jump Shot,[],1627783,27.414586070959263,83.57843137254902,1610612761,45,53,2022-10-25T00:54:36Z,3380000,-168.0,205.0,1,left,P. Siakam 26' 3PT  (8 PTS) (F. VanVleet 6 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,26.51,Made,8.0,,,,,,,,,,F. VanVleet,1627832.0,6.0,,
347,PT10M19.00S,2022-10-25T00:54:50.3Z,3,REGULAR,3pt,Jump Shot,[],200768,94.30026281208936,3.9215686274509802,1610612748,45,53,2022-10-25T00:55:06Z,3400000,-230.0,1.0,1,right,MISS K. Lowry 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,,,,23.04,Missed,,,,,,,,,,,,,,,
348,PT10M15.00S,2022-10-25T00:54:54.3Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,45,53,2022-10-25T00:54:54Z,3410000,,,0,,B. Adebayo REBOUND (Off:3 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,,,,347.0,6.0,3.0,3.0,,,,,,,,,
349,PT10M14.00S,2022-10-25T00:54:56.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,67.23061760840999,36.76470588235294,1610612748,48,53,2022-10-25T00:55:06Z,3420000,-66.0,256.0,1,right,T. Herro 26' 3PT  (15 PTS) (J. Butler 2 AST),"[1629639, 202710]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,26.39,Made,15.0,,,,,,,,,,J. Butler,202710.0,2.0,,
351,PT10M00.00S,2022-10-25T00:55:09.5Z,3,REGULAR,3pt,Jump Shot,[],1627783,31.188403416557158,64.48376225490196,1610612761,48,53,2022-10-25T00:55:26Z,3440000,-72.0,241.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,25.14,Missed,,,,,,,,,,,,,,,
352,PT10M00.00S,2022-10-25T00:55:09.5Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,48,53,2022-10-25T00:55:26Z,3450000,,,0,,T. Herro REBOUND (Off:1 Def:9),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,,351.0,10.0,9.0,1.0,,,,,,,,,
353,PT09M43.00S,2022-10-25T00:55:26.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.85479632063075,45.588235294117645,1610612748,48,53,2022-10-25T00:55:41Z,3460000,-22.0,15.0,1,right,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,2.65,Missed,,,,,,,,,,,,,,,
354,PT09M39.00S,2022-10-25T00:55:30.7Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,48,53,2022-10-25T00:55:41Z,3470000,,,0,,O. Anunoby REBOUND (Off:0 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,353.0,5.0,5.0,0.0,,,,,,,,,
355,PT09M31.00S,2022-10-25T00:55:38.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,10.5946123521682,47.549019607843135,1610612761,48,53,2022-10-25T00:55:54Z,3480000,12.0,47.0,1,left,MISS F. VanVleet driving Layup - blocked,"[1627832, 1628389]",1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,4.87,Missed,,,,,,,,,,,,,,Adebayo,1628389.0
356,PT09M31.00S,2022-10-25T00:55:38.3Z,3,REGULAR,block,,[],1628389,,,1610612761,48,53,2022-10-25T00:55:40Z,3490000,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
358,PT09M31.00S,2022-10-25T00:55:38.3Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,48,53,2022-10-25T00:55:54Z,3500000,,,0,,B. Adebayo REBOUND (Off:3 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,355.0,7.0,4.0,3.0,,,,,,,,,
359,PT09M24.00S,2022-10-25T00:55:45.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,65.91655716162943,70.58823529411765,1610612748,48,53,2022-10-25T01:01:53Z,3510000,103.0,268.0,1,right,MISS T. Herro 28' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,28.7,Missed,,,,,,,,,,,,,,,
360,PT09M19.00S,2022-10-25T00:55:50.4Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,48,53,2022-10-25T00:56:02Z,3520000,,,0,,O. Anunoby REBOUND (Off:0 Def:6),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,359.0,6.0,6.0,0.0,,,,,,,,,
361,PT09M15.00S,2022-10-25T00:55:56.2Z,3,REGULAR,foul,personal,[],202710,,,1610612761,48,53,2022-10-25T00:56:07Z,3530000,,,0,,J. Butler personal FOUL (1 PF),"[202710, 1627832]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,,202027.0,,,,,1.0,0.0,VanVleet,1627832.0,,,,,
363,PT09M05.00S,2022-10-25T00:56:24.2Z,3,REGULAR,3pt,Jump Shot,[],1627832,33.590670170827856,39.950980392156865,1610612761,48,56,2022-10-25T00:56:38Z,3550000,50.0,263.0,1,left,F. VanVleet 26' 3PT  (18 PTS) (P. Siakam 1 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,26.8,Made,18.0,,,,,,,,,,P. Siakam,1627783.0,1.0,,
367,PT08M46.00S,2022-10-25T00:56:49.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.59198423127464,53.67647058823529,1610612748,50,56,2022-10-25T00:57:02Z,3590000,18.0,17.0,1,right,B. Adebayo cutting finger roll Layup (9 PTS) (K. Lowry 1 AST),"[1628389, 200768]",1610612748.0,MIA,cutting finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,2.51,Made,9.0,,,,,,,,,,K. Lowry,200768.0,1.0,,
369,PT08M46.00S,2022-10-25T00:56:53.0Z,3,REGULAR,foul,personal,['1freethrow'],1631132,,,1610612748,50,56,2022-10-25T00:56:59Z,3610000,,,0,,C. Koloko shooting personal FOUL (3 PF) (Adebayo 1 FT),"[1631132, 1628389]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,202027.0,,,,,3.0,1.0,Adebayo,1628389.0,,,,,
371,PT08M46.00S,2022-10-25T00:57:30.2Z,3,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,51,56,2022-10-25T00:57:30Z,3630000,,,0,,B. Adebayo Free Throw 1 of 1 (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
372,PT08M30.00S,2022-10-25T00:57:54.5Z,3,REGULAR,3pt,Jump Shot,[],1629018,26.10052562417871,12.990196078431374,1610612761,51,56,2022-10-25T00:58:00Z,3640000,185.0,193.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,26.72,Missed,,,,,,,,,,,,,,,
373,PT08M26.00S,2022-10-25T00:57:58.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,51,56,2022-10-25T00:58:00Z,3650000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,372.0,3.0,2.0,1.0,,,,,,,,,
374,PT08M24.00S,2022-10-25T00:57:59.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629622,91.5407358738502,52.20588235294118,1610612748,53,56,2022-10-25T00:58:04Z,3660000,11.0,27.0,1,right,M. Strus running Layup (6 PTS) (J. Butler 3 AST),"[1629622, 202710]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,2.92,Made,6.0,,,,,,,,,,J. Butler,202710.0,3.0,,
376,PT08M18.00S,2022-10-25T00:58:10.4Z,3,REGULAR,turnover,offensive-kicked-ball,[],1627783,,,1610612761,53,56,2022-10-25T00:58:19Z,3680000,,,0,,P. Siakam offensive-kicked-ball TURNOVER (3 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,3.0,,,,,,,,,,,,,,,,,,,
377,PT08M06.00S,2022-10-25T00:58:30.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,90.88370565045992,52.94117647058824,1610612748,55,56,2022-10-25T00:58:36Z,3690000,15.0,33.0,1,right,J. Butler cutting Layup (14 PTS) (B. Adebayo 3 AST),"[202710, 1628389]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,3.63,Made,14.0,,,,,,,,,,B. Adebayo,1628389.0,3.0,,
379,PT07M48.00S,2022-10-25T00:59:03.4Z,3,REGULAR,foul,offensive,[],1627783,,,1610612761,55,56,2022-10-25T00:59:18Z,3710000,,,0,,P. Siakam charge offensive FOUL (1 PF),"[1627783, 202710]",1610612761.0,TOR,charge,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,,,,,1.0,0.0,Butler,202710.0,,,,,
381,PT07M48.00S,2022-10-25T00:59:03.4Z,3,REGULAR,turnover,offensive foul,[],1627783,,,1610612761,55,56,2022-10-25T00:59:03Z,3730000,,,0,,P. Siakam offensive foul TURNOVER (4 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.0,,,,,,202027.0,,,,,,,,,,,,,
382,PT07M36.00S,2022-10-25T00:59:25.6Z,3,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612748,55,56,2022-10-25T00:59:48Z,3740000,,,0,,O. Anunoby shooting personal FOUL (4 PF) (Adebayo 2 FT),"[1628384, 1628389]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,,,,,4.0,0.0,Adebayo,1628389.0,,,,,
384,PT07M36.00S,2022-10-25T00:59:57.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628389,,,1610612748,56,56,2022-10-25T00:59:57Z,3760000,,,0,,B. Adebayo Free Throw 1 of 2 (11 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
385,PT07M36.00S,2022-10-25T00:59:57.8Z,3,REGULAR,substitution,out,[],1631132,,,1610612748,56,56,2022-10-25T01:00:12Z,3770000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M36.00S,2022-10-25T00:59:57.8Z,3,REGULAR,substitution,out,[],1628384,,,1610612748,56,56,2022-10-25T01:00:12Z,3780000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M36.00S,2022-10-25T00:59:57.8Z,3,REGULAR,substitution,in,[],1630173,,,1610612748,56,56,2022-10-25T01:00:12Z,3790000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M36.00S,2022-10-25T00:59:57.8Z,3,REGULAR,substitution,in,[],1628449,,,1610612748,56,56,2022-10-25T01:00:12Z,3800000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M36.00S,2022-10-25T01:00:31.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628389,,,1610612748,57,56,2022-10-25T01:00:31Z,3810000,,,0,,B. Adebayo Free Throw 2 of 2 (12 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
390,PT07M16.00S,2022-10-25T01:00:50.8Z,3,REGULAR,2pt,Jump Shot,[],1630173,12.697109067017081,66.17647058823529,1610612761,57,56,2022-10-25T01:01:00Z,3820000,-81.0,67.0,1,left,MISS P. Achiuwa 10' floating Shot,[1630173],1610612761.0,TOR,floating,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,,10.5,Missed,,,,,,,,,,,,,,,
391,PT07M14.00S,2022-10-25T01:00:52.8Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,57,56,2022-10-25T01:01:00Z,3830000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,,,,,,390.0,2.0,2.0,0.0,,,,,,,,,
392,PT07M08.00S,2022-10-25T01:00:59.3Z,3,REGULAR,3pt,Jump Shot,[],1629622,94.95729303547962,4.901960784313726,1610612748,57,56,2022-10-25T01:01:10Z,3840000,-225.0,-5.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,,,,22.56,Missed,,,,,,,,,,,,,,,
393,PT07M05.00S,2022-10-25T01:01:02.9Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,57,56,2022-10-25T01:01:02Z,3850000,,,0,,J. Butler REBOUND (Off:2 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,,,,,392.0,4.0,2.0,2.0,,,,,,,,,
394,PT06M55.00S,2022-10-25T01:01:14.3Z,3,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612748,57,56,2022-10-25T01:01:25Z,3860000,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Herro 2 FT),"[1630173, 1629639]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,,,,,1.0,0.0,Herro,1629639.0,,,,,
396,PT06M55.00S,2022-10-25T01:01:28.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,57,56,2022-10-25T01:01:28Z,3880000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M55.00S,2022-10-25T01:04:41.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629639,,,1610612748,58,56,2022-10-25T01:04:41Z,3890000,,,0,,T. Herro Free Throw 1 of 2 (16 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
398,PT06M55.00S,2022-10-25T01:04:57.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629639,,,1610612748,59,56,2022-10-25T01:04:57Z,3900000,,,0,,T. Herro Free Throw 2 of 2 (17 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
399,PT06M35.00S,2022-10-25T01:05:19.0Z,3,REGULAR,3pt,Jump Shot,[],1627832,27.414586070959263,18.627450980392158,1610612761,59,56,2022-10-25T01:05:24Z,3910000,157.0,205.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,25.83,Missed,,,,,,,,,,,,,,,
400,PT06M31.00S,2022-10-25T01:05:23.0Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,59,56,2022-10-25T01:05:24Z,3920000,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,399.0,5.0,3.0,2.0,,,,,,,,,
401,PT06M15.00S,2022-10-25T01:05:38.6Z,3,REGULAR,3pt,Jump Shot,[],1629639,95.22010512483574,3.1862745098039214,1610612748,59,56,2022-10-25T01:05:43Z,3930000,-234.0,-8.0,1,right,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,,23.42,Missed,,,,,,,,,,,,,,,
402,PT06M13.00S,2022-10-25T01:05:40.6Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,59,56,2022-10-25T01:05:43Z,3940000,,,0,,P. Achiuwa REBOUND (Off:3 Def:9),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,,,,401.0,12.0,9.0,3.0,,,,,,,,,
403,PT06M04.00S,2022-10-25T01:05:52.2Z,3,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612761,59,56,2022-10-25T01:05:59Z,3950000,,,0,,M. Strus shooting personal FOUL (1 PF) (Siakam 2 FT),"[1629622, 1627783]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,,,,,1.0,0.0,Siakam,1627783.0,,,,,
405,PT06M04.00S,2022-10-25T01:06:23.5Z,3,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,59,57,2022-10-25T01:06:23Z,3970000,,,0,,P. Siakam Free Throw 1 of 2 (9 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
406,PT06M04.00S,2022-10-25T01:06:44.3Z,3,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,59,58,2022-10-25T01:06:44Z,3980000,,,0,,P. Siakam Free Throw 2 of 2 (10 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
407,PT05M41.00S,2022-10-25T01:07:10.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,87.72996057818659,56.372549019607845,1610612748,59,58,2022-10-25T01:07:15Z,3990000,32.0,63.0,1,right,MISS M. Strus 7' driving floating Shot,[1629622],1610612748.0,MIA,driving floating,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,7.04,Missed,,,,,,,,,,,,,,,
408,PT05M38.00S,2022-10-25T01:07:13.7Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,59,58,2022-10-25T01:07:15Z,4000000,,,0,,P. Achiuwa REBOUND (Off:3 Def:10),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,407.0,13.0,10.0,3.0,,,,,,,,,
409,PT05M26.00S,2022-10-25T01:07:25.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,13.61695137976347,50.73529411764706,1610612761,59,58,2022-10-25T01:07:40Z,4010000,-4.0,75.0,1,left,MISS P. Achiuwa 7' turnaround Hook,[1630173],1610612761.0,TOR,turnaround,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,7.56,Missed,,,,,,,,,,,,,,,
410,PT05M19.00S,2022-10-25T01:07:31.6Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,59,58,2022-10-25T01:07:31Z,4020000,,,0,,T. Herro REBOUND (Off:1 Def:10),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,409.0,11.0,10.0,1.0,,,,,,,,,
411,PT05M14.00S,2022-10-25T01:07:36.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,89.43823915900131,51.470588235294116,1610612748,59,58,2022-10-25T01:07:59Z,4030000,7.0,47.0,1,right,MISS J. Butler Layup - blocked,"[202710, 1629018]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,4.74,Missed,,,,,,,,,,,,,,Trent Jr.,1629018.0
412,PT05M14.00S,2022-10-25T01:07:36.9Z,3,REGULAR,block,,[],1629018,,,1610612748,59,58,2022-10-25T01:07:41Z,4040000,,,0,,G. Trent Jr. BLOCK (1 BLK),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
413,PT05M14.00S,2022-10-25T01:07:36.9Z,3,REGULAR,rebound,offensive,[],1629622,,,1610612748,59,58,2022-10-25T01:07:59Z,4050000,,,0,,M. Strus REBOUND (Off:1 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,411.0,4.0,3.0,1.0,,,,,,,,,
414,PT05M06.00S,2022-10-25T01:07:44.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,90.62089356110381,47.05882352941176,1610612748,61,58,2022-10-25T01:08:03Z,4060000,-15.0,36.0,1,right,B. Adebayo driving Layup (14 PTS) (M. Strus 2 AST),"[1628389, 1629622]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,3.86,Made,14.0,,,,,,,,,,M. Strus,1629622.0,2.0,,
