actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
175,PT00M19.50S,2022-03-12T02:06:18.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,28.728646517739815,77.94117647058823,1610612759,27,30,2022-03-12T02:06:42Z,1730000,-140.0,218.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,25.85,Missed,,,,,,,,,,,,,,,,,
176,PT00M19.50S,2022-03-12T02:06:18.2Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,27,30,2022-03-12T02:06:42Z,1740000,,,0,,Z. Collins REBOUND (Off:2 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,175.0,2.0,0.0,2.0,,,,,,,,,,,,,
177,PT00M19.50S,2022-03-12T02:06:24.2Z,1,REGULAR,turnover,traveling,[],1628380,,,1610612759,27,30,2022-03-12T02:06:56Z,1750000,,,0,,Z. Collins traveling TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,2714.0,1.0,,,,,,,,,,,,,,,,,,,
178,PT00M02.40S,2022-03-12T02:06:50.4Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629111,,,1610612762,27,30,2022-03-12T02:07:16Z,1760000,,,0,,J. Landale shooting personal FOUL (2 PF) (Conley 3 FT),"[1629111, 201144]",1610612759.0,SAS,shooting,,,Landale,J. Landale,,,,,204058.0,,,,,,,,,,,,,,,,2.0,0.0,Conley,201144.0,
180,PT00M02.40S,2022-03-12T02:07:18.3Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],201144,,,1610612762,27,31,2022-03-12T02:07:18Z,1780000,,,0,,M. Conley Free Throw 1 of 3 (4 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
181,PT00M02.40S,2022-03-12T02:07:34.8Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],201144,,,1610612762,27,32,2022-03-12T02:07:34Z,1790000,,,0,,M. Conley Free Throw 2 of 3 (5 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
182,PT00M02.40S,2022-03-12T02:07:52.3Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],201144,,,1610612762,27,33,2022-03-12T02:07:52Z,1800000,,,0,,M. Conley Free Throw 3 of 3 (6 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
183,PT00M00.00S,2022-03-12T02:07:59.8Z,1,REGULAR,3pt,Jump Shot,[],1627749,41.343626806833115,67.15686274509804,1610612759,30,33,2022-03-12T02:08:04Z,1810000,-86.0,336.0,1,left,D. Murray 34' 3PT pullup (5 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,34.69,Made,,,,,5.0,,,,,,,,,,,,
184,PT00M00.00S,2022-03-12T02:08:12.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612762,30,33,2022-03-12T02:08:31Z,1820000,,,0,,,[],,,support,,,,,,,,,2714.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
185,PT00M00.00S,2022-03-12T02:08:42.5Z,1,REGULAR,period,end,[],0,,,1610612762,30,33,2022-03-12T02:08:42Z,1830000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-03-12T02:10:40.0Z,2,REGULAR,substitution,out,['startperiod'],1628380,,,1610612762,30,33,2022-03-12T02:10:57Z,1840000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2022-03-12T02:10:40.0Z,2,REGULAR,substitution,out,['startperiod'],1629111,,,1610612762,30,33,2022-03-12T02:10:57Z,1850000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2022-03-12T02:10:40.0Z,2,REGULAR,substitution,in,['startperiod'],1626196,,,1610612762,30,33,2022-03-12T02:10:57Z,1860000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-03-12T02:10:40.0Z,2,REGULAR,substitution,in,['startperiod'],1627751,,,1610612762,30,33,2022-03-12T02:10:57Z,1870000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-03-12T02:10:52.3Z,2,REGULAR,period,start,[],0,,,1610612759,30,33,2022-03-12T02:10:57Z,1880000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M48.00S,2022-03-12T02:11:03.2Z,2,REGULAR,2pt,Jump Shot,[],1627749,22.552562417871222,34.068627450980394,1610612759,32,33,2022-03-12T02:11:09Z,1890000,80.0,159.0,1,left,D. Murray 17' pullup Jump Shot (7 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,17.83,Made,,,,,7.0,,,,,,,,,,,,
192,PT11M31.00S,2022-03-12T02:11:19.6Z,2,REGULAR,3pt,Jump Shot,[],203903,72.48685939553219,78.92156862745098,1610612762,32,36,2022-03-12T02:11:25Z,1900000,145.0,206.0,1,right,J. Clarkson 25' 3PT  (3 PTS) (R. Gobert 1 AST),"[203903, 203497]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,25.18,Made,,,,,3.0,R. Gobert,203497.0,1.0,,,,,,,,,
194,PT11M11.00S,2022-03-12T02:11:40.0Z,2,REGULAR,3pt,Jump Shot,[],1627749,27.414586070959263,78.43137254901961,1610612759,32,36,2022-03-12T02:11:45Z,1920000,-142.0,205.0,1,left,MISS D. Murray 24' 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,24.97,Missed,,,,,,,,,,,,,,,,,
195,PT11M07.00S,2022-03-12T02:11:44.0Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,32,36,2022-03-12T02:11:45Z,1930000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,,
196,PT11M01.00S,2022-03-12T02:11:51.2Z,2,REGULAR,3pt,Jump Shot,[],203903,68.01905387647832,50.73529411764706,1610612762,32,39,2022-03-12T02:11:55Z,1940000,4.0,248.0,1,right,J. Clarkson 24' 3PT pullup (6 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,24.81,Made,,,,,6.0,,,,,,,,,,,,
197,PT10M37.00S,2022-03-12T02:12:14.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,15.062417871222076,49.50980392156863,1610612759,34,39,2022-03-12T02:12:19Z,1950000,2.0,89.0,1,left,D. Murray 8' turnaround Jump Shot (9 PTS),[1627749],1610612759.0,SAS,turnaround,,,Murray,D. Murray,,,,,,,8.91,Made,,,,,9.0,,,,,,,,,,,,
198,PT10M16.00S,2022-03-12T02:12:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,92.46057818659659,54.166666666666664,1610612762,34,39,2022-03-12T02:12:38Z,1960000,21.0,18.0,1,right,MISS M. Conley driving finger roll Layup,[201144],1610612762.0,UTA,driving finger roll,,,Conley,M. Conley,,,,,,,2.78,Missed,,,,,,,,,,,,,,,,,
199,PT10M13.00S,2022-03-12T02:12:37.6Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,34,39,2022-03-12T02:12:37Z,1970000,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,198.0,4.0,3.0,1.0,,,,,,,,,,,,,
200,PT09M54.00S,2022-03-12T02:13:01.9Z,2,REGULAR,foul,personal,['2freethrow'],203497,,,1610612759,34,39,2022-03-12T02:13:09Z,1980000,,,0,,R. Gobert shooting personal FOUL (2 PF) (Murray 2 FT),"[203497, 1627749]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,202007.0,,,,,,,,,,,,,,,,2.0,0.0,Murray,1627749.0,
202,PT09M54.00S,2022-03-12T02:13:29.4Z,2,REGULAR,freethrow,1 of 2,[],1627749,,,1610612759,35,39,2022-03-12T02:13:50Z,2000000,,,0,,D. Murray Free Throw 1 of 2 (10 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
203,PT09M54.00S,2022-03-12T02:13:30.1Z,2,REGULAR,substitution,out,[],1630580,,,1610612759,35,39,2022-03-12T02:13:38Z,2010000,,,0,,SUB out: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M54.00S,2022-03-12T02:13:30.1Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,35,39,2022-03-12T02:13:38Z,2020000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M54.00S,2022-03-12T02:13:29.4Z,2,REGULAR,freethrow,2 of 2,[],1627749,,,1610612759,35,39,2022-03-12T02:13:50Z,2030000,,,0,,MISS D. Murray Free Throw 2 of 2,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,
206,PT09M51.00S,2022-03-12T02:13:32.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,35,39,2022-03-12T02:13:50Z,2040000,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,205.0,5.0,5.0,0.0,,,,,,,,,,,,,
207,PT09M31.00S,2022-03-12T02:14:09.2Z,2,REGULAR,2pt,Jump Shot,[],200752,80.89684625492772,12.009803921568627,1610612762,35,39,2022-03-12T02:14:13Z,2050000,-190.0,127.0,1,right,MISS R. Gay 22' Jump Shot,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,22.86,Missed,,,,,,,,,,,,,,,,,
208,PT09M28.00S,2022-03-12T02:14:12.2Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,35,39,2022-03-12T02:14:13Z,2060000,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,207.0,4.0,4.0,0.0,,,,,,,,,,,,,
209,PT09M26.00S,2022-03-12T02:14:16.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,5.732588699080158,52.450980392156865,1610612759,35,39,2022-03-12T02:14:21Z,2070000,-12.0,1.0,1,left,MISS D. Murray Layup - blocked,"[1627749, 203497]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,1.24,Missed,,,,,,,,,,,Gobert,203497.0,,,,,
210,PT09M26.00S,2022-03-12T02:14:16.4Z,2,REGULAR,block,,[],203497,,,1610612759,35,39,2022-03-12T02:14:18Z,2080000,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M26.00S,2022-03-12T02:14:16.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,35,39,2022-03-12T02:14:21Z,2090000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,
212,PT09M26.00S,2022-03-12T02:14:21.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,35,39,2022-03-12T02:14:21Z,2100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M19.00S,2022-03-12T02:14:37.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626196,20.844283837056505,47.794117647058826,1610612759,35,39,2022-03-12T02:14:44Z,2110000,11.0,143.0,1,left,MISS J. Richardson 14' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,,,14.38,Missed,,,,,,,,,,,,,,,,,
214,PT09M13.00S,2022-03-12T02:14:43.7Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,35,39,2022-03-12T02:14:44Z,2120000,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,213.0,5.0,3.0,2.0,,,,,,,,,,,,,
215,PT09M13.00S,2022-03-12T02:14:42.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,37,39,2022-03-12T02:14:42Z,2130000,0.0,0.0,1,left,J. Poeltl putback Layup (4 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,
216,PT09M03.00S,2022-03-12T02:14:53.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,87.07293035479631,39.21568627450981,1610612762,37,39,2022-03-12T02:14:57Z,2140000,-54.0,69.0,1,right,MISS M. Conley 8' floating Shot,[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,,,8.76,Missed,,,,,,,,,,,,,,,,,
217,PT09M01.00S,2022-03-12T02:14:55.9Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,37,39,2022-03-12T02:14:55Z,2150000,,,0,,R. Gobert REBOUND (Off:1 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,216.0,6.0,5.0,1.0,,,,,,,,,,,,,
218,PT08M59.00S,2022-03-12T02:14:57.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627863,67.88764783180025,55.63725490196079,1610612762,37,39,2022-03-12T02:15:02Z,2160000,28.0,249.0,1,right,MISS D. House Jr. 25' 3PT,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,25.1,Missed,,,,,,,,,,,,,,,,,
219,PT08M55.00S,2022-03-12T02:15:01.6Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,37,39,2022-03-12T02:15:02Z,2170000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,,
220,PT08M41.00S,2022-03-12T02:15:14.7Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612759,37,39,2022-03-12T02:15:22Z,2180000,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 203903]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,1.0,,,,,,,,,,,Clarkson,203903.0,,,,,,,
221,PT08M41.00S,2022-03-12T02:15:14.7Z,2,REGULAR,steal,,[],203903,,,1610612762,37,39,2022-03-12T02:15:16Z,2190000,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M40.00S,2022-03-12T02:15:19.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201144,93.9060446780552,43.872549019607845,1610612762,37,39,2022-03-12T02:19:53Z,2200000,-31.0,5.0,1,right,MISS M. Conley running Layup - blocked,"[201144, 1629022]",1610612762.0,UTA,running,,,Conley,M. Conley,,,,,,,3.1,Missed,,,,,,,,,,,Walker IV,1629022.0,,,,,
235,PT08M40.00S,2022-03-12T02:15:19.1Z,2,REGULAR,block,,[],1629022,,,1610612762,37,39,2022-03-12T02:16:13Z,2205000,,,0,,L. Walker IV BLOCK (1 BLK),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M39.00S,2022-03-12T02:15:20.1Z,2,REGULAR,rebound,offensive,[],203903,,,1610612762,37,39,2022-03-12T02:19:53Z,2210000,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,222.0,2.0,1.0,1.0,,,,,,,,,,,,,
224,PT08M39.00S,2022-03-12T02:15:24.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203903,92.19776609724047,47.794117647058826,1610612762,37,39,2022-03-12T02:20:23Z,2220000,-11.0,21.0,1,right,MISS J. Clarkson putback Layup - blocked,"[203903, 1630170]",1610612762.0,UTA,putback,,,Clarkson,J. Clarkson,,,,,,,2.35,Missed,,,,,,,,,,,Vassell,1630170.0,,,,,
225,PT08M39.00S,2022-03-12T02:15:24.4Z,2,REGULAR,block,,[],1630170,,,1610612762,37,39,2022-03-12T02:15:27Z,2230000,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M38.00S,2022-03-12T02:15:25.4Z,2,REGULAR,rebound,offensive,[],203903,,,1610612762,37,39,2022-03-12T02:20:23Z,2240000,,,0,,J. Clarkson REBOUND (Off:2 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,224.0,3.0,1.0,2.0,,,,,,,,,,,,,
269,PT08M32.00S,2022-03-12T02:15:29.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",200752,88.12417871222075,35.294117647058826,1610612762,37,39,2022-03-12T02:21:10Z,2245000,-74.0,59.0,1,right,MISS R. Gay 9' driving floating bank Shot,[200752],1610612762.0,UTA,driving floating bank,,,Gay,R. Gay,,,,,,,9.43,Missed,,,,,,,,,,,,,,,,,
270,PT08M32.00S,2022-03-12T02:15:29.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,37,39,2022-03-12T02:21:10Z,2247500,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,,,,
227,PT08M31.00S,2022-03-12T02:15:34.6Z,2,REGULAR,foul,personal,[],1626196,,,1610612762,37,39,2022-03-12T02:16:19Z,2250000,,,0,,J. Richardson personal FOUL (3 PF),"[1626196, 200752]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,202007.0,,,,,,,,,,,,,,,,3.0,0.0,Gay,200752.0,
229,PT08M31.00S,2022-03-12T02:15:56.5Z,2,REGULAR,substitution,out,[],1629022,,,1610612762,37,39,2022-03-12T02:16:11Z,2270000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M31.00S,2022-03-12T02:15:56.5Z,2,REGULAR,substitution,out,[],1627749,,,1610612762,37,39,2022-03-12T02:16:11Z,2280000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M31.00S,2022-03-12T02:15:56.5Z,2,REGULAR,substitution,out,[],201144,,,1610612762,37,39,2022-03-12T02:16:11Z,2290000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M31.00S,2022-03-12T02:15:56.5Z,2,REGULAR,substitution,in,[],1630580,,,1610612762,37,39,2022-03-12T02:16:11Z,2300000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M31.00S,2022-03-12T02:15:56.5Z,2,REGULAR,substitution,in,[],1629640,,,1610612762,37,39,2022-03-12T02:16:11Z,2310000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M31.00S,2022-03-12T02:15:56.5Z,2,REGULAR,substitution,in,[],1630235,,,1610612762,37,39,2022-03-12T02:16:11Z,2320000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M25.00S,2022-03-12T02:16:15.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203903,72.61826544021025,18.872549019607842,1610612762,37,39,2022-03-12T02:21:10Z,2330000,-156.0,205.0,1,right,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,25.73,Missed,,,,,,,,,,,,,,,,,
237,PT08M18.00S,2022-03-12T02:16:22.3Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,37,39,2022-03-12T02:16:22Z,2340000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,236.0,3.0,3.0,0.0,,,,,,,,,,,,,
238,PT08M06.00S,2022-03-12T02:16:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,7.178055190538765,43.627450980392155,1610612759,39,39,2022-03-12T02:16:38Z,2350000,32.0,15.0,1,left,D. Vassell driving finger roll Layup (5 PTS),[1630170],1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,,,3.53,Made,,,,,5.0,,,,,,,,,,,,
239,PT07M45.00S,2022-03-12T02:16:55.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,94.82588699080158,51.9607843137255,1610612762,39,39,2022-03-12T02:17:20Z,2360000,10.0,-4.0,1,right,MISS J. Clarkson Layup - blocked,"[203903, 1627751]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,1.05,Missed,,,,,,,,,,,Poeltl,1627751.0,,,,,
240,PT07M45.00S,2022-03-12T02:16:55.6Z,2,REGULAR,block,,[],1627751,,,1610612762,39,39,2022-03-12T02:16:58Z,2370000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M45.00S,2022-03-12T02:16:55.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,39,39,2022-03-12T02:17:20Z,2380000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,
242,PT07M45.00S,2022-03-12T02:17:01.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,39,39,2022-03-12T02:17:01Z,2390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M45.00S,2022-03-12T02:17:01.9Z,2,REGULAR,substitution,out,[],200752,,,1610612762,39,39,2022-03-12T02:17:23Z,2400000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M45.00S,2022-03-12T02:17:01.9Z,2,REGULAR,substitution,out,[],1627863,,,1610612762,39,39,2022-03-12T02:17:23Z,2410000,,,0,,SUB out: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M45.00S,2022-03-12T02:17:01.9Z,2,REGULAR,substitution,out,[],203497,,,1610612762,39,39,2022-03-12T02:17:23Z,2420000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M45.00S,2022-03-12T02:17:01.9Z,2,REGULAR,substitution,in,[],202355,,,1610612762,39,39,2022-03-12T02:17:23Z,2430000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M45.00S,2022-03-12T02:17:01.9Z,2,REGULAR,substitution,in,[],1628378,,,1610612762,39,39,2022-03-12T02:17:23Z,2440000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M45.00S,2022-03-12T02:17:01.9Z,2,REGULAR,substitution,in,[],1626220,,,1610612762,39,39,2022-03-12T02:17:23Z,2450000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M45.00S,2022-03-12T02:17:29.8Z,2,REGULAR,substitution,out,[],1626196,,,1610612762,39,39,2022-03-12T02:17:32Z,2460000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M45.00S,2022-03-12T02:17:29.8Z,2,REGULAR,substitution,in,[],1630200,,,1610612762,39,39,2022-03-12T02:17:32Z,2470000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M36.00S,2022-03-12T02:17:35.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203903,96.92838370565046,95.83333333333334,1610612762,39,39,2022-03-12T02:17:41Z,2480000,229.0,-24.0,1,right,MISS J. Clarkson step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,,,23.04,Missed,,,,,,,,,,,,,,,,,
252,PT07M34.00S,2022-03-12T02:17:38.0Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,39,39,2022-03-12T02:17:38Z,2490000,,,0,,D. Vassell REBOUND (Off:0 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,251.0,4.0,4.0,0.0,,,,,,,,,,,,,
253,PT07M34.00S,2022-03-12T02:17:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.521024967148489,44.85294117647059,1610612759,41,39,2022-03-12T02:17:58Z,2500000,26.0,9.0,1,left,K. Johnson Layup (5 PTS) (D. Vassell 1 AST),"[1629640, 1630170]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,2.72,Made,,,,,5.0,D. Vassell,1630170.0,1.0,,,,,,,,,
255,PT07M34.00S,2022-03-12T02:17:51.3Z,2,REGULAR,foul,personal,['1freethrow'],1626220,,,1610612759,41,39,2022-03-12T02:18:03Z,2520000,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Johnson 1 FT),"[1626220, 1629640]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,2714.0,,,,,,,,,,,,,,,,1.0,0.0,Johnson,1629640.0,
