actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
364,PT11M37.00S,2022-03-13T02:32:51.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,87.07293035479631,49.754901960784316,1610612754,64,71,2022-03-13T02:33:13Z,3590000,-1.0,69.0,1,right,MISS I. Jackson 6' driving Layup,[1630543],1610612754.0,IND,driving,,,Jackson,I. Jackson,,,,,6.9,Missed,,,,,,,,,,,,,,,,,,,
365,PT11M35.00S,2022-03-13T02:32:53.2Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,64,71,2022-03-13T02:34:19Z,3600000,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,364.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
366,PT11M35.00S,2022-03-13T02:33:00.5Z,3,REGULAR,turnover,bad pass,[],1628380,,,1610612759,64,71,2022-03-13T02:34:27Z,3635000,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 1629052]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,1.0,Brissett,1629052.0,,,,,,,,
367,PT11M35.00S,2022-03-13T02:33:00.5Z,3,REGULAR,steal,,[],1629052,,,1610612754,64,71,2022-03-13T02:33:06Z,3637500,,,0,,O. Brissett STEAL (1 STL),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT11M34.00S,2022-03-13T02:33:25.2Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612754,64,71,2022-03-13T02:34:39Z,3638750,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT11M26.00S,2022-03-13T02:33:44.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630543,93.38042049934296,49.754901960784316,1610612754,64,73,2022-03-13T02:33:52Z,3640000,-1.0,10.0,1,right,I. Jackson DUNK (11 PTS) (B. Hield 5 AST),"[1630543, 1627741]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,0.98,Made,,,,,11.0,B. Hield,1627741.0,5.0,,,,,,,,,,,
371,PT11M09.00S,2022-03-13T02:34:01.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,11.383048620236531,47.05882352941176,1610612759,64,73,2022-03-13T02:34:08Z,3660000,15.0,55.0,1,left,MISS D. Vassell driving finger roll Layup,[1630170],1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,5.64,Missed,,,,,,,,,,,,,,,,,,,
372,PT11M06.00S,2022-03-13T02:34:04.3Z,3,REGULAR,rebound,offensive,[],1626196,,,1610612759,64,73,2022-03-13T02:34:08Z,3670000,,,0,,J. Richardson REBOUND (Off:2 Def:2),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,371.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
373,PT11M03.00S,2022-03-13T02:34:07.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630200,6.915243101182654,56.127450980392155,1610612759,64,73,2022-03-13T02:34:33Z,3680000,-31.0,13.0,1,left,MISS T. Jones driving floating bank Shot,[1630200],1610612759.0,SAS,driving floating bank,,,Jones,T. Jones,,,,,3.31,Missed,,,,,,,,,,,,,,,,,,,
374,PT11M00.00S,2022-03-13T02:34:10.5Z,3,REGULAR,rebound,offensive,[],1628380,,,1610612759,64,73,2022-03-13T02:34:33Z,3690000,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,373.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
375,PT10M57.00S,2022-03-13T02:34:13.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626196,30.17411300919842,74.75490196078431,1610612759,64,73,2022-03-13T02:34:39Z,3700000,-124.0,231.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
376,PT10M53.00S,2022-03-13T02:34:17.5Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,64,73,2022-03-13T02:34:39Z,3710000,,,0,,O. Brissett REBOUND (Off:0 Def:5),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,375.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
377,PT10M40.00S,2022-03-13T02:34:30.2Z,3,REGULAR,3pt,Jump Shot,[],1627741,65.52233902759527,38.48039215686275,1610612754,64,76,2022-03-13T02:34:43Z,3720000,-58.0,272.0,1,right,B. Hield 27' 3PT  (8 PTS) (T. Haliburton 7 AST),"[1627741, 1630169]",1610612754.0,IND,,,,Hield,B. Hield,,,,,27.76,Made,,,,,8.0,T. Haliburton,1630169.0,7.0,,,,,,,,,,,
379,PT10M26.00S,2022-03-13T02:34:46.5Z,3,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612759,64,76,2022-03-13T02:34:55Z,3740000,,,0,,I. Jackson shooting personal FOUL (1 PF) (Walker IV 2 FT),"[1630543, 1629022]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,2714.0,1.0,1.0,Walker IV,1629022.0,,,
381,PT10M26.00S,2022-03-13T02:35:08.8Z,3,REGULAR,freethrow,1 of 2,[],1629022,,,1610612759,65,76,2022-03-13T02:35:08Z,3760000,,,0,,L. Walker IV Free Throw 1 of 2 (16 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
382,PT10M26.00S,2022-03-13T02:35:21.8Z,3,REGULAR,freethrow,2 of 2,[],1629022,,,1610612759,66,76,2022-03-13T02:35:21Z,3770000,,,0,,L. Walker IV Free Throw 2 of 2 (17 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
383,PT10M15.00S,2022-03-13T02:35:35.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,90.09526938239159,50.73529411764706,1610612754,66,78,2022-03-13T02:35:41Z,3780000,4.0,41.0,1,right,T. Haliburton driving finger roll Layup (9 PTS),[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,4.08,Made,,,,,9.0,,,,,,,,,,,,,,
384,PT09M50.00S,2022-03-13T02:36:00.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.652431011826544,45.83333333333333,1610612759,66,78,2022-03-13T02:36:09Z,3790000,21.0,10.0,1,left,MISS T. Jones driving finger roll Layup - blocked,"[1630200, 1630543]",1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,2.31,Missed,,,,,,,,,,,,,,,,,,Jackson,1630543.0
385,PT09M50.00S,2022-03-13T02:36:00.2Z,3,REGULAR,block,,[],1630543,,,1610612759,66,78,2022-03-13T02:36:03Z,3800000,,,0,,I. Jackson BLOCK (2 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT09M46.00S,2022-03-13T02:36:04.2Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,66,78,2022-03-13T02:36:09Z,3810000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,384.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
387,PT09M44.00S,2022-03-13T02:36:05.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,76.2976346911958,10.784313725490197,1610612754,66,78,2022-03-13T02:36:15Z,3820000,-196.0,170.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
388,PT09M44.00S,2022-03-13T02:36:05.9Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,66,78,2022-03-13T02:36:15Z,3830000,,,0,,I. Jackson REBOUND (Off:1 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,387.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
389,PT09M39.00S,2022-03-13T02:36:10.1Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630543,94.40999984741211,50.0,1610612754,66,80,2022-03-13T02:36:19Z,3840000,0.0,0.0,1,right,I. Jackson tip DUNK (13 PTS),[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,0.0,Made,,,,,13.0,,,,,,,,,,,,,,
390,PT09M26.00S,2022-03-13T02:36:23.0Z,3,REGULAR,3pt,Jump Shot,[],1629022,21.76412614980289,91.66666666666666,1610612759,66,80,2022-03-13T02:36:27Z,3850000,-208.0,152.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
391,PT09M24.00S,2022-03-13T02:36:25.0Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,66,80,2022-03-13T02:36:27Z,3860000,,,0,,B. Hield REBOUND (Off:0 Def:4),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,390.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
392,PT09M12.00S,2022-03-13T02:36:37.6Z,3,REGULAR,3pt,Jump Shot,[],1630169,90.62089356110381,2.2058823529411766,1610612754,66,83,2022-03-13T02:36:42Z,3870000,-239.0,36.0,1,right,T. Haliburton 24' 3PT pullup (12 PTS) (B. Hield 6 AST),"[1630169, 1627741]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,24.17,Made,,,,,12.0,B. Hield,1627741.0,6.0,,,,,,,,,,,
394,PT08M54.00S,2022-03-13T02:36:55.4Z,3,REGULAR,2pt,Jump Shot,[],1630170,14.273981603153747,66.17647058823529,1610612759,68,83,2022-03-13T02:36:59Z,3890000,-81.0,82.0,1,left,D. Vassell 11' pullup Jump Shot (12 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,11.5,Made,,,,,12.0,,,,,,,,,,,,,,
395,PT08M40.00S,2022-03-13T02:37:11.8Z,3,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612754,68,83,2022-03-13T02:37:18Z,3900000,,,0,,Z. Collins shooting personal FOUL (4 PF) (Brissett 2 FT),"[1628380, 1629052]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,202037.0,4.0,1.0,Brissett,1629052.0,,,
397,PT08M40.00S,2022-03-13T02:37:54.4Z,3,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,68,84,2022-03-13T02:37:54Z,3920000,,,0,,O. Brissett Free Throw 1 of 2 (8 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
398,PT08M40.00S,2022-03-13T02:37:55.8Z,3,REGULAR,substitution,out,[],1628380,,,1610612754,68,84,2022-03-13T02:38:07Z,3930000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT08M40.00S,2022-03-13T02:37:55.8Z,3,REGULAR,substitution,out,[],1630543,,,1610612754,68,84,2022-03-13T02:38:07Z,3940000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT08M40.00S,2022-03-13T02:37:55.8Z,3,REGULAR,substitution,in,[],1629111,,,1610612754,68,84,2022-03-13T02:38:07Z,3950000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT08M40.00S,2022-03-13T02:37:55.8Z,3,REGULAR,substitution,in,[],1629048,,,1610612754,68,84,2022-03-13T02:38:07Z,3960000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT08M40.00S,2022-03-13T02:38:14.6Z,3,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,68,85,2022-03-13T02:38:14Z,3970000,,,0,,O. Brissett Free Throw 2 of 2 (9 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
403,PT08M25.00S,2022-03-13T02:38:30.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,7.440867279894875,46.568627450980394,1610612759,68,85,2022-03-13T02:38:35Z,3980000,17.0,17.0,1,left,MISS J. Richardson driving finger roll Layup,[1626196],1610612759.0,SAS,driving finger roll,,,Richardson,J. Richardson,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,,
404,PT08M24.00S,2022-03-13T02:38:31.2Z,3,REGULAR,rebound,offensive,[],1630200,,,1610612759,68,85,2022-03-13T02:38:35Z,3990000,,,0,,T. Jones REBOUND (Off:1 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,403.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
405,PT08M15.00S,2022-03-13T02:38:40.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630170,7.046649145860711,53.431372549019606,1610612759,68,85,2022-03-13T02:38:48Z,4000000,-17.0,14.0,1,left,MISS D. Vassell driving finger roll Layup,[1630170],1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,2.2,Missed,,,,,,,,,,,,,,,,,,,
406,PT08M09.00S,2022-03-13T02:38:46.9Z,3,REGULAR,rebound,offensive,[],1629111,,,1610612759,68,85,2022-03-13T02:38:48Z,4010000,,,0,,J. Landale REBOUND (Off:3 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,405.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
407,PT08M09.00S,2022-03-13T02:38:45.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,5.590000152587891,50.0,1610612759,70,85,2022-03-13T02:38:45Z,4020000,0.0,0.0,1,left,J. Landale putback Layup (19 PTS),[1629111],1610612759.0,SAS,putback,,,Landale,J. Landale,,,,,0.0,Made,,,,,19.0,,,,,,,,,,,,,,
408,PT07M52.00S,2022-03-13T02:39:03.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629048,90.75229960578186,43.872549019607845,1610612754,70,85,2022-03-13T02:39:07Z,4030000,-31.0,34.0,1,right,MISS G. Bitadze Hook,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,4.6,Missed,,,,,,,,,,,,,,,,,,,
409,PT07M51.00S,2022-03-13T02:39:04.2Z,3,REGULAR,rebound,defensive,[],1629022,,,1610612759,70,85,2022-03-13T02:39:07Z,4040000,,,0,,L. Walker IV REBOUND (Off:0 Def:3),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,408.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
410,PT07M45.00S,2022-03-13T02:39:10.0Z,3,REGULAR,turnover,bad pass,[],1629022,,,1610612759,70,85,2022-03-13T02:39:13Z,4050000,,,0,,L. Walker IV bad pass TURNOVER (1 TO),"[1629022, 1630169]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0,,,,,,,,
411,PT07M45.00S,2022-03-13T02:39:10.0Z,3,REGULAR,steal,,[],1630169,,,1610612754,70,85,2022-03-13T02:39:11Z,4060000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M36.00S,2022-03-13T02:39:19.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,78.66294349540078,91.91176470588235,1610612754,70,85,2022-03-13T02:39:23Z,4070000,210.0,148.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
413,PT07M33.00S,2022-03-13T02:39:22.5Z,3,REGULAR,rebound,offensive,[],1629048,,,1610612754,70,85,2022-03-13T02:39:22Z,4080000,,,0,,G. Bitadze REBOUND (Off:3 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,412.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
414,PT07M29.00S,2022-03-13T02:39:25.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630537,93.38042049934296,2.450980392156863,1610612754,70,88,2022-03-13T02:39:31Z,4090000,-238.0,10.0,1,right,C. Duarte 3PT  (13 PTS) (T. Haliburton 8 AST),"[1630537, 1630169]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,23.79,Made,,,,,13.0,T. Haliburton,1630169.0,8.0,,,,,,,,,,,
416,PT07M11.00S,2022-03-13T02:39:45.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,8.09789750328515,46.32352941176471,1610612759,70,88,2022-03-13T02:39:54Z,4110000,18.0,24.0,1,left,MISS D. Vassell driving finger roll Layup - blocked,"[1630170, 1629048]",1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,Bitadze,1629048.0
417,PT07M11.00S,2022-03-13T02:39:45.0Z,3,REGULAR,block,,[],1629048,,,1610612759,70,88,2022-03-13T02:39:48Z,4120000,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M07.00S,2022-03-13T02:39:49.0Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,70,88,2022-03-13T02:39:54Z,4130000,,,0,,O. Brissett REBOUND (Off:0 Def:6),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,416.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
419,PT07M03.00S,2022-03-13T02:39:53.3Z,3,REGULAR,3pt,Jump Shot,[],1630169,93.64323258869908,2.696078431372549,1610612754,70,88,2022-03-13T02:40:00Z,4140000,-237.0,7.0,1,right,MISS T. Haliburton 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,,
420,PT06M59.00S,2022-03-13T02:39:57.3Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612759,70,88,2022-03-13T02:40:00Z,4150000,,,0,,J. Landale REBOUND (Off:3 Def:2),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,419.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
488,PT06M37.00S,2022-03-13T02:40:05.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,8.196452036793687,56.61764705882353,1610612759,70,88,2022-03-13T02:53:26Z,4155000,-33.0,25.0,1,left,MISS T. Jones driving floating Shot - blocked,"[1630200, 1629048]",1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,4.12,Missed,,,,,,,,,,,,,,,,,,Bitadze,1629048.0
489,PT06M37.00S,2022-03-13T02:40:05.7Z,3,REGULAR,block,,[],1629048,,,1610612759,70,88,2022-03-13T02:53:26Z,4157500,,,0,,G. Bitadze BLOCK (2 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT06M37.00S,2022-03-13T02:40:05.7Z,3,REGULAR,rebound,offensive,[],1630200,,,1610612759,70,88,2022-03-13T02:53:26Z,4158750,,,0,,T. Jones REBOUND (Off:2 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,488.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
421,PT06M37.00S,2022-03-13T02:40:18.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,26.757555847568987,84.06862745098039,1610612759,70,88,2022-03-13T02:53:26Z,4160000,-170.0,199.0,1,left,MISS L. Walker IV 26' pullup 3PT,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
422,PT06M37.00S,2022-03-13T02:40:18.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,70,88,2022-03-13T02:40:29Z,4170000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,421.0,,,,,,,,,,,,,,,,,,
423,PT06M37.00S,2022-03-13T02:40:25.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612759,70,88,2022-03-13T02:40:58Z,4180000,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,202037.0,,,,,,,
424,PT06M37.00S,2022-03-13T02:40:35.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,70,88,2022-03-13T02:40:35Z,4190000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M37.00S,2022-03-13T02:43:09.8Z,3,REGULAR,substitution,out,[],1630170,,,1610612754,70,88,2022-03-13T02:43:12Z,4200000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M37.00S,2022-03-13T02:43:09.8Z,3,REGULAR,substitution,in,[],1630563,,,1610612754,70,88,2022-03-13T02:43:12Z,4210000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M26.00S,2022-03-13T02:43:40.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630169,90.3580814717477,80.88235294117648,1610612754,70,88,2022-03-13T02:43:46Z,4220000,154.0,38.0,1,right,MISS T. Haliburton 15' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,15.9,Missed,,,,,,,,,,,,,,,,,,,
428,PT06M21.00S,2022-03-13T02:43:45.9Z,3,REGULAR,rebound,offensive,[],1629052,,,1610612754,70,88,2022-03-13T02:43:46Z,4230000,,,0,,O. Brissett REBOUND (Off:1 Def:6),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,427.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
429,PT06M21.00S,2022-03-13T02:43:45.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629052,94.40999984741211,50.0,1610612754,70,88,2022-03-13T02:43:45Z,4240000,0.0,0.0,1,right,MISS O. Brissett tip Layup,[1629052],1610612754.0,IND,tip,,,Brissett,O. Brissett,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
430,PT06M20.00S,2022-03-13T02:43:46.1Z,3,REGULAR,rebound,defensive,[],1629022,,,1610612759,70,88,2022-03-13T02:43:46Z,4250000,,,0,,L. Walker IV REBOUND (Off:0 Def:4),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,429.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
431,PT06M17.00S,2022-03-13T02:43:52.6Z,3,REGULAR,foul,personal,[],1627741,,,1610612759,70,88,2022-03-13T02:44:16Z,4260000,,,0,,B. Hield personal FOUL (2 PF),"[1627741, 1630563]",1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,2005.0,2.0,0.0,Primo,1630563.0,,,
433,PT06M10.00S,2022-03-13T02:44:13.3Z,3,REGULAR,2pt,Jump Shot,[],1629022,22.026938239159,70.09803921568627,1610612759,70,88,2022-03-13T02:44:20Z,4280000,-100.0,155.0,1,left,MISS L. Walker IV 18' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,18.44,Missed,,,,,,,,,,,,,,,,,,,
434,PT06M06.00S,2022-03-13T02:44:16.6Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,70,88,2022-03-13T02:44:16Z,4290000,,,0,,C. Duarte REBOUND (Off:1 Def:5),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,433.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
435,PT05M47.00S,2022-03-13T02:44:36.6Z,3,REGULAR,2pt,Jump Shot,[],1627741,72.22404730617609,72.79411764705883,1610612754,70,88,2022-03-13T02:44:45Z,4300000,114.0,209.0,1,right,MISS B. Hield 23' step back Shot,[1627741],1610612754.0,IND,step back,,,Hield,B. Hield,,,,,23.77,Missed,,,,,,,,,,,,,,,,,,,
436,PT05M43.00S,2022-03-13T02:44:40.8Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,70,88,2022-03-13T02:44:40Z,4310000,,,0,,T. Jones REBOUND (Off:2 Def:3),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,435.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
437,PT05M39.00S,2022-03-13T02:44:43.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629111,7.178055190538765,46.81372549019608,1610612759,72,88,2022-03-13T02:44:51Z,4320000,16.0,15.0,1,left,J. Landale finger roll Layup (21 PTS) (T. Jones 7 AST),"[1629111, 1630200]",1610612759.0,SAS,finger roll,,,Landale,J. Landale,,,,,2.19,Made,,,,,21.0,T. Jones,1630200.0,7.0,,,,,,,,,,,
439,PT05M19.00S,2022-03-13T02:45:04.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,92.85479632063075,44.11764705882353,1610612754,72,90,2022-03-13T02:45:10Z,4340000,-29.0,15.0,1,right,C. Duarte driving finger roll Layup (15 PTS),[1630537],1610612754.0,IND,driving finger roll,,,Duarte,C. Duarte,,,,,3.29,Made,,,,,15.0,,,,,,,,,,,,,,
440,PT05M04.00S,2022-03-13T02:45:19.5Z,3,REGULAR,2pt,Jump Shot,[],1626196,7.046649145860711,69.11764705882352,1610612759,74,90,2022-03-13T02:45:30Z,4350000,-96.0,14.0,1,left,J. Richardson 9' pullup Jump Shot (8 PTS) (J. Landale 1 AST),"[1626196, 1629111]",1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,9.66,Made,,,,,8.0,J. Landale,1629111.0,1.0,,,,,,,,,,,
442,PT04M49.00S,2022-03-13T02:45:33.9Z,3,REGULAR,2pt,Jump Shot,[],1630169,93.95532194480947,31.713388480392158,1610612754,74,90,2022-03-13T02:45:41Z,4370000,-91.0,4.0,1,right,MISS T. Haliburton 9' driving floating Shot - blocked,"[1630169, 1630200]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,9.15,Missed,,,,,,,,,,,,,,,,,,Jones,1630200.0
