actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
90,PT04M53.00S,2022-04-10T00:53:17.7Z,1,REGULAR,freethrow,1 of 2,[],1629022,,,1610612759,13,13,2022-04-10T00:53:17Z,900000,,,0,,L. Walker IV Free Throw 1 of 2 (1 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
91,PT04M53.00S,2022-04-10T00:53:18.6Z,1,REGULAR,substitution,out,[],1628380,,,1610612759,13,13,2022-04-10T00:53:28Z,910000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M53.00S,2022-04-10T00:53:18.6Z,1,REGULAR,substitution,out,[],1628966,,,1610612759,13,13,2022-04-10T00:53:28Z,920000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M53.00S,2022-04-10T00:53:18.6Z,1,REGULAR,substitution,in,[],1629111,,,1610612759,13,13,2022-04-10T00:53:28Z,930000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M53.00S,2022-04-10T00:53:18.6Z,1,REGULAR,substitution,in,[],1629719,,,1610612759,13,13,2022-04-10T00:53:28Z,940000,,,0,,SUB in: D. Cacok,[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M53.00S,2022-04-10T00:53:33.0Z,1,REGULAR,freethrow,2 of 2,[],1629022,,,1610612759,14,13,2022-04-10T00:53:33Z,950000,,,0,,L. Walker IV Free Throw 2 of 2 (2 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
96,PT04M42.00S,2022-04-10T00:53:45.5Z,1,REGULAR,turnover,bad pass,[],1627814,,,1610612744,14,13,2022-04-10T00:53:53Z,960000,,,0,,D. Lee bad pass TURNOVER (1 TO),"[1627814, 1629022]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,1.0,Walker IV,1629022.0,,,,,,,
97,PT04M42.00S,2022-04-10T00:53:45.5Z,1,REGULAR,steal,,[],1629022,,,1610612759,14,13,2022-04-10T00:53:47Z,970000,,,0,,L. Walker IV STEAL (1 STL),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M39.00S,2022-04-10T00:53:51.8Z,1,REGULAR,foul,personal,[],203110,,,1610612759,14,13,2022-04-10T00:54:22Z,980000,,,0,,D. Green personal FOUL (2 PF),"[203110, 1629719]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,1155.0,,,,,,,2.0,0.0,Cacok,1629719.0,,,
100,PT04M39.00S,2022-04-10T00:54:10.8Z,1,REGULAR,substitution,out,[],1627814,,,1610612759,14,13,2022-04-10T00:54:23Z,1000000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M39.00S,2022-04-10T00:54:10.8Z,1,REGULAR,substitution,out,[],203110,,,1610612759,14,13,2022-04-10T00:54:23Z,1010000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M39.00S,2022-04-10T00:54:10.8Z,1,REGULAR,substitution,in,[],202357,,,1610612759,14,13,2022-04-10T00:54:23Z,1020000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M39.00S,2022-04-10T00:54:10.8Z,1,REGULAR,substitution,in,[],2738,,,1610612759,14,13,2022-04-10T00:54:23Z,1030000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M26.00S,2022-04-10T00:54:43.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629022,68.41327201051249,23.284313725490197,1610612759,14,13,2022-04-10T00:54:51Z,1040000,-134.0,244.0,1,right,MISS L. Walker IV 27' pullup 3PT,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,,
105,PT04M25.00S,2022-04-10T00:54:44.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,14,13,2022-04-10T00:54:51Z,1050000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,
106,PT04M25.00S,2022-04-10T00:54:48.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,14,13,2022-04-10T00:54:48Z,1060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M03.00S,2022-04-10T00:55:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.258212877792378,50.98039215686274,1610612744,14,13,2022-04-10T01:00:35Z,1070000,-5.0,6.0,1,left,MISS J. Poole driving reverse Layup,[1629673],1610612744.0,GSW,driving reverse,,,Poole,J. Poole,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,,
108,PT04M01.00S,2022-04-10T00:55:19.2Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,14,13,2022-04-10T01:07:02Z,1080000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
109,PT03M56.00S,2022-04-10T00:55:23.5Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612759,14,13,2022-04-10T00:55:34Z,1090000,,,0,,J. Poole shooting personal FOUL (1 PF) (Jones 2 FT),"[1629673, 1630200]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Jones,1630200.0,,,
112,PT03M56.00S,2022-04-10T00:55:54.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630200,,,1610612759,14,13,2022-04-10T00:55:54Z,1110000,,,0,,MISS T. Jones Free Throw 1 of 2,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M56.00S,2022-04-10T00:55:54.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,14,13,2022-04-10T00:55:54Z,1120000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,
114,PT03M56.00S,2022-04-10T00:56:08.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630200,,,1610612759,15,13,2022-04-10T00:56:08Z,1130000,,,0,,T. Jones Free Throw 2 of 2 (3 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
115,PT03M32.00S,2022-04-10T00:56:34.1Z,1,REGULAR,3pt,Jump Shot,[],2738,18.347568988173457,94.85294117647058,1610612744,15,13,2022-04-10T00:56:39Z,1140000,-224.0,120.0,1,left,MISS A. Iguodala 25' 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M29.00S,2022-04-10T00:56:37.1Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612759,15,13,2022-04-10T00:56:39Z,1150000,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
117,PT03M20.00S,2022-04-10T00:56:46.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,80.6340341655716,39.950980392156865,1610612759,15,13,2022-04-10T00:56:50Z,1160000,-50.0,130.0,1,right,MISS T. Jones 13' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,13.89,Missed,,,,,,,,,,,,,,,,,,,
118,PT03M17.00S,2022-04-10T00:56:49.0Z,1,REGULAR,rebound,defensive,[],2738,,,1610612744,15,13,2022-04-10T00:56:50Z,1170000,,,0,,A. Iguodala REBOUND (Off:0 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
120,PT03M16.00S,2022-04-10T00:56:52.0Z,1,REGULAR,foul,personal,[],1629719,,,1610612744,15,13,2022-04-10T00:57:21Z,1190000,,,0,,D. Cacok personal FOUL (1 PF),"[1629719, 2738]",1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,,,,1627529.0,,,,,,,1.0,0.0,Iguodala,2738.0,,,
122,PT03M16.00S,2022-04-10T00:57:04.3Z,1,REGULAR,substitution,out,[],1630200,,,1610612744,15,13,2022-04-10T00:57:16Z,1210000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M16.00S,2022-04-10T00:57:04.3Z,1,REGULAR,substitution,out,[],1629673,,,1610612744,15,13,2022-04-10T00:57:16Z,1220000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M16.00S,2022-04-10T00:57:04.3Z,1,REGULAR,substitution,in,[],1630563,,,1610612744,15,13,2022-04-10T00:57:16Z,1230000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M16.00S,2022-04-10T00:57:04.3Z,1,REGULAR,substitution,in,[],203952,,,1610612744,15,13,2022-04-10T00:57:16Z,1240000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M16.00S,2022-04-10T00:57:19.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,15,13,2022-04-10T00:57:19Z,1250000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M06.00S,2022-04-10T01:00:17.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,17.296320630749015,42.64705882352941,1610612744,15,13,2022-04-10T01:01:13Z,1260000,37.0,110.0,1,left,MISS A. Wiggins 11' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,11.61,Missed,,,,,,,,,,,,,,,,,,,
128,PT03M02.00S,2022-04-10T01:00:21.8Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,15,13,2022-04-10T01:01:13Z,1270000,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,127.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
129,PT02M51.00S,2022-04-10T01:00:30.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203490,24.917871222076215,14.460784313725492,1610612744,15,16,2022-04-10T01:00:40Z,1280000,178.0,182.0,1,left,O. Porter Jr. 25' 3PT  (3 PTS) (N. Bjelica 1 AST),"[203490, 202357]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.41,Made,,,,,3.0,,N. Bjelica,202357.0,1.0,,,,,,,,,,
131,PT02M31.00S,2022-04-10T01:00:50.6Z,1,REGULAR,3pt,Jump Shot,[],1630563,66.3107752956636,57.35294117647059,1610612759,15,16,2022-04-10T01:00:57Z,1300000,37.0,264.0,1,right,MISS J. Primo 26' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
132,PT02M27.00S,2022-04-10T01:00:54.6Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,15,16,2022-04-10T01:00:57Z,1310000,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,131.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
133,PT02M06.00S,2022-04-10T01:01:15.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,13.748357424441524,61.51960784313726,1610612744,15,18,2022-04-10T01:02:32Z,1320000,-58.0,77.0,1,left,A. Wiggins 9' turnaround fadeaway Jump Shot (3 PTS),[203952],1610612744.0,GSW,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,9.59,Made,,,,,3.0,,,,,,,,,,,,,,
134,PT01M51.00S,2022-04-10T01:01:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629719,92.32917214191852,50.73529411764706,1610612759,17,18,2022-04-10T01:01:37Z,1330000,4.0,20.0,1,right,D. Cacok cutting finger roll Layup (2 PTS) (J. Primo 1 AST),"[1629719, 1630563]",1610612759.0,SAS,cutting finger roll,,,Cacok,D. Cacok,,,,,1.99,Made,,,,,2.0,,J. Primo,1630563.0,1.0,,,,,,,,,,
136,PT01M41.00S,2022-04-10T01:01:40.1Z,1,REGULAR,3pt,Jump Shot,[],203490,6.521024967148489,96.81372549019608,1610612744,17,18,2022-04-10T01:01:45Z,1350000,-234.0,9.0,1,left,MISS O. Porter Jr. 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M38.00S,2022-04-10T01:01:43.1Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,17,18,2022-04-10T01:01:45Z,1360000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
138,PT01M32.00S,2022-04-10T01:01:49.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629022,92.9862023653088,49.50980392156863,1610612759,19,18,2022-04-10T01:01:56Z,1370000,-2.0,13.0,1,right,L. Walker IV driving DUNK (4 PTS),[1629022],1610612759.0,SAS,driving,,,Walker IV,L. Walker IV,,,,,1.36,Made,,,,,4.0,,,,,,,,,,,,,,
139,PT01M11.00S,2022-04-10T01:02:10.0Z,1,REGULAR,3pt,Jump Shot,[],202357,27.677398160315374,76.9607843137255,1610612744,19,21,2022-04-10T01:02:16Z,1380000,-135.0,208.0,1,left,N. Bjelica 24' 3PT  (3 PTS) (O. Porter Jr. 1 AST),"[202357, 203490]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,24.76,Made,,,,,3.0,,O. Porter Jr.,203490.0,1.0,,,,,,,,,,
141,PT00M59.20S,2022-04-10T01:02:22.6Z,1,REGULAR,2pt,Jump Shot,[],1630563,78.53153745072274,74.01960784313727,1610612759,19,21,2022-04-10T01:02:29Z,1400000,120.0,149.0,1,right,MISS J. Primo 19' pullup Shot,[1630563],1610612759.0,SAS,pullup,,,Primo,J. Primo,,,,,19.16,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M57.10S,2022-04-10T01:02:24.7Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,19,21,2022-04-10T01:02:29Z,1410000,,,0,,G. Payton II REBOUND (Off:1 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,141.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
143,PT00M49.90S,2022-04-10T01:02:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202357,5.995400788436268,53.431372549019606,1610612744,19,21,2022-04-10T01:02:47Z,1420000,-17.0,4.0,1,left,MISS N. Bjelica driving Layup,[202357],1610612744.0,GSW,driving,,,Bjelica,N. Bjelica,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M48.40S,2022-04-10T01:02:37.0Z,1,REGULAR,rebound,offensive,[],202357,,,1610612744,19,21,2022-04-10T01:02:37Z,1430000,,,0,,N. Bjelica REBOUND (Off:1 Def:0),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
145,PT00M48.40S,2022-04-10T01:02:37.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202357,5.590000152587891,50.0,1610612744,19,23,2022-04-10T01:02:37Z,1440000,0.0,0.0,1,left,N. Bjelica putback Layup (5 PTS),[202357],1610612744.0,GSW,putback,,,Bjelica,N. Bjelica,,,,,0.0,Made,,,,,5.0,,,,,,,,,,,,,,
146,PT00M38.20S,2022-04-10T01:02:48.0Z,1,REGULAR,turnover,bad pass,[],1629719,,,1610612759,19,23,2022-04-10T01:02:54Z,1450000,,,0,,D. Cacok bad pass TURNOVER (1 TO),"[1629719, 1627780]",1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,1.0,Payton II,1627780.0,,,,,,,
147,PT00M38.20S,2022-04-10T01:02:48.0Z,1,REGULAR,steal,,[],1627780,,,1610612744,19,23,2022-04-10T01:02:50Z,1460000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M31.20S,2022-04-10T01:02:57.4Z,1,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,19,23,2022-04-10T01:03:12Z,1470000,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,1.0,,,,,,,,,
149,PT00M11.00S,2022-04-10T01:03:26.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629022,69.33311432325887,79.16666666666666,1610612759,19,23,2022-04-10T01:03:34Z,1480000,146.0,236.0,1,right,MISS L. Walker IV 27' pullup 3PT,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,27.72,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M09.60S,2022-04-10T01:03:27.6Z,1,REGULAR,rebound,offensive,[],1629719,,,1610612759,19,23,2022-04-10T01:03:34Z,1490000,,,0,,D. Cacok REBOUND (Off:1 Def:0),[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,149.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
151,PT00M09.60S,2022-04-10T01:03:33.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629719,94.40999984741211,50.0,1610612759,21,23,2022-04-10T01:03:33Z,1500000,0.0,0.0,1,right,D. Cacok tip DUNK (4 PTS),[1629719],1610612759.0,SAS,tip,,,Cacok,D. Cacok,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
152,PT00M03.00S,2022-04-10T01:03:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,6.258212877792378,53.67647058823529,1610612744,21,23,2022-04-10T01:08:24Z,1510000,-18.0,6.0,1,left,MISS A. Wiggins driving finger roll Layup,[203952],1610612744.0,GSW,driving finger roll,,,Wiggins,A. Wiggins,,,,,1.94,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M02.40S,2022-04-10T01:03:41.6Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612759,21,23,2022-04-10T01:08:24Z,1530000,,,0,,J. Landale REBOUND (Off:0 Def:2),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
155,PT00M00.30S,2022-04-10T01:03:51.5Z,1,REGULAR,3pt,Jump Shot,[],1629111,15.062417871222076,51.71568627450981,1610612759,21,23,2022-04-10T01:09:45Z,1540000,9.0,746.0,1,right,MISS J. Landale 74' running pullup 3PT,[1629111],1610612759.0,SAS,running pullup,,,Landale,J. Landale,,,,,74.59,Missed,,,,,,,,,,,,,,,,,,,
156,PT00M00.10S,2022-04-10T01:03:51.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,21,23,2022-04-10T01:09:16Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2022-04-10T01:03:56.2Z,1,REGULAR,period,end,[],0,,,1610612759,21,23,2022-04-10T01:03:56Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-04-10T01:06:19.8Z,2,REGULAR,substitution,out,['startperiod'],1629641,,,1610612759,21,23,2022-04-10T01:06:31Z,1570000,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-04-10T01:06:19.8Z,2,REGULAR,substitution,in,['startperiod'],1626196,,,1610612759,21,23,2022-04-10T01:06:31Z,1580000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-04-10T01:06:31.6Z,2,REGULAR,period,start,[],0,,,1610612759,21,23,2022-04-10T01:06:31Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M42.00S,2022-04-10T01:06:49.9Z,2,REGULAR,foul,personal,['2freethrow'],203952,,,1610612759,21,23,2022-04-10T01:06:59Z,1600000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Walker IV 2 FT),"[203952, 1629022]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Walker IV,1629022.0,,,
163,PT11M42.00S,2022-04-10T01:07:11.8Z,2,REGULAR,freethrow,1 of 2,[],1629022,,,1610612759,22,23,2022-04-10T01:07:11Z,1620000,,,0,,L. Walker IV Free Throw 1 of 2 (5 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
164,PT11M42.00S,2022-04-10T01:07:22.1Z,2,REGULAR,freethrow,2 of 2,[],1629022,,,1610612759,23,23,2022-04-10T01:07:22Z,1630000,,,0,,L. Walker IV Free Throw 2 of 2 (6 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
165,PT11M28.00S,2022-04-10T01:07:40.3Z,2,REGULAR,2pt,Jump Shot,[],203490,10.33180026281209,22.54901960784314,1610612744,23,23,2022-04-10T01:07:45Z,1640000,137.0,45.0,1,left,MISS O. Porter Jr. 14' pullup Shot,[203490],1610612744.0,GSW,pullup,,,Porter Jr.,O. Porter Jr.,,,,,14.44,Missed,,,,,,,,,,,,,,,,,,,
166,PT11M25.00S,2022-04-10T01:07:43.3Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612759,23,23,2022-04-10T01:07:45Z,1650000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
167,PT11M11.00S,2022-04-10T01:07:56.5Z,2,REGULAR,3pt,Jump Shot,[],1629111,88.78120893561103,1.715686274509804,1610612759,23,23,2022-04-10T01:08:09Z,1660000,-241.0,53.0,1,right,MISS J. Landale 24' 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,,
168,PT11M11.00S,2022-04-10T01:07:56.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,23,23,2022-04-10T01:08:09Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,,
169,PT11M10.00S,2022-04-10T01:08:02.5Z,2,REGULAR,foul,personal,[],1627780,,,1610612759,23,23,2022-04-10T01:09:57Z,1680000,,,0,,G. Payton II loose ball personal FOUL (1 PF),"[1627780, 1629719]",1610612744.0,GSW,loose ball,,,Payton II,G. Payton II,,,,,,,,,,,,1155.0,,,,,,,1.0,0.0,Cacok,1629719.0,,,
171,PT11M00.00S,2022-04-10T01:08:29.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629022,93.64323258869908,50.49019607843137,1610612759,25,23,2022-04-10T01:11:30Z,1700000,2.0,7.0,1,right,L. Walker IV driving Layup (8 PTS),[1629022],1610612759.0,SAS,driving,,,Walker IV,L. Walker IV,,,,,0.77,Made,,,,,8.0,,,,,,,,,,,,,,
173,PT10M40.00S,2022-04-10T01:08:52.5Z,2,REGULAR,foul,personal,[],1626196,,,1610612744,25,23,2022-04-10T01:09:00Z,1720000,,,0,,J. Richardson personal FOUL (1 PF),"[1626196, 202357]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Bjelica,202357.0,,,
175,PT10M40.00S,2022-04-10T01:09:09.2Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,25,23,2022-04-10T01:09:19Z,1740000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M40.00S,2022-04-10T01:09:09.2Z,2,REGULAR,substitution,in,[],1630228,,,1610612744,25,23,2022-04-10T01:09:19Z,1750000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M28.00S,2022-04-10T01:09:35.0Z,2,REGULAR,foul,personal,['2freethrow'],1630563,,,1610612744,25,23,2022-04-10T01:10:01Z,1760000,,,0,,J. Primo shooting personal FOUL (1 PF) (Bjelica 2 FT),"[1630563, 202357]",1610612759.0,SAS,shooting,,,Primo,J. Primo,,,,,,,,,,,,1627529.0,,,,,,,1.0,0.0,Bjelica,202357.0,,,
179,PT10M28.00S,2022-04-10T01:10:02.4Z,2,REGULAR,freethrow,1 of 2,[],202357,,,1610612744,25,24,2022-04-10T01:10:02Z,1780000,,,0,,N. Bjelica Free Throw 1 of 2 (6 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
180,PT10M28.00S,2022-04-10T01:10:16.9Z,2,REGULAR,freethrow,2 of 2,[],202357,,,1610612744,25,25,2022-04-10T01:10:16Z,1790000,,,0,,N. Bjelica Free Throw 2 of 2 (7 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
