actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
174,PT00M00.00S,2022-03-19T01:06:10.8Z,1,REGULAR,period,end,[],0,,,1610612759,10,35,2022-03-19T01:06:10Z,1730000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-03-19T01:07:58.7Z,2,REGULAR,substitution,out,['startperiod'],1630563,,,1610612759,10,35,2022-03-19T01:08:47Z,1740000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-03-19T01:07:58.7Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612759,10,35,2022-03-19T01:08:47Z,1750000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-03-19T01:07:58.7Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612759,10,35,2022-03-19T01:08:47Z,1760000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-03-19T01:07:58.7Z,2,REGULAR,substitution,in,['startperiod'],1630580,,,1610612759,10,35,2022-03-19T01:08:47Z,1770000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-03-19T01:07:58.7Z,2,REGULAR,substitution,in,['startperiod'],1630170,,,1610612759,10,35,2022-03-19T01:08:47Z,1780000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-03-19T01:07:58.7Z,2,REGULAR,substitution,in,['startperiod'],1630530,,,1610612759,10,35,2022-03-19T01:08:47Z,1790000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-03-19T01:07:58.7Z,2,REGULAR,substitution,out,['startperiod'],1630230,,,1610612759,10,35,2022-03-19T01:09:19Z,1795000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-03-19T01:07:58.7Z,2,REGULAR,substitution,in,['startperiod'],1630529,,,1610612759,10,35,2022-03-19T01:09:19Z,1797500,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-03-19T01:08:54.5Z,2,REGULAR,period,start,[],0,,,1610612759,10,35,2022-03-19T01:08:54Z,1800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M45.00S,2022-03-19T01:09:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,7.703679369250986,47.30392156862745,1610612759,12,35,2022-03-19T01:09:23Z,1810000,13.0,20.0,1,left,D. Murray Layup (2 PTS) (K. Johnson 1 AST),"[1627749, 1629640]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,2.4,Made,2.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
185,PT11M29.00S,2022-03-19T01:09:24.0Z,2,REGULAR,3pt,Jump Shot,[],1630530,92.9862023653088,95.09803921568627,1610612740,12,35,2022-03-19T01:09:32Z,1820000,225.0,13.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,22.59,Missed,,,,,,,,,,,,,,,,,,
186,PT11M27.00S,2022-03-19T01:09:26.0Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,12,35,2022-03-19T01:09:32Z,1830000,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,185.0,4.0,4.0,0.0,,,,,,,,,
187,PT11M22.00S,2022-03-19T01:09:31.5Z,2,REGULAR,3pt,Jump Shot,[],1630170,25.969119579500656,14.460784313725492,1610612759,12,35,2022-03-19T01:09:38Z,1840000,178.0,192.0,1,left,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
188,PT11M19.00S,2022-03-19T01:09:34.5Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,12,35,2022-03-19T01:09:38Z,1850000,,,0,,J. Alvarado REBOUND (Off:1 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,187.0,2.0,1.0,1.0,,,,,,,,,
189,PT11M11.00S,2022-03-19T01:09:45.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,12,35,2022-03-19T01:09:45Z,1860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M59.00S,2022-03-19T01:10:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.38042049934296,50.245098039215684,1610612740,12,37,2022-03-19T01:10:12Z,1870000,1.0,10.0,1,right,H. Jones Layup (4 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,0.98,Made,4.0,,,,,,,,,,,,,,,,,
192,PT10M47.00S,2022-03-19T01:10:19.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,20.05584756898817,50.49019607843137,1610612759,12,37,2022-03-19T01:10:25Z,1880000,-2.0,136.0,1,left,MISS D. Murray 13' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,13.6,Missed,,,,,,,,,,,,,,,,,,
193,PT10M44.00S,2022-03-19T01:10:21.4Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612759,12,37,2022-03-19T01:10:21Z,1890000,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,192.0,2.0,1.0,1.0,,,,,,,,,
194,PT10M41.00S,2022-03-19T01:10:24.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630580,23.47240473061761,11.029411764705882,1610612759,15,37,2022-03-19T01:10:29Z,1900000,195.0,168.0,1,left,J. Wieskamp 25' 3PT pullup (3 PTS) (D. Murray 2 AST),"[1630580, 1627749]",1610612759.0,SAS,pullup,,,Wieskamp,J. Wieskamp,,,,,25.74,Made,3.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,
196,PT10M28.00S,2022-03-19T01:10:38.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,88.64980289093299,53.18627450980392,1610612740,15,39,2022-03-19T01:10:43Z,1920000,16.0,54.0,1,right,J. Alvarado driving floating Jump Shot (4 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,5.65,Made,4.0,,,,,,,,,,,,,,,,,
197,PT10M03.00S,2022-03-19T01:11:02.9Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612759,15,39,2022-03-19T01:11:09Z,1930000,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 1627820]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,1.0,Wallace,1627820.0,,,,
198,PT10M03.00S,2022-03-19T01:11:02.9Z,2,REGULAR,steal,,[],1627820,,,1610612740,15,39,2022-03-19T01:11:05Z,1940000,,,0,,T. Wallace STEAL (1 STL),[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M02.00S,2022-03-19T01:11:08.6Z,2,REGULAR,foul,personal,[],1627749,,,1610612740,15,39,2022-03-19T01:11:34Z,1950000,,,0,,D. Murray loose ball personal FOUL (1 PF),"[1627749, 1630529]",1610612759.0,SAS,loose ball,,,Murray,D. Murray,,,,,,,,,,,201246.0,,,,,,,,,,1.0,0.0,Jones,1630529.0
201,PT09M52.00S,2022-03-19T01:11:38.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630530,92.72339027595268,72.30392156862744,1610612740,15,39,2022-03-19T01:11:44Z,1970000,112.0,16.0,1,right,MISS T. Murphy III 11' driving floating Shot,[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,11.26,Missed,,,,,,,,,,,,,,,,,,
202,PT09M50.00S,2022-03-19T01:11:40.1Z,2,REGULAR,rebound,offensive,[],1630631,,,1610612740,15,39,2022-03-19T01:11:40Z,1980000,,,0,,J. Alvarado REBOUND (Off:2 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,201.0,3.0,1.0,2.0,,,,,,,,,
203,PT09M38.00S,2022-03-19T01:11:55.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,15,39,2022-03-19T01:17:03Z,1990000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,,,,
204,PT09M38.00S,2022-03-19T01:12:10.5Z,2,REGULAR,foul,technical,['1freethrow'],873,,,1610612759,15,39,2022-03-19T01:12:39Z,2000000,,,0,,TEAM foul technical,[873],1610612759.0,SAS,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,,,,
205,PT09M38.00S,2022-03-19T01:12:44.1Z,2,REGULAR,freethrow,1 of 1,[],1630530,,,1610612759,15,40,2022-03-19T01:12:44Z,2010000,,,0,,T. Murphy III technical Free Throw 1 of 1 (1 PTS),[1630530],1610612740.0,NOP,technical,,,Murphy III,T. Murphy III,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
206,PT09M38.00S,2022-03-19T01:12:45.6Z,2,REGULAR,foul,technical,['1freethrow'],873,,,1610612759,15,40,2022-03-19T01:12:58Z,2020000,,,0,,TEAM foul technical,[873],1610612759.0,SAS,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,,,,
245,PT09M38.00S,2022-03-19T01:12:52.5Z,2,REGULAR,ejection,other,[],873,,,1610612759,15,40,2022-03-19T01:17:46Z,2025000,,,0,,Ejection,[873],1610612759.0,SAS,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,,,,
207,PT09M38.00S,2022-03-19T01:12:59.5Z,2,REGULAR,freethrow,1 of 1,[],1630530,,,1610612759,15,41,2022-03-19T01:12:59Z,2030000,,,0,,T. Murphy III technical Free Throw 1 of 1 (2 PTS),[1630530],1610612740.0,NOP,technical,,,Murphy III,T. Murphy III,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
208,PT09M27.00S,2022-03-19T01:13:22.7Z,2,REGULAR,foul,personal,[],1630530,,,1610612759,15,41,2022-03-19T01:13:29Z,2040000,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 1627749]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,201246.0,,,,,,,,,,1.0,0.0,Murray,1627749.0
210,PT09M20.00S,2022-03-19T01:13:43.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629111,29.122864651773984,20.588235294117645,1610612759,15,41,2022-03-19T01:13:48Z,2060000,147.0,221.0,1,left,MISS J. Landale 26' 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,
211,PT09M16.00S,2022-03-19T01:13:47.5Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,15,41,2022-03-19T01:13:48Z,2070000,,,0,,J. Alvarado REBOUND (Off:2 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,210.0,4.0,2.0,2.0,,,,,,,,,
212,PT09M06.00S,2022-03-19T01:13:57.0Z,2,REGULAR,3pt,Jump Shot,[],1630530,92.46057818659659,4.166666666666666,1610612740,15,44,2022-03-19T01:14:01Z,2080000,-229.0,18.0,1,right,T. Murphy III 3PT  (5 PTS) (H. Jones 1 AST),"[1630530, 1630529]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,22.99,Made,5.0,H. Jones,1630529.0,1.0,,,,,,,,,,,,,,
214,PT08M53.00S,2022-03-19T01:14:09.0Z,2,REGULAR,2pt,Jump Shot,[],1627749,6.258212877792378,21.568627450980394,1610612759,17,44,2022-03-19T01:14:13Z,2100000,142.0,6.0,1,left,D. Murray 14' pullup Jump Shot (4 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,14.23,Made,4.0,,,,,,,,,,,,,,,,,
215,PT08M41.00S,2022-03-19T01:14:25.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,17,44,2022-03-19T01:14:25Z,2110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M41.00S,2022-03-19T01:14:26.0Z,2,REGULAR,substitution,out,[],1629111,,,1610612740,17,44,2022-03-19T01:14:39Z,2120000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M41.00S,2022-03-19T01:14:26.0Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,17,44,2022-03-19T01:14:39Z,2130000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M41.00S,2022-03-19T01:14:26.0Z,2,REGULAR,substitution,in,[],1627751,,,1610612740,17,44,2022-03-19T01:14:39Z,2140000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M41.00S,2022-03-19T01:14:26.0Z,2,REGULAR,substitution,in,[],202685,,,1610612740,17,44,2022-03-19T01:14:39Z,2150000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M30.00S,2022-03-19T01:15:01.0Z,2,REGULAR,turnover,traveling,[],1627820,,,1610612740,17,44,2022-03-19T01:15:12Z,2160000,,,0,,T. Wallace traveling TURNOVER (1 TO),[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,1662.0,,,,,,,1.0,,,,,,
221,PT08M21.00S,2022-03-19T01:15:23.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,31.750985545335087,48.28431372549019,1610612759,17,44,2022-03-19T01:15:27Z,2170000,9.0,246.0,1,left,MISS D. Murray 24' pullup 3PT,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,
222,PT08M17.00S,2022-03-19T01:15:27.1Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,17,44,2022-03-19T01:15:27Z,2180000,,,0,,H. Jones REBOUND (Off:0 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,221.0,3.0,3.0,0.0,,,,,,,,,
223,PT08M02.00S,2022-03-19T01:15:41.2Z,2,REGULAR,3pt,Jump Shot,[],1627820,92.46057818659659,2.696078431372549,1610612740,17,44,2022-03-19T01:15:47Z,2190000,-237.0,18.0,1,right,MISS T. Wallace 3PT,[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,
224,PT07M58.00S,2022-03-19T01:15:45.2Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,17,44,2022-03-19T01:15:47Z,2200000,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,223.0,3.0,3.0,0.0,,,,,,,,,
225,PT07M51.00S,2022-03-19T01:15:52.5Z,2,REGULAR,3pt,Jump Shot,[],1630580,10.5946123521682,96.07843137254902,1610612759,17,44,2022-03-19T01:15:56Z,2210000,-230.0,47.0,1,left,MISS J. Wieskamp 3PT,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,
226,PT07M48.00S,2022-03-19T01:15:55.5Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,17,44,2022-03-19T01:15:56Z,2220000,,,0,,J. Valanciunas REBOUND (Off:1 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,225.0,8.0,7.0,1.0,,,,,,,,,
227,PT07M35.00S,2022-03-19T01:16:10.0Z,2,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,17,44,2022-03-19T01:16:16Z,2230000,,,0,,H. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,bad pass,,,Jones,H. Jones,,,,,,,,,,,201246.0,,,,,,,1.0,,,,,,
228,PT07M35.00S,2022-03-19T01:16:13.1Z,2,REGULAR,substitution,out,[],1630580,,,1610612759,17,44,2022-03-19T01:16:22Z,2240000,,,0,,SUB out: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M35.00S,2022-03-19T01:16:13.1Z,2,REGULAR,substitution,out,[],1627820,,,1610612759,17,44,2022-03-19T01:16:22Z,2250000,,,0,,SUB out: T. Wallace,[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M35.00S,2022-03-19T01:16:13.1Z,2,REGULAR,substitution,out,[],1630530,,,1610612759,17,44,2022-03-19T01:16:22Z,2260000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M35.00S,2022-03-19T01:16:13.1Z,2,REGULAR,substitution,in,[],1630563,,,1610612759,17,44,2022-03-19T01:16:22Z,2270000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M35.00S,2022-03-19T01:16:13.1Z,2,REGULAR,substitution,in,[],1629637,,,1610612759,17,44,2022-03-19T01:16:22Z,2280000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M35.00S,2022-03-19T01:16:13.1Z,2,REGULAR,substitution,in,[],203468,,,1610612759,17,44,2022-03-19T01:16:22Z,2290000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M18.00S,2022-03-19T01:16:42.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,32.276609724047304,47.549019607843135,1610612759,20,44,2022-03-19T01:16:48Z,2300000,12.0,251.0,1,left,D. Vassell 25' 3PT  (8 PTS) (J. Poeltl 2 AST),"[1630170, 1627751]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,25.12,Made,8.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,,,,,
236,PT07M07.00S,2022-03-19T01:16:53.5Z,2,REGULAR,2pt,Jump Shot,[],203468,86.94152431011827,71.56862745098039,1610612740,20,46,2022-03-19T01:16:59Z,2320000,108.0,70.0,1,right,C. McCollum 12' pullup Jump Shot (7 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,12.86,Made,7.0,,,,,,,,,,,,,,,,,
237,PT06M57.00S,2022-03-19T01:17:04.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,6.652431011826544,50.49019607843137,1610612759,22,46,2022-03-19T01:17:08Z,2330000,-2.0,10.0,1,left,D. Murray driving Layup (6 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,1.03,Made,6.0,,,,,,,,,,,,,,,,,
238,PT06M42.00S,2022-03-19T01:17:18.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.32917214191852,49.50980392156863,1610612740,22,48,2022-03-19T01:17:25Z,2340000,-2.0,20.0,1,right,C. McCollum driving finger roll Layup (9 PTS) (J. Alvarado 3 AST),"[203468, 1630631]",1610612740.0,NOP,driving finger roll,,,McCollum,C. McCollum,,,,,1.98,Made,9.0,J. Alvarado,1630631.0,3.0,,,,,,,,,,,,,,
240,PT06M32.00S,2022-03-19T01:17:30.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,6.389618922470433,62.745098039215684,1610612759,22,48,2022-03-19T01:17:38Z,2360000,-64.0,8.0,1,left,MISS D. Murray 6' driving floating Shot - blocked,"[1627749, 1629637]",1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,6.42,Missed,,,,,,,,,,Hayes,1629637.0,,,,,,,
241,PT06M32.00S,2022-03-19T01:17:30.0Z,2,REGULAR,block,,[],1629637,,,1610612759,22,48,2022-03-19T01:17:32Z,2370000,,,0,,J. Hayes BLOCK (2 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M32.00S,2022-03-19T01:17:30.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,22,48,2022-03-19T01:17:38Z,2380000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,
243,PT06M32.00S,2022-03-19T01:17:34.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,22,48,2022-03-19T01:17:34Z,2390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M32.00S,2022-03-19T01:17:44.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,22,48,2022-03-19T01:17:44Z,2400000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M32.00S,2022-03-19T01:19:53.4Z,2,REGULAR,substitution,out,[],1627749,,,1610612759,22,48,2022-03-19T01:20:08Z,2410000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M32.00S,2022-03-19T01:19:53.4Z,2,REGULAR,substitution,out,[],1630631,,,1610612759,22,48,2022-03-19T01:20:08Z,2420000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M32.00S,2022-03-19T01:19:53.4Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,22,48,2022-03-19T01:20:08Z,2430000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M32.00S,2022-03-19T01:19:53.4Z,2,REGULAR,substitution,in,[],1628984,,,1610612759,22,48,2022-03-19T01:20:08Z,2440000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M29.00S,2022-03-19T01:20:35.8Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612759,22,48,2022-03-19T01:20:41Z,2450000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Vassell 2 FT),"[1629637, 1630170]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,1662.0,,,,,,,,,,1.0,0.0,Vassell,1630170.0
252,PT06M29.00S,2022-03-19T01:21:00.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630170,,,1610612759,23,48,2022-03-19T01:21:17Z,2470000,,,0,,D. Vassell Free Throw 1 of 2 (9 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
253,PT06M29.00S,2022-03-19T01:21:00.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630170,,,1610612759,23,48,2022-03-19T01:21:17Z,2480000,,,0,,MISS D. Vassell Free Throw 2 of 2,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,Missed,,,,,,,,,,,,,,,,,,
254,PT06M28.00S,2022-03-19T01:21:01.4Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,23,48,2022-03-19T01:21:17Z,2490000,,,0,,J. Valanciunas REBOUND (Off:1 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,253.0,9.0,8.0,1.0,,,,,,,,,
255,PT06M15.00S,2022-03-19T01:21:28.7Z,2,REGULAR,turnover,bad pass,[],203468,,,1610612740,23,48,2022-03-19T01:21:57Z,2500000,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1630563]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,1.0,Primo,1630563.0,,,,
256,PT06M15.00S,2022-03-19T01:21:28.7Z,2,REGULAR,steal,,[],1630563,,,1610612759,23,48,2022-03-19T01:21:57Z,2510000,,,0,,J. Primo STEAL (1 STL),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M07.00S,2022-03-19T01:21:37.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629640,30.56833114323259,48.77450980392157,1610612759,23,48,2022-03-19T01:22:06Z,2520000,6.0,235.0,1,left,MISS K. Johnson 23' Jump Shot,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,
258,PT06M03.00S,2022-03-19T01:21:40.4Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,23,48,2022-03-19T01:21:40Z,2530000,,,0,,H. Jones REBOUND (Off:0 Def:4),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,257.0,4.0,4.0,0.0,,,,,,,,,
259,PT06M02.00S,2022-03-19T01:21:44.6Z,2,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612740,23,48,2022-03-19T01:22:00Z,2540000,,,0,,D. Vassell shooting personal FOUL (1 PF) (McCollum 2 FT),"[1630170, 203468]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,,,,,,,1662.0,,,,,,,,,,1.0,0.0,McCollum,203468.0
261,PT06M02.00S,2022-03-19T01:22:09.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203468,,,1610612740,23,49,2022-03-19T01:22:09Z,2560000,,,0,,C. McCollum Free Throw 1 of 2 (10 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
