actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M13.00S,2022-03-31T00:42:14.6Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,3,7,2022-03-31T00:42:15Z,180000,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,
19,PT10M13.00S,2022-03-31T00:42:14.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,5.590000152587891,50.0,1610612759,5,7,2022-03-31T00:42:14Z,190000,0.0,0.0,1,left,K. Johnson tip Layup (5 PTS),[1629640],1610612759.0,SAS,tip,,,Johnson,K. Johnson,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,
20,PT10M00.00S,2022-03-31T00:42:27.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,82.07950065703022,42.15686274509804,1610612763,5,9,2022-03-31T00:42:58Z,200000,-39.0,116.0,1,right,D. Brooks 12' pullup Jump Shot (2 PTS),[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,12.24,Made,2.0,,,,,,,,,,,,,,,,,
21,PT09M54.00S,2022-03-31T00:42:35.4Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612759,5,9,2022-03-31T00:42:47Z,210000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Johnson 2 FT),"[1628991, 1629640]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,202007.0,1.0,0.0,Johnson,1629640.0,,,,,
23,PT09M54.00S,2022-03-31T00:42:58.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,6,9,2022-03-31T00:43:14Z,230000,,,0,,K. Johnson Free Throw 1 of 2 (6 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2022-03-31T00:42:58.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,6,9,2022-03-31T00:43:14Z,240000,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,
25,PT09M51.00S,2022-03-31T00:43:01.1Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,6,9,2022-03-31T00:43:14Z,250000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M37.00S,2022-03-31T00:43:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,89.70105124835742,55.63725490196079,1610612763,6,11,2022-03-31T00:44:32Z,260000,28.0,44.0,1,right,J. Jackson Jr. driving floating Jump Shot (7 PTS),[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,5.25,Made,7.0,,,,,,,,,,,,,,,,,
27,PT09M23.00S,2022-03-31T00:43:41.8Z,1,REGULAR,3pt,Jump Shot,[],1629640,26.363337713534822,13.23529411764706,1610612759,6,11,2022-03-31T00:43:48Z,270000,184.0,195.0,1,left,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,
28,PT09M21.00S,2022-03-31T00:43:43.8Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,6,11,2022-03-31T00:43:48Z,280000,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M13.00S,2022-03-31T00:43:53.1Z,1,REGULAR,3pt,Jump Shot,[],1628991,71.43561103810775,77.45098039215686,1610612763,6,11,2022-03-31T00:43:58Z,290000,137.0,216.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
30,PT09M09.00S,2022-03-31T00:43:57.1Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,6,11,2022-03-31T00:43:58Z,300000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT09M04.00S,2022-03-31T00:44:01.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,32.802233902759525,55.88235294117647,1610612759,9,11,2022-03-31T00:44:07Z,310000,-29.0,256.0,1,left,D. Murray 25' 3PT  (3 PTS) (K. Johnson 1 AST),"[1627749, 1629640]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,25.75,Made,3.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
33,PT08M41.00S,2022-03-31T00:44:23.7Z,1,REGULAR,3pt,Jump Shot,[],1630217,69.33311432325887,69.11764705882352,1610612763,9,14,2022-03-31T00:44:28Z,330000,96.0,236.0,1,right,D. Bane 25' 3PT pullup (3 PTS) (D. Brooks 1 AST),"[1630217, 1628415]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,25.44,Made,3.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,
35,PT08M27.00S,2022-03-31T00:44:38.4Z,1,REGULAR,3pt,Jump Shot,[],1627749,32.276609724047304,37.5,1610612759,12,14,2022-03-31T00:44:42Z,350000,62.0,251.0,1,left,D. Murray 25' 3PT  (6 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,25.86,Made,6.0,,,,,,,,,,,,,,,,,
36,PT08M17.00S,2022-03-31T00:44:51.1Z,1,REGULAR,foul,offensive,[],1628415,,,1610612763,12,14,2022-03-31T00:45:02Z,360000,,,0,,D. Brooks offensive FOUL (1 PF),"[1628415, 1630563]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,202041.0,1.0,0.0,Primo,1630563.0,,,,,
38,PT08M17.00S,2022-03-31T00:44:51.1Z,1,REGULAR,turnover,offensive foul,[],1628415,,,1610612763,12,14,2022-03-31T00:44:51Z,380000,,,0,,D. Brooks offensive foul TURNOVER (1 TO),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,202041.0,,,,,1.0,,,,
39,PT08M08.00S,2022-03-31T00:45:13.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,21.23850197109067,11.029411764705882,1610612759,12,14,2022-03-31T00:45:18Z,390000,195.0,147.0,1,left,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,24.42,Missed,,,,,,,,,,,,,,,,,,
40,PT08M04.00S,2022-03-31T00:45:17.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,12,14,2022-03-31T00:45:18Z,400000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,
41,PT07M50.00S,2022-03-31T00:45:30.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,93.51182654402102,96.07843137254902,1610612763,12,14,2022-03-31T00:45:35Z,410000,230.0,8.0,1,right,MISS D. Brooks 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,23.06,Missed,,,,,,,,,,,,,,,,,,
42,PT07M46.00S,2022-03-31T00:45:34.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,12,14,2022-03-31T00:45:35Z,420000,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,41.0,2.0,1.0,1.0,,,,,,,,,,
43,PT07M42.00S,2022-03-31T00:45:37.9Z,1,REGULAR,foul,offensive,[],1627749,,,1610612759,12,14,2022-03-31T00:46:58Z,430000,,,0,,D. Murray offensive FOUL (1 PF),"[1627749, 203500]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,202041.0,1.0,0.0,Adams,203500.0,,,,,
45,PT07M42.00S,2022-03-31T00:45:37.9Z,1,REGULAR,turnover,offensive foul,[],1627749,,,1610612759,12,14,2022-03-31T00:45:37Z,450000,,,0,,D. Murray offensive foul TURNOVER (1 TO),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,202041.0,,,,,1.0,,,,
46,PT07M27.00S,2022-03-31T00:46:15.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626145,67.23061760840999,32.84313725490196,1610612763,12,17,2022-03-31T00:46:55Z,460000,-86.0,256.0,1,right,T. Jones 26' 3PT  (5 PTS) (D. Bane 1 AST),"[1626145, 1630217]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,26.95,Made,5.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
48,PT07M26.00S,2022-03-31T00:46:21.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,12,17,2022-03-31T00:46:21Z,480000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M08.00S,2022-03-31T00:49:35.3Z,1,REGULAR,foul,technical,['1freethrow'],1628991,,,1610612759,12,17,2022-03-31T00:49:46Z,490000,,,0,,J. Jackson Jr. defensive-3-second technical FOUL (1 Tech),[1628991],1610612763.0,MEM,defensive-3-second,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,202007.0,1.0,1.0,,,,,,,
50,PT07M08.00S,2022-03-31T00:49:52.3Z,1,REGULAR,freethrow,1 of 1,[],1627749,,,1610612759,13,17,2022-03-31T00:49:52Z,500000,,,0,,D. Murray technical Free Throw 1 of 1 (7 PTS),[1627749],1610612759.0,SAS,technical,,,Murray,D. Murray,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
51,PT07M08.00S,2022-03-31T00:49:53.5Z,1,REGULAR,substitution,out,[],1628991,,,1610612759,13,17,2022-03-31T00:49:58Z,510000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M08.00S,2022-03-31T00:49:53.5Z,1,REGULAR,substitution,out,[],1630217,,,1610612759,13,17,2022-03-31T00:49:58Z,520000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M08.00S,2022-03-31T00:49:53.5Z,1,REGULAR,substitution,in,[],1629001,,,1610612759,13,17,2022-03-31T00:49:58Z,530000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M08.00S,2022-03-31T00:49:53.5Z,1,REGULAR,substitution,in,[],203937,,,1610612759,13,17,2022-03-31T00:49:58Z,540000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M05.00S,2022-03-31T00:50:11.1Z,1,REGULAR,turnover,bad pass,[],1630563,,,1610612759,13,17,2022-03-31T00:50:16Z,550000,,,0,,J. Primo bad pass TURNOVER (1 TO),"[1630563, 1626145]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,1.0,Jones,1626145.0,,
56,PT07M05.00S,2022-03-31T00:50:11.1Z,1,REGULAR,steal,,[],1626145,,,1610612763,13,17,2022-03-31T00:50:13Z,560000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M01.00S,2022-03-31T00:50:15.3Z,1,REGULAR,turnover,bad pass,[],203500,,,1610612763,13,17,2022-03-31T00:50:19Z,570000,,,0,,S. Adams bad pass TURNOVER (1 TO),"[203500, 1630563]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,1.0,Primo,1630563.0,,
58,PT07M01.00S,2022-03-31T00:50:15.3Z,1,REGULAR,steal,,[],1630563,,,1610612759,13,17,2022-03-31T00:50:17Z,580000,,,0,,J. Primo STEAL (1 STL),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2022-03-31T00:50:20.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,7.440867279894875,94.85294117647058,1610612759,13,17,2022-03-31T00:50:26Z,590000,-224.0,17.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,22.5,Missed,,,,,,,,,,,,,,,,,,
60,PT06M52.00S,2022-03-31T00:50:23.9Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,13,17,2022-03-31T00:50:26Z,600000,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,
61,PT06M44.00S,2022-03-31T00:50:31.4Z,1,REGULAR,3pt,Jump Shot,[],1629001,92.46057818659659,95.58823529411765,1610612763,13,17,2022-03-31T00:50:36Z,610000,228.0,18.0,1,right,MISS D. Melton 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,22.86,Missed,,,,,,,,,,,,,,,,,,
62,PT06M41.00S,2022-03-31T00:50:34.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,13,17,2022-03-31T00:50:36Z,620000,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,61.0,3.0,2.0,1.0,,,,,,,,,,
63,PT06M37.00S,2022-03-31T00:50:41.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,6.258212877792378,50.245098039215684,1610612759,15,17,2022-03-31T00:51:05Z,630000,-1.0,6.0,1,left,K. Johnson driving Layup (8 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,0.64,Made,8.0,,,,,,,,,,,,,,,,,
64,PT06M37.00S,2022-03-31T00:50:44.3Z,1,REGULAR,foul,personal,['1freethrow'],203500,,,1610612759,15,17,2022-03-31T00:50:54Z,640000,,,0,,S. Adams shooting personal FOUL (1 PF) (Johnson 1 FT),"[203500, 1629640]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,,,,,,,,,,,1198.0,1.0,0.0,Johnson,1629640.0,,,,,
66,PT06M37.00S,2022-03-31T00:51:07.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629640,,,1610612759,16,17,2022-03-31T00:51:07Z,660000,,,0,,K. Johnson Free Throw 1 of 1 (9 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
67,PT06M15.00S,2022-03-31T00:51:29.0Z,1,REGULAR,2pt,Jump Shot,[],1628415,79.58278580814718,34.068627450980394,1610612763,16,19,2022-03-31T00:51:34Z,670000,-80.0,139.0,1,right,D. Brooks 16' fadeaway Jump Shot (4 PTS),[1628415],1610612763.0,MEM,fadeaway,,,Brooks,D. Brooks,,,,,16.06,Made,4.0,,,,,,,,,,,,,,,,,
68,PT06M06.00S,2022-03-31T00:51:39.0Z,1,REGULAR,turnover,bad pass,[],1629640,,,1610612759,16,19,2022-03-31T00:51:42Z,680000,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1626145]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,1.0,Jones,1626145.0,,
69,PT06M06.00S,2022-03-31T00:51:39.0Z,1,REGULAR,steal,,[],1626145,,,1610612763,16,19,2022-03-31T00:51:41Z,690000,,,0,,T. Jones STEAL (2 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M48.00S,2022-03-31T00:51:56.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629001,83.26215505913272,48.77450980392157,1610612763,16,19,2022-03-31T00:52:00Z,700000,-6.0,105.0,1,right,MISS D. Melton 10' floating Shot,[1629001],1610612763.0,MEM,floating,,,Melton,D. Melton,,,,,10.5,Missed,,,,,,,,,,,,,,,,,,
71,PT05M45.00S,2022-03-31T00:51:59.5Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,16,19,2022-03-31T00:52:00Z,710000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,
72,PT05M40.00S,2022-03-31T00:52:05.1Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612759,16,19,2022-03-31T00:52:08Z,720000,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 203937]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,2.0,Anderson,203937.0,,
73,PT05M40.00S,2022-03-31T00:52:05.1Z,1,REGULAR,steal,,[],203937,,,1610612763,16,19,2022-03-31T00:52:07Z,730000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M34.00S,2022-03-31T00:52:10.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,76.5604467805519,86.51960784313727,1610612763,16,19,2022-03-31T00:53:28Z,740000,183.0,168.0,1,right,MISS D. Brooks 24' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,
75,PT05M33.00S,2022-03-31T00:52:11.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,16,19,2022-03-31T00:52:19Z,750000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,
76,PT05M33.00S,2022-03-31T00:52:18.5Z,1,REGULAR,foul,personal,[],1630563,,,1610612763,16,19,2022-03-31T00:52:29Z,760000,,,0,,J. Primo personal FOUL (1 PF),"[1630563, 203500]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,1198.0,1.0,0.0,Adams,203500.0,,,,,
78,PT05M33.00S,2022-03-31T00:52:27.2Z,1,REGULAR,substitution,out,[],1627749,,,1610612763,16,19,2022-03-31T00:52:35Z,780000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M33.00S,2022-03-31T00:52:27.2Z,1,REGULAR,substitution,out,[],1630563,,,1610612763,16,19,2022-03-31T00:52:35Z,790000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M33.00S,2022-03-31T00:52:27.2Z,1,REGULAR,substitution,in,[],1626196,,,1610612763,16,19,2022-03-31T00:52:35Z,800000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M33.00S,2022-03-31T00:52:27.2Z,1,REGULAR,substitution,in,[],1630200,,,1610612763,16,19,2022-03-31T00:52:35Z,810000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M24.00S,2022-03-31T00:52:43.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626145,80.76544021024968,34.80392156862745,1610612763,16,19,2022-03-31T00:52:58Z,820000,-76.0,128.0,1,right,MISS T. Jones 14' floating Shot,[1626145],1610612763.0,MEM,floating,,,Jones,T. Jones,,,,,14.91,Missed,,,,,,,,,,,,,,,,,,
83,PT05M11.00S,2022-03-31T00:52:56.0Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,16,19,2022-03-31T00:52:58Z,830000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,
84,PT05M02.00S,2022-03-31T00:53:08.8Z,1,REGULAR,foul,personal,[],1629001,,,1610612759,16,19,2022-03-31T00:53:15Z,840000,,,0,,D. Melton personal FOUL (1 PF),"[1629001, 1629640]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,1198.0,1.0,0.0,Johnson,1629640.0,,,,,
86,PT04M54.00S,2022-03-31T00:53:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.389618922470433,50.98039215686274,1610612759,18,19,2022-03-31T00:53:44Z,860000,-5.0,8.0,1,left,J. Poeltl cutting Layup (2 PTS) (K. Johnson 2 AST),"[1627751, 1629640]",1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,0.9,Made,2.0,K. Johnson,1629640.0,2.0,,,,,,,,,,,,,,
88,PT04M32.00S,2022-03-31T00:54:01.6Z,1,REGULAR,3pt,Jump Shot,[],1626145,73.80091984231275,15.931372549019606,1610612763,18,22,2022-03-31T00:54:07Z,880000,-170.0,194.0,1,right,T. Jones 25' 3PT  (8 PTS) (S. Adams 2 AST),"[1626145, 203500]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,25.8,Made,8.0,S. Adams,203500.0,2.0,,,,,,,,,,,,,,
90,PT04M16.00S,2022-03-31T00:54:18.5Z,1,REGULAR,3pt,Jump Shot,[],1626196,20.844283837056505,90.68627450980392,1610612759,18,22,2022-03-31T00:54:21Z,900000,-203.0,143.0,1,left,MISS J. Richardson 24' pullup 3PT,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,
91,PT04M13.00S,2022-03-31T00:54:21.5Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,18,22,2022-03-31T00:54:21Z,910000,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,90.0,2.0,2.0,0.0,,,,,,,,,,
