actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
26,PT10M29.00S,2021-10-27T00:42:20.5Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,1,2,2021-10-27T00:42:20Z,260000,,,0,,K. Johnson Free Throw 1 of 2 (1 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
27,PT10M29.00S,2021-10-27T00:42:38.9Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,2,2,2021-10-27T00:42:38Z,270000,,,0,,K. Johnson Free Throw 2 of 2 (2 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
28,PT10M18.00S,2021-10-27T00:42:51.2Z,1,REGULAR,3pt,Jump Shot,[],1628370,10.85742444152431,96.81372549019608,1610612747,2,2,2021-10-27T00:42:55Z,280000,-234.0,50.0,1,left,MISS M. Monk 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,
29,PT10M17.00S,2021-10-27T00:42:55.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,2,2,2021-10-27T00:42:55Z,290000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,
30,PT10M17.00S,2021-10-27T00:42:57.4Z,1,REGULAR,foul,personal,[],203926,,,1610612747,2,2,2021-10-27T00:43:13Z,300000,,,0,,D. McDermott loose ball personal FOUL (1 PF),"[203926, 201599]",1610612759.0,SAS,loose ball,,,McDermott,D. McDermott,,,,,,,,,,,,,,,200832.0,1.0,0.0,Jordan,201599.0,,,,,
32,PT10M11.00S,2021-10-27T00:43:12.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203076,23.866622864651774,39.21568627450981,1610612747,2,2,2021-10-27T00:43:19Z,320000,54.0,172.0,1,left,MISS A. Davis 18' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,18.01,Missed,,,,,,,,,,,,,,,,,,
33,PT10M09.00S,2021-10-27T00:43:14.0Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,2,2,2021-10-27T00:43:19Z,330000,,,0,,A. Davis REBOUND (Off:2 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,32.0,3.0,1.0,2.0,,,,,,,,,,,,,,
34,PT10M08.00S,2021-10-27T00:43:15.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fastbreak']",203076,10.463206307490145,51.470588235294116,1610612747,2,2,2021-10-27T00:43:42Z,340000,-7.0,46.0,1,left,MISS A. Davis Layup - blocked,"[203076, 1627751]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,4.65,Missed,,,,,,,,,,,,,,Poeltl,1627751.0,,,
35,PT10M08.00S,2021-10-27T00:43:15.3Z,1,REGULAR,block,,[],1627751,,,1610612747,2,2,2021-10-27T00:47:26Z,350000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
36,PT10M08.00S,2021-10-27T00:43:15.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,2,2,2021-10-27T00:43:42Z,360000,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,,
37,PT09M58.00S,2021-10-27T00:43:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,90.48948751642575,46.32352941176471,1610612759,4,2,2021-10-27T00:43:51Z,370000,-18.0,37.0,1,right,K. Johnson floating Jump Shot (4 PTS),[1629640],1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,4.12,Made,,,,,4.0,,,,,,,,,,,,,
38,PT09M52.00S,2021-10-27T00:43:30.5Z,1,REGULAR,3pt,Jump Shot,[],1628370,25.18068331143233,88.72549019607843,1610612747,4,5,2021-10-27T00:43:53Z,380000,-194.0,184.0,1,left,M. Monk 26' 3PT  (3 PTS) (R. Westbrook 1 AST),"[1628370, 201566]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,26.72,Made,,,,,3.0,R. Westbrook,201566.0,1.0,,,,,,,,,,
40,PT09M38.00S,2021-10-27T00:43:44.5Z,1,REGULAR,2pt,Jump Shot,[],1627749,78.9257555847569,50.73529411764706,1610612759,4,5,2021-10-27T00:43:57Z,400000,4.0,146.0,1,right,MISS D. Murray 14' Jump Shot,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,14.56,Missed,,,,,,,,,,,,,,,,,,
41,PT09M38.00S,2021-10-27T00:43:44.5Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,4,5,2021-10-27T00:43:57Z,410000,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,40.0,3.0,3.0,0.0,,,,,,,,,,,,,,
42,PT09M28.00S,2021-10-27T00:43:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,7.30946123521682,49.01960784313725,1610612747,4,7,2021-10-27T00:44:01Z,420000,5.0,16.0,1,left,A. Davis alley-oop Layup (2 PTS) (R. Westbrook 2 AST),"[203076, 201566]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,1.69,Made,,,,,2.0,R. Westbrook,201566.0,2.0,,,,,,,,,,
44,PT09M10.00S,2021-10-27T00:44:12.6Z,1,REGULAR,2pt,Jump Shot,[],1627749,93.38042049934296,32.59803921568628,1610612759,4,7,2021-10-27T00:44:17Z,440000,-87.0,10.0,1,right,MISS D. Murray 8' floating Shot,[1627749],1610612759.0,SAS,floating,,,Murray,D. Murray,,,,,8.75,Missed,,,,,,,,,,,,,,,,,,
45,PT09M07.00S,2021-10-27T00:44:15.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,4,7,2021-10-27T00:44:17Z,450000,,,0,,A. Davis REBOUND (Off:2 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,44.0,4.0,2.0,2.0,,,,,,,,,,,,,,
46,PT08M56.00S,2021-10-27T00:44:26.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,18.610381077529567,50.49019607843137,1610612747,4,9,2021-10-27T00:44:40Z,460000,-2.0,122.0,1,left,A. Davis 12' bank Jump Shot (4 PTS) (R. Westbrook 3 AST),"[203076, 201566]",1610612747.0,LAL,bank,,,Davis,A. Davis,,,,,12.24,Made,,,,,4.0,R. Westbrook,201566.0,3.0,,,,,,,,,,
48,PT08M45.00S,2021-10-27T00:44:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,85.62746386333771,47.30392156862745,1610612759,4,9,2021-10-27T00:44:44Z,480000,-13.0,83.0,1,right,MISS D. White 8' floating Shot - blocked,"[1628401, 201599]",1610612759.0,SAS,floating,,,White,D. White,,,,,8.37,Missed,,,,,,,,,,,,,,Jordan,201599.0,,,
49,PT08M45.00S,2021-10-27T00:44:37.5Z,1,REGULAR,block,,[],201599,,,1610612759,4,9,2021-10-27T00:44:40Z,490000,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M45.00S,2021-10-27T00:44:37.5Z,1,REGULAR,rebound,defensive,[],203145,,,1610612747,4,9,2021-10-27T00:44:44Z,500000,,,0,,K. Bazemore REBOUND (Off:0 Def:1),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT08M40.00S,2021-10-27T00:44:43.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201566,25.18068331143233,13.23529411764706,1610612747,4,9,2021-10-27T00:44:48Z,510000,184.0,184.0,1,left,MISS R. Westbrook 26' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
52,PT08M37.00S,2021-10-27T00:44:46.2Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,4,9,2021-10-27T00:44:48Z,520000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT08M23.00S,2021-10-27T00:45:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.32917214191852,40.931372549019606,1610612759,4,9,2021-10-27T00:45:10Z,530000,-45.0,20.0,1,right,MISS D. Murray Layup - blocked,"[1627749, 201599]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,4.94,Missed,,,,,,,,,,,,,,Jordan,201599.0,,,
54,PT08M23.00S,2021-10-27T00:45:00.2Z,1,REGULAR,block,,[],201599,,,1610612759,4,9,2021-10-27T00:45:02Z,540000,,,0,,D. Jordan BLOCK (2 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M16.00S,2021-10-27T00:45:07.2Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,4,9,2021-10-27T00:45:10Z,550000,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,53.0,1.0,0.0,1.0,,,,,,,,,,,,,,
56,PT08M16.00S,2021-10-27T00:45:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612759,6,9,2021-10-27T00:45:06Z,560000,0.0,0.0,1,right,J. Poeltl tip Layup (2 PTS),[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
57,PT08M04.00S,2021-10-27T00:45:19.1Z,1,REGULAR,2pt,Jump Shot,[],203076,7.440867279894875,71.32352941176471,1610612747,6,9,2021-10-27T00:45:36Z,570000,-107.0,17.0,1,left,MISS A. Davis 10' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,10.8,Missed,,,,,,,,,,,,,,,,,,
58,PT08M01.00S,2021-10-27T00:45:22.1Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,6,9,2021-10-27T00:45:23Z,580000,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,57.0,3.0,2.0,1.0,,,,,,,,,,,,,,
59,PT07M52.00S,2021-10-27T00:45:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.19776609724047,53.18627450980392,1610612759,6,9,2021-10-27T00:45:44Z,590000,16.0,21.0,1,right,MISS D. Murray driving finger roll Layup - blocked,"[1627749, 203145]",1610612759.0,SAS,driving finger roll,,,Murray,D. Murray,,,,,2.62,Missed,,,,,,,,,,,,,,Bazemore,203145.0,,,
60,PT07M52.00S,2021-10-27T00:45:30.9Z,1,REGULAR,block,,[],203145,,,1610612759,6,9,2021-10-27T00:45:34Z,600000,,,0,,K. Bazemore BLOCK (1 BLK),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M52.00S,2021-10-27T00:45:30.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,6,9,2021-10-27T00:45:44Z,610000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,
62,PT07M52.00S,2021-10-27T00:45:42.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,6,9,2021-10-27T00:46:00Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M42.00S,2021-10-27T00:46:00.2Z,1,REGULAR,2pt,Jump Shot,[],201566,9.017739816031538,81.12745098039215,1610612747,6,9,2021-10-27T00:50:40Z,630000,-156.0,32.0,1,left,MISS R. Westbrook 15' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,15.89,Missed,,,,,,,,,,,,,,,,,,
64,PT07M38.00S,2021-10-27T00:46:04.2Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,6,9,2021-10-27T00:46:07Z,640000,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,63.0,2.0,1.0,1.0,,,,,,,,,,,,,,
65,PT07M30.00S,2021-10-27T00:46:11.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,83.26215505913272,49.26470588235294,1610612759,8,9,2021-10-27T00:46:16Z,650000,-4.0,105.0,1,right,J. Poeltl 10' Jump Shot (4 PTS) (D. White 1 AST),"[1627751, 1628401]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,10.49,Made,,,,,4.0,D. White,1628401.0,1.0,,,,,,,,,,
67,PT07M10.00S,2021-10-27T00:46:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,5.995400788436268,56.61764705882353,1610612747,8,11,2021-10-27T00:46:35Z,670000,-33.0,4.0,1,left,A. Davis Layup (6 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,3.33,Made,,,,,6.0,,,,,,,,,,,,,
68,PT06M59.00S,2021-10-27T00:46:46.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,8,11,2021-10-27T00:46:46Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M59.00S,2021-10-27T00:46:51.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,8,11,2021-10-27T00:46:51Z,690000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M56.00S,2021-10-27T00:49:54.4Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612759,8,11,2021-10-27T00:50:00Z,700000,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 201566]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,1.0,Westbrook,201566.0
71,PT06M56.00S,2021-10-27T00:49:54.4Z,1,REGULAR,steal,,[],201566,,,1610612747,8,11,2021-10-27T00:49:56Z,710000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M52.00S,2021-10-27T00:49:58.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201599,7.966491458607096,42.64705882352941,1610612747,8,13,2021-10-27T00:51:35Z,720000,37.0,22.0,1,left,D. Jordan alley-oop DUNK (2 PTS) (R. Westbrook 4 AST),"[201599, 201566]",1610612747.0,LAL,alley-oop,,,Jordan,D. Jordan,,,,,4.31,Made,,,,,2.0,R. Westbrook,201566.0,4.0,,,,,,,,,,
74,PT06M39.00S,2021-10-27T00:50:11.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,87.59855453350855,46.568627450980394,1610612759,8,13,2021-10-27T00:50:21Z,740000,-17.0,64.0,1,right,MISS D. Murray 6' pullup Shot - blocked,"[1627749, 203076]",1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,6.64,Missed,,,,,,,,,,,,,,Davis,203076.0,,,
75,PT06M39.00S,2021-10-27T00:50:11.5Z,1,REGULAR,block,,[],203076,,,1610612759,8,13,2021-10-27T00:50:14Z,750000,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M39.00S,2021-10-27T00:50:11.5Z,1,REGULAR,rebound,offensive,[],1627749,,,1610612759,8,13,2021-10-27T00:50:21Z,760000,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,74.0,3.0,2.0,1.0,,,,,,,,,,,,,,
77,PT06M39.00S,2021-10-27T00:50:23.6Z,1,REGULAR,foul,personal,['2freethrow'],203145,,,1610612759,8,13,2021-10-27T00:53:12Z,770000,,,0,,K. Bazemore shooting personal FOUL (1 PF) (Murray 2 FT),"[203145, 1627749]",1610612747.0,LAL,shooting,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,101283.0,1.0,0.0,Murray,1627749.0,,,,,
79,PT06M39.00S,2021-10-27T00:50:42.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,8,13,2021-10-27T00:50:42Z,790000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M39.00S,2021-10-27T00:53:27.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627749,,,1610612759,9,13,2021-10-27T00:53:28Z,800000,,,0,,D. Murray Free Throw 1 of 2 (1 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
81,PT06M39.00S,2021-10-27T00:53:27.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627749,,,1610612759,9,13,2021-10-27T00:53:44Z,810000,,,0,,MISS D. Murray Free Throw 2 of 2,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Missed,,,,,,,,,,,,,,,,,,
82,PT06M36.00S,2021-10-27T00:53:30.9Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,9,13,2021-10-27T00:53:44Z,820000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT06M31.00S,2021-10-27T00:53:49.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203076,6.1268068331143235,53.18627450980392,1610612747,9,13,2021-10-27T00:53:56Z,830000,-16.0,5.0,1,left,MISS A. Davis alley-oop DUNK,[203076],1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,1.67,Missed,,,,,,,,,,,,,,,,,,
84,PT06M29.00S,2021-10-27T00:53:51.4Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,9,13,2021-10-27T00:53:56Z,840000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,
85,PT06M20.00S,2021-10-27T00:54:00.7Z,1,REGULAR,2pt,Jump Shot,[],1629640,78.40013140604468,50.245098039215684,1610612759,9,13,2021-10-27T00:54:05Z,850000,1.0,151.0,1,right,MISS K. Johnson 15' pullup Shot,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,15.05,Missed,,,,,,,,,,,,,,,,,,
86,PT06M16.00S,2021-10-27T00:54:04.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,9,13,2021-10-27T00:54:05Z,860000,,,0,,A. Davis REBOUND (Off:2 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,85.0,5.0,3.0,2.0,,,,,,,,,,,,,,
