actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-01-22T01:43:10.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-22T01:43:10Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-22T01:43:13.5Z,1,REGULAR,jumpball,recovered,[],202681,,,1610612751,0,0,2022-01-22T01:43:13Z,40000,,,0,,Jump Ball D. Sharpe vs. J. Poeltl: Tip to K. Irving,"[202681, 1630549, 1627751]",1610612751.0,BKN,startperiod,K. Irving,202681.0,Irving,K. Irving,Sharpe,1630549.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-01-22T01:43:25.4Z,1,REGULAR,3pt,Jump Shot,[],201988,18.74178712220762,92.8921568627451,1610612751,0,0,2022-01-22T01:43:31Z,70000,-214.0,124.0,1,left,MISS P. Mills 24' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.76,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2022-01-22T01:43:27.7Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,0,0,2022-01-22T01:43:27Z,80000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M37.00S,2022-01-22T01:43:43.4Z,1,REGULAR,foul,personal,[],1630549,,,1610612759,0,0,2022-01-22T01:43:51Z,90000,,,0,,D. Sharpe personal FOUL (1 PF),"[1630549, 1627751]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,1146.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,
11,PT11M26.00S,2022-01-22T01:44:01.7Z,1,REGULAR,3pt,Jump Shot,[],1629640,78.0059132720105,88.48039215686273,1610612759,0,0,2022-01-22T01:44:06Z,110000,192.0,154.0,1,right,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,24.66,Missed,,,,,,,,,,,,,,,,,,
12,PT11M24.00S,2022-01-22T01:44:03.7Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,0,0,2022-01-22T01:44:06Z,120000,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M18.00S,2022-01-22T01:44:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.652431011826544,51.225490196078425,1610612751,0,0,2022-01-22T01:44:17Z,130000,-6.0,10.0,1,left,MISS J. Harden driving finger roll Layup,[201935],1610612751.0,BKN,driving finger roll,,,Harden,J. Harden,,,,,1.17,Missed,,,,,,,,,,,,,,,,,,
14,PT11M14.00S,2022-01-22T01:44:14.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,0,0,2022-01-22T01:44:17Z,140000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M06.00S,2022-01-22T01:44:22.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,88.51839684625493,48.77450980392157,1610612759,0,0,2022-01-22T01:44:50Z,150000,-6.0,55.0,1,right,MISS D. White driving floating Shot,[1628401],1610612759.0,SAS,driving floating,,,White,D. White,,,,,5.57,Missed,,,,,,,,,,,,,,,,,,
16,PT11M03.00S,2022-01-22T01:44:25.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,0,0,2022-01-22T01:44:31Z,160000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT11M00.00S,2022-01-22T01:44:28.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201935,6.1268068331143235,51.9607843137255,1610612751,0,2,2022-01-22T01:45:17Z,170000,-10.0,5.0,1,left,J. Harden running Layup (2 PTS),[201935],1610612751.0,BKN,running,,,Harden,J. Harden,,,,,1.1,Made,,,,,,,,,,2.0,,,,,,,,
18,PT10M44.00S,2022-01-22T01:44:43.2Z,1,REGULAR,3pt,Jump Shot,[],1627749,77.61169513797634,9.313725490196079,1610612759,3,2,2022-01-22T01:44:47Z,180000,-203.0,158.0,1,right,D. Murray 25' 3PT  (3 PTS) (D. White 1 AST),"[1627749, 1628401]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,25.76,Made,,,,,,,,,,3.0,D. White,1628401.0,1.0,,,,,
20,PT10M28.00S,2022-01-22T01:44:59.3Z,1,REGULAR,2pt,Jump Shot,[],202681,19.267411300919843,17.892156862745097,1610612751,3,4,2022-01-22T01:45:05Z,200000,161.0,129.0,1,left,K. Irving 20' pullup Jump Shot (2 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,20.57,Made,,,,,,,,,,2.0,,,,,,,,
21,PT10M11.00S,2022-01-22T01:45:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203926,94.56307490144546,51.9607843137255,1610612759,3,4,2022-01-22T01:45:23Z,210000,10.0,-1.0,1,right,MISS D. McDermott cutting Layup,[203926],1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,0.99,Missed,,,,,,,,,,,,,,,,,,
22,PT10M09.00S,2022-01-22T01:45:18.7Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,3,4,2022-01-22T01:45:23Z,220000,,,0,,D. Sharpe REBOUND (Off:0 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,
23,PT09M59.00S,2022-01-22T01:45:28.4Z,1,REGULAR,3pt,Jump Shot,[],1630556,27.151773981603156,78.67647058823529,1610612751,3,4,2022-01-22T01:45:38Z,230000,-143.0,203.0,1,left,MISS K. Edwards 24' 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,
24,PT09M55.00S,2022-01-22T01:45:32.2Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,3,4,2022-01-22T01:45:32Z,240000,,,0,,D. Sharpe REBOUND (Off:1 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,23.0,3.0,2.0,1.0,,,,,,,,,,,,,,
25,PT09M49.00S,2022-01-22T01:45:39.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202681,5.601182654402102,18.38235294117647,1610612751,3,6,2022-01-22T01:45:43Z,250000,158.0,0.0,1,left,K. Irving 15' pullup Jump Shot (4 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,15.81,Made,,,,,,,,,,4.0,,,,,,,,
26,PT09M37.00S,2022-01-22T01:45:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,95.3515111695138,35.78431372549019,1610612759,3,6,2022-01-22T01:47:02Z,260000,-71.0,-9.0,1,right,MISS D. Murray 7' driving floating Shot,[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,7.16,Missed,,,,,,,,,,,,,,,,,,
27,PT09M36.00S,2022-01-22T01:45:51.1Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,3,6,2022-01-22T01:45:54Z,270000,,,0,,D. Sharpe REBOUND (Off:1 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,26.0,4.0,3.0,1.0,,,,,,,,,,,,,,
28,PT09M31.00S,2022-01-22T01:45:57.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,31.488173455978973,11.76470588235294,1610612751,3,9,2022-01-22T01:46:03Z,280000,191.0,243.0,1,left,K. Irving 30' 3PT pullup (7 PTS) (J. Harden 1 AST),"[202681, 201935]",1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,30.96,Made,,,,,,,,,,7.0,J. Harden,201935.0,1.0,,,,,
30,PT09M15.00S,2022-01-22T01:46:14.8Z,1,REGULAR,foul,personal,['2freethrow'],202681,,,1610612759,3,9,2022-01-22T01:46:27Z,300000,,,0,,K. Irving shooting personal FOUL (1 PF) (White 2 FT),"[202681, 1628401]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,1628487.0,1.0,0.0,White,1628401.0,,,,,,,,,
32,PT09M15.00S,2022-01-22T01:46:45.2Z,1,REGULAR,freethrow,1 of 2,[],1628401,,,1610612759,4,9,2022-01-22T01:46:45Z,320000,,,0,,D. White Free Throw 1 of 2 (1 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
33,PT09M15.00S,2022-01-22T01:47:04.7Z,1,REGULAR,freethrow,2 of 2,[],1628401,,,1610612759,5,9,2022-01-22T01:47:04Z,330000,,,0,,D. White Free Throw 2 of 2 (2 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
34,PT08M55.00S,2022-01-22T01:47:29.0Z,1,REGULAR,3pt,Jump Shot,[],1630556,5.338370565045992,97.30392156862744,1610612751,5,12,2022-01-22T01:47:34Z,340000,-237.0,-2.0,1,left,K. Edwards 3PT  (3 PTS) (J. Harden 2 AST),"[1630556, 201935]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,23.65,Made,,,,,,,,,,3.0,J. Harden,201935.0,2.0,,,,,
36,PT08M41.00S,2022-01-22T01:47:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,88.78120893561103,51.470588235294116,1610612759,5,12,2022-01-22T01:47:53Z,360000,7.0,53.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,5.35,Missed,,,,,,,,,,,,,,,,,,
37,PT08M39.00S,2022-01-22T01:47:45.0Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,5,12,2022-01-22T01:47:53Z,370000,,,0,,D. Sharpe REBOUND (Off:1 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,36.0,5.0,4.0,1.0,,,,,,,,,,,,,,
38,PT08M31.00S,2022-01-22T01:47:54.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,5.995400788436268,49.50980392156863,1610612751,5,14,2022-01-22T01:49:07Z,380000,2.0,4.0,1,left,D. Sharpe cutting DUNK (2 PTS) (J. Harden 3 AST),"[1630549, 201935]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,0.46,Made,,,,,,,,,,2.0,J. Harden,201935.0,3.0,,,,,
40,PT08M30.00S,2022-01-22T01:48:01.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,5,14,2022-01-22T01:48:01Z,400000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M13.00S,2022-01-22T01:51:16.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,5,14,2022-01-22T01:51:17Z,410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M02.00S,2022-01-22T01:51:34.9Z,1,REGULAR,3pt,Jump Shot,[],1629640,75.1149802890933,83.82352941176471,1610612759,5,14,2022-01-22T01:51:40Z,420000,169.0,181.0,1,right,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,
43,PT08M02.00S,2022-01-22T01:51:34.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,5,14,2022-01-22T01:51:40Z,430000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,
44,PT08M02.00S,2022-01-22T01:51:41.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,5,14,2022-01-22T01:51:41Z,440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M45.00S,2022-01-22T01:51:59.1Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612751,5,14,2022-01-22T01:52:06Z,450000,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1627749]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0,,
46,PT07M45.00S,2022-01-22T01:51:59.1Z,1,REGULAR,steal,,[],1627749,,,1610612759,5,14,2022-01-22T01:52:02Z,460000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
