actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
91,PT04M53.00S,2021-11-13T01:53:45.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,16,16,2021-11-13T01:53:53Z,900000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,90.0,4.0,4.0,0.0,,,,,,,,
92,PT04M51.00S,2021-11-13T01:53:48.1Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612742,16,16,2021-11-13T01:53:57Z,910000,,,0,,L. Doncic lost ball TURNOVER (1 TO),"[1629029, 201152]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,1.0,,,Young,201152.0
93,PT04M51.00S,2021-11-13T01:53:48.1Z,1,REGULAR,steal,,[],201152,,,1610612759,16,16,2021-11-13T01:53:50Z,920000,,,0,,T. Young STEAL (1 STL),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M46.00S,2021-11-13T01:53:52.8Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612759,16,16,2021-11-13T01:54:00Z,930000,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 203493]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,1.0,,,Bullock,203493.0
95,PT04M46.00S,2021-11-13T01:53:52.8Z,1,REGULAR,steal,,[],203493,,,1610612742,16,16,2021-11-13T01:53:55Z,940000,,,0,,R. Bullock STEAL (1 STL),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M33.00S,2021-11-13T01:54:05.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,24.917871222076215,13.23529411764706,1610612742,16,19,2021-11-13T01:54:11Z,950000,184.0,182.0,1,left,L. Doncic 25' 3PT pullup (10 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,,,,Made,10.0,25.85,,,,,,,,,,,,
97,PT04M14.00S,2021-11-13T01:54:24.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,91.5407358738502,44.85294117647059,1610612759,16,19,2021-11-13T01:54:33Z,960000,-26.0,27.0,1,right,MISS L. Walker IV driving floating Shot,[1629022],1610612759.0,SAS,driving floating,,,Walker IV,L. Walker IV,,,,,,,,,,Missed,,3.73,,,,,,,,,,,,
98,PT04M12.00S,2021-11-13T01:54:26.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,16,19,2021-11-13T01:54:33Z,970000,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,97.0,5.0,5.0,0.0,,,,,,,,
99,PT04M08.00S,2021-11-13T01:54:31.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627827,5.995400788436268,47.30392156862745,1610612742,16,21,2021-11-13T01:54:38Z,980000,13.0,4.0,1,left,D. Finney-Smith cutting DUNK (2 PTS) (L. Doncic 3 AST),"[1627827, 1629029]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Made,2.0,1.41,,,,,L. Doncic,1629029.0,3.0,,,,,
101,PT03M56.00S,2021-11-13T01:54:42.5Z,1,REGULAR,3pt,Jump Shot,[],1629022,93.51182654402102,96.56862745098039,1610612759,16,21,2021-11-13T01:54:47Z,1000000,233.0,8.0,1,right,MISS L. Walker IV 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,Missed,,23.3,,,,,,,,,,,,
102,PT03M53.00S,2021-11-13T01:54:45.5Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,16,21,2021-11-13T01:54:47Z,1010000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,101.0,3.0,3.0,0.0,,,,,,,,
103,PT03M53.00S,2021-11-13T01:54:50.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,16,21,2021-11-13T01:54:50Z,1020000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M53.00S,2021-11-13T01:57:34.9Z,1,REGULAR,substitution,out,[],1629640,,,1610612742,16,21,2021-11-13T01:57:44Z,1030000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M53.00S,2021-11-13T01:57:34.9Z,1,REGULAR,substitution,out,[],1629029,,,1610612742,16,21,2021-11-13T01:57:44Z,1040000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M53.00S,2021-11-13T01:57:34.9Z,1,REGULAR,substitution,in,[],1627854,,,1610612742,16,21,2021-11-13T01:57:44Z,1050000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M53.00S,2021-11-13T01:57:34.9Z,1,REGULAR,substitution,in,[],1628373,,,1610612742,16,21,2021-11-13T01:57:44Z,1060000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M34.00S,2021-11-13T01:58:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203493,5.863994743758213,51.9607843137255,1610612742,16,21,2021-11-13T01:58:07Z,1070000,-10.0,3.0,1,left,MISS R. Bullock driving Layup,[203493],1610612742.0,DAL,driving,,,Bullock,R. Bullock,,,,,,,,,,Missed,,1.01,,,,,,,,,,,,
109,PT03M31.00S,2021-11-13T01:58:04.0Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,16,21,2021-11-13T01:58:07Z,1080000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,
110,PT03M21.00S,2021-11-13T01:58:13.3Z,1,REGULAR,3pt,Jump Shot,[],1629022,66.3107752956636,36.51960784313725,1610612759,16,21,2021-11-13T01:58:18Z,1090000,-67.0,264.0,1,right,MISS L. Walker IV 27' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,Missed,,27.27,,,,,,,,,,,,
111,PT03M18.00S,2021-11-13T01:58:16.3Z,1,REGULAR,rebound,defensive,[],1626161,,,1610612742,16,21,2021-11-13T01:58:18Z,1100000,,,0,,W. Cauley-Stein REBOUND (Off:0 Def:1),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,
112,PT03M13.00S,2021-11-13T01:58:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.389618922470433,55.392156862745104,1610612742,16,21,2021-11-13T01:58:31Z,1110000,-27.0,8.0,1,left,MISS J. Brunson driving Layup - blocked,"[1628973, 1630170]",1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,,,,,,Missed,,2.8,,,,,,,,,Vassell,1630170.0,,
113,PT03M13.00S,2021-11-13T01:58:24.0Z,1,REGULAR,block,,[],1630170,,,1610612742,16,21,2021-11-13T01:58:27Z,1120000,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M13.00S,2021-11-13T01:58:24.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,16,21,2021-11-13T01:58:31Z,1130000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,
115,PT03M13.00S,2021-11-13T01:58:30.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,16,21,2021-11-13T01:58:30Z,1140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M13.00S,2021-11-13T01:58:30.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,16,21,2021-11-13T01:58:41Z,1150000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M13.00S,2021-11-13T01:58:30.9Z,1,REGULAR,substitution,in,[],1628425,,,1610612742,16,21,2021-11-13T01:58:41Z,1160000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M10.00S,2021-11-13T01:58:44.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203493,27.94021024967148,20.34313725490196,1610612742,16,24,2021-11-13T01:58:49Z,1170000,148.0,210.0,1,left,R. Bullock 25' 3PT  (3 PTS) (J. Brunson 1 AST),"[203493, 1628973]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Made,3.0,25.72,,,,,J. Brunson,1628973.0,1.0,,,,,
120,PT02M53.00S,2021-11-13T01:59:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201152,91.93495400788436,50.98039215686274,1610612759,18,24,2021-11-13T01:59:14Z,1190000,5.0,23.0,1,right,T. Young cutting Layup (2 PTS) (B. Forbes 1 AST),"[201152, 1627854]",1610612759.0,SAS,cutting,,,Young,T. Young,,,,,,,,,,Made,2.0,2.38,,,,,B. Forbes,1627854.0,1.0,,,,,
122,PT02M43.00S,2021-11-13T01:59:10.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203493,24.78646517739816,11.76470588235294,1610612742,18,24,2021-11-13T01:59:17Z,1210000,191.0,180.0,1,left,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,26.29,,,,,,,,,,,,
123,PT02M43.00S,2021-11-13T01:59:10.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,18,24,2021-11-13T01:59:17Z,1220000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,122.0,2.0,2.0,0.0,,,,,,,,
124,PT02M31.00S,2021-11-13T01:59:23.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627854,92.32917214191852,53.18627450980392,1610612759,18,24,2021-11-13T01:59:33Z,1230000,16.0,20.0,1,right,MISS B. Forbes driving finger roll Layup,[1627854],1610612759.0,SAS,driving finger roll,,,Forbes,B. Forbes,,,,,,,,,,Missed,,2.52,,,,,,,,,,,,
125,PT02M29.00S,2021-11-13T01:59:25.5Z,1,REGULAR,rebound,defensive,[],1628425,,,1610612742,18,24,2021-11-13T01:59:33Z,1240000,,,0,,S. Brown REBOUND (Off:0 Def:1),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,
126,PT02M23.00S,2021-11-13T01:59:32.1Z,1,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612742,18,24,2021-11-13T02:00:01Z,1250000,,,0,,D. Vassell shooting personal FOUL (1 PF) (Brunson 2 FT),"[1630170, 1628973]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,1155.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
128,PT02M23.00S,2021-11-13T02:00:02.2Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,18,25,2021-11-13T02:00:02Z,1270000,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
129,PT02M23.00S,2021-11-13T02:00:05.3Z,1,REGULAR,substitution,out,[],1627749,,,1610612742,18,25,2021-11-13T02:00:07Z,1280000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M23.00S,2021-11-13T02:00:05.3Z,1,REGULAR,substitution,in,[],1628401,,,1610612742,18,25,2021-11-13T02:00:07Z,1290000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M23.00S,2021-11-13T02:00:24.7Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,18,26,2021-11-13T02:00:24Z,1300000,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
132,PT02M10.00S,2021-11-13T02:00:38.2Z,1,REGULAR,turnover,lost ball,[],1627854,,,1610612759,18,26,2021-11-13T02:00:46Z,1310000,,,0,,B. Forbes lost ball TURNOVER (1 TO),"[1627854, 1628425]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,1.0,,,Brown,1628425.0
133,PT02M10.00S,2021-11-13T02:00:38.2Z,1,REGULAR,steal,,[],1628425,,,1610612742,18,26,2021-11-13T02:00:40Z,1320000,,,0,,S. Brown STEAL (1 STL),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M05.00S,2021-11-13T02:00:43.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628425,7.046649145860711,53.18627450980392,1610612742,18,26,2021-11-13T02:00:52Z,1330000,-16.0,14.0,1,left,MISS S. Brown driving Layup,[1628425],1610612742.0,DAL,driving,,,Brown,S. Brown,,,,,,,,,,Missed,,2.1,,,,,,,,,,,,
136,PT02M02.00S,2021-11-13T02:00:46.9Z,1,REGULAR,rebound,defensive,[],1627854,,,1610612759,18,26,2021-11-13T02:00:52Z,1350000,,,0,,B. Forbes REBOUND (Off:0 Def:1),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,
137,PT02M02.00S,2021-11-13T02:00:51.4Z,1,REGULAR,turnover,out-of-bounds,[],1627854,,,1610612759,18,26,2021-11-13T02:01:16Z,1360000,,,0,,B. Forbes bad pass out-of-bounds TURNOVER (2 TO),[1627854],1610612759.0,SAS,bad pass,,,Forbes,B. Forbes,,,,,1179.0,,,,,,,,,,,,,,,2.0,,,,
140,PT01M42.00S,2021-11-13T02:01:29.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203493,7.046649145860711,51.9607843137255,1610612742,18,26,2021-11-13T02:01:40Z,1390000,-10.0,14.0,1,left,MISS R. Bullock driving Layup,[203493],1610612742.0,DAL,driving,,,Bullock,R. Bullock,,,,,,,,,,Missed,,1.68,,,,,,,,,,,,
141,PT01M37.00S,2021-11-13T02:01:34.4Z,1,REGULAR,rebound,offensive,[],203493,,,1610612742,18,26,2021-11-13T02:01:40Z,1400000,,,0,,R. Bullock REBOUND (Off:1 Def:0),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,140.0,1.0,0.0,1.0,,,,,,,,
142,PT01M36.00S,2021-11-13T02:01:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203493,5.995400788436268,46.32352941176471,1610612742,18,28,2021-11-13T02:01:48Z,1410000,18.0,4.0,1,left,R. Bullock Layup (5 PTS),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Made,5.0,1.88,,,,,,,,,,,,
143,PT01M26.00S,2021-11-13T02:01:47.9Z,1,REGULAR,foul,personal,['2freethrow'],1628373,,,1610612759,18,28,2021-11-13T02:02:03Z,1420000,,,0,,F. Ntilikina shooting personal FOUL (1 PF) (Vassell 2 FT),"[1628373, 1630170]",1610612742.0,DAL,shooting,,,Ntilikina,F. Ntilikina,,,,,1155.0,1.0,0.0,Vassell,1630170.0,,,,,,,,,,,,,,,
145,PT01M26.00S,2021-11-13T02:02:16.9Z,1,REGULAR,substitution,out,[],201152,,,1610612759,18,28,2021-11-13T02:02:26Z,1440000,,,0,,SUB out: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M26.00S,2021-11-13T02:02:16.9Z,1,REGULAR,substitution,out,[],203493,,,1610612759,18,28,2021-11-13T02:02:26Z,1450000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M26.00S,2021-11-13T02:02:16.9Z,1,REGULAR,substitution,out,[],1626161,,,1610612759,18,28,2021-11-13T02:02:26Z,1460000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M26.00S,2021-11-13T02:02:16.9Z,1,REGULAR,substitution,in,[],1629234,,,1610612759,18,28,2021-11-13T02:02:26Z,1470000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M26.00S,2021-11-13T02:02:16.9Z,1,REGULAR,substitution,in,[],204001,,,1610612759,18,28,2021-11-13T02:02:26Z,1480000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M26.00S,2021-11-13T02:02:16.9Z,1,REGULAR,substitution,in,[],203501,,,1610612759,18,28,2021-11-13T02:02:26Z,1490000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M26.00S,2021-11-13T02:02:46.3Z,1,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,19,28,2021-11-13T02:02:46Z,1500000,,,0,,D. Vassell Free Throw 1 of 2 (1 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
152,PT01M26.00S,2021-11-13T02:02:49.2Z,1,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,20,28,2021-11-13T02:02:49Z,1510000,,,0,,D. Vassell Free Throw 2 of 2 (2 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
153,PT01M05.00S,2021-11-13T02:03:07.4Z,1,REGULAR,3pt,Jump Shot,[],1628373,30.042706964520367,22.794117647058822,1610612742,20,31,2021-11-13T02:03:14Z,1520000,136.0,230.0,1,left,F. Ntilikina 26' 3PT  (3 PTS) (J. Brunson 2 AST),"[1628373, 1628973]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,Made,3.0,26.71,,,,,J. Brunson,1628973.0,2.0,,,,,
155,PT00M52.70S,2021-11-13T02:03:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,91.67214191852825,54.166666666666664,1610612759,20,31,2021-11-13T02:03:27Z,1540000,21.0,26.0,1,right,MISS L. Walker IV driving Layup,[1629022],1610612759.0,SAS,driving,,,Walker IV,L. Walker IV,,,,,,,,,,Missed,,3.31,,,,,,,,,,,,
156,PT00M50.90S,2021-11-13T02:03:22.0Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,20,31,2021-11-13T02:03:27Z,1550000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,
157,PT00M47.30S,2021-11-13T02:03:25.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628373,7.835085413929041,51.9607843137255,1610612742,20,31,2021-11-13T02:05:20Z,1560000,-10.0,21.0,1,left,MISS F. Ntilikina running Layup,[1628373],1610612742.0,DAL,running,,,Ntilikina,F. Ntilikina,,,,,,,,,,Missed,,2.33,,,,,,,,,,,,
158,PT00M47.30S,2021-11-13T02:03:25.8Z,1,REGULAR,rebound,defensive,[],1627854,,,1610612759,20,31,2021-11-13T02:03:32Z,1570000,,,0,,B. Forbes REBOUND (Off:0 Def:2),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,157.0,2.0,2.0,0.0,,,,,,,,
159,PT00M36.50S,2021-11-13T02:03:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,93.38042049934296,51.9607843137255,1610612759,20,31,2021-11-13T02:06:14Z,1580000,10.0,10.0,1,right,MISS D. White running Layup,[1628401],1610612759.0,SAS,running,,,White,D. White,,,,,,,,,,Missed,,1.38,,,,,,,,,,,,
160,PT00M33.50S,2021-11-13T02:03:39.6Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,20,31,2021-11-13T02:03:42Z,1590000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,
161,PT00M28.80S,2021-11-13T02:03:44.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628425,30.436925098554536,72.54901960784314,1610612742,20,31,2021-11-13T02:03:49Z,1600000,-113.0,234.0,1,left,MISS S. Brown 25' pullup 3PT,[1628425],1610612742.0,DAL,pullup,,,Brown,S. Brown,,,,,,,,,,Missed,,25.94,,,,,,,,,,,,
162,PT00M25.70S,2021-11-13T02:03:47.2Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612759,20,31,2021-11-13T02:03:49Z,1610000,,,0,,D. Eubanks REBOUND (Off:1 Def:4),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,161.0,5.0,4.0,1.0,,,,,,,,
163,PT00M05.50S,2021-11-13T02:04:08.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629234,83.26215505913272,54.166666666666664,1610612759,22,31,2021-11-13T02:04:13Z,1620000,21.0,105.0,1,right,D. Eubanks 10' Jump Shot (2 PTS) (D. White 2 AST),"[1629234, 1628401]",1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,Made,2.0,10.68,,,,,D. White,1628401.0,2.0,,,,,
165,PT00M00.00S,2021-11-13T02:04:17.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,23.73521681997372,89.95098039215686,1610612742,22,31,2021-11-13T02:04:30Z,1640000,-200.0,171.0,1,left,MISS J. Brunson 26' fadeaway 3PT,[1628973],1610612742.0,DAL,fadeaway,,,Brunson,J. Brunson,,,,,,,,,,Missed,,26.27,,,,,,,,,,,,
166,PT00M00.00S,2021-11-13T02:04:17.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,22,31,2021-11-13T02:04:30Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,
167,PT00M00.00S,2021-11-13T02:04:22.9Z,1,REGULAR,period,end,[],0,,,1610612742,22,31,2021-11-13T02:04:23Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-13T02:06:38.0Z,2,REGULAR,substitution,out,['startperiod'],1629022,,,1610612742,22,31,2021-11-13T02:06:49Z,1670000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-13T02:06:38.0Z,2,REGULAR,substitution,in,['startperiod'],1629640,,,1610612742,22,31,2021-11-13T02:06:49Z,1680000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-13T02:07:00.5Z,2,REGULAR,period,start,[],0,,,1610612759,22,31,2021-11-13T02:07:00Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M41.00S,2021-11-13T02:07:18.3Z,2,REGULAR,2pt,Jump Shot,[],1630170,78.79434954007884,33.088235294117645,1610612759,24,31,2021-11-13T02:07:26Z,1700000,-85.0,147.0,1,right,D. Vassell 16' pullup Jump Shot (4 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,,,,,,Made,4.0,16.94,,,,,,,,,,,,
172,PT11M20.00S,2021-11-13T02:07:40.0Z,2,REGULAR,2pt,Jump Shot,[],203501,10.5946123521682,74.50980392156863,1610612742,24,33,2021-11-13T02:07:49Z,1710000,-123.0,47.0,1,left,T. Hardaway Jr. 13' step back Jump Shot (5 PTS),[203501],1610612742.0,DAL,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,5.0,13.12,,,,,,,,,,,,
173,PT11M05.00S,2021-11-13T02:07:54.2Z,2,REGULAR,turnover,bad pass,[],1627854,,,1610612759,24,33,2021-11-13T02:08:00Z,1720000,,,0,,B. Forbes bad pass TURNOVER (3 TO),"[1627854, 1628425]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,3.0,,,Brown,1628425.0
174,PT11M05.00S,2021-11-13T02:07:54.2Z,2,REGULAR,steal,,[],1628425,,,1610612742,24,33,2021-11-13T02:07:56Z,1730000,,,0,,S. Brown STEAL (2 STL),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M59.00S,2021-11-13T02:08:00.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203501,5.863994743758213,44.6078431372549,1610612742,24,33,2021-11-13T02:08:14Z,1740000,27.0,3.0,1,left,MISS T. Hardaway Jr. driving reverse Layup,[203501],1610612742.0,DAL,driving reverse,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Missed,,2.71,,,,,,,,,,,,
176,PT10M56.00S,2021-11-13T02:08:03.6Z,2,REGULAR,rebound,defensive,[],1627854,,,1610612759,24,33,2021-11-13T02:08:07Z,1750000,,,0,,B. Forbes REBOUND (Off:0 Def:3),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,175.0,3.0,3.0,0.0,,,,,,,,
177,PT10M51.00S,2021-11-13T02:08:08.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,75.1149802890933,86.76470588235294,1610612759,24,33,2021-11-13T02:08:18Z,1760000,184.0,181.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,Missed,,25.82,,,,,,,,,,,,
