actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
272,PT04M33.00S,2021-12-28T02:27:48.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.258212877792378,54.166666666666664,1610612759,35,45,2021-12-28T02:28:22Z,2630000,-21.0,6.0,1,left,MISS K. Johnson driving finger roll Layup,[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,,,,,,,,,Missed,,,2.17,,,,,,,,
273,PT04M31.00S,2021-12-28T02:27:50.2Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612762,35,45,2021-12-28T02:32:03Z,2640000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,272.0,,,2.0,2.0,0.0,,,,,
274,PT04M29.00S,2021-12-28T02:27:52.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202711,74.72076215505913,10.53921568627451,1610612762,35,48,2021-12-28T02:28:11Z,2650000,-197.0,185.0,1,right,B. Bogdanovic 27' 3PT pullup (9 PTS) (J. Clarkson 3 AST),"[202711, 203903]",1610612762.0,UTA,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Made,,9.0,27.05,,,,J. Clarkson,203903.0,3.0,,
276,PT04M28.00S,2021-12-28T02:28:04.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,35,48,2021-12-28T02:28:04Z,2670000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M28.00S,2021-12-28T02:28:50.7Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,35,48,2021-12-28T02:30:14Z,2675000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M28.00S,2021-12-28T02:28:50.7Z,2,REGULAR,substitution,in,[],1628401,,,1610612759,35,48,2021-12-28T02:30:14Z,2677500,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M06.00S,2021-12-28T02:29:37.4Z,2,REGULAR,turnover,bad pass,[],1629111,,,1610612759,35,48,2021-12-28T02:34:10Z,2680000,,,0,,J. Landale bad pass TURNOVER (1 TO),"[1629111, 1626220]",1610612759.0,SAS,,,,Landale,J. Landale,,,,,1.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,
278,PT04M06.00S,2021-12-28T02:29:37.4Z,2,REGULAR,steal,,[],1626220,,,1610612762,35,48,2021-12-28T02:29:42Z,2690000,,,0,,R. O'Neale STEAL (2 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M01.00S,2021-12-28T02:29:43.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626220,92.19776609724047,51.470588235294116,1610612762,35,50,2021-12-28T02:34:21Z,2700000,7.0,21.0,1,right,R. O'Neale running DUNK (2 PTS),[1626220],1610612762.0,UTA,running,,,O'Neale,R. O'Neale,,,,,,,,,,,,,Made,,2.0,2.21,,,,,,,,
280,PT03M48.00S,2021-12-28T02:29:58.0Z,2,REGULAR,foul,personal,[],1630235,,,1610612759,35,50,2021-12-28T02:30:18Z,2710000,,,0,,T. Forrest personal FOUL (1 PF),"[1630235, 1628401]",1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,2882.0,1.0,0.0,White,1628401.0,,,,,,,,,,,,
284,PT03M43.00S,2021-12-28T02:30:17.6Z,2,REGULAR,3pt,Jump Shot,[],1629111,33.459264126149804,29.901960784313726,1610612759,35,50,2021-12-28T02:30:24Z,2730000,100.0,262.0,1,left,MISS J. Landale 28' 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,Missed,,,28.06,,,,,,,,
285,PT03M38.00S,2021-12-28T02:30:22.6Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,35,50,2021-12-28T02:30:24Z,2740000,,,0,,J. Clarkson REBOUND (Off:0 Def:5),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,284.0,,,5.0,5.0,0.0,,,,,
286,PT03M27.00S,2021-12-28T02:30:32.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,84.70762155059133,40.68627450980392,1610612762,35,50,2021-12-28T02:30:39Z,2750000,-47.0,91.0,1,right,MISS R. O'Neale 10' driving floating Shot,[1626220],1610612762.0,UTA,driving floating,,,O'Neale,R. O'Neale,,,,,,,,,,,,,Missed,,,10.24,,,,,,,,
287,PT03M26.00S,2021-12-28T02:30:38.4Z,2,REGULAR,rebound,offensive,[],1626220,,,1610612762,35,50,2021-12-28T02:30:38Z,2760000,,,0,,R. O'Neale REBOUND (Off:1 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,286.0,,,3.0,2.0,1.0,,,,,
288,PT03M26.00S,2021-12-28T02:30:40.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,35,50,2021-12-28T02:30:40Z,2770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M23.00S,2021-12-28T02:30:49.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202711,75.24638633377135,12.009803921568627,1610612762,35,50,2021-12-28T02:30:53Z,2780000,-190.0,180.0,1,right,MISS B. Bogdanovic 26' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Missed,,,26.19,,,,,,,,
290,PT03M20.00S,2021-12-28T02:30:52.1Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,35,50,2021-12-28T02:30:53Z,2790000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,289.0,,,2.0,2.0,0.0,,,,,
291,PT03M08.00S,2021-12-28T02:31:04.0Z,2,REGULAR,3pt,Jump Shot,[],1629022,10.5946123521682,3.1862745098039214,1610612759,35,50,2021-12-28T02:31:08Z,2800000,234.0,47.0,1,left,MISS L. Walker IV 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,Missed,,,23.88,,,,,,,,
292,PT03M04.00S,2021-12-28T02:31:08.0Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612762,35,50,2021-12-28T02:31:08Z,2810000,,,0,,R. O'Neale REBOUND (Off:1 Def:3),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,291.0,,,4.0,3.0,1.0,,,,,
293,PT02M53.00S,2021-12-28T02:31:19.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,91.40932982917214,45.09803921568628,1610612762,35,50,2021-12-28T02:31:24Z,2820000,-25.0,28.0,1,right,MISS J. Clarkson driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,,,,,,,,,Missed,,,3.74,,,,,,,,
294,PT02M50.00S,2021-12-28T02:31:22.1Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,35,50,2021-12-28T02:31:24Z,2830000,,,0,,K. Johnson REBOUND (Off:0 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,293.0,,,4.0,4.0,0.0,,,,,
295,PT02M49.00S,2021-12-28T02:31:25.1Z,2,REGULAR,foul,personal,[],1626220,,,1610612759,35,50,2021-12-28T02:31:36Z,2840000,,,0,,R. O'Neale take personal FOUL (2 PF),"[1626220, 1629640]",1610612762.0,UTA,take,,,O'Neale,R. O'Neale,,,,,,,,2882.0,2.0,0.0,Johnson,1629640.0,,,,,,,,,,,,
297,PT02M49.00S,2021-12-28T02:31:33.2Z,2,REGULAR,substitution,out,[],1629022,,,1610612759,35,50,2021-12-28T02:31:56Z,2860000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M49.00S,2021-12-28T02:31:33.2Z,2,REGULAR,substitution,out,[],203903,,,1610612759,35,50,2021-12-28T02:31:56Z,2870000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M49.00S,2021-12-28T02:31:33.2Z,2,REGULAR,substitution,out,[],202355,,,1610612759,35,50,2021-12-28T02:31:56Z,2880000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M49.00S,2021-12-28T02:31:33.2Z,2,REGULAR,substitution,out,[],1630235,,,1610612759,35,50,2021-12-28T02:31:56Z,2890000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M49.00S,2021-12-28T02:31:33.2Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,35,50,2021-12-28T02:31:56Z,2900000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M49.00S,2021-12-28T02:31:33.2Z,2,REGULAR,substitution,in,[],201144,,,1610612759,35,50,2021-12-28T02:31:56Z,2910000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M49.00S,2021-12-28T02:31:33.2Z,2,REGULAR,substitution,in,[],204060,,,1610612759,35,50,2021-12-28T02:31:56Z,2920000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M49.00S,2021-12-28T02:31:33.2Z,2,REGULAR,substitution,in,[],203497,,,1610612759,35,50,2021-12-28T02:31:56Z,2930000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M42.00S,2021-12-28T02:32:01.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,13.748357424441524,64.2156862745098,1610612759,35,50,2021-12-28T02:37:20Z,2940000,-71.0,77.0,1,left,MISS D. White 10' driving floating Shot,[1628401],1610612759.0,SAS,driving floating,,,White,D. White,,,,,,,,,,,,,Missed,,,10.46,,,,,,,,
306,PT02M35.00S,2021-12-28T02:32:08.3Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,35,50,2021-12-28T02:32:09Z,2950000,,,0,,M. Conley REBOUND (Off:0 Def:3),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,305.0,,,3.0,3.0,0.0,,,,,
307,PT02M33.00S,2021-12-28T02:32:10.1Z,2,REGULAR,3pt,Jump Shot,[],1626220,67.23061760840999,26.225490196078432,1610612762,35,50,2021-12-28T02:32:26Z,2960000,-119.0,256.0,1,right,MISS R. O'Neale 28' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,Missed,,,28.18,,,,,,,,
308,PT02M33.00S,2021-12-28T02:32:21.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,35,50,2021-12-28T02:32:21Z,2970000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,
309,PT02M33.00S,2021-12-28T02:32:23.0Z,2,REGULAR,foul,personal,[],203926,,,1610612762,35,50,2021-12-28T02:32:54Z,2980000,,,0,,D. McDermott personal FOUL (3 PF),"[203926, 203497]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,202026.0,3.0,0.0,Gobert,203497.0,,,,,,,,,,,,
311,PT02M33.00S,2021-12-28T02:32:36.7Z,2,REGULAR,substitution,out,[],203926,,,1610612762,35,50,2021-12-28T02:32:56Z,3000000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M33.00S,2021-12-28T02:32:36.7Z,2,REGULAR,substitution,out,[],204060,,,1610612762,35,50,2021-12-28T02:32:56Z,3010000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M33.00S,2021-12-28T02:32:36.7Z,2,REGULAR,substitution,in,[],1630563,,,1610612762,35,50,2021-12-28T02:32:56Z,3020000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M33.00S,2021-12-28T02:32:36.7Z,2,REGULAR,substitution,in,[],200752,,,1610612762,35,50,2021-12-28T02:32:56Z,3030000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M29.00S,2021-12-28T02:33:04.8Z,2,REGULAR,turnover,traveling,[],201144,,,1610612762,35,50,2021-12-28T02:33:09Z,3040000,,,0,,M. Conley traveling TURNOVER (1 TO),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,1.0,,,202026.0,,,,,,,,,,,,,,,,
316,PT02M11.00S,2021-12-28T02:33:34.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629111,11.777266754270697,46.32352941176471,1610612759,35,50,2021-12-28T02:33:40Z,3050000,18.0,58.0,1,left,MISS J. Landale 6' turnaround Hook,[1629111],1610612759.0,SAS,turnaround,,,Landale,J. Landale,,,,,,,,,,,,,Missed,,,6.1,,,,,,,,
317,PT02M09.00S,2021-12-28T02:33:36.2Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,35,50,2021-12-28T02:33:40Z,3060000,,,0,,R. Gobert REBOUND (Off:0 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,316.0,,,7.0,7.0,0.0,,,,,
318,PT02M01.00S,2021-12-28T02:33:45.0Z,2,REGULAR,3pt,Jump Shot,[],202711,66.96780551905388,58.57843137254902,1610612762,35,50,2021-12-28T02:34:01Z,3070000,43.0,258.0,1,right,MISS B. Bogdanovic 26' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Missed,,,26.15,,,,,,,,
319,PT01M58.00S,2021-12-28T02:33:48.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,35,50,2021-12-28T02:34:01Z,3080000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,318.0,,,,,,,,,,
320,PT01M58.00S,2021-12-28T02:34:01.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612759,35,50,2021-12-28T02:40:18Z,3090000,,,0,,R. Gobert loose ball personal FOUL (3 PF) (Johnson 2 FT),"[203497, 1629640]",1610612762.0,UTA,loose ball,,,Gobert,R. Gobert,,,,,,,,202026.0,3.0,0.0,Johnson,1629640.0,,,,,,,,,,,,
322,PT01M58.00S,2021-12-28T02:34:24.7Z,2,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,36,50,2021-12-28T02:34:24Z,3110000,,,0,,K. Johnson Free Throw 1 of 2 (5 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,Made,,5.0,,,,,,,,,
323,PT01M58.00S,2021-12-28T02:34:26.7Z,2,REGULAR,substitution,out,[],1629111,,,1610612759,36,50,2021-12-28T02:34:52Z,3120000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M58.00S,2021-12-28T02:34:26.7Z,2,REGULAR,substitution,out,[],203497,,,1610612759,36,50,2021-12-28T02:34:52Z,3130000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M58.00S,2021-12-28T02:34:26.7Z,2,REGULAR,substitution,in,[],1628966,,,1610612759,36,50,2021-12-28T02:34:52Z,3140000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M58.00S,2021-12-28T02:34:26.7Z,2,REGULAR,substitution,in,[],204060,,,1610612759,36,50,2021-12-28T02:34:52Z,3150000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M58.00S,2021-12-28T02:34:57.5Z,2,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,37,50,2021-12-28T02:34:57Z,3160000,,,0,,K. Johnson Free Throw 2 of 2 (6 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,Made,,6.0,,,,,,,,,
328,PT01M49.00S,2021-12-28T02:35:11.3Z,2,REGULAR,foul,personal,[],1628966,,,1610612762,37,50,2021-12-28T02:41:29Z,3170000,,,0,,K. Bates-Diop personal FOUL (1 PF),"[1628966, 201144]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,202026.0,1.0,0.0,Conley,201144.0,,,,,,,,,,,,
330,PT01M43.00S,2021-12-28T02:35:37.6Z,2,REGULAR,3pt,Jump Shot,[],201144,66.44218134034165,50.245098039215684,1610612762,37,50,2021-12-28T02:35:50Z,3190000,1.0,263.0,1,right,MISS M. Conley 26' pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,,,,,,,,,Missed,,,26.29,,,,,,,,
331,PT01M37.00S,2021-12-28T02:35:43.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,37,50,2021-12-28T02:35:50Z,3200000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,
332,PT01M37.00S,2021-12-28T02:35:51.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,37,50,2021-12-28T02:35:51Z,3210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M35.00S,2021-12-28T02:36:02.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,92.85479632063075,53.431372549019606,1610612762,37,52,2021-12-28T02:36:06Z,3220000,17.0,15.0,1,right,B. Bogdanovic cutting Layup (11 PTS) (J. Ingles 2 AST),"[202711, 204060]",1610612762.0,UTA,cutting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Made,,11.0,2.26,,,,J. Ingles,204060.0,2.0,,
335,PT01M25.00S,2021-12-28T02:36:11.7Z,2,REGULAR,3pt,Jump Shot,[],1629640,29.517082785808146,76.7156862745098,1610612759,37,52,2021-12-28T02:36:16Z,3240000,-134.0,225.0,1,left,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,Missed,,,26.17,,,,,,,,
336,PT01M21.00S,2021-12-28T02:36:15.7Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,37,52,2021-12-28T02:36:16Z,3250000,,,0,,M. Conley REBOUND (Off:0 Def:4),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,335.0,,,4.0,4.0,0.0,,,,,
337,PT01M17.00S,2021-12-28T02:36:20.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202711,88.51839684625493,96.81372549019608,1610612762,37,52,2021-12-28T02:36:32Z,3260000,234.0,55.0,1,right,MISS B. Bogdanovic 24' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Missed,,,24.06,,,,,,,,
338,PT01M13.00S,2021-12-28T02:36:23.4Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,37,52,2021-12-28T02:36:23Z,3270000,,,0,,D. Vassell REBOUND (Off:0 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,337.0,,,4.0,4.0,0.0,,,,,
339,PT01M05.00S,2021-12-28T02:36:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,7.30946123521682,48.28431372549019,1610612759,39,52,2021-12-28T02:37:02Z,3280000,9.0,16.0,1,left,D. Vassell driving finger roll Layup (8 PTS),[1630170],1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,,,,,,,,,Made,,8.0,1.83,,,,,,,,
340,PT00M47.50S,2021-12-28T02:36:52.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628966,,,1610612762,39,52,2021-12-28T02:37:16Z,3290000,,,0,,K. Bates-Diop personal FOUL (2 PF) (O'Neale 2 FT),"[1628966, 1626220]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,2882.0,2.0,0.0,O'Neale,1626220.0,,,,,,,,,,,,
342,PT00M47.50S,2021-12-28T02:37:20.2Z,2,REGULAR,freethrow,1 of 2,[],1626220,,,1610612762,39,53,2021-12-28T02:37:40Z,3310000,,,0,,R. O'Neale Free Throw 1 of 2 (3 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,Made,,3.0,,,,,,,,,
343,PT00M47.50S,2021-12-28T02:37:20.2Z,2,REGULAR,freethrow,2 of 2,[],1626220,,,1610612762,39,53,2021-12-28T02:37:40Z,3320000,,,0,,MISS R. O'Neale Free Throw 2 of 2,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,Missed,,,,,,,,,,,
344,PT00M45.60S,2021-12-28T02:37:22.1Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612759,39,53,2021-12-28T02:37:40Z,3330000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,343.0,,,2.0,2.0,0.0,,,,,
345,PT00M31.20S,2021-12-28T02:37:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,8.360709592641262,47.30392156862745,1610612759,41,53,2021-12-28T02:38:00Z,3340000,13.0,26.0,1,left,D. White driving Layup (6 PTS),[1628401],1610612759.0,SAS,driving,,,White,D. White,,,,,,,,,,,,,Made,,6.0,2.94,,,,,,,,
346,PT00M11.50S,2021-12-28T02:38:17.6Z,2,REGULAR,3pt,Jump Shot,[],200752,78.13731931668858,90.68627450980392,1610612762,41,53,2021-12-28T02:45:19Z,3350000,203.0,153.0,1,right,MISS R. Gay 25' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,Missed,,,25.45,,,,,,,,
347,PT00M08.20S,2021-12-28T02:38:20.9Z,2,REGULAR,rebound,offensive,[],202711,,,1610612762,41,53,2021-12-28T02:45:19Z,3360000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,346.0,,,1.0,0.0,1.0,,,,,
348,PT00M07.20S,2021-12-28T02:38:28.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612762,41,53,2021-12-28T02:38:39Z,3370000,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,,,,2882.0,,,,,,,,,,,,,,,,
349,PT00M07.20S,2021-12-28T02:38:45.0Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,41,53,2021-12-28T02:40:04Z,3385000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M07.20S,2021-12-28T02:38:45.0Z,2,REGULAR,substitution,in,[],203926,,,1610612759,41,53,2021-12-28T02:40:04Z,3392500,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M00.20S,2021-12-28T02:38:52.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,8.541392904073588,51.248468137254896,1610612759,43,53,2021-12-28T02:39:08Z,3400000,-6.0,28.0,1,left,D. White finger roll Layup (8 PTS),[1628401],1610612759.0,SAS,finger roll,,,White,D. White,,,,,,,,,,,,,Made,,8.0,2.85,,,,,,,,
352,PT00M00.00S,2021-12-28T02:39:59.6Z,2,REGULAR,period,end,[],0,,,1610612762,43,53,2021-12-28T02:39:59Z,3410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-12-28T02:53:47.1Z,3,REGULAR,substitution,out,['startperiod'],1630563,,,1610612762,43,53,2021-12-28T02:54:11Z,3420000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-12-28T02:53:47.1Z,3,REGULAR,substitution,out,['startperiod'],1630170,,,1610612762,43,53,2021-12-28T02:54:11Z,3430000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-12-28T02:53:47.1Z,3,REGULAR,substitution,out,['startperiod'],200752,,,1610612762,43,53,2021-12-28T02:54:11Z,3440000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-12-28T02:53:47.1Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612762,43,53,2021-12-28T02:54:11Z,3450000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2021-12-28T02:53:47.1Z,3,REGULAR,substitution,in,['startperiod'],1628966,,,1610612762,43,53,2021-12-28T02:54:11Z,3460000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2021-12-28T02:53:47.1Z,3,REGULAR,substitution,in,['startperiod'],203497,,,1610612762,43,53,2021-12-28T02:54:11Z,3470000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2021-12-28T02:54:32.2Z,3,REGULAR,period,start,[],0,,,1610612759,43,53,2021-12-28T02:54:32Z,3480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
