actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
15,PT10M50.00S,2022-03-10T01:41:18.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,2,0,2022-03-10T01:41:19Z,150000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
16,PT10M47.00S,2022-03-10T01:41:22.6Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612761,2,0,2022-03-10T01:41:42Z,160000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Siakam 2 FT),"[1627751, 1627783]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,2530.0,1.0,0.0,Siakam,1627783.0,,,,,,,,
18,PT10M47.00S,2022-03-10T01:42:09.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,2,1,2022-03-10T01:42:09Z,180000,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
19,PT10M47.00S,2022-03-10T01:42:26.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,2,2,2022-03-10T01:42:26Z,190000,,,0,,P. Siakam Free Throw 2 of 2 (2 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
20,PT10M36.00S,2022-03-10T01:42:37.9Z,1,REGULAR,3pt,Jump Shot,[],1630170,78.0059132720105,91.42156862745098,1610612759,2,2,2022-03-10T01:42:46Z,200000,207.0,154.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
21,PT10M33.00S,2022-03-10T01:42:40.9Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,2,2,2022-03-10T01:42:46Z,210000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,
22,PT10M26.00S,2022-03-10T01:42:52.1Z,1,REGULAR,foul,personal,['2freethrow'],203926,,,1610612761,2,2,2022-03-10T01:43:07Z,220000,,,0,,D. McDermott shooting personal FOUL (1 PF) (VanVleet 2 FT),"[203926, 1627832]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,,,,,,,,203592.0,1.0,0.0,VanVleet,1627832.0,,,,,,,,
24,PT10M26.00S,2022-03-10T01:43:12.0Z,1,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,2,3,2022-03-10T01:43:12Z,240000,,,0,,F. VanVleet Free Throw 1 of 2 (1 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
25,PT10M26.00S,2022-03-10T01:43:21.1Z,1,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,2,4,2022-03-10T01:43:21Z,250000,,,0,,F. VanVleet Free Throw 2 of 2 (2 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
26,PT10M09.00S,2022-03-10T01:43:39.6Z,1,REGULAR,2pt,Jump Shot,[],1630170,81.15965834428384,71.81372549019608,1610612759,2,4,2022-03-10T01:43:47Z,260000,109.0,125.0,1,right,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,16.56,Missed,,,,,,,,,,,,,,,,,,
27,PT10M06.00S,2022-03-10T01:43:42.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,2,4,2022-03-10T01:43:47Z,270000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT10M03.00S,2022-03-10T01:43:46.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,7.5722733245729295,49.50980392156863,1610612761,2,6,2022-03-10T01:43:55Z,280000,2.0,19.0,1,left,P. Siakam cutting finger roll Layup (4 PTS) (S. Barnes 1 AST),"[1627783, 1630567]",1610612761.0,TOR,cutting finger roll,,,Siakam,P. Siakam,,,,,1.89,Made,4.0,,,,,,,,,,S. Barnes,1630567.0,1.0,,,,,
30,PT09M45.00S,2022-03-10T01:44:02.7Z,1,REGULAR,2pt,Jump Shot,[],1630170,75.24638633377135,45.09803921568628,1610612759,4,6,2022-03-10T01:44:08Z,300000,-25.0,180.0,1,right,D. Vassell 18' pullup Jump Shot (2 PTS) (D. Murray 1 AST),"[1630170, 1627749]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,18.19,Made,2.0,,,,,,,,,,D. Murray,1627749.0,1.0,,,,,
32,PT09M31.00S,2022-03-10T01:44:16.9Z,1,REGULAR,3pt,Jump Shot,[],1629018,28.991458607095925,23.03921568627451,1610612761,4,6,2022-03-10T01:44:24Z,320000,135.0,220.0,1,left,MISS G. Trent Jr. 25' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,
33,PT09M29.00S,2022-03-10T01:44:18.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,4,6,2022-03-10T01:44:24Z,330000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,
34,PT09M22.00S,2022-03-10T01:44:27.8Z,1,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612759,4,6,2022-03-10T01:44:36Z,340000,,,0,,D. Murray bad pass out-of-bounds TURNOVER (1 TO),[1627749],1610612759.0,SAS,bad pass,,,Murray,D. Murray,,,,,,,,,,,,2530.0,,,,,,,,1.0,,,,
35,PT09M03.00S,2022-03-10T01:44:56.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627832,17.16491458607096,41.17647058823529,1610612761,4,8,2022-03-10T01:45:03Z,350000,44.0,109.0,1,left,F. VanVleet 11' pullup Jump Shot (4 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,11.75,Made,4.0,,,,,,,,,,,,,,,,,
36,PT08M46.00S,2022-03-10T01:45:16.4Z,1,REGULAR,turnover,out-of-bounds,[],203926,,,1610612759,4,8,2022-03-10T01:50:37Z,360000,,,0,,D. McDermott step out-of-bounds TURNOVER (1 TO),[203926],1610612759.0,SAS,step,,,McDermott,D. McDermott,,,,,,,,,,,,203592.0,,,,,,,,1.0,,,,
37,PT08M28.00S,2022-03-10T01:45:38.6Z,1,REGULAR,turnover,bad pass,[],1629018,,,1610612761,4,8,2022-03-10T01:45:49Z,370000,,,0,,G. Trent Jr. bad pass TURNOVER (1 TO),"[1629018, 1630170]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,1.0,Vassell,1630170.0,,
38,PT08M28.00S,2022-03-10T01:45:38.6Z,1,REGULAR,steal,,[],1630170,,,1610612759,4,8,2022-03-10T01:45:40Z,380000,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M24.00S,2022-03-10T01:45:42.0Z,1,REGULAR,turnover,lost ball,[],1629640,,,1610612759,4,8,2022-03-10T01:45:54Z,390000,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 1629018]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0,,
40,PT08M24.00S,2022-03-10T01:45:42.0Z,1,REGULAR,steal,,[],1629018,,,1610612761,4,8,2022-03-10T01:45:43Z,400000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M22.00S,2022-03-10T01:45:45.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627832,5.995400788436268,45.83333333333333,1610612761,4,10,2022-03-10T01:46:16Z,410000,21.0,4.0,1,left,F. VanVleet driving finger roll Layup (6 PTS),[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,2.12,Made,6.0,,,,,,,,,,,,,,,,,
42,PT08M22.00S,2022-03-10T01:45:53.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,4,10,2022-03-10T01:45:53Z,420000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M07.00S,2022-03-10T01:48:54.8Z,1,REGULAR,3pt,Jump Shot,[],203926,93.77463863337714,2.450980392156863,1610612759,4,10,2022-03-10T01:49:01Z,430000,-238.0,6.0,1,right,MISS D. McDermott 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,
44,PT08M06.00S,2022-03-10T01:48:55.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,4,10,2022-03-10T01:49:01Z,440000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,
45,PT08M06.00S,2022-03-10T01:49:00.8Z,1,REGULAR,foul,personal,[],203920,,,1610612759,4,10,2022-03-10T01:49:20Z,450000,,,0,,K. Birch loose ball personal FOUL (1 PF),"[203920, 1627751]",1610612761.0,TOR,loose ball,,,Birch,K. Birch,,,,,,,,,,,,203592.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,
47,PT07M59.00S,2022-03-10T01:49:20.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,68.9388961892247,74.26470588235294,1610612759,4,10,2022-03-10T01:49:25Z,470000,121.0,239.0,1,right,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2022-03-10T01:49:25.1Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,4,10,2022-03-10T01:49:25Z,480000,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,47.0,3.0,3.0,0.0,,,,,,,,,,,,,
49,PT07M50.00S,2022-03-10T01:49:28.8Z,1,REGULAR,3pt,Jump Shot,[],1627832,27.54599211563732,79.90196078431373,1610612761,4,10,2022-03-10T01:51:51Z,490000,-150.0,206.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
50,PT07M46.00S,2022-03-10T01:49:32.8Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,4,10,2022-03-10T01:49:37Z,500000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,
51,PT07M29.00S,2022-03-10T01:49:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,90.09526938239159,48.28431372549019,1610612759,4,10,2022-03-10T01:49:54Z,510000,-9.0,41.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,4.15,Missed,,,,,,,,,,,,,,,,,,
52,PT07M26.00S,2022-03-10T01:49:52.5Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,4,10,2022-03-10T01:49:52Z,520000,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,51.0,1.0,0.0,1.0,,,,,,,,,,,,,
53,PT07M26.00S,2022-03-10T01:49:52.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612759,6,10,2022-03-10T01:49:52Z,530000,0.0,0.0,1,right,J. Poeltl putback Layup (2 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
54,PT07M07.00S,2022-03-10T01:50:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,8.360709592641262,48.03921568627451,1610612761,6,10,2022-03-10T01:50:17Z,540000,10.0,26.0,1,left,MISS G. Trent Jr. driving Layup,[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,2.79,Missed,,,,,,,,,,,,,,,,,,
55,PT07M04.00S,2022-03-10T01:50:14.9Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,6,10,2022-03-10T01:50:17Z,550000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,
56,PT07M00.00S,2022-03-10T01:50:18.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203926,70.12155059132719,78.43137254901961,1610612759,6,10,2022-03-10T01:53:11Z,560000,142.0,228.0,1,right,MISS D. McDermott 26' running 3PT,[203926],1610612759.0,SAS,running,,,McDermott,D. McDermott,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
57,PT06M57.00S,2022-03-10T01:50:21.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,6,10,2022-03-10T01:50:24Z,570000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,
58,PT06M46.00S,2022-03-10T01:50:32.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,30.17411300919842,73.0392156862745,1610612761,6,10,2022-03-10T01:50:38Z,580000,-115.0,231.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
59,PT06M43.00S,2022-03-10T01:50:35.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,6,10,2022-03-10T01:50:38Z,590000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,
60,PT06M39.00S,2022-03-10T01:50:41.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",203926,93.11760840998686,43.38235294117647,1610612759,8,10,2022-03-10T01:54:13Z,600000,-33.0,12.0,1,right,D. McDermott running finger roll Layup (2 PTS) (D. Murray 2 AST),"[203926, 1627749]",1610612759.0,SAS,running finger roll,,,McDermott,D. McDermott,,,,,3.53,Made,2.0,,,,,,,,,,D. Murray,1627749.0,2.0,,,,,
62,PT06M39.00S,2022-03-10T01:50:53.2Z,1,REGULAR,violation,defensive goaltending,[],1630567,,,1610612759,8,10,2022-03-10T01:54:58Z,620000,,,0,,S. Barnes defensive goaltending VIOLATION,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,2530.0,,,,,,,,,,,,
63,PT06M20.00S,2022-03-10T01:51:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.1268068331143235,45.83333333333333,1610612761,8,12,2022-03-10T01:51:15Z,630000,21.0,5.0,1,left,S. Barnes Layup (2 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,2.14,Made,2.0,,,,,,,,,,,,,,,,,
64,PT06M00.00S,2022-03-10T01:51:29.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,84.44480946123521,51.470588235294116,1610612759,10,12,2022-03-10T01:51:46Z,640000,7.0,94.0,1,right,J. Poeltl 9' floating Jump Shot (4 PTS) (D. Murray 3 AST),"[1627751, 1627749]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,9.4,Made,4.0,,,,,,,,,,D. Murray,1627749.0,3.0,,,,,
66,PT05M42.00S,2022-03-10T01:51:47.5Z,1,REGULAR,3pt,Jump Shot,[],1627832,10.463206307490145,3.9215686274509802,1610612761,10,12,2022-03-10T01:56:14Z,660000,230.0,46.0,1,left,MISS F. VanVleet step back 3PT,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,
67,PT05M40.00S,2022-03-10T01:51:52.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,10,12,2022-03-10T01:51:52Z,670000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,
68,PT05M40.00S,2022-03-10T01:51:54.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,10,12,2022-03-10T01:51:54Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M40.00S,2022-03-10T01:51:56.2Z,1,REGULAR,substitution,out,[],1627749,,,1610612759,10,12,2022-03-10T01:52:09Z,690000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M40.00S,2022-03-10T01:51:56.2Z,1,REGULAR,substitution,out,[],203926,,,1610612759,10,12,2022-03-10T01:52:09Z,700000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M40.00S,2022-03-10T01:51:56.2Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,10,12,2022-03-10T01:52:09Z,710000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M40.00S,2022-03-10T01:51:56.2Z,1,REGULAR,substitution,in,[],1629022,,,1610612759,10,12,2022-03-10T01:52:09Z,720000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M26.00S,2022-03-10T01:52:27.9Z,1,REGULAR,2pt,Jump Shot,[],1630200,93.24901445466492,73.2843137254902,1610612759,10,12,2022-03-10T01:52:33Z,730000,116.0,11.0,1,right,MISS T. Jones 11' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,11.69,Missed,,,,,,,,,,,,,,,,,,
74,PT05M24.00S,2022-03-10T01:52:29.9Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,10,12,2022-03-10T01:52:33Z,740000,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,
75,PT05M05.00S,2022-03-10T01:52:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,14.273981603153747,49.754901960784316,1610612761,10,14,2022-03-10T01:52:54Z,750000,1.0,82.0,1,left,K. Birch 8' Jump Shot (2 PTS) (P. Siakam 1 AST),"[203920, 1627783]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,8.17,Made,2.0,,,,,,,,,,P. Siakam,1627783.0,1.0,,,,,
77,PT04M55.00S,2022-03-10T01:53:00.1Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612759,10,14,2022-03-10T01:53:10Z,770000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Walker IV 2 FT),"[1627783, 1629022]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,2530.0,1.0,0.0,Walker IV,1629022.0,,,,,,,,
79,PT04M55.00S,2022-03-10T01:53:24.4Z,1,REGULAR,freethrow,1 of 2,[],1629022,,,1610612759,11,14,2022-03-10T01:53:53Z,790000,,,0,,L. Walker IV Free Throw 1 of 2 (1 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
80,PT04M55.00S,2022-03-10T01:53:26.3Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,11,14,2022-03-10T01:53:33Z,800000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M55.00S,2022-03-10T01:53:26.3Z,1,REGULAR,substitution,out,[],1630567,,,1610612759,11,14,2022-03-10T01:53:33Z,810000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M55.00S,2022-03-10T01:53:26.3Z,1,REGULAR,substitution,out,[],203920,,,1610612759,11,14,2022-03-10T01:53:33Z,820000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M55.00S,2022-03-10T01:53:26.3Z,1,REGULAR,substitution,in,[],1626196,,,1610612759,11,14,2022-03-10T01:53:33Z,830000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M55.00S,2022-03-10T01:53:26.3Z,1,REGULAR,substitution,in,[],1628449,,,1610612759,11,14,2022-03-10T01:53:33Z,840000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M55.00S,2022-03-10T01:53:26.3Z,1,REGULAR,substitution,in,[],1630173,,,1610612759,11,14,2022-03-10T01:53:33Z,850000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M55.00S,2022-03-10T01:53:24.4Z,1,REGULAR,freethrow,2 of 2,[],1629022,,,1610612759,11,14,2022-03-10T01:53:53Z,860000,,,0,,MISS L. Walker IV Free Throw 2 of 2,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Missed,,,,,,,,,,,,,,,,,,
