actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
95,PT04M20.00S,2022-01-18T01:54:57.5Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,28,20,2022-01-18T01:55:13Z,950000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M20.00S,2022-01-18T01:54:57.5Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,28,20,2022-01-18T01:55:13Z,960000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M04.00S,2022-01-18T01:55:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,93.38042049934296,55.14705882352941,1610612756,28,20,2022-01-18T01:55:45Z,970000,26.0,10.0,1,right,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,2.75,Missed,,,,,,,,,,,,,,,,,,
98,PT04M01.00S,2022-01-18T01:55:39.2Z,1,REGULAR,rebound,offensive,[],202687,,,1610612756,28,20,2022-01-18T01:55:39Z,980000,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,97.0,2.0,1.0,1.0,,,,,
99,PT04M01.00S,2022-01-18T01:55:39.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202687,94.40999984741211,50.0,1610612756,28,20,2022-01-18T01:55:39Z,990000,0.0,0.0,1,right,MISS B. Biyombo tip Layup,[202687],1610612756.0,PHX,tip,,,Biyombo,B. Biyombo,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
100,PT03M59.00S,2022-01-18T01:55:41.0Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,28,20,2022-01-18T01:55:41Z,1000000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,
101,PT03M52.00S,2022-01-18T01:55:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,11.12023653088042,52.94117647058824,1610612759,28,20,2022-01-18T01:55:58Z,1010000,-15.0,52.0,1,left,MISS J. Poeltl driving Layup,[1627751],1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,5.4,Missed,,,,,,,,,,,,,,,,,,
102,PT03M50.00S,2022-01-18T01:55:49.9Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,28,20,2022-01-18T01:55:58Z,1020000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,
103,PT03M48.00S,2022-01-18T01:55:52.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,71.96123521681997,75.24509803921569,1610612756,28,20,2022-01-18T01:56:01Z,1030000,126.0,211.0,1,right,MISS D. Booker 24' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,
104,PT03M44.00S,2022-01-18T01:55:56.8Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,28,20,2022-01-18T01:56:01Z,1040000,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,103.0,4.0,4.0,0.0,,,,,
105,PT03M41.00S,2022-01-18T01:56:01.8Z,1,REGULAR,foul,personal,[],1629661,,,1610612759,28,20,2022-01-18T01:56:13Z,1050000,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 1628966]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,201246.0,1.0,0.0,Bates-Diop,1628966.0,,,,,,,,,
107,PT03M41.00S,2022-01-18T01:56:11.1Z,1,REGULAR,substitution,out,[],1627751,,,1610612759,28,20,2022-01-18T01:56:16Z,1070000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M41.00S,2022-01-18T01:56:11.1Z,1,REGULAR,substitution,in,[],1629111,,,1610612759,28,20,2022-01-18T01:56:16Z,1080000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M33.00S,2022-01-18T01:56:26.4Z,1,REGULAR,2pt,Jump Shot,[],1627749,21.50131406044678,46.81372549019608,1610612759,28,20,2022-01-18T01:56:30Z,1090000,16.0,150.0,1,left,MISS D. Murray 15' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,15.04,Missed,,,,,,,,,,,,,,,,,,
110,PT03M31.00S,2022-01-18T01:56:28.4Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,28,20,2022-01-18T01:56:30Z,1100000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,
111,PT03M23.00S,2022-01-18T01:56:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,94.43166885676742,52.20588235294118,1610612756,28,22,2022-01-18T01:56:42Z,1110000,11.0,0.0,1,right,D. Booker Layup (18 PTS) (M. Bridges 1 AST),"[1626164, 1628969]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,1.1,Made,18.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,,
113,PT03M00.00S,2022-01-18T01:56:59.5Z,1,REGULAR,turnover,bad pass,[],1628966,,,1610612759,28,22,2022-01-18T01:57:05Z,1130000,,,0,,K. Bates-Diop bad pass TURNOVER (1 TO),"[1628966, 1626164]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,1.0,Booker,1626164.0,,
114,PT03M00.00S,2022-01-18T01:56:59.5Z,1,REGULAR,steal,,[],1626164,,,1610612756,28,22,2022-01-18T01:57:01Z,1140000,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M54.00S,2022-01-18T01:57:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628969,94.43166885676742,46.568627450980394,1610612756,28,24,2022-01-18T01:57:13Z,1150000,-17.0,0.0,1,right,M. Bridges finger roll Layup (2 PTS) (D. Booker 1 AST),"[1628969, 1626164]",1610612756.0,PHX,finger roll,,,Bridges,M. Bridges,,,,,1.72,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
117,PT02M30.00S,2022-01-18T01:57:29.2Z,1,REGULAR,2pt,Jump Shot,[],1627749,14.4053876478318,73.2843137254902,1610612759,28,24,2022-01-18T01:57:36Z,1170000,-116.0,83.0,1,left,MISS D. Murray 14' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,14.29,Missed,,,,,,,,,,,,,,,,,,
118,PT02M28.00S,2022-01-18T01:57:31.2Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,28,24,2022-01-18T01:57:36Z,1180000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,117.0,2.0,2.0,0.0,,,,,
119,PT02M20.00S,2022-01-18T01:57:39.5Z,1,REGULAR,3pt,Jump Shot,[],1629661,94.82588699080158,94.36274509803921,1610612756,28,24,2022-01-18T01:57:44Z,1190000,222.0,-4.0,1,right,MISS C. Johnson 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,22.18,Missed,,,,,,,,,,,,,,,,,,
120,PT02M17.00S,2022-01-18T01:57:42.5Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,28,24,2022-01-18T01:57:44Z,1200000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,119.0,2.0,2.0,0.0,,,,,
121,PT01M57.00S,2022-01-18T01:58:01.9Z,1,REGULAR,2pt,Hook,[],1629111,7.046649145860711,32.1078431372549,1610612759,28,24,2022-01-18T01:58:07Z,1210000,89.0,14.0,1,left,MISS J. Landale 9' turnaround Hook,[1629111],1610612759.0,SAS,turnaround,,,Landale,J. Landale,,,,,9.05,Missed,,,,,,,,,,,,,,,,,,
122,PT01M55.00S,2022-01-18T01:58:03.9Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,28,24,2022-01-18T01:58:07Z,1220000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,
123,PT01M47.00S,2022-01-18T01:58:11.7Z,1,REGULAR,3pt,Jump Shot,[],1626166,89.43823915900131,94.36274509803921,1610612756,28,24,2022-01-18T01:58:16Z,1230000,222.0,47.0,1,right,MISS C. Payne 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,
124,PT01M44.00S,2022-01-18T01:58:14.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,28,24,2022-01-18T01:58:16Z,1240000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,123.0,3.0,3.0,0.0,,,,,
125,PT01M24.00S,2022-01-18T01:58:35.4Z,1,REGULAR,3pt,Jump Shot,[],1630170,25.04927726675427,13.970588235294118,1610612759,28,24,2022-01-18T01:58:43Z,1250000,180.0,183.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
126,PT01M22.00S,2022-01-18T01:58:37.4Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612759,28,24,2022-01-18T01:58:43Z,1260000,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,125.0,1.0,0.0,1.0,,,,,
127,PT01M20.00S,2022-01-18T01:58:42.5Z,1,REGULAR,turnover,out-of-bounds,[],1629022,,,1610612759,28,24,2022-01-18T01:59:01Z,1270000,,,0,,L. Walker IV step out-of-bounds TURNOVER (1 TO),[1629022],1610612759.0,SAS,step,,,Walker IV,L. Walker IV,,,,,,,,,,,201246.0,,,,,,,,,1.0,,,,
128,PT01M20.00S,2022-01-18T01:58:51.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,28,24,2022-01-18T01:58:51Z,1280000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M20.00S,2022-01-18T02:01:08.9Z,1,REGULAR,substitution,out,[],1627749,,,1610612756,28,24,2022-01-18T02:01:40Z,1290000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M20.00S,2022-01-18T02:01:08.9Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,28,24,2022-01-18T02:01:40Z,1300000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M20.00S,2022-01-18T02:01:08.9Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,28,24,2022-01-18T02:01:40Z,1310000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M20.00S,2022-01-18T02:01:08.9Z,1,REGULAR,substitution,in,[],1629640,,,1610612756,28,24,2022-01-18T02:01:40Z,1320000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M20.00S,2022-01-18T02:01:08.9Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,28,24,2022-01-18T02:01:40Z,1330000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M20.00S,2022-01-18T02:01:08.9Z,1,REGULAR,substitution,in,[],101108,,,1610612756,28,24,2022-01-18T02:01:40Z,1340000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M06.00S,2022-01-18T02:01:52.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629661,94.1688567674113,53.18627450980392,1610612756,28,26,2022-01-18T02:01:57Z,1350000,16.0,2.0,1,right,C. Johnson driving finger roll Layup (2 PTS) (B. Biyombo 1 AST),"[1629661, 202687]",1610612756.0,PHX,driving finger roll,,,Johnson,C. Johnson,,,,,1.61,Made,2.0,B. Biyombo,202687.0,1.0,,,,,,,,,,,,,,
137,PT00M50.00S,2022-01-18T02:02:09.8Z,1,REGULAR,3pt,Jump Shot,[],1630170,30.831143232588698,64.95098039215686,1610612759,28,26,2022-01-18T02:02:15Z,1370000,-75.0,237.0,1,left,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,
138,PT00M45.90S,2022-01-18T02:02:13.9Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,28,26,2022-01-18T02:02:15Z,1380000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,
139,PT00M41.50S,2022-01-18T02:02:18.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],101108,67.7562417871222,45.09803921568628,1610612756,28,29,2022-01-18T02:02:51Z,1390000,-25.0,251.0,1,right,C. Paul 25' 3PT pullup (5 PTS) (L. Shamet 1 AST),"[101108, 1629013]",1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,25.18,Made,5.0,L. Shamet,1629013.0,1.0,,,,,,,,,,,,,,
140,PT00M19.60S,2022-01-18T02:02:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,6.652431011826544,54.90196078431373,1610612759,28,29,2022-01-18T02:02:55Z,1400000,-25.0,10.0,1,left,MISS K. Bates-Diop driving finger roll Layup,[1628966],1610612759.0,SAS,driving finger roll,,,Bates-Diop,K. Bates-Diop,,,,,2.65,Missed,,,,,,,,,,,,,,,,,,
141,PT00M19.60S,2022-01-18T02:02:42.9Z,1,REGULAR,rebound,offensive,[],1628966,,,1610612759,28,29,2022-01-18T02:02:55Z,1410000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:0),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,140.0,1.0,0.0,1.0,,,,,
142,PT00M18.70S,2022-01-18T02:02:46.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628966,5.590000152587891,50.0,1610612759,28,29,2022-01-18T02:02:46Z,1420000,0.0,0.0,1,left,MISS K. Bates-Diop tip Layup,[1628966],1610612759.0,SAS,tip,,,Bates-Diop,K. Bates-Diop,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
143,PT00M18.70S,2022-01-18T02:02:46.8Z,1,REGULAR,rebound,offensive,[],1628966,,,1610612759,28,29,2022-01-18T02:02:46Z,1430000,,,0,,K. Bates-Diop REBOUND (Off:2 Def:0),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,142.0,2.0,0.0,2.0,,,,,
144,PT00M18.70S,2022-01-18T02:02:48.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202687,,,1610612759,28,29,2022-01-18T02:02:55Z,1440000,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Bates-Diop 2 FT),"[202687, 1628966]",1610612756.0,PHX,shooting,,,Biyombo,B. Biyombo,,,,,,,,,,,201246.0,1.0,0.0,Bates-Diop,1628966.0,,,,,,,,,
147,PT00M18.70S,2022-01-18T02:03:10.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628966,,,1610612759,28,29,2022-01-18T02:03:10Z,1460000,,,0,,MISS K. Bates-Diop Free Throw 1 of 2,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,Missed,,,,,,,,,,,,,,,,,,
148,PT00M18.70S,2022-01-18T02:03:10.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,28,29,2022-01-18T02:03:10Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,
149,PT00M18.70S,2022-01-18T02:03:23.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628966,,,1610612759,29,29,2022-01-18T02:03:23Z,1480000,,,0,,K. Bates-Diop Free Throw 2 of 2 (1 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
150,PT00M11.40S,2022-01-18T02:03:36.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202687,94.56307490144546,49.754901960784316,1610612756,29,31,2022-01-18T02:03:51Z,1490000,-1.0,-1.0,1,right,B. Biyombo cutting DUNK (2 PTS) (C. Johnson 1 AST),"[202687, 1629661]",1610612756.0,PHX,cutting,,,Biyombo,B. Biyombo,,,,,0.18,Made,2.0,C. Johnson,1629661.0,1.0,,,,,,,,,,,,,,
152,PT00M11.40S,2022-01-18T02:03:40.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628966,,,1610612756,29,31,2022-01-18T02:03:56Z,1510000,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Biyombo 1 FT),"[1628966, 202687]",1610612759.0,SAS,shooting,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,201246.0,1.0,0.0,Biyombo,202687.0,,,,,,,,,
154,PT00M11.40S,2022-01-18T02:04:03.3Z,1,REGULAR,freethrow,1 of 1,[],202687,,,1610612756,29,32,2022-01-18T02:04:03Z,1530000,,,0,,B. Biyombo Free Throw 1 of 1 (3 PTS),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
155,PT00M02.00S,2022-01-18T02:04:17.1Z,1,REGULAR,2pt,Jump Shot,[],1629022,23.866622864651774,46.07843137254902,1610612759,29,32,2022-01-18T02:04:24Z,1540000,20.0,172.0,1,left,MISS L. Walker IV 17' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,17.29,Missed,,,,,,,,,,,,,,,,,,
156,PT00M00.20S,2022-01-18T02:04:18.9Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,29,32,2022-01-18T02:04:18Z,1550000,,,0,,B. Biyombo REBOUND (Off:1 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,155.0,3.0,2.0,1.0,,,,,
157,PT00M00.00S,2022-01-18T02:04:22.1Z,1,REGULAR,3pt,Jump Shot,[],101108,49.753613666228645,45.83333333333333,1610612756,29,32,2022-01-18T02:05:41Z,1560000,-21.0,420.0,1,right,MISS C. Paul 42' running 3PT,[101108],1610612756.0,PHX,running,,,Paul,C. Paul,,,,,42.03,Missed,,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2022-01-18T02:04:22.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,29,32,2022-01-18T02:05:41Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,
159,PT00M00.00S,2022-01-18T02:04:34.6Z,1,REGULAR,period,end,[],0,,,1610612756,29,32,2022-01-18T02:04:34Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-18T02:06:21.6Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612756,29,32,2022-01-18T02:07:02Z,1590000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-18T02:06:21.6Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612756,29,32,2022-01-18T02:07:02Z,1600000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-18T02:07:01.5Z,2,REGULAR,period,start,[],0,,,1610612759,29,32,2022-01-18T02:07:02Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M45.00S,2022-01-18T02:07:15.6Z,2,REGULAR,3pt,Jump Shot,[],1629022,23.078186596583443,10.049019607843137,1610612759,29,32,2022-01-18T02:07:24Z,1620000,200.0,164.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,
164,PT11M44.00S,2022-01-18T02:07:17.4Z,2,REGULAR,rebound,offensive,[],1628966,,,1610612759,29,32,2022-01-18T02:07:17Z,1630000,,,0,,K. Bates-Diop REBOUND (Off:3 Def:0),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,163.0,3.0,0.0,3.0,,,,,
165,PT11M40.00S,2022-01-18T02:07:22.6Z,2,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612759,29,32,2022-01-18T02:07:49Z,1640000,,,0,,L. Shamet shooting personal FOUL (1 PF) (White 2 FT),"[1629013, 1628401]",1610612756.0,PHX,shooting,,,Shamet,L. Shamet,,,,,,,,,,,201246.0,1.0,0.0,White,1628401.0,,,,,,,,,
167,PT11M40.00S,2022-01-18T02:07:50.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628401,,,1610612759,30,32,2022-01-18T02:07:50Z,1660000,,,0,,D. White Free Throw 1 of 2 (5 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
168,PT11M40.00S,2022-01-18T02:08:04.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628401,,,1610612759,31,32,2022-01-18T02:08:04Z,1670000,,,0,,D. White Free Throw 2 of 2 (6 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
169,PT11M26.00S,2022-01-18T02:08:20.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,89.96386333771353,40.68627450980392,1610612756,31,32,2022-01-18T02:08:30Z,1680000,-47.0,42.0,1,right,MISS C. Payne 6' driving finger roll Layup,[1626166],1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,6.26,Missed,,,,,,,,,,,,,,,,,,
170,PT11M23.00S,2022-01-18T02:08:22.7Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612759,31,32,2022-01-18T02:08:22Z,1690000,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,169.0,2.0,1.0,1.0,,,,,
171,PT11M11.00S,2022-01-18T02:08:34.7Z,2,REGULAR,3pt,Jump Shot,[],1629640,20.45006570302234,7.598039215686274,1610612759,31,32,2022-01-18T02:08:42Z,1700000,212.0,140.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,
172,PT11M10.00S,2022-01-18T02:08:35.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,31,32,2022-01-18T02:08:42Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,171.0,,,,,,,,
173,PT11M10.00S,2022-01-18T02:08:41.9Z,2,REGULAR,foul,personal,[],101108,,,1610612759,31,32,2022-01-18T02:08:54Z,1720000,,,0,,C. Paul loose ball personal FOUL (1 PF),"[101108, 1629111]",1610612756.0,PHX,loose ball,,,Paul,C. Paul,,,,,,,,,,,200833.0,1.0,0.0,Landale,1629111.0,,,,,,,,,
175,PT10M59.00S,2022-01-18T02:09:05.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629640,17.16491458607096,20.098039215686274,1610612759,33,32,2022-01-18T02:09:10Z,1740000,150.0,109.0,1,left,K. Johnson 18' pullup Jump Shot (7 PTS),[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,18.5,Made,7.0,,,,,,,,,,,,,,,,,
176,PT10M45.00S,2022-01-18T02:09:19.3Z,2,REGULAR,turnover,bad pass,[],1629013,,,1610612756,33,32,2022-01-18T02:09:23Z,1750000,,,0,,L. Shamet bad pass TURNOVER (1 TO),"[1629013, 1629022]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,1.0,Walker IV,1629022.0,,
177,PT10M45.00S,2022-01-18T02:09:19.3Z,2,REGULAR,steal,,[],1629022,,,1610612759,33,32,2022-01-18T02:09:21Z,1760000,,,0,,L. Walker IV STEAL (1 STL),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M38.00S,2022-01-18T02:09:26.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628966,4.155716162943495,95.83333333333334,1610612759,33,32,2022-01-18T02:09:31Z,1770000,-229.0,-13.0,1,left,MISS K. Bates-Diop 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,22.96,Missed,,,,,,,,,,,,,,,,,,
179,PT10M34.00S,2022-01-18T02:09:30.8Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,33,32,2022-01-18T02:09:31Z,1780000,,,0,,B. Biyombo REBOUND (Off:1 Def:3),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,178.0,4.0,3.0,1.0,,,,,
180,PT10M28.00S,2022-01-18T02:09:35.7Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],101108,79.05716162943496,63.970588235294116,1610612756,33,34,2022-01-18T02:09:40Z,1790000,70.0,144.0,1,right,C. Paul 16' pullup Jump Shot (7 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,16.04,Made,7.0,,,,,,,,,,,,,,,,,
