actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
88,PT05M11.00S,2022-01-15T01:52:57.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203926,75.90341655716163,87.5,1610612759,12,17,2022-01-15T01:53:08Z,880000,188.0,174.0,1,right,D. McDermott 25' 3PT  (6 PTS) (D. Murray 1 AST),"[203926, 1627749]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,25.58,Made,,,,,,,,,,6.0,,D. Murray,1627749.0,1.0,,,,,
90,PT04M49.00S,2022-01-15T01:53:20.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201567,10.463206307490145,39.46078431372549,1610612739,12,17,2022-01-15T01:53:26Z,900000,53.0,46.0,1,left,MISS K. Love 6' turnaround bank Hook,[201567],1610612739.0,CLE,turnaround bank,,,Love,K. Love,,,,,6.99,Missed,,,,,,,,,,,,,,,,,,,
91,PT04M47.00S,2022-01-15T01:53:22.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,12,17,2022-01-15T01:53:26Z,910000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,90.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
92,PT04M44.00S,2022-01-15T01:53:25.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628966,93.9060446780552,49.50980392156863,1610612759,14,17,2022-01-15T01:53:39Z,920000,-2.0,5.0,1,right,K. Bates-Diop reverse Layup (2 PTS) (D. Murray 2 AST),"[1628966, 1627749]",1610612759.0,SAS,reverse,,,Bates-Diop,K. Bates-Diop,,,,,0.54,Made,,,,,,,,,,2.0,,D. Murray,1627749.0,2.0,,,,,
94,PT04M44.00S,2022-01-15T01:53:30.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,14,17,2022-01-15T01:53:30Z,940000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M44.00S,2022-01-15T01:56:07.1Z,1,REGULAR,substitution,out,[],203926,,,1610612739,14,17,2022-01-15T01:56:14Z,950000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M44.00S,2022-01-15T01:56:07.1Z,1,REGULAR,substitution,in,[],1627854,,,1610612739,14,17,2022-01-15T01:56:14Z,960000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M34.00S,2022-01-15T01:56:30.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,27.020367936925098,79.16666666666666,1610612739,14,20,2022-01-15T01:56:36Z,970000,-146.0,201.0,1,left,D. Garland 24' 3PT  (11 PTS) (C. Osman 1 AST),"[1629636, 1626224]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,24.87,Made,,,,,,,,,,11.0,,C. Osman,1626224.0,1.0,,,,,
99,PT04M24.00S,2022-01-15T01:56:41.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,93.64323258869908,49.26470588235294,1610612759,16,20,2022-01-15T01:56:50Z,990000,-4.0,7.0,1,right,D. Murray driving finger roll Layup (6 PTS),[1627749],1610612759.0,SAS,driving finger roll,,,Murray,D. Murray,,,,,0.82,Made,,,,,,,,,,6.0,,,,,,,,,
100,PT04M11.00S,2022-01-15T01:56:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,5.732588699080158,50.49019607843137,1610612739,16,22,2022-01-15T01:56:58Z,1000000,-2.0,1.0,1,left,K. Love cutting Layup (2 PTS) (D. Garland 4 AST),"[201567, 1629636]",1610612739.0,CLE,cutting,,,Love,K. Love,,,,,0.29,Made,,,,,,,,,,2.0,,D. Garland,1629636.0,4.0,,,,,
102,PT04M05.00S,2022-01-15T01:56:59.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627854,73.40670170827858,20.588235294117645,1610612759,19,22,2022-01-15T01:57:24Z,1020000,-147.0,197.0,1,right,B. Forbes 24' 3PT pullup (3 PTS) (D. Murray 3 AST),"[1627854, 1627749]",1610612759.0,SAS,pullup,,,Forbes,B. Forbes,,,,,24.63,Made,,,,,,,,,,3.0,,D. Murray,1627749.0,3.0,,,,,
104,PT03M53.00S,2022-01-15T01:57:14.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,19,22,2022-01-15T01:57:14Z,1040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M53.00S,2022-01-15T01:57:18.1Z,1,REGULAR,substitution,out,[],1627751,,,1610612739,19,22,2022-01-15T01:57:28Z,1050000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M53.00S,2022-01-15T01:57:18.1Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,19,22,2022-01-15T01:57:28Z,1060000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M53.00S,2022-01-15T01:57:18.1Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,19,22,2022-01-15T01:57:28Z,1070000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M53.00S,2022-01-15T01:57:18.1Z,1,REGULAR,substitution,in,[],1629111,,,1610612739,19,22,2022-01-15T01:57:28Z,1080000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M53.00S,2022-01-15T01:57:18.1Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,19,22,2022-01-15T01:57:28Z,1090000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M53.00S,2022-01-15T01:57:18.1Z,1,REGULAR,substitution,in,[],1629164,,,1610612739,19,22,2022-01-15T01:57:28Z,1100000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M38.00S,2022-01-15T01:58:00.4Z,1,REGULAR,3pt,Jump Shot,[],1629164,30.042706964520367,68.38235294117648,1610612739,19,25,2022-01-15T01:58:06Z,1110000,-92.0,230.0,1,left,B. Goodwin 24' 3PT  (3 PTS) (E. Mobley 1 AST),"[1629164, 1630596]",1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,24.76,Made,,,,,,,,,,3.0,,E. Mobley,1630596.0,1.0,,,,,
113,PT03M26.00S,2022-01-15T01:58:12.5Z,1,REGULAR,turnover,lost ball,[],1627749,,,1610612759,19,25,2022-01-15T01:58:20Z,1130000,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 1629164]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,1.0,,,,Goodwin,1629164.0,,,
114,PT03M26.00S,2022-01-15T01:58:12.5Z,1,REGULAR,steal,,[],1629164,,,1610612739,19,25,2022-01-15T01:58:14Z,1140000,,,0,,B. Goodwin STEAL (1 STL),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M21.00S,2022-01-15T01:58:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626224,5.995400788436268,50.49019607843137,1610612739,19,25,2022-01-15T01:58:26Z,1150000,-2.0,4.0,1,left,MISS C. Osman alley-oop Layup,[1626224],1610612739.0,CLE,alley-oop,,,Osman,C. Osman,,,,,0.46,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M20.00S,2022-01-15T01:58:18.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,19,25,2022-01-15T01:58:49Z,1160000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,115.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
117,PT03M20.00S,2022-01-15T01:58:22.9Z,1,REGULAR,foul,personal,[],1626224,,,1610612759,19,25,2022-01-15T01:58:32Z,1170000,,,0,,C. Osman take personal FOUL (1 PF),"[1626224, 1627749]",1610612739.0,CLE,take,,,Osman,C. Osman,,,,,,,,,,,1628485.0,1.0,0.0,Murray,1627749.0,,,,,,,,,,
119,PT03M20.00S,2022-01-15T01:58:29.0Z,1,REGULAR,substitution,out,[],1627749,,,1610612759,19,25,2022-01-15T01:58:32Z,1190000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M20.00S,2022-01-15T01:58:29.0Z,1,REGULAR,substitution,in,[],1630563,,,1610612759,19,25,2022-01-15T01:58:32Z,1200000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M58.00S,2022-01-15T01:59:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,93.9060446780552,48.77450980392157,1610612759,19,25,2022-01-15T01:59:10Z,1210000,-6.0,5.0,1,right,MISS J. Primo cutting finger roll Layup,[1630563],1610612759.0,SAS,cutting finger roll,,,Primo,J. Primo,,,,,0.78,Missed,,,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2022-01-15T01:59:07.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,19,25,2022-01-15T01:59:10Z,1220000,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,121.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
123,PT02M32.00S,2022-01-15T01:59:30.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,17.559132720105126,48.28431372549019,1610612739,19,25,2022-01-15T01:59:42Z,1230000,9.0,113.0,1,left,MISS C. Osman 11' floating Shot,[1626224],1610612739.0,CLE,floating,,,Osman,C. Osman,,,,,11.29,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M30.00S,2022-01-15T01:59:32.0Z,1,REGULAR,rebound,defensive,[],1630563,,,1610612759,19,25,2022-01-15T01:59:32Z,1240000,,,0,,J. Primo REBOUND (Off:0 Def:1),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
125,PT02M26.00S,2022-01-15T01:59:36.2Z,1,REGULAR,3pt,Jump Shot,[],1627854,74.72076215505913,15.196078431372548,1610612759,22,25,2022-01-15T01:59:53Z,1250000,-174.0,185.0,1,right,B. Forbes 25' 3PT pullup (6 PTS) (L. Walker IV 1 AST),"[1627854, 1629022]",1610612759.0,SAS,pullup,,,Forbes,B. Forbes,,,,,25.4,Made,,,,,,,,,,6.0,,L. Walker IV,1629022.0,1.0,,,,,
127,PT02M09.00S,2022-01-15T01:59:53.3Z,1,REGULAR,3pt,Jump Shot,[],1630171,8.492115637319317,2.696078431372549,1610612739,22,25,2022-01-15T02:00:04Z,1270000,237.0,27.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,23.81,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M07.00S,2022-01-15T01:59:55.3Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,22,25,2022-01-15T02:00:04Z,1280000,,,0,,E. Mobley REBOUND (Off:2 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,127.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
129,PT02M07.00S,2022-01-15T02:00:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,5.590000152587891,50.0,1610612739,22,27,2022-01-15T02:00:00Z,1290000,0.0,0.0,1,left,E. Mobley putback Layup (4 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,0.0,Made,,,,,,,,,,4.0,,,,,,,,,
130,PT02M07.00S,2022-01-15T02:00:02.4Z,1,REGULAR,foul,personal,['1freethrow'],1629022,,,1610612739,22,27,2022-01-15T02:00:15Z,1300000,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Mobley 1 FT),"[1629022, 1630596]",1610612759.0,SAS,shooting,,,Walker IV,L. Walker IV,,,,,,,,,,,201638.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,
132,PT02M07.00S,2022-01-15T02:00:09.4Z,1,REGULAR,substitution,out,[],1628966,,,1610612739,22,27,2022-01-15T02:00:13Z,1320000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M07.00S,2022-01-15T02:00:09.4Z,1,REGULAR,substitution,in,[],1629640,,,1610612739,22,27,2022-01-15T02:00:13Z,1330000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M07.00S,2022-01-15T02:00:36.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630596,,,1610612739,22,27,2022-01-15T02:00:47Z,1340000,,,0,,MISS E. Mobley Free Throw 1 of 1,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
135,PT02M04.00S,2022-01-15T02:00:39.0Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612759,22,27,2022-01-15T02:00:47Z,1350000,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
136,PT01M59.00S,2022-01-15T02:00:45.2Z,1,REGULAR,foul,personal,[],1629164,,,1610612759,22,27,2022-01-15T02:00:52Z,1360000,,,0,,B. Goodwin personal FOUL (1 PF),"[1629164, 1630563]",1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,202026.0,1.0,0.0,Primo,1630563.0,,,,,,,,,,
138,PT01M54.00S,2022-01-15T02:01:17.2Z,1,REGULAR,foul,offensive,[],1629640,,,1610612759,22,27,2022-01-15T02:01:27Z,1380000,,,0,,K. Johnson charge offensive FOUL (1 PF),"[1629640, 201567]",1610612759.0,SAS,charge,,,Johnson,K. Johnson,,,,,,,,,,,1628485.0,1.0,0.0,Love,201567.0,,,,,,,,,,
140,PT01M54.00S,2022-01-15T02:01:17.2Z,1,REGULAR,turnover,offensive foul,[],1629640,,,1610612759,22,27,2022-01-15T02:01:17Z,1400000,,,0,,K. Johnson offensive foul TURNOVER (1 TO),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,1628485.0,,,,,,1.0,,,,,,,,
141,PT01M35.00S,2022-01-15T02:01:56.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,29.77989487516426,70.34313725490196,1610612739,22,30,2022-01-15T02:02:02Z,1410000,-102.0,227.0,1,left,C. Osman 24' 3PT  (3 PTS) (B. Goodwin 1 AST),"[1626224, 1629164]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,24.91,Made,,,,,,,,,,3.0,,B. Goodwin,1629164.0,1.0,,,,,
143,PT01M17.00S,2022-01-15T02:02:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.9862023653088,50.0,1610612759,24,30,2022-01-15T02:02:23Z,1430000,0.0,13.0,1,right,K. Johnson driving finger roll Layup (4 PTS) (B. Forbes 1 AST),"[1629640, 1627854]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,1.34,Made,,,,,,,,,,4.0,,B. Forbes,1627854.0,1.0,,,,,
144,PT01M05.00S,2022-01-15T02:02:26.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629164,6.389618922470433,49.26470588235294,1610612739,24,32,2022-01-15T02:02:31Z,1440000,4.0,8.0,1,left,B. Goodwin driving finger roll Layup (5 PTS),[1629164],1610612739.0,CLE,driving finger roll,,,Goodwin,B. Goodwin,,,,,0.85,Made,,,,,,,,,,5.0,,,,,,,,,
145,PT01M00.00S,2022-01-15T02:02:35.1Z,1,REGULAR,foul,offensive,[],1630563,,,1610612759,24,32,2022-01-15T02:02:49Z,1450000,,,0,,J. Primo offensive FOUL (1 PF),"[1630563, 1629164]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,201638.0,1.0,0.0,Goodwin,1629164.0,,,,,,,,,,
147,PT01M00.00S,2022-01-15T02:02:35.1Z,1,REGULAR,turnover,offensive foul,[],1630563,,,1610612759,24,32,2022-01-15T02:02:35Z,1470000,,,0,,J. Primo offensive foul TURNOVER (1 TO),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,201638.0,,,,,,1.0,,,,,,,,
148,PT00M50.00S,2022-01-15T02:03:01.8Z,1,REGULAR,foul,personal,['2freethrow'],1627854,,,1610612739,24,32,2022-01-15T02:03:10Z,1480000,,,0,,B. Forbes shooting personal FOUL (1 PF) (Okoro 2 FT),"[1627854, 1630171]",1610612759.0,SAS,shooting,,,Forbes,B. Forbes,,,,,,,,,,,201638.0,1.0,0.0,Okoro,1630171.0,,,,,,,,,,
150,PT00M50.00S,2022-01-15T02:03:32.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630171,,,1610612739,24,32,2022-01-15T02:03:32Z,1500000,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M50.00S,2022-01-15T02:03:32.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,24,32,2022-01-15T02:03:32Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,
152,PT00M50.00S,2022-01-15T02:03:48.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630171,,,1610612739,24,33,2022-01-15T02:03:48Z,1520000,,,0,,I. Okoro Free Throw 2 of 2 (1 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
153,PT00M33.90S,2022-01-15T02:04:10.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612759,24,33,2022-01-15T02:04:20Z,1530000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Walker IV 2 FT),"[1630171, 1629022]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,202026.0,1.0,0.0,Walker IV,1629022.0,,,,,,,,,,
156,PT00M33.90S,2022-01-15T02:04:33.4Z,1,REGULAR,freethrow,1 of 2,[],1629022,,,1610612759,25,33,2022-01-15T02:04:33Z,1550000,,,0,,L. Walker IV Free Throw 1 of 2 (1 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
157,PT00M33.90S,2022-01-15T02:04:45.7Z,1,REGULAR,freethrow,2 of 2,[],1629022,,,1610612759,26,33,2022-01-15T02:04:45Z,1560000,,,0,,L. Walker IV Free Throw 2 of 2 (2 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
158,PT00M18.70S,2022-01-15T02:05:04.5Z,1,REGULAR,3pt,Jump Shot,[],1626224,28.597240473061763,20.34313725490196,1610612739,26,33,2022-01-15T02:05:17Z,1570000,148.0,216.0,1,left,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M14.30S,2022-01-15T02:05:08.9Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,26,33,2022-01-15T02:05:17Z,1580000,,,0,,K. Love REBOUND (Off:1 Def:0),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,158.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
160,PT00M14.30S,2022-01-15T02:05:11.9Z,1,REGULAR,2pt,Hook,"['2ndchance', 'pointsinthepaint']",201567,5.590000152587891,50.0,1610612739,26,35,2022-01-15T02:05:47Z,1590000,0.0,0.0,1,left,K. Love turnaround Hook (4 PTS),[201567],1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,0.0,Made,,,,,,,,,,4.0,,,,,,,,,
161,PT00M03.00S,2022-01-15T02:05:23.3Z,1,REGULAR,3pt,Jump Shot,[],1629111,67.53860052562418,53.69944852941176,1610612759,26,35,2022-01-15T02:05:32Z,1600000,18.0,253.0,1,right,MISS J. Landale 25' 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
162,PT00M01.60S,2022-01-15T02:05:24.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,26,35,2022-01-15T02:05:32Z,1610000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,,
163,PT00M01.60S,2022-01-15T02:05:29.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,26,35,2022-01-15T02:05:29Z,1620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2022-01-15T02:05:39.0Z,1,REGULAR,period,end,[],0,,,1610612739,26,35,2022-01-15T02:05:39Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-01-15T02:07:07.2Z,2,REGULAR,substitution,out,['startperiod'],1629022,,,1610612739,26,35,2022-01-15T02:08:14Z,1640000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-01-15T02:07:07.2Z,2,REGULAR,substitution,out,['startperiod'],1627854,,,1610612739,26,35,2022-01-15T02:08:14Z,1650000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-01-15T02:07:07.2Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612739,26,35,2022-01-15T02:08:14Z,1660000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-01-15T02:07:07.2Z,2,REGULAR,substitution,in,['startperiod'],203926,,,1610612739,26,35,2022-01-15T02:08:14Z,1670000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-01-15T02:07:07.2Z,2,REGULAR,substitution,in,['startperiod'],1630170,,,1610612739,26,35,2022-01-15T02:08:14Z,1680000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-01-15T02:07:07.2Z,2,REGULAR,substitution,in,['startperiod'],1628374,,,1610612739,26,35,2022-01-15T02:08:14Z,1690000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-01-15T02:08:20.4Z,2,REGULAR,period,start,[],0,,,1610612759,26,35,2022-01-15T02:08:20Z,1700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M46.00S,2022-01-15T02:08:33.8Z,2,REGULAR,2pt,Jump Shot,[],1630170,74.72076215505913,56.127450980392155,1610612759,28,35,2022-01-15T02:08:45Z,1710000,31.0,185.0,1,right,D. Vassell 18' pullup Jump Shot (2 PTS) (J. Landale 1 AST),"[1630170, 1629111]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,18.76,Made,,,,,,,,,,2.0,,J. Landale,1629111.0,1.0,,,,,
174,PT11M29.00S,2022-01-15T02:08:50.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,18.478975032851512,57.84313725490197,1610612739,28,37,2022-01-15T02:08:54Z,1730000,-39.0,121.0,1,left,E. Mobley 12' Jump Shot (6 PTS) (B. Goodwin 2 AST),"[1630596, 1629164]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,12.74,Made,,,,,,,,,,6.0,,B. Goodwin,1629164.0,2.0,,,,,
176,PT11M08.00S,2022-01-15T02:09:11.4Z,2,REGULAR,3pt,Jump Shot,[],203926,94.43166885676742,96.81372549019608,1610612759,28,37,2022-01-15T02:09:20Z,1750000,234.0,0.0,1,right,MISS D. McDermott 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
177,PT11M05.00S,2022-01-15T02:09:14.4Z,2,REGULAR,rebound,offensive,[],203926,,,1610612759,28,37,2022-01-15T02:09:20Z,1760000,,,0,,D. McDermott REBOUND (Off:1 Def:0),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,176.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
178,PT11M04.00S,2022-01-15T02:09:15.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203926,87.59855453350855,42.40196078431372,1610612759,28,37,2022-01-15T02:09:23Z,1770000,-38.0,64.0,1,right,MISS D. McDermott 7' Layup,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,7.45,Missed,,,,,,,,,,,,,,,,,,,
179,PT11M04.00S,2022-01-15T02:09:15.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,28,37,2022-01-15T02:09:23Z,1780000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,
180,PT11M03.00S,2022-01-15T02:09:22.9Z,2,REGULAR,foul,personal,[],203926,,,1610612739,28,37,2022-01-15T02:10:03Z,1790000,,,0,,D. McDermott loose ball personal FOUL (1 PF),"[203926, 201567]",1610612759.0,SAS,loose ball,,,McDermott,D. McDermott,,,,,,,,,,,1628485.0,1.0,0.0,Love,201567.0,,,,,,,,,,
182,PT11M03.00S,2022-01-15T02:09:30.1Z,2,REGULAR,substitution,out,[],1629111,,,1610612739,28,37,2022-01-15T02:09:34Z,1810000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
