actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-03-08T01:40:24.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-08T01:40:24Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-03-08T01:40:26.7Z,1,REGULAR,jumpball,recovered,[],1627749,,,1610612759,0,0,2022-03-08T01:40:26Z,40000,,,0,,Jump Ball J. Poeltl vs. D. Howard: Tip to D. Murray,"[1627749, 1627751, 2730]",1610612759.0,SAS,startperiod,D. Murray,1627749.0,Murray,D. Murray,Poeltl,1627751.0,Howard,2730.0,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-03-08T01:40:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203926,93.38042049934296,54.166666666666664,1610612759,2,0,2022-03-08T01:40:43Z,70000,21.0,10.0,1,right,D. McDermott driving finger roll Layup (2 PTS) (J. Poeltl 1 AST),"[203926, 1627751]",1610612759.0,SAS,driving finger roll,,,McDermott,D. McDermott,,,,,2.3,Made,2.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2022-03-08T01:40:54.1Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612747,2,0,2022-03-08T01:41:05Z,90000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1627751, 201566]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,2004.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,
11,PT11M31.00S,2022-03-08T01:41:24.0Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,2,1,2022-03-08T01:43:20Z,110000,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
12,PT11M31.00S,2022-03-08T01:41:24.0Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,2,1,2022-03-08T01:43:20Z,120000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,
22,PT11M31.00S,2022-03-08T01:41:24.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,2,1,2022-03-08T01:43:20Z,125000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,
13,PT11M13.00S,2022-03-08T01:41:58.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,83.52496714848883,51.9607843137255,1610612759,4,1,2022-03-08T01:42:53Z,130000,10.0,102.0,1,right,J. Richardson 10' floating Jump Shot (2 PTS) (K. Johnson 1 AST),"[1626196, 1629640]",1610612759.0,SAS,floating,,,Richardson,J. Richardson,,,,,10.29,Made,2.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
15,PT10M47.00S,2022-03-08T01:42:22.7Z,1,REGULAR,2pt,Jump Shot,[],2730,26.231931668856767,38.23529411764706,1610612747,4,1,2022-03-08T01:43:34Z,150000,59.0,194.0,1,left,MISS D. Howard 20' Jump Shot,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,20.28,Missed,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2022-03-08T01:42:26.1Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,4,1,2022-03-08T01:42:26Z,160000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,15.0,2.0,2.0,0.0,,,,,
