actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
17,PT10M19.00S,2022-01-24T00:11:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,94.03745072273325,49.754901960784316,1610612759,5,4,2022-01-24T00:12:56Z,170000,-1.0,4.0,1,right,MISS D. Murray driving finger roll Layup,[1627749],1610612759.0,SAS,driving finger roll,,,Murray,D. Murray,,,,,0.37,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M15.00S,2022-01-24T00:11:55.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,5,4,2022-01-24T00:11:56Z,180000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
20,PT10M07.00S,2022-01-24T00:12:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.1268068331143235,48.77450980392157,1610612755,5,4,2022-01-24T00:13:42Z,190000,6.0,5.0,1,left,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M06.00S,2022-01-24T00:12:04.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,5,4,2022-01-24T00:12:18Z,200000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,
22,PT10M06.00S,2022-01-24T00:12:09.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,5,4,2022-01-24T00:12:09Z,210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M51.00S,2022-01-24T00:12:33.9Z,1,REGULAR,foul,personal,['2freethrow'],1627788,,,1610612759,5,4,2022-01-24T00:12:53Z,220000,,,0,,F. Korkmaz shooting personal FOUL (1 PF) (Johnson 2 FT),"[1627788, 1629640]",1610612755.0,PHI,shooting,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Johnson,1629640.0,,,,,,
25,PT09M51.00S,2022-01-24T00:12:56.5Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,6,4,2022-01-24T00:12:56Z,240000,,,0,,K. Johnson Free Throw 1 of 2 (4 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
26,PT09M51.00S,2022-01-24T00:13:08.7Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,7,4,2022-01-24T00:13:08Z,250000,,,0,,K. Johnson Free Throw 2 of 2 (5 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
27,PT09M46.00S,2022-01-24T00:13:17.1Z,1,REGULAR,foul,personal,['2freethrow'],203926,,,1610612755,7,4,2022-01-24T00:13:24Z,260000,,,0,,D. McDermott shooting personal FOUL (1 PF) (Embiid 2 FT),"[203926, 203954]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Embiid,203954.0,,,,,,
29,PT09M46.00S,2022-01-24T00:13:40.2Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,7,5,2022-01-24T00:13:40Z,280000,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
30,PT09M46.00S,2022-01-24T00:14:00.5Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,7,6,2022-01-24T00:14:00Z,290000,,,0,,J. Embiid Free Throw 2 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
31,PT09M33.00S,2022-01-24T00:14:14.6Z,1,REGULAR,3pt,Jump Shot,[],1629640,74.72076215505913,14.950980392156863,1610612759,7,6,2022-01-24T00:14:21Z,300000,-175.0,185.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M33.00S,2022-01-24T00:14:18.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,7,6,2022-01-24T00:14:18Z,310000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,
33,PT09M33.00S,2022-01-24T00:14:20.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,7,6,2022-01-24T00:14:20Z,320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M16.00S,2022-01-24T00:14:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.389618922470433,50.98039215686274,1610612755,7,6,2022-01-24T00:14:48Z,330000,-5.0,8.0,1,left,MISS J. Embiid driving Layup - blocked,"[203954, 1627751]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,0.9,Missed,,,,,,,,,,,,,,Poeltl,1627751.0,,,,
35,PT09M16.00S,2022-01-24T00:14:42.3Z,1,REGULAR,block,,[],1627751,,,1610612755,7,6,2022-01-24T00:14:44Z,340000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M11.00S,2022-01-24T00:14:47.3Z,1,REGULAR,rebound,offensive,[],1629718,,,1610612755,7,6,2022-01-24T00:14:48Z,350000,,,0,,C. Brown Jr. REBOUND (Off:1 Def:0),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
37,PT09M11.00S,2022-01-24T00:14:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629718,5.590000152587891,50.0,1610612755,7,8,2022-01-24T00:14:47Z,360000,0.0,0.0,1,left,C. Brown Jr. putback Layup (2 PTS),[1629718],1610612755.0,PHI,putback,,,Brown Jr.,C. Brown Jr.,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
38,PT08M56.00S,2022-01-24T00:15:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,87.46714848883047,44.11764705882353,1610612759,7,8,2022-01-24T00:17:45Z,370000,-29.0,65.0,1,right,MISS D. Murray 7' driving floating Shot,[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,7.16,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M52.00S,2022-01-24T00:15:06.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,7,8,2022-01-24T00:15:07Z,380000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
40,PT08M44.00S,2022-01-24T00:15:14.9Z,1,REGULAR,2pt,Jump Shot,[],203954,10.068988173455978,76.22549019607843,1610612755,7,8,2022-01-24T00:18:44Z,390000,-131.0,42.0,1,left,MISS J. Embiid 13' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,13.77,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M42.00S,2022-01-24T00:15:16.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,7,8,2022-01-24T00:15:23Z,400000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
42,PT08M29.00S,2022-01-24T00:15:29.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,85.49605781865965,48.77450980392157,1610612759,9,8,2022-01-24T00:19:16Z,410000,-6.0,84.0,1,right,D. McDermott 8' driving floating Jump Shot (2 PTS) (D. White 1 AST),"[203926, 1628401]",1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,8.4,Made,,,,,2.0,D. White,1628401.0,1.0,,,,,,,,,,,
44,PT08M11.00S,2022-01-24T00:15:47.4Z,1,REGULAR,2pt,Jump Shot,[],202699,10.463206307490145,22.54901960784314,1610612755,9,10,2022-01-24T00:15:51Z,430000,137.0,46.0,1,left,T. Harris 14' pullup Jump Shot (2 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,14.48,Made,,,,,2.0,,,,,,,,,,,,,,
45,PT07M59.00S,2022-01-24T00:15:59.4Z,1,REGULAR,3pt,Jump Shot,[],203926,82.47371879106439,3.6764705882352944,1610612759,9,10,2022-01-24T00:16:03Z,440000,-232.0,112.0,1,right,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M55.00S,2022-01-24T00:16:03.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,9,10,2022-01-24T00:16:03Z,450000,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
47,PT07M49.00S,2022-01-24T00:16:08.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203954,21.107095926412615,65.44117647058823,1610612755,9,12,2022-01-24T00:16:13Z,460000,-77.0,146.0,1,left,J. Embiid 16' pullup Jump Shot (6 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,16.51,Made,,,,,6.0,,,,,,,,,,,,,,
48,PT07M23.00S,2022-01-24T00:16:34.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,81.15965834428384,65.68627450980392,1610612759,9,12,2022-01-24T00:16:39Z,470000,78.0,125.0,1,right,MISS D. White 14' pullup Shot,[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,14.72,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M21.00S,2022-01-24T00:16:36.5Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,9,12,2022-01-24T00:16:39Z,480000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
50,PT07M12.00S,2022-01-24T00:16:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.171484888304862,49.754901960784316,1610612755,9,12,2022-01-24T00:20:25Z,490000,1.0,62.0,1,left,MISS T. Harris 6' driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,6.19,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M10.00S,2022-01-24T00:16:48.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,9,12,2022-01-24T00:16:52Z,500000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
52,PT06M59.00S,2022-01-24T00:16:59.6Z,1,REGULAR,3pt,Jump Shot,[],1628401,67.7562417871222,65.19607843137256,1610612759,9,12,2022-01-24T00:17:02Z,510000,76.0,251.0,1,right,MISS D. White 26' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
53,PT06M57.00S,2022-01-24T00:17:01.6Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,9,12,2022-01-24T00:17:02Z,520000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
54,PT06M48.00S,2022-01-24T00:17:10.2Z,1,REGULAR,3pt,Jump Shot,[],203954,29.25427069645204,73.2843137254902,1610612755,9,12,2022-01-24T00:17:14Z,530000,-116.0,222.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
55,PT06M45.00S,2022-01-24T00:17:13.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,9,12,2022-01-24T00:17:14Z,540000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
56,PT06M42.00S,2022-01-24T00:17:21.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,9,12,2022-01-24T00:17:21Z,550000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M34.00S,2022-01-24T00:20:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.72339027595268,48.77450980392157,1610612759,9,12,2022-01-24T00:20:41Z,560000,-6.0,16.0,1,right,MISS J. Poeltl cutting Layup - blocked,"[1627751, 203954]",1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,1.7,Missed,,,,,,,,,,,,,,Embiid,203954.0,,,,
58,PT06M34.00S,2022-01-24T00:20:32.4Z,1,REGULAR,block,,[],203954,,,1610612759,9,12,2022-01-24T00:20:35Z,570000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M29.00S,2022-01-24T00:20:37.4Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,9,12,2022-01-24T00:20:41Z,580000,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,57.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
60,PT06M29.00S,2022-01-24T00:20:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612759,11,12,2022-01-24T00:20:37Z,590000,0.0,0.0,1,right,J. Poeltl putback Layup (2 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
61,PT06M18.00S,2022-01-24T00:20:51.0Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612755,11,12,2022-01-24T00:21:01Z,600000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Harris 2 FT),"[1627751, 202699]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Harris,202699.0,,,,,,
63,PT06M18.00S,2022-01-24T00:21:16.6Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,11,13,2022-01-24T00:21:16Z,620000,,,0,,T. Harris Free Throw 1 of 2 (3 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
64,PT06M18.00S,2022-01-24T00:21:30.6Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,11,14,2022-01-24T00:21:30Z,630000,,,0,,T. Harris Free Throw 2 of 2 (4 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
65,PT06M04.00S,2022-01-24T00:21:46.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,87.07293035479631,57.84313725490197,1610612759,11,14,2022-01-24T00:21:51Z,640000,39.0,69.0,1,right,MISS K. Johnson 7' turnaround Shot,[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,7.94,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M02.00S,2022-01-24T00:21:48.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,11,14,2022-01-24T00:21:51Z,650000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,65.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
67,PT05M50.00S,2022-01-24T00:22:00.8Z,1,REGULAR,2pt,Jump Shot,[],1630178,7.178055190538765,25.0,1610612755,11,14,2022-01-24T00:23:03Z,660000,125.0,15.0,1,left,MISS T. Maxey 12' floating Shot,[1630178],1610612755.0,PHI,floating,,,Maxey,T. Maxey,,,,,12.59,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M46.00S,2022-01-24T00:22:04.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,11,14,2022-01-24T00:22:08Z,670000,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,67.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
69,PT05M38.00S,2022-01-24T00:22:13.8Z,1,REGULAR,foul,personal,['2freethrow'],202699,,,1610612759,11,14,2022-01-24T00:22:26Z,680000,,,0,,T. Harris shooting personal FOUL (1 PF) (Poeltl 2 FT),"[202699, 1627751]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Poeltl,1627751.0,,,,,,
71,PT05M38.00S,2022-01-24T00:22:42.9Z,1,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,11,14,2022-01-24T00:22:42Z,700000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2022-01-24T00:22:42.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,11,14,2022-01-24T00:22:42Z,710000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,
73,PT05M38.00S,2022-01-24T00:22:43.9Z,1,REGULAR,substitution,out,[],203926,,,1610612759,11,14,2022-01-24T00:22:51Z,720000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M38.00S,2022-01-24T00:22:43.9Z,1,REGULAR,substitution,out,[],202699,,,1610612759,11,14,2022-01-24T00:22:51Z,730000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M38.00S,2022-01-24T00:22:43.9Z,1,REGULAR,substitution,in,[],1630170,,,1610612759,11,14,2022-01-24T00:22:51Z,740000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M38.00S,2022-01-24T00:22:43.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612759,11,14,2022-01-24T00:22:51Z,750000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M38.00S,2022-01-24T00:23:06.9Z,1,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,12,14,2022-01-24T00:23:06Z,760000,,,0,,J. Poeltl Free Throw 2 of 2 (3 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
78,PT05M34.00S,2022-01-24T00:23:16.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,12,14,2022-01-24T00:23:16Z,770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M28.00S,2022-01-24T00:23:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629718,6.1268068331143235,50.49019607843137,1610612755,12,16,2022-01-24T00:23:46Z,780000,-2.0,5.0,1,left,C. Brown Jr. reverse Layup (4 PTS) (J. Embiid 1 AST),"[1629718, 203954]",1610612755.0,PHI,reverse,,,Brown Jr.,C. Brown Jr.,,,,,0.57,Made,,,,,4.0,J. Embiid,203954.0,1.0,,,,,,,,,,,
81,PT05M28.00S,2022-01-24T00:23:37.5Z,1,REGULAR,foul,personal,['1freethrow'],1629640,,,1610612755,12,16,2022-01-24T00:23:44Z,800000,,,0,,K. Johnson shooting personal FOUL (1 PF) (Brown Jr. 1 FT),"[1629640, 1629718]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,,,,,,,,,,,202049.0,1.0,0.0,Brown Jr.,1629718.0,,,,,,
83,PT05M28.00S,2022-01-24T00:24:02.9Z,1,REGULAR,freethrow,1 of 1,[],1629718,,,1610612755,12,17,2022-01-24T00:24:02Z,820000,,,0,,C. Brown Jr. Free Throw 1 of 1 (5 PTS),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
84,PT05M11.00S,2022-01-24T00:24:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,86.15308804204993,54.166666666666664,1610612759,14,17,2022-01-24T00:25:11Z,830000,21.0,78.0,1,right,D. White 8' driving floating bank Jump Shot (2 PTS),[1628401],1610612759.0,SAS,driving floating bank,,,White,D. White,,,,,8.04,Made,,,,,2.0,,,,,,,,,,,,,,
85,PT04M48.00S,2022-01-24T00:24:44.0Z,1,REGULAR,2pt,Jump Shot,[],203954,18.084756898817346,70.09803921568627,1610612755,14,17,2022-01-24T00:24:48Z,840000,-100.0,117.0,1,left,MISS J. Embiid 15' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,15.46,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M45.00S,2022-01-24T00:24:47.0Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,14,17,2022-01-24T00:24:48Z,850000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
87,PT04M36.00S,2022-01-24T00:24:55.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.64323258869908,49.50980392156863,1610612759,16,17,2022-01-24T00:25:04Z,860000,-2.0,7.0,1,right,J. Poeltl reverse Layup (5 PTS) (D. Murray 1 AST),"[1627751, 1627749]",1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,0.77,Made,,,,,5.0,D. Murray,1627749.0,1.0,,,,,,,,,,,
