actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-29T01:41:33.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-29T01:41:33Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-01-29T01:41:35.6Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612759,0,0,2022-01-29T01:41:35Z,40000,,,0,,Jump Ball J. Poeltl vs. N. Vucevic: Tip to D. White,"[1628401, 1627751, 202696]",1610612759.0,SAS,startperiod,D. White,1628401.0,White,D. White,Poeltl,1627751.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-01-29T01:41:54.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,15.325229960578188,49.26470588235294,1610612759,2,0,2022-01-29T01:42:02Z,70000,4.0,92.0,1,left,J. Poeltl 9' Hook (2 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,9.17,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M20.00S,2022-01-29T01:42:11.9Z,1,REGULAR,2pt,Jump Shot,[],202696,83.78777923784494,19.11764705882353,1610612741,2,0,2022-01-29T01:42:19Z,80000,-154.0,100.0,1,right,MISS N. Vucevic 18' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,18.39,Missed,,,,,,,,,,,,,,,,,,,
9,PT11M16.00S,2022-01-29T01:42:15.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,2,0,2022-01-29T01:42:19Z,90000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M10.00S,2022-01-29T01:42:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.1268068331143235,49.754901960784316,1610612759,4,0,2022-01-29T01:42:28Z,100000,1.0,5.0,1,left,J. Poeltl cutting finger roll Layup (4 PTS) (D. Murray 1 AST),"[1627751, 1627749]",1610612759.0,SAS,cutting finger roll,,,Poeltl,J. Poeltl,,,,,0.52,Made,4.0,,,,,D. Murray,1627749.0,1.0,,,,,,,,,,,
12,PT10M54.00S,2022-01-29T01:42:38.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,90.48948751642575,65.44117647058823,1610612741,4,2,2022-01-29T01:42:44Z,120000,77.0,37.0,1,right,N. Vucevic 8' turnaround Hook (2 PTS),[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,8.56,Made,2.0,,,,,,,,,,,,,,,,,,
13,PT10M44.00S,2022-01-29T01:42:48.4Z,1,REGULAR,3pt,Jump Shot,[],1629640,27.94021024967148,20.098039215686274,1610612759,4,2,2022-01-29T01:42:54Z,130000,150.0,210.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M41.00S,2022-01-29T01:42:51.4Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,4,2,2022-01-29T01:42:54Z,140000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M36.00S,2022-01-29T01:42:56.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,73.01248357424441,18.872549019607842,1610612741,4,2,2022-01-29T01:44:30Z,150000,-156.0,201.0,1,right,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M31.00S,2022-01-29T01:43:01.4Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,4,2,2022-01-29T01:43:05Z,160000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M24.00S,2022-01-29T01:43:08.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,6.915243101182654,48.28431372549019,1610612759,4,2,2022-01-29T01:43:16Z,170000,9.0,13.0,1,left,MISS D. White driving finger roll Layup,[1628401],1610612759.0,SAS,driving finger roll,,,White,D. White,,,,,1.52,Missed,,,,,,,,,,,,,,,,,,,
