actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
2,PT12M00.00S,2021-12-16T01:40:17.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-16T01:40:17Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-12-16T01:40:20.6Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612759,0,0,2021-12-16T01:40:20Z,40000,,,0,,Jump Ball J. Poeltl vs. M. Plumlee: Tip to D. White,"[1628401, 1627751, 203486]",1610612759.0,SAS,startperiod,D. White,1628401.0,White,D. White,Poeltl,1627751.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2021-12-16T01:40:34.8Z,1,REGULAR,3pt,Jump Shot,[],203926,74.32654402102497,15.441176470588236,1610612759,0,0,2021-12-16T01:40:41Z,70000,-173.0,189.0,1,right,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2021-12-16T01:40:39.8Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,0,0,2021-12-16T01:40:41Z,80000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M23.00S,2021-12-16T01:40:52.7Z,1,REGULAR,3pt,Jump Shot,[],1628998,29.6484888304862,71.81372549019608,1610612766,0,3,2021-12-16T01:41:02Z,90000,-109.0,226.0,1,left,C. Martin 25' 3PT  (3 PTS) (M. Bridges 1 AST),"[1628998, 1628970]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,25.11,Made,,,,,3.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,
11,PT11M07.00S,2021-12-16T01:41:08.8Z,1,REGULAR,3pt,Jump Shot,[],1627749,91.80354796320631,95.34313725490196,1610612759,3,3,2021-12-16T01:41:15Z,110000,227.0,25.0,1,right,D. Murray 3PT  (3 PTS) (K. Johnson 1 AST),"[1627749, 1629640]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,22.8,Made,,,,,3.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,
13,PT10M48.00S,2021-12-16T01:41:28.0Z,1,REGULAR,3pt,Jump Shot,[],1628998,23.73521681997372,87.5,1610612766,3,6,2021-12-16T01:41:38Z,130000,-188.0,171.0,1,left,C. Martin 25' 3PT  (6 PTS) (T. Rozier 1 AST),"[1628998, 1626179]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,25.35,Made,,,,,6.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,
15,PT10M29.00S,2021-12-16T01:41:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.64323258869908,45.83333333333333,1610612759,5,6,2021-12-16T01:41:51Z,150000,-21.0,7.0,1,right,J. Poeltl cutting Layup (2 PTS) (D. White 1 AST),"[1627751, 1628401]",1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,2.2,Made,,,,,2.0,D. White,1628401.0,1.0,,,,,,,,,,,
17,PT10M08.00S,2021-12-16T01:42:08.7Z,1,REGULAR,3pt,Jump Shot,[],1626179,31.225361366622867,63.48039215686274,1610612766,5,6,2021-12-16T01:42:16Z,170000,-67.0,241.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M04.00S,2021-12-16T01:42:12.7Z,1,REGULAR,rebound,offensive,[],1628998,,,1610612766,5,6,2021-12-16T01:42:16Z,180000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
