actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
180,PT09M56.00S,2022-02-04T00:42:51.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630563,86.41590013140605,56.127450980392155,1610612759,21,28,2022-02-04T00:44:41Z,1760000,31.0,75.0,1,right,MISS J. Primo 8' driving floating Shot,[1630563],1610612759.0,SAS,driving floating,,,Primo,J. Primo,,,,,,,,,8.12,Missed,,,,,,,,,,,,,,
181,PT09M53.00S,2022-02-04T00:42:54.4Z,2,REGULAR,rebound,offensive,[],201152,,,1610612759,21,28,2022-02-04T00:50:26Z,1770000,,,0,,T. Young REBOUND (Off:3 Def:2),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,180.0,5.0,2.0,3.0,,,,,,,,,
227,PT09M53.00S,2022-02-04T00:42:54.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201152,91.27792378449409,49.26470588235294,1610612759,21,28,2022-02-04T01:47:33Z,1775000,-4.0,29.0,1,right,MISS T. Young tip Layup,[201152],1610612759.0,SAS,tip,,,Young,T. Young,,,,,,,,,2.97,Missed,,,,,,,,,,,,,,
228,PT09M53.00S,2022-02-04T00:42:54.2Z,2,REGULAR,rebound,offensive,[],201152,,,1610612759,21,28,2022-02-04T00:50:16Z,1777500,,,0,,T. Young REBOUND (Off:4 Def:2),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,227.0,6.0,2.0,4.0,,,,,,,,,
182,PT09M51.00S,2022-02-04T00:42:57.0Z,2,REGULAR,turnover,lost ball,[],201152,,,1610612759,21,28,2022-02-04T00:43:05Z,1780000,,,0,,T. Young lost ball TURNOVER (1 TO),"[201152, 1629216]",1610612759.0,SAS,,,,Young,T. Young,,,,,1.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,
183,PT09M51.00S,2022-02-04T00:42:57.0Z,2,REGULAR,steal,,[],1629216,,,1610612748,21,28,2022-02-04T00:42:59Z,1790000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M30.00S,2022-02-04T00:43:17.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,7.835085413929041,3.1862745098039214,1610612748,21,31,2022-02-04T00:43:26Z,1800000,234.0,21.0,1,left,M. Strus 3PT pullup (3 PTS) (T. Herro 1 AST),"[1629622, 1629639]",1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,,,23.5,Made,3.0,,,,,,,,,T. Herro,1629639.0,1.0,,
186,PT09M17.00S,2022-02-04T00:43:29.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,86.02168199737189,49.26470588235294,1610612759,23,31,2022-02-04T00:43:37Z,1820000,-4.0,79.0,1,right,K. Johnson 7' floating Jump Shot (2 PTS) (J. Primo 1 AST),"[1629640, 1630563]",1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,,,,,7.9,Made,2.0,,,,,,,,,J. Primo,1630563.0,1.0,,
188,PT09M04.00S,2022-02-04T00:43:44.7Z,2,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,23,31,2022-02-04T00:43:56Z,1840000,,,0,,G. Vincent bad pass out-of-bounds TURNOVER (1 TO),[1629216],1610612748.0,MIA,bad pass,,,Vincent,G. Vincent,,,,,1.0,,,1627541.0,,,,,,,,,,,,,,,,
189,PT09M04.00S,2022-02-04T00:43:55.4Z,2,REGULAR,substitution,out,[],1630563,,,1610612759,23,31,2022-02-04T00:44:06Z,1850000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M04.00S,2022-02-04T00:43:55.4Z,2,REGULAR,substitution,out,[],201152,,,1610612759,23,31,2022-02-04T00:44:06Z,1860000,,,0,,SUB out: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M04.00S,2022-02-04T00:43:55.4Z,2,REGULAR,substitution,in,[],1629234,,,1610612759,23,31,2022-02-04T00:44:06Z,1870000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M04.00S,2022-02-04T00:43:55.4Z,2,REGULAR,substitution,in,[],1629022,,,1610612759,23,31,2022-02-04T00:44:06Z,1880000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M46.00S,2022-02-04T00:44:18.6Z,2,REGULAR,turnover,lost ball,[],1629640,,,1610612759,23,31,2022-02-04T00:44:25Z,1890000,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 1629639]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,1.0,Herro,1629639.0,,,,,,,,,,,,,,,,,
194,PT08M46.00S,2022-02-04T00:44:18.6Z,2,REGULAR,steal,,[],1629639,,,1610612748,23,31,2022-02-04T00:44:21Z,1900000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M42.00S,2022-02-04T00:44:22.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,6.783837056504599,49.01960784313725,1610612748,23,33,2022-02-04T00:44:29Z,1910000,5.0,11.0,1,left,T. Herro running finger roll Layup (10 PTS),[1629639],1610612748.0,MIA,running finger roll,,,Herro,T. Herro,,,,,,,,,1.23,Made,10.0,,,,,,,,,,,,,
196,PT08M25.00S,2022-02-04T00:44:39.2Z,2,REGULAR,3pt,Jump Shot,[],1629022,73.40670170827858,82.1078431372549,1610612759,26,33,2022-02-04T00:44:45Z,1920000,161.0,197.0,1,right,L. Walker IV 25' 3PT  (3 PTS) (T. Jones 2 AST),"[1629022, 1630200]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,25.45,Made,3.0,,,,,,,,,T. Jones,1630200.0,2.0,,
198,PT08M02.00S,2022-02-04T00:45:01.7Z,2,REGULAR,3pt,Jump Shot,[],1629622,21.632720105124836,89.95098039215686,1610612748,26,36,2022-02-04T00:45:07Z,1940000,-200.0,151.0,1,left,M. Strus 25' 3PT  (6 PTS) (G. Vincent 1 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,25.03,Made,6.0,,,,,,,,,G. Vincent,1629216.0,1.0,,
200,PT07M32.00S,2022-02-04T00:45:32.2Z,2,REGULAR,3pt,Jump Shot,[],1629640,84.97043363994744,95.09803921568627,1610612759,29,36,2022-02-04T00:45:36Z,1960000,225.0,89.0,1,right,K. Johnson 24' 3PT  (5 PTS) (D. Vassell 3 AST),"[1629640, 1630170]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,24.24,Made,5.0,,,,,,,,,D. Vassell,1630170.0,3.0,,
202,PT07M16.00S,2022-02-04T00:45:47.5Z,2,REGULAR,3pt,Jump Shot,[],1629216,19.530223390275953,94.6078431372549,1610612748,29,39,2022-02-04T00:45:51Z,1980000,-223.0,131.0,1,left,G. Vincent 25' 3PT  (3 PTS) (T. Herro 2 AST),"[1629216, 1629639]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,25.87,Made,3.0,,,,,,,,,T. Herro,1629639.0,2.0,,
204,PT06M58.00S,2022-02-04T00:46:09.1Z,2,REGULAR,foul,offensive,[],1629234,,,1610612759,29,39,2022-02-04T00:46:17Z,2000000,,,0,,D. Eubanks offensive FOUL (2 PF),"[1629234, 1629216]",1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,202035.0,,,,,,,,2.0,0.0,Vincent,1629216.0,,,,,
206,PT06M58.00S,2022-02-04T00:46:09.1Z,2,REGULAR,turnover,offensive foul,[],1629234,,,1610612759,29,39,2022-02-04T00:46:09Z,2020000,,,0,,D. Eubanks offensive foul TURNOVER (1 TO),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,1.0,,,202035.0,,,,,,,,,,,,,,,,
207,PT06M58.00S,2022-02-04T00:46:15.5Z,2,REGULAR,substitution,out,[],1630200,,,1610612748,29,39,2022-02-04T00:46:20Z,2030000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M58.00S,2022-02-04T00:46:15.5Z,2,REGULAR,substitution,out,[],1629639,,,1610612748,29,39,2022-02-04T00:46:20Z,2040000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M58.00S,2022-02-04T00:46:15.5Z,2,REGULAR,substitution,in,[],1628401,,,1610612748,29,39,2022-02-04T00:46:20Z,2050000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M58.00S,2022-02-04T00:46:15.5Z,2,REGULAR,substitution,in,[],202710,,,1610612748,29,39,2022-02-04T00:46:20Z,2060000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M40.00S,2022-02-04T00:46:43.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,2.9730617608409986,4.166666666666666,1610612748,29,42,2022-02-04T00:46:46Z,2070000,229.0,-25.0,1,left,G. Vincent 3PT  (6 PTS) (K. Lowry 2 AST),"[1629216, 200768]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,23.05,Made,6.0,,,,,,,,,K. Lowry,200768.0,2.0,,
213,PT06M25.00S,2022-02-04T00:46:58.9Z,2,REGULAR,3pt,Jump Shot,[],1630170,70.90998685939553,16.176470588235293,1610612759,32,42,2022-02-04T00:47:03Z,2090000,-169.0,221.0,1,right,D. Vassell 27' 3PT  (5 PTS) (L. Walker IV 1 AST),"[1630170, 1629022]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,27.82,Made,5.0,,,,,,,,,L. Walker IV,1629022.0,1.0,,
215,PT06M14.00S,2022-02-04T00:47:09.6Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,32,42,2022-02-04T00:47:16Z,2110000,,,0,,K. Lowry bad pass TURNOVER (3 TO),"[200768, 1630170]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,3.0,Vassell,1630170.0,,,,,,,,,,,,,,,,,
216,PT06M14.00S,2022-02-04T00:47:09.6Z,2,REGULAR,steal,,[],1630170,,,1610612759,32,42,2022-02-04T00:47:41Z,2120000,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M11.00S,2022-02-04T00:47:14.9Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612759,32,42,2022-02-04T00:47:25Z,2130000,,,0,,G. Vincent shooting personal FOUL (1 PF) (White 2 FT),"[1629216, 1628401]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,202035.0,,,,,,,,1.0,0.0,White,1628401.0,,,,,
219,PT06M11.00S,2022-02-04T00:47:42.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628401,,,1610612759,33,42,2022-02-04T00:47:42Z,2150000,,,0,,D. White Free Throw 1 of 2 (9 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
220,PT06M11.00S,2022-02-04T00:47:44.6Z,2,REGULAR,substitution,out,[],1628389,,,1610612759,33,42,2022-02-04T00:47:49Z,2160000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M11.00S,2022-02-04T00:47:44.6Z,2,REGULAR,substitution,in,[],203473,,,1610612759,33,42,2022-02-04T00:47:49Z,2170000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M11.00S,2022-02-04T00:48:06.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628401,,,1610612759,34,42,2022-02-04T00:48:06Z,2180000,,,0,,D. White Free Throw 2 of 2 (10 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
223,PT05M52.00S,2022-02-04T00:48:28.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203473,18.347568988173457,50.73529411764706,1610612748,34,42,2022-02-04T00:48:32Z,2190000,-4.0,120.0,1,left,MISS D. Dedmon 12' pullup Shot,[203473],1610612748.0,MIA,pullup,,,Dedmon,D. Dedmon,,,,,,,,,12.01,Missed,,,,,,,,,,,,,,
224,PT05M49.00S,2022-02-04T00:48:31.4Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,34,42,2022-02-04T01:06:33Z,2200000,,,0,,L. Walker IV REBOUND (Off:1 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,223.0,2.0,1.0,1.0,,,,,,,,,
225,PT05M42.00S,2022-02-04T00:48:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,93.38042049934296,50.98039215686274,1610612759,36,42,2022-02-04T00:48:42Z,2210000,5.0,10.0,1,right,D. White driving Layup (12 PTS),[1628401],1610612759.0,SAS,driving,,,White,D. White,,,,,,,,,1.09,Made,12.0,,,,,,,,,,,,,
226,PT05M42.00S,2022-02-04T00:48:43.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,36,42,2022-02-04T00:48:43Z,2220000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M42.00S,2022-02-04T00:51:04.4Z,2,REGULAR,substitution,out,[],1629640,,,1610612748,36,42,2022-02-04T00:51:30Z,2230000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M42.00S,2022-02-04T00:51:04.4Z,2,REGULAR,substitution,in,[],1627823,,,1610612748,36,42,2022-02-04T00:51:30Z,2240000,,,0,,SUB in: J. Hernangomez,[1627823],1610612759.0,SAS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M20.00S,2022-02-04T00:51:57.7Z,2,REGULAR,2pt,Jump Shot,[],200768,9.674770039421814,25.98039215686275,1610612748,36,42,2022-02-04T00:52:02Z,2250000,120.0,38.0,1,left,MISS K. Lowry 12' turnaround fadeaway Shot,[200768],1610612748.0,MIA,turnaround fadeaway,,,Lowry,K. Lowry,,,,,,,,,12.61,Missed,,,,,,,,,,,,,,
232,PT05M17.00S,2022-02-04T00:52:00.7Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612759,36,42,2022-02-04T00:52:02Z,2260000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,231.0,2.0,2.0,0.0,,,,,,,,,
233,PT05M09.00S,2022-02-04T00:52:08.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,80.23981603153744,62.745098039215684,1610612759,36,42,2022-02-04T00:53:06Z,2270000,64.0,133.0,1,right,MISS D. White 14' floating Shot,[1628401],1610612759.0,SAS,floating,,,White,D. White,,,,,,,,,14.76,Missed,,,,,,,,,,,,,,
234,PT05M09.00S,2022-02-04T00:52:08.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,36,42,2022-02-04T00:52:12Z,2280000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,233.0,,,,,,,,,,,,
235,PT05M09.00S,2022-02-04T00:52:12.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,36,42,2022-02-04T00:52:12Z,2290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M09.00S,2022-02-04T00:52:16.9Z,2,REGULAR,substitution,out,[],1629216,,,1610612759,36,42,2022-02-04T00:52:30Z,2300000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M09.00S,2022-02-04T00:52:16.9Z,2,REGULAR,substitution,out,[],1629622,,,1610612759,36,42,2022-02-04T00:52:30Z,2310000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M09.00S,2022-02-04T00:52:16.9Z,2,REGULAR,substitution,in,[],1629639,,,1610612759,36,42,2022-02-04T00:52:30Z,2320000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M09.00S,2022-02-04T00:52:16.9Z,2,REGULAR,substitution,in,[],200782,,,1610612759,36,42,2022-02-04T00:52:30Z,2330000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M53.00S,2022-02-04T00:52:59.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,73.80091984231275,83.08823529411765,1610612759,36,42,2022-02-04T00:53:03Z,2350000,165.0,194.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,25.48,Missed,,,,,,,,,,,,,,
242,PT04M50.00S,2022-02-04T00:53:01.6Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,36,42,2022-02-04T00:53:01Z,2360000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,241.0,2.0,2.0,0.0,,,,,,,,,
243,PT04M40.00S,2022-02-04T00:53:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203473,5.601182654402102,50.0,1610612748,36,44,2022-02-04T00:53:20Z,2370000,0.0,0.0,1,left,D. Dedmon reverse Layup (7 PTS) (J. Butler 2 AST),"[203473, 202710]",1610612748.0,MIA,reverse,,,Dedmon,D. Dedmon,,,,,,,,,0.02,Made,7.0,,,,,,,,,J. Butler,202710.0,2.0,,
245,PT04M26.00S,2022-02-04T00:53:25.8Z,2,REGULAR,3pt,Jump Shot,[],1627823,93.9060446780552,94.6078431372549,1610612759,36,44,2022-02-04T00:53:32Z,2390000,223.0,5.0,1,right,MISS J. Hernangomez 3PT,[1627823],1610612759.0,SAS,,,,Hernangomez,J. Hernangomez,,,,,,,,,22.31,Missed,,,,,,,,,,,,,,
246,PT04M24.00S,2022-02-04T00:53:27.8Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612759,36,44,2022-02-04T01:09:29Z,2400000,,,0,,D. Eubanks REBOUND (Off:1 Def:2),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,245.0,3.0,2.0,1.0,,,,,,,,,
247,PT04M24.00S,2022-02-04T00:53:32.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,36,44,2022-02-04T00:53:32Z,2410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M21.00S,2022-02-04T00:54:14.8Z,2,REGULAR,foul,personal,['2freethrow'],203473,,,1610612759,36,44,2022-02-04T00:54:23Z,2420000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Hernangomez 2 FT),"[203473, 1627823]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,202035.0,,,,,,,,1.0,0.0,Hernangomez,1627823.0,,,,,
250,PT04M21.00S,2022-02-04T00:54:39.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627823,,,1610612759,37,44,2022-02-04T00:55:03Z,2440000,,,0,,J. Hernangomez Free Throw 1 of 2 (1 PTS),[1627823],1610612759.0,SAS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
251,PT04M21.00S,2022-02-04T00:54:39.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627823,,,1610612759,37,44,2022-02-04T00:55:03Z,2450000,,,0,,MISS J. Hernangomez Free Throw 2 of 2,[1627823],1610612759.0,SAS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,Missed,,,,,,,,,,,,,,
252,PT04M18.00S,2022-02-04T00:54:42.9Z,2,REGULAR,rebound,defensive,[],200782,,,1610612748,37,44,2022-02-04T00:55:03Z,2460000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,251.0,2.0,2.0,0.0,,,,,,,,,
253,PT03M59.00S,2022-02-04T00:55:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,5.995400788436268,38.48039215686275,1610612748,37,44,2022-02-04T00:55:25Z,2470000,58.0,4.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,,5.77,Missed,,,,,,,,,,,,,,
254,PT03M53.00S,2022-02-04T00:55:24.3Z,2,REGULAR,rebound,offensive,[],203473,,,1610612748,37,44,2022-02-04T00:55:24Z,2480000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,253.0,3.0,2.0,1.0,,,,,,,,,
255,PT03M53.00S,2022-02-04T00:55:24.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203473,5.590000152587891,50.0,1610612748,37,46,2022-02-04T00:55:24Z,2490000,0.0,0.0,1,left,D. Dedmon tip DUNK (9 PTS),[203473],1610612748.0,MIA,tip,,,Dedmon,D. Dedmon,,,,,,,,,0.0,Made,9.0,,,,,,,,,,,,,
256,PT03M52.00S,2022-02-04T00:55:25.9Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612759,37,46,2022-02-04T00:55:30Z,2500000,,,0,,D. White bad pass TURNOVER (3 TO),"[1628401, 200782]",1610612759.0,SAS,,,,White,D. White,,,,,3.0,Tucker,200782.0,,,,,,,,,,,,,,,,,
257,PT03M52.00S,2022-02-04T00:55:25.9Z,2,REGULAR,steal,,[],200782,,,1610612748,37,46,2022-02-04T00:55:27Z,2510000,,,0,,P. Tucker STEAL (2 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M49.00S,2022-02-04T00:55:29.6Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,37,46,2022-02-04T00:55:34Z,2520000,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1629022]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,1.0,Walker IV,1629022.0,,,,,,,,,,,,,,,,,
259,PT03M49.00S,2022-02-04T00:55:29.6Z,2,REGULAR,steal,,[],1629022,,,1610612759,37,46,2022-02-04T00:55:31Z,2530000,,,0,,L. Walker IV STEAL (1 STL),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M46.00S,2022-02-04T00:55:35.9Z,2,REGULAR,foul,personal,[],203473,,,1610612759,37,46,2022-02-04T00:55:50Z,2540000,,,0,,D. Dedmon take personal FOUL (2 PF),"[203473, 1630170]",1610612748.0,MIA,take,,,Dedmon,D. Dedmon,,,,,,,,1627541.0,,,,,,,,2.0,0.0,Vassell,1630170.0,,,,,
262,PT03M46.00S,2022-02-04T00:55:48.9Z,2,REGULAR,substitution,out,[],1630170,,,1610612759,37,46,2022-02-04T00:55:54Z,2560000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M46.00S,2022-02-04T00:55:48.9Z,2,REGULAR,substitution,in,[],1630563,,,1610612759,37,46,2022-02-04T00:55:54Z,2570000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M40.00S,2022-02-04T00:56:10.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629022,94.03745072273325,48.77450980392157,1610612759,39,46,2022-02-04T00:56:15Z,2580000,-6.0,4.0,1,right,L. Walker IV driving finger roll Layup (5 PTS) (D. Eubanks 1 AST),"[1629022, 1629234]",1610612759.0,SAS,driving finger roll,,,Walker IV,L. Walker IV,,,,,,,,,0.7,Made,5.0,,,,,,,,,D. Eubanks,1629234.0,1.0,,
266,PT03M22.00S,2022-02-04T00:56:28.5Z,2,REGULAR,2pt,Jump Shot,[],202710,14.14257555847569,25.98039215686275,1610612748,39,48,2022-02-04T00:56:32Z,2600000,120.0,80.0,1,left,J. Butler 14' pullup Jump Shot (2 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,,,,,14.45,Made,2.0,,,,,,,,,,,,,
267,PT03M12.00S,2022-02-04T00:56:37.7Z,2,REGULAR,turnover,bad pass,[],1629022,,,1610612759,39,48,2022-02-04T00:56:41Z,2610000,,,0,,L. Walker IV bad pass TURNOVER (1 TO),"[1629022, 200768]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,1.0,Lowry,200768.0,,,,,,,,,,,,,,,,,
268,PT03M12.00S,2022-02-04T00:56:37.7Z,2,REGULAR,steal,,[],200768,,,1610612748,39,48,2022-02-04T00:56:39Z,2620000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M00.00S,2022-02-04T00:56:49.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629639,12.040078843626807,66.66666666666666,1610612748,39,48,2022-02-04T00:56:53Z,2630000,-83.0,61.0,1,left,MISS T. Herro 10' floating Shot,[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,,,,,10.31,Missed,,,,,,,,,,,,,,
270,PT03M00.00S,2022-02-04T00:56:49.8Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612759,39,48,2022-02-04T00:56:53Z,2640000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,269.0,3.0,3.0,0.0,,,,,,,,,
