actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
179,PT10M55.00S,2021-11-11T02:09:15.4Z,2,REGULAR,3pt,Jump Shot,[],1630558,34.37910643889619,49.01960784313725,1610612758,37,20,2021-11-11T02:09:23Z,1760000,5.0,271.0,1,left,MISS D. Mitchell 27' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,27.07,Missed,,,,,,,,,,,,,,,,,
180,PT10M53.00S,2021-11-11T02:09:17.4Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612759,37,20,2021-11-11T02:09:23Z,1770000,,,0,,D. Eubanks REBOUND (Off:1 Def:2),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,
181,PT10M47.00S,2021-11-11T02:09:24.4Z,2,REGULAR,3pt,Jump Shot,[],203926,67.49342969776609,45.09803921568628,1610612759,37,20,2021-11-11T02:09:32Z,1780000,-25.0,253.0,1,right,MISS D. McDermott 25' fadeaway 3PT,[203926],1610612759.0,SAS,fadeaway,,,McDermott,D. McDermott,,,,,,,25.43,Missed,,,,,,,,,,,,,,,,,
182,PT10M43.00S,2021-11-11T02:09:28.4Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,37,20,2021-11-11T02:09:32Z,1790000,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,181.0,4.0,3.0,1.0,,,,,,,,,
183,PT10M36.00S,2021-11-11T02:09:35.1Z,2,REGULAR,turnover,bad pass,[],1630558,,,1610612758,37,20,2021-11-11T02:09:43Z,1800000,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1629234]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,1.0,,,,,,,,,,,,,,,Eubanks,1629234.0,,,
184,PT10M36.00S,2021-11-11T02:09:35.1Z,2,REGULAR,steal,,[],1629234,,,1610612759,37,20,2021-11-11T02:17:29Z,1810000,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M30.00S,2021-11-11T02:09:40.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629022,95.48291721419186,42.8921568627451,1610612759,37,20,2021-11-11T02:09:52Z,1820000,-36.0,-10.0,1,right,MISS L. Walker IV driving finger roll Layup,[1629022],1610612759.0,SAS,driving finger roll,,,Walker IV,L. Walker IV,,,,,,,3.69,Missed,,,,,,,,,,,,,,,,,
186,PT10M29.00S,2021-11-11T02:09:41.7Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612759,37,20,2021-11-11T02:09:41Z,1830000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,185.0,2.0,1.0,1.0,,,,,,,,,
187,PT10M25.00S,2021-11-11T02:09:45.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203926,94.30026281208936,52.94117647058824,1610612759,39,20,2021-11-11T02:10:01Z,1840000,15.0,1.0,1,right,D. McDermott reverse Layup (5 PTS) (D. White 4 AST),"[203926, 1628401]",1610612759.0,SAS,reverse,,,McDermott,D. McDermott,,,,,,,1.47,Made,5.0,D. White,1628401.0,4.0,,,,,,,,,,,,,
189,PT10M25.00S,2021-11-11T02:09:52.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,39,20,2021-11-11T02:09:52Z,1860000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M25.00S,2021-11-11T02:12:21.9Z,2,REGULAR,substitution,out,[],203090,,,1610612758,39,20,2021-11-11T02:12:51Z,1870000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M25.00S,2021-11-11T02:12:21.9Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,39,20,2021-11-11T02:12:51Z,1880000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M25.00S,2021-11-11T02:12:21.9Z,2,REGULAR,substitution,in,[],1627745,,,1610612758,39,20,2021-11-11T02:12:51Z,1890000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M25.00S,2021-11-11T02:12:21.9Z,2,REGULAR,substitution,in,[],1629002,,,1610612758,39,20,2021-11-11T02:12:51Z,1900000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M10.00S,2021-11-11T02:12:56.1Z,2,REGULAR,3pt,Jump Shot,[],1627741,31.750985545335087,42.64705882352941,1610612758,39,20,2021-11-11T02:13:00Z,1910000,37.0,246.0,1,left,MISS B. Hield 24' pullup 3PT,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,,,24.87,Missed,,,,,,,,,,,,,,,,,
195,PT10M07.00S,2021-11-11T02:12:59.1Z,2,REGULAR,rebound,defensive,[],1627854,,,1610612759,39,20,2021-11-11T02:13:00Z,1920000,,,0,,B. Forbes REBOUND (Off:0 Def:1),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,194.0,1.0,1.0,0.0,,,,,,,,,
196,PT09M58.00S,2021-11-11T02:13:10.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,92.9862023653088,49.01960784313725,1610612759,41,20,2021-11-11T02:13:52Z,1930000,-5.0,13.0,1,right,D. Eubanks Hook (4 PTS) (D. McDermott 2 AST),"[1629234, 203926]",1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,1.43,Made,4.0,D. McDermott,203926.0,2.0,,,,,,,,,,,,,
198,PT09M58.00S,2021-11-11T02:13:16.3Z,2,REGULAR,foul,personal,['1freethrow'],1629002,,,1610612759,41,20,2021-11-11T02:13:30Z,1950000,,,0,,C. Metu shooting personal FOUL (1 PF) (Eubanks 1 FT),"[1629002, 1629234]",1610612758.0,SAC,shooting,,,Metu,C. Metu,,,,,1199.0,,,,,,,,,,,,1.0,0.0,Eubanks,1629234.0,,,,,
200,PT09M58.00S,2021-11-11T02:13:34.4Z,2,REGULAR,freethrow,1 of 1,[],1629234,,,1610612759,42,20,2021-11-11T02:13:34Z,1970000,,,0,,D. Eubanks Free Throw 1 of 1 (5 PTS),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
201,PT09M44.00S,2021-11-11T02:13:49.2Z,2,REGULAR,2pt,Jump Shot,[],1630186,20.844283837056505,68.13725490196079,1610612758,42,22,2021-11-11T02:14:01Z,1980000,-91.0,143.0,1,left,J. Ramsey 16' pullup Jump Shot (2 PTS) (D. Jones 1 AST),"[1630186, 1627745]",1610612758.0,SAC,pullup,,,Ramsey,J. Ramsey,,,,,,,16.97,Made,2.0,D. Jones,1627745.0,1.0,,,,,,,,,,,,,
203,PT09M28.00S,2021-11-11T02:14:04.1Z,2,REGULAR,3pt,Jump Shot,[],1627854,77.4802890932983,87.99019607843137,1610612759,42,22,2021-11-11T02:14:10Z,2000000,190.0,159.0,1,right,MISS B. Forbes 24' 3PT,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,24.79,Missed,,,,,,,,,,,,,,,,,
204,PT09M25.00S,2021-11-11T02:14:07.2Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,42,22,2021-11-11T02:14:07Z,2010000,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,203.0,3.0,3.0,0.0,,,,,,,,,
205,PT09M16.00S,2021-11-11T02:14:17.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629002,9.149145860709593,35.294117647058826,1610612758,42,24,2021-11-11T02:14:37Z,2020000,74.0,34.0,1,left,C. Metu 8' driving floating Jump Shot (5 PTS) (D. Mitchell 1 AST),"[1629002, 1630558]",1610612758.0,SAC,driving floating,,,Metu,C. Metu,,,,,,,8.08,Made,5.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,
206,PT09M01.00S,2021-11-11T02:14:31.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627854,94.43166885676742,47.05882352941176,1610612759,44,24,2021-11-11T02:14:41Z,2030000,-15.0,0.0,1,right,B. Forbes cutting Layup (5 PTS) (D. White 5 AST),"[1627854, 1628401]",1610612759.0,SAS,cutting,,,Forbes,B. Forbes,,,,,,,1.47,Made,5.0,D. White,1628401.0,5.0,,,,,,,,,,,,,
208,PT08M50.00S,2021-11-11T02:14:42.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.258212877792378,53.67647058823529,1610612758,44,26,2021-11-11T02:14:51Z,2050000,-18.0,6.0,1,left,D. Mitchell cutting Layup (6 PTS),[1630558],1610612758.0,SAC,cutting,,,Mitchell,D. Mitchell,,,,,,,1.94,Made,6.0,,,,,,,,,,,,,,,,
209,PT08M35.00S,2021-11-11T02:14:59.0Z,2,REGULAR,2pt,Layup,[],203926,96.27135348226018,32.35294117647059,1610612759,44,26,2021-11-11T02:15:33Z,2060000,-88.0,-17.0,1,right,MISS D. McDermott 8' driving Layup,[203926],1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,,,8.99,Missed,,,,,,,,,,,,,,,,,
210,PT08M35.00S,2021-11-11T02:14:59.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,44,26,2021-11-11T02:15:33Z,2070000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,
211,PT08M35.00S,2021-11-11T02:15:05.3Z,2,REGULAR,foul,personal,[],1627745,,,1610612759,44,26,2021-11-11T02:15:42Z,2080000,,,0,,D. Jones loose ball personal FOUL (1 PF),"[1627745, 1629234]",1610612758.0,SAC,loose ball,,,Jones,D. Jones,,,,,1201.0,,,,,,,,,,,,1.0,0.0,Eubanks,1629234.0,,,,,
213,PT08M35.00S,2021-11-11T02:15:14.7Z,2,REGULAR,substitution,out,[],1629022,,,1610612759,44,26,2021-11-11T02:15:42Z,2100000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M35.00S,2021-11-11T02:15:14.7Z,2,REGULAR,substitution,out,[],1629234,,,1610612759,44,26,2021-11-11T02:15:42Z,2110000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M35.00S,2021-11-11T02:15:14.7Z,2,REGULAR,substitution,out,[],1630558,,,1610612759,44,26,2021-11-11T02:15:42Z,2120000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M35.00S,2021-11-11T02:15:14.7Z,2,REGULAR,substitution,out,[],1627741,,,1610612759,44,26,2021-11-11T02:15:42Z,2130000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M35.00S,2021-11-11T02:15:14.7Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,44,26,2021-11-11T02:15:42Z,2140000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M35.00S,2021-11-11T02:15:14.7Z,2,REGULAR,substitution,in,[],201152,,,1610612759,44,26,2021-11-11T02:15:42Z,2150000,,,0,,SUB in: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M35.00S,2021-11-11T02:15:14.7Z,2,REGULAR,substitution,in,[],203084,,,1610612759,44,26,2021-11-11T02:15:42Z,2160000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M35.00S,2021-11-11T02:15:14.7Z,2,REGULAR,substitution,in,[],1628368,,,1610612759,44,26,2021-11-11T02:15:42Z,2170000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M25.00S,2021-11-11T02:15:47.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627854,87.72996057818659,49.26470588235294,1610612759,44,26,2021-11-11T02:15:55Z,2180000,-4.0,63.0,1,right,MISS B. Forbes 6' driving Layup - blocked,"[1627854, 1630186]",1610612759.0,SAS,driving,,,Forbes,B. Forbes,,,,,,,6.29,Missed,,,,,,,,,,,,,,,Ramsey,1630186.0,
222,PT08M25.00S,2021-11-11T02:15:47.3Z,2,REGULAR,block,,[],1630186,,,1610612759,44,26,2021-11-11T02:15:50Z,2190000,,,0,,J. Ramsey BLOCK (1 BLK),[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M20.00S,2021-11-11T02:15:52.3Z,2,REGULAR,rebound,offensive,[],201152,,,1610612759,44,26,2021-11-11T02:15:55Z,2200000,,,0,,T. Young REBOUND (Off:1 Def:0),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,221.0,1.0,0.0,1.0,,,,,,,,,
224,PT08M20.00S,2021-11-11T02:15:52.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201152,90.3580814717477,48.28431372549019,1610612759,46,26,2021-11-11T02:15:59Z,2210000,-9.0,38.0,1,right,T. Young Hook (4 PTS),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,3.91,Made,4.0,,,,,,,,,,,,,,,,
225,PT08M08.00S,2021-11-11T02:16:04.4Z,2,REGULAR,3pt,Jump Shot,[],1630186,6.1268068331143235,94.85294117647058,1610612758,46,29,2021-11-11T02:16:10Z,2220000,-224.0,5.0,1,left,J. Ramsey 3PT  (5 PTS) (D. Fox 1 AST),"[1630186, 1628368]",1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,22.44,Made,5.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,
227,PT07M52.00S,2021-11-11T02:16:20.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201152,92.9862023653088,50.0,1610612759,48,29,2021-11-11T02:16:28Z,2240000,0.0,13.0,1,right,T. Young finger roll Layup (6 PTS) (B. Forbes 1 AST),"[201152, 1627854]",1610612759.0,SAS,finger roll,,,Young,T. Young,,,,,,,1.34,Made,6.0,B. Forbes,1627854.0,1.0,,,,,,,,,,,,,
229,PT07M40.00S,2021-11-11T02:16:33.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.732588699080158,52.20588235294118,1610612758,48,31,2021-11-11T02:16:42Z,2260000,-11.0,1.0,1,left,D. Fox driving finger roll Layup (4 PTS),[1628368],1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,,,1.11,Made,4.0,,,,,,,,,,,,,,,,
230,PT07M26.00S,2021-11-11T02:16:46.6Z,2,REGULAR,2pt,Jump Shot,[],1627854,77.4802890932983,34.068627450980394,1610612759,48,31,2021-11-11T02:16:54Z,2270000,-80.0,159.0,1,right,MISS B. Forbes 17' step back Shot,[1627854],1610612759.0,SAS,step back,,,Forbes,B. Forbes,,,,,,,17.8,Missed,,,,,,,,,,,,,,,,,
231,PT07M23.00S,2021-11-11T02:16:49.6Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,48,31,2021-11-11T02:16:54Z,2280000,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,230.0,2.0,1.0,1.0,,,,,,,,,
232,PT07M18.00S,2021-11-11T02:16:55.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,15.588042049934298,62.745098039215684,1610612758,48,33,2021-11-11T02:17:06Z,2290000,-64.0,94.0,1,left,D. Fox 11' pullup Jump Shot (6 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,,,11.36,Made,6.0,,,,,,,,,,,,,,,,
233,PT07M18.00S,2021-11-11T02:17:01.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,48,33,2021-11-11T02:17:01Z,2300000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M18.00S,2021-11-11T02:19:21.2Z,2,REGULAR,substitution,out,[],1628401,,,1610612759,48,33,2021-11-11T02:19:56Z,2310000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M18.00S,2021-11-11T02:19:21.2Z,2,REGULAR,substitution,out,[],203926,,,1610612759,48,33,2021-11-11T02:19:56Z,2320000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M18.00S,2021-11-11T02:19:21.2Z,2,REGULAR,substitution,out,[],1629002,,,1610612759,48,33,2021-11-11T02:19:56Z,2330000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M18.00S,2021-11-11T02:19:21.2Z,2,REGULAR,substitution,out,[],1627745,,,1610612759,48,33,2021-11-11T02:19:56Z,2340000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M18.00S,2021-11-11T02:19:21.2Z,2,REGULAR,substitution,in,[],1627749,,,1610612759,48,33,2021-11-11T02:19:56Z,2350000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M18.00S,2021-11-11T02:19:21.2Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,48,33,2021-11-11T02:19:56Z,2360000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M18.00S,2021-11-11T02:19:21.2Z,2,REGULAR,substitution,in,[],1627741,,,1610612759,48,33,2021-11-11T02:19:56Z,2370000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M18.00S,2021-11-11T02:19:21.2Z,2,REGULAR,substitution,in,[],203458,,,1610612759,48,33,2021-11-11T02:19:56Z,2380000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M07.00S,2021-11-11T02:20:06.3Z,2,REGULAR,3pt,Jump Shot,[],1627854,75.3777923784494,14.215686274509803,1610612759,51,33,2021-11-11T02:20:11Z,2390000,-179.0,179.0,1,right,B. Forbes 25' 3PT  (8 PTS) (D. Murray 3 AST),"[1627854, 1627749]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,25.3,Made,8.0,D. Murray,1627749.0,3.0,,,,,,,,,,,,,
245,PT06M47.00S,2021-11-11T02:20:25.3Z,2,REGULAR,3pt,Jump Shot,[],1628368,27.414586070959263,15.196078431372548,1610612758,51,33,2021-11-11T02:20:31Z,2410000,174.0,205.0,1,left,MISS D. Fox 26' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,26.9,Missed,,,,,,,,,,,,,,,,,
246,PT06M43.00S,2021-11-11T02:20:29.3Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,51,33,2021-11-11T02:20:31Z,2420000,,,0,,K. Johnson REBOUND (Off:2 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,245.0,5.0,3.0,2.0,,,,,,,,,
247,PT06M37.00S,2021-11-11T02:20:36.4Z,2,REGULAR,3pt,Jump Shot,[],1630170,71.30420499342969,73.52941176470588,1610612759,54,33,2021-11-11T02:20:41Z,2430000,118.0,217.0,1,right,D. Vassell 24' 3PT pullup (9 PTS) (T. Young 3 AST),"[1630170, 201152]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,,,24.7,Made,9.0,T. Young,201152.0,3.0,,,,,,,,,,,,,
249,PT06M25.00S,2021-11-11T02:20:47.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,5.601182654402102,52.69607843137255,1610612758,54,35,2021-11-11T02:21:04Z,2450000,-13.0,0.0,1,left,B. Hield driving finger roll Layup (2 PTS) (D. Fox 2 AST),"[1627741, 1628368]",1610612758.0,SAC,driving finger roll,,,Hield,B. Hield,,,,,,,1.35,Made,2.0,D. Fox,1628368.0,2.0,,,,,,,,,,,,,
251,PT06M08.00S,2021-11-11T02:21:04.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627854,94.1688567674113,53.18627450980392,1610612759,56,35,2021-11-11T02:21:12Z,2470000,16.0,2.0,1,right,B. Forbes driving Layup (10 PTS),[1627854],1610612759.0,SAS,driving,,,Forbes,B. Forbes,,,,,,,1.61,Made,10.0,,,,,,,,,,,,,,,,
252,PT06M01.00S,2021-11-11T02:21:11.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630186,5.338370565045992,47.794117647058826,1610612758,56,37,2021-11-11T02:21:45Z,2480000,11.0,-2.0,1,left,J. Ramsey driving finger roll Layup (7 PTS) (D. Fox 3 AST),"[1630186, 1628368]",1610612758.0,SAC,driving finger roll,,,Ramsey,J. Ramsey,,,,,,,1.12,Made,7.0,D. Fox,1628368.0,3.0,,,,,,,,,,,,,
253,PT05M43.00S,2021-11-11T02:21:28.9Z,2,REGULAR,3pt,Jump Shot,[],1627854,70.51576872536137,26.715686274509803,1610612759,56,37,2021-11-11T02:21:49Z,2490000,-116.0,225.0,1,right,MISS B. Forbes 25' pullup 3PT,[1627854],1610612759.0,SAS,pullup,,,Forbes,B. Forbes,,,,,,,25.31,Missed,,,,,,,,,,,,,,,,,
254,PT05M43.00S,2021-11-11T02:21:28.9Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,56,37,2021-11-11T02:21:49Z,2500000,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,253.0,3.0,2.0,1.0,,,,,,,,,
255,PT05M22.00S,2021-11-11T02:21:50.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,6.258212877792378,53.431372549019606,1610612758,56,39,2021-11-11T02:22:05Z,2510000,-17.0,6.0,1,left,B. Hield cutting finger roll Layup (4 PTS) (A. Len 1 AST),"[1627741, 203458]",1610612758.0,SAC,cutting finger roll,,,Hield,B. Hield,,,,,,,1.83,Made,4.0,A. Len,203458.0,1.0,,,,,,,,,,,,,
258,PT05M06.00S,2021-11-11T02:22:07.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,85.3646517739816,35.294117647058826,1610612759,56,39,2021-11-11T02:22:20Z,2530000,-74.0,85.0,1,right,MISS D. Murray 11' driving floating Shot,[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,,,11.24,Missed,,,,,,,,,,,,,,,,,
259,PT05M03.00S,2021-11-11T02:22:10.3Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,56,39,2021-11-11T02:22:20Z,2540000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,258.0,1.0,1.0,0.0,,,,,,,,,
260,PT05M00.00S,2021-11-11T02:22:14.8Z,2,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612758,56,39,2021-11-11T02:22:28Z,2550000,,,0,,D. Vassell shooting personal FOUL (1 PF) (Len 2 FT),"[1630170, 203458]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,1201.0,,,,,,,,,,,,1.0,0.0,Len,203458.0,,,,,
262,PT05M00.00S,2021-11-11T02:22:47.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203458,,,1610612758,56,40,2021-11-11T02:22:47Z,2570000,,,0,,A. Len Free Throw 1 of 2 (1 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
263,PT05M00.00S,2021-11-11T02:22:47.9Z,2,REGULAR,substitution,out,[],1627854,,,1610612758,56,40,2021-11-11T02:22:51Z,2580000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M00.00S,2021-11-11T02:22:47.9Z,2,REGULAR,substitution,in,[],1629022,,,1610612758,56,40,2021-11-11T02:22:51Z,2590000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M00.00S,2021-11-11T02:23:08.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203458,,,1610612758,56,41,2021-11-11T02:23:08Z,2600000,,,0,,A. Len Free Throw 2 of 2 (2 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
266,PT04M42.00S,2021-11-11T02:23:31.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203458,,,1610612759,56,41,2021-11-11T02:23:42Z,2610000,,,0,,A. Len personal FOUL (1 PF) (Young 2 FT),"[203458, 201152]",1610612758.0,SAC,,,,Len,A. Len,,,,,1201.0,,,,,,,,,,,,1.0,0.0,Young,201152.0,,,,,
268,PT04M42.00S,2021-11-11T02:23:53.4Z,2,REGULAR,freethrow,1 of 2,[],201152,,,1610612759,57,41,2021-11-11T02:24:15Z,2630000,,,0,,T. Young Free Throw 1 of 2 (7 PTS),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
269,PT04M42.00S,2021-11-11T02:23:53.4Z,2,REGULAR,freethrow,2 of 2,[],201152,,,1610612759,57,41,2021-11-11T02:24:15Z,2640000,,,0,,MISS T. Young Free Throw 2 of 2,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,
