actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-04-03T23:10:35.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-03T23:10:35Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-04-03T23:10:38.0Z,1,REGULAR,jumpball,recovered,[],1630563,,,1610612759,0,0,2022-04-03T23:10:38Z,40000,,,0,,Jump Ball Z. Collins vs. D. Eubanks: Tip to J. Primo,"[1630563, 1628380, 1629234]",1610612759.0,SAS,startperiod,J. Primo,1630563.0,Primo,J. Primo,Collins,1628380.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-04-03T23:10:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.32917214191852,51.470588235294116,1610612759,2,0,2022-04-03T23:10:59Z,70000,7.0,20.0,1,right,K. Johnson driving Layup (2 PTS) (Z. Collins 1 AST),"[1629640, 1628380]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,2.1,Made,2.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2022-04-03T23:11:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630553,6.521024967148489,44.11764705882353,1610612757,2,2,2022-04-03T23:11:20Z,90000,29.0,9.0,1,left,K. Johnson driving floating bank Jump Shot (2 PTS) (B. Williams 1 AST),"[1630553, 1630314]",1610612757.0,POR,driving floating bank,,,Johnson,K. Johnson,,,,,3.07,Made,2.0,B. Williams,1630314.0,1.0,,,,,,,,,,,,,,,
11,PT11M14.00S,2022-04-03T23:11:20.9Z,1,REGULAR,turnover,bad pass,[],1630563,,,1610612759,2,2,2022-04-03T23:11:25Z,110000,,,0,,J. Primo bad pass TURNOVER (1 TO),"[1630563, 1629234]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,1.0,Eubanks,1629234.0,,,,,,,,,,,,
12,PT11M14.00S,2022-04-03T23:11:20.9Z,1,REGULAR,steal,,[],1629234,,,1610612757,2,2,2022-04-03T23:11:23Z,120000,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT10M59.00S,2022-04-03T23:11:36.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629234,10.5946123521682,34.31372549019608,1610612757,2,2,2022-04-03T23:11:41Z,130000,78.0,47.0,1,left,MISS D. Eubanks 9' Hook,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,9.15,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2022-04-03T23:11:39.1Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,2,2,2022-04-03T23:11:41Z,140000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
15,PT10M52.00S,2022-04-03T23:11:42.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,74.06373193166885,11.519607843137255,1610612759,2,2,2022-04-03T23:11:50Z,150000,-192.0,191.0,1,right,MISS K. Johnson 27' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M50.00S,2022-04-03T23:11:44.6Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,2,2,2022-04-03T23:11:50Z,160000,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
17,PT10M38.00S,2022-04-03T23:11:57.6Z,1,REGULAR,3pt,Jump Shot,[],1629234,31.35676741130092,63.970588235294116,1610612757,2,5,2022-04-03T23:12:02Z,170000,-70.0,242.0,1,left,D. Eubanks 25' 3PT  (3 PTS) (K. Johnson 1 AST),"[1629234, 1630553]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,25.22,Made,3.0,K. Johnson,1630553.0,1.0,,,,,,,,,,,,,,,
19,PT10M25.00S,2022-04-03T23:12:09.5Z,1,REGULAR,3pt,Jump Shot,[],1628380,65.52233902759527,49.26470588235294,1610612759,2,5,2022-04-03T23:12:14Z,190000,-4.0,272.0,1,right,MISS Z. Collins 27' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M22.00S,2022-04-03T23:12:12.5Z,1,REGULAR,rebound,defensive,[],1630553,,,1610612757,2,5,2022-04-03T23:12:14Z,200000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
22,PT10M03.00S,2022-04-03T23:12:32.0Z,1,REGULAR,2pt,Jump Shot,[],1630314,18.610381077529567,26.47058823529412,1610612757,2,7,2022-04-03T23:12:38Z,220000,118.0,122.0,1,left,B. Williams 16' pullup Jump Shot (2 PTS),[1630314],1610612757.0,POR,pullup,,,Williams,B. Williams,,,,,16.97,Made,2.0,,,,,,,,,,,,,,,,,,
23,PT09M43.00S,2022-04-03T23:12:51.6Z,1,REGULAR,2pt,Jump Shot,[],1628380,83.52496714848883,23.03921568627451,1610612759,2,7,2022-04-03T23:12:56Z,230000,-135.0,102.0,1,right,MISS Z. Collins 16' Jump Shot,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,16.93,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M39.00S,2022-04-03T23:12:55.6Z,1,REGULAR,rebound,defensive,[],1630553,,,1610612757,2,7,2022-04-03T23:12:56Z,240000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,
25,PT09M30.00S,2022-04-03T23:13:07.7Z,1,REGULAR,foul,personal,[],1630563,,,1610612757,2,7,2022-04-03T23:13:22Z,250000,,,0,,J. Primo personal FOUL (1 PF),"[1630563, 1630314]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Williams,1630314.0,,,
28,PT09M22.00S,2022-04-03T23:13:28.8Z,1,REGULAR,3pt,Jump Shot,[],1630314,31.750985545335087,62.99019607843137,1610612757,2,7,2022-04-03T23:13:35Z,270000,-65.0,246.0,1,left,MISS B. Williams 25' 3PT,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M19.00S,2022-04-03T23:13:31.8Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,2,7,2022-04-03T23:13:35Z,280000,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,
30,PT09M16.00S,2022-04-03T23:13:34.0Z,1,REGULAR,turnover,bad pass,[],1630563,,,1610612759,2,7,2022-04-03T23:13:38Z,290000,,,0,,J. Primo bad pass TURNOVER (2 TO),"[1630563, 1630314]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,2.0,Williams,1630314.0,,,,,,,,,,,,
31,PT09M16.00S,2022-04-03T23:13:34.0Z,1,REGULAR,steal,,[],1630314,,,1610612757,2,7,2022-04-03T23:13:36Z,300000,,,0,,B. Williams STEAL (1 STL),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
