actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
28,PT09M42.00S,2021-12-12T01:43:13.0Z,1,REGULAR,foul,personal,['1freethrow'],1627749,,,1610612743,3,4,2021-12-12T01:43:26Z,280000,,,0,,D. Murray shooting personal FOUL (1 PF) (Gordon 1 FT),"[1627749, 203932]",1610612759.0,SAS,shooting,,,Murray,D. Murray,,,,,,,,,,,,,,,201640.0,1.0,0.0,Gordon,203932.0,,,,,,
30,PT09M42.00S,2021-12-12T01:43:42.5Z,1,REGULAR,freethrow,1 of 1,[],203932,,,1610612743,3,5,2021-12-12T01:43:42Z,300000,,,0,,A. Gordon Free Throw 1 of 1 (5 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
31,PT09M30.00S,2021-12-12T01:43:56.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203926,92.06636005256242,43.627450980392155,1610612759,3,5,2021-12-12T01:44:01Z,310000,-32.0,22.0,1,right,MISS D. McDermott Layup,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,3.88,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M28.00S,2021-12-12T01:43:58.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,5,2021-12-12T01:44:01Z,320000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
33,PT09M25.00S,2021-12-12T01:44:01.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,28.86005256241787,17.892156862745097,1610612743,3,5,2021-12-12T01:44:42Z,330000,161.0,219.0,1,left,MISS M. Morris 27' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M19.00S,2021-12-12T01:44:07.7Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,3,5,2021-12-12T01:44:09Z,340000,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,33.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
35,PT09M19.00S,2021-12-12T01:44:08.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.590000152587891,50.0,1610612743,3,7,2021-12-12T01:44:08Z,350000,0.0,0.0,1,left,N. Jokic tip Layup (2 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
36,PT09M13.00S,2021-12-12T01:44:14.4Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612759,3,7,2021-12-12T01:44:24Z,360000,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 203999]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,1.0,Jokic,203999.0,,,
37,PT09M13.00S,2021-12-12T01:44:14.4Z,1,REGULAR,steal,,[],203999,,,1610612743,3,7,2021-12-12T01:44:17Z,370000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT09M08.00S,2021-12-12T01:44:19.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628420,8.09789750328515,45.09803921568628,1610612743,3,7,2021-12-12T01:44:32Z,380000,25.0,24.0,1,left,MISS M. Morris driving finger roll Layup,[1628420],1610612743.0,DEN,driving finger roll,,,Morris,M. Morris,,,,,3.4,Missed,,,,,,,,,,,,,,,,,,,
39,PT09M07.00S,2021-12-12T01:44:21.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,3,7,2021-12-12T01:44:21Z,390000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
40,PT09M07.00S,2021-12-12T01:44:23.9Z,1,REGULAR,foul,personal,[],203932,,,1610612759,3,7,2021-12-12T01:46:24Z,400000,,,0,,A. Gordon take personal FOUL (1 PF),"[203932, 1627749]",1610612743.0,DEN,take,,,Gordon,A. Gordon,,,,,,,,,,,,,,,1628954.0,1.0,0.0,Murray,1627749.0,,,,,,
42,PT08M56.00S,2021-12-12T01:44:54.1Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612759,3,7,2021-12-12T01:44:58Z,420000,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 1628420]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,2.0,Morris,1628420.0,,,
43,PT08M56.00S,2021-12-12T01:44:54.1Z,1,REGULAR,steal,,[],1628420,,,1610612743,3,7,2021-12-12T01:44:56Z,430000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M46.00S,2021-12-12T01:45:03.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203999,8.229303547963205,53.18627450980392,1610612743,3,7,2021-12-12T01:45:12Z,440000,-16.0,25.0,1,left,MISS N. Jokic cutting DUNK,[203999],1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,2.95,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M43.00S,2021-12-12T01:45:06.0Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,3,7,2021-12-12T01:45:12Z,450000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
46,PT08M38.00S,2021-12-12T01:45:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,92.85479632063075,52.94117647058824,1610612759,5,7,2021-12-12T01:45:40Z,460000,15.0,15.0,1,right,D. White driving Layup (2 PTS) (K. Johnson 1 AST),"[1628401, 1629640]",1610612759.0,SAS,driving,,,White,D. White,,,,,2.08,Made,,,,,2.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,
48,PT08M38.00S,2021-12-12T01:45:17.5Z,1,REGULAR,foul,personal,['1freethrow'],201145,,,1610612759,5,7,2021-12-12T01:45:28Z,480000,,,0,,J. Green shooting personal FOUL (1 PF) (White 1 FT),"[201145, 1628401]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,201640.0,1.0,0.0,White,1628401.0,,,,,,
50,PT08M38.00S,2021-12-12T01:45:41.3Z,1,REGULAR,freethrow,1 of 1,[],1628401,,,1610612759,6,7,2021-12-12T01:45:41Z,500000,,,0,,D. White Free Throw 1 of 1 (3 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
51,PT08M17.00S,2021-12-12T01:46:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628432,9.674770039421814,51.225490196078425,1610612743,6,9,2021-12-12T01:46:12Z,510000,-6.0,38.0,1,left,D. Reed cutting Layup (2 PTS) (A. Gordon 1 AST),"[1628432, 203932]",1610612743.0,DEN,cutting,,,Reed,D. Reed,,,,,3.89,Made,,,,,2.0,A. Gordon,203932.0,1.0,,,,,,,,,,,
53,PT08M16.00S,2021-12-12T01:46:12.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,6,9,2021-12-12T01:46:12Z,530000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M03.00S,2021-12-12T01:49:17.6Z,1,REGULAR,3pt,Jump Shot,[],1627749,71.30420499342969,16.42156862745098,1610612759,6,9,2021-12-12T01:49:22Z,540000,-168.0,217.0,1,right,MISS D. Murray 27' 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,27.45,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M59.00S,2021-12-12T01:49:21.6Z,1,REGULAR,rebound,defensive,[],1628432,,,1610612743,6,9,2021-12-12T01:49:22Z,550000,,,0,,D. Reed REBOUND (Off:0 Def:2),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
56,PT07M45.00S,2021-12-12T01:49:35.0Z,1,REGULAR,3pt,Jump Shot,[],203999,31.09395532194481,70.83333333333334,1610612743,6,12,2021-12-12T01:49:39Z,560000,-104.0,240.0,1,left,N. Jokic 26' 3PT  (5 PTS) (M. Morris 1 AST),"[203999, 1628420]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.15,Made,,,,,5.0,M. Morris,1628420.0,1.0,,,,,,,,,,,
58,PT07M27.00S,2021-12-12T01:49:53.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,89.43823915900131,58.82352941176471,1610612759,6,12,2021-12-12T01:50:00Z,580000,44.0,47.0,1,right,MISS J. Poeltl 6' finger roll Layup,[1627751],1610612759.0,SAS,finger roll,,,Poeltl,J. Poeltl,,,,,6.43,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M25.00S,2021-12-12T01:49:55.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,6,12,2021-12-12T01:50:00Z,590000,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,58.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
60,PT07M14.00S,2021-12-12T01:50:08.0Z,1,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612743,6,12,2021-12-12T01:50:19Z,600000,,,0,,K. Johnson shooting personal FOUL (1 PF) (Green 2 FT),"[1629640, 201145]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,,,,,,,,,,,1628954.0,1.0,0.0,Green,201145.0,,,,,,
62,PT07M14.00S,2021-12-12T01:50:38.1Z,1,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,6,13,2021-12-12T01:50:38Z,620000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
63,PT07M14.00S,2021-12-12T01:50:54.9Z,1,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,6,14,2021-12-12T01:50:54Z,630000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
64,PT06M58.00S,2021-12-12T01:51:12.3Z,1,REGULAR,3pt,Jump Shot,[],1629640,71.43561103810775,17.401960784313726,1610612759,9,14,2021-12-12T01:51:16Z,640000,-163.0,216.0,1,right,K. Johnson 27' 3PT  (6 PTS) (D. White 1 AST),"[1629640, 1628401]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,27.06,Made,,,,,6.0,D. White,1628401.0,1.0,,,,,,,,,,,
66,PT06M40.00S,2021-12-12T01:51:30.1Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,9,14,2021-12-12T01:51:36Z,660000,,,0,,N. Jokic lost ball TURNOVER (1 TO),"[203999, 1627749]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0,,,
67,PT06M40.00S,2021-12-12T01:51:30.1Z,1,REGULAR,steal,,[],1627749,,,1610612759,9,14,2021-12-12T01:51:32Z,670000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M35.00S,2021-12-12T01:51:35.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203926,72.35545335085413,11.27450980392157,1610612759,9,14,2021-12-12T01:51:40Z,680000,-194.0,207.0,1,right,MISS D. McDermott 28' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,28.37,Missed,,,,,,,,,,,,,,,,,,,
69,PT06M31.00S,2021-12-12T01:51:39.0Z,1,REGULAR,rebound,defensive,[],1628432,,,1610612743,9,14,2021-12-12T01:51:40Z,690000,,,0,,D. Reed REBOUND (Off:0 Def:3),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
70,PT06M26.00S,2021-12-12T01:51:46.6Z,1,REGULAR,turnover,out-of-bounds,[],201145,,,1610612743,9,14,2021-12-12T01:51:56Z,700000,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[201145],1610612743.0,DEN,bad pass,,,Green,J. Green,,,,,,,,,,,,,,,1199.0,,,,,1.0,,,,,
71,PT06M26.00S,2021-12-12T01:51:54.8Z,1,REGULAR,foul,technical,['1freethrow'],203999,,,1610612759,9,14,2021-12-12T01:52:17Z,710000,,,0,,N. Jokic technical FOUL (1 Tech),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,1199.0,0.0,1.0,,,,,,,,
72,PT06M26.00S,2021-12-12T01:52:21.2Z,1,REGULAR,freethrow,1 of 1,[],1628401,,,1610612759,10,14,2021-12-12T01:52:21Z,720000,,,0,,D. White technical Free Throw 1 of 1 (4 PTS),[1628401],1610612759.0,SAS,technical,,,White,D. White,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
73,PT06M18.00S,2021-12-12T01:52:49.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,91.93495400788436,55.63725490196079,1610612759,12,14,2021-12-12T01:52:55Z,730000,28.0,23.0,1,right,J. Poeltl driving finger roll Layup (2 PTS) (D. Murray 1 AST),"[1627751, 1627749]",1610612759.0,SAS,driving finger roll,,,Poeltl,J. Poeltl,,,,,3.66,Made,,,,,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,,
75,PT06M18.00S,2021-12-12T01:52:53.2Z,1,REGULAR,foul,personal,['1freethrow'],201145,,,1610612759,12,14,2021-12-12T01:53:01Z,750000,,,0,,J. Green shooting personal FOUL (2 PF) (Poeltl 1 FT),"[201145, 1627751]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,1628954.0,2.0,0.0,Poeltl,1627751.0,,,,,,
77,PT06M18.00S,2021-12-12T01:53:23.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1627751,,,1610612759,12,14,2021-12-12T01:53:27Z,770000,,,0,,MISS J. Poeltl Free Throw 1 of 1,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Missed,,,,,,,,,,,,,,,,,,,
78,PT06M15.00S,2021-12-12T01:53:26.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,14,2021-12-12T01:53:27Z,780000,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,77.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
79,PT06M03.00S,2021-12-12T01:53:38.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628432,12.959921156373195,36.029411764705884,1610612743,12,14,2021-12-12T01:54:06Z,790000,70.0,69.0,1,left,MISS D. Reed 9' driving floating Shot,[1628432],1610612743.0,DEN,driving floating,,,Reed,D. Reed,,,,,9.84,Missed,,,,,,,,,,,,,,,,,,,
80,PT06M00.00S,2021-12-12T01:53:41.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,12,14,2021-12-12T01:53:49Z,800000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
81,PT05M54.00S,2021-12-12T01:53:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,81.68528252299606,58.08823529411765,1610612759,12,14,2021-12-12T01:53:51Z,810000,40.0,120.0,1,right,MISS D. Murray 12' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,12.63,Missed,,,,,,,,,,,,,,,,,,,
82,PT05M54.00S,2021-12-12T01:53:46.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,14,2021-12-12T01:53:51Z,820000,,,0,,N. Jokic REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,81.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
83,PT05M45.00S,2021-12-12T01:53:56.9Z,1,REGULAR,3pt,Jump Shot,[],1628420,9.937582128777924,97.05882352941177,1610612743,12,17,2021-12-12T01:56:23Z,830000,-235.0,41.0,1,left,M. Morris 3PT  (3 PTS) (J. Green 1 AST),"[1628420, 201145]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,23.88,Made,,,,,3.0,J. Green,201145.0,1.0,,,,,,,,,,,
85,PT05M32.00S,2021-12-12T01:54:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,81.68528252299606,58.57843137254902,1610612759,14,17,2021-12-12T01:54:13Z,850000,43.0,120.0,1,right,D. White 12' pullup Jump Shot (6 PTS) (D. Murray 2 AST),"[1628401, 1627749]",1610612759.0,SAS,pullup,,,White,D. White,,,,,12.72,Made,,,,,6.0,D. Murray,1627749.0,2.0,,,,,,,,,,,
87,PT05M17.00S,2021-12-12T01:54:28.2Z,1,REGULAR,foul,technical,['1freethrow'],203926,,,1610612743,14,17,2021-12-12T01:54:39Z,870000,,,0,,D. McDermott defensive-3-second technical FOUL (1 Tech),[203926],1610612759.0,SAS,defensive-3-second,,,McDermott,D. McDermott,,,,,,,,,,,,,,,1199.0,0.0,1.0,,,,,,,,
88,PT05M17.00S,2021-12-12T01:54:49.6Z,1,REGULAR,freethrow,1 of 1,[],1628420,,,1610612743,14,18,2021-12-12T01:54:49Z,880000,,,0,,M. Morris technical Free Throw 1 of 1 (4 PTS),[1628420],1610612743.0,DEN,technical,,,Morris,M. Morris,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
89,PT05M17.00S,2021-12-12T01:54:52.9Z,1,REGULAR,substitution,out,[],1627749,,,1610612743,14,18,2021-12-12T01:55:04Z,890000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M17.00S,2021-12-12T01:54:52.9Z,1,REGULAR,substitution,out,[],203926,,,1610612743,14,18,2021-12-12T01:55:04Z,900000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
