actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
22,PT10M31.00S,2021-11-30T01:42:37.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,5,4,2021-11-30T01:42:59Z,220000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
23,PT10M31.00S,2021-11-30T01:42:37.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627751,,,1610612759,5,4,2021-11-30T01:42:59Z,230000,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT10M27.00S,2021-11-30T01:42:41.0Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,5,4,2021-11-30T01:42:59Z,240000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M16.00S,2021-11-30T01:43:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,6.652431011826544,51.9607843137255,1610612764,5,4,2021-11-30T01:43:13Z,250000,-10.0,10.0,1,left,MISS B. Beal driving finger roll Layup - blocked,"[203078, 1627751]",1610612764.0,WAS,driving finger roll,,,Beal,B. Beal,,,,,1.4,Missed,,,,,,,,,,,,,,Poeltl,1627751.0,,,
26,PT10M16.00S,2021-11-30T01:43:05.9Z,1,REGULAR,block,,[],1627751,,,1610612764,5,4,2021-11-30T01:43:08Z,260000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M16.00S,2021-11-30T01:43:05.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,5,4,2021-11-30T01:43:13Z,270000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
28,PT10M16.00S,2021-11-30T01:43:10.7Z,1,REGULAR,foul,personal,[],203484,,,1610612759,5,4,2021-11-30T01:43:16Z,280000,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 1628401]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,202035.0,1.0,0.0,White,1628401.0,,,,,
30,PT09M58.00S,2021-11-30T01:43:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,88.38699080157687,59.55882352941176,1610612759,5,4,2021-11-30T01:43:51Z,300000,48.0,57.0,1,right,MISS D. White 7' pullup Shot,[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,7.42,Missed,,,,,,,,,,,,,,,,,,
31,PT09M52.00S,2021-11-30T01:43:46.9Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,5,4,2021-11-30T01:43:46Z,310000,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,,
32,PT09M48.00S,2021-11-30T01:43:51.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627749,85.75886990801577,61.51960784313726,1610612759,5,4,2021-11-30T01:43:55Z,320000,58.0,81.0,1,right,MISS D. Murray 9' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,9.97,Missed,,,,,,,,,,,,,,,,,,
33,PT09M44.00S,2021-11-30T01:43:55.5Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,5,4,2021-11-30T01:43:55Z,330000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M40.00S,2021-11-30T01:43:59.2Z,1,REGULAR,3pt,Jump Shot,[],1628398,32.14520367936925,53.431372549019606,1610612764,5,4,2021-11-30T01:44:07Z,340000,-17.0,250.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,
35,PT09M36.00S,2021-11-30T01:44:03.2Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,5,4,2021-11-30T01:44:07Z,350000,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,,
36,PT09M31.00S,2021-11-30T01:44:08.2Z,1,REGULAR,2pt,Jump Shot,[],1627749,88.78120893561103,72.30392156862744,1610612759,7,4,2021-11-30T01:44:18Z,360000,112.0,53.0,1,right,D. Murray 12' pullup bank Jump Shot (2 PTS),[1627749],1610612759.0,SAS,pullup bank,,,Murray,D. Murray,,,,,12.35,Made,,,,,2.0,,,,,,,,,,,,,
37,PT09M06.00S,2021-11-30T01:44:33.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,5.601182654402102,50.245098039215684,1610612764,7,6,2021-11-30T01:44:39Z,370000,-1.0,0.0,1,left,D. Gafford DUNK (4 PTS) (B. Beal 2 AST),"[1629655, 203078]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,0.12,Made,,,,,4.0,B. Beal,203078.0,2.0,,,,,,,,,,
39,PT08M42.00S,2021-11-30T01:44:57.1Z,1,REGULAR,2pt,Jump Shot,[],1627749,77.4802890932983,42.64705882352941,1610612759,7,6,2021-11-30T01:45:02Z,390000,-37.0,159.0,1,right,MISS D. Murray 16' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,16.34,Missed,,,,,,,,,,,,,,,,,,
40,PT08M37.00S,2021-11-30T01:45:02.1Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,7,6,2021-11-30T01:45:02Z,400000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M31.00S,2021-11-30T01:45:08.3Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612764,7,6,2021-11-30T01:45:15Z,410000,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1628401]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,1.0,White,1628401.0
42,PT08M31.00S,2021-11-30T01:45:08.3Z,1,REGULAR,steal,,[],1628401,,,1610612759,7,6,2021-11-30T01:45:10Z,420000,,,0,,D. White STEAL (1 STL),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M26.00S,2021-11-30T01:45:13.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629640,93.51182654402102,50.49019607843137,1610612759,9,6,2021-11-30T01:45:21Z,430000,2.0,8.0,1,right,K. Johnson cutting DUNK (5 PTS) (D. Murray 1 AST),"[1629640, 1627749]",1610612759.0,SAS,cutting,,,Johnson,K. Johnson,,,,,0.89,Made,,,,,5.0,D. Murray,1627749.0,1.0,,,,,,,,,,
45,PT08M09.00S,2021-11-30T01:45:29.9Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,9,6,2021-11-30T01:45:36Z,450000,,,0,,B. Beal bad pass TURNOVER (1 TO),"[203078, 1627751]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,1.0,Poeltl,1627751.0
46,PT08M09.00S,2021-11-30T01:45:29.9Z,1,REGULAR,steal,,[],1627751,,,1610612759,9,6,2021-11-30T01:45:32Z,460000,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M05.00S,2021-11-30T01:45:34.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629640,92.59198423127464,49.26470588235294,1610612759,11,6,2021-11-30T01:48:14Z,470000,-4.0,17.0,1,right,K. Johnson running DUNK (7 PTS) (K. Bates-Diop 1 AST),"[1629640, 1628966]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,1.75,Made,,,,,7.0,K. Bates-Diop,1628966.0,1.0,,,,,,,,,,
49,PT07M49.00S,2021-11-30T01:45:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,13.87976346911958,46.81372549019608,1610612764,11,6,2021-11-30T01:45:58Z,490000,16.0,78.0,1,left,MISS B. Beal 7' floating Shot,[203078],1610612764.0,WAS,floating,,,Beal,B. Beal,,,,,7.96,Missed,,,,,,,,,,,,,,,,,,
50,PT07M46.00S,2021-11-30T01:45:53.6Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,11,6,2021-11-30T01:45:58Z,500000,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,
51,PT07M43.00S,2021-11-30T01:45:56.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203484,16.113666228646515,24.019607843137255,1610612764,11,8,2021-11-30T01:46:01Z,510000,130.0,99.0,1,left,K. Caldwell-Pope 16' pullup Jump Shot (2 PTS) (D. Gafford 1 AST),"[203484, 1629655]",1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,16.33,Made,,,,,2.0,D. Gafford,1629655.0,1.0,,,,,,,,,,
53,PT07M28.00S,2021-11-30T01:46:10.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,69.59592641261499,71.32352941176471,1610612759,11,8,2021-11-30T01:46:15Z,530000,107.0,233.0,1,right,MISS D. White 25' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,
54,PT07M26.00S,2021-11-30T01:46:12.5Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,11,8,2021-11-30T01:46:15Z,540000,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,53.0,3.0,2.0,1.0,,,,,,,,,,,,,,
55,PT07M13.00S,2021-11-30T01:46:26.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,5.469776609724048,49.01960784313725,1610612764,11,10,2021-11-30T01:46:30Z,550000,5.0,-1.0,1,left,D. Gafford cutting Layup (6 PTS) (B. Beal 3 AST),"[1629655, 203078]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,0.5,Made,,,,,6.0,B. Beal,203078.0,3.0,,,,,,,,,,
57,PT06M56.00S,2021-11-30T01:46:43.4Z,1,REGULAR,2pt,Jump Shot,[],1627749,76.5604467805519,50.0,1610612759,11,10,2021-11-30T01:46:48Z,570000,0.0,168.0,1,right,MISS D. Murray 16' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,16.78,Missed,,,,,,,,,,,,,,,,,,
58,PT06M54.00S,2021-11-30T01:46:45.4Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,11,10,2021-11-30T01:46:48Z,580000,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,57.0,4.0,3.0,1.0,,,,,,,,,,,,,,
60,PT06M54.00S,2021-11-30T01:46:51.6Z,1,REGULAR,turnover,out-of-bounds,[],1629655,,,1610612764,11,10,2021-11-30T01:46:57Z,600000,,,0,,D. Gafford lost ball out-of-bounds TURNOVER (1 TO),[1629655],1610612764.0,WAS,lost ball,,,Gafford,D. Gafford,,,,,,,,,,,,,,,2002.0,,,,,,,1.0,,
61,PT06M54.00S,2021-11-30T01:46:57.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,11,10,2021-11-30T01:46:57Z,610000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M54.00S,2021-11-30T01:49:13.2Z,1,REGULAR,substitution,out,[],1628966,,,1610612759,11,10,2021-11-30T01:49:43Z,620000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M54.00S,2021-11-30T01:49:13.2Z,1,REGULAR,substitution,out,[],203915,,,1610612759,11,10,2021-11-30T01:49:43Z,630000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M54.00S,2021-11-30T01:49:13.2Z,1,REGULAR,substitution,in,[],1629022,,,1610612759,11,10,2021-11-30T01:49:43Z,640000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M54.00S,2021-11-30T01:49:13.2Z,1,REGULAR,substitution,in,[],203526,,,1610612759,11,10,2021-11-30T01:49:43Z,650000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M43.00S,2021-11-30T01:49:57.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629022,88.64980289093299,75.0,1610612759,11,10,2021-11-30T01:50:01Z,660000,125.0,54.0,1,right,MISS L. Walker IV 13' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,13.62,Missed,,,,,,,,,,,,,,,,,,
67,PT06M41.00S,2021-11-30T01:49:59.7Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,11,10,2021-11-30T01:50:01Z,670000,,,0,,D. Gafford REBOUND (Off:1 Def:4),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,66.0,5.0,4.0,1.0,,,,,,,,,,,,,,
68,PT06M26.00S,2021-11-30T01:50:15.0Z,1,REGULAR,3pt,Jump Shot,[],203526,19.793035479632064,91.66666666666666,1610612764,11,10,2021-11-30T01:50:20Z,680000,-208.0,134.0,1,left,MISS R. Neto 24' 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,
69,PT06M23.00S,2021-11-30T01:50:18.0Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,11,10,2021-11-30T01:50:20Z,690000,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,68.0,3.0,2.0,1.0,,,,,,,,,,,,,,
70,PT06M12.00S,2021-11-30T01:50:28.5Z,1,REGULAR,turnover,lost ball,[],1629022,,,1610612759,11,10,2021-11-30T01:50:39Z,700000,,,0,,L. Walker IV lost ball TURNOVER (1 TO),"[1629022, 203526]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,1.0,Neto,203526.0
71,PT06M12.00S,2021-11-30T01:50:28.5Z,1,REGULAR,steal,,[],203526,,,1610612764,11,10,2021-11-30T01:50:30Z,710000,,,0,,R. Neto STEAL (1 STL),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M04.00S,2021-11-30T01:50:41.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,11,10,2021-11-30T01:50:41Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M04.00S,2021-11-30T01:50:43.3Z,1,REGULAR,substitution,out,[],203484,,,1610612764,11,10,2021-11-30T01:50:52Z,730000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M04.00S,2021-11-30T01:50:43.3Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,11,10,2021-11-30T01:50:52Z,740000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M04.00S,2021-11-30T01:50:43.3Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,11,10,2021-11-30T01:50:52Z,750000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M04.00S,2021-11-30T01:50:43.3Z,1,REGULAR,substitution,in,[],1626149,,,1610612764,11,10,2021-11-30T01:50:52Z,760000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M01.00S,2021-11-30T01:51:04.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203078,3.1044678055190538,97.54901960784314,1610612764,11,13,2021-11-30T01:51:09Z,770000,-238.0,-23.0,1,left,B. Beal 3PT  (3 PTS) (R. Neto 1 AST),"[203078, 203526]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,23.88,Made,,,,,3.0,R. Neto,203526.0,1.0,,,,,,,,,,
79,PT05M49.00S,2021-11-30T01:51:21.5Z,1,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612759,11,13,2021-11-30T01:51:55Z,790000,,,0,,D. Avdija shooting personal FOUL (1 PF) (Murray 2 FT),"[1630166, 1627749]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,,,,,,,,,,,202035.0,1.0,0.0,Murray,1627749.0,,,,,
81,PT05M49.00S,2021-11-30T01:51:49.5Z,1,REGULAR,freethrow,1 of 2,[],1627749,,,1610612759,12,13,2021-11-30T01:51:49Z,810000,,,0,,D. Murray Free Throw 1 of 2 (3 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
82,PT05M49.00S,2021-11-30T01:51:50.6Z,1,REGULAR,substitution,out,[],1627751,,,1610612759,12,13,2021-11-30T01:51:54Z,820000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M49.00S,2021-11-30T01:51:50.6Z,1,REGULAR,substitution,in,[],1629234,,,1610612759,12,13,2021-11-30T01:51:54Z,830000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M49.00S,2021-11-30T01:52:12.9Z,1,REGULAR,freethrow,2 of 2,[],1627749,,,1610612759,13,13,2021-11-30T01:52:12Z,840000,,,0,,D. Murray Free Throw 2 of 2 (4 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
85,PT05M26.00S,2021-11-30T01:52:37.3Z,1,REGULAR,2pt,Layup,[],203078,7.5722733245729295,67.64705882352942,1610612764,13,13,2021-11-30T01:52:43Z,850000,-88.0,19.0,1,left,MISS B. Beal 9' driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,9.02,Missed,,,,,,,,,,,,,,,,,,
86,PT05M23.00S,2021-11-30T01:52:40.3Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,13,13,2021-11-30T01:52:43Z,860000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT05M13.00S,2021-11-30T01:52:49.9Z,1,REGULAR,2pt,Jump Shot,[],1628401,78.0059132720105,51.71568627450981,1610612759,15,13,2021-11-30T01:52:54Z,870000,9.0,154.0,1,right,D. White 15' pullup Jump Shot (2 PTS),[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,15.44,Made,,,,,2.0,,,,,,,,,,,,,
88,PT04M49.00S,2021-11-30T01:53:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,9.543363994743759,38.72549019607843,1610612764,15,13,2021-11-30T01:53:25Z,880000,56.0,37.0,1,left,MISS D. Avdija 6' Layup - blocked,"[1630166, 1629234]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,6.76,Missed,,,,,,,,,,,,,,Eubanks,1629234.0,,,
89,PT04M49.00S,2021-11-30T01:53:14.2Z,1,REGULAR,block,,[],1629234,,,1610612764,15,13,2021-11-30T01:53:16Z,890000,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M46.00S,2021-11-30T01:53:17.2Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,15,13,2021-11-30T01:53:25Z,900000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,
