actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
178,PT11M44.00S,2021-11-27T02:05:58.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,12.697109067017081,46.568627450980394,1610612759,32,14,2021-11-27T02:08:26Z,1710000,17.0,67.0,1,left,D. Murray 6' pullup Jump Shot (8 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,6.91,Made,,,,,8.0,,,,,,,,,,,,,,
179,PT11M33.00S,2021-11-27T02:06:09.6Z,2,REGULAR,3pt,Jump Shot,[],1629641,71.56701708278581,83.08823529411765,1610612738,32,14,2021-11-27T02:08:28Z,1720000,165.0,215.0,1,right,MISS R. Langford 27' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
180,PT11M33.00S,2021-11-27T02:06:09.6Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,32,14,2021-11-27T02:08:28Z,1730000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
181,PT11M23.00S,2021-11-27T02:06:18.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628966,7.966491458607096,36.51960784313725,1610612759,34,14,2021-11-27T02:08:33Z,1740000,67.0,22.0,1,left,K. Bates-Diop 7' pullup Jump Shot (2 PTS) (T. Jones 1 AST),"[1628966, 1630200]",1610612759.0,SAS,pullup,,,Bates-Diop,K. Bates-Diop,,,,,7.1,Made,,,,,2.0,,,,,,T. Jones,1630200.0,1.0,,,,,,
184,PT11M02.00S,2021-11-27T02:06:40.5Z,2,REGULAR,3pt,Jump Shot,[],1630174,92.32917214191852,95.83333333333334,1610612738,34,14,2021-11-27T02:08:38Z,1760000,229.0,20.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.0,Missed,,,,,,,,,,,,,,,,,,,
185,PT11M02.00S,2021-11-27T02:06:40.5Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,34,14,2021-11-27T02:08:38Z,1770000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,184.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
186,PT10M45.00S,2021-11-27T02:06:57.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,19.267411300919843,35.049019607843135,1610612759,36,14,2021-11-27T02:08:43Z,1780000,75.0,129.0,1,left,T. Jones 14' Jump Shot (6 PTS) (D. Murray 2 AST),"[1630200, 1627749]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,14.88,Made,,,,,6.0,,,,,,D. Murray,1627749.0,2.0,,,,,,
188,PT10M25.00S,2021-11-27T02:07:20.2Z,2,REGULAR,foul,personal,[],1630563,,,1610612738,36,14,2021-11-27T02:07:25Z,1800000,,,0,,J. Primo personal FOUL (1 PF),"[1630563, 1630174]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,1830.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,
190,PT10M11.00S,2021-11-27T02:07:51.5Z,2,REGULAR,3pt,Jump Shot,[],203935,94.82588699080158,2.941176470588235,1610612738,36,14,2021-11-27T02:08:48Z,1820000,-235.0,-4.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
191,PT10M11.00S,2021-11-27T02:07:51.5Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,36,14,2021-11-27T02:08:48Z,1830000,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,190.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
192,PT10M01.00S,2021-11-27T02:08:02.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,12.302890932982917,36.27450980392157,1610612759,38,14,2021-11-27T02:08:52Z,1840000,69.0,63.0,1,left,T. Jones 9' pullup Jump Shot (8 PTS) (D. Murray 3 AST),"[1630200, 1627749]",1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,9.32,Made,,,,,8.0,,,,,,D. Murray,1627749.0,3.0,,,,,,
194,PT10M01.00S,2021-11-27T02:08:10.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,38,14,2021-11-27T02:08:10Z,1860000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M01.00S,2021-11-27T02:10:43.6Z,2,REGULAR,substitution,out,[],1629641,,,1610612738,38,14,2021-11-27T02:11:02Z,1870000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M01.00S,2021-11-27T02:10:43.6Z,2,REGULAR,substitution,out,[],203953,,,1610612738,38,14,2021-11-27T02:11:02Z,1880000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M01.00S,2021-11-27T02:10:43.6Z,2,REGULAR,substitution,out,[],1630174,,,1610612738,38,14,2021-11-27T02:11:02Z,1890000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M01.00S,2021-11-27T02:10:43.6Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,38,14,2021-11-27T02:11:02Z,1900000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M01.00S,2021-11-27T02:10:43.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,38,14,2021-11-27T02:11:02Z,1910000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M01.00S,2021-11-27T02:10:43.6Z,2,REGULAR,substitution,in,[],202683,,,1610612738,38,14,2021-11-27T02:11:02Z,1920000,,,0,,SUB in: E. Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M42.00S,2021-11-27T02:11:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202683,89.83245729303549,55.14705882352941,1610612738,38,16,2021-11-27T02:11:17Z,1930000,26.0,43.0,1,right,E. Kanter Layup (2 PTS) (M. Smart 1 AST),"[202683, 203935]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,5.02,Made,,,,,2.0,,,,,,M. Smart,203935.0,1.0,,,,,,
208,PT09M30.00S,2021-11-27T02:11:24.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,19.267411300919843,38.23529411764706,1610612759,38,16,2021-11-27T02:11:29Z,1950000,59.0,129.0,1,left,MISS D. Murray 14' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,14.14,Missed,,,,,,,,,,,,,,,,,,,
209,PT09M28.00S,2021-11-27T02:11:26.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,38,16,2021-11-27T02:11:29Z,1960000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,208.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
210,PT09M17.00S,2021-11-27T02:11:37.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.11760840998686,54.90196078431373,1610612738,38,16,2021-11-27T02:11:48Z,1970000,25.0,12.0,1,right,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,2.74,Missed,,,,,,,,,,,,,,,,,,,
211,PT09M14.00S,2021-11-27T02:11:40.5Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,38,16,2021-11-27T02:11:40Z,1980000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,210.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
212,PT09M12.00S,2021-11-27T02:11:42.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,94.82588699080158,3.9215686274509802,1610612738,38,16,2021-11-27T02:11:51Z,1990000,-230.0,-4.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
213,PT09M10.00S,2021-11-27T02:11:45.1Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,38,16,2021-11-27T02:11:45Z,2000000,,,0,,J. Tatum REBOUND (Off:2 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,212.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
214,PT09M06.00S,2021-11-27T02:11:48.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203935,87.33574244415243,47.05882352941176,1610612738,38,16,2021-11-27T02:11:58Z,2010000,-15.0,67.0,1,right,MISS M. Smart 6' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,6.81,Missed,,,,,,,,,,,,,,,,,,,
215,PT09M06.00S,2021-11-27T02:11:48.9Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,38,16,2021-11-27T02:11:58Z,2020000,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,214.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
216,PT09M00.00S,2021-11-27T02:11:54.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,94.40999984741211,50.0,1610612738,38,16,2021-11-27T02:11:54Z,2030000,0.0,0.0,1,right,MISS M. Smart putback Layup,[203935],1610612738.0,BOS,putback,,,Smart,M. Smart,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
217,PT08M58.00S,2021-11-27T02:11:56.4Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,38,16,2021-11-27T02:11:56Z,2040000,,,0,,J. Poeltl REBOUND (Off:2 Def:7),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,216.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
218,PT08M48.00S,2021-11-27T02:12:06.3Z,2,REGULAR,3pt,Jump Shot,[],1630563,24.26084099868594,9.068627450980392,1610612759,38,16,2021-11-27T02:12:12Z,2050000,205.0,176.0,1,left,MISS J. Primo 26' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
219,PT08M45.00S,2021-11-27T02:12:09.3Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,38,16,2021-11-27T02:12:12Z,2060000,,,0,,E. Kanter REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
220,PT08M36.00S,2021-11-27T02:12:18.5Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,38,16,2021-11-27T02:12:26Z,2070000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1627749]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0,
221,PT08M36.00S,2021-11-27T02:12:18.5Z,2,REGULAR,steal,,[],1627749,,,1610612759,38,16,2021-11-27T02:12:21Z,2080000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M23.00S,2021-11-27T02:12:31.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627749,6.521024967148489,54.166666666666664,1610612759,40,16,2021-11-27T02:12:49Z,2090000,-21.0,9.0,1,left,D. Murray running Layup (10 PTS),[1627749],1610612759.0,SAS,running,,,Murray,D. Murray,,,,,2.26,Made,,,,,10.0,,,,,,,,,,,,,,
223,PT08M22.00S,2021-11-27T02:12:38.3Z,2,REGULAR,foul,personal,[],1630200,,,1610612738,40,16,2021-11-27T02:18:57Z,2100000,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 203935]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,203177.0,1.0,0.0,Smart,203935.0,,,,,,,,,
225,PT08M22.00S,2021-11-27T02:13:01.8Z,2,REGULAR,foul,technical,['1freethrow'],1627749,,,1610612738,40,16,2021-11-27T02:13:16Z,2120000,,,0,,D. Murray technical FOUL (1 Tech),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,203177.0,0.0,1.0,,,,,,,,,,,
226,PT08M22.00S,2021-11-27T02:13:19.6Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,40,17,2021-11-27T02:13:19Z,2130000,,,0,,J. Tatum technical Free Throw 1 of 1 (3 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
227,PT08M22.00S,2021-11-27T02:13:22.3Z,2,REGULAR,substitution,out,[],1628966,,,1610612738,40,17,2021-11-27T02:13:45Z,2140000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M22.00S,2021-11-27T02:13:22.3Z,2,REGULAR,substitution,out,[],1630200,,,1610612738,40,17,2021-11-27T02:13:45Z,2150000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M22.00S,2021-11-27T02:13:22.3Z,2,REGULAR,substitution,in,[],1629022,,,1610612738,40,17,2021-11-27T02:13:45Z,2160000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M22.00S,2021-11-27T02:13:22.3Z,2,REGULAR,substitution,in,[],1629640,,,1610612738,40,17,2021-11-27T02:13:45Z,2170000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M15.00S,2021-11-27T02:13:46.6Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612738,40,17,2021-11-27T02:13:53Z,2180000,,,0,,M. Smart lost ball TURNOVER (1 TO),"[203935, 1627749]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0,
232,PT08M15.00S,2021-11-27T02:13:46.6Z,2,REGULAR,steal,,[],1627749,,,1610612759,40,17,2021-11-27T02:13:49Z,2190000,,,0,,D. Murray STEAL (2 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M09.00S,2021-11-27T02:13:52.7Z,2,REGULAR,turnover,bad pass,[],1629640,,,1610612759,40,17,2021-11-27T02:14:06Z,2200000,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1628369]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,
234,PT08M09.00S,2021-11-27T02:13:52.7Z,2,REGULAR,steal,,[],1628369,,,1610612738,40,17,2021-11-27T02:13:57Z,2210000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M04.00S,2021-11-27T02:13:59.2Z,2,REGULAR,2pt,Layup,['fromturnover'],1627759,89.96386333771353,33.57843137254902,1610612738,40,19,2021-11-27T02:14:30Z,2220000,-82.0,42.0,1,right,J. Brown 9' running Layup (3 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,9.21,Made,,,,,3.0,,,,,,,,,,,,,,
236,PT08M04.00S,2021-11-27T02:14:14.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,40,19,2021-11-27T02:14:14Z,2230000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M04.00S,2021-11-27T02:16:27.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612759,40,19,2021-11-27T02:16:46Z,2240000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M04.00S,2021-11-27T02:16:27.1Z,2,REGULAR,substitution,out,[],203935,,,1610612759,40,19,2021-11-27T02:16:46Z,2250000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M04.00S,2021-11-27T02:16:27.1Z,2,REGULAR,substitution,in,[],203471,,,1610612759,40,19,2021-11-27T02:16:46Z,2260000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M04.00S,2021-11-27T02:16:27.1Z,2,REGULAR,substitution,in,[],1630174,,,1610612759,40,19,2021-11-27T02:16:46Z,2270000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M40.00S,2021-11-27T02:17:16.1Z,2,REGULAR,foul,offensive,[],1627749,,,1610612759,40,19,2021-11-27T02:18:01Z,2280000,,,0,,D. Murray offensive FOUL (1 PF),"[1627749, 1627759]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,1627963.0,1.0,1.0,Brown,1627759.0,,,,,,,,,
243,PT07M40.00S,2021-11-27T02:17:16.1Z,2,REGULAR,turnover,offensive foul,[],1627749,,,1610612759,40,19,2021-11-27T02:18:01Z,2300000,,,0,,D. Murray offensive foul TURNOVER (2 TO),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,1627963.0,,,,,,,,,,2.0,,,
244,PT07M26.00S,2021-11-27T02:17:46.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203471,80.89684625492772,42.64705882352941,1610612738,40,21,2021-11-27T02:18:09Z,2310000,-37.0,127.0,1,right,D. Schroder 13' pullup Jump Shot (2 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,13.23,Made,,,,,2.0,,,,,,,,,,,,,,
245,PT07M26.00S,2021-11-27T02:17:54.7Z,2,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612738,40,21,2021-11-27T02:28:02Z,2320000,,,0,,J. Poeltl flagrant-type-1 personal FOUL (2 PF) (Schroder 1 FT),"[1627751, 203471]",1610612759.0,SAS,flagrant-type-1,,,Poeltl,J. Poeltl,,,,,,,,,,,,1830.0,2.0,0.0,Schroder,203471.0,,,,,,,,,
247,PT07M26.00S,2021-11-27T02:18:20.1Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,40,21,2021-11-27T02:19:22Z,2340000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,Common Foul to Flagrant 1
249,PT07M26.00S,2021-11-27T02:20:26.3Z,2,REGULAR,substitution,out,[],1630563,,,1610612738,40,21,2021-11-27T02:28:56Z,2345000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M26.00S,2021-11-27T02:20:26.3Z,2,REGULAR,substitution,in,[],1627854,,,1610612738,40,21,2021-11-27T02:28:56Z,2347500,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M26.00S,2021-11-27T02:20:26.3Z,2,REGULAR,substitution,out,[],1627751,,,1610612738,40,21,2021-11-27T02:28:56Z,2348750,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M26.00S,2021-11-27T02:20:26.3Z,2,REGULAR,substitution,in,[],1629234,,,1610612738,40,21,2021-11-27T02:28:56Z,2349375,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M26.00S,2021-11-27T02:20:28.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203471,,,1610612738,40,22,2021-11-27T02:46:34Z,2350000,,,0,,D. Schroder flagrant Free Throw 1 of 1 (3 PTS),[203471],1610612738.0,BOS,flagrant,,,Schroder,D. Schroder,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
251,PT07M09.00S,2021-11-27T02:20:39.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,64.99671484888306,59.068627450980394,1610612738,40,25,2021-11-27T02:20:46Z,2380000,45.0,277.0,1,right,A. Nesmith 28' 3PT  (3 PTS) (J. Brown 1 AST),"[1630174, 1627759]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,28.02,Made,,,,,3.0,,,,,,J. Brown,1627759.0,1.0,,,,,,
255,PT06M47.00S,2021-11-27T02:21:00.8Z,2,REGULAR,3pt,Jump Shot,[],1627854,7.30946123521682,3.1862745098039214,1610612759,40,25,2021-11-27T02:21:27Z,2400000,234.0,16.0,1,left,MISS B. Forbes 3PT - blocked,"[1627854, 1629684]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,23.47,Missed,,,,,,,,,,,,,,Williams,1629684.0,,,,
259,PT06M47.00S,2021-11-27T02:21:00.8Z,2,REGULAR,block,,[],1629684,,,1610612759,40,25,2021-11-27T02:21:27Z,2405000,,,0,,G. Williams BLOCK (2 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M43.00S,2021-11-27T02:21:04.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,40,25,2021-11-27T02:21:27Z,2410000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,255.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
257,PT06M34.00S,2021-11-27T02:21:13.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,71.82982917214193,15.686274509803921,1610612738,40,28,2021-11-27T02:21:31Z,2420000,-172.0,212.0,1,right,J. Brown 27' 3PT  (6 PTS) (G. Williams 1 AST),"[1627759, 1629684]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.3,Made,,,,,6.0,,,,,,G. Williams,1629684.0,1.0,,,,,,
260,PT06M08.00S,2021-11-27T02:21:44.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,40,28,2021-11-27T02:21:44Z,2440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M08.00S,2021-11-27T02:21:47.6Z,2,REGULAR,substitution,out,[],1629022,,,1610612759,40,28,2021-11-27T02:21:58Z,2450000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M08.00S,2021-11-27T02:21:47.6Z,2,REGULAR,substitution,out,[],1627749,,,1610612759,40,28,2021-11-27T02:21:58Z,2460000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M08.00S,2021-11-27T02:21:47.6Z,2,REGULAR,substitution,out,[],1629234,,,1610612759,40,28,2021-11-27T02:21:58Z,2470000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M08.00S,2021-11-27T02:21:47.6Z,2,REGULAR,substitution,in,[],1628401,,,1610612759,40,28,2021-11-27T02:21:58Z,2480000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M08.00S,2021-11-27T02:21:47.6Z,2,REGULAR,substitution,in,[],201152,,,1610612759,40,28,2021-11-27T02:21:58Z,2490000,,,0,,SUB in: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M08.00S,2021-11-27T02:21:47.6Z,2,REGULAR,substitution,in,[],1628966,,,1610612759,40,28,2021-11-27T02:21:58Z,2500000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M06.00S,2021-11-27T02:22:09.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612759,40,28,2021-11-27T02:22:20Z,2510000,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,
268,PT05M53.00S,2021-11-27T02:22:39.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,64.47109067017082,44.36274509803921,1610612738,40,31,2021-11-27T02:23:02Z,2520000,-28.0,281.0,1,right,J. Brown 28' 3PT step back (9 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,28.29,Made,,,,,9.0,,,,,,,,,,,,,,
269,PT05M35.00S,2021-11-27T02:22:57.3Z,2,REGULAR,2pt,Jump Shot,[],1627854,17.16491458607096,26.96078431372549,1610612759,42,31,2021-11-27T02:23:06Z,2530000,115.0,109.0,1,left,B. Forbes 15' pullup Jump Shot (2 PTS) (T. Young 1 AST),"[1627854, 201152]",1610612759.0,SAS,pullup,,,Forbes,B. Forbes,,,,,15.85,Made,,,,,2.0,,,,,,T. Young,201152.0,1.0,,,,,,
271,PT05M22.00S,2021-11-27T02:23:09.4Z,2,REGULAR,3pt,Jump Shot,[],203471,69.59592641261499,20.34313725490196,1610612738,42,31,2021-11-27T02:23:15Z,2550000,-148.0,233.0,1,right,MISS D. Schroder 27' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,27.64,Missed,,,,,,,,,,,,,,,,,,,
272,PT05M19.00S,2021-11-27T02:23:12.4Z,2,REGULAR,rebound,defensive,[],1627854,,,1610612759,42,31,2021-11-27T02:23:15Z,2560000,,,0,,B. Forbes REBOUND (Off:0 Def:1),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,271.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
