actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
89,PT05M27.00S,2021-10-21T00:58:33.4Z,1,REGULAR,substitution,out,[],203926,,,1610612753,17,17,2021-10-21T00:58:57Z,880000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M27.00S,2021-10-21T00:58:33.4Z,1,REGULAR,substitution,out,[],1628964,,,1610612753,17,17,2021-10-21T00:58:57Z,890000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M27.00S,2021-10-21T00:58:33.4Z,1,REGULAR,substitution,in,[],1630170,,,1610612753,17,17,2021-10-21T00:58:57Z,900000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M27.00S,2021-10-21T00:58:33.4Z,1,REGULAR,substitution,in,[],1629022,,,1610612753,17,17,2021-10-21T00:58:57Z,910000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M27.00S,2021-10-21T00:58:33.4Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,17,17,2021-10-21T00:58:57Z,920000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M03.00S,2021-10-21T00:59:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,4.944152431011826,57.35294117647059,1610612753,17,17,2021-10-21T00:59:59Z,930000,-37.0,-6.0,1,left,MISS R. Hampton finger roll Layup - blocked,"[1630181, 1629022]",1610612753.0,ORL,finger roll,,,Hampton,R. Hampton,,,,,,,,,,Missed,,,3.73,Walker IV,1629022.0,,,,,,,,,,
95,PT05M03.00S,2021-10-21T00:59:21.9Z,1,REGULAR,block,,[],1629022,,,1610612753,17,17,2021-10-21T00:59:24Z,940000,,,0,,L. Walker IV BLOCK (1 BLK),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M03.00S,2021-10-21T00:59:21.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,17,17,2021-10-21T01:06:12Z,950000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,
98,PT04M48.00S,2021-10-21T00:59:55.3Z,1,REGULAR,2pt,Jump Shot,[],1630170,80.76544021024968,26.225490196078432,1610612759,19,17,2021-10-21T01:04:35Z,970000,-119.0,128.0,1,right,D. Vassell 17' step back Jump Shot (2 PTS) (L. Walker IV 1 AST),"[1630170, 1629022]",1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,,,,,,Made,,2.0,17.49,,,,,,L. Walker IV,1629022.0,1.0,,,,
159,PT04M21.00S,2021-10-21T01:00:36.0Z,1,REGULAR,3pt,Jump Shot,[],1630181,2.8416557161629434,98.0392156862745,1610612753,19,20,2021-10-21T01:08:26Z,983750,-240.0,-26.0,1,left,R. Hampton 24' 3PT  (3 PTS) (C. Anthony 2 AST),"[1630181, 1630175]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,Made,,3.0,24.16,,,,,,C. Anthony,1630175.0,2.0,,,,
101,PT04M21.00S,2021-10-21T01:00:36.9Z,1,REGULAR,substitution,out,[],1627751,,,1610612759,19,20,2021-10-21T01:05:10Z,985000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M21.00S,2021-10-21T01:00:36.9Z,1,REGULAR,substitution,in,[],1629234,,,1610612759,19,20,2021-10-21T01:05:10Z,987500,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M10.00S,2021-10-21T01:01:02.3Z,1,REGULAR,3pt,Jump Shot,[],1627749,66.5735873850197,50.0,1610612759,19,20,2021-10-21T01:08:26Z,1020000,0.0,262.0,1,right,MISS D. Murray 26' 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,Missed,,,26.17,,,,,,,,,,,,
104,PT04M06.00S,2021-10-21T01:01:06.3Z,1,REGULAR,rebound,defensive,[],1629649,,,1610612753,19,20,2021-10-21T01:01:06Z,1030000,,,0,,I. Brazdeikis REBOUND (Off:0 Def:1),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,103.0,,,,,1.0,1.0,0.0,,,,,,,
105,PT03M55.00S,2021-10-21T01:01:15.7Z,1,REGULAR,3pt,Jump Shot,[],1630175,7.835085413929041,97.79411764705883,1610612753,19,23,2021-10-21T01:01:20Z,1040000,-239.0,21.0,1,left,C. Anthony 3PT  (5 PTS) (I. Brazdeikis 1 AST),"[1630175, 1629649]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,Made,,5.0,23.99,,,,,,I. Brazdeikis,1629649.0,1.0,,,,
107,PT03M45.00S,2021-10-21T01:01:30.7Z,1,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612759,19,23,2021-10-21T01:01:36Z,1060000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Murray 2 FT),"[1630175, 1627749]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,1628954.0,1.0,0.0,Murray,1627749.0,,,,,,,,,,,,,,,,
109,PT03M45.00S,2021-10-21T01:01:54.1Z,1,REGULAR,freethrow,1 of 2,[],1627749,,,1610612759,20,23,2021-10-21T01:01:54Z,1080000,,,0,,D. Murray Free Throw 1 of 2 (5 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,Made,,5.0,,,,,,,,,,,,,
110,PT03M45.00S,2021-10-21T01:01:54.7Z,1,REGULAR,substitution,out,[],1630175,,,1610612759,20,23,2021-10-21T01:02:06Z,1090000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M45.00S,2021-10-21T01:01:54.7Z,1,REGULAR,substitution,in,[],1630591,,,1610612759,20,23,2021-10-21T01:02:06Z,1100000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M45.00S,2021-10-21T01:02:14.1Z,1,REGULAR,freethrow,2 of 2,[],1627749,,,1610612759,21,23,2021-10-21T01:02:14Z,1110000,,,0,,D. Murray Free Throw 2 of 2 (6 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
113,PT03M39.00S,2021-10-21T01:02:24.0Z,1,REGULAR,foul,personal,[],1627749,,,1610612753,21,23,2021-10-21T01:02:29Z,1120000,,,0,,D. Murray personal FOUL (1 PF),"[1627749, 1630181]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,202049.0,1.0,0.0,Hampton,1630181.0,,,,,,,,,,,,,,,,
115,PT03M39.00S,2021-10-21T01:02:31.5Z,1,REGULAR,substitution,out,[],1629640,,,1610612753,21,23,2021-10-21T01:02:37Z,1140000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M39.00S,2021-10-21T01:02:31.5Z,1,REGULAR,substitution,out,[],1627749,,,1610612753,21,23,2021-10-21T01:02:37Z,1150000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M39.00S,2021-10-21T01:02:31.5Z,1,REGULAR,substitution,in,[],203926,,,1610612753,21,23,2021-10-21T01:02:37Z,1160000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M39.00S,2021-10-21T01:02:31.5Z,1,REGULAR,substitution,in,[],1628401,,,1610612753,21,23,2021-10-21T01:02:37Z,1170000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M33.00S,2021-10-21T01:02:52.2Z,1,REGULAR,3pt,Jump Shot,[],1629021,29.77989487516426,68.38235294117648,1610612753,21,26,2021-10-21T01:02:57Z,1180000,-92.0,227.0,1,left,M. Wagner 24' 3PT  (3 PTS) (J. Suggs 1 AST),"[1629021, 1630591]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,Made,,3.0,24.53,,,,,,J. Suggs,1630591.0,1.0,,,,
121,PT03M20.00S,2021-10-21T01:03:05.6Z,1,REGULAR,2pt,Jump Shot,[],1630170,81.15965834428384,72.54901960784314,1610612759,21,26,2021-10-21T01:03:11Z,1200000,113.0,125.0,1,right,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,,,,,,Missed,,,16.8,,,,,,,,,,,,
122,PT03M16.00S,2021-10-21T01:03:09.6Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,21,26,2021-10-21T01:03:11Z,1210000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,121.0,,,,,1.0,1.0,0.0,,,,,,,
123,PT03M09.00S,2021-10-21T01:03:19.6Z,1,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612753,21,26,2021-10-21T01:03:24Z,1220000,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Suggs 2 FT),"[1629234, 1630591]",1610612759.0,SAS,shooting,,,Eubanks,D. Eubanks,,,,,202049.0,1.0,0.0,Suggs,1630591.0,,,,,,,,,,,,,,,,
125,PT03M09.00S,2021-10-21T01:04:00.0Z,1,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,21,27,2021-10-21T01:04:00Z,1240000,,,0,,J. Suggs Free Throw 1 of 2 (3 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
126,PT03M09.00S,2021-10-21T01:04:12.4Z,1,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,21,28,2021-10-21T01:04:12Z,1250000,,,0,,J. Suggs Free Throw 2 of 2 (4 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
127,PT03M02.00S,2021-10-21T01:04:25.3Z,1,REGULAR,3pt,Jump Shot,[],1629022,69.20170827858082,37.99019607843137,1610612759,21,28,2021-10-21T01:04:30Z,1260000,-60.0,237.0,1,right,MISS L. Walker IV 24' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,Missed,,,24.45,,,,,,,,,,,,
128,PT02M59.00S,2021-10-21T01:04:28.3Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,21,28,2021-10-21T01:04:30Z,1270000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,127.0,,,,,1.0,1.0,0.0,,,,,,,
129,PT02M51.00S,2021-10-21T01:04:36.8Z,1,REGULAR,2pt,Jump Shot,[],203082,23.078186596583443,34.55882352941176,1610612753,21,28,2021-10-21T01:05:10Z,1280000,77.0,164.0,1,left,MISS T. Ross 18' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,,,,Missed,,,18.16,,,,,,,,,,,,
130,PT02M48.00S,2021-10-21T01:04:40.1Z,1,REGULAR,rebound,offensive,[],1629021,,,1610612753,21,28,2021-10-21T01:04:40Z,1290000,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,129.0,,,,,1.0,0.0,1.0,,,,,,,
131,PT02M48.00S,2021-10-21T01:04:40.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,5.590000152587891,50.0,1610612753,21,28,2021-10-21T01:04:40Z,1300000,0.0,0.0,1,left,MISS M. Wagner tip Layup,[1629021],1610612753.0,ORL,tip,,,Wagner,M. Wagner,,,,,,,,,,Missed,,,0.0,,,,,,,,,,,,
132,PT02M48.00S,2021-10-21T01:04:41.4Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,21,28,2021-10-21T01:04:41Z,1310000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,131.0,,,,,1.0,1.0,0.0,,,,,,,
133,PT02M44.00S,2021-10-21T01:04:45.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,75.64060446780552,11.519607843137255,1610612759,21,28,2021-10-21T01:05:00Z,1320000,-192.0,176.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,Missed,,,26.11,,,,,,,,,,,,
134,PT02M39.00S,2021-10-21T01:04:48.9Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,21,28,2021-10-21T01:04:48Z,1330000,,,0,,M. Wagner REBOUND (Off:1 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,133.0,,,,,2.0,1.0,1.0,,,,,,,
135,PT02M35.00S,2021-10-21T01:04:54.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629021,25.837713534822605,15.441176470588236,1610612753,21,28,2021-10-21T01:05:05Z,1340000,173.0,190.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,Missed,,,25.71,,,,,,,,,,,,
136,PT02M31.00S,2021-10-21T01:04:57.9Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,21,28,2021-10-21T01:04:57Z,1350000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,135.0,,,,,1.0,1.0,0.0,,,,,,,
137,PT02M24.00S,2021-10-21T01:05:05.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,86.02168199737189,46.81372549019608,1610612759,23,28,2021-10-21T01:05:22Z,1360000,-16.0,79.0,1,right,L. Walker IV 8' driving floating Jump Shot (2 PTS),[1629022],1610612759.0,SAS,driving floating,,,Walker IV,L. Walker IV,,,,,,,,,,Made,,2.0,8.05,,,,,,,,,,,,
138,PT02M08.00S,2021-10-21T01:05:28.9Z,1,REGULAR,foul,offensive,[],1629021,,,1610612753,23,28,2021-10-21T01:05:39Z,1370000,,,0,,M. Wagner offensive FOUL (1 PF),"[1629021, 1628401]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,202049.0,1.0,0.0,White,1628401.0,,,,,,,,,,,,,,,,
140,PT02M08.00S,2021-10-21T01:05:28.9Z,1,REGULAR,turnover,offensive foul,[],1629021,,,1610612753,23,28,2021-10-21T01:05:28Z,1390000,,,0,,M. Wagner offensive foul TURNOVER (1 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,202049.0,,,,,,,,,,,,,,,,,1.0,,,
141,PT01M56.00S,2021-10-21T01:05:52.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203926,66.3107752956636,34.068627450980394,1610612759,26,28,2021-10-21T01:05:58Z,1400000,-80.0,264.0,1,right,D. McDermott 27' 3PT  (3 PTS) (L. Walker IV 2 AST),"[203926, 1629022]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,Made,,3.0,27.6,,,,,,L. Walker IV,1629022.0,2.0,,,,
143,PT01M41.00S,2021-10-21T01:06:07.9Z,1,REGULAR,3pt,Jump Shot,[],1630591,27.808804204993432,73.2843137254902,1610612753,26,28,2021-10-21T01:06:12Z,1420000,-116.0,209.0,1,left,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,Missed,,,23.91,,,,,,,,,,,,
144,PT01M38.00S,2021-10-21T01:06:10.3Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,26,28,2021-10-21T01:06:10Z,1430000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,143.0,,,,,2.0,2.0,0.0,,,,,,,
145,PT01M35.00S,2021-10-21T01:06:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203926,83.26215505913272,3.9215686274509802,1610612759,29,28,2021-10-21T01:06:18Z,1440000,-230.0,105.0,1,right,D. McDermott 25' 3PT  (6 PTS) (D. White 2 AST),"[203926, 1628401]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,Made,,6.0,25.31,,,,,,D. White,1628401.0,2.0,,,,
147,PT01M18.00S,2021-10-21T01:06:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,8.229303547963205,49.50980392156863,1610612753,29,28,2021-10-21T01:06:37Z,1460000,2.0,25.0,1,left,MISS J. Suggs Layup,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,Missed,,,2.5,,,,,,,,,,,,
148,PT01M17.00S,2021-10-21T01:06:31.8Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,29,28,2021-10-21T01:06:37Z,1470000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,147.0,,,,,2.0,2.0,0.0,,,,,,,
150,PT01M17.00S,2021-10-21T01:06:41.7Z,1,REGULAR,foul,personal,[],203082,,,1610612759,29,28,2021-10-21T01:24:50Z,1490000,,,0,,T. Ross personal FOUL (1 PF),"[203082, 1630170]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,202049.0,1.0,0.0,Vassell,1630170.0,,,,,,,,,,,,,,,,
152,PT01M17.00S,2021-10-21T01:06:58.1Z,1,REGULAR,substitution,out,[],1630181,,,1610612759,29,28,2021-10-21T01:07:02Z,1510000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M17.00S,2021-10-21T01:06:58.1Z,1,REGULAR,substitution,in,[],1630175,,,1610612759,29,28,2021-10-21T01:07:02Z,1520000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M03.00S,2021-10-21T01:07:19.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612759,29,28,2021-10-21T01:07:47Z,1530000,,,0,,J. Suggs personal FOUL (1 PF) (White 2 FT),"[1630591, 1628401]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,1628954.0,1.0,0.0,White,1628401.0,,,,,,,,,,,,,,,,
156,PT01M03.00S,2021-10-21T01:07:52.7Z,1,REGULAR,freethrow,1 of 2,[],1628401,,,1610612759,30,28,2021-10-21T01:07:52Z,1550000,,,0,,D. White Free Throw 1 of 2 (4 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
157,PT01M03.00S,2021-10-21T01:08:12.4Z,1,REGULAR,freethrow,2 of 2,[],1628401,,,1610612759,30,28,2021-10-21T01:08:12Z,1560000,,,0,,MISS D. White Free Throw 2 of 2,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Missed,,,,,,,,,,,,,,,
158,PT00M58.90S,2021-10-21T01:08:14.6Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,30,28,2021-10-21T01:08:14Z,1570000,,,0,,C. Anthony REBOUND (Off:1 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,157.0,,,,,4.0,3.0,1.0,,,,,,,
161,PT00M36.20S,2021-10-21T01:08:38.4Z,1,REGULAR,3pt,Jump Shot,[],1630175,5.601182654402102,98.0392156862745,1610612753,30,28,2021-10-21T01:08:45Z,1580000,-240.0,0.0,1,left,MISS C. Anthony 24' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,Missed,,,24.02,,,,,,,,,,,,
162,PT00M33.40S,2021-10-21T01:08:41.2Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612759,30,28,2021-10-21T01:08:45Z,1590000,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,161.0,,,,,1.0,1.0,0.0,,,,,,,
163,PT00M29.00S,2021-10-21T01:08:46.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,94.30026281208936,53.67647058823529,1610612759,30,28,2021-10-21T01:09:09Z,1600000,18.0,1.0,1,right,MISS D. White driving Layup,[1628401],1610612759.0,SAS,driving,,,White,D. White,,,,,,,,,,Missed,,,1.84,,,,,,,,,,,,
164,PT00M27.10S,2021-10-21T01:08:48.2Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612759,30,28,2021-10-21T01:08:54Z,1610000,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,163.0,,,,,2.0,1.0,1.0,,,,,,,
165,PT00M27.10S,2021-10-21T01:08:50.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629234,94.40999984741211,50.0,1610612759,32,28,2021-10-21T01:08:50Z,1620000,0.0,0.0,1,right,D. Eubanks tip DUNK (2 PTS),[1629234],1610612759.0,SAS,tip,,,Eubanks,D. Eubanks,,,,,,,,,,Made,,2.0,0.0,,,,,,,,,,,,
166,PT00M08.30S,2021-10-21T01:09:10.0Z,1,REGULAR,3pt,Jump Shot,[],1629021,30.042706964520367,69.85294117647058,1610612753,32,28,2021-10-21T01:09:17Z,1630000,-99.0,230.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,Missed,,,25.04,,,,,,,,,,,,
167,PT00M04.50S,2021-10-21T01:09:13.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,32,28,2021-10-21T01:09:17Z,1640000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,
168,PT00M04.50S,2021-10-21T01:09:16.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,32,28,2021-10-21T01:09:16Z,1650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2021-10-21T01:09:38.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,28.991458607095925,78.18627450980392,1610612753,32,28,2021-10-21T01:09:46Z,1660000,-141.0,220.0,1,left,MISS C. Anthony 26' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,,,,,,Missed,,,26.13,,,,,,,,,,,,
170,PT00M00.00S,2021-10-21T01:09:38.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,32,28,2021-10-21T01:09:46Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,169.0,,,,,,,,,,,,,,
171,PT00M00.00S,2021-10-21T01:09:47.1Z,1,REGULAR,period,end,[],0,,,1610612753,32,28,2021-10-21T01:09:47Z,1680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-10-21T01:10:30.0Z,2,REGULAR,substitution,out,['startperiod'],1629234,,,1610612753,32,28,2021-10-21T01:12:21Z,1690000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-10-21T01:10:30.0Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612753,32,28,2021-10-21T01:12:21Z,1700000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-10-21T01:10:30.0Z,2,REGULAR,substitution,out,['startperiod'],1629649,,,1610612753,32,28,2021-10-21T01:12:21Z,1710000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-10-21T01:10:30.0Z,2,REGULAR,substitution,out,['startperiod'],1629021,,,1610612753,32,28,2021-10-21T01:12:21Z,1720000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-10-21T01:10:30.0Z,2,REGULAR,substitution,in,['startperiod'],1627751,,,1610612753,32,28,2021-10-21T01:12:21Z,1730000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-10-21T01:10:30.0Z,2,REGULAR,substitution,in,['startperiod'],1627854,,,1610612753,32,28,2021-10-21T01:12:21Z,1740000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-10-21T01:10:30.0Z,2,REGULAR,substitution,in,['startperiod'],1628964,,,1610612753,32,28,2021-10-21T01:12:21Z,1750000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-10-21T01:10:30.0Z,2,REGULAR,substitution,in,['startperiod'],1628976,,,1610612753,32,28,2021-10-21T01:12:21Z,1760000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-10-21T01:12:21.9Z,2,REGULAR,period,start,[],0,,,1610612753,32,28,2021-10-21T01:12:21Z,1770000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
