actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
262,PT04M31.00S,2021-11-23T02:23:03.9Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,33,45,2021-11-23T02:23:13Z,2610000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M31.00S,2021-11-23T02:23:03.9Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,33,45,2021-11-23T02:23:13Z,2620000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M16.00S,2021-11-23T02:23:39.1Z,2,REGULAR,foul,personal,[],203109,,,1610612759,33,45,2021-11-23T02:24:05Z,2630000,,,0,,J. Crowder personal FOUL (2 PF),"[203109, 1628401]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,1627534.0,2.0,0.0,White,1628401.0,,,,,,,,,,,,,,,,
266,PT04M10.00S,2021-11-23T02:24:02.6Z,2,REGULAR,turnover,bad pass,[],1627751,,,1610612759,33,45,2021-11-23T02:24:07Z,2650000,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 1629028]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,1.0,Ayton,1629028.0,,,
267,PT04M10.00S,2021-11-23T02:24:02.6Z,2,REGULAR,steal,,[],1629028,,,1610612756,33,45,2021-11-23T02:24:06Z,2660000,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M49.00S,2021-11-23T02:24:23.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203109,91.80354796320631,96.07843137254902,1610612756,33,48,2021-11-23T02:24:31Z,2670000,230.0,25.0,1,right,J. Crowder 3PT  (6 PTS) (D. Ayton 2 AST),"[203109, 1629028]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,Made,,,,,23.17,6.0,D. Ayton,1629028.0,2.0,,,,,,
270,PT03M36.00S,2021-11-23T02:24:35.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,19.66162943495401,51.9607843137255,1610612759,35,48,2021-11-23T02:24:59Z,2690000,-10.0,132.0,1,left,K. Johnson 13' pullup Jump Shot (6 PTS) (T. Jones 1 AST),"[1629640, 1630200]",1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,,,,,,Made,,,,,13.27,6.0,T. Jones,1630200.0,1.0,,,,,,
272,PT03M20.00S,2021-11-23T02:24:55.0Z,2,REGULAR,foul,personal,[],1628401,,,1610612756,35,48,2021-11-23T02:25:11Z,2710000,,,0,,D. White personal FOUL (1 PF),"[1628401, 1629028]",1610612759.0,SAS,,,,White,D. White,,,,,1627534.0,1.0,0.0,Ayton,1629028.0,,,,,,,,,,,,,,,,
274,PT03M20.00S,2021-11-23T02:25:04.4Z,2,REGULAR,substitution,out,[],1629013,,,1610612756,35,48,2021-11-23T02:25:08Z,2730000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M20.00S,2021-11-23T02:25:04.4Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,35,48,2021-11-23T02:25:08Z,2740000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M12.00S,2021-11-23T02:25:23.0Z,2,REGULAR,2pt,Jump Shot,[],1626164,84.31340341655716,26.225490196078432,1610612756,35,48,2021-11-23T02:25:28Z,2750000,-119.0,95.0,1,right,MISS D. Booker 15' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,,,Missed,,,,,15.22,,,,,,,,,,
277,PT03M08.00S,2021-11-23T02:25:27.0Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,35,48,2021-11-23T02:25:28Z,2760000,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,276.0,4.0,3.0,1.0,,,,,,,,,,,
278,PT02M54.00S,2021-11-23T02:25:41.3Z,2,REGULAR,3pt,Jump Shot,[],1630170,22.946780551905388,8.57843137254902,1610612759,38,48,2021-11-23T02:25:47Z,2770000,207.0,163.0,1,left,D. Vassell 26' 3PT  (10 PTS) (D. White 1 AST),"[1630170, 1628401]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,Made,,,,,26.37,10.0,D. White,1628401.0,1.0,,,,,,
280,PT02M30.00S,2021-11-23T02:26:04.8Z,2,REGULAR,turnover,lost ball,[],1626164,,,1610612756,38,48,2021-11-23T02:26:19Z,2790000,,,0,,D. Booker lost ball TURNOVER (3 TO),"[1626164, 1628401]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,3.0,White,1628401.0,,,
281,PT02M30.00S,2021-11-23T02:26:04.8Z,2,REGULAR,steal,,[],1628401,,,1610612759,38,48,2021-11-23T02:26:07Z,2800000,,,0,,D. White STEAL (2 STL),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M28.00S,2021-11-23T02:26:12.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,7.5722733245729295,54.65686274509803,1610612759,40,48,2021-11-23T02:26:42Z,2810000,-23.0,19.0,1,left,T. Jones driving finger roll Layup (2 PTS) (D. White 2 AST),"[1630200, 1628401]",1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,,,,,,Made,,,,,2.99,2.0,D. White,1628401.0,2.0,,,,,,
284,PT02M28.00S,2021-11-23T02:26:16.7Z,2,REGULAR,foul,personal,['1freethrow'],203109,,,1610612759,40,48,2021-11-23T02:26:26Z,2830000,,,0,,J. Crowder shooting personal FOUL (3 PF) (Jones 1 FT),"[203109, 1630200]",1610612756.0,PHX,shooting,,,Crowder,J. Crowder,,,,,202027.0,3.0,0.0,Jones,1630200.0,,,,,,,,,,,,,,,,
286,PT02M28.00S,2021-11-23T02:26:31.5Z,2,REGULAR,substitution,out,[],203109,,,1610612759,40,48,2021-11-23T02:27:48Z,2850000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M28.00S,2021-11-23T02:26:31.5Z,2,REGULAR,substitution,in,[],1629661,,,1610612759,40,48,2021-11-23T02:27:48Z,2860000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M28.00S,2021-11-23T02:26:53.5Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630200,,,1610612759,41,48,2021-11-23T02:26:53Z,2870000,,,0,,T. Jones Free Throw 1 of 1 (3 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
289,PT02M16.00S,2021-11-23T02:27:09.8Z,2,REGULAR,2pt,Jump Shot,[],101108,79.05716162943496,62.745098039215684,1610612756,41,50,2021-11-23T02:27:15Z,2880000,64.0,144.0,1,right,C. Paul 15' pullup Jump Shot (4 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,,,,,Made,,,,,15.78,4.0,,,,,,,,,
290,PT02M04.00S,2021-11-23T02:27:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,15.325229960578188,46.32352941176471,1610612759,43,50,2021-11-23T02:27:28Z,2890000,18.0,92.0,1,left,D. White 9' fadeaway Jump Shot (8 PTS),[1628401],1610612759.0,SAS,fadeaway,,,White,D. White,,,,,,,,,,Made,,,,,9.34,8.0,,,,,,,,,
291,PT01M40.00S,2021-11-23T02:27:45.3Z,2,REGULAR,2pt,Jump Shot,[],101108,76.69185282522996,70.09803921568627,1610612756,43,50,2021-11-23T02:27:52Z,2900000,100.0,167.0,1,right,MISS C. Paul 19' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,,,,,Missed,,,,,19.46,,,,,,,,,,
292,PT01M37.00S,2021-11-23T02:27:48.3Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,43,50,2021-11-23T02:27:52Z,2910000,,,0,,D. Ayton REBOUND (Off:2 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,291.0,7.0,5.0,2.0,,,,,,,,,,,
293,PT01M37.00S,2021-11-23T02:27:48.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,94.40999984741211,50.0,1610612756,43,52,2021-11-23T02:27:48Z,2920000,0.0,0.0,1,right,D. Ayton tip Layup (12 PTS),[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,,,,,,Made,,,,,0.0,12.0,,,,,,,,,
294,PT01M26.00S,2021-11-23T02:28:02.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,43,52,2021-11-23T02:28:02Z,2930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M23.00S,2021-11-23T02:28:19.6Z,2,REGULAR,2pt,Jump Shot,[],1628401,19.92444152431012,67.8921568627451,1610612759,43,52,2021-11-23T02:28:24Z,2940000,-89.0,135.0,1,left,MISS D. White 16' pullup Shot,[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,,,,,,Missed,,,,,16.18,,,,,,,,,,
296,PT01M19.00S,2021-11-23T02:28:23.6Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,43,52,2021-11-23T02:28:24Z,2950000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,295.0,4.0,4.0,0.0,,,,,,,,,,,
297,PT01M10.00S,2021-11-23T02:28:31.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,83.13074901445466,53.92156862745098,1610612756,43,52,2021-11-23T02:28:41Z,2960000,20.0,106.0,1,right,MISS D. Ayton 10' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,Missed,,,,,10.79,,,,,,,,,,
298,PT01M06.00S,2021-11-23T02:28:35.7Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,43,52,2021-11-23T02:28:41Z,2970000,,,0,,D. Ayton REBOUND (Off:3 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,297.0,8.0,5.0,3.0,,,,,,,,,,,
299,PT01M06.00S,2021-11-23T02:28:36.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629028,94.40999984741211,50.0,1610612756,43,54,2021-11-23T02:32:00Z,2980000,0.0,0.0,1,right,D. Ayton putback Layup (14 PTS),[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,,,,,,Made,,,,,0.0,14.0,,,,,,,,,
300,PT00M47.00S,2021-11-23T02:28:56.0Z,2,REGULAR,turnover,bad pass,[],1630170,,,1610612759,43,54,2021-11-23T02:29:04Z,2990000,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1628969]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,1.0,Bridges,1628969.0,,,
301,PT00M47.00S,2021-11-23T02:28:56.0Z,2,REGULAR,steal,,[],1628969,,,1610612756,43,54,2021-11-23T02:28:59Z,3000000,,,0,,M. Bridges STEAL (2 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M41.80S,2021-11-23T02:29:01.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626164,91.5407358738502,52.94117647058824,1610612756,43,54,2021-11-23T02:29:12Z,3010000,15.0,27.0,1,right,MISS D. Booker driving finger roll Layup,[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,,,,,,Missed,,,,,3.07,,,,,,,,,,
303,PT00M39.30S,2021-11-23T02:29:03.7Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,43,54,2021-11-23T02:29:03Z,3020000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,302.0,1.0,1.0,0.0,,,,,,,,,,,
304,PT00M36.90S,2021-11-23T02:29:06.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,8.754927726675426,49.01960784313725,1610612759,43,54,2021-11-23T02:29:31Z,3030000,5.0,30.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,,,3.02,,,,,,,,,,
305,PT00M31.20S,2021-11-23T02:29:11.6Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,43,54,2021-11-23T02:29:11Z,3040000,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,304.0,5.0,3.0,2.0,,,,,,,,,,,
306,PT00M31.20S,2021-11-23T02:29:11.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,43,54,2021-11-23T02:29:11Z,3050000,0.0,0.0,1,left,MISS J. Poeltl tip Layup,[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,,,,,,Missed,,,,,0.0,,,,,,,,,,
307,PT00M29.90S,2021-11-23T02:29:13.0Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,43,54,2021-11-23T02:29:13Z,3060000,,,0,,D. Ayton REBOUND (Off:3 Def:6),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,306.0,9.0,6.0,3.0,,,,,,,,,,,
308,PT00M20.40S,2021-11-23T02:29:22.8Z,2,REGULAR,3pt,Jump Shot,[],1626164,74.19513797634691,12.990196078431374,1610612756,43,57,2021-11-23T02:29:33Z,3070000,-185.0,190.0,1,right,D. Booker 26' 3PT  (7 PTS) (C. Johnson 2 AST),"[1626164, 1629661]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,,,,,26.53,7.0,C. Johnson,1629661.0,2.0,,,,,,
310,PT00M02.10S,2021-11-23T02:29:45.7Z,2,REGULAR,foul,personal,[],1628969,,,1610612759,43,57,2021-11-23T02:29:57Z,3090000,,,0,,M. Bridges personal FOUL (2 PF),"[1628969, 1628401]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,203591.0,2.0,0.0,White,1628401.0,,,,,,,,,,,,,,,,
312,PT00M02.10S,2021-11-23T02:30:05.4Z,2,REGULAR,substitution,out,[],1629028,,,1610612759,43,57,2021-11-23T02:30:11Z,3110000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M02.10S,2021-11-23T02:30:05.4Z,2,REGULAR,substitution,in,[],1629013,,,1610612759,43,57,2021-11-23T02:30:11Z,3120000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M01.50S,2021-11-23T02:30:19.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628969,,,1610612759,43,57,2021-11-23T02:30:36Z,3130000,,,0,,M. Bridges personal FOUL (3 PF) (Poeltl 2 FT),"[1628969, 1627751]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,1627534.0,3.0,0.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,
316,PT00M01.50S,2021-11-23T02:30:50.3Z,2,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,44,57,2021-11-23T02:30:50Z,3150000,,,0,,J. Poeltl Free Throw 1 of 2 (1 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,Made,,,,,,1.0,,,,,,,,,
317,PT00M01.50S,2021-11-23T02:30:52.5Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,44,57,2021-11-23T02:30:58Z,3160000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M01.50S,2021-11-23T02:30:52.5Z,2,REGULAR,substitution,out,[],1629013,,,1610612759,44,57,2021-11-23T02:30:58Z,3170000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M01.50S,2021-11-23T02:30:52.5Z,2,REGULAR,substitution,in,[],1628966,,,1610612759,44,57,2021-11-23T02:30:58Z,3180000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M01.50S,2021-11-23T02:30:52.5Z,2,REGULAR,substitution,in,[],1629028,,,1610612759,44,57,2021-11-23T02:30:58Z,3190000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M01.50S,2021-11-23T02:30:50.3Z,2,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,44,57,2021-11-23T02:31:18Z,3200000,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,Missed,,,,,,,,,,,,,,,
322,PT00M01.50S,2021-11-23T02:30:50.3Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,44,57,2021-11-23T02:31:18Z,3210000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,321.0,1.0,1.0,0.0,,,,,,,,,,,
323,PT00M00.00S,2021-11-23T02:31:22.0Z,2,REGULAR,period,end,[],0,,,1610612756,44,57,2021-11-23T02:31:22Z,3220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-11-23T02:46:25.2Z,3,REGULAR,substitution,out,['startperiod'],1630170,,,1610612756,44,57,2021-11-23T02:46:49Z,3230000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-11-23T02:46:25.2Z,3,REGULAR,substitution,out,['startperiod'],1629661,,,1610612756,44,57,2021-11-23T02:46:49Z,3240000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-11-23T02:46:25.2Z,3,REGULAR,substitution,in,['startperiod'],1627749,,,1610612756,44,57,2021-11-23T02:46:49Z,3250000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-11-23T02:46:25.2Z,3,REGULAR,substitution,in,['startperiod'],203109,,,1610612756,44,57,2021-11-23T02:46:49Z,3260000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-11-23T02:46:45.7Z,3,REGULAR,period,start,[],0,,,1610612756,44,57,2021-11-23T02:46:49Z,3270000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M53.00S,2021-11-23T02:46:54.9Z,3,REGULAR,foul,personal,[],1628401,,,1610612756,44,57,2021-11-23T02:47:01Z,3280000,,,0,,D. White personal FOUL (2 PF),"[1628401, 1626164]",1610612759.0,SAS,,,,White,D. White,,,,,202027.0,2.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,,
331,PT11M48.00S,2021-11-23T02:47:16.7Z,3,REGULAR,3pt,Jump Shot,[],1626164,29.25427069645204,19.362745098039216,1610612756,44,60,2021-11-23T02:47:30Z,3300000,153.0,222.0,1,left,D. Booker 27' 3PT pullup (10 PTS) (D. Ayton 3 AST),"[1626164, 1629028]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,,,Made,,,,,27.01,10.0,D. Ayton,1629028.0,3.0,,,,,,
333,PT11M34.00S,2021-11-23T02:47:30.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.51182654402102,49.26470588235294,1610612759,46,60,2021-11-23T02:47:41Z,3320000,-4.0,8.0,1,right,K. Bates-Diop cutting Layup (6 PTS) (D. Murray 2 AST),"[1628966, 1627749]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,Made,,,,,0.93,6.0,D. Murray,1627749.0,2.0,,,,,,
335,PT11M20.00S,2021-11-23T02:47:47.1Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612756,46,60,2021-11-23T02:48:08Z,3340000,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Ayton 2 FT),"[1627751, 1629028]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,1627534.0,3.0,0.0,Ayton,1629028.0,,,,,,,,,,,,,,,,
337,PT11M20.00S,2021-11-23T02:48:09.5Z,3,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,46,61,2021-11-23T02:48:27Z,3360000,,,0,,D. Ayton Free Throw 1 of 2 (15 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,Made,,,,,,15.0,,,,,,,,,
338,PT11M20.00S,2021-11-23T02:48:09.5Z,3,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,46,61,2021-11-23T02:48:27Z,3370000,,,0,,MISS D. Ayton Free Throw 2 of 2,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,Missed,,,,,,,,,,,,,,,
339,PT11M15.00S,2021-11-23T02:48:14.5Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,46,61,2021-11-23T02:48:27Z,3380000,,,0,,D. Murray REBOUND (Off:0 Def:6),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,338.0,6.0,6.0,0.0,,,,,,,,,,,
340,PT11M10.00S,2021-11-23T02:48:31.2Z,3,REGULAR,2pt,Jump Shot,[],1627749,85.62746386333771,22.794117647058822,1610612759,46,61,2021-11-23T02:48:40Z,3390000,-136.0,83.0,1,right,MISS D. Murray 15' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,,,,Missed,,,,,15.91,,,,,,,,,,
341,PT11M05.00S,2021-11-23T02:48:36.2Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,46,61,2021-11-23T02:48:40Z,3400000,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,340.0,6.0,3.0,3.0,,,,,,,,,,,
342,PT11M04.00S,2021-11-23T02:48:37.2Z,3,REGULAR,turnover,lost ball,[],1627751,,,1610612759,46,61,2021-11-23T02:48:45Z,3410000,,,0,,J. Poeltl lost ball TURNOVER (2 TO),"[1627751, 203109]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,2.0,Crowder,203109.0,,,
343,PT11M04.00S,2021-11-23T02:48:37.2Z,3,REGULAR,steal,,[],203109,,,1610612756,46,61,2021-11-23T02:48:39Z,3420000,,,0,,J. Crowder STEAL (1 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT10M59.00S,2021-11-23T02:48:42.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,27.808804204993432,81.61764705882352,1610612756,46,64,2021-11-23T02:50:17Z,3430000,-158.0,209.0,1,left,D. Booker 26' 3PT  (13 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,,,,,26.2,13.0,,,,,,,,,
345,PT10M37.00S,2021-11-23T02:49:03.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,94.95729303547962,37.00980392156863,1610612759,48,64,2021-11-23T02:49:17Z,3440000,-65.0,-5.0,1,right,K. Johnson 6' driving finger roll Layup (8 PTS) (D. Murray 3 AST),"[1629640, 1627749]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,,,,,,Made,,,,,6.52,8.0,D. Murray,1627749.0,3.0,,,,,,
354,PT10M22.00S,2021-11-23T02:49:28.0Z,3,REGULAR,foul,offensive,[],1626164,,,1610612756,48,64,2021-11-23T02:53:59Z,3465000,,,0,,D. Booker charge offensive FOUL (1 PF),"[1626164, 1628401]",1610612756.0,PHX,charge,,,Booker,D. Booker,,,,,1627534.0,1.0,0.0,White,1628401.0,,,,,,,,,,,,,,,,
355,PT10M22.00S,2021-11-23T02:49:28.0Z,3,REGULAR,turnover,offensive foul,[],1626164,,,1610612756,48,64,2021-11-23T02:53:59Z,3472500,,,0,,D. Booker offensive foul TURNOVER (4 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,1627534.0,,,,,,,,,,,,,,,4.0,,,,,
349,PT10M02.00S,2021-11-23T02:49:52.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627749,90.22667542706965,60.049019607843135,1610612759,48,64,2021-11-23T02:50:44Z,3480000,50.0,39.0,1,right,MISS D. Murray 6' finger roll Layup,[1627749],1610612759.0,SAS,finger roll,,,Murray,D. Murray,,,,,,,,,,Missed,,,,,6.38,,,,,,,,,,
350,PT09M59.00S,2021-11-23T02:49:55.1Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,48,64,2021-11-23T02:49:55Z,3490000,,,0,,J. Poeltl REBOUND (Off:4 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,349.0,7.0,3.0,4.0,,,,,,,,,,,
351,PT09M58.00S,2021-11-23T02:49:57.2Z,3,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",1628401,71.04139290407359,77.94117647058823,1610612759,48,64,2021-11-23T02:50:48Z,3500000,140.0,220.0,1,right,MISS D. White 26' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Missed,,,,,26.04,,,,,,,,,,
352,PT09M55.00S,2021-11-23T02:50:03.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,48,64,2021-11-23T02:50:03Z,3510000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,351.0,,,,,,,,,,,,,,
