actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
267,PT02M55.00S,2022-01-16T01:56:13.9Z,2,REGULAR,substitution,in,[],202324,,,1610612739,52,40,2022-01-16T01:56:44Z,2580000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M55.00S,2022-01-16T01:56:13.9Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,52,40,2022-01-16T01:56:44Z,2590000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M55.00S,2022-01-16T01:56:13.9Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,52,40,2022-01-16T01:56:44Z,2600000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M38.00S,2022-01-16T01:57:12.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630171,93.51182654402102,57.59803921568627,1610612739,52,40,2022-01-16T01:57:19Z,2610000,38.0,8.0,1,right,MISS I. Okoro driving Layup,[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,3.89,,,,,,,,,,,
272,PT02M35.00S,2022-01-16T01:57:15.0Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,52,40,2022-01-16T01:57:19Z,2630000,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:5),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,270.0,,,6.0,5.0,1.0,,,,,,,,
273,PT02M27.00S,2022-01-16T01:57:24.3Z,2,REGULAR,turnover,out-of-bounds,[],1628983,,,1610612760,52,40,2022-01-16T01:57:30Z,2640000,,,0,,S. Gilgeous-Alexander bad pass out-of-bounds TURNOVER (1 TO),[1628983],1610612760.0,OKC,bad pass,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1148.0,,,,,,,,,,,,1.0,,,,,,,
274,PT02M16.00S,2022-01-16T01:57:41.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628386,88.25558475689881,36.27450980392157,1610612739,52,40,2022-01-16T01:57:49Z,2650000,-69.0,58.0,1,right,MISS J. Allen 8' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,,,,,,Missed,,,8.98,,,,,,,,,,,
275,PT02M13.00S,2022-01-16T01:57:44.8Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,52,40,2022-01-16T01:57:49Z,2660000,,,0,,J. Giddey REBOUND (Off:2 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,274.0,,,7.0,5.0,2.0,,,,,,,,
276,PT01M55.00S,2022-01-16T01:58:02.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,7.835085413929041,44.11764705882353,1610612760,52,40,2022-01-16T01:58:06Z,2670000,29.0,21.0,1,left,MISS J. Robinson-Earl driving Layup,[1630526],1610612760.0,OKC,driving,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,Missed,,,3.62,,,,,,,,,,,
277,PT01M52.00S,2022-01-16T01:58:05.7Z,2,REGULAR,rebound,offensive,[],202324,,,1610612760,52,40,2022-01-16T01:58:05Z,2680000,,,0,,D. Favors REBOUND (Off:5 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,276.0,,,6.0,1.0,5.0,,,,,,,,
278,PT01M52.00S,2022-01-16T01:58:05.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202324,5.590000152587891,50.0,1610612760,52,40,2022-01-16T01:58:05Z,2690000,0.0,0.0,1,left,MISS D. Favors tip Layup,[202324],1610612760.0,OKC,tip,,,Favors,D. Favors,,,,,,,,,,Missed,,,0.0,,,,,,,,,,,
279,PT01M51.00S,2022-01-16T01:58:06.3Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,52,40,2022-01-16T01:58:06Z,2700000,,,0,,J. Allen REBOUND (Off:2 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,278.0,,,7.0,5.0,2.0,,,,,,,,
280,PT01M44.00S,2022-01-16T01:58:13.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,94.82588699080158,54.41176470588235,1610612739,52,42,2022-01-16T01:58:18Z,2710000,22.0,-4.0,1,right,L. Markkanen driving bank Jump Shot (7 PTS) (D. Garland 6 AST),"[1628374, 1629636]",1610612739.0,CLE,driving bank,,,Markkanen,L. Markkanen,,,,,,,,,,Made,,7.0,2.24,,,,,D. Garland,1629636.0,6.0,,,,
281,PT01M30.00S,2022-01-16T01:58:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.046649145860711,51.470588235294116,1610612760,54,42,2022-01-16T01:58:30Z,2720000,-7.0,14.0,1,left,S. Gilgeous-Alexander driving Layup (10 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,10.0,1.56,,,,,,,,,,,
282,PT01M12.00S,2022-01-16T01:58:45.0Z,2,REGULAR,3pt,Jump Shot,[],1629636,77.21747700394218,88.48039215686273,1610612739,54,42,2022-01-16T01:59:05Z,2730000,192.0,162.0,1,right,MISS D. Garland 25' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,,,Missed,,,25.13,,,,,,,,,,,
283,PT01M10.00S,2022-01-16T01:58:47.0Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,54,42,2022-01-16T01:58:50Z,2740000,,,0,,J. Allen REBOUND (Off:3 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,282.0,,,8.0,5.0,3.0,,,,,,,,
284,PT01M08.00S,2022-01-16T01:58:48.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,90.75229960578186,53.67647058823529,1610612739,54,42,2022-01-16T01:58:55Z,2750000,18.0,34.0,1,right,MISS J. Allen putback Layup,[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,,,,,,Missed,,,3.9,,,,,,,,,,,
285,PT01M07.00S,2022-01-16T01:58:49.9Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,54,42,2022-01-16T01:58:55Z,2760000,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:6),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,284.0,,,7.0,6.0,1.0,,,,,,,,
286,PT00M53.40S,2022-01-16T01:59:05.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,16.113666228646515,62.00980392156863,1610612760,56,42,2022-01-16T01:59:10Z,2770000,-60.0,99.0,1,left,J. Giddey 11' driving floating Jump Shot (4 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,,,,,,Made,,4.0,11.58,,,,,,,,,,,
287,PT00M44.40S,2022-01-16T01:59:19.5Z,2,REGULAR,3pt,Jump Shot,[],1630171,93.38042049934296,3.9215686274509802,1610612739,56,42,2022-01-16T01:59:23Z,2780000,-230.0,10.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,23.06,,,,,,,,,,,
288,PT00M41.80S,2022-01-16T01:59:22.1Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,56,42,2022-01-16T01:59:23Z,2790000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,287.0,,,1.0,1.0,0.0,,,,,,,,
289,PT00M32.60S,2022-01-16T01:59:31.2Z,2,REGULAR,2pt,Jump Shot,[],1628983,14.536793692509855,75.24509803921569,1610612760,56,42,2022-01-16T02:06:12Z,2800000,-126.0,84.0,1,left,MISS S. Gilgeous-Alexander 15' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Missed,,,15.17,,,,,,,,,,,
290,PT00M30.00S,2022-01-16T01:59:33.8Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,56,42,2022-01-16T01:59:36Z,2810000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,289.0,,,2.0,2.0,0.0,,,,,,,,
291,PT00M27.20S,2022-01-16T01:59:37.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630171,92.46057818659659,55.14705882352941,1610612739,56,44,2022-01-16T01:59:44Z,2820000,26.0,18.0,1,right,I. Okoro running Layup (4 PTS) (D. Garland 7 AST),"[1630171, 1629636]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,,,,,Made,,4.0,3.16,,,,,D. Garland,1629636.0,7.0,,,,
293,PT00M06.70S,2022-01-16T02:00:01.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,12.697109067017081,37.5,1610612760,56,44,2022-01-16T02:00:06Z,2840000,62.0,67.0,1,left,MISS L. Dort 9' fadeaway Shot,[1629652],1610612760.0,OKC,fadeaway,,,Dort,L. Dort,,,,,,,,,,Missed,,,9.16,,,,,,,,,,,
294,PT00M04.10S,2022-01-16T02:00:03.7Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,56,44,2022-01-16T02:00:03Z,2850000,,,0,,J. Allen REBOUND (Off:3 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,293.0,,,9.0,6.0,3.0,,,,,,,,
295,PT00M00.50S,2022-01-16T02:00:08.5Z,2,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612739,56,44,2022-01-16T02:00:32Z,2860000,,,0,,L. Dort shooting personal FOUL (2 PF) (Okoro 2 FT),"[1629652, 1630171]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,2005.0,2.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,
297,PT00M00.50S,2022-01-16T02:00:34.9Z,2,REGULAR,instantreplay,altercationrequest,[],0,,,1610612739,56,44,2022-01-16T02:01:01Z,2880000,,,0,,,[],,,,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,
298,PT00M00.50S,2022-01-16T02:01:24.0Z,2,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,56,45,2022-01-16T02:01:24Z,2890000,,,0,,I. Okoro Free Throw 1 of 2 (5 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
299,PT00M00.50S,2022-01-16T02:01:24.0Z,2,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,56,46,2022-01-16T02:02:00Z,2900000,,,0,,I. Okoro Free Throw 2 of 2 (6 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
303,PT00M00.00S,2022-01-16T02:02:20.0Z,2,REGULAR,period,end,[],0,,,1610612760,56,46,2022-01-16T02:02:20Z,2910000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2022-01-16T02:15:58.0Z,3,REGULAR,substitution,out,['startperiod'],202324,,,1610612760,56,46,2022-01-16T02:16:42Z,2920000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-01-16T02:15:58.0Z,3,REGULAR,substitution,out,['startperiod'],1630171,,,1610612760,56,46,2022-01-16T02:16:42Z,2930000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-01-16T02:15:58.0Z,3,REGULAR,substitution,in,['startperiod'],203488,,,1610612760,56,46,2022-01-16T02:16:42Z,2940000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-01-16T02:15:58.0Z,3,REGULAR,substitution,in,['startperiod'],1630205,,,1610612760,56,46,2022-01-16T02:16:42Z,2950000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-01-16T02:17:07.3Z,3,REGULAR,period,start,[],0,,,1610612739,56,46,2022-01-16T02:17:07Z,2960000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M50.00S,2022-01-16T02:17:15.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630205,7.440867279894875,50.245098039215684,1610612739,56,48,2022-01-16T02:17:19Z,2970000,-1.0,17.0,1,left,L. Stevens driving DUNK (5 PTS) (D. Garland 8 AST),"[1630205, 1629636]",1610612739.0,CLE,driving,,,Stevens,L. Stevens,,,,,,,,,,Made,,5.0,1.74,,,,,D. Garland,1629636.0,8.0,,,,
312,PT11M33.00S,2022-01-16T02:17:33.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,92.72339027595268,58.57843137254902,1610612760,58,48,2022-01-16T02:17:38Z,2990000,43.0,16.0,1,right,J. Giddey driving bank Jump Shot (6 PTS),[1630581],1610612760.0,OKC,driving bank,,,Giddey,J. Giddey,,,,,,,,,,Made,,6.0,4.58,,,,,,,,,,,
313,PT11M18.00S,2022-01-16T02:17:48.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,11.383048620236531,44.6078431372549,1610612739,58,50,2022-01-16T02:17:55Z,3000000,27.0,55.0,1,left,E. Mobley 6' driving floating Jump Shot (6 PTS) (D. Garland 9 AST),"[1630596, 1629636]",1610612739.0,CLE,driving floating,,,Mobley,E. Mobley,,,,,,,,,,Made,,6.0,6.08,,,,,D. Garland,1629636.0,9.0,,,,
315,PT10M52.00S,2022-01-16T02:18:14.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,91.40932982917214,50.245098039215684,1610612760,60,50,2022-01-16T02:18:20Z,3020000,1.0,28.0,1,right,L. Dort driving finger roll Layup (13 PTS),[1629652],1610612760.0,OKC,driving finger roll,,,Dort,L. Dort,,,,,,,,,,Made,,13.0,2.83,,,,,,,,,,,
316,PT10M36.00S,2022-01-16T02:18:33.6Z,3,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612739,60,50,2022-01-16T02:18:42Z,3030000,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1630526, 1628374]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,1148.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,
318,PT10M36.00S,2022-01-16T02:18:55.9Z,3,REGULAR,freethrow,1 of 2,[],1628374,,,1610612739,60,51,2022-01-16T02:18:55Z,3050000,,,0,,L. Markkanen Free Throw 1 of 2 (8 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
319,PT10M36.00S,2022-01-16T02:19:10.4Z,3,REGULAR,freethrow,2 of 2,[],1628374,,,1610612739,60,52,2022-01-16T02:19:10Z,3060000,,,0,,L. Markkanen Free Throw 2 of 2 (9 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,Made,,9.0,,,,,,,,,,,,
320,PT10M29.00S,2022-01-16T02:19:17.9Z,3,REGULAR,3pt,Jump Shot,[],1629652,89.43823915900131,4.6568627450980395,1610612760,60,52,2022-01-16T02:19:22Z,3070000,-227.0,47.0,1,right,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,Missed,,,23.15,,,,,,,,,,,
321,PT10M26.00S,2022-01-16T02:19:20.9Z,3,REGULAR,rebound,offensive,[],1630581,,,1610612760,60,52,2022-01-16T02:19:20Z,3080000,,,0,,J. Giddey REBOUND (Off:3 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,320.0,,,8.0,5.0,3.0,,,,,,,,
322,PT10M23.00S,2022-01-16T02:19:23.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203488,72.61826544021025,81.86274509803921,1610612760,60,52,2022-01-16T02:19:28Z,3090000,159.0,205.0,1,right,MISS M. Muscala 25' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,Missed,,,25.95,,,,,,,,,,,
323,PT10M20.00S,2022-01-16T02:19:26.6Z,3,REGULAR,rebound,offensive,[],1630526,,,1610612760,60,52,2022-01-16T02:19:28Z,3100000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:6),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,322.0,,,8.0,6.0,2.0,,,,,,,,
324,PT10M08.00S,2022-01-16T02:19:40.9Z,3,REGULAR,foul,personal,['3freethrow'],1630205,,,1610612760,60,52,2022-01-16T02:19:46Z,3110000,,,0,,L. Stevens shooting personal FOUL (2 PF) (Gilgeous-Alexander 3 FT),"[1630205, 1628983]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,2005.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
326,PT10M08.00S,2022-01-16T02:20:09.5Z,3,REGULAR,freethrow,1 of 3,['2ndchance'],1628983,,,1610612760,61,52,2022-01-16T02:20:09Z,3130000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 3 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
327,PT10M08.00S,2022-01-16T02:20:21.4Z,3,REGULAR,freethrow,2 of 3,['2ndchance'],1628983,,,1610612760,62,52,2022-01-16T02:20:21Z,3140000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 3 (12 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
328,PT10M08.00S,2022-01-16T02:20:32.7Z,3,REGULAR,freethrow,3 of 3,['2ndchance'],1628983,,,1610612760,63,52,2022-01-16T02:20:32Z,3150000,,,0,,S. Gilgeous-Alexander Free Throw 3 of 3 (13 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
329,PT09M58.00S,2022-01-16T02:20:45.0Z,3,REGULAR,turnover,bad pass,[],1629636,,,1610612739,63,52,2022-01-16T02:20:48Z,3160000,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 203488]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,1.0,,,,Muscala,203488.0,,
330,PT09M58.00S,2022-01-16T02:20:45.0Z,3,REGULAR,steal,,[],203488,,,1610612760,63,52,2022-01-16T02:20:46Z,3170000,,,0,,M. Muscala STEAL (1 STL),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
331,PT09M49.00S,2022-01-16T02:20:56.4Z,3,REGULAR,foul,personal,[],1629636,,,1610612760,63,52,2022-01-16T02:21:03Z,3180000,,,0,,D. Garland personal FOUL (1 PF),"[1629636, 1628983]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,2005.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
333,PT09M37.00S,2022-01-16T02:21:27.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,90.22667542706965,96.32352941176471,1610612760,66,52,2022-01-16T02:21:31Z,3200000,232.0,39.0,1,right,J. Giddey 3PT  (9 PTS) (S. Gilgeous-Alexander 6 AST),"[1630581, 1628983]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,Made,,9.0,23.49,,,,,S. Gilgeous-Alexander,1628983.0,6.0,,,,
335,PT09M24.00S,2022-01-16T02:21:40.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.389618922470433,54.41176470588235,1610612739,66,54,2022-01-16T02:21:45Z,3220000,-22.0,8.0,1,left,J. Allen alley-oop DUNK (10 PTS) (D. Garland 10 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,,,,,Made,,10.0,2.34,,,,,D. Garland,1629636.0,10.0,,,,
337,PT09M10.00S,2022-01-16T02:21:54.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,90.22667542706965,51.470588235294116,1610612760,68,54,2022-01-16T02:21:57Z,3240000,7.0,39.0,1,right,L. Dort driving bank Jump Shot (15 PTS),[1629652],1610612760.0,OKC,driving bank,,,Dort,L. Dort,,,,,,,,,,Made,,15.0,4.01,,,,,,,,,,,
338,PT09M04.00S,2022-01-16T02:22:02.4Z,3,REGULAR,foul,personal,[],1628983,,,1610612739,68,54,2022-01-16T02:22:08Z,3250000,,,0,,S. Gilgeous-Alexander personal FOUL (1 PF),"[1628983, 1629636]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1148.0,1.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
340,PT08M57.00S,2022-01-16T02:22:26.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,10.85742444152431,50.245098039215684,1610612739,68,54,2022-01-16T02:22:32Z,3270000,-1.0,50.0,1,left,MISS J. Allen Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Missed,,,4.96,,,,,,,,,,,
341,PT08M53.00S,2022-01-16T02:22:30.7Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612760,68,54,2022-01-16T02:22:32Z,3280000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:7),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,340.0,,,9.0,7.0,2.0,,,,,,,,
342,PT08M39.00S,2022-01-16T02:22:43.7Z,3,REGULAR,3pt,Jump Shot,[],203488,94.82588699080158,96.07843137254902,1610612760,71,54,2022-01-16T02:22:48Z,3290000,230.0,-4.0,1,right,M. Muscala 3PT  (3 PTS) (J. Giddey 1 AST),"[203488, 1630581]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,Made,,3.0,23.04,,,,,J. Giddey,1630581.0,1.0,,,,
344,PT08M37.00S,2022-01-16T02:22:48.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,71,54,2022-01-16T02:22:48Z,3310000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT08M37.00S,2022-01-16T02:22:51.8Z,3,REGULAR,substitution,out,[],1630205,,,1610612739,71,54,2022-01-16T02:25:37Z,3320000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
346,PT08M37.00S,2022-01-16T02:22:51.8Z,3,REGULAR,substitution,in,[],1629685,,,1610612739,71,54,2022-01-16T02:25:37Z,3330000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,
347,PT08M24.00S,2022-01-16T02:26:03.3Z,3,REGULAR,foul,personal,[],1630526,,,1610612739,71,54,2022-01-16T02:26:11Z,3340000,,,0,,J. Robinson-Earl personal FOUL (2 PF),"[1630526, 1630596]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,2005.0,2.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
349,PT08M12.00S,2022-01-16T02:26:31.5Z,3,REGULAR,2pt,Jump Shot,[],1629636,6.915243101182654,30.637254901960787,1610612739,71,56,2022-01-16T02:26:35Z,3360000,97.0,13.0,1,left,D. Garland 9' driving floating Jump Shot (11 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,,,Made,,11.0,9.76,,,,,,,,,,,
350,PT07M55.00S,2022-01-16T02:26:48.5Z,3,REGULAR,3pt,Jump Shot,[],203488,86.5473061760841,4.6568627450980395,1610612760,74,56,2022-01-16T02:26:52Z,3370000,-227.0,74.0,1,right,M. Muscala 3PT  (6 PTS) (J. Giddey 2 AST),"[203488, 1630581]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,Made,,6.0,23.85,,,,,J. Giddey,1630581.0,2.0,,,,
352,PT07M30.00S,2022-01-16T02:27:13.3Z,3,REGULAR,3pt,Jump Shot,[],1629685,7.178055190538765,4.6568627450980395,1610612739,74,56,2022-01-16T02:27:18Z,3390000,227.0,15.0,1,left,MISS D. Windler 3PT,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,Missed,,,22.72,,,,,,,,,,,
353,PT07M26.00S,2022-01-16T02:27:17.3Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,74,56,2022-01-16T02:27:18Z,3400000,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,352.0,,,2.0,2.0,0.0,,,,,,,,
354,PT07M20.00S,2022-01-16T02:27:23.2Z,3,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,74,56,2022-01-16T02:27:33Z,3410000,,,0,,L. Dort bad pass out-of-bounds TURNOVER (1 TO),[1629652],1610612760.0,OKC,bad pass,,,Dort,L. Dort,,,,,1148.0,,,,,,,,,,,,1.0,,,,,,,
355,PT07M05.00S,2022-01-16T02:27:45.0Z,3,REGULAR,turnover,lost ball,[],1628386,,,1610612739,74,56,2022-01-16T02:27:50Z,3420000,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 1628983]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,1.0,,,,Gilgeous-Alexander,1628983.0,,
356,PT07M05.00S,2022-01-16T02:27:45.0Z,3,REGULAR,steal,,[],1628983,,,1610612760,74,56,2022-01-16T02:29:51Z,3430000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M55.00S,2022-01-16T02:27:55.3Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612760,74,56,2022-01-16T02:30:06Z,3440000,,,0,,J. Giddey bad pass TURNOVER (3 TO),"[1630581, 1628374]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,3.0,,,,Markkanen,1628374.0,,
