actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
445,PT02M33.00S,2021-10-28T01:41:38.8Z,3,REGULAR,turnover,out-of-bounds,[],1628983,,,1610612760,85,91,2021-10-28T01:41:46Z,4440000,,,0,,S. Gilgeous-Alexander lost ball out-of-bounds TURNOVER (2 TO),[1628983],1610612760.0,OKC,lost ball,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,203177.0,2.0,,,,,,,,,,,,,,,,,,,
446,PT02M33.00S,2021-10-28T01:41:43.3Z,3,REGULAR,substitution,out,[],1628370,,,1610612747,85,91,2021-10-28T01:41:58Z,4450000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M33.00S,2021-10-28T01:41:43.3Z,3,REGULAR,substitution,out,[],202340,,,1610612747,85,91,2021-10-28T01:41:58Z,4460000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M33.00S,2021-10-28T01:41:43.3Z,3,REGULAR,substitution,in,[],200765,,,1610612747,85,91,2021-10-28T01:41:58Z,4470000,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M33.00S,2021-10-28T01:41:43.3Z,3,REGULAR,substitution,in,[],201566,,,1610612747,85,91,2021-10-28T01:41:58Z,4480000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M21.00S,2021-10-28T01:42:17.5Z,3,REGULAR,turnover,backcourt,[],201566,,,1610612747,85,91,2021-10-28T01:42:25Z,4490000,,,0,,R. Westbrook backcourt TURNOVER (6 TO),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,204058.0,6.0,,,,,,,,,,,,,,,,,,,
451,PT02M21.00S,2021-10-28T01:42:21.9Z,3,REGULAR,substitution,out,[],1629647,,,1610612760,85,91,2021-10-28T01:42:24Z,4500000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M21.00S,2021-10-28T01:42:21.9Z,3,REGULAR,substitution,in,[],1629652,,,1610612760,85,91,2021-10-28T01:42:24Z,4510000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M15.00S,2021-10-28T01:42:44.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,68.01905387647832,67.15686274509804,1610612760,88,91,2021-10-28T01:42:48Z,4520000,86.0,248.0,1,right,S. Gilgeous-Alexander 26' 3PT pullup (17 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,26.25,Made,,,,,,,17.0,,,,,,,,,,
454,PT01M53.00S,2021-10-28T01:43:05.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,5.075558475689881,51.9607843137255,1610612747,88,93,2021-10-28T01:44:37Z,4530000,-10.0,-5.0,1,left,A. Davis driving Layup (23 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,,,1.09,Made,,,,,,,23.0,,,,,,,,,,
455,PT01M44.00S,2021-10-28T01:43:15.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.11760840998686,55.63725490196079,1610612760,88,93,2021-10-28T01:43:19Z,4540000,28.0,12.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,3.07,Missed,,,,,,,,,,,,,,,,,
456,PT01M42.00S,2021-10-28T01:43:17.0Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,88,93,2021-10-28T01:43:19Z,4550000,,,0,,A. Davis REBOUND (Off:2 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,455.0,5.0,3.0,2.0,,,,,,,,,,,,,
457,PT01M37.00S,2021-10-28T01:43:22.1Z,3,REGULAR,2pt,Jump Shot,[],203076,25.837713534822605,57.84313725490197,1610612747,88,93,2021-10-28T01:43:30Z,4560000,-39.0,190.0,1,left,MISS A. Davis 19' pullup Shot,[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,,,19.44,Missed,,,,,,,,,,,,,,,,,
458,PT01M33.00S,2021-10-28T01:43:26.1Z,3,REGULAR,rebound,defensive,[],1629660,,,1610612760,88,93,2021-10-28T01:43:30Z,4570000,,,0,,T. Jerome REBOUND (Off:0 Def:2),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,457.0,2.0,2.0,0.0,,,,,,,,,,,,,
459,PT01M27.00S,2021-10-28T01:43:32.1Z,3,REGULAR,3pt,Jump Shot,[],1629660,68.9388961892247,16.176470588235293,1610612760,88,93,2021-10-28T01:43:48Z,4580000,-169.0,239.0,1,right,MISS T. Jerome 29' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,29.32,Missed,,,,,,,,,,,,,,,,,
460,PT01M24.00S,2021-10-28T01:43:35.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,88,93,2021-10-28T01:43:48Z,4590000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,459.0,,,,,,,,,,,,,,,,
461,PT01M24.00S,2021-10-28T01:43:39.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612747,88,93,2021-10-28T01:44:14Z,4600000,,,0,,L. Dort loose ball personal FOUL (1 PF) (Davis 2 FT),"[1629652, 203076]",1610612760.0,OKC,loose ball,,,Dort,L. Dort,,,,,204058.0,,,,,,,,,,,,,,1.0,0.0,Davis,203076.0,,,
463,PT01M24.00S,2021-10-28T01:44:16.7Z,3,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,88,94,2021-10-28T01:44:16Z,4620000,,,0,,A. Davis Free Throw 1 of 2 (24 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,
464,PT01M24.00S,2021-10-28T01:44:31.7Z,3,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,88,95,2021-10-28T01:44:31Z,4630000,,,0,,A. Davis Free Throw 2 of 2 (25 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,25.0,,,,,,,,,,
465,PT01M13.00S,2021-10-28T01:44:43.7Z,3,REGULAR,3pt,Jump Shot,[],1628983,74.19513797634691,84.55882352941177,1610612760,91,95,2021-10-28T01:44:49Z,4640000,173.0,190.0,1,right,S. Gilgeous-Alexander 25' 3PT step back (20 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,25.69,Made,,,,,,,20.0,,,,,,,,,,
466,PT00M54.30S,2021-10-28T01:45:05.9Z,3,REGULAR,turnover,traveling,[],203076,,,1610612747,91,95,2021-10-28T01:45:11Z,4650000,,,0,,A. Davis traveling TURNOVER (2 TO),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,1162.0,2.0,,,,,,,,,,,,,,,,,,,
467,PT00M35.30S,2021-10-28T01:45:45.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612760,91,95,2021-10-28T01:45:57Z,4660000,,,0,,R. Westbrook shooting personal FOUL (3 PF) (Gilgeous-Alexander 2 FT),"[201566, 1628983]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,1162.0,,,,,,,,,,,,,,3.0,0.0,Gilgeous-Alexander,1628983.0,,,
469,PT00M35.30S,2021-10-28T01:46:05.9Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",201566,,,1610612760,91,95,2021-10-28T01:46:59Z,4680000,,,0,,R. Westbrook technical FOUL (1 Tech),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,1162.0,,,,,,,,,,,,,,3.0,1.0,,,,,
470,PT00M35.30S,2021-10-28T01:47:12.9Z,3,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,92,95,2021-10-28T01:47:12Z,4690000,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (21 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,
471,PT00M35.30S,2021-10-28T01:47:45.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,93,95,2021-10-28T01:47:45Z,4700000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (22 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,
472,PT00M35.30S,2021-10-28T01:48:02.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,94,95,2021-10-28T01:48:02Z,4710000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (23 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,
473,PT00M15.40S,2021-10-28T01:48:26.7Z,3,REGULAR,3pt,Jump Shot,[],201566,21.895532194480946,90.93137254901961,1610612747,94,95,2021-10-28T01:48:31Z,4720000,-205.0,153.0,1,left,MISS R. Westbrook 25' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,25.57,Missed,,,,,,,,,,,,,,,,,
474,PT00M12.40S,2021-10-28T01:48:29.7Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,94,95,2021-10-28T01:48:29Z,4730000,,,0,,L. Dort REBOUND (Off:1 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,473.0,5.0,4.0,1.0,,,,,,,,,,,,,
475,PT00M00.00S,2021-10-28T01:48:44.6Z,3,REGULAR,3pt,Jump Shot,[],1628983,71.56701708278581,73.2843137254902,1610612760,97,95,2021-10-28T01:48:53Z,4740000,116.0,215.0,1,right,S. Gilgeous-Alexander 24' 3PT pullup bank (26 PTS),[1628983],1610612760.0,OKC,pullup bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,24.43,Made,,,,,,,26.0,,,,,,,,,,
476,PT00M00.00S,2021-10-28T01:49:01.9Z,3,REGULAR,instantreplay,request,[],0,,,1610612747,97,95,2021-10-28T01:49:14Z,4750000,,,0,,,[],,,stands,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
477,PT00M00.00S,2021-10-28T01:49:34.6Z,3,REGULAR,period,end,[],0,,,1610612747,97,95,2021-10-28T01:49:34Z,4760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2021-10-28T01:49:38.2Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612747,97,95,2021-10-28T01:51:28Z,4770000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2021-10-28T01:49:38.2Z,4,REGULAR,substitution,out,['startperiod'],1629676,,,1610612747,97,95,2021-10-28T01:51:28Z,4780000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2021-10-28T01:49:38.2Z,4,REGULAR,substitution,out,['startperiod'],203076,,,1610612747,97,95,2021-10-28T01:51:28Z,4790000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2021-10-28T01:49:38.2Z,4,REGULAR,substitution,out,['startperiod'],200765,,,1610612747,97,95,2021-10-28T01:51:28Z,4800000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2021-10-28T01:49:38.2Z,4,REGULAR,substitution,out,['startperiod'],1630559,,,1610612747,97,95,2021-10-28T01:51:28Z,4810000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2021-10-28T01:49:38.2Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612747,97,95,2021-10-28T01:51:28Z,4820000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2021-10-28T01:49:38.2Z,4,REGULAR,substitution,in,['startperiod'],202324,,,1610612747,97,95,2021-10-28T01:51:28Z,4830000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2021-10-28T01:49:38.2Z,4,REGULAR,substitution,in,['startperiod'],1628370,,,1610612747,97,95,2021-10-28T01:51:28Z,4840000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2021-10-28T01:49:38.2Z,4,REGULAR,substitution,in,['startperiod'],202340,,,1610612747,97,95,2021-10-28T01:51:28Z,4850000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2021-10-28T01:49:38.2Z,4,REGULAR,substitution,in,['startperiod'],2730,,,1610612747,97,95,2021-10-28T01:51:28Z,4860000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2021-10-28T01:51:36.3Z,4,REGULAR,period,start,[],0,,,1610612760,97,95,2021-10-28T01:51:36Z,4870000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT11M44.00S,2021-10-28T01:51:52.1Z,4,REGULAR,3pt,Jump Shot,[],1629660,70.38436268068331,21.07843137254902,1610612760,97,95,2021-10-28T01:51:58Z,4880000,-145.0,226.0,1,right,MISS T. Jerome 26' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,26.82,Missed,,,,,,,,,,,,,,,,,
490,PT11M41.00S,2021-10-28T01:51:55.1Z,4,REGULAR,rebound,defensive,[],2546,,,1610612747,97,95,2021-10-28T01:51:58Z,4890000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,489.0,3.0,3.0,0.0,,,,,,,,,,,,,
492,PT11M20.00S,2021-10-28T01:52:16.2Z,4,REGULAR,2pt,Jump Shot,[],201566,10.463206307490145,82.84313725490196,1610612747,97,97,2021-10-28T01:52:24Z,4910000,-164.0,46.0,1,left,R. Westbrook 17' fadeaway bank Jump Shot (14 PTS),[201566],1610612747.0,LAL,fadeaway bank,,,Westbrook,R. Westbrook,,,,,,,17.05,Made,,,,,,,14.0,,,,,,,,,,
493,PT11M04.00S,2021-10-28T01:52:33.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,91.01511169513797,48.529411764705884,1610612760,99,97,2021-10-28T01:52:41Z,4920000,-7.0,32.0,1,right,J. Giddey floating Jump Shot (15 PTS),[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,,,3.28,Made,,,,,,,15.0,,,,,,,,,,
494,PT11M04.00S,2021-10-28T01:52:38.9Z,4,REGULAR,foul,personal,['1freethrow'],202340,,,1610612760,99,97,2021-10-28T01:52:48Z,4930000,,,0,,A. Bradley shooting personal FOUL (1 PF) (Giddey 1 FT),"[202340, 1630581]",1610612747.0,LAL,shooting,,,Bradley,A. Bradley,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Giddey,1630581.0,,,
496,PT11M04.00S,2021-10-28T01:52:55.6Z,4,REGULAR,freethrow,1 of 1,[],1630581,,,1610612760,100,97,2021-10-28T01:52:55Z,4950000,,,0,,J. Giddey Free Throw 1 of 1 (16 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,
497,PT10M54.00S,2021-10-28T01:53:07.6Z,4,REGULAR,turnover,bad pass,[],201566,,,1610612747,100,97,2021-10-28T01:53:11Z,4960000,,,0,,R. Westbrook bad pass TURNOVER (7 TO),"[201566, 1629026]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,7.0,,,,,,,,,,,,,,,,,Williams,1629026.0,
498,PT10M54.00S,2021-10-28T01:53:07.6Z,4,REGULAR,steal,,[],1629026,,,1610612760,100,97,2021-10-28T01:53:09Z,4970000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT10M48.00S,2021-10-28T01:53:15.8Z,4,REGULAR,foul,personal,['2freethrow'],2730,,,1610612760,100,97,2021-10-28T01:53:21Z,4980000,,,0,,D. Howard shooting personal FOUL (4 PF) (Favors 2 FT),"[2730, 202324]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,204058.0,,,,,,,,,,,,,,4.0,0.0,Favors,202324.0,,,
501,PT10M48.00S,2021-10-28T01:53:41.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],202324,,,1610612760,101,97,2021-10-28T01:54:02Z,5000000,,,0,,D. Favors Free Throw 1 of 2 (9 PTS),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
502,PT10M48.00S,2021-10-28T01:53:41.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],202324,,,1610612760,101,97,2021-10-28T01:54:02Z,5010000,,,0,,MISS D. Favors Free Throw 2 of 2,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,Missed,,,,,,,,,,,,,,,,,
503,PT10M46.00S,2021-10-28T01:53:43.2Z,4,REGULAR,rebound,defensive,[],201566,,,1610612747,101,97,2021-10-28T01:54:02Z,5020000,,,0,,R. Westbrook REBOUND (Off:1 Def:9),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,502.0,10.0,9.0,1.0,,,,,,,,,,,,,
504,PT10M36.00S,2021-10-28T01:54:12.0Z,4,REGULAR,3pt,Jump Shot,[],201566,9.017739816031538,4.6568627450980395,1610612747,101,100,2021-10-28T01:54:16Z,5030000,227.0,32.0,1,left,R. Westbrook 3PT  (17 PTS) (M. Monk 2 AST),"[201566, 1628370]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,22.9,Made,,,,,,,17.0,M. Monk,1628370.0,2.0,,,,,,,
507,PT10M18.00S,2021-10-28T01:54:29.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,93.9060446780552,58.57843137254902,1610612760,103,100,2021-10-28T01:54:40Z,5060000,43.0,5.0,1,right,J. Giddey driving floating bank Jump Shot (18 PTS),[1630581],1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,,,4.32,Made,,,,,,,18.0,,,,,,,,,,
508,PT10M07.00S,2021-10-28T01:54:39.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,5.601182654402102,45.83333333333333,1610612747,103,100,2021-10-28T01:56:13Z,5070000,21.0,0.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,,,2.08,Missed,,,,,,,,,,,,,,,,,
509,PT10M06.00S,2021-10-28T01:54:51.2Z,4,REGULAR,rebound,offensive,[],201566,,,1610612747,103,100,2021-10-28T01:54:51Z,5080000,,,0,,R. Westbrook REBOUND (Off:2 Def:9),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,508.0,11.0,9.0,2.0,,,,,,,,,,,,,
511,PT10M06.00S,2021-10-28T01:55:00.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,103,100,2021-10-28T01:55:03Z,5100000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M00.00S,2021-10-28T01:57:58.3Z,4,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,103,100,2021-10-28T02:00:23Z,5110000,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (8 TO),[201566],1610612747.0,LAL,bad pass,,,Westbrook,R. Westbrook,,,,,204058.0,8.0,,,,,,,,,,,,,,,,,,,
513,PT09M36.00S,2021-10-28T01:58:56.8Z,4,REGULAR,turnover,lost ball,[],1629652,,,1610612760,103,100,2021-10-28T01:59:12Z,5120000,,,0,,L. Dort lost ball TURNOVER (2 TO),"[1629652, 201566]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,2.0,,,,,,,,,,,,,,,,,Westbrook,201566.0,
514,PT09M36.00S,2021-10-28T01:58:56.8Z,4,REGULAR,steal,,[],201566,,,1610612747,103,100,2021-10-28T01:59:07Z,5130000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT09M36.00S,2021-10-28T01:59:11.1Z,4,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,103,100,2021-10-28T01:59:18Z,5140000,,,0,,R. Westbrook lost ball out-of-bounds TURNOVER (9 TO),[201566],1610612747.0,LAL,lost ball,,,Westbrook,R. Westbrook,,,,,204058.0,9.0,,,,,,,,,,,,,,,,,,,
516,PT09M22.00S,2021-10-28T01:59:30.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,69.85873850197109,78.18627450980392,1610612760,103,100,2021-10-28T01:59:35Z,5150000,141.0,231.0,1,right,MISS J. Giddey 27' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,27.04,Missed,,,,,,,,,,,,,,,,,
517,PT09M18.00S,2021-10-28T01:59:34.8Z,4,REGULAR,rebound,defensive,[],201566,,,1610612747,103,100,2021-10-28T01:59:35Z,5160000,,,0,,R. Westbrook REBOUND (Off:2 Def:10),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,516.0,12.0,10.0,2.0,,,,,,,,,,,,,
518,PT09M16.00S,2021-10-28T01:59:36.4Z,4,REGULAR,turnover,bad pass,[],201566,,,1610612747,103,100,2021-10-28T01:59:41Z,5170000,,,0,,R. Westbrook bad pass TURNOVER (10 TO),"[201566, 1629660]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,10.0,,,,,,,,,,,,,,,,,Jerome,1629660.0,
519,PT09M16.00S,2021-10-28T01:59:36.4Z,4,REGULAR,steal,,[],1629660,,,1610612760,103,100,2021-10-28T01:59:38Z,5180000,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M10.00S,2021-10-28T01:59:42.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629026,78.66294349540078,7.8431372549019605,1610612760,106,100,2021-10-28T01:59:47Z,5190000,-211.0,148.0,1,right,K. Williams 25' 3PT  (5 PTS) (J. Giddey 7 AST),"[1629026, 1630581]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,25.76,Made,,,,,,,5.0,J. Giddey,1630581.0,7.0,,,,,,,
522,PT08M53.00S,2021-10-28T01:59:58.2Z,4,REGULAR,3pt,Jump Shot,[],1628370,33.196452036793694,41.17647058823529,1610612747,106,100,2021-10-28T02:00:05Z,5210000,44.0,260.0,1,left,MISS M. Monk 26' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,26.32,Missed,,,,,,,,,,,,,,,,,
523,PT08M52.00S,2021-10-28T02:00:01.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,106,100,2021-10-28T02:00:01Z,5220000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,,
524,PT08M52.00S,2021-10-28T02:00:02.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,106,100,2021-10-28T02:00:02Z,5230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M52.00S,2021-10-28T02:00:04.2Z,4,REGULAR,substitution,out,[],201566,,,1610612760,106,100,2021-10-28T02:00:17Z,5240000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M52.00S,2021-10-28T02:00:04.2Z,4,REGULAR,substitution,out,[],2546,,,1610612760,106,100,2021-10-28T02:00:17Z,5250000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M52.00S,2021-10-28T02:00:04.2Z,4,REGULAR,substitution,in,[],200765,,,1610612760,106,100,2021-10-28T02:00:17Z,5260000,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M52.00S,2021-10-28T02:00:04.2Z,4,REGULAR,substitution,in,[],203076,,,1610612760,106,100,2021-10-28T02:00:17Z,5270000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M39.00S,2021-10-28T02:00:40.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202324,93.51182654402102,49.754901960784316,1610612760,108,100,2021-10-28T02:00:44Z,5280000,-1.0,8.0,1,right,D. Favors DUNK (11 PTS) (J. Giddey 8 AST),"[202324, 1630581]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,0.86,Made,,,,,,,11.0,J. Giddey,1630581.0,8.0,,,,,,,
530,PT08M22.00S,2021-10-28T02:00:56.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200765,11.908672798948752,50.73529411764706,1610612747,108,100,2021-10-28T02:01:02Z,5290000,-4.0,59.0,1,left,MISS R. Rondo driving floating Shot,[200765],1610612747.0,LAL,driving floating,,,Rondo,R. Rondo,,,,,,,5.95,Missed,,,,,,,,,,,,,,,,,
