actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
182,PT09M28.00S,2022-01-03T00:37:20.3Z,2,REGULAR,steal,,[],1628425,,,1610612742,24,28,2022-01-03T00:37:22Z,1810000,,,0,,S. Brown STEAL (1 STL),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M15.00S,2022-01-03T00:37:32.6Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,24,28,2022-01-03T00:37:35Z,1820000,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 1630177]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,2.0,Maledon,1630177.0,,,,,,
184,PT09M15.00S,2022-01-03T00:37:32.6Z,2,REGULAR,steal,,[],1630177,,,1610612760,24,28,2022-01-03T00:37:34Z,1830000,,,0,,T. Maledon STEAL (2 STL),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M13.00S,2022-01-03T00:37:38.3Z,2,REGULAR,foul,personal,['2freethrow'],1627737,,,1610612760,24,28,2022-01-03T00:37:46Z,1840000,,,0,,M. Chriss shooting personal FOUL (1 PF) (Maledon 2 FT),"[1627737, 1630177]",1610612742.0,DAL,shooting,,,Chriss,M. Chriss,,,,,1628484.0,1.0,0.0,Maledon,1630177.0,,,,,,,,,,,,,,,,
187,PT09M13.00S,2022-01-03T00:38:00.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630177,,,1610612760,25,28,2022-01-03T00:38:00Z,1860000,,,0,,T. Maledon Free Throw 1 of 2 (1 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
188,PT09M13.00S,2022-01-03T00:38:16.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630177,,,1610612760,26,28,2022-01-03T00:38:16Z,1870000,,,0,,T. Maledon Free Throw 2 of 2 (2 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
189,PT09M04.00S,2022-01-03T00:38:32.4Z,2,REGULAR,foul,personal,[],1630598,,,1610612742,26,28,2022-01-03T00:38:54Z,1880000,,,0,,A. Wiggins personal FOUL (2 PF),"[1630598, 1629029]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,1628484.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
191,PT08M59.00S,2022-01-03T00:38:52.3Z,2,REGULAR,2pt,Jump Shot,[],1629029,82.9993429697766,33.088235294117645,1610612742,26,30,2022-01-03T00:38:57Z,1900000,-85.0,107.0,1,right,L. Doncic 13' step back Jump Shot (5 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,13.66,Made,5.0,,,,,,,,,,,,,
192,PT08M36.00S,2022-01-03T00:39:14.3Z,2,REGULAR,3pt,Jump Shot,[],1630581,24.655059132720105,87.25490196078431,1610612760,29,30,2022-01-03T00:39:29Z,1910000,-186.0,179.0,1,left,J. Giddey 25' 3PT pullup (7 PTS),[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,,,,,,25.86,Made,7.0,,,,,,,,,,,,,
193,PT08M19.00S,2022-01-03T00:39:31.4Z,2,REGULAR,3pt,Jump Shot,[],1629029,69.99014454664915,69.6078431372549,1610612742,29,30,2022-01-03T00:43:24Z,1920000,98.0,230.0,1,right,MISS L. Doncic 24' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,24.96,Missed,,,,,,,,,,,,,,
194,PT08M17.00S,2022-01-03T00:39:33.3Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612742,29,30,2022-01-03T00:39:33Z,1930000,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,193.0,2.0,1.0,1.0,,,,,,,,,
195,PT08M11.00S,2022-01-03T00:39:39.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627737,74.06373193166885,88.23529411764706,1610612742,29,33,2022-01-03T00:39:44Z,1940000,191.0,191.0,1,right,M. Chriss 27' 3PT  (5 PTS) (R. Bullock 1 AST),"[1627737, 203493]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,27.05,Made,5.0,,,,,,,,R. Bullock,203493.0,1.0,,,
197,PT07M57.00S,2022-01-03T00:39:53.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202324,5.601182654402102,63.725490196078425,1610612760,29,33,2022-01-03T00:40:00Z,1960000,-69.0,0.0,1,left,MISS D. Favors 6' floating Shot,[202324],1610612760.0,OKC,floating,,,Favors,D. Favors,,,,,,,,,,6.86,Missed,,,,,,,,,,,,,,
198,PT07M54.00S,2022-01-03T00:39:56.3Z,2,REGULAR,rebound,defensive,[],1627737,,,1610612742,29,33,2022-01-03T00:40:00Z,1970000,,,0,,M. Chriss REBOUND (Off:0 Def:2),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,
199,PT07M50.00S,2022-01-03T00:40:03.8Z,2,REGULAR,foul,personal,[],1630197,,,1610612742,29,33,2022-01-03T00:40:37Z,1980000,,,0,,A. Pokusevski personal FOUL (1 PF),"[1630197, 1629029]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,1201.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
201,PT07M50.00S,2022-01-03T00:40:11.2Z,2,REGULAR,substitution,out,[],202324,,,1610612742,29,33,2022-01-03T00:40:27Z,2000000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M50.00S,2022-01-03T00:40:11.2Z,2,REGULAR,substitution,out,[],1628425,,,1610612742,29,33,2022-01-03T00:40:27Z,2010000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M50.00S,2022-01-03T00:40:11.2Z,2,REGULAR,substitution,out,[],203493,,,1610612742,29,33,2022-01-03T00:40:27Z,2020000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M50.00S,2022-01-03T00:40:11.2Z,2,REGULAR,substitution,out,[],1629029,,,1610612742,29,33,2022-01-03T00:40:27Z,2030000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M50.00S,2022-01-03T00:40:11.2Z,2,REGULAR,substitution,in,[],203488,,,1610612742,29,33,2022-01-03T00:40:27Z,2040000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M50.00S,2022-01-03T00:40:11.2Z,2,REGULAR,substitution,in,[],203501,,,1610612742,29,33,2022-01-03T00:40:27Z,2050000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M50.00S,2022-01-03T00:40:11.2Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,29,33,2022-01-03T00:40:27Z,2060000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M50.00S,2022-01-03T00:40:11.2Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,29,33,2022-01-03T00:40:27Z,2070000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M39.00S,2022-01-03T00:40:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627737,92.9862023653088,48.03921568627451,1610612742,29,35,2022-01-03T00:40:42Z,2080000,-10.0,13.0,1,right,M. Chriss driving Layup (7 PTS) (J. Green 1 AST),"[1627737, 1630182]",1610612742.0,DAL,driving,,,Chriss,M. Chriss,,,,,,,,,,1.66,Made,7.0,,,,,,,,J. Green,1630182.0,1.0,,,
211,PT07M26.00S,2022-01-03T00:40:51.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,6.258212877792378,55.392156862745104,1610612760,29,35,2022-01-03T00:40:55Z,2100000,-27.0,6.0,1,left,MISS A. Wiggins cutting Layup,[1630598],1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,,,,,,2.77,Missed,,,,,,,,,,,,,,
212,PT07M24.00S,2022-01-03T00:40:53.4Z,2,REGULAR,rebound,defensive,[],1627737,,,1610612742,29,35,2022-01-03T00:40:55Z,2110000,,,0,,M. Chriss REBOUND (Off:0 Def:3),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,211.0,3.0,3.0,0.0,,,,,,,,,
213,PT07M18.00S,2022-01-03T00:40:59.0Z,2,REGULAR,3pt,Jump Shot,[],1628467,73.27529566360053,81.86274509803921,1610612742,29,38,2022-01-03T00:41:02Z,2120000,159.0,199.0,1,right,M. Kleber 25' 3PT  (6 PTS) (T. Hardaway Jr. 2 AST),"[1628467, 203501]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,25.47,Made,6.0,,,,,,,,T. Hardaway Jr.,203501.0,2.0,,,
215,PT07M15.00S,2022-01-03T00:41:05.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,29,38,2022-01-03T00:41:05Z,2140000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M15.00S,2022-01-03T00:43:34.1Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,29,38,2022-01-03T00:43:46Z,2150000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M15.00S,2022-01-03T00:43:34.1Z,2,REGULAR,substitution,in,[],1629660,,,1610612760,29,38,2022-01-03T00:43:46Z,2160000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M03.00S,2022-01-03T00:44:04.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,5.338370565045992,53.18627450980392,1610612760,31,38,2022-01-03T00:44:08Z,2170000,-16.0,-2.0,1,left,T. Jerome driving Layup (7 PTS) (J. Giddey 5 AST),"[1629660, 1630581]",1610612760.0,OKC,driving,,,Jerome,T. Jerome,,,,,,,,,,1.61,Made,7.0,,,,,,,,J. Giddey,1630581.0,5.0,,,
220,PT06M38.00S,2022-01-03T00:44:28.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,87.72996057818659,49.26470588235294,1610612742,31,40,2022-01-03T00:44:32Z,2190000,-4.0,63.0,1,right,J. Green 6' driving floating Jump Shot (2 PTS) (D. Finney-Smith 1 AST),"[1630182, 1627827]",1610612742.0,DAL,driving floating,,,Green,J. Green,,,,,,,,,,6.29,Made,2.0,,,,,,,,D. Finney-Smith,1627827.0,1.0,,,
222,PT06M18.00S,2022-01-03T00:44:48.1Z,2,REGULAR,3pt,Jump Shot,[],1630197,29.911300919842315,74.26470588235294,1610612760,31,40,2022-01-03T00:46:07Z,2210000,-121.0,229.0,1,left,MISS A. Pokusevski 25' pullup 3PT,[1630197],1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,,,,,,25.89,Missed,,,,,,,,,,,,,,
223,PT06M15.00S,2022-01-03T00:44:51.1Z,2,REGULAR,rebound,defensive,[],1627737,,,1610612742,31,40,2022-01-03T00:44:52Z,2220000,,,0,,M. Chriss REBOUND (Off:0 Def:4),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,222.0,4.0,4.0,0.0,,,,,,,,,
224,PT06M14.00S,2022-01-03T00:44:59.5Z,2,REGULAR,foul,personal,[],1630197,,,1610612742,31,40,2022-01-03T00:45:07Z,2230000,,,0,,A. Pokusevski personal FOUL (2 PF),"[1630197, 1628467]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,1628484.0,2.0,0.0,Kleber,1628467.0,,,,,,,,,,,,,,,,
226,PT06M14.00S,2022-01-03T00:45:04.5Z,2,REGULAR,substitution,out,[],1627737,,,1610612742,31,40,2022-01-03T00:45:13Z,2250000,,,0,,SUB out: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M14.00S,2022-01-03T00:45:04.5Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,31,40,2022-01-03T00:45:13Z,2260000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M14.00S,2022-01-03T00:45:04.5Z,2,REGULAR,substitution,in,[],1628973,,,1610612742,31,40,2022-01-03T00:45:13Z,2270000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M14.00S,2022-01-03T00:45:04.5Z,2,REGULAR,substitution,in,[],203939,,,1610612742,31,40,2022-01-03T00:45:13Z,2280000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M14.00S,2022-01-03T00:45:19.9Z,2,REGULAR,substitution,out,[],1630581,,,1610612742,31,40,2022-01-03T00:45:31Z,2290000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M14.00S,2022-01-03T00:45:19.9Z,2,REGULAR,substitution,in,[],1630306,,,1610612742,31,40,2022-01-03T00:45:31Z,2300000,,,0,,SUB in: R. Edwards,[1630306],1610612760.0,OKC,,,,Edwards,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M07.00S,2022-01-03T00:45:43.2Z,2,REGULAR,3pt,Jump Shot,[],203501,76.03482260183968,13.480392156862745,1610612742,31,43,2022-01-03T00:47:01Z,2310000,-183.0,173.0,1,right,T. Hardaway Jr. 25' 3PT pullup (9 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,25.14,Made,9.0,,,,,,,,,,,,,
233,PT05M43.00S,2022-01-03T00:46:09.8Z,2,REGULAR,foul,personal,[],203501,,,1610612760,31,43,2022-01-03T00:46:14Z,2320000,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 1629660]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,1201.0,1.0,0.0,Jerome,1629660.0,,,,,,,,,,,,,,,,
235,PT05M37.00S,2022-01-03T00:46:36.0Z,2,REGULAR,3pt,Jump Shot,[],203488,27.94021024967148,19.362745098039216,1610612760,31,43,2022-01-03T00:46:40Z,2340000,153.0,210.0,1,left,MISS M. Muscala 26' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,26.0,Missed,,,,,,,,,,,,,,
236,PT05M33.00S,2022-01-03T00:46:40.0Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,31,43,2022-01-03T00:46:40Z,2350000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:4),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,235.0,4.0,4.0,0.0,,,,,,,,,
237,PT05M25.00S,2022-01-03T00:46:47.2Z,2,REGULAR,3pt,Jump Shot,[],1628973,73.40670170827858,16.911764705882355,1610612742,31,43,2022-01-03T00:46:51Z,2360000,-165.0,197.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,25.76,Missed,,,,,,,,,,,,,,
238,PT05M24.00S,2022-01-03T00:46:48.2Z,2,REGULAR,rebound,defensive,[],1630306,,,1610612760,31,43,2022-01-03T00:46:51Z,2370000,,,0,,R. Edwards REBOUND (Off:0 Def:2),[1630306],1610612760.0,OKC,,,,Edwards,R. Edwards,,,,,,,,,,,,,237.0,2.0,2.0,0.0,,,,,,,,,
239,PT05M18.00S,2022-01-03T00:46:54.5Z,2,REGULAR,3pt,Jump Shot,[],1630306,24.917871222076215,85.5392156862745,1610612760,34,43,2022-01-03T00:46:58Z,2380000,-178.0,182.0,1,left,R. Edwards 25' 3PT pullup (3 PTS),[1630306],1610612760.0,OKC,pullup,,,Edwards,R. Edwards,,,,,,,,,,25.41,Made,3.0,,,,,,,,,,,,,
240,PT04M56.00S,2022-01-03T00:47:16.1Z,2,REGULAR,3pt,Jump Shot,[],203501,66.17936925098554,46.32352941176471,1610612742,34,43,2022-01-03T00:47:26Z,2390000,-18.0,265.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,26.6,Missed,,,,,,,,,,,,,,
242,PT04M53.00S,2022-01-03T00:47:19.1Z,2,REGULAR,rebound,offensive,[],203501,,,1610612742,34,43,2022-01-03T00:47:26Z,2410000,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:0),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,240.0,1.0,0.0,1.0,,,,,,,,,
243,PT04M52.00S,2022-01-03T00:47:20.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628467,67.23061760840999,41.42156862745098,1610612742,34,43,2022-01-03T00:47:29Z,2420000,-43.0,256.0,1,right,MISS M. Kleber 25' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,25.91,Missed,,,,,,,,,,,,,,
244,PT04M49.00S,2022-01-03T00:47:23.7Z,2,REGULAR,rebound,defensive,[],1629660,,,1610612760,34,43,2022-01-03T00:47:29Z,2430000,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,243.0,1.0,1.0,0.0,,,,,,,,,
245,PT04M37.00S,2022-01-03T00:47:35.3Z,2,REGULAR,3pt,Jump Shot,[],1630306,2.1846254927726676,95.83333333333334,1610612760,34,43,2022-01-03T00:47:42Z,2440000,-229.0,-32.0,1,left,MISS R. Edwards 3PT,[1630306],1610612760.0,OKC,,,,Edwards,R. Edwards,,,,,,,,,,23.14,Missed,,,,,,,,,,,,,,
246,PT04M34.00S,2022-01-03T00:47:38.3Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,34,43,2022-01-03T00:47:42Z,2450000,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,245.0,2.0,1.0,1.0,,,,,,,,,
247,PT04M30.00S,2022-01-03T00:47:43.3Z,2,REGULAR,3pt,Jump Shot,[],203501,78.13731931668858,90.93137254901961,1610612742,34,43,2022-01-03T00:47:50Z,2460000,205.0,153.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,25.56,Missed,,,,,,,,,,,,,,
248,PT04M26.00S,2022-01-03T00:47:47.3Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,34,43,2022-01-03T00:47:50Z,2470000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,247.0,1.0,1.0,0.0,,,,,,,,,
249,PT04M15.00S,2022-01-03T00:47:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,6.389618922470433,44.85294117647059,1610612760,34,43,2022-01-03T00:48:02Z,2480000,26.0,8.0,1,left,MISS T. Jerome driving Layup,[1629660],1610612760.0,OKC,driving,,,Jerome,T. Jerome,,,,,,,,,,2.68,Missed,,,,,,,,,,,,,,
250,PT04M13.00S,2022-01-03T00:47:59.9Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,34,43,2022-01-03T00:48:02Z,2490000,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,249.0,2.0,1.0,1.0,,,,,,,,,
251,PT03M56.00S,2022-01-03T00:49:05.7Z,2,REGULAR,foul,personal,[],203488,,,1610612742,34,43,2022-01-03T00:49:28Z,2500000,,,0,,M. Muscala personal FOUL (1 PF),"[203488, 203939]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,1628484.0,1.0,0.0,Powell,203939.0,,,,,,,,,,,,,,,,
253,PT03M56.00S,2022-01-03T00:49:25.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612742,34,43,2022-01-03T00:50:51Z,2520000,,,0,,,[],,,support,,,,,,,,,1201.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
254,PT03M56.00S,2022-01-03T00:50:57.7Z,2,REGULAR,substitution,out,[],203501,,,1610612742,34,43,2022-01-03T00:51:13Z,2530000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M56.00S,2022-01-03T00:50:57.7Z,2,REGULAR,substitution,in,[],203493,,,1610612742,34,43,2022-01-03T00:51:13Z,2540000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M56.00S,2022-01-03T00:50:57.7Z,2,REGULAR,substitution,out,[],1630197,,,1610612742,34,43,2022-01-03T00:51:49Z,2545000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M56.00S,2022-01-03T00:50:57.7Z,2,REGULAR,substitution,in,[],1629026,,,1610612742,34,43,2022-01-03T00:51:49Z,2547500,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M46.00S,2022-01-03T00:51:29.5Z,2,REGULAR,foul,offensive,[],1628467,,,1610612742,34,43,2022-01-03T00:53:19Z,2550000,,,0,,M. Kleber offensive FOUL (2 PF),"[1628467, 1629026]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,1628484.0,2.0,0.0,Williams,1629026.0,,,,,,,,,,,,,,,,
258,PT03M46.00S,2022-01-03T00:51:29.5Z,2,REGULAR,turnover,offensive foul,[],1628467,,,1610612742,34,43,2022-01-03T00:53:19Z,2570000,,,0,,M. Kleber offensive foul TURNOVER (1 TO),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,1628484.0,,,,,,,,,,,,1.0,,,,,,,,
261,PT03M28.00S,2022-01-03T00:51:56.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629660,37.13863337713535,23.03921568627451,1610612760,34,43,2022-01-03T00:52:01Z,2580000,135.0,297.0,1,left,MISS T. Jerome 32' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,32.58,Missed,,,,,,,,,,,,,,
262,PT03M25.00S,2022-01-03T00:51:59.7Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,34,43,2022-01-03T00:52:01Z,2590000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,261.0,2.0,2.0,0.0,,,,,,,,,
263,PT03M06.00S,2022-01-03T00:52:19.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,93.11760840998686,60.5392156862745,1610612742,34,43,2022-01-03T00:52:24Z,2600000,53.0,12.0,1,right,MISS J. Brunson driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,,,5.41,Missed,,,,,,,,,,,,,,
264,PT03M02.00S,2022-01-03T00:52:23.3Z,2,REGULAR,rebound,defensive,[],1629660,,,1610612760,34,43,2022-01-03T00:52:24Z,2610000,,,0,,T. Jerome REBOUND (Off:0 Def:2),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,263.0,2.0,2.0,0.0,,,,,,,,,
265,PT02M55.00S,2022-01-03T00:52:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,5.863994743758213,37.00980392156863,1610612760,34,43,2022-01-03T00:52:33Z,2620000,65.0,3.0,1,left,MISS T. Jerome 6' driving Layup - blocked,"[1629660, 1628467]",1610612760.0,OKC,driving,,,Jerome,T. Jerome,,,,,,,,,,6.51,Missed,,,,,,,,,,,,Kleber,1628467.0,
266,PT02M55.00S,2022-01-03T00:52:29.3Z,2,REGULAR,block,,[],1628467,,,1610612760,34,43,2022-01-03T00:52:31Z,2630000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M52.00S,2022-01-03T00:52:32.3Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,34,43,2022-01-03T00:52:33Z,2640000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,265.0,1.0,1.0,0.0,,,,,,,,,
268,PT02M48.00S,2022-01-03T00:52:36.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627827,92.59198423127464,50.245098039215684,1610612742,34,45,2022-01-03T00:52:43Z,2650000,1.0,17.0,1,right,D. Finney-Smith cutting DUNK (2 PTS) (J. Brunson 4 AST),"[1627827, 1628973]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,1.71,Made,2.0,,,,,,,,J. Brunson,1628973.0,4.0,,,
270,PT02M29.00S,2022-01-03T00:52:55.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,8.09789750328515,51.470588235294116,1610612760,34,45,2022-01-03T00:53:00Z,2670000,-7.0,24.0,1,left,MISS T. Maledon driving floating Shot,[1630177],1610612760.0,OKC,driving floating,,,Maledon,T. Maledon,,,,,,,,,,2.47,Missed,,,,,,,,,,,,,,
