actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-11T01:10:15.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-11T01:10:15Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-12-11T01:10:18.2Z,1,REGULAR,jumpball,recovered,[],1629659,,,1610612747,0,0,2021-12-11T01:10:18Z,40000,,,0,,Jump Ball D. Howard vs. D. Bazley: Tip to T. Horton-Tucker,"[1629659, 2730, 1629647]",1610612747.0,LAL,startperiod,T. Horton-Tucker,1629659.0,Horton-Tucker,T. Horton-Tucker,Howard,2730.0,Bazley,1629647.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2021-12-11T01:10:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2730,93.24901445466492,49.26470588235294,1610612747,0,0,2021-12-11T01:10:38Z,70000,-4.0,11.0,1,right,MISS D. Howard cutting Layup,[2730],1610612747.0,LAL,cutting,,,Howard,D. Howard,,,,,1.16,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2021-12-11T01:10:34.2Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,0,0,2021-12-11T01:10:38Z,80000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M37.00S,2021-12-11T01:10:37.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,6.258212877792378,47.794117647058826,1610612760,2,0,2021-12-11T01:10:43Z,90000,11.0,6.0,1,left,J. Giddey running Layup (2 PTS) (D. Bazley 1 AST),"[1630581, 1629647]",1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,1.27,Made,,,,,2.0,D. Bazley,1629647.0,1.0,,,,,,,,,,,
11,PT11M21.00S,2021-12-11T01:10:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.77463863337714,54.166666666666664,1610612747,2,2,2021-12-11T01:10:56Z,110000,21.0,6.0,1,right,L. James Layup (2 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,2.16,Made,,,,,2.0,,,,,,,,,,,,,,
12,PT10M59.00S,2021-12-11T01:11:16.2Z,1,REGULAR,3pt,Jump Shot,[],1629652,2.7102496714848883,95.58823529411765,1610612760,2,2,2021-12-11T01:11:20Z,120000,-228.0,-27.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2021-12-11T01:11:19.2Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,2,2,2021-12-11T01:11:20Z,130000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
14,PT10M37.00S,2021-12-11T01:11:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,83.26215505913272,44.11764705882353,1610612747,2,2,2021-12-11T01:11:43Z,140000,-29.0,105.0,1,right,MISS L. James 10' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,10.88,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M33.00S,2021-12-11T01:11:42.0Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,2,2,2021-12-11T01:11:43Z,150000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
16,PT10M22.00S,2021-12-11T01:11:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.206964520367937,49.26470588235294,1610612760,4,2,2021-12-11T01:11:55Z,160000,4.0,-4.0,1,left,S. Gilgeous-Alexander driving Layup (2 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,0.52,Made,,,,,2.0,,,,,,,,,,,,,,
17,PT10M01.00S,2021-12-11T01:12:13.0Z,1,REGULAR,2pt,Jump Shot,[],1629659,78.79434954007884,66.66666666666666,1610612747,4,2,2021-12-11T01:12:17Z,170000,83.0,147.0,1,right,MISS T. Horton-Tucker 16' pullup Shot,[1629659],1610612747.0,LAL,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,16.88,Missed,,,,,,,,,,,,,,,,,,,
18,PT09M58.00S,2021-12-11T01:12:16.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,4,2,2021-12-11T01:12:17Z,180000,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
