actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
96,PT03M38.00S,2022-02-01T01:25:31.1Z,1,REGULAR,freethrow,2 of 2,[],1629603,,,1610612760,15,22,2022-02-01T01:25:53Z,940000,,,0,,MISS M. Diakite Free Throw 2 of 2,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,Missed,,,,,,,,,,,,,,
97,PT03M36.00S,2022-02-01T01:25:33.1Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,15,22,2022-02-01T01:25:53Z,950000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,,
98,PT03M21.00S,2022-02-01T01:26:06.0Z,1,REGULAR,3pt,Jump Shot,[],203463,76.5604467805519,91.42156862745098,1610612757,15,22,2022-02-01T01:26:09Z,960000,207.0,168.0,1,right,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,26.65,Missed,,,,,,,,,,,,,,
99,PT03M19.00S,2022-02-01T01:26:08.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,15,22,2022-02-01T01:26:09Z,970000,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,
100,PT03M09.00S,2022-02-01T01:26:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,18.347568988173457,35.78431372549019,1610612760,15,22,2022-02-01T01:26:26Z,980000,71.0,120.0,1,left,MISS J. Giddey 13' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,,,,,,13.95,Missed,,,,,,,,,,,,,,
101,PT03M07.00S,2022-02-01T01:26:19.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,15,22,2022-02-01T01:26:26Z,990000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,
102,PT03M07.00S,2022-02-01T01:26:23.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,15,22,2022-02-01T01:26:24Z,1000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M56.00S,2022-02-01T01:26:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,93.11760840998686,56.86274509803921,1610612757,15,24,2022-02-01T01:26:41Z,1010000,34.0,12.0,1,right,T. Watford cutting Layup (2 PTS) (N. Powell 1 AST),"[1630570, 1626181]",1610612757.0,POR,cutting,,,Watford,T. Watford,,,,,,,,,,3.64,Made,2.0,,,,,N. Powell,1626181.0,1.0,,,,,,
105,PT02M39.00S,2022-02-01T01:26:54.4Z,1,REGULAR,3pt,Jump Shot,[],1630581,11.251642575558476,95.83333333333334,1610612760,15,24,2022-02-01T01:27:01Z,1030000,-229.0,53.0,1,left,MISS J. Giddey 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,23.53,Missed,,,,,,,,,,,,,,
106,PT02M37.00S,2022-02-01T01:26:56.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,15,24,2022-02-01T01:27:01Z,1040000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,
107,PT02M37.00S,2022-02-01T01:27:01.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,15,24,2022-02-01T01:27:01Z,1050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M37.00S,2022-02-01T01:27:04.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,15,24,2022-02-01T01:27:04Z,1060000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M37.00S,2022-02-01T01:29:15.4Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,15,24,2022-02-01T01:29:34Z,1080000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M37.00S,2022-02-01T01:29:15.4Z,1,REGULAR,substitution,out,[],1629014,,,1610612760,15,24,2022-02-01T01:29:34Z,1090000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M37.00S,2022-02-01T01:29:15.4Z,1,REGULAR,substitution,out,[],1626181,,,1610612760,15,24,2022-02-01T01:29:34Z,1100000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M37.00S,2022-02-01T01:29:15.4Z,1,REGULAR,substitution,in,[],1629660,,,1610612760,15,24,2022-02-01T01:29:34Z,1110000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M37.00S,2022-02-01T01:29:15.4Z,1,REGULAR,substitution,in,[],203468,,,1610612760,15,24,2022-02-01T01:29:34Z,1120000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M37.00S,2022-02-01T01:29:15.4Z,1,REGULAR,substitution,in,[],1628372,,,1610612760,15,24,2022-02-01T01:29:34Z,1130000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M24.00S,2022-02-01T01:30:10.9Z,1,REGULAR,turnover,lost ball,[],1629647,,,1610612760,15,24,2022-02-01T01:30:15Z,1140000,,,0,,D. Bazley lost ball TURNOVER (1 TO),"[1629647, 1630570]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,1.0,,,Watford,1630570.0,
117,PT02M24.00S,2022-02-01T01:30:10.9Z,1,REGULAR,steal,,[],1630570,,,1610612757,15,24,2022-02-01T01:30:13Z,1150000,,,0,,T. Watford STEAL (1 STL),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M05.00S,2022-02-01T01:30:30.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630570,84.83902759526939,50.49019607843137,1610612757,15,26,2022-02-01T01:37:02Z,1160000,2.0,90.0,1,right,T. Watford 9' floating Jump Shot (4 PTS) (D. Smith Jr. 1 AST),"[1630570, 1628372]",1610612757.0,POR,floating,,,Watford,T. Watford,,,,,,,,,,9.0,Made,4.0,,,,,D. Smith Jr.,1628372.0,1.0,,,,,,
120,PT02M05.00S,2022-02-01T01:30:37.5Z,1,REGULAR,foul,personal,['1freethrow'],1629603,,,1610612757,15,26,2022-02-01T01:33:45Z,1180000,,,0,,M. Diakite flagrant-type-1 personal FOUL (1 PF) (Watford 1 FT),"[1629603, 1630570]",1610612760.0,OKC,flagrant-type-1,,,Diakite,M. Diakite,,,,,1204.0,1.0,0.0,Watford,1630570.0,,,,,,,,,,,,,,,,
122,PT02M05.00S,2022-02-01T01:31:01.8Z,1,REGULAR,instantreplay,request,[],0,,,1610612757,15,26,2022-02-01T01:33:45Z,1200000,,,0,,,[],,,overturned,,,,,,,,,1204.0,,,,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
123,PT02M05.00S,2022-02-01T01:33:18.0Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630570,,,1610612757,15,27,2022-02-01T01:38:25Z,1210000,,,0,,T. Watford flagrant Free Throw 1 of 1 (5 PTS),[1630570],1610612757.0,POR,flagrant,,,Watford,T. Watford,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
124,PT02M05.00S,2022-02-01T01:33:30.6Z,1,REGULAR,substitution,out,[],1630570,,,1610612760,15,27,2022-02-01T01:33:32Z,1220000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M05.00S,2022-02-01T01:33:30.6Z,1,REGULAR,substitution,in,[],1630535,,,1610612760,15,27,2022-02-01T01:33:32Z,1230000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M58.00S,2022-02-01T01:33:53.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203468,92.19776609724047,19.362745098039216,1610612757,15,29,2022-02-01T01:33:59Z,1240000,-153.0,21.0,1,right,C. McCollum 15' pullup Jump Shot (7 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,,,15.46,Made,7.0,,,,,,,,,,,,,
127,PT01M44.00S,2022-02-01T01:34:06.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,9.937582128777924,49.754901960784316,1610612760,17,29,2022-02-01T01:34:11Z,1250000,1.0,41.0,1,left,D. Bazley cutting DUNK (2 PTS) (K. Williams 1 AST),"[1629647, 1629026]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,,,,,,4.09,Made,2.0,,,,,K. Williams,1629026.0,1.0,,,,,,
129,PT01M26.00S,2022-02-01T01:34:26.6Z,1,REGULAR,foul,offensive,[],203496,,,1610612757,17,29,2022-02-01T01:34:34Z,1270000,,,0,,R. Covington offensive FOUL (2 PF),"[203496, 1629652]",1610612757.0,POR,,,,Covington,R. Covington,,,,,201246.0,2.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,,
131,PT01M26.00S,2022-02-01T01:34:26.6Z,1,REGULAR,turnover,offensive foul,[],203496,,,1610612757,17,29,2022-02-01T01:34:26Z,1290000,,,0,,R. Covington offensive foul TURNOVER (1 TO),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,201246.0,,,,,,,,,,,,,,,1.0,,,,,
132,PT01M26.00S,2022-02-01T01:34:33.3Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,17,29,2022-02-01T01:34:37Z,1300000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M26.00S,2022-02-01T01:34:33.3Z,1,REGULAR,substitution,out,[],1629603,,,1610612760,17,29,2022-02-01T01:34:37Z,1310000,,,0,,SUB out: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M26.00S,2022-02-01T01:34:33.3Z,1,REGULAR,substitution,in,[],1630177,,,1610612760,17,29,2022-02-01T01:34:37Z,1320000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M26.00S,2022-02-01T01:34:33.3Z,1,REGULAR,substitution,in,[],203488,,,1610612760,17,29,2022-02-01T01:34:37Z,1330000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M26.00S,2022-02-01T01:34:44.7Z,1,REGULAR,substitution,out,[],203496,,,1610612760,17,29,2022-02-01T01:34:52Z,1340000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M26.00S,2022-02-01T01:34:44.7Z,1,REGULAR,substitution,in,[],203503,,,1610612760,17,29,2022-02-01T01:34:52Z,1350000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M15.00S,2022-02-01T01:35:09.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203488,35.03613666228647,39.46078431372549,1610612760,17,29,2022-02-01T01:35:14Z,1360000,53.0,277.0,1,left,MISS M. Muscala 28' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,28.18,Missed,,,,,,,,,,,,,,
139,PT01M11.00S,2022-02-01T01:35:13.6Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612757,17,29,2022-02-01T01:35:14Z,1370000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,
140,PT01M05.00S,2022-02-01T01:35:21.1Z,1,REGULAR,turnover,out-of-bounds,[],1628372,,,1610612757,17,29,2022-02-01T01:35:29Z,1380000,,,0,,D. Smith Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628372],1610612757.0,POR,bad pass,,,Smith Jr.,D. Smith Jr.,,,,,202035.0,,,,,,,,,,,,,,,1.0,,,,,
141,PT00M57.00S,2022-02-01T01:35:34.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629026,10.068988173455978,51.9607843137255,1610612760,19,29,2022-02-01T01:35:39Z,1390000,-10.0,42.0,1,left,K. Williams cutting DUNK (2 PTS) (D. Bazley 1 AST),"[1629026, 1629647]",1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,,,,,,4.32,Made,2.0,,,,,D. Bazley,1629647.0,1.0,,,,,,
143,PT00M40.50S,2022-02-01T01:35:53.8Z,1,REGULAR,3pt,Jump Shot,[],203463,68.80749014454665,25.98039215686275,1610612757,19,29,2022-02-01T01:36:03Z,1410000,-120.0,241.0,1,right,MISS B. McLemore 26' step back 3PT,[203463],1610612757.0,POR,step back,,,McLemore,B. McLemore,,,,,,,,,,26.9,Missed,,,,,,,,,,,,,,
144,PT00M36.50S,2022-02-01T01:35:57.8Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,19,29,2022-02-01T01:36:03Z,1420000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,
145,PT00M30.60S,2022-02-01T01:36:04.9Z,1,REGULAR,foul,personal,[],1630535,,,1610612760,19,29,2022-02-01T01:36:15Z,1430000,,,0,,G. Brown III personal FOUL (1 PF),"[1630535, 1630177]",1610612757.0,POR,,,,Brown III,G. Brown III,,,,,1204.0,1.0,0.0,Maledon,1630177.0,,,,,,,,,,,,,,,,
147,PT00M27.30S,2022-02-01T01:36:26.6Z,1,REGULAR,3pt,Jump Shot,[],1630177,8.886333771353483,3.9215686274509802,1610612760,19,29,2022-02-01T01:36:31Z,1450000,230.0,31.0,1,left,MISS T. Maledon 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,23.25,Missed,,,,,,,,,,,,,,
148,PT00M22.70S,2022-02-01T01:36:31.2Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612757,19,29,2022-02-01T01:36:31Z,1460000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,147.0,2.0,2.0,0.0,,,,,,,,,
149,PT00M11.10S,2022-02-01T01:36:44.5Z,1,REGULAR,foul,personal,[],1630177,,,1610612757,19,29,2022-02-01T01:36:50Z,1470000,,,0,,T. Maledon personal FOUL (1 PF),"[1630177, 203468]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,201246.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,,
152,PT00M01.60S,2022-02-01T01:37:11.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,89.70105124835742,57.107843137254896,1610612757,19,31,2022-02-01T01:37:18Z,1500000,36.0,44.0,1,right,C. McCollum driving floating bank Jump Shot (9 PTS),[203468],1610612757.0,POR,driving floating bank,,,McCollum,C. McCollum,,,,,,,,,,5.68,Made,9.0,,,,,,,,,,,,,
153,PT00M00.00S,2022-02-01T01:37:16.4Z,1,REGULAR,3pt,Jump Shot,[],1629660,51.46189224704336,28.676470588235293,1610612760,19,31,2022-02-01T01:38:37Z,1510000,107.0,431.0,1,left,MISS T. Jerome 44' running pullup 3PT,[1629660],1610612760.0,OKC,running pullup,,,Jerome,T. Jerome,,,,,,,,,,44.42,Missed,,,,,,,,,,,,,,
154,PT00M00.00S,2022-02-01T01:37:16.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,19,31,2022-02-01T01:38:37Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,
155,PT00M00.00S,2022-02-01T01:37:24.5Z,1,REGULAR,period,end,[],0,,,1610612760,19,31,2022-02-01T01:37:24Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-02-01T01:39:11.1Z,2,REGULAR,substitution,out,['startperiod'],203463,,,1610612760,19,31,2022-02-01T01:39:35Z,1540000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-02-01T01:39:11.1Z,2,REGULAR,substitution,in,['startperiod'],1626181,,,1610612760,19,31,2022-02-01T01:39:35Z,1550000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-02-01T01:39:50.6Z,2,REGULAR,period,start,[],0,,,1610612760,19,31,2022-02-01T01:39:50Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M43.00S,2022-02-01T01:40:07.1Z,2,REGULAR,3pt,Jump Shot,[],1629647,5.995400788436268,94.11764705882352,1610612760,22,31,2022-02-01T01:40:11Z,1570000,-221.0,4.0,1,left,D. Bazley 3PT  (5 PTS) (T. Jerome 1 AST),"[1629647, 1629660]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,22.06,Made,5.0,,,,,T. Jerome,1629660.0,1.0,,,,,,
161,PT11M27.00S,2022-02-01T01:40:22.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,89.43823915900131,63.725490196078425,1610612757,22,31,2022-02-01T01:40:26Z,1590000,69.0,47.0,1,right,MISS N. Powell 8' driving Layup,[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,,,,,,8.3,Missed,,,,,,,,,,,,,,
162,PT11M25.00S,2022-02-01T01:40:24.2Z,2,REGULAR,rebound,defensive,[],1630177,,,1610612760,22,31,2022-02-01T01:40:26Z,1600000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,
163,PT11M21.00S,2022-02-01T01:40:28.1Z,2,REGULAR,3pt,Jump Shot,[],1629660,33.98488830486202,23.774509803921568,1610612760,22,31,2022-02-01T01:40:47Z,1610000,131.0,267.0,1,left,MISS T. Jerome 29' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,29.74,Missed,,,,,,,,,,,,,,
164,PT11M18.00S,2022-02-01T01:40:31.1Z,2,REGULAR,rebound,defensive,[],1630535,,,1610612757,22,31,2022-02-01T01:40:34Z,1620000,,,0,,G. Brown III REBOUND (Off:0 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,
165,PT11M10.00S,2022-02-01T01:40:39.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,91.80354796320631,43.872549019607845,1610612757,22,33,2022-02-01T01:40:44Z,1630000,-31.0,25.0,1,right,D. Smith Jr. running Layup (2 PTS),[1628372],1610612757.0,POR,running,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,3.92,Made,2.0,,,,,,,,,,,,,
166,PT10M49.00S,2022-02-01T01:41:01.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,15.850854139290407,49.50980392156863,1610612760,22,33,2022-02-01T01:41:07Z,1640000,2.0,96.0,1,left,MISS T. Jerome 9' driving floating Shot,[1629660],1610612760.0,OKC,driving floating,,,Jerome,T. Jerome,,,,,,,,,,9.65,Missed,,,,,,,,,,,,,,
167,PT10M47.00S,2022-02-01T01:41:03.5Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,22,33,2022-02-01T01:41:07Z,1650000,,,0,,K. Williams REBOUND (Off:1 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,166.0,1.0,0.0,1.0,,,,,,,,,
199,PT10M44.00S,2022-02-01T01:41:16.1Z,2,REGULAR,turnover,lost ball,[],1629026,,,1610612760,22,33,2022-02-01T01:55:15Z,1670000,,,0,,K. Williams lost ball TURNOVER (1 TO),"[1629026, 203503]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,1.0,,,Snell,203503.0,
200,PT10M44.00S,2022-02-01T01:41:16.1Z,2,REGULAR,steal,,[],203503,,,1610612757,22,33,2022-02-01T01:46:06Z,1680000,,,0,,T. Snell STEAL (1 STL),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M37.00S,2022-02-01T01:41:16.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626181,93.64323258869908,74.75490196078431,1610612757,22,35,2022-02-01T01:55:36Z,1690000,124.0,7.0,1,right,N. Powell 12' pullup Jump Shot (5 PTS) (C. McCollum 2 AST),"[1626181, 203468]",1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,,,,,,12.4,Made,5.0,,,,,C. McCollum,203468.0,2.0,,,,,,
173,PT10M37.00S,2022-02-01T01:41:17.2Z,2,REGULAR,foul,personal,['1freethrow'],1629660,,,1610612757,22,35,2022-02-01T01:41:59Z,1710000,,,0,,T. Jerome shooting personal FOUL (1 PF) (Powell 1 FT),"[1629660, 1626181]",1610612760.0,OKC,shooting,,,Jerome,T. Jerome,,,,,1204.0,1.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,,
175,PT10M37.00S,2022-02-01T01:41:38.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1626181,,,1610612757,22,36,2022-02-01T01:46:06Z,1730000,,,0,,N. Powell Free Throw 1 of 1 (6 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
176,PT10M25.00S,2022-02-01T01:41:55.7Z,2,REGULAR,foul,personal,[],1630535,,,1610612760,22,36,2022-02-01T01:42:11Z,1740000,,,0,,G. Brown III personal FOUL (2 PF),"[1630535, 203488]",1610612757.0,POR,,,,Brown III,G. Brown III,,,,,1204.0,2.0,0.0,Muscala,203488.0,,,,,,,,,,,,,,,,
178,PT10M12.00S,2022-02-01T01:42:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,11.12023653088042,38.48039215686275,1610612760,22,36,2022-02-01T01:42:27Z,1760000,58.0,52.0,1,left,MISS T. Maledon 7' driving Layup,[1630177],1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,,,,,,7.76,Missed,,,,,,,,,,,,,,
180,PT10M09.00S,2022-02-01T01:42:26.1Z,2,REGULAR,rebound,defensive,[],203503,,,1610612757,22,36,2022-02-01T01:42:27Z,1780000,,,0,,T. Snell REBOUND (Off:0 Def:1),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,
181,PT09M55.00S,2022-02-01T01:42:40.0Z,2,REGULAR,3pt,Jump Shot,[],1626181,89.30683311432325,4.166666666666666,1610612757,22,36,2022-02-01T01:42:44Z,1790000,-229.0,48.0,1,right,MISS N. Powell 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,23.42,Missed,,,,,,,,,,,,,,
182,PT09M51.00S,2022-02-01T01:42:44.0Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,22,36,2022-02-01T01:42:44Z,1800000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,181.0,2.0,2.0,0.0,,,,,,,,,
183,PT09M42.00S,2022-02-01T01:42:52.2Z,2,REGULAR,3pt,Jump Shot,[],1629647,28.203022339027594,15.931372549019606,1610612760,22,36,2022-02-01T01:42:57Z,1810000,170.0,213.0,1,left,MISS D. Bazley 27' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,27.24,Missed,,,,,,,,,,,,,,
184,PT09M39.00S,2022-02-01T01:42:55.2Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612757,22,36,2022-02-01T01:42:57Z,1820000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,
185,PT09M31.00S,2022-02-01T01:43:03.8Z,2,REGULAR,3pt,Jump Shot,[],203468,69.46452036793693,80.14705882352942,1610612757,22,36,2022-02-01T01:43:10Z,1830000,151.0,235.0,1,right,MISS C. McCollum 27' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,27.87,Missed,,,,,,,,,,,,,,
186,PT09M29.00S,2022-02-01T01:43:06.4Z,2,REGULAR,rebound,offensive,[],1630535,,,1610612757,22,36,2022-02-01T01:43:06Z,1840000,,,0,,G. Brown III REBOUND (Off:1 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,185.0,2.0,1.0,1.0,,,,,,,,,
187,PT09M26.00S,2022-02-01T01:43:08.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630535,92.32917214191852,41.17647058823529,1610612757,22,36,2022-02-01T01:43:14Z,1850000,-44.0,20.0,1,right,MISS G. Brown III Layup - blocked,"[1630535, 203488]",1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,4.83,Missed,,,,,,,,,,Muscala,203488.0,,,
188,PT09M26.00S,2022-02-01T01:43:08.9Z,2,REGULAR,block,,[],203488,,,1610612757,22,36,2022-02-01T01:43:12Z,1860000,,,0,,M. Muscala BLOCK (1 BLK),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M26.00S,2022-02-01T01:43:08.9Z,2,REGULAR,rebound,offensive,[],1630535,,,1610612757,22,36,2022-02-01T01:43:14Z,1870000,,,0,,G. Brown III REBOUND (Off:2 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,187.0,3.0,1.0,2.0,,,,,,,,,
