actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
439,PT01M00.00S,2021-10-25T00:43:13.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,89.43823915900131,42.15686274509804,1610612760,73,83,2021-10-25T00:43:24Z,4350000,-39.0,47.0,1,right,MISS S. Gilgeous-Alexander 6' driving Layup - blocked,"[1628983, 1629680]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.1,Missed,,,,,,,,,,,,,,Thybulle,1629680.0,,,,
440,PT01M00.00S,2021-10-25T00:43:13.3Z,3,REGULAR,block,,[],1629680,,,1610612760,73,83,2021-10-25T00:43:16Z,4360000,,,0,,M. Thybulle BLOCK (2 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT01M00.00S,2021-10-25T00:43:13.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,73,83,2021-10-25T00:43:24Z,4370000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,439.0,,,,,,,,,,,,,,,,,,
442,PT01M00.00S,2021-10-25T00:43:20.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,73,83,2021-10-25T00:43:20Z,4380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT00M49.90S,2021-10-25T00:43:39.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628983,89.70105124835742,58.333333333333336,1610612760,75,83,2021-10-25T00:43:44Z,4390000,42.0,44.0,1,right,S. Gilgeous-Alexander 6' driving finger roll Layup (24 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.08,Made,,,,,,,,,,24.0,,,,,,,,,
445,PT00M40.60S,2021-10-25T00:43:56.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629026,,,1610612755,75,83,2021-10-25T00:44:27Z,4410000,,,0,,K. Williams personal FOUL (1 PF) (Korkmaz 2 FT),"[1629026, 1627788]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,1179.0,1.0,0.0,Korkmaz,1627788.0,,,,,,,,,,
447,PT00M40.60S,2021-10-25T00:44:31.0Z,3,REGULAR,freethrow,1 of 2,[],1627788,,,1610612755,75,84,2021-10-25T00:44:31Z,4430000,,,0,,F. Korkmaz Free Throw 1 of 2 (3 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
448,PT00M40.60S,2021-10-25T00:44:45.2Z,3,REGULAR,freethrow,2 of 2,[],1627788,,,1610612755,75,85,2021-10-25T00:44:45Z,4440000,,,0,,F. Korkmaz Free Throw 2 of 2 (4 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
449,PT00M34.60S,2021-10-25T00:44:53.6Z,3,REGULAR,3pt,Jump Shot,[],203488,65.52233902759527,53.18627450980392,1610612760,78,85,2021-10-25T00:44:58Z,4450000,16.0,272.0,1,right,M. Muscala 27' 3PT  (6 PTS) (S. Gilgeous-Alexander 6 AST),"[203488, 1628983]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,27.21,Made,,,,,,,,,,6.0,,,,,,S. Gilgeous-Alexander,1628983.0,6.0,
451,PT00M18.60S,2021-10-25T00:45:11.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,12.171484888304862,41.42156862745098,1610612755,78,87,2021-10-25T00:45:15Z,4470000,43.0,62.0,1,left,F. Korkmaz 7' driving Layup (6 PTS),[1627788],1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,7.53,Made,,,,,,,,,,6.0,,,,,,,,,
452,PT00M01.40S,2021-10-25T00:45:30.1Z,3,REGULAR,3pt,Jump Shot,[],1628983,67.09921156373193,75.0,1610612760,78,87,2021-10-25T00:45:39Z,4480000,125.0,257.0,1,right,MISS S. Gilgeous-Alexander 28' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,28.56,Missed,,,,,,,,,,,,,,,,,,,
453,PT00M01.40S,2021-10-25T00:45:30.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,78,87,2021-10-25T00:45:39Z,4490000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,452.0,,,,,,,,,,,,,,,,,,
454,PT00M00.00S,2021-10-25T00:45:46.1Z,3,REGULAR,period,end,[],0,,,1610612760,78,87,2021-10-25T00:45:46Z,4500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2021-10-25T00:47:44.0Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,78,87,2021-10-25T00:48:03Z,4510000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2021-10-25T00:47:44.0Z,4,REGULAR,substitution,out,['startperiod'],1630544,,,1610612760,78,87,2021-10-25T00:48:03Z,4520000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2021-10-25T00:47:44.0Z,4,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,78,87,2021-10-25T00:48:03Z,4530000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2021-10-25T00:47:44.0Z,4,REGULAR,substitution,out,['startperiod'],203954,,,1610612760,78,87,2021-10-25T00:48:03Z,4540000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2021-10-25T00:47:44.0Z,4,REGULAR,substitution,in,['startperiod'],1630526,,,1610612760,78,87,2021-10-25T00:48:03Z,4550000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2021-10-25T00:47:44.0Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,78,87,2021-10-25T00:48:03Z,4560000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2021-10-25T00:47:44.0Z,4,REGULAR,substitution,in,['startperiod'],1629647,,,1610612760,78,87,2021-10-25T00:48:03Z,4570000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT12M00.00S,2021-10-25T00:47:44.0Z,4,REGULAR,substitution,in,['startperiod'],1630194,,,1610612760,78,87,2021-10-25T01:20:40Z,4585000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2021-10-25T00:48:13.1Z,4,REGULAR,period,start,[],0,,,1610612755,78,87,2021-10-25T00:48:13Z,4590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT11M43.00S,2021-10-25T00:48:29.7Z,4,REGULAR,2pt,Jump Shot,[],1627777,5.863994743758213,72.05882352941177,1610612755,78,87,2021-10-25T00:48:33Z,4620000,-110.0,3.0,1,left,MISS G. Niang 11' pullup Shot,[1627777],1610612755.0,PHI,pullup,,,Niang,G. Niang,,,,,11.03,Missed,,,,,,,,,,,,,,,,,,,
467,PT11M40.00S,2021-10-25T00:48:32.7Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,78,87,2021-10-25T00:48:33Z,4630000,,,0,,D. Bazley REBOUND (Off:0 Def:7),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,466.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
468,PT11M38.00S,2021-10-25T00:48:37.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,78,87,2021-10-25T00:48:37Z,4640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT11M31.00S,2021-10-25T00:49:03.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630526,87.20433639947439,49.26470588235294,1610612760,80,87,2021-10-25T00:51:27Z,4650000,-4.0,68.0,1,right,J. Robinson-Earl 6' cutting DUNK (5 PTS) (J. Giddey 5 AST),"[1630526, 1630581]",1610612760.0,OKC,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,6.79,Made,,,,,,,,,,5.0,,,,,,J. Giddey,1630581.0,5.0,
471,PT11M17.00S,2021-10-25T00:49:16.1Z,4,REGULAR,3pt,Jump Shot,[],1627788,29.38567674113009,14.705882352941178,1610612755,80,90,2021-10-25T00:49:20Z,4670000,176.0,224.0,1,left,F. Korkmaz 28' 3PT  (9 PTS) (P. Reed 1 AST),"[1627788, 1630194]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,28.49,Made,,,,,,,,,,9.0,,,,,,P. Reed,1630194.0,1.0,
473,PT11M01.00S,2021-10-25T00:49:32.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,89.56964520367937,44.6078431372549,1610612760,80,90,2021-10-25T00:49:43Z,4690000,-27.0,46.0,1,right,MISS D. Bazley Layup - blocked,"[1629647, 1630194]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,5.29,Missed,,,,,,,,,,,,,,Reed,1630194.0,,,,
474,PT11M01.00S,2021-10-25T00:49:32.7Z,4,REGULAR,block,,[],1630194,,,1610612760,80,90,2021-10-25T00:49:34Z,4700000,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT11M00.00S,2021-10-25T00:49:33.7Z,4,REGULAR,rebound,defensive,[],1630198,,,1610612755,80,90,2021-10-25T00:53:42Z,4710000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,473.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
476,PT11M00.00S,2021-10-25T00:49:43.2Z,4,REGULAR,foul,personal,[],1630177,,,1610612755,80,90,2021-10-25T00:50:52Z,4720000,,,0,,T. Maledon take personal FOUL (1 PF),"[1630177, 1630198]",1610612760.0,OKC,take,,,Maledon,T. Maledon,,,,,,,,,,,1627962.0,1.0,0.0,Joe,1630198.0,,,,,,,,,,
478,PT10M45.00S,2021-10-25T00:50:03.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,9.017739816031538,58.82352941176471,1610612755,80,90,2021-10-25T00:50:10Z,4740000,-44.0,32.0,1,left,MISS G. Niang driving Layup,[1627777],1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,5.47,Missed,,,,,,,,,,,,,,,,,,,
479,PT10M39.00S,2021-10-25T00:50:09.7Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,80,90,2021-10-25T00:50:10Z,4750000,,,0,,P. Reed REBOUND (Off:1 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,478.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
480,PT10M39.00S,2021-10-25T00:50:09.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630194,5.590000152587891,50.0,1610612755,80,92,2021-10-25T00:55:23Z,4760000,0.0,0.0,1,left,P. Reed putback Layup (2 PTS),[1630194],1610612755.0,PHI,putback,,,Reed,P. Reed,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
482,PT10M33.00S,2021-10-25T00:50:22.7Z,4,REGULAR,turnover,backcourt,[],1630526,,,1610612760,80,92,2021-10-25T00:50:31Z,4780000,,,0,,J. Robinson-Earl backcourt TURNOVER (2 TO),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,1179.0,,,,,,2.0,,,,,,,,
483,PT10M19.00S,2021-10-25T00:50:52.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629680,7.835085413929041,95.83333333333334,1610612755,80,95,2021-10-25T00:50:58Z,4790000,-229.0,21.0,1,left,M. Thybulle 3PT  (3 PTS) (F. Korkmaz 3 AST),"[1629680, 1627788]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,23.02,Made,,,,,,,,,,3.0,,,,,,F. Korkmaz,1627788.0,3.0,
485,PT10M05.00S,2021-10-25T00:51:08.5Z,4,REGULAR,foul,offensive,[],1629026,,,1610612760,80,95,2021-10-25T00:51:21Z,4810000,,,0,,K. Williams offensive FOUL (2 PF),"[1629026, 1627777]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,1179.0,2.0,0.0,Niang,1627777.0,,,,,,,,,,
487,PT10M05.00S,2021-10-25T00:51:08.5Z,4,REGULAR,turnover,offensive foul,[],1629026,,,1610612760,80,95,2021-10-25T00:51:08Z,4830000,,,0,,K. Williams offensive foul TURNOVER (1 TO),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,1179.0,,,,,,1.0,,,,,,,,
488,PT09M55.00S,2021-10-25T00:51:27.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627788,24.26084099868594,9.803921568627452,1610612755,80,95,2021-10-25T00:51:34Z,4840000,201.0,176.0,1,left,MISS F. Korkmaz 26' step back 3PT,[1627788],1610612755.0,PHI,step back,,,Korkmaz,F. Korkmaz,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
489,PT09M52.00S,2021-10-25T00:51:30.8Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,80,95,2021-10-25T00:51:30Z,4850000,,,0,,P. Reed REBOUND (Off:2 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,488.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
490,PT09M49.00S,2021-10-25T00:51:33.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627777,26.10052562417871,88.72549019607843,1610612755,80,98,2021-10-25T00:51:38Z,4860000,-194.0,193.0,1,left,G. Niang 27' 3PT  (12 PTS) (P. Reed 2 AST),"[1627777, 1630194]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,27.32,Made,,,,,,,,,,12.0,,,,,,P. Reed,1630194.0,2.0,
492,PT09M48.00S,2021-10-25T00:51:40.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,80,98,2021-10-25T00:51:40Z,4880000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M48.00S,2021-10-25T00:52:58.3Z,4,REGULAR,substitution,out,[],1629647,,,1610612760,80,98,2021-10-25T00:54:05Z,4890000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT09M48.00S,2021-10-25T00:52:58.3Z,4,REGULAR,substitution,out,[],1630177,,,1610612760,80,98,2021-10-25T00:54:05Z,4900000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT09M48.00S,2021-10-25T00:52:58.3Z,4,REGULAR,substitution,in,[],1629652,,,1610612760,80,98,2021-10-25T00:54:05Z,4910000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT09M48.00S,2021-10-25T00:52:58.3Z,4,REGULAR,substitution,in,[],1628983,,,1610612760,80,98,2021-10-25T00:54:05Z,4920000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT09M34.00S,2021-10-25T00:54:39.9Z,4,REGULAR,turnover,traveling,[],1630581,,,1610612760,80,98,2021-10-25T00:54:45Z,4930000,,,0,,J. Giddey traveling TURNOVER (2 TO),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,1627963.0,,,,,,2.0,,,,,,,,
498,PT09M20.00S,2021-10-25T00:55:06.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629680,11.12023653088042,2.696078431372549,1610612755,80,98,2021-10-25T00:55:11Z,4940000,237.0,52.0,1,left,MISS M. Thybulle 24' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,24.21,Missed,,,,,,,,,,,,,,,,,,,
499,PT09M15.00S,2021-10-25T00:55:11.6Z,4,REGULAR,rebound,defensive,[],1630526,,,1610612760,80,98,2021-10-25T00:55:11Z,4950000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:3),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,498.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
500,PT09M08.00S,2021-10-25T00:55:19.5Z,4,REGULAR,foul,personal,[],1630194,,,1610612760,80,98,2021-10-25T00:55:30Z,4960000,,,0,,P. Reed personal FOUL (1 PF),"[1630194, 1628983]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,1627963.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
502,PT09M02.00S,2021-10-25T00:55:46.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,86.81011826544021,48.529411764705884,1610612760,80,98,2021-10-25T00:56:02Z,4980000,-7.0,71.0,1,right,MISS J. Giddey 7' driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,7.19,Missed,,,,,,,,,,,,,,,,,,,
503,PT09M02.00S,2021-10-25T00:55:46.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,80,98,2021-10-25T00:56:02Z,4990000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,,,,
504,PT09M02.00S,2021-10-25T00:55:56.2Z,4,REGULAR,foul,personal,[],1630581,,,1610612755,80,98,2021-10-25T00:56:11Z,5000000,,,0,,J. Giddey loose ball personal FOUL (1 PF),"[1630581, 1627777]",1610612760.0,OKC,loose ball,,,Giddey,J. Giddey,,,,,,,,,,,1627963.0,1.0,0.0,Niang,1627777.0,,,,,,,,,,
506,PT08M47.00S,2021-10-25T00:56:16.2Z,4,REGULAR,turnover,lost ball,[],1627788,,,1610612755,80,98,2021-10-25T00:56:29Z,5020000,,,0,,F. Korkmaz lost ball TURNOVER (1 TO),"[1627788, 1629652]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,1.0,Dort,1629652.0,,,,,,
507,PT08M47.00S,2021-10-25T00:56:16.2Z,4,REGULAR,steal,,[],1629652,,,1610612760,80,98,2021-10-25T00:56:20Z,5030000,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M42.00S,2021-10-25T00:56:57.3Z,4,REGULAR,jumpball,recovered,[],1627777,,,1610612760,80,98,2021-10-25T00:56:57Z,5040000,,,0,,Jump Ball P. Reed vs. L. Dort: Tip to G. Niang,"[1627777, 1630194, 1629652]",1610612755.0,PHI,heldball,G. Niang,1627777.0,Niang,G. Niang,Reed,1630194.0,Dort,1629652.0,,,,,,,,,,,,,,,,,,,,,
511,PT08M42.00S,2021-10-25T00:56:57.3Z,4,REGULAR,turnover,lost ball,[],1629652,,,1610612760,80,98,2021-10-25T00:56:57Z,5070000,,,0,,L. Dort lost ball TURNOVER (2 TO),"[1629652, 1630194]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,2.0,Reed,1630194.0,,,,,,
512,PT08M42.00S,2021-10-25T00:56:57.3Z,4,REGULAR,steal,,[],1630194,,,1610612755,80,98,2021-10-25T00:56:57Z,5080000,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT08M31.00S,2021-10-25T00:57:11.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,80,98,2021-10-25T00:57:11Z,5090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT08M31.00S,2021-10-25T00:57:17.2Z,4,REGULAR,substitution,out,[],1630198,,,1610612755,80,98,2021-10-25T00:57:25Z,5100000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT08M31.00S,2021-10-25T00:57:17.2Z,4,REGULAR,substitution,in,[],1630178,,,1610612755,80,98,2021-10-25T00:57:25Z,5110000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M26.00S,2021-10-25T00:57:40.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629680,5.601182654402102,94.85294117647058,1610612755,80,98,2021-10-25T00:57:45Z,5120000,-224.0,0.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,22.43,Missed,,,,,,,,,,,,,,,,,,,
517,PT08M21.00S,2021-10-25T00:57:45.3Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,80,98,2021-10-25T00:57:45Z,5130000,,,0,,L. Dort REBOUND (Off:0 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,516.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
518,PT08M09.00S,2021-10-25T00:57:56.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,87.59855453350855,52.94117647058824,1610612760,80,98,2021-10-25T00:58:01Z,5140000,15.0,64.0,1,right,MISS S. Gilgeous-Alexander 6' driving Layup - blocked,"[1628983, 1629680]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.58,Missed,,,,,,,,,,,,,,Thybulle,1629680.0,,,,
527,PT08M09.00S,2021-10-25T00:57:56.4Z,4,REGULAR,block,,[],1629680,,,1610612760,80,98,2021-10-25T00:59:23Z,5145000,,,0,,M. Thybulle BLOCK (3 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT08M07.00S,2021-10-25T00:57:58.4Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,80,98,2021-10-25T00:58:01Z,5150000,,,0,,P. Reed REBOUND (Off:2 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,518.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
520,PT08M05.00S,2021-10-25T00:58:07.2Z,4,REGULAR,foul,offensive,[],1630178,,,1610612755,80,98,2021-10-25T00:58:16Z,5160000,,,0,,T. Maxey offensive FOUL (4 PF),"[1630178, 1629652]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,1627962.0,4.0,0.0,Dort,1629652.0,,,,,,,,,,
522,PT08M05.00S,2021-10-25T00:58:07.2Z,4,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,80,98,2021-10-25T00:58:07Z,5180000,,,0,,T. Maxey offensive foul TURNOVER (2 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,1627962.0,,,,,,2.0,,,,,,,,
523,PT07M50.00S,2021-10-25T00:58:45.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,80,98,2021-10-25T00:58:45Z,5190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M46.00S,2021-10-25T00:58:59.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629026,86.67871222076215,28.186274509803923,1610612760,82,98,2021-10-25T00:59:05Z,5200000,-109.0,73.0,1,right,K. Williams 13' pullup Jump Shot (8 PTS) (J. Giddey 6 AST),"[1629026, 1630581]",1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,13.11,Made,,,,,,,,,,8.0,,,,,,J. Giddey,1630581.0,6.0,
526,PT07M24.00S,2021-10-25T00:59:22.2Z,4,REGULAR,2pt,Jump Shot,[],1630178,4.5499342969776615,32.1078431372549,1610612755,82,98,2021-10-25T00:59:32Z,5220000,89.0,-10.0,1,left,MISS T. Maxey 9' floating Shot,[1630178],1610612755.0,PHI,floating,,,Maxey,T. Maxey,,,,,9.0,Missed,,,,,,,,,,,,,,,,,,,
528,PT07M20.00S,2021-10-25T00:59:26.2Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,82,98,2021-10-25T00:59:32Z,5230000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:5),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,526.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
529,PT07M13.00S,2021-10-25T00:59:32.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,86.94152431011827,41.66666666666667,1610612760,84,98,2021-10-25T00:59:37Z,5240000,-42.0,70.0,1,right,L. Dort 8' Layup (9 PTS) (S. Gilgeous-Alexander 7 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,8.17,Made,,,,,,,,,,9.0,,,,,,S. Gilgeous-Alexander,1628983.0,7.0,
530,PT07M11.00S,2021-10-25T00:59:39.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,84,98,2021-10-25T00:59:39Z,5250000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT07M11.00S,2021-10-25T00:59:45.5Z,4,REGULAR,substitution,out,[],1630526,,,1610612755,84,98,2021-10-25T01:02:12Z,5260000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT07M11.00S,2021-10-25T00:59:45.5Z,4,REGULAR,substitution,out,[],1630194,,,1610612755,84,98,2021-10-25T01:02:12Z,5270000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
