actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
180,PT09M29.00S,2022-01-01T01:42:08.1Z,2,REGULAR,rebound,defensive,[],1628995,,,1610612752,32,24,2022-01-01T01:42:12Z,1800000,,,0,,K. Knox II REBOUND (Off:0 Def:1),[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,,,,,,,179.0,1.0,1.0,0.0,,,,,,,,,,
181,PT09M19.00S,2022-01-01T01:42:18.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628995,92.06636005256242,60.29411764705882,1610612752,32,24,2022-01-01T01:42:23Z,1810000,51.0,22.0,1,right,MISS K. Knox II Layup,[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,5.6,Missed,,,,,,,,,,,,,,,,,,
182,PT09M17.00S,2022-01-01T01:42:20.5Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,32,24,2022-01-01T01:42:23Z,1820000,,,0,,A. Pokusevski REBOUND (Off:0 Def:5),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,181.0,5.0,5.0,0.0,,,,,,,,,,
183,PT09M13.00S,2022-01-01T01:42:23.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630197,26.757555847568987,80.88235294117648,1610612760,32,24,2022-01-01T01:42:32Z,1830000,-154.0,199.0,1,left,MISS A. Pokusevski 25' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,
184,PT09M12.00S,2022-01-01T01:42:24.7Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,32,24,2022-01-01T01:42:32Z,1840000,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,
185,PT09M12.00S,2022-01-01T01:42:29.6Z,2,REGULAR,foul,personal,[],1629660,,,1610612752,32,24,2022-01-01T01:42:33Z,1850000,,,0,,T. Jerome personal FOUL (1 PF),"[1629660, 1629656]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Grimes,1629656.0
187,PT09M12.00S,2022-01-01T01:42:34.9Z,2,REGULAR,substitution,out,[],202324,,,1610612752,32,24,2022-01-01T01:42:41Z,1870000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M12.00S,2022-01-01T01:42:34.9Z,2,REGULAR,substitution,in,[],203488,,,1610612752,32,24,2022-01-01T01:42:41Z,1880000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M58.00S,2022-01-01T01:42:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,80.89684625492772,42.15686274509804,1610612752,32,26,2022-01-01T01:43:02Z,1890000,-39.0,127.0,1,right,I. Quickley 13' driving floating Jump Shot (4 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,13.3,Made,4.0,,,,,,,,,,,,,,,,,
190,PT08M43.00S,2022-01-01T01:43:17.5Z,2,REGULAR,foul,personal,[],202692,,,1610612760,32,26,2022-01-01T01:43:30Z,1900000,,,0,,A. Burks personal FOUL (1 PF),"[202692, 1629660]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Jerome,1629660.0
192,PT08M37.00S,2022-01-01T01:43:45.6Z,2,REGULAR,3pt,Jump Shot,[],1629660,27.283180026281208,78.43137254901961,1610612760,32,26,2022-01-01T01:43:52Z,1920000,-142.0,204.0,1,left,MISS T. Jerome 24' 3PT - blocked,"[1629660, 201959]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,24.87,Missed,,,,,,,,,,,,Gibson,201959.0,,,,,
193,PT08M37.00S,2022-01-01T01:43:45.6Z,2,REGULAR,block,,[],201959,,,1610612760,32,26,2022-01-01T01:43:50Z,1930000,,,0,,T. Gibson BLOCK (1 BLK),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M30.00S,2022-01-01T01:43:52.6Z,2,REGULAR,rebound,offensive,[],1630177,,,1610612760,32,26,2022-01-01T01:43:52Z,1940000,,,0,,T. Maledon REBOUND (Off:1 Def:0),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,192.0,1.0,0.0,1.0,,,,,,,,,,
195,PT08M30.00S,2022-01-01T01:43:51.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630177,6.389618922470433,51.225490196078425,1610612760,32,26,2022-01-01T01:43:56Z,1950000,-6.0,8.0,1,left,MISS T. Maledon tip Layup,[1630177],1610612760.0,OKC,tip,,,Maledon,T. Maledon,,,,,0.97,Missed,,,,,,,,,,,,,,,,,,
196,PT08M28.00S,2022-01-01T01:43:53.1Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,32,26,2022-01-01T01:43:53Z,1960000,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,195.0,3.0,3.0,0.0,,,,,,,,,,
197,PT08M27.00S,2022-01-01T01:43:55.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629656,69.59592641261499,23.284313725490197,1610612752,32,26,2022-01-01T01:44:09Z,1970000,-134.0,233.0,1,right,MISS Q. Grimes 26' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,
198,PT08M25.00S,2022-01-01T01:43:57.1Z,2,REGULAR,rebound,defensive,[],1630177,,,1610612760,32,26,2022-01-01T01:44:09Z,1980000,,,0,,T. Maledon REBOUND (Off:1 Def:1),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,197.0,2.0,1.0,1.0,,,,,,,,,,
199,PT08M22.00S,2022-01-01T01:44:30.2Z,2,REGULAR,jumpball,recovered,[],202692,,,1610612760,32,26,2022-01-01T01:44:30Z,1990000,,,0,,Jump Ball T. Gibson vs. T. Maledon: Tip to A. Burks,"[202692, 201959, 1630177]",1610612752.0,NYK,heldball,A. Burks,202692.0,Burks,A. Burks,Gibson,201959.0,Maledon,1630177.0,,,,,,,,,,,,,,,,,,,,
202,PT08M22.00S,2022-01-01T01:44:30.2Z,2,REGULAR,turnover,lost ball,[],1630177,,,1610612760,32,26,2022-01-01T01:44:30Z,2020000,,,0,,T. Maledon lost ball TURNOVER (1 TO),"[1630177, 201959]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,1.0,Gibson,201959.0,,,,,,,
203,PT08M22.00S,2022-01-01T01:44:30.2Z,2,REGULAR,steal,,[],201959,,,1610612752,32,26,2022-01-01T01:44:30Z,2030000,,,0,,T. Gibson STEAL (1 STL),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M16.00S,2022-01-01T01:44:36.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202692,79.31997371879106,51.9607843137255,1610612752,32,28,2022-01-01T01:44:45Z,2040000,10.0,142.0,1,right,A. Burks 14' floating Jump Shot (2 PTS),[202692],1610612752.0,NYK,floating,,,Burks,A. Burks,,,,,14.22,Made,2.0,,,,,,,,,,,,,,,,,
205,PT08M00.00S,2022-01-01T01:44:51.9Z,2,REGULAR,3pt,Jump Shot,[],203488,32.670827858081466,51.470588235294116,1610612760,32,28,2022-01-01T01:44:56Z,2050000,-7.0,255.0,1,left,MISS M. Muscala 25' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
206,PT07M56.00S,2022-01-01T01:44:55.9Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,32,28,2022-01-01T01:44:56Z,2060000,,,0,,Q. Grimes REBOUND (Off:0 Def:4),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,205.0,4.0,4.0,0.0,,,,,,,,,,
207,PT07M39.00S,2022-01-01T01:45:12.5Z,2,REGULAR,3pt,Jump Shot,[],1630193,78.53153745072274,88.72549019607843,1610612752,32,28,2022-01-01T01:45:19Z,2070000,194.0,149.0,1,right,MISS I. Quickley 24' step back 3PT,[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,24.45,Missed,,,,,,,,,,,,,,,,,,
208,PT07M38.00S,2022-01-01T01:45:13.5Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,32,28,2022-01-01T01:45:19Z,2080000,,,0,,A. Pokusevski REBOUND (Off:0 Def:6),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,207.0,6.0,6.0,0.0,,,,,,,,,,
209,PT07M25.00S,2022-01-01T01:45:27.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,5.469776609724048,58.82352941176471,1610612760,34,28,2022-01-01T01:45:32Z,2090000,-44.0,-1.0,1,left,A. Wiggins driving Layup (7 PTS),[1630598],1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,4.41,Made,7.0,,,,,,,,,,,,,,,,,
210,PT07M13.00S,2022-01-01T01:45:38.4Z,2,REGULAR,3pt,Jump Shot,[],201959,69.33311432325887,75.98039215686273,1610612752,34,28,2022-01-01T01:45:45Z,2100000,130.0,236.0,1,right,MISS T. Gibson 26' 3PT,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,
211,PT07M10.00S,2022-01-01T01:45:42.1Z,2,REGULAR,rebound,offensive,[],1628995,,,1610612752,34,28,2022-01-01T01:45:42Z,2110000,,,0,,K. Knox II REBOUND (Off:1 Def:1),[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,,,,,,,210.0,2.0,1.0,1.0,,,,,,,,,,
212,PT07M09.00S,2022-01-01T01:45:43.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628995,93.38042049934296,50.0,1610612752,34,30,2022-01-01T01:45:55Z,2120000,0.0,10.0,1,right,K. Knox II putback Layup (4 PTS),[1628995],1610612752.0,NYK,putback,,,Knox II,K. Knox II,,,,,0.97,Made,4.0,,,,,,,,,,,,,,,,,
213,PT06M53.00S,2022-01-01T01:45:59.4Z,2,REGULAR,3pt,Jump Shot,[],203488,31.61957950065703,59.068627450980394,1610612760,37,30,2022-01-01T01:46:03Z,2130000,-45.0,245.0,1,left,M. Muscala 24' 3PT  (3 PTS) (T. Jerome 4 AST),"[203488, 1629660]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,24.89,Made,3.0,T. Jerome,1629660.0,4.0,,,,,,,,,,,,,,
215,PT06M45.00S,2022-01-01T01:46:11.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,37,30,2022-01-01T01:46:11Z,2150000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M45.00S,2022-01-01T01:47:58.5Z,2,REGULAR,substitution,out,[],1630197,,,1610612752,37,30,2022-01-01T01:48:34Z,2160000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M45.00S,2022-01-01T01:47:58.5Z,2,REGULAR,substitution,out,[],201959,,,1610612752,37,30,2022-01-01T01:48:34Z,2170000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M45.00S,2022-01-01T01:47:58.5Z,2,REGULAR,substitution,in,[],1628983,,,1610612752,37,30,2022-01-01T01:48:34Z,2180000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M45.00S,2022-01-01T01:47:58.5Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,37,30,2022-01-01T01:48:34Z,2190000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M40.00S,2022-01-01T01:49:06.7Z,2,REGULAR,3pt,Jump Shot,[],202692,66.5735873850197,37.745098039215684,1610612752,37,33,2022-01-01T01:49:24Z,2200000,-61.0,262.0,1,right,A. Burks 26' 3PT pullup (5 PTS),[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,26.88,Made,5.0,,,,,,,,,,,,,,,,,
221,PT06M40.00S,2022-01-01T01:49:12.2Z,2,REGULAR,foul,personal,['1freethrow'],1630598,,,1610612752,37,33,2022-01-01T01:49:27Z,2210000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Burks 1 FT),"[1630598, 202692]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Burks,202692.0
223,PT06M40.00S,2022-01-01T01:49:46.4Z,2,REGULAR,freethrow,1 of 1,[],202692,,,1610612752,37,34,2022-01-01T01:49:46Z,2230000,,,0,,A. Burks Free Throw 1 of 1 (6 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
224,PT06M20.00S,2022-01-01T01:50:07.8Z,2,REGULAR,3pt,Jump Shot,[],1628983,32.933639947437584,35.78431372549019,1610612760,40,34,2022-01-01T01:50:13Z,2240000,71.0,257.0,1,left,S. Gilgeous-Alexander 26' 3PT bank (10 PTS) (M. Muscala 1 AST),"[1628983, 203488]",1610612760.0,OKC,bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.68,Made,10.0,M. Muscala,203488.0,1.0,,,,,,,,,,,,,,
226,PT05M59.00S,2022-01-01T01:50:27.4Z,2,REGULAR,3pt,Jump Shot,[],1630193,68.9388961892247,16.666666666666664,1610612752,40,34,2022-01-01T01:50:41Z,2260000,-167.0,239.0,1,right,MISS I. Quickley 29' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,29.18,Missed,,,,,,,,,,,,,,,,,,
227,PT05M57.00S,2022-01-01T01:50:29.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,40,34,2022-01-01T01:50:41Z,2270000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,
228,PT05M57.00S,2022-01-01T01:50:35.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,40,34,2022-01-01T01:50:35Z,2280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M57.00S,2022-01-01T01:50:36.1Z,2,REGULAR,substitution,out,[],1630177,,,1610612752,40,34,2022-01-01T01:50:47Z,2290000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M57.00S,2022-01-01T01:50:36.1Z,2,REGULAR,substitution,out,[],1630598,,,1610612752,40,34,2022-01-01T01:50:47Z,2300000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M57.00S,2022-01-01T01:50:36.1Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,40,34,2022-01-01T01:50:47Z,2310000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M57.00S,2022-01-01T01:50:36.1Z,2,REGULAR,substitution,in,[],1628778,,,1610612752,40,34,2022-01-01T01:50:47Z,2320000,,,0,,SUB in: P. Watson,[1628778],1610612760.0,OKC,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M57.00S,2022-01-01T01:50:36.1Z,2,REGULAR,substitution,in,[],1629026,,,1610612752,40,34,2022-01-01T01:50:47Z,2330000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M57.00S,2022-01-01T01:50:36.1Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,40,34,2022-01-01T01:50:47Z,2340000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M50.00S,2022-01-01T01:51:01.3Z,2,REGULAR,turnover,lost ball,[],1629628,,,1610612752,40,34,2022-01-01T01:51:05Z,2350000,,,0,,R. Barrett lost ball TURNOVER (1 TO),"[1629628, 203488]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,1.0,Muscala,203488.0,,,,,,,
236,PT05M50.00S,2022-01-01T01:51:01.3Z,2,REGULAR,steal,,[],203488,,,1610612760,40,34,2022-01-01T01:51:03Z,2360000,,,0,,M. Muscala STEAL (1 STL),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M42.00S,2022-01-01T01:51:08.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628778,9.674770039421814,36.51960784313725,1610612760,40,34,2022-01-01T01:51:13Z,2370000,67.0,38.0,1,left,MISS P. Watson 7' driving Layup,[1628778],1610612760.0,OKC,driving,,,Watson,P. Watson,,,,,7.76,Missed,,,,,,,,,,,,,,,,,,
238,PT05M40.00S,2022-01-01T01:51:10.9Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,40,34,2022-01-01T01:51:13Z,2380000,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,237.0,3.0,3.0,0.0,,,,,,,,,,
239,PT05M30.00S,2022-01-01T01:51:20.9Z,2,REGULAR,3pt,Jump Shot,[],1629656,93.24901445466492,95.83333333333334,1610612752,40,34,2022-01-01T01:51:26Z,2390000,229.0,11.0,1,right,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,
240,PT05M25.00S,2022-01-01T01:51:25.9Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,40,34,2022-01-01T01:51:26Z,2400000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,239.0,3.0,3.0,0.0,,,,,,,,,,
241,PT05M18.00S,2022-01-01T01:51:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.5722733245729295,48.529411764705884,1610612760,42,34,2022-01-01T01:51:35Z,2410000,7.0,19.0,1,left,S. Gilgeous-Alexander driving Layup (12 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2.01,Made,12.0,,,,,,,,,,,,,,,,,
242,PT05M00.00S,2022-01-01T01:51:52.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,42,34,2022-01-01T01:51:52Z,2420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M00.00S,2022-01-01T01:51:54.9Z,2,REGULAR,substitution,out,[],1629656,,,1610612752,42,34,2022-01-01T01:52:00Z,2430000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M00.00S,2022-01-01T01:51:54.9Z,2,REGULAR,substitution,in,[],203095,,,1610612752,42,34,2022-01-01T01:52:00Z,2440000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M58.00S,2022-01-01T01:52:10.4Z,2,REGULAR,2pt,Jump Shot,[],1628995,76.16622864651774,74.26470588235294,1610612752,42,34,2022-01-01T01:52:16Z,2450000,121.0,172.0,1,right,MISS K. Knox II 21' Jump Shot,[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,21.01,Missed,,,,,,,,,,,,,,,,,,
246,PT04M54.00S,2022-01-01T01:52:14.4Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,42,34,2022-01-01T01:52:16Z,2460000,,,0,,M. Robinson REBOUND (Off:1 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,245.0,4.0,3.0,1.0,,,,,,,,,,
247,PT04M52.00S,2022-01-01T01:52:16.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203095,66.5735873850197,46.07843137254902,1610612752,42,34,2022-01-01T01:52:22Z,2470000,-20.0,262.0,1,right,MISS E. Fournier 26' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,
248,PT04M51.00S,2022-01-01T01:52:17.1Z,2,REGULAR,rebound,defensive,[],1628778,,,1610612760,42,34,2022-01-01T01:52:22Z,2480000,,,0,,P. Watson REBOUND (Off:0 Def:1),[1628778],1610612760.0,OKC,,,,Watson,P. Watson,,,,,,,,,,,247.0,1.0,1.0,0.0,,,,,,,,,,
249,PT04M39.00S,2022-01-01T01:52:29.2Z,2,REGULAR,3pt,Jump Shot,[],203488,34.37910643889619,37.5,1610612760,42,34,2022-01-01T01:52:34Z,2490000,62.0,271.0,1,left,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,27.78,Missed,,,,,,,,,,,,,,,,,,
250,PT04M35.00S,2022-01-01T01:52:33.2Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,42,34,2022-01-01T01:52:34Z,2500000,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,249.0,4.0,4.0,0.0,,,,,,,,,,
251,PT04M29.00S,2022-01-01T01:52:39.7Z,2,REGULAR,turnover,lost ball,[],1629628,,,1610612752,42,34,2022-01-01T01:52:44Z,2510000,,,0,,R. Barrett lost ball TURNOVER (2 TO),"[1629628, 1629660]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,2.0,Jerome,1629660.0,,,,,,,
252,PT04M29.00S,2022-01-01T01:52:39.7Z,2,REGULAR,steal,,[],1629660,,,1610612760,42,34,2022-01-01T01:52:41Z,2520000,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M28.00S,2022-01-01T01:52:42.8Z,2,REGULAR,foul,personal,[],202692,,,1610612760,42,34,2022-01-01T01:59:19Z,2530000,,,0,,A. Burks take personal FOUL (2 PF),"[202692, 1629026]",1610612752.0,NYK,take,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,202035.0,2.0,0.0,Williams,1629026.0
255,PT04M28.00S,2022-01-01T01:52:51.7Z,2,REGULAR,substitution,out,[],1629660,,,1610612760,42,34,2022-01-01T01:53:04Z,2550000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M28.00S,2022-01-01T01:52:51.7Z,2,REGULAR,substitution,out,[],202692,,,1610612760,42,34,2022-01-01T01:53:04Z,2560000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M28.00S,2022-01-01T01:52:51.7Z,2,REGULAR,substitution,out,[],1628995,,,1610612760,42,34,2022-01-01T01:53:04Z,2570000,,,0,,SUB out: K. Knox II,[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M28.00S,2022-01-01T01:52:51.7Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,42,34,2022-01-01T01:53:04Z,2580000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M28.00S,2022-01-01T01:52:51.7Z,2,REGULAR,substitution,in,[],1630167,,,1610612760,42,34,2022-01-01T01:53:04Z,2590000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M28.00S,2022-01-01T01:52:51.7Z,2,REGULAR,substitution,in,[],1630540,,,1610612760,42,34,2022-01-01T01:53:04Z,2600000,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M15.00S,2022-01-01T01:53:18.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203488,30.17411300919842,21.813725490196077,1610612760,42,34,2022-01-01T01:53:23Z,2610000,141.0,231.0,1,left,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,
262,PT04M11.00S,2022-01-01T01:53:22.8Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,42,34,2022-01-01T01:53:23Z,2620000,,,0,,O. Toppin REBOUND (Off:0 Def:4),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,261.0,4.0,4.0,0.0,,,,,,,,,,
263,PT03M52.00S,2022-01-01T01:53:41.5Z,2,REGULAR,3pt,Jump Shot,[],1629628,76.5604467805519,11.029411764705882,1610612752,42,37,2022-01-01T01:53:45Z,2630000,-195.0,168.0,1,right,R. Barrett 25' 3PT  (8 PTS) (E. Fournier 2 AST),"[1629628, 203095]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.72,Made,8.0,E. Fournier,203095.0,2.0,,,,,,,,,,,,,,
265,PT03M36.00S,2022-01-01T01:53:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.601182654402102,53.92156862745098,1610612760,44,37,2022-01-01T01:54:04Z,2650000,-20.0,0.0,1,left,S. Gilgeous-Alexander driving reverse Layup (14 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.96,Made,14.0,,,,,,,,,,,,,,,,,
