actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
95,PT04M17.00S,2022-03-01T01:25:55.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,23,21,2022-03-01T01:25:59Z,950000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,
96,PT04M17.00S,2022-03-01T01:25:59.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,23,21,2022-03-01T01:25:59Z,960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M16.00S,2022-03-01T01:26:06.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,5.338370565045992,96.32352941176471,1610612760,26,21,2022-03-01T01:26:10Z,970000,-232.0,-2.0,1,left,S. Gilgeous-Alexander 3PT  (10 PTS) (T. Mann 2 AST),"[1628983, 1630544]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,23.16,Made,10.0,T. Mann,1630544.0,2.0,,,,,,,,,,,,,,
99,PT03M56.00S,2022-03-01T01:26:24.9Z,1,REGULAR,2pt,Jump Shot,[],1628368,78.79434954007884,50.245098039215684,1610612758,26,21,2022-03-01T01:26:29Z,990000,1.0,147.0,1,right,MISS D. Fox 14' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,14.68,Missed,,,,,,,,,,,,,,,,,,
100,PT03M55.00S,2022-03-01T01:26:27.3Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,26,21,2022-03-01T01:26:27Z,1000000,,,0,,D. Sabonis REBOUND (Off:2 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,99.0,4.0,2.0,2.0,,
101,PT03M52.00S,2022-03-01T01:26:29.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627734,91.80354796320631,45.09803921568628,1610612758,26,23,2022-03-01T01:26:39Z,1010000,-25.0,25.0,1,right,D. Sabonis putback DUNK (4 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,3.46,Made,4.0,,,,,,,,,,,,,,,,,
102,PT03M39.00S,2022-03-01T01:26:42.6Z,1,REGULAR,turnover,lost ball,[],1629647,,,1610612760,26,23,2022-03-01T01:26:45Z,1020000,,,0,,D. Bazley lost ball TURNOVER (1 TO),"[1629647, 203084]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,1.0,Barnes,203084.0,,,,,,,,,,,
103,PT03M39.00S,2022-03-01T01:26:42.6Z,1,REGULAR,steal,,[],203084,,,1610612758,26,23,2022-03-01T01:26:56Z,1030000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M34.00S,2022-03-01T01:26:50.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630846,,,1610612758,26,23,2022-03-01T01:26:58Z,1040000,,,0,,O. Sarr shooting personal FOUL (2 PF) (Barnes 2 FT),"[1630846, 203084]",1610612760.0,OKC,shooting,,,Sarr,O. Sarr,,,,,,,,,,,,,,1627962.0,2.0,0.0,Barnes,203084.0,,,,,,
106,PT03M34.00S,2022-03-01T01:27:13.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203084,,,1610612758,26,24,2022-03-01T01:27:13Z,1060000,,,0,,H. Barnes Free Throw 1 of 2 (3 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
108,PT03M34.00S,2022-03-01T01:27:15.4Z,1,REGULAR,substitution,out,[],1629647,,,1610612758,26,24,2022-03-01T01:27:26Z,1070000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M34.00S,2022-03-01T01:27:15.4Z,1,REGULAR,substitution,out,[],1630846,,,1610612758,26,24,2022-03-01T01:27:26Z,1080000,,,0,,SUB out: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M34.00S,2022-03-01T01:27:15.4Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,26,24,2022-03-01T01:27:26Z,1090000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M34.00S,2022-03-01T01:27:15.4Z,1,REGULAR,substitution,in,[],1630197,,,1610612758,26,24,2022-03-01T01:27:26Z,1100000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M34.00S,2022-03-01T01:27:15.4Z,1,REGULAR,substitution,in,[],1630322,,,1610612758,26,24,2022-03-01T01:27:26Z,1110000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M34.00S,2022-03-01T01:27:15.4Z,1,REGULAR,substitution,in,[],1627745,,,1610612758,26,24,2022-03-01T01:27:26Z,1120000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M34.00S,2022-03-01T01:27:38.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203084,,,1610612758,26,25,2022-03-01T01:27:38Z,1130000,,,0,,H. Barnes Free Throw 2 of 2 (4 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
115,PT03M27.00S,2022-03-01T01:27:46.7Z,1,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612760,26,25,2022-03-01T01:27:53Z,1140000,,,0,,D. Jones shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1627745, 1628983]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,,,,,,,1627962.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
117,PT03M27.00S,2022-03-01T01:28:12.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,26,25,2022-03-01T01:28:12Z,1160000,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Missed,,,,,,,,,,,,,,,,,,
118,PT03M27.00S,2022-03-01T01:28:12.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,26,25,2022-03-01T01:28:12Z,1170000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,
119,PT03M27.00S,2022-03-01T01:28:21.9Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,27,25,2022-03-01T01:28:21Z,1180000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
120,PT03M07.00S,2022-03-01T01:28:43.3Z,1,REGULAR,3pt,Jump Shot,[],203087,73.27529566360053,85.7843137254902,1610612758,27,28,2022-03-01T01:28:47Z,1190000,179.0,199.0,1,right,J. Lamb 26' 3PT  (3 PTS) (D. Fox 3 AST),"[203087, 1628368]",1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,26.74,Made,3.0,D. Fox,1628368.0,3.0,,,,,,,,,,,,,,
122,PT02M51.00S,2022-03-01T01:29:00.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612760,27,28,2022-03-01T01:30:41Z,1210000,,,0,,D. Mitchell personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630558, 1628983]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,1628951.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
124,PT02M51.00S,2022-03-01T01:29:11.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,27,28,2022-03-01T01:29:11Z,1230000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M51.00S,2022-03-01T01:31:25.1Z,1,REGULAR,substitution,out,[],1630544,,,1610612760,27,28,2022-03-01T01:31:38Z,1240000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M51.00S,2022-03-01T01:31:25.1Z,1,REGULAR,substitution,out,[],203084,,,1610612760,27,28,2022-03-01T01:31:38Z,1250000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M51.00S,2022-03-01T01:31:25.1Z,1,REGULAR,substitution,in,[],1630846,,,1610612760,27,28,2022-03-01T01:31:38Z,1260000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M51.00S,2022-03-01T01:31:25.1Z,1,REGULAR,substitution,in,[],1626168,,,1610612760,27,28,2022-03-01T01:31:38Z,1270000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M51.00S,2022-03-01T01:32:01.5Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,28,28,2022-03-01T01:32:16Z,1280000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (12 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
130,PT02M51.00S,2022-03-01T01:32:01.5Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,28,28,2022-03-01T01:32:16Z,1290000,,,0,,MISS S. Gilgeous-Alexander Free Throw 2 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Missed,,,,,,,,,,,,,,,,,,
131,PT02M49.00S,2022-03-01T01:32:03.5Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,28,28,2022-03-01T01:32:16Z,1300000,,,0,,T. Lyles REBOUND (Off:1 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,130.0,2.0,1.0,1.0,,
132,PT02M35.00S,2022-03-01T01:32:29.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630197,,,1610612758,28,28,2022-03-01T01:32:35Z,1310000,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Fox 2 FT),"[1630197, 1628368]",1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,1628951.0,1.0,0.0,Fox,1628368.0,,,,,,
134,PT02M35.00S,2022-03-01T01:32:53.9Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,28,29,2022-03-01T01:33:14Z,1330000,,,0,,D. Fox Free Throw 1 of 2 (4 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
135,PT02M35.00S,2022-03-01T01:32:53.9Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,28,29,2022-03-01T01:33:14Z,1340000,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,
136,PT02M34.00S,2022-03-01T01:32:54.9Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,28,29,2022-03-01T01:33:14Z,1350000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,135.0,1.0,1.0,0.0,,
137,PT02M22.00S,2022-03-01T01:33:24.8Z,1,REGULAR,3pt,Jump Shot,[],1630249,30.699737187910642,22.54901960784314,1610612760,28,29,2022-03-01T01:33:31Z,1360000,137.0,236.0,1,left,MISS V. Krejci 27' 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,27.31,Missed,,,,,,,,,,,,,,,,,,
138,PT02M20.00S,2022-03-01T01:33:26.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,28,29,2022-03-01T01:33:31Z,1370000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,
139,PT02M20.00S,2022-03-01T01:33:30.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,28,29,2022-03-01T01:33:30Z,1380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M10.00S,2022-03-01T01:33:43.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630322,,,1610612758,28,29,2022-03-01T01:33:53Z,1390000,,,0,,L. Waters III shooting personal FOUL (1 PF) (Lyles 2 FT),"[1630322, 1626168]",1610612760.0,OKC,shooting,,,Waters III,L. Waters III,,,,,,,,,,,,,,2714.0,1.0,0.0,Lyles,1626168.0,,,,,,
142,PT02M10.00S,2022-03-01T01:34:09.8Z,1,REGULAR,freethrow,1 of 2,[],1626168,,,1610612758,28,30,2022-03-01T01:34:09Z,1410000,,,0,,T. Lyles Free Throw 1 of 2 (8 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
143,PT02M10.00S,2022-03-01T01:34:28.5Z,1,REGULAR,freethrow,2 of 2,[],1626168,,,1610612758,28,31,2022-03-01T01:34:28Z,1420000,,,0,,T. Lyles Free Throw 2 of 2 (9 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
144,PT01M55.00S,2022-03-01T01:34:45.6Z,1,REGULAR,3pt,Jump Shot,[],1630322,27.808804204993432,77.94117647058823,1610612760,28,31,2022-03-01T01:34:50Z,1430000,-140.0,209.0,1,left,MISS L. Waters III 25' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,
145,PT01M49.00S,2022-03-01T01:34:51.6Z,1,REGULAR,rebound,defensive,[],203087,,,1610612758,28,31,2022-03-01T01:34:50Z,1440000,,,0,,J. Lamb REBOUND (Off:0 Def:1),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,
146,PT01M43.00S,2022-03-01T01:34:56.6Z,1,REGULAR,turnover,bad pass,[],203087,,,1610612758,28,31,2022-03-01T01:34:59Z,1450000,,,0,,J. Lamb bad pass TURNOVER (1 TO),"[203087, 1630197]",1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,1.0,Pokusevski,1630197.0,,,,,,,,,,,
147,PT01M43.00S,2022-03-01T01:34:56.6Z,1,REGULAR,steal,,[],1630197,,,1610612760,28,31,2022-03-01T01:34:58Z,1460000,,,0,,A. Pokusevski STEAL (1 STL),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M30.00S,2022-03-01T01:35:09.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,7.5722733245729295,61.76470588235294,1610612760,28,31,2022-03-01T01:35:15Z,1470000,-59.0,19.0,1,left,MISS S. Gilgeous-Alexander 6' driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.17,Missed,,,,,,,,,,,,,,,,,,
149,PT01M26.00S,2022-03-01T01:35:13.7Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,28,31,2022-03-01T01:35:15Z,1480000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,148.0,1.0,1.0,0.0,,
150,PT01M23.00S,2022-03-01T01:35:17.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630558,93.51182654402102,3.431372549019608,1610612758,28,34,2022-03-01T01:35:25Z,1490000,-233.0,8.0,1,right,D. Mitchell 3PT  (7 PTS) (J. Lamb 1 AST),"[1630558, 203087]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,23.3,Made,7.0,J. Lamb,203087.0,1.0,,,,,,,,,,,,,,
152,PT01M15.00S,2022-03-01T01:35:25.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628983,6.521024967148489,58.82352941176471,1610612760,30,34,2022-03-01T01:35:59Z,1510000,-44.0,9.0,1,left,S. Gilgeous-Alexander driving Layup (14 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,4.5,Made,14.0,,,,,,,,,,,,,,,,,
153,PT01M15.00S,2022-03-01T01:35:29.3Z,1,REGULAR,violation,defensive goaltending,[],1627745,,,1610612760,30,34,2022-03-01T01:35:39Z,1520000,,,0,,D. Jones defensive goaltending VIOLATION,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,1628951.0,,,,,,,,,,
154,PT01M04.00S,2022-03-01T01:35:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630558,74.98357424441524,12.254901960784313,1610612758,30,34,2022-03-01T01:35:54Z,1530000,-189.0,183.0,1,right,MISS D. Mitchell 26' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,
155,PT01M00.00S,2022-03-01T01:35:53.7Z,1,REGULAR,rebound,defensive,[],1630846,,,1610612760,30,34,2022-03-01T01:35:54Z,1540000,,,0,,O. Sarr REBOUND (Off:0 Def:2),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,154.0,2.0,2.0,0.0,,
156,PT00M56.40S,2022-03-01T01:35:58.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630322,9.280551905387648,2.941176470588235,1610612760,30,34,2022-03-01T01:36:05Z,1550000,235.0,35.0,1,left,MISS L. Waters III 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,
157,PT00M52.10S,2022-03-01T01:36:02.3Z,1,REGULAR,rebound,defensive,[],203087,,,1610612758,30,34,2022-03-01T01:36:05Z,1560000,,,0,,J. Lamb REBOUND (Off:0 Def:2),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,156.0,2.0,2.0,0.0,,
158,PT00M35.20S,2022-03-01T01:36:20.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612758,30,34,2022-03-01T01:36:42Z,1570000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Fox 2 FT),"[1628983, 1628368]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,1628951.0,2.0,0.0,Fox,1628368.0,,,,,,
160,PT00M35.20S,2022-03-01T01:36:43.3Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,30,35,2022-03-01T01:37:15Z,1590000,,,0,,D. Fox Free Throw 1 of 2 (5 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
161,PT00M35.20S,2022-03-01T01:36:43.8Z,1,REGULAR,substitution,out,[],1630846,,,1610612758,30,35,2022-03-01T01:36:50Z,1600000,,,0,,SUB out: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M35.20S,2022-03-01T01:36:43.8Z,1,REGULAR,substitution,out,[],1627745,,,1610612758,30,35,2022-03-01T01:36:50Z,1610000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M35.20S,2022-03-01T01:36:43.8Z,1,REGULAR,substitution,in,[],1630177,,,1610612758,30,35,2022-03-01T01:36:50Z,1620000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M35.20S,2022-03-01T01:36:43.8Z,1,REGULAR,substitution,in,[],1627734,,,1610612758,30,35,2022-03-01T01:36:50Z,1630000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M35.20S,2022-03-01T01:36:43.3Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,30,35,2022-03-01T01:37:15Z,1640000,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,
166,PT00M32.10S,2022-03-01T01:36:46.4Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,30,35,2022-03-01T01:37:15Z,1650000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,165.0,1.0,1.0,0.0,,
167,PT00M24.10S,2022-03-01T01:37:22.3Z,1,REGULAR,3pt,Jump Shot,[],1630177,18.610381077529567,93.62745098039215,1610612760,30,35,2022-03-01T01:37:25Z,1660000,-218.0,122.0,1,left,MISS T. Maledon 25' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,
168,PT00M22.40S,2022-03-01T01:37:24.0Z,1,REGULAR,rebound,offensive,[],1630249,,,1610612760,30,35,2022-03-01T01:37:24Z,1670000,,,0,,V. Krejci REBOUND (Off:1 Def:1),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,167.0,2.0,1.0,1.0,,
169,PT00M16.90S,2022-03-01T01:37:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630197,9.937582128777924,41.42156862745098,1610612760,32,35,2022-03-01T02:21:50Z,1680000,43.0,41.0,1,left,A. Pokusevski cutting finger roll Layup (2 PTS) (S. Gilgeous-Alexander 6 AST),"[1630197, 1628983]",1610612760.0,OKC,cutting finger roll,,,Pokusevski,A. Pokusevski,,,,,5.93,Made,2.0,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,,,,,
171,PT00M16.90S,2022-03-01T01:37:35.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626168,,,1610612760,32,35,2022-03-01T01:37:43Z,1700000,,,0,,T. Lyles shooting personal FOUL (1 PF) (Pokusevski 1 FT),"[1626168, 1630197]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,,,,,,,,,,1628951.0,1.0,0.0,Pokusevski,1630197.0,,,,,,
173,PT00M16.90S,2022-03-01T01:37:47.8Z,1,REGULAR,substitution,out,[],1628983,,,1610612760,32,35,2022-03-01T01:38:07Z,1720000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M16.90S,2022-03-01T01:37:47.8Z,1,REGULAR,substitution,in,[],1630846,,,1610612760,32,35,2022-03-01T01:38:07Z,1730000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M16.90S,2022-03-01T01:38:06.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630197,,,1610612760,32,35,2022-03-01T01:38:06Z,1740000,,,0,,MISS A. Pokusevski Free Throw 1 of 1,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,Missed,,,,,,,,,,,,,,,,,,
176,PT00M14.80S,2022-03-01T01:38:08.2Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,32,35,2022-03-01T01:38:08Z,1750000,,,0,,T. Lyles REBOUND (Off:1 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,175.0,3.0,2.0,1.0,,
177,PT00M01.90S,2022-03-01T01:38:20.4Z,1,REGULAR,3pt,Jump Shot,[],1626168,93.51182654402102,96.56862745098039,1610612758,32,35,2022-03-01T01:38:25Z,1760000,233.0,8.0,1,right,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,
178,PT00M01.90S,2022-03-01T01:38:20.4Z,1,REGULAR,rebound,defensive,[],1630322,,,1610612760,32,35,2022-03-01T01:38:25Z,1770000,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,177.0,1.0,1.0,0.0,,
179,PT00M00.00S,2022-03-01T01:38:29.5Z,1,REGULAR,period,end,[],0,,,1610612760,32,35,2022-03-01T01:38:29Z,1780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-03-01T01:40:31.2Z,2,REGULAR,substitution,out,['startperiod'],1628368,,,1610612760,32,35,2022-03-01T01:40:56Z,1790000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-03-01T01:40:31.2Z,2,REGULAR,substitution,in,['startperiod'],1628978,,,1610612760,32,35,2022-03-01T01:40:56Z,1800000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-03-01T01:41:11.0Z,2,REGULAR,period,start,[],0,,,1610612758,32,35,2022-03-01T01:41:11Z,1810000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M50.00S,2022-03-01T01:41:22.3Z,2,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,32,35,2022-03-01T01:41:29Z,1820000,,,0,,D. Sabonis lost ball out-of-bounds TURNOVER (2 TO),[1627734],1610612758.0,SAC,lost ball,,,Sabonis,D. Sabonis,,,,,,,,,,,2.0,,,1628951.0,,,,,,,,,,
